年	год	年	год	N	N;INAN;NOM;MASC;SG
競賽	евровидение	競賽	евровидение	N	N;INAN;NOM;NEUT;SG
場地	площадки	場地	площадка	N	N;INAN;NOM;FEM;PL
首歌	песня	首歌	песня	N	N;INAN;NOM;FEM;SG
首歌	песнь	首歌	песнь	N	N;INAN;NOM;FEM;SG
神話	мифы	神話	миф	N	N;INAN;NOM;MASC;PL
神話	мифология	神話	мифология	N	N;INAN;NOM;FEM;SG
神話	миф	神話	миф	N	N;INAN;NOM;MASC;SG
超人	супермен	超人	супермен	N	N;ANIM;NOM;MASC;SG
股票	запасов	股票	запас	N	N;INAN;GEN;MASC;PL
股票	акции	股票	акция	N	N;INAN;NOM;FEM;PL
股票	запасы	股票	запас	N	N;INAN;NOM;MASC;PL
股票	акции	股票	акция	N	N;INAN;NOM;FEM;PL
股票	наличии	股票	наличие	N	N;INAN;ESS;NEUT;SG
實現	достигнуть	實現	достичь	V	V;PFV;NFIN;ACT
實現	достичь	實現	достичь	V	V;PFV;NFIN;ACT
八十	восемьдесят	八十	восемьдесят	NUM	NUM;NOM
平等	равенство	平等	равенство	N	N;INAN;NOM;NEUT;SG
平等	равноправие	平等	равноправие	N	N;INAN;NOM;NEUT;SG
價	прайс	價	прайс	N	N;INAN;NOM;MASC;SG
價	цена	價	цена	N	N;INAN;NOM;FEM;SG
困難	трудности	困難	трудность	N	N;INAN;NOM;FEM;PL
困難	трудность	困難	трудность	N	N;INAN;NOM;FEM;SG
困難	сложность	困難	сложность	N	N;INAN;NOM;FEM;SG
困難	трудности	困難	трудность	N	N;INAN;NOM;FEM;PL
機車	скутер	機車	скутер	N	N;INAN;NOM;MASC;SG
機車	мотоциклов	機車	мотоцикл	N	N;INAN;GEN;MASC;PL
機車	мотоцикл	機車	мотоцикл	N	N;INAN;NOM;MASC;SG
機車	локомотив	機車	локомотив	N	N;INAN;NOM;MASC;SG
危險	опасности	危險	опасность	N	N;INAN;NOM;FEM;PL
危險	опасность	危險	опасность	N	N;INAN;NOM;FEM;SG
技巧	фокусы	技巧	фокус	N	N;INAN;NOM;MASC;PL
技巧	уловки	技巧	уловка	N	N;INAN;NOM;FEM;PL
技巧	трюки	技巧	трюк	N	N;INAN;NOM;MASC;PL
技巧	умение	技巧	умение	N	N;INAN;NOM;NEUT;SG
技巧	мастерство	技巧	мастерство	N	N;INAN;NOM;NEUT;SG
技巧	навыки	技巧	навык	N	N;INAN;NOM;MASC;PL
技巧	техника	技巧	техника	N	N;INAN;NOM;FEM;SG
技巧	технику	技巧	техника	N	N;INAN;ACC;FEM;SG
帽	шапка	帽	шапка	N	N;INAN;NOM;FEM;SG
帽	шляпу	帽	шляпать	N	N;INAN;ACC;FEM;SG
帽	шляпа	帽	шляп	N	N;INAN;NOM;FEM;SG
公寓	квартиру	公寓	квартира	N	N;INAN;ACC;FEM;SG
公寓	квартира	公寓	квартира	N	N;INAN;NOM;FEM;SG
公寓	квартира	公寓	квартира	N	N;INAN;NOM;FEM;SG
公寓	апартаменты	公寓	апартамент	N	N;INAN;NOM;MASC;PL
公寓	квартире	公寓	квартира	N	N;INAN;DAT;FEM;SG
公寓	квартиры	公寓	квартира	N	N;INAN;NOM;FEM;PL
公寓	апартаменты	公寓	апартамент	N	N;INAN;NOM;MASC;PL
聯絡	связаться	聯絡	связаться	V	V;PFV;NFIN;MID
下載	загрузить	下載	загрузить	V	V;PFV;NFIN;ACT
下載	скачать	下載	скачать	V	V;PFV;NFIN;ACT
獅子	лев	獅子	лев	N	N;ANIM;NOM;MASC;SG
獅子	львы	獅子	лев	N	N;ANIM;NOM;MASC;PL
獅子	львов	獅子	лев	N	N;INAN;GEN;MASC;PL
梯	лестнице	梯	лестница	N	N;INAN;DAT;FEM;SG
梯	лестница	梯	лестница	N	N;INAN;NOM;FEM;SG
梯	лестницу	梯	лестница	N	N;INAN;ACC;FEM;SG
租借	лизинг	租借	лизинг	N	N;INAN;NOM;MASC;SG
租借	аренды	租借	аренда	N	N;INAN;NOM;FEM;PL
釋放	освободить	釋放	освободить	V	V;PFV;NFIN;ACT
登記	зарегистрироваться	登記	регистрироваться	V	V;PFV;NFIN;MID
登記	зарегистрировать	登記	регистрировать	V	V;PFV;NFIN;ACT
提案	предложение	提案	предложение	N	N;INAN;NOM;NEUT;SG
學士	холостяк	學士	холостяк	N	N;ANIM;NOM;MASC;SG
學士	бакалавр	學士	бакалавр	N	N;ANIM;NOM;MASC;SG
批判	критика	批判	критика	N	N;INAN;NOM;FEM;SG
批判	критика	批判	критика	N	N;INAN;NOM;FEM;SG
批判	критику	批判	критика	N	N;INAN;ACC;FEM;SG
傀儡	куклы	傀儡	кукла	N	N;INAN;NOM;FEM;PL
傀儡	кукла	傀儡	кукла	N	N;ANIM;NOM;FEM;SG
傀儡	марионетка	傀儡	марионетка	N	N;INAN;NOM;FEM;SG
馬力	малик	馬力	малик	N	N;ANIM;NOM;MASC;SG
熟悉	знакомы	熟悉	знакомый	ADJ	ADJ;PL
熟悉	знакомый	熟悉	знакомый	ADJ	ADJ;NOM;MASC;SG
熟悉	знакомое	熟悉	знакомый	ADJ	ADJ;NOM;NEUT;SG
熟悉	знакомо	熟悉	знакомый	ADJ	ADJ;NEUT;SG
直徑	диаметр	直徑	диаметр	N	N;INAN;NOM;MASC;SG
直徑	диаметров	直徑	диаметр	N	N;INAN;GEN;MASC;PL
現有	существующие	現有	существовать	V	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
現有	существующая	現有	существовать	V	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
現有	существующее	現有	существовать	V	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;ACT
現有	существующий	現有	существовать	V	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
寶貝	ребёнок	寶貝	ребёнок	N	N;ANIM;NOM;MASC;SG
寶貝	малышка	寶貝	малышка	N	N;ANIM;NOM;FEM;SG
寶貝	детка	寶貝	детка	N	N;INAN;NOM;FEM;SG
寶貝	малыш	寶貝	малыш	N	N;ANIM;NOM;MASC;SG
公會	гильдии	公會	гильдия	N	N;INAN;NOM;FEM;PL
地質	геологии	地質	геология	N	N;INAN;NOM;FEM;PL
政委	комиссар	政委	комиссар	N	N;ANIM;NOM;MASC;SG
實力	сила	實力	сила	N	N;INAN;NOM;FEM;SG
實力	прочность	實力	прочность	N	N;INAN;NOM;FEM;SG
獎金	бонус	獎金	бонус	N	N;INAN;NOM;MASC;SG
獎金	бонусы	獎金	бонус	N	N;INAN;NOM;MASC;PL
營業	открыть	營業	открыть	V	V;PFV;NFIN;ACT
營業	открытый	營業	открыть	V	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
營業	открытая	營業	открыть	V	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
閱讀	чтения	閱讀	чтение	N	N;INAN;NOM;NEUT;PL
閱讀	чтение	閱讀	чтение	N	N;INAN;NOM;NEUT;SG
檢查	проверяем	檢查	проверять	V	V;IPFV;IND;PL;1;PRS;FIN;ACT
檢查	проверьте	檢查	проверьт	V	V;PFV;IMP;PL;2;FIN;ACT
檢查	проверить	檢查	проверить	V	V;PFV;NFIN;ACT
聲稱	утверждая	聲稱	утверждать	V	V;IPFV;PRS;V.CVB;ACT
聲稱	утверждал	聲稱	утверждать	V	V;IPFV;MASC;IND;SG;PST;FIN;ACT
恐	террор	恐	террор	N	N;INAN;NOM;MASC;SG
神父	отец	神父	отец	N	N;ANIM;NOM;MASC;SG
沙漠	пустыня	沙漠	пустыня	N	N;INAN;NOM;FEM;SG
沙漠	пустыне	沙漠	пустыня	N	N;INAN;DAT;FEM;SG
沙漠	пустыни	沙漠	пустыня	N	N;INAN;NOM;FEM;PL
沙漠	пустынь	沙漠	пустынь	N	N;INAN;NOM;FEM;SG
沙漠	пустыни	沙漠	пустыня	N	N;INAN;NOM;FEM;PL
腿	ножки	腿	ножка	N	N;INAN;NOM;FEM;PL
腿	ноги	腿	нога	N	N;INAN;NOM;FEM;PL
腿	лапки	腿	лапка	N	N;INAN;NOM;FEM;PL
腿	нога	腿	нога	N	N;INAN;NOM;FEM;SG
腿	ногу	腿	нога	N	N;INAN;ACC;FEM;SG
障礙	барьеров	障礙	барьер	N	N;INAN;GEN;MASC;PL
障礙	преграды	障礙	преграда	N	N;INAN;NOM;FEM;PL
障礙	барьеры	障礙	барьер	N	N;INAN;NOM;MASC;PL
障礙	препятствия	障礙	препятствие	N	N;INAN;NOM;NEUT;PL
障礙	препятствий	障礙	препятствие	N	N;INAN;GEN;NEUT;PL
障礙	препятствия	障礙	препятствие	N	N;INAN;NOM;NEUT;PL
障礙	препятствием	障礙	препятствие	N	N;INAN;INS;NEUT;SG
障礙	препятствие	障礙	препятствие	N	N;INAN;NOM;NEUT;SG
炸彈	бомба	炸彈	бомба	N	N;INAN;NOM;FEM;SG
炸彈	бомбы	炸彈	бомба	N	N;INAN;NOM;FEM;PL
空氣	воздух	空氣	воздух	N	N;INAN;NOM;MASC;SG
小孩	детки	小孩	детка	N	N;ANIM;NOM;MASC;PL
小孩	дети	小孩	ребенок	N	N;ANIM;NOM;MASC;PL
小孩	парень	小孩	парень	N	N;ANIM;NOM;MASC;SG
法令	указы	法令	указ	N	N;INAN;NOM;MASC;PL
法令	указов	法令	указ	N	N;INAN;GEN;MASC;PL
法令	указ	法令	указ	N	N;INAN;NOM;MASC;SG
法令	декрет	法令	декрет	N	N;INAN;NOM;MASC;SG
法令	указ	法令	указ	N	N;INAN;NOM;MASC;SG
鰻	угорь	鰻	угорь	N	N;INAN;NOM;MASC;SG
保險	страховка	保險	страховка	N	N;INAN;NOM;FEM;SG
保險	страхование	保險	страхование	N	N;INAN;NOM;NEUT;SG
保險	страхования	保險	страхование	N	N;INAN;NOM;NEUT;PL
遺址	руины	遺址	руина	N	N;INAN;NOM;FEM;PL
煤	уголь	煤	уголь	N	N;INAN;NOM;MASC;SG
煤	угля	煤	уголь	N	N;INAN;GEN;MASC;SG
親自	лично	親自	лично	ADV	ADV
姐姐	сестра	姐姐	сестра	N	N;ANIM;NOM;FEM;SG
單打	разряд	單打	разряд	N	N;INAN;NOM;MASC;SG
子	пуля	子	пуля	N	N;INAN;NOM;FEM;SG
子	пулю	子	пуля	N	N;INAN;ACC;FEM;SG
週期	циклы	週期	цикл	N	N;INAN;NOM;MASC;PL
週期	периодичность	週期	периодичность	N	N;INAN;NOM;FEM;SG
週期	цикла	週期	цикл	N	N;INAN;GEN;MASC;SG
週期	цикл	週期	цикл	N	N;INAN;NOM;MASC;SG
週期	циклы	週期	цикл	N	N;INAN;NOM;MASC;PL
彩虹	радуга	彩虹	радуг	N	N;INAN;NOM;FEM;SG
彩虹	радуги	彩虹	радуг	N	N;INAN;NOM;FEM;PL
彩虹	радуга	彩虹	радуг	N	N;INAN;NOM;FEM;SG
千瓦	киловатт	千瓦	киловатт	N	N;INAN;NOM;MASC;SG
賽車	гонки	賽車	гонка	N	N;INAN;NOM;FEM;PL
賽車	скачки	賽車	скачок	N	N;INAN;NOM;MASC;PL
模仿	подражать	模仿	подражать	V	V;IPFV;NFIN;ACT
論壇	форумы	論壇	форум	N	N;INAN;NOM;MASC;PL
論壇	форум	論壇	форум	N	N;INAN;NOM;MASC;SG
論壇	форуме	論壇	форум	N	N;INAN;ESS;MASC;SG
祖先	предки	祖先	предок	N	N;ANIM;NOM;MASC;PL
祖先	предков	祖先	предок	N	N;ANIM;ACC;MASC;PL
祖先	предков	祖先	предок	N	N;ANIM;ACC;MASC;PL
祖先	предок	祖先	предок	N	N;ANIM;NOM;MASC;SG
複雜	сложная	複雜	сложный	ADJ	ADJ;NOM;FEM;SG
複雜	сложные	複雜	сложный	ADJ	ADJ;NOM;PL
複雜	сложных	複雜	сложный	ADJ	ADJ;GEN;PL
複雜	сложный	複雜	сложный	ADJ	ADJ;NOM;MASC;SG
複雜	сложная	複雜	сложный	ADJ	ADJ;NOM;FEM;SG
複雜	сложные	複雜	сложный	ADJ	ADJ;NOM;PL
複雜	сложно	複雜	сложный	ADJ	ADJ;NEUT;SG
複雜	сложный	複雜	сложный	ADJ	ADJ;NOM;MASC;SG
戰略	стратегии	戰略	стратегия	N	N;INAN;NOM;FEM;PL
復興	возрождения	復興	возрождение	N	N;INAN;NOM;NEUT;PL
復興	возрождение	復興	возрождение	N	N;INAN;NOM;NEUT;SG
復興	оживление	復興	оживление	N	N;INAN;NOM;NEUT;SG
復興	возрождение	復興	возрождение	N	N;INAN;NOM;NEUT;SG
個性	индивидуальность	個性	индивидуальность	N	N;INAN;NOM;FEM;SG
個性	индивидуальности	個性	индивидуальность	N	N;INAN;GEN;FEM;SG
個性	личности	個性	личность	N	N;INAN;NOM;FEM;PL
個性	индивидуальность	個性	индивидуальность	N	N;INAN;NOM;FEM;SG
個性	личность	個性	личность	N	N;INAN;NOM;FEM;SG
包圍	окружают	包圍	окружать	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
教室	классы	教室	класс	N	N;INAN;NOM;MASC;PL
自主	автономии	自主	автономия	N	N;INAN;NOM;FEM;PL
自主	самостоятельность	自主	самостоятельность	N	N;INAN;NOM;FEM;SG
自主	автономию	自主	автономия	N	N;INAN;ACC;FEM;SG
自主	автономия	自主	автономия	N	N;INAN;NOM;FEM;SG
歌詞	лирик	歌詞	лирик	N	N;ANIM;NOM;MASC;SG
拯救	спасти	拯救	спасти	V	V;PFV;NFIN;ACT
型態	тип	型態	тип	N	N;INAN;NOM;MASC;SG
病人	пациенты	病人	пациент	N	N;ANIM;NOM;MASC;PL
病人	пациентов	病人	пациент	N	N;ANIM;GEN;MASC;PL
病人	пациентка	病人	пациентка	N	N;ANIM;NOM;FEM;SG
病人	пациент	病人	пациент	N	N;ANIM;NOM;MASC;SG
病人	пациента	病人	пациент	N	N;ANIM;ACC;MASC;SG
消防	пожар	消防	пожар	N	N;INAN;NOM;MASC;SG
消防	огонь	消防	огонь	N	N;INAN;NOM;MASC;SG
優惠	преференций	優惠	преференция	N	N;INAN;GEN;FEM;PL
優惠	предпочтения	優惠	предпочтение	N	N;INAN;NOM;NEUT;PL
優惠	предложение	優惠	предложение	N	N;INAN;NOM;NEUT;SG
優惠	скидка	優惠	скидка	N	N;INAN;NOM;FEM;SG
優惠	скидки	優惠	скидка	N	N;INAN;NOM;FEM;PL
優惠	предложения	優惠	предложение	N	N;INAN;NOM;NEUT;PL
公頃	гектар	公頃	гектар	N	N;INAN;NOM;MASC;SG
公頃	гектаров	公頃	гектар	N	N;INAN;GEN;MASC;PL
搖滾	скала	搖滾	скала	N	N;INAN;NOM;FEM;SG
搖滾	камень	搖滾	камень	N	N;INAN;NOM;MASC;SG
搖滾	рок	搖滾	рок	N	N;INAN;NOM;MASC;SG
勞工	труд	勞工	труд	N	N;INAN;NOM;MASC;SG
勞工	труда	勞工	труд	N	N;INAN;GEN;MASC;SG
勞工	труд	勞工	труд	N	N;INAN;NOM;MASC;SG
前面	фронт	前面	фронт	N	N;INAN;NOM;MASC;SG
寺院	монастырь	寺院	монастырь	N	N;INAN;NOM;MASC;SG
寺院	монастыри	寺院	монастырь	N	N;INAN;NOM;MASC;PL
專題	тема	專題	тема	N	N;INAN;NOM;FEM;SG
專題	теме	專題	тема	N	N;INAN;DAT;FEM;SG
專題	темы	專題	тема	N	N;INAN;NOM;FEM;PL
專題	тема	專題	тема	N	N;INAN;NOM;FEM;SG
刊登	публиковать	刊登	публиковать	V	V;IPFV;NFIN;ACT
刊登	опубликовать	刊登	опубликовать	V	V;PFV;NFIN;ACT
氣候	климат	氣候	климат	N	N;INAN;NOM;MASC;SG
氣候	климата	氣候	климат	N	N;INAN;GEN;MASC;SG
頻率	частоты	頻率	частота	N	N;INAN;NOM;FEM;PL
頻率	частотность	頻率	частотность	N	N;INAN;NOM;FEM;SG
頻率	периодичность	頻率	периодичность	N	N;INAN;NOM;FEM;SG
頻率	частота	頻率	частота	N	N;INAN;NOM;FEM;SG
提醒	напомнить	提醒	напомнить	V	V;PFV;NFIN;ACT
提醒	напоминаю	提醒	напоминать	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
片段	фрагмент	片段	фрагмент	N	N;INAN;NOM;MASC;SG
片段	фрагмент	片段	фрагмент	N	N;INAN;NOM;MASC;SG
片段	осколки	片段	осколок	N	N;INAN;NOM;MASC;PL
片段	фрагменты	片段	фрагмент	N	N;INAN;NOM;MASC;PL
片段	фрагменты	片段	фрагмент	N	N;INAN;NOM;MASC;PL
片段	зажим	片段	зажим	N	N;INAN;NOM;MASC;SG
片段	ролик	片段	ролик	N	N;INAN;NOM;MASC;SG
片段	клип	片段	клип	N	N;INAN;NOM;MASC;SG
割	сократить	割	сократить	V	V;PFV;NFIN;ACT
割	вырезать	割	вырезать	V	V;IPFV;NFIN;ACT
割	снято	割	снять	V	V;PFV;NEUT;SG;PST;V.PTCP;PASS
劇團	труппа	劇團	труппа	N	N;INAN;NOM;FEM;SG
泡	пузырь	泡	пузырь	N	N;INAN;NOM;MASC;SG
政治	политбюро	政治	политбюро	N	N;INAN;NOM;NEUT;SG
諮詢	консультация	諮詢	консультация	N	N;INAN;NOM;FEM;SG
諮詢	консультации	諮詢	консультация	N	N;INAN;NOM;FEM;PL
諮詢	консультация	諮詢	консультация	N	N;INAN;NOM;FEM;SG
分離	отделить	分離	отделить	V	V;PFV;NFIN;ACT
品質	качество	品質	качество	N	N;INAN;NOM;NEUT;SG
品質	качества	品質	качество	N	N;INAN;NOM;NEUT;PL
液	жидкость	液	жидкость	N	N;INAN;NOM;FEM;SG
液	жидкость	液	жидкость	N	N;INAN;NOM;FEM;SG
液	жидкости	液	жидкость	N	N;INAN;NOM;FEM;PL
詩人	поэт	詩人	поэт	N	N;ANIM;NOM;MASC;SG
詩人	поэта	詩人	поэт	N	N;ANIM;ACC;MASC;SG
辦法	способ	辦法	способ	N	N;INAN;NOM;MASC;SG
辦法	метод	辦法	метод	N	N;INAN;NOM;MASC;SG
騰	тенг	騰	тенг		
資產	активы	資產	актив	N	N;INAN;NOM;MASC;PL
資產	актив	資產	актив	N	N;INAN;NOM;MASC;SG
資產	активы	資產	актив	N	N;INAN;NOM;MASC;PL
夢想	сон	夢想	сон	N	N;INAN;NOM;MASC;SG
夢想	мечта	夢想	мечта	N	N;INAN;NOM;FEM;SG
夢想	сны	夢想	сон	N	N;INAN;NOM;MASC;PL
夢想	мечты	夢想	мечта	N	N;INAN;NOM;FEM;PL
寫作	написание	寫作	написание	N	N;INAN;NOM;NEUT;SG
弦	аккорд	弦	аккорд	N	N;INAN;NOM;MASC;SG
弦	строка	弦	строка	N	N;INAN;NOM;FEM;SG
溝通	общаться	溝通	общаться	V	V;IPFV;NFIN;MID
日記	дневник	日記	дневник	N	N;INAN;NOM;MASC;SG
日記	журнал	日記	журнал	N	N;INAN;NOM;MASC;SG
日記	дневник	日記	дневник	N	N;INAN;NOM;MASC;SG
大地	земля	大地	земля	N	N;INAN;NOM;FEM;SG
醇	алкоголь	醇	алкоголь	N	N;INAN;NOM;MASC;SG
醇	спирт	醇	спирт	N	N;INAN;NOM;MASC;SG
苯	бензола	苯	бензоль	N	N;INAN;GEN;MASC;SG
即時	немедленно	即時	немедленно	ADV	ADV
即時	незамедлительно	即時	незамедлительно	ADV	ADV
世代	поколение	世代	поколение	N	N;INAN;NOM;NEUT;SG
世代	поколения	世代	поколение	N	N;INAN;NOM;NEUT;PL
世代	поколений	世代	поколение	N	N;INAN;GEN;NEUT;PL
世代	поколения	世代	поколение	N	N;INAN;NOM;NEUT;PL
王室	роялти	王室	роялть	N	N;INAN;NOM;MASC;SG
航空	перевозчика	航空	перевозчик	N	N;ANIM;ACC;MASC;SG
航空	носитель	航空	носитель	N	N;ANIM;NOM;MASC;SG
航空	перевозчик	航空	перевозчик	N	N;ANIM;NOM;MASC;SG
決議	разрешение	決議	разрешение	N	N;INAN;NOM;NEUT;SG
決議	резолюция	決議	резолюция	N	N;INAN;NOM;FEM;SG
姐妹	сёстры	姐妹	сестра	N	N;ANIM;NOM;MASC;PL
姐妹	сестры	姐妹	сестра	N	N;ANIM;NOM;FEM;PL
姐妹	сестра	姐妹	сестра	N	N;ANIM;NOM;FEM;SG
草原	луга	草原	луг	N	N;INAN;NOM;MASC;PL
草原	прерии	草原	прерия	N	N;INAN;NOM;FEM;PL
草原	степь	草原	степь	N	N;INAN;NOM;FEM;SG
發音	выраженный	發音	выразить	V	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
發音	произносится	發音	произносить	V	V;IPFV;IND;SG;3;PRS;FIN;MID
發音	произнести	發音	произнести	V	V;PFV;NFIN;ACT
高地	возвышенность	高地	возвышенность	N	N;INAN;NOM;FEM;SG
