kot	jako	kot	jako	CONJ	CONJ
vzpon	stoupání	vzpon	stoupání	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
vzpon	vzestup	vzpon	vzestup	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vzpon	stoupání	vzpon	stoupání	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
pripoved	příběh	pripoved	příběh	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
pripoved	vyprávění	pripoved	vyprávění	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
vstop	vchod	vstop	vchod	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vstop	vstup	vstop	vstup	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vstop	vstup	vstop	vstup	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vstop	vstup	vstop	vstup	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
mika	pokušení	mik	pokušení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
dokazal	prokázal	dokazati	prokázat	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
dokazal	dokázal	dokazati	dokázat	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
dokazal	prokázat	dokazati	prokázat	V;PFV;MASC;SG;V.PTCP	V;POS;NFIN
dokazal	dokázat	dokazati	dokázat	V;PFV;MASC;SG;V.PTCP	V;POS;NFIN
pravica	justice	pravica	justice	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pravica	spravedlnost	pravica	spravedlnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pravica	spravedlnosti	pravica	spravedlnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pravica	doprava	pravica	doprava	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
uspe	uspět	uspeti	uspět	V;PFV;IND;SG;3;PRS;FIN	V;POS;NFIN
uspe	uspěje	uspeti	uspět	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
dnevno	denně	dnevno	denně	ADV	ADV;POS
odraslih	dospělých	odrasel	dospělý	ADJ;GEN;MASC;PL;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS
prestolnica	kapitál	prestolnica	kapitál	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
oklepna	obrněné	oklepen	obrněný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
oklepna	obrněná	oklepen	obrněný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
reševanje	záchrana	reševanje	záchrana	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
reševanje	ukládání	reševanje	ukládání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
reševanje	uložení	reševanje	uložení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
reševanje	záchrana	reševanje	záchrana	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
helikopter	helikoptéra	helikopter	helikoptéra	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
helikopter	vrtulník	helikopter	vrtulník	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
helikopter	vrtulník	helikopter	vrtulník	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zgrajeno	postavená	zgrajen	postavený	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
zgrajeno	postaven	zgrajen	postavený	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
zgrajeno	postavené	zgrajen	postavený	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
zgrajeno	postaveno	zgrajen	postavený	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
zgrajeno	konstruováno	zgrajen	konstruovaný	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
zgrajeno	postavené	zgrajen	postavený	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
zgrajeno	postaveno	zgrajen	postavený	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
predmeti	položky	predmet	položka	N;NOM;MASC;PL	N;NOM;FEM;PL;POS
predmeti	předměty	predmet	předmět	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
predmeti	objekty	predmet	objekt	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
predmeti	předměty	predmet	předmět	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
barrichello	barrichello	barrichello	barrichello	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
razširjen	rozšířené	razširjen	rozšířený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
razširjen	rozšířená	razširjen	rozšířený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
potreben	potřebná	potreben	potřebný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
potreben	potřebné	potreben	potřebný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
potreben	potřebný	potreben	potřebný	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
gozda	lesa	gozd	les	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
pretok	tok	pretok	tok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pretok	průtok	pretok	průtok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ustanove	instituce	ustanova	instituce	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
ustanove	provozovny	ustanova	provozovna	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
koristi	přínos	korist	přínos	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
america	amerika	america	amerika	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
america	ameriko	america	ameriko	N;NOM;FEM;SG	N;NOM;MASC;SG;POS
monza	monza	monza	monza	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
rep	tail	rep	tail	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
rep	ocásek	rep	ocáska	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
rep	ocas	rep	ocas	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
veja	pobočka	veja	pobočka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
veja	větev	veja	větev	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
tovarne	továrny	tovarna	továrna	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
strogo	přísně	stroga	přísně	ADV	ADV;POS
strogo	striktně	stroga	striktně	ADV	ADV;POS
formalno	formálně	formalno	formálně	ADV	ADV;POS
formalno	formálně	formalno	formálně	ADV	ADV;POS
črka	dopis	črka	dopis	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
črka	písmeno	črka	písmeno	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
stavb	budov	stavba	budova	N;GEN;FEM;PL	N;GEN;FEM;PL;POS
organ	autorita	organ	autorita	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
organ	pravomoc	organ	pravomoc	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
organ	orgán	organ	orgán	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
organ	orgán	organ	orgán	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
projektov	projektů	projekt	projekt	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
novice	zprávy	novica	zpráva	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
novice	novinky	novica	novinka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
case	pouzdro	cas	pouzdro	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
case	případ	cas	případ	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
lista	list	list	list	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vsota	částka	vsota	částka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
vsota	suma	vsota	suma	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
vsota	součet	vsota	součet	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
oborožene	ozbrojené	oborožen	ozbrojený	ADJ;NOM;FEM;PL;V.PTCP	ADJ;NOM;MASC;PL;POS
poveljniki	velitelé	poveljnik	velitel	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
preprečevanje	prevence	preprečevanje	prevence	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
aktivna	aktivní	aktiven	aktivní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
turizem	turistika	turizem	turistika	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
kovin	kovy	kovina	kov	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
kovin	kovy	kovina	kov	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
kmečki	rustikální	kmečki	rustikální	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
doda	přidá	dodati	přidat	V;PFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
legija	legie	legija	legie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
neodvisna	nezávislá	neodvisen	závislý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;NEG
neodvisna	nezávislé	neodvisen	závislý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;NEG
neodvisna	nezávislý	neodvisen	závislý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;NEG
toplice	lázně	toplica	lázně	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
toplice	toplice	toplica	toplice	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
toplice	lázně	toplica	lázně	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
verige	řetězy	veriga	řetěz	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
verige	řetězce	veriga	řetězec	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
aviation	letectví	aviation	letectví	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
širjenje	šíření	širjenje	šíření	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
širjenje	šíření	širjenje	šíření	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
širjenje	rozmnožování	širjenje	rozmnožování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
širjenje	šíření	širjenje	šíření	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
širjenje	expanze	širjenje	expanze	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
širjenje	rozšiřování	širjenje	rozšiřování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
širjenje	rozšíření	širjenje	rozšíření	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
izbrani	vybrané	izbran	vybraný	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;MASC;PL;POS
začetki	začátky	začetek	začátek	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
akademijo	akademii	akademija	akademie	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
bridge	most	bridg	most	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
bridge	můstek	bridg	můstek	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
bridge	bridge	bridg	bridga	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
luči	světla	luč	světlo	N;NOM;FEM;PL	N;NOM;NEUT;PL;POS
luči	světlomety	luč	světlomet	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
želja	touha	želja	touha	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
želja	přání	želja	přání	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
želja	přání	želja	přání	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
vitez	rytíř	vitez	rytíř	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
svoboda	svoboda	svoboda	svoboda	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
svoboda	volnost	svoboda	volnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
amerika	amerika	amerika	amerika	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
amerika	ameriko	amerika	ameriko	N;NOM;FEM;SG	N;NOM;MASC;SG;POS
četrta	čtvrtý	četrti	čtvrtý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
četrta	čtvrté	četrti	čtvrtý	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
četrta	čtvrtá	četrti	čtvrtý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
odkrila	objevil	odkriti	objevit	V;PFV;FEM;SG;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
računalnik	počítač	računalnik	počítač	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
adrian	adriana	adrian	adriana	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
fizično	fyzicky	fizično	fyzicky	ADV	ADV;POS
fizično	tělesně	fizično	tělesně	ADV	ADV;POS
fizično	fyzikálně	fizično	fyzikálně	ADV	ADV;POS
taborišče	kemp	taborišče	kemp	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
taborišče	camp	taborišče	camp	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
taborišče	tábor	taborišče	tábor	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
meta	meta	met	meta	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
črte	tratě	črta	trať	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
črte	řádky	črta	řádek	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
črte	linky	črta	linka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
črte	čáry	črta	čára	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
črte	proužky	črta	proužek	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
črte	pruhy	črta	pruh	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
kmetje	farmáři	kmet	farmář	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
kmetje	zemědělci	kmet	zemědělec	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
vključeni	zahrnuty	vključen	zahrnutý	ADJ;NOM;MASC;PL;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
faktor	činitel	faktor	činitel	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
faktor	faktor	faktor	faktor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
priljubljen	oblíbená	priljubljen	oblíbený	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
priljubljen	oblíbené	priljubljen	oblíbený	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
priljubljen	populární	priljubljen	populární	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
priljubljen	oblíbený	priljubljen	oblíbený	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
vrhunec	vyvrcholení	vrhunec	vyvrcholení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
posebnost	specialita	posebnost	specialita	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
posebnost	specialita	posebnost	specialita	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
posebnost	specializace	posebnost	specializace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
španska	španělská	španski	španělský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
španska	španělské	španski	španělský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
studio	studio	studio	studio	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
studio	ateliér	studio	ateliér	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
oder	pódiu	oder	pódium	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
oder	pódium	oder	pódium	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
oder	lešení	oder	lešení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
oder	fáze	oder	fáze	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
oder	etapa	oder	etapa	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
oder	jeviště	oder	jeviště	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
oder	stage	oder	stát	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
naravna	přirozený	naraven	přirozený	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
naravna	přirozené	naraven	přirozený	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
naravna	přirozená	naraven	přirozený	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
stone	kámen	stona	kámen	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
okno	okénko	okno	okénko	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
okno	okno	okno	okno	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
nekako	nějak	nekako	nějak	ADV	ADV
navadni	obyčejné	navaden	obyčejný	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;PL;POS
širše	širší	širok	široký	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;SG;POS
širše	širší	širok	široký	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;SG;POS
ozadje	pozadí	ozadje	pozadí	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
ozadje	zázemí	ozadje	zázemí	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
priča	svědek	priča	svědek	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
priča	svědkyně	priča	svědkyně	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
ravnatelj	ředitel	ravnatelj	ředitel	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
ravnatelj	ředitelka	ravnatelj	ředitelka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
duh	přízrak	duh	přízrak	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
duh	duch	duh	duch	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
duh	strašidlo	duh	strašidlo	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
duh	duch	duh	duch	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
kovač	kovář	kovač	kovář	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
senat	senát	senat	senát	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
odvisen	závislá	odvisen	závislý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
odvisen	závislý	odvisen	závislý	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
najmlajši	nejmladší	mlad	mladý	ADJ;NOM;DEF;RL;MASC;SG	ADJ;NOM;RL;MASC;SG;POS
misel	myšlenka	misel	myšlenka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
nacionalna	vnitrostátní	nacionalen	vnitrostátní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
nacionalna	celostátní	nacionalen	celostátní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
nacionalna	národní	nacionalen	národní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
idej	nápadů	ideja	nápad	N;GEN;FEM;PL	N;INAN;GEN;MASC;PL;POS
dimitrij	dmitri	dimiter	dmitr	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
dimitrij	dimitri	dimiter	dimitr	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
stališča	výhledy	stališče	výhled	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
stališča	pohledy	stališče	pohled	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
stališča	názory	stališče	názor	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
stališča	polohy	stališče	poloha	N;NOM;NEUT;PL	N;NOM;FEM;PL;POS
kolo	kolo	kolo	kolo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
kolo	kolečko	kolo	kolečko	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
kolo	motorka	kolo	motorka	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
kolo	kolo	kolo	kolo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
kolo	motocykl	kolo	motocykl	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
kolo	kolo	kolo	kolo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
nizozemsko	holandsko	nizozemski	holandský	ADJ;NOM;NEUT;SG	ADJ;POS
nizozemsko	nizozemský	nizozemski	nizozemský	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
legenda	legenda	legenda	legenda	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
arabski	arabský	arabski	arabský	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
arabski	arabský	arabski	arabský	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
omrežje	síť	omrežje	síť	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
omrežje	síť	omrežje	síť	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
odkritja	objevy	odkritje	objev	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
shoemaker	švec	shoemaker	švec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
shoemaker	shoemaker	shoemaker	shoemaker	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
roberta	roberta	robert	robert	N;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG;POS
cezar	caesar	cezar	caesar	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
cezar	césar	cezar	césar	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
človeški	lidská	človeški	lidský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
človeški	lidské	človeški	lidský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
človeški	lidský	človeški	lidský	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
svetovalec	poradce	svetovalec	poradce	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
svetovalec	konzultant	svetovalec	konzultant	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
svetovalec	poradce	svetovalec	poradce	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
svetovalec	poradkyně	svetovalec	poradkyně	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
svetovalec	poradce	svetovalec	poradce	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
svetovalec	rádce	svetovalec	rádce	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
svetovalec	poradce	svetovalec	poradce	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
svetovalec	poradkyně	svetovalec	poradkyně	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
svetovalec	poradce	svetovalec	poradce	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
prah	prach	prah	prach	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zmaj	kite	zmaj	kite	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zmaj	drak	zmaj	drak	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
zunanja	venkovní	zunanji	venkovní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
zunanja	vnější	zunanji	vnější	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
zunanja	externí	zunanji	externí	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
zunanja	vnější	zunanji	vnější	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
vina	vína	vino	víno	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
vina	vína	vino	víno	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
oko	očko	oko	očko	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
oko	oko	oko	oko	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
majhni	malé	majhen	malý	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;PL;POS
soboto	sobotu	sobota	sobota	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
nabojev	kol	nabojev	kolo	N;GEN;MASC;PL	N;GEN;NEUT;PL;POS
skrb	péče	skrb	péče	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
skrb	znepokojení	skrb	znepokojení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
skrb	obava	skrb	obava	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
mediji	média	medij	médium	N;NOM;MASC;PL	N;NOM;NEUT;PL;POS
prenaša	přenáší	prenašati	přenášet	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
prenaša	toleruje	prenašati	tolerovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
verski	náboženský	verski	náboženský	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
verski	náboženská	verski	náboženský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
verski	náboženské	verski	náboženský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
izboljšanje	zlepšení	izboljšanje	zlepšení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
izboljšanje	vylepšení	izboljšanje	vylepšení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
izboljšanje	zlepšování	izboljšanje	zlepšování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
izboljšanje	zlepšení	izboljšanje	zlepšení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
izboljšanje	zlepšování	izboljšanje	zlepšování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
turneje	turné	turno	turné	N;NOM;FEM;PL	N;NEUT;POS
srečanje	setkání	srečanje	setkání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
srečanje	schůzka	srečanje	schůzka	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
srečanje	schůze	srečanje	schůze	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
srečanje	zasedání	srečanje	zasedání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
srečanje	porada	srečanje	porada	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
srečanje	střetnutí	srečanje	střetnutí	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
srečanje	shledání	srečanje	shledání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
srečanje	sraz	srečanje	sraz	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
zapora	věznice	zapor	věznice	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
zapora	vězení	zapor	vězení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
ptice	ptáci	ptica	pták	N;NOM;FEM;PL	N;ANIM;NOM;MASC;PL;POS
izbrane	vybrané	izbran	vybraný	ADJ;NOM;FEM;PL;V.PTCP	ADJ;NOM;MASC;PL;POS
