for	pour	for	pour	ADP	ADP
støttet	soutenu	støtte	soutenir	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
støttet	supporté	støtte	supporter	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
centre	centre	centre	centre	N;INDF;MASC+FEM;SG	N;MASC;SG
dans	danse	dans	danse	N;INDF;MASC+FEM;SG	N;FEM;SG
dans	danse	dans	danse	N;INDF;MASC+FEM;SG	N;FEM;SG
ingeniør	ingénierie	ingeniør	ingénierie	N;INDF;MASC+FEM;SG	N;FEM;SG
ingeniør	génie	ingeniør	génie	N;INDF;MASC+FEM;SG	N;MASC;SG
ingeniør	ingénieur	ingeniør	ingénieur	N;INDF;MASC+FEM;SG	N;MASC;SG
sårede	blessées	såre	blesser	V;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
sårede	blessés	såre	blesser	V;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
sårede	blessées	såre	blesser	V;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
sårede	blessés	såre	blesser	V;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
federation	fédération	federation	fédération	N;INDF;MASC+FEM;SG	N;FEM;SG
løse	résoudre	løse	résoudre	V;NFIN;ACT	V;NFIN
løse	résoudre	løse	résoudre	V;NFIN;ACT	V;NFIN
løse	résout	løse	résoudre	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
løse	résoudre	løse	résoudre	V;NFIN;ACT	V;NFIN
atletik	athlétisme	atletik	athlétisme	N;INDF;NEUT;SG	N;MASC;SG
kristendommen	chrétienté	kristendom	chrétienté	N;DEF;MASC+FEM;SG	N;FEM;SG
kristendommen	christianisme	kristendom	christianisme	N;DEF;MASC+FEM;SG	N;MASC;SG
udstilling	exposition	udstilling	exposition	N;INDF;MASC+FEM;SG	N;FEM;SG
udstilling	exposition	udstilling	exposition	N;INDF;MASC+FEM;SG	N;FEM;SG
fjorden	fjord	fjord	fjord	N;DEF;MASC+FEM;SG	N;MASC;SG
selvstændigt	indépendant	selvstændigt	indépendant	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
selvstændigt	indépendante	selvstændigt	indépendant	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
selvstændigt	autonome	selvstændigt	autonome	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
testamente	testaments	testament	testament	N;INDF;MASC+FEM;PL	N;MASC;PL
permanent	permanente	permanent	permanent	ADJ;INDF;SG	ADJ;FEM;SG
permanent	permanent	permanent	permanent	ADJ;INDF;SG	ADJ;MASC;SG
halvøen	péninsule	halvøen	péninsule	N;DEF;MASC+FEM;SG	N;FEM;SG
halvøen	péninsule	halvøen	péninsule	N;DEF;MASC+FEM;SG	N;FEM;SG
afstemning	vote	afstemning	vote	N;INDF;MASC+FEM;SG	N;MASC;SG
afstemning	vote	afstemning	vote	N;INDF;MASC+FEM;SG	N;MASC;SG
afstemning	voix	afstemning	voix	N;INDF;MASC+FEM;SG	N;FEM;SG
afstemning	vote	afstemning	vote	N;INDF;MASC+FEM;SG	N;MASC;SG
afstemning	sondage	afstemning	sondage	N;INDF;MASC+FEM;SG	N;MASC;SG
afstemning	scrutin	afstemning	scrutin	N;INDF;MASC+FEM;SG	N;MASC;SG
mødtes	rencontrée	mødes	rencontrer	V;IND;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
mødtes	rencontrées	mødes	rencontrer	V;IND;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
mødtes	rencontré	mødes	rencontrer	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
mødtes	rencontrés	mødes	rencontrer	V;IND;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
fremtiden	avenir	fremtid	avenir	N;DEF;MASC+FEM;SG	N;MASC;SG
potter	pots	potte	pot	N;INDF;MASC+FEM;PL	N;MASC;PL
potter	casseroles	potte	casserole	N;INDF;MASC+FEM;PL	N;FEM;PL
tur	balade	tur	balade	N;INDF;MASC+FEM;SG	N;FEM;SG
tur	voyage	tur	voyage	N;INDF;MASC+FEM;SG	N;MASC;SG
tur	trip	tur	trip	N;INDF;MASC+FEM;SG	N;MASC;SG
nødvendige	nécessaires	nødvendig	nécessaire	ADJ;PL	ADJ;MASC;PL
reaktion	réaction	reaktion	réaction	N;INDF;MASC+FEM;SG	N;FEM;SG
reaktion	réponse	reaktion	réponse	N;INDF;MASC+FEM;SG	N;FEM;SG
reaktion	réaction	reaktion	réaction	N;INDF;MASC+FEM;SG	N;FEM;SG
blandet	mélangé	blande	mélanger	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
blandet	mélangé	blande	mélanger	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
fremmede	étrangers	fremmed	étranger	ADJ;PL	ADJ;MASC;PL
fremmede	etrangers	fremmed	etranger	ADJ;PL	ADJ;MASC;PL
udvidelse	agrandissement	udvidelse	agrandissement	N;INDF;MASC+FEM;SG	N;MASC;SG
udvidelse	élargissement	udvidelse	élargissement	N;INDF;MASC+FEM;SG	N;MASC;SG
udvidelse	agrandissement	udvidelse	agrandissement	N;INDF;MASC+FEM;SG	N;MASC;SG
udvidelse	extension	udvidelse	extension	N;INDF;MASC+FEM;SG	N;FEM;SG
udvidelse	expansion	udvidelse	expansion	N;INDF;MASC+FEM;SG	N;FEM;SG
udvidelse	prolongement	udvidelse	prolongement	N;INDF;MASC+FEM;SG	N;MASC;SG
udvidelse	prolongation	udvidelse	prolongation	N;INDF;MASC+FEM;SG	N;FEM;SG
udvidelse	extension	udvidelse	extension	N;INDF;MASC+FEM;SG	N;FEM;SG
udvidelse	vulgarisation	udvidelse	vulgarisation	N;INDF;MASC+FEM;SG	N;FEM;SG
ophørte	arrêté	ophøre	arrêter	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ophørte	interrompu	ophøre	interrompre	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
syrien	syrie	syrie	syrie	N;DEF;MASC+FEM;SG	N;FEM;SG
internet	internet	interne	internet	N;DEF;NEUT;SG	N;MASC;SG
forstå	comprenez	forstå	comprendre	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
forstå	comprendre	forstå	comprendre	V;NFIN;ACT	V;NFIN
forstå	comprends	forstå	comprendre	V;NFIN;ACT	V;IMP;SG;1;PRS;FIN
høre	entendez	høre	entendre	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
høre	entendre	høre	entendre	V;NFIN;ACT	V;NFIN
konger	rois	konge	roi	N;INDF;MASC+FEM;PL	N;MASC;PL
konger	kings	konge	king	N;INDF;MASC+FEM;PL	N;MASC;PL
test	essai	test	essai	N;INDF;MASC+FEM;SG	N;MASC;SG
test	test	test	test	N;INDF;MASC+FEM;SG	N;MASC;SG
test	épreuve	test	épreuve	N;INDF;MASC+FEM;SG	N;FEM;SG
test	essai	test	essai	N;INDF;MASC+FEM;SG	N;MASC;SG
test	test	test	test	N;INDF;MASC+FEM;SG	N;MASC;SG
sælge	vends	sælge	vendre	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
sælge	vendre	sælge	vendre	V;NFIN;ACT	V;NFIN
sælge	vendre	sælge	vendre	V;NFIN;ACT	V;NFIN
uafhængige	indépendantes	uafhængig	indépendant	ADJ;PL	ADJ;FEM;PL
uafhængige	indépendants	uafhængig	indépendant	ADJ;PL	ADJ;MASC;PL
uafhængige	indépendants	uafhængig	indépendant	ADJ;PL	ADJ;MASC;PL
hård	rude	hård	rude	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
hård	dur	hård	dur	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
hård	difficile	hård	difficile	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
hård	dure	hård	dur	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
hård	dur	hård	dur	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
hård	coriace	hård	coriace	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
hård	dure	hård	dur	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
hård	rude	hård	rude	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
hård	sévère	hård	sévère	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
indtryk	impression	indtryk	impression	N;INDF;NEUT;SG	N;FEM;SG
relevant	pertinente	relevant	pertinent	ADJ;INDF;SG	ADJ;FEM;SG
relevant	pertinent	relevant	pertenir	ADJ;INDF;SG	ADJ;MASC;SG
relevant	applicable	relevant	applicable	ADJ;INDF;SG	ADJ;MASC;SG
sæde	banquette	sæde	banquette	N;INDF;NEUT;SG	N;FEM;SG
sæde	siège	sæde	siège	N;INDF;NEUT;SG	N;MASC;SG
sikker	sécuritaire	sikker	sécuritaire	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
sikker	sûr	sikker	sûr	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
sikker	sure	sikker	sur	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
sikker	sûre	sikker	sûr	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
sikker	sûr	sikker	sûr	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
bugt	baie	bugt	baie	N;INDF;MASC+FEM;SG	N;FEM;SG
mørke	noir	mørke	noir	N;INDF;NEUT;SG	N;MASC;SG
mørke	noirceur	mørke	noirceur	N;INDF;NEUT;SG	N;FEM;SG
mørke	pénombre	mørke	pénombre	N;INDF;NEUT;SG	N;FEM;SG
mørke	obscurité	mørke	obscurité	N;INDF;NEUT;SG	N;FEM;SG
svarede	répondu	svare	répondre	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
svarede	répondit	svare	répondre	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
svarede	répondu	svare	répondre	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
strøm	flux	strøm	flux	N;INDF;MASC+FEM;SG	N;MASC;SG
strøm	débit	strøm	débit	N;INDF;MASC+FEM;SG	N;MASC;SG
strøm	écoulement	strøm	écoulement	N;INDF;MASC+FEM;SG	N;MASC;SG
strøm	flux	strøm	flux	N;INDF;MASC+FEM;SG	N;MASC;SG
strøm	ruisseau	strøm	ruisseau	N;INDF;MASC+FEM;SG	N;MASC;SG
strøm	puissance	strøm	puissance	N;INDF;MASC+FEM;SG	N;FEM;SG
kors	croix	kors	croix	N;INDF;NEUT;SG	N;FEM;SG
kors	croix	kors	croix	N;INDF;NEUT;SG	N;FEM;SG
parlament	parlement	parlament	parlement	N;INDF;NEUT;SG	N;MASC;SG
ren	propre	ren	propre	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
ren	pur	ren	pur	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
ren	pure	ren	pur	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
brødrene	freres	broder	frer	N;DEF;MASC+FEM;PL	N;MASC;PL
brødrene	frères	broder	frère	N;DEF;MASC+FEM;PL	N;MASC;PL
sogne	paroisses	sogn	paroisse	N;INDF;MASC+FEM;PL	N;FEM;PL
materialer	matières	materiale	matière	N;INDF;NEUT;PL	N;FEM;PL
materialer	matériaux	materiale	matériau	N;INDF;NEUT;PL	N;MASC;PL
materialer	materiaux	materiale	materiau	N;INDF;NEUT;PL	N;MASC;PL
eventyr	aventure	eventyr	aventure	N;INDF;NEUT;SG	N;FEM;SG
adskiller	sépare	adskille	séparer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
lyst	désir	lyst	désir	N;INDF;MASC+FEM;SG	N;MASC;SG
lyst	désir	lyst	désir	N;INDF;MASC+FEM;SG	N;MASC;SG
lyst	luxure	lyst	luxure	N;INDF;MASC+FEM;SG	N;FEM;SG
tennis	tennis	tennis	tennis	N;INDF;MASC+FEM;SG	N;MASC;SG
elektronisk	électroniquement	elektronisk	électroniquement	ADV	ADV
slutter	finissant	slutte	finir	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
omgivet	encerclé	omgive	encercler	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
omgivet	entourée	omgive	entourer	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
omgivet	entouré	omgive	entourer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
forståelse	compréhension	forståelse	compréhension	N;INDF;MASC+FEM;SG	N;FEM;SG
forståelse	compréhension	forståelse	compréhension	N;INDF;MASC+FEM;SG	N;FEM;SG
landskabet	paysager	landskab	paysager	N;DEF;NEUT;SG	N;MASC;SG
landskabet	paysage	landskab	paysage	N;DEF;NEUT;SG	N;MASC;SG
jern	fer	jern	fer	N;INDF;NEUT;SG	N;MASC;SG
dræbe	tuer	dræbe	tuer	V;NFIN;ACT	V;NFIN
dræbe	assassiner	dræbe	assassiner	V;NFIN;ACT	V;NFIN
dræbe	massacrer	dræbe	massacrer	V;NFIN;ACT	V;NFIN
dræbe	tuer	dræbe	tuer	V;NFIN;ACT	V;NFIN
angiveligt	prétendument	angiveligt	prétendument	ADV	ADV
angiveligt	prétendument	angiveligt	prétendument	ADV	ADV
dybt	profondément	dybt	profondément	ADV	ADV
udsigt	affichage	udsigt	affichage	N;INDF;MASC+FEM;SG	N;MASC;SG
målmand	gardien	målmand	gardien	N;INDF;MASC+FEM;SG	N;MASC;SG
målmand	goal	målmand	goal	N;INDF;MASC+FEM;SG	N;MASC;SG
værdier	valeurs	værdi	valeur	N;INDF;MASC+FEM;PL	N;FEM;PL
studere	étudier	studere	étudier	V;NFIN;ACT	V;NFIN
mestre	masters	mester	master	N;INDF;MASC+FEM;PL	N;MASC;PL
mestre	capitaines	mester	capitaine	N;INDF;MASC+FEM;PL	N;MASC;PL
mestre	maîtres	mester	maître	N;INDF;MASC+FEM;PL	N;MASC;PL
mestre	champions	mester	champion	N;INDF;MASC+FEM;PL	N;MASC;PL
malet	peinte	male	peinte	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
malet	peint	male	peindre	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
project	projet	project	projet	N;INDF;MASC+FEM;SG	N;MASC;SG
initiativ	initiative	initiativ	initiative	N;INDF;NEUT;SG	N;FEM;SG
opholdt	resté	opholde	rester	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
opholdt	séjourné	opholde	séjourner	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
lokalt	localement	lokalt	localement	ADV	ADV
startet	commencé	starte	commencer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
startet	démarré	starte	démarrer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
startet	commencée	starte	commencer	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
nød	écrou	nød	écrou	N;INDF;MASC+FEM;SG	N;MASC;SG
nød	noix	nød	noix	N;INDF;MASC+FEM;SG	N;MASC;SG
uafhængighed	indépendance	uafhængighed	indépendance	N;INDF;MASC+FEM;SG	N;FEM;SG
administrator	admin	administrator	admin	N;INDF;MASC+FEM;SG	N;MASC;SG
administrator	administrateur	administrator	administrateur	N;INDF;MASC+FEM;SG	N;MASC;SG
administrator	administratrice	administrator	administrateur	N;INDF;MASC+FEM;SG	N;FEM;SG
administrator	administrateur	administrator	administrateur	N;INDF;MASC+FEM;SG	N;MASC;SG
punkter	points	punkt	point	N;INDF;NEUT;PL	N;MASC;PL
løbende	actuel	løbende	actuel	ADJ	ADJ;MASC;SG
løbende	actuels	løbende	actuel	ADJ	ADJ;MASC;PL
løbende	actuelle	løbende	actuel	ADJ	ADJ;FEM;SG
løbende	continue	løbende	continu	ADJ	ADJ;FEM;SG
løbende	continu	løbende	continu	ADJ	ADJ;MASC;SG
løbende	continus	løbende	continu	ADJ	ADJ;MASC;PL
felt	champ	felt	champ	N;INDF;NEUT;SG	N;MASC;SG
felt	domaine	felt	domaine	N;INDF;NEUT;SG	N;MASC;SG
kørt	conduit	køre	conduire	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
kørt	monté	køre	monter	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
kørt	courir	køre	courir	V;INDF;SG;PST;V.PTCP	V;NFIN
kørt	exécuter	køre	exécuter	V;INDF;SG;PST;V.PTCP	V;NFIN
aktivitet	activité	aktivitet	activité	N;INDF;MASC+FEM;SG	N;FEM;SG
nødvendigvis	forcément	nødvendigvis	forcément	ADV	ADV
nødvendigvis	nécessairement	nødvendigvis	nécessairement	ADV	ADV
skat	chéri	skat	chéri	N;INDF;MASC+FEM;SG	N;MASC;SG
skat	cherie	skat	cherie	N;INDF;MASC+FEM;SG	N;FEM;SG
skat	chérie	skat	chéri	N;INDF;MASC+FEM;SG	N;FEM;SG
skat	miel	skat	miel	N;INDF;MASC+FEM;SG	N;MASC;SG
skat	bébé	skat	bébé	N;INDF;MASC+FEM;SG	N;MASC;SG
skat	baby	skat	baby	N;INDF;MASC+FEM;SG	N;MASC;SG
skat	chérie	skat	chéri	N;INDF;MASC+FEM;SG	N;FEM;SG
skat	bébé	skat	bébé	N;INDF;MASC+FEM;SG	N;MASC;SG
skat	babe	skat	babe	N;INDF;MASC+FEM;SG	N;MASC;SG
kode	code	kode	code	N;INDF;MASC+FEM;SG	N;MASC;SG
australske	australiens	australsk	australien	ADJ;PL	ADJ;MASC;PL
stop	arrêt	stop	arrêt	N;INDF;NEUT;SG	N;MASC;SG
blu	blu	blu	blu	N;INDF;MASC+FEM;SG	N;MASC;SG
instrumenter	instruments	instrument	instrument	N;INDF;NEUT;PL	N;MASC;PL
anerkendte	reconnus	anerkende	reconnaître	V;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
klima	climat	klima	climat	N;INDF;NEUT;SG	N;MASC;SG
pludselig	subitement	pludselig	subitement	ADV	ADV
pludselig	soudainement	pludselig	soudainement	ADV	ADV
pludselig	soudain	pludselig	soudain	ADV	ADV
pludselig	soudain	pludselig	soudain	ADV	ADV
php	php	php	php	N;INDF;MASC+FEM;SG	N;MASC;SG
sejlede	navigué	sejle	naviguer	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
sejren	victoire	sejr	victoire	N;DEF;MASC+FEM;SG	N;FEM;SG
advokat	avocat	advokat	avocat	N;INDF;MASC+FEM;SG	N;MASC;SG
advokat	avocate	advokat	avocat	N;INDF;MASC+FEM;SG	N;FEM;SG
advokat	avocat	advokat	avocat	N;INDF;MASC+FEM;SG	N;MASC;SG
advokat	juriste	advokat	juriste	N;INDF;MASC+FEM;SG	N;MASC;SG
advokat	avocate	advokat	avocat	N;INDF;MASC+FEM;SG	N;FEM;SG
institute	institute	institut	instituter	N;INDF;MASC+FEM;SG	N;MASC;SG
institute	institut	institut	institut	N;INDF;MASC+FEM;SG	N;MASC;SG
mars	mars	mars	mars	N;INDF;MASC+FEM;SG	N;MASC;SG
baden	bade	bade	bade	N;DEF;MASC+FEM;SG	N;MASC;SG
baden	baden	bade	baden	N;DEF;MASC+FEM;SG	N;MASC;SG
rummet	espace	rum	espace	N;DEF;NEUT;SG	N;MASC;SG
rammer	frappe	ramme	frapper	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
rang	grade	rang	grade	N;INDF;MASC+FEM;SG	N;MASC;SG
rang	rang	rang	rang	N;INDF;MASC+FEM;SG	N;MASC;SG
konflikt	conflit	konflikt	conflit	N;INDF;MASC+FEM;SG	N;MASC;SG
konflikt	conflit	konflikt	conflit	N;INDF;MASC+FEM;SG	N;MASC;SG
ansvarlig	responsable	ansvarlig	responsable	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
interesseret	intéressée	interessere	intéresser	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
interesseret	intéressé	interessere	intéresser	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sts	sts	sts	statorm	N;INDF;MASC+FEM;SG	N;MASC;SG
dom	jugement	dom	jugement	N;INDF;MASC+FEM;SG	N;MASC;SG
dom	dom	dom	dom	N;INDF;MASC+FEM;SG	N;MASC;SG
julie	juliette	julie	juliette	N;INDF;MASC+FEM;SG	N;FEM;SG
hår	cheveu	hår	cheveu	N;INDF;NEUT;SG	N;MASC;SG
hår	coiffure	hår	coiffure	N;INDF;NEUT;SG	N;FEM;SG
krop	organisme	krop	organisme	N;INDF;MASC+FEM;SG	N;MASC;SG
krop	carrosserie	krop	carrosserie	N;INDF;MASC+FEM;SG	N;FEM;SG
krop	organe	krop	organe	N;INDF;MASC+FEM;SG	N;MASC;SG
krop	corps	krop	corps	N;INDF;MASC+FEM;SG	N;MASC;SG
østrigsk	autrichien	østrigsk	autrichien	ADJ;INDF;SG	ADJ;MASC;SG
østrigsk	autrichienne	østrigsk	autrichien	ADJ;INDF;SG	ADJ;FEM;SG
melodi	mélodie	melodi	mélodie	N;INDF;MASC+FEM;SG	N;FEM;SG
melodi	tune	melodi	tune	N;INDF;MASC+FEM;SG	N;FEM;SG
forlænget	prolongée	forlænge	prolonger	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
forlænget	étendu	forlænge	étendre	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
forlænget	prolongé	forlænge	prolonger	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
forlænget	étendue	forlænge	étendre	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
forlænget	prolongée	forlænge	prolonger	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
forlænget	prolongé	forlænge	prolonger	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
element	élément	element	élément	N;INDF;NEUT;SG	N;MASC;SG
element	element	element	element	N;INDF;NEUT;SG	N;MASC;SG
element	élément	element	élément	N;INDF;NEUT;SG	N;MASC;SG
assistent	assistant	assistent	assistant	N;INDF;MASC+FEM;SG	N;MASC;SG
assistent	adjointe	assistent	adjoint	N;INDF;MASC+FEM;SG	N;FEM;SG
assistent	adjoint	assistent	adjoint	N;INDF;MASC+FEM;SG	N;MASC;SG
assistent	assistante	assistent	assistant	N;INDF;MASC+FEM;SG	N;FEM;SG
sender	envoie	sende	envoyer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sender	envoyant	sende	envoyer	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
sender	envoie	sende	envoyer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sender	envoyer	sende	envoyer	V;IND;PRS;FIN;ACT	V;NFIN
strid	contestation	strid	contestation	N;INDF;MASC+FEM;SG	N;FEM;SG
strid	litige	strid	litige	N;INDF;MASC+FEM;SG	N;MASC;SG
strid	conflit	strid	conflit	N;INDF;MASC+FEM;SG	N;MASC;SG
strid	dispute	strid	dispute	N;INDF;MASC+FEM;SG	N;FEM;SG
strid	controverse	strid	controverse	N;INDF;MASC+FEM;SG	N;FEM;SG
delte	partagées	dele	partager	V;IND;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
delte	partagée	dele	partager	V;IND;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
delte	partagé	dele	partager	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
organiseret	organisé	organisere	organiser	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
organiseret	organisée	organisere	organiser	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
organiseret	organisé	organisere	organiser	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
organiseret	organisée	organisere	organiser	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
organiseret	organisée	organisere	organiser	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
filosof	philosophe	filosof	philosophe	N;INDF;MASC+FEM;SG	N;MASC;SG
fart	rapidité	fart	rapidité	N;INDF;MASC+FEM;SG	N;FEM;SG
fart	vitesse	fart	vitesse	N;INDF;MASC+FEM;SG	N;FEM;SG
bemærk	notez	bemærke	noter	V;IMP	V;IMP;PL;2;PRS;FIN
power	puissance	powe	puissance	N;INDF;MASC+FEM;SG	N;FEM;SG
renault	renault	renault	renault	N;INDF;MASC+FEM;SG	N;MASC;SG
daglige	quotidiens	daglig	quotidien	ADJ;PL	ADJ;MASC;PL
bestyrelse	planche	bestyrelse	planche	N;INDF;MASC+FEM;SG	N;FEM;SG
næstformand	vice	næstformand	vice	N;INDF;MASC+FEM;SG	N;MASC;SG
passende	approprié	passende	approprié	ADJ	ADJ;MASC;SG
passende	approprié	passende	approprié	ADJ	ADJ;MASC;SG
passende	convenable	passende	convenable	ADJ	ADJ;MASC;SG
passende	adéquate	passende	adéquat	ADJ	ADJ;FEM;SG
passende	adéquates	passende	adéquat	ADJ	ADJ;FEM;PL
passende	adéquat	passende	adéquat	ADJ	ADJ;MASC;SG
distriktet	district	distrikte	district	N;DEF;NEUT;SG	N;MASC;SG
etablere	établir	etablere	établir	V;NFIN;ACT	V;NFIN
indførte	introduit	indføre	introduire	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
indførte	introduits	indføre	introduire	V;IND;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
indførte	introduites	indføre	introduire	V;IND;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
fiskeri	pêche	fiskeri	pêche	N;INDF;NEUT;SG	N;FEM;SG
fiskeri	pêcherie	fiskeri	pêcherie	N;INDF;NEUT;SG	N;FEM;SG
fiskeri	pêche	fiskeri	pêche	N;INDF;NEUT;SG	N;FEM;SG
fiskeri	peche	fiskeri	peche	N;INDF;NEUT;SG	N;MASC;SG
fiskeri	pêche	fiskeri	pêche	N;INDF;NEUT;SG	N;FEM;SG
uafhængigt	indépendamment	uafhængig	indépendamment	ADV	ADV
provinser	provinces	provins	province	N;INDF;MASC+FEM;PL	N;FEM;PL
amter	comtés	amt	comté	N;INDF;NEUT;PL	N;MASC;PL
ild	feu	ild	feu	N;INDF;MASC+FEM;SG	N;MASC;SG
ild	incendie	ild	incendie	N;INDF;MASC+FEM;SG	N;MASC;SG
myrdet	assassiné	myrde	assassiner	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
myrdet	tué	myrde	tuer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
myrdet	assassinée	myrde	assassiner	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
myrdet	tué	myrde	tuer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
myrdet	tuée	myrde	tuer	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
christine	christiane	christine	christiane	N;INDF;MASC+FEM;SG	N;FEM;SG
christine	christine	christine	christine	N;INDF;MASC+FEM;SG	N;FEM;SG
hænder	mains	hånd	main	N;INDF;MASC+FEM;PL	N;FEM;PL
beslutning	décision	beslutning	décision	N;INDF;MASC+FEM;SG	N;FEM;SG
beslutning	résolution	beslutning	résolution	N;INDF;MASC+FEM;SG	N;FEM;SG
forsøgt	essayé	forsøge	essayer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
forsøgt	tentée	forsøge	tenter	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
forsøgt	tenté	forsøge	tenter	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
