wat	que	wat	que	PRO	PRO;MASC;SG
lot	durão	lot	durão	N;SG	N;MASC;SG
lot	destino	lot	destino	N;SG	N;MASC;SG
lot	fate	lot	fate	N;SG	N;MASC;SG
vyand	inimigo	vyand	inimigo	N;SG	N;MASC;SG
vyand	inimiga	vyand	inimigar	N;SG	N;FEM;SG
opname	inquérito	opname	inquérito	N;SG	N;MASC;SG
vlaktes	planícies	vlakte	planície	N;PL	N;FEM;PL
wyke	alas	wyak	ala	N;PL	N;FEM;PL
skenk	doa	skenk	doa	V;PRS	V;IND;SG;3;PRS;FIN
skenk	doar	skenk	doar	V;PRS	V;NFIN
skiet	atire	skiet	atire	V;PRS	V;SBJV;SG;3;PRS;FIN
skiet	atirar	skiet	atirar	V;PRS	V;NFIN
skiet	atirando	skiet	atirar	V;PRS	V;V.MSDR
koor	coral	koor	coral	N;SG	N;MASC;SG
koor	coro	koor	coro	N;SG	N;MASC;SG
magtige	poderosa	magtig	poderoso	ADJ;NOM	ADJ;FEM;SG
magtige	poderoso	magtig	poderoso	ADJ;NOM	ADJ;MASC;SG
manne	homens	man	homem	N;PL	N;MASC;PL
bewegings	moções	beweging	moção	N;PL	N;FEM;PL
bewegings	movimentos	beweging	movimento	N;PL	N;MASC;PL
betrek	envolva	betrek	envolver	V;PRS	V;SBJV;SG;3;PRS;FIN
betrek	envolver	betrek	envolver	V;PRS	V;NFIN
betrek	envolvem	betrek	envolver	V;PRS	V;IND;PL;3;PRS;FIN
skandinawiese	escandinavo	skandinawies	escandinavo	ADJ;NOM	ADJ;MASC;SG
geag	considerada	geag	considerar	V;PRS	V;FEM;SG;V.PTCP
geag	considerados	geag	considerar	V;PRS	V;MASC;PL;V.PTCP
geag	considerado	geag	considerar	V;PRS	V;MASC;SG;V.PTCP
amptenare	funcionários	amptenaar	funcionário	N;PL	N;MASC;PL
amptenare	oficiais	amptenaar	oficial	N;PL	N;MASC;PL
volwassenes	adultos	volwassene	adulto	N;PL	N;MASC;PL
musiekgroep	band	musiekgroep	band	N;SG	N;MASC;SG
musiekgroep	banda	musiekgroep	banda	N;SG	N;FEM;SG
persoonlikheid	personalidade	persoonlikheid	personalidade	N;SG	N;FEM;SG
onderhou	manter	onderhou	manter	V;PRS	V;NFIN
uitgawes	edições	uitgawe	edição	N;PL	N;FEM;PL
slaap	sono	slaap	sono	N;SG	N;MASC;SG
nek	pescoço	nek	pescoço	N;SG	N;MASC;SG
nek	nek	nek	nek	N;SG	N;MASC;SG
bemark	promover	bemark	promover	V;PRS	V;NFIN
bemark	promove	bemark	promover	V;PRS	V;IND;SG;3;PRS;FIN
bemark	promova	bemark	promover	V;PRS	V;SBJV;SG;3;PRS;FIN
staal	aço	staal	aço	N;SG	N;MASC;SG
staal	siderurgia	staal	siderurgia	N;SG	N;FEM;SG
verblyf	hospedagem	verblyf	hospedagem	N;SG	N;FEM;SG
stoor	conservar	stoor	conservar	V;PRS	V;NFIN
stoor	armazenar	stoor	armazenar	V;PRS	V;NFIN
ondervind	ter	ondervind	ter	V;PRS	V;NFIN
ondervind	tendo	ondervind	ter	V;PRS	V;V.MSDR
geheim	segredo	heim	segredo	N;SG	N;MASC;SG
geheim	secret	heim	secret	N;SG	N;MASC;SG
geheim	secreto	heim	secreto	N;SG	N;MASC;SG
geheim	secreta	heim	secreto	N;SG	N;FEM;SG
mensdom	humanidade	mensdom	humanidade	N;SG	N;FEM;SG
atome	átomos	atom	átomo	N;PL	N;MASC;PL
omvang	cordilheira	omvang	cordilheira	N;SG	N;FEM;SG
omvang	alcance	omvang	alcance	N;SG	N;MASC;SG
omvang	intervalo	omvang	intervalo	N;SG	N;MASC;SG
omvang	gama	omvang	gama	N;SG	N;FEM;SG
mater	mater	mater	mater	N;SG	N;MASC;SG
mater	mat	mater	mat	N;SG	N;MASC;SG
diepte	profundidade	diepte	profundidade	N;SG	N;FEM;SG
tegniek	técnica	tegniek	técnica	N;SG	N;FEM;SG
markte	mercados	mark	mercado	N;PL	N;MASC;PL
voorstelling	esboço	voorstelling	esboço	N;SG	N;MASC;SG
voorstelling	maquete	voorstelling	maquete	N;SG	N;FEM;SG
geïnspireer	inspirado	inspireer	inspirar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
geïnspireer	inspirou	inspireer	inspirar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
geïnspireer	inspirada	inspireer	inspirar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
geïnspireer	inspirados	inspireer	inspirar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
jersey	jersey	jersey	jersey	N;SG	N;MASC;SG
krim	crimeia	krim	crimeio	N;SG	N;FEM;SG
identifiseer	identifique	identifiseer	identifiqar	V;PRS	V;SBJV;SG;3;PRS;FIN
identifiseer	identificar	identifiseer	identificar	V;PRS	V;NFIN
identifiseer	identifica	identifiseer	identificar	V;PRS	V;IND;SG;3;PRS;FIN
armoede	pobreza	armoede	pobreza	N;SG	N;FEM;SG
armoede	miséria	armoede	miséria	N;SG	N;FEM;SG
seisoene	estações	seisoen	estação	N;PL	N;FEM;PL
seisoene	temporadas	seisoen	temporada	N;PL	N;FEM;PL
moorde	assassínios	moord	assassínio	N;PL	N;MASC;PL
moorde	homicídios	moord	homicídio	N;PL	N;MASC;PL
moorde	assassinatos	moord	assassinato	N;PL	N;MASC;PL
ridder	knight	ridder	knight	N;SG	N;MASC;SG
ridder	cavaleiro	ridder	cavaleiro	N;SG	N;MASC;SG
ridder	cavalo	ridder	cavalo	N;SG	N;MASC;SG
uraan	urânio	uraan	urânio	N;SG	N;MASC;SG
naaswenner	runner	naaswenner	runner	N;SG	N;MASC;SG
naaswenner	corredor	naaswenner	corredor	N;SG	N;MASC;SG
opkoms	rise	opkoms	rise	N;SG	N;MASC;SG
opkoms	subida	opkoms	subida	N;SG	N;FEM;SG
opkoms	ascensão	opkoms	ascensão	N;SG	N;FEM;SG
kontrak	contrato	kontrak	contrato	N;SG	N;MASC;SG
klassifikasie	classificação	klassifikasie	classificação	N;SG	N;FEM;SG
beeste	bovinos	bees	bovino	N;PL	N;MASC;PL
opgelewer	retornar	oplewer	retornar	V;PST;V.PTCP	V;NFIN
verken	explorar	verken	explorar	V;PRS	V;NFIN
verken	explore	verken	explore	V;PRS	V;SBJV;PL;3;PRS;FIN
verken	explora	verken	explorar	V;PRS	V;IND;SG;3;PRS;FIN
invloedryke	influente	invloedryk	influente	ADJ;NOM	ADJ;MASC;SG
invloedryke	influentes	invloedryk	influente	ADJ;NOM	ADJ;MASC;PL
analise	analise	analise	analisar	N;SG	N;FEM;SG
analise	análise	analise	análise	N;SG	N;FEM;SG
galery	galeria	galery	galeria	N;SG	N;FEM;SG
ondergrondse	subterrâneo	ondergronds	subterrâneo	ADJ;NOM	ADJ;MASC;SG
faktor	factor	faktor	factor	N;SG	N;MASC;SG
faktor	fator	faktor	fator	N;SG	N;MASC;SG
blok	bloquear	blok	bloquear	V;PRS	V;NFIN
versier	decorar	versier	decorar	V;PRS	V;NFIN
geselskap	society	geselskap	society	N;SG	N;MASC;SG
geselskap	sociedade	geselskap	sociedade	N;SG	N;FEM;SG
bevry	libertado	bevry	libertar	V;PRS	V;MASC;SG;V.PTCP
bevry	libertados	bevry	libertar	V;PRS	V;MASC;PL;V.PTCP
gevul	preenchida	vul	preencher	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gevul	enchido	vul	enchido	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gevul	preenchidos	vul	preencher	V;PST;V.PTCP	V;MASC;PL;V.PTCP
gevul	preenchido	vul	preencher	V;PST;V.PTCP	V;MASC;SG;V.PTCP
termyn	termo	termyn	termo	N;SG	N;MASC;SG
wysigings	edições	wysiging	edição	N;PL	N;FEM;PL
wysigings	actualizações	wysiging	actualização	N;PL	N;FEM;PL
wysigings	atualizações	wysiging	atualização	N;PL	N;FEM;PL
gedagtes	pensamentos	dagte	pensamento	N;PL	N;MASC;PL
gedagtes	reflexões	dagte	reflexão	N;PL	N;FEM;PL
satelliete	satélites	satelliet	satélite	N;PL	N;MASC;PL
kanale	canais	kanaal	canal	N;PL	N;MASC;PL
kwart	quarter	kwart	quarter	N;SG	N;MASC;SG
kwart	trimestre	kwart	trimestre	N;SG	N;MASC;SG
voertuig	veículo	voertuig	veículo	N;SG	N;MASC;SG
voertuig	veiculo	voertuig	veiculo	N;SG	N;MASC;SG
grondwetlike	constitucional	grondwetlik	constitucional	ADJ;NOM	ADJ;MASC;SG
kontinent	continente	kontinent	continente	N;SG	N;MASC;SG
spektrum	espectro	spektrum	espectro	N;SG	N;MASC;SG
swerm	bando	swerm	bando	N;SG	N;MASC;SG
swerm	rebanho	swerm	rebanho	N;SG	N;MASC;SG
alabama	alabama	alabama	alabama	N;SG	N;MASC;SG
aanleg	flair	aanleg	flair	N;SG	N;MASC;SG
toelaat	permitir	toelaat	permitir	V;PRS	V;NFIN
toelaat	permita	toelaat	permitir	V;PRS	V;SBJV;SG;3;PRS;FIN
sigbare	visíveis	sigbaar	visível	ADJ;NOM	ADJ;MASC;PL
sigbare	visível	sigbaar	visível	ADJ;NOM	ADJ;MASC;SG
getuienis	testemunha	getuienis	testemunha	N;SG	N;FEM;SG
getuienis	evidência	getuienis	evidência	N;SG	N;FEM;SG
getuienis	prova	getuienis	prova	N;SG	N;FEM;SG
afstande	distâncias	afstande	distância	N;PL	N;FEM;PL
tema	temática	tema	temático	N;SG	N;FEM;SG
tema	tema	tema	tema	N;SG	N;MASC;SG
afkorting	abreviação	afkorting	abreviação	N;SG	N;FEM;SG
afkorting	sigla	afkorting	sigla	N;SG	N;FEM;SG
afkorting	abreviatura	afkorting	abreviatura	N;SG	N;FEM;SG
venus	venus	venus	venu	N;SG	N;MASC;SG
venus	vênus	venus	vênus	N;SG	N;MASC;SG
venus	vénus	venus	vénus	N;SG	N;FEM;SG
rykdom	riqueza	rykdom	riqueza	N;SG	N;FEM;SG
kontinentale	continental	kontinentaal	continental	N;SG	N;MASC;SG
volgelinge	seguidores	volgeling	seguidor	N;PL	N;MASC;PL
ingenieurswese	engenharia	ingenieurswese	engenharia	N;SG	N;FEM;SG
kitaar	guitarra	kitaar	guitarra	N;SG	N;FEM;SG
kitaar	violão	kitaar	violão	N;SG	N;MASC;SG
verhoor	julgamento	verhoor	julgamento	N;SG	N;MASC;SG
verhoor	audiência	verhoor	audiência	N;SG	N;FEM;SG
verhoor	audição	verhoor	audição	N;SG	N;FEM;SG
verwydering	takedown	verwydering	takedown	N;SG	N;MASC;SG
verwydering	afastamento	verwydering	afastamento	N;SG	N;MASC;SG
verwydering	remoção	verwydering	remoção	N;SG	N;FEM;SG
akteurs	actores	akteur	actor	N;PL	N;MASC;PL
akteurs	atores	akteur	ator	N;PL	N;MASC;PL
agentskap	agencia	agentskap	agencia	N;SG	N;FEM;SG
agentskap	agência	agentskap	agência	N;SG	N;FEM;SG
barcelona	barcelona	barcelona	barcelona	N;SG	N;FEM;SG
hongaarse	húngaros	hongaars	húngaro	N;PL	N;MASC;PL
handtekening	assinatura	handtekening	assinatura	N;SG	N;FEM;SG
geloods	lançado	geloods	lançar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
geloods	lançou	geloods	lançar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
geloods	lançada	geloods	lançar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
siel	alma	siel	alma	N;SG	N;FEM;SG
siel	soul	siel	soul	N;SG	N;MASC;SG
teenstander	adversário	teenstander	adversário	N;SG	N;MASC;SG
teenstander	opositor	teenstander	opositor	N;SG	N;MASC;SG
teenstander	oponente	teenstander	oponente	N;SG	N;MASC;SG
verkose	electiva	verkose	electivo	N;SG	N;FEM;SG
lidmaatskap	filiação	lidmaatskap	filiação	N;SG	N;FEM;SG
lidmaatskap	adesão	lidmaatskap	adesão	N;SG	N;FEM;SG
cornelis	cornelis	cornelis	corneli	N;SG	N;MASC;SG
gestoor	salvou	stoor	salvar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gestoor	guardado	stoor	guardar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gestoor	guardados	stoor	guardar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
nederlande	holanda	nederland	holandar	N;SG	N;FEM;SG
kock	kock	kock	kock	N;SG	N;MASC;SG
mode	moda	mode	moda	N;SG	N;FEM;SG
platform	plataforma	platform	plataforma	N;SG	N;FEM;SG
torings	torres	toring	torres	N;PL	N;FEM;PL
herhaal	reflita	herhaal	reflitar	V;PRS	V;SBJV;SG;3;PRS;FIN
herhaal	refletir	herhaal	refletir	V;PRS	V;NFIN
herhaal	reflectir	herhaal	reflectir	V;PRS	V;NFIN
herhaal	repita	herhaal	repetir	V;PRS	V;SBJV;SG;3;PRS;FIN
herhaal	repete	herhaal	repetir	V;PRS	V;IND;SG;3;PRS;FIN
herhaal	repito	herhaal	repito	V;PRS	V;IND;SG;1;PRS;FIN
herhaal	repetir	herhaal	repetir	V;PRS	V;NFIN
brood	pão	brood	pão	N;SG	N;MASC;SG
verlig	aliviada	verlig	aliviar	V;PRS	V;FEM;SG;V.PTCP
verlig	aliviados	verlig	aliviar	V;PRS	V;MASC;PL;V.PTCP
verlig	aliviado	verlig	aliviar	V;PRS	V;MASC;SG;V.PTCP
verlig	realçar	verlig	realçar	V;PRS	V;NFIN
verlig	destacar	verlig	destacar	V;PRS	V;NFIN
franke	francos	frank	franco	N;PL	N;MASC;PL
maat	sócio	maat	sócio	N;SG	N;MASC;SG
maat	parceira	maat	parceira	N;SG	N;FEM;SG
maat	parceiro	maat	parceiro	N;SG	N;MASC;SG
doelwitte	objectivos	doelwit	objectivo	N;PL	N;MASC;PL
doelwitte	gols	doelwit	gol	N;PL	N;MASC;PL
doelwitte	metas	doelwit	meta	N;PL	N;FEM;PL
doelwitte	golos	doelwit	golo	N;PL	N;MASC;PL
doelwitte	objetivos	doelwit	objetivo	N;PL	N;MASC;PL
verbintenis	empenho	verbintenis	empenho	N;SG	N;MASC;SG
verbintenis	compromisso	verbintenis	compromisso	N;SG	N;MASC;SG
verbintenis	empenhamento	verbintenis	empenhamento	N;SG	N;MASC;SG
verbintenis	comprometimento	verbintenis	comprometimento	N;SG	N;MASC;SG
stockholm	estocolmo	stockholm	estocolmo	N;SG	N;MASC;SG
kanker	câncer	kanker	câncer	N;SG	N;MASC;SG
kanker	cancro	kanker	cancro	N;SG	N;MASC;SG
kanker	cancer	kanker	cancer	N;SG	N;MASC;SG
groente	vegetais	groent	vegetal	N;PL	N;MASC;PL
kaas	queijo	kaas	queijo	N;SG	N;MASC;SG
waters	águas	waters	água	N;PL	N;FEM;PL
waters	aguas	waters	agua	N;PL	N;FEM;PL
verantwoordelikheid	responsabilidade	verantwoordelikheid	responsabilidade	N;SG	N;FEM;SG
kopiereg	cópia	kopiereg	cópia	N;SG	N;FEM;SG
kopiereg	copyright	kopiereg	copyright	N;SG	N;MASC;SG
navo	otan	navo	otan	N;SG	N;FEM;SG
navo	nato	navo	nato	N;SG	N;MASC;SG
wetenskappe	ciências	wetenskap	ciência	N;PL	N;FEM;PL
gauguin	gauguin	gauguin	gauguin	N;SG	N;MASC;SG
skeiding	separador	skeiding	separador	N;SG	N;MASC;SG
fout	engano	fout	engano	N;SG	N;MASC;SG
fout	erro	fout	erro	N;SG	N;MASC;SG
fout	bicho	fout	bicho	N;SG	N;MASC;SG
fout	bug	fout	bug	N;SG	N;MASC;SG
fout	insecto	fout	insecto	N;SG	N;MASC;SG
fout	inseto	fout	inseto	N;SG	N;MASC;SG
fout	erro	fout	erro	N;SG	N;MASC;SG
rondte	colo	rondte	colo	N;SG	N;MASC;SG
rondte	lap	rondte	lap	N;SG	N;MASC;SG
rondte	redonda	rondte	redonda	N;SG	N;FEM;SG
rondte	redondo	rondte	redonder	N;SG	N;MASC;SG
rondte	ronda	rondte	ronda	N;SG	N;FEM;SG
rondte	round	rondte	round	N;SG	N;MASC;SG
rondte	rodada	rondte	rodada	N;SG	N;FEM;SG
highlanders	highlanders	highlander	highlander	N;PL	N;MASC;PL
geleef	viveu	leef	viver	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
geleef	vivi	leef	viver	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
geleef	vivido	leef	viver	V;PST;V.PTCP	V;MASC;SG;V.PTCP
bodem	fundo	bodem	fundo	N;SG	N;MASC;SG
bodem	bottom	bodem	bottom	N;SG	N;MASC;SG
potensiaal	potencial	potensiaal	potencial	N;SG	N;MASC;SG
doeltreffende	eficiente	doeltreffend	eficiente	ADJ;NOM	ADJ;MASC;SG
doeltreffende	eficientes	doeltreffend	eficiente	ADJ;NOM	ADJ;MASC;PL
salaris	salário	salaris	salário	N;SG	N;MASC;SG
toestelle	dispositivos	toestel	dispositivo	N;PL	N;MASC;PL
toestelle	aparelhos	toestel	aparelho	N;PL	N;MASC;PL
nuweland	newlands	nuweland	newland	N;SG	N;MASC;SG
bevestiging	confirmação	bevestiging	confirmação	N;SG	N;FEM;SG
liedjieskrywer	letrista	liedjieskrywer	letrista	N;SG	N;MASC;SG
vergaderings	encontros	vergadering	encontro	N;PL	N;MASC;PL
vergaderings	reuniões	vergadering	reunião	N;PL	N;FEM;PL
vlugte	vôos	vlug	vôo	N;PL	N;MASC;PL
vlugte	voos	vlug	voo	N;PL	N;MASC;PL
oorgang	transição	oorgang	transição	N;SG	N;FEM;SG
wortels	raízes	wortels	raíz	N;PL	N;FEM;PL
verbetering	melhoria	verbetering	melhoria	N;SG	N;FEM;SG
weier	recusar	weier	recusar	V;PRS	V;NFIN
weier	recusar	weier	recusar	V;PRS	V;NFIN
weier	recuse	weier	recuse	V;PRS	V;SBJV;SG;3;PRS;FIN
weier	rejeitar	weier	rejeitar	V;PRS	V;NFIN
sekondes	segundos	sekonde	segundo	N;PL	N;MASC;PL
winkel	loja	winkel	loja	N;SG	N;FEM;SG
winkel	loja	winkel	loja	N;SG	N;FEM;SG
legende	legend	leg	legend	N;SG	N;MASC;SG
legende	lenda	leg	lenda	N;SG	N;FEM;SG
legende	legenda	leg	legenda	N;SG	N;FEM;SG
bestel	ordenados	bestel	ordenado	V;PRS	V;MASC;PL;V.PTCP
bestel	ordenado	bestel	ordenado	V;PRS	V;MASC;SG;V.PTCP
bestel	encomendar	bestel	encomendar	V;PRS	V;NFIN
atlete	atletas	atleet	atleta	N;PL	N;MASC;PL
agteruitgang	deterioração	agteruitgang	deterioração	N;SG	N;FEM;SG
veiligheid	segurança	veiligheid	segurança	N;SG	N;FEM;SG
myne	minas	myne	mina	N;PL	N;FEM;PL
aanbeveel	recomendada	aanbeveel	recomendar	V;PRS	V;FEM;SG;V.PTCP
aanbeveel	recomendados	aanbeveel	recomendar	V;PRS	V;MASC;PL;V.PTCP
aanbeveel	recomendado	aanbeveel	recomendar	V;PRS	V;MASC;SG;V.PTCP
aanbeveel	recomendo	aanbeveel	recomendar	V;PRS	V;IND;SG;1;PRS;FIN
aanbeveel	recomendar	aanbeveel	recomendar	V;PRS	V;NFIN
aanbeveel	recomende	aanbeveel	recomender	V;PRS	V;SBJV;SG;3;PRS;FIN
aanbeveel	recomenda	aanbeveel	recomendar	V;PRS	V;IND;SG;3;PRS;FIN
visuele	visual	visueel	visual	ADJ;NOM	ADJ;MASC;SG
woonbuurt	bairro	woonbuurt	bairro	N;SG	N;MASC;SG
woonbuurt	vizinhança	woonbuurt	vizinhança	N;SG	N;FEM;SG
woonbuurt	bairro	woonbuurt	bairro	N;SG	N;MASC;SG
woonbuurt	vizinhança	woonbuurt	vizinhança	N;SG	N;FEM;SG
hond	cão	hond	cão	N;SG	N;MASC;SG
hond	cadela	hond	cadela	N;SG	N;FEM;SG
hond	dog	hond	dog	N;SG	N;MASC;SG
hond	cachorro	hond	cachorro	N;SG	N;MASC;SG
klavier	piano	klavier	piano	N;SG	N;MASC;SG
geluk	felicidade	geluk	felicidade	N;SG	N;FEM;SG
berei	preparar	berei	preparar	V;PRS	V;NFIN
voorstelle	sugestões	voorstel	sugestão	N;PL	N;FEM;PL
gehandhaaf	observados	gehandhaaf	observar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
gehandhaaf	observado	gehandhaaf	observar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gehandhaaf	observada	gehandhaaf	observar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gehandhaaf	observadas	gehandhaaf	observar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
gehandhaaf	observou	gehandhaaf	observar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gasheer	organizador	gasheer	organizador	N;SG	N;MASC;SG
gasheer	hospedeiro	gasheer	hospedeiro	N;SG	N;MASC;SG
gasheer	anfitrião	gasheer	anfitrião	N;SG	N;MASC;SG
gasheer	host	gasheer	host	N;SG	N;MASC;SG
gasheer	apresentador	gasheer	apresentador	N;SG	N;MASC;SG
gasheer	acolhimento	gasheer	acolhimento	N;SG	N;MASC;SG
gasheer	hospedagem	gasheer	hospedagem	N;SG	N;FEM;SG
uitbarsting	erupção	uitbarsting	erupção	N;SG	N;FEM;SG
sel	cell	sel	cell	N;SG	N;MASC;SG
sel	célula	sel	célula	N;SG	N;FEM;SG
sel	cela	sel	cela	N;SG	N;FEM;SG
ruimtetuig	espaçonave	ruimtetuig	espaçonave	N;SG	N;FEM;SG
vyande	inimigos	vyand	inimigo	N;PL	N;MASC;PL
vyande	inimigas	vyand	inimiga	N;PL	N;FEM;PL
immigrasie	imigração	immigrasie	imigração	N;SG	N;FEM;SG
dagboek	diário	dagboek	diário	N;SG	N;MASC;SG
debat	debate	debat	debate	N;SG	N;MASC;SG
assistent	assistente	assistent	assistente	N;SG	N;MASC;SG
assistent	wizard	assistent	wizard	N;SG	N;MASC;SG
assistent	mágico	assistent	mágico	N;SG	N;MASC;SG
assistent	assistente	assistent	assistente	N;SG	N;MASC;SG
assistent	mago	assistent	mago	N;SG	N;MASC;SG
assistent	feiticeiro	assistent	feiticeiro	N;SG	N;MASC;SG
straling	radiação	straling	radiação	N;SG	N;FEM;SG
goedkeuring	homologação	goedkeuring	homologação	N;SG	N;FEM;SG
goedkeuring	aprovação	goedkeuring	aprovação	N;SG	N;FEM;SG
voorberei	preparar	voorberei	preparar	V;PRS	V;NFIN
graan	grão	graan	grão	N;SG	N;MASC;SG
graan	cereal	graan	cereal	N;SG	N;MASC;SG
vyftien	quinze	vyftien	quinze	NUM	NUM
vorentoe	encaminhar	vorentoe	encaminhar	V;PRS	V;NFIN
gesamentlik	colectivamente	gesamentlik	colectivamente	ADV	ADV
gesamentlik	coletivamente	gesamentlik	coletivamente	ADV	ADV
verteenwoordiger	representante	verteenwoordiger	representante	N;SG	N;MASC;SG
liter	litro	liter	litro	N;SG	N;MASC;SG
sink	afunda	sink	afundar	V;PRS	V;IND;SG;3;PRS;FIN
posisies	posições	posisie	posição	N;PL	N;FEM;PL
plaat	placa	plaat	placa	N;SG	N;FEM;SG
plaat	prato	plaat	prato	N;SG	N;MASC;SG
plaat	chapa	plaat	chapa	N;SG	N;FEM;SG
kampe	acampamentos	kampe	acampamento	N;PL	N;MASC;PL
venesië	veneza	venesië	veneza	N;SG	N;FEM;SG
vrystelling	libertação	vrystelling	libertação	N;SG	N;FEM;SG
vrystelling	release	vrystelling	release	N;SG	N;MASC;SG
vrystelling	lançamento	vrystelling	lançamento	N;SG	N;MASC;SG
vrystelling	liberação	vrystelling	liberação	N;SG	N;FEM;SG
gooi	atira	gooi	atirar	V;PRS	V;IND;SG;3;PRS;FIN
katalogus	catálogo	katalogus	catálogo	N;SG	N;MASC;SG
katalogus	catálogo	katalogus	catálogo	N;SG	N;MASC;SG
veronderstel	supõe	veronderstel	supor	V;PRS	V;IND;SG;3;PRS;FIN
myn	mineira	myn	mineira	N;SG	N;FEM;SG
myn	mineração	myn	mineração	N;SG	N;FEM;SG
mont	mont	mont	mont	N;SG	N;MASC;SG
daagliks	semanais	daagliks	semanal	N;PL	N;MASC;PL
pels	peles	pels	pele	N;PL	N;FEM;PL
bergen	bergen	bergen	bergen	N;SG	N;MASC;SG
klink	soa	klink	soar	V;PRS	V;IND;SG;3;PRS;FIN
bitter	amargo	bitter	amargo	N;SG	N;MASC;SG
numberoffiles	numberoffiles	numberoffile	numberoffile	N;PL	N;MASC;PL
numberofarticles	numberofarticles	numberofararticle	numberofarticle	N;PL	N;MASC;PL
kamers	salas	kamer	sala	N;PL	N;FEM;PL
kamers	quartos	kamer	quarto	N;PL	N;MASC;PL
plattelandse	rústico	plattelands	rústico	ADJ;NOM	ADJ;MASC;SG
herdenking	aniversário	herdenking	aniversário	N;SG	N;MASC;SG
intellektuele	intelectual	intellektueel	intelectual	ADJ;NOM	ADJ;MASC;SG
prokureur	jurista	prokureur	jurista	N;SG	N;MASC;SG
prokureur	advogada	prokureur	advogado	N;SG	N;FEM;SG
prokureur	advogado	prokureur	advogado	N;SG	N;MASC;SG
held	herói	held	herói	N;SG	N;MASC;SG
held	heroi	held	heroi	N;SG	N;MASC;SG
held	hero	held	hero	N;SG	N;MASC;SG
effekte	efeitos	effekte	efeito	N;PL	N;MASC;PL
alexandrië	alexandria	alexandrië	alexandria	N;SG	N;FEM;SG
gesonde	saudável	gesond	saudável	ADJ;NOM	ADJ;MASC;SG
gesonde	saudáveis	gesond	saudável	ADJ;NOM	ADJ;MASC;PL
aires	aires	aires	aire	N;SG	N;MASC;SG
kwalifiseer	qualificar	kwalifiseer	qualificar	V;PRS	V;NFIN
suiker	açúcar	suiker	açúcar	N;SG	N;MASC;SG
suiker	açucar	suiker	açucar	N;SG	N;MASC;SG
kriteria	critérios	kriterium	critério	N;PL	N;MASC;PL
suur	azedo	suur	azedo	N;SG	N;MASC;SG
suur	amargo	suur	amargo	N;SG	N;MASC;SG
suur	azeda	suur	azeda	N;SG	N;FEM;SG
suur	ácido	suur	ácido	N;SG	N;MASC;SG
vrug	fruto	vrug	fruto	N;SG	N;MASC;SG
vrug	fruta	vrug	fruta	N;SG	N;FEM;SG
westminster	westminster	westminster	westminster	N;SG	N;MASC;SG
mediterreense	mediterrânico	mediterreens	mediterrânico	ADJ;NOM	ADJ;MASC;SG
mediterreense	mediterrâneo	mediterreens	mediterrâneo	ADJ;NOM	ADJ;MASC;SG
kapel	capela	kapel	capela	N;SG	N;FEM;SG
opgedra	dedicada	opdra	dedicar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
opgedra	dedicados	opdra	dedicar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
opgedra	dedicado	opdra	dedicar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
winters	winters	winters	winter	N;SG	N;MASC;SG
syfer	dígito	syfer	dígito	N;SG	N;MASC;SG
syfer	algarismo	syfer	algarismo	N;SG	N;MASC;SG
sitplek	assento	sitplek	assento	N;SG	N;MASC;SG
onderhandelinge	negociações	onderhandeling	negociação	N;PL	N;FEM;PL
boerdery	agricultura	boerdery	agricultura	N;SG	N;FEM;SG
kragtige	poderosas	kragtig	poderoso	ADJ;NOM	ADJ;FEM;PL
kragtige	poderosa	kragtig	poderoso	ADJ;NOM	ADJ;FEM;SG
kragtige	poderoso	kragtig	poderoso	ADJ;NOM	ADJ;MASC;SG
kragtige	poderosos	kragtig	poderoso	ADJ;NOM	ADJ;MASC;PL
musikante	músicos	musikant	músico	N;PL	N;MASC;PL
kwessie	questão	kwessie	questão	N;SG	N;FEM;SG
aandele	existências	aandel	existência	N;PL	N;FEM;PL
aandele	stocks	aandel	stock	N;PL	N;MASC;PL
globale	global	globaal	global	ADJ;NOM	ADJ;MASC;SG
globale	globais	globaal	global	ADJ;NOM	ADJ;MASC;PL
meester	mestre	meester	mestre	N;SG	N;MASC;SG
