som	像	som	像	ADP	ADP
kjøretøy	車輛	kjøretøy	車輛	N;INDF;NEUT;SG	N
historikk	歷史	historikk	歷史	N;INDF;MASC;SG	N
respekt	尊重	respekt	尊重	N;INDF;MASC;SG	N
pianist	鋼琴	pianist	鋼琴	N;INDF;MASC;SG	N
menighet	會	menighet	會	N;INDF;FEM;SG	N
tjener	傭人	tjene	傭人	N;INDF;MASC;PL	N
angriper	攻擊	angripe	攻擊	V;IND;PRS;FIN	V
angriper	攻擊	angripe	攻擊	V;IND;PRS;FIN	V
angriper	進攻	angripe	進攻	V;IND;PRS;FIN	V
reaksjon	反應	reaksjon	反應	N;INDF;MASC;SG	N
argument	論證	argument	論證	N;INDF;NEUT;PL	N
argument	論據	argument	論據	N;INDF;NEUT;PL	N
argument	論點	argument	論點	N;INDF;NEUT;PL	N
konsekvenser	後果	konsekvens	後果	N;INDF;MASC;PL	N
forsvinner	消失	forsvinner	消失	V;IND;PRS;FIN	V
dream	夢	dreame	夢	N;INDF;MASC;SG	N
dream	夢境	dreame	夢境	N;INDF;MASC;SG	N
dream	夢想	dreame	夢想	N;INDF;MASC;SG	N
følelser	情感	følelse	情感	N;INDF;MASC;SG	N
følelser	感情	følelse	感情	N;INDF;MASC;SG	N
følelser	情緒	følelse	情緒	N;INDF;MASC;SG	N
følelser	情感	følelse	情感	N;INDF;MASC;SG	N
følelser	感情	følelse	感情	N;INDF;MASC;SG	N
følelser	情緒	følelse	情緒	N;INDF;MASC;SG	N
følelser	感情	følelse	感情	N;INDF;MASC;SG	N
hat	仇視	hat	仇視	N;INDF;NEUT;SG	N
hat	仇恨	hat	仇恨	N;INDF;NEUT;SG	N
hat	憎恨	hat	憎恨	N;INDF;NEUT;SG	N
hat	恨	hat	恨	N;INDF;NEUT;SG	N
hat	仇恨	hat	仇恨	N;INDF;NEUT;SG	N
gater	街道	gater	街道	N;INDF;FEM;PL	N
rekkefølge	秩序	rekkefølg	秩序	N;INDF;MASC;SG	N
rekkefølge	順序	rekkefølg	順序	N;INDF;MASC;SG	N
produkt	商品	produkt	商品	N;INDF;NEUT;SG	N
produkt	產品	produkt	產品	N;INDF;NEUT;SG	N
produkt	產物	produkt	產物	N;INDF;NEUT;SG	N
magasin	雜誌	magasin	雜誌	N;INDF;NEUT;SG	N
rytter	騎手	rytte	騎手	N;INDF;FEM;SG	N
utstillingen	展覽	utstilling	展覽	N;DEF;MASC;SG	N
utstillingen	展品	utstilling	展品	N;DEF;MASC;SG	N
utstillingen	展覽	utstilling	展覽	N;DEF;MASC;SG	N
utstillingen	展	utstilling	展	N;DEF;MASC;SG	N
utstillingen	展覽	utstilling	展覽	N;DEF;MASC;SG	N
mannskap	船員	mannskap	船員	N;INDF;NEUT;SG	N
medal	獎章	medal	獎章	N;INDF;MASC;SG	N
medal	勳章	medal	勳章	N;INDF;MASC;SG	N
medal	獎牌	medal	獎牌	N;INDF;MASC;SG	N
foten	腳	fot	腳	N;DEF;MASC;SG	N
foten	英尺	fot	英尺	N;DEF;MASC;SG	N
straff	罰	straff	罰	N;INDF;FEM;SG	N
straff	懲罰	straff	懲罰	N;INDF;FEM;SG	N
straff	處罰	straff	處罰	N;INDF;FEM;SG	N
straff	刑罰	straff	刑罰	N;INDF;FEM;SG	N
straff	刑罰	straff	刑罰	N;INDF;FEM;SG	N
straff	懲罰	straff	懲罰	N;INDF;FEM;SG	N
straff	處罰	straff	處罰	N;INDF;FEM;SG	N
punkter	點數	punkter	點數	N;INDF;FEM;PL	N
earth	大地	earth	大地	N	N
hjertet	心	hjerte	心	N;DEF;NEUT;SG	N
hjertet	心臟	hjerte	心臟	N;DEF;NEUT;SG	N
argumenter	論證	argument	論證	N;INDF;FEM;PL	N
argumenter	參數	argument	參數	N;INDF;FEM;PL	N
argumenter	論點	argument	論點	N;INDF;FEM;PL	N
mynter	硬幣	mynter	硬幣	N;INDF;FEM;PL	N
mynter	錢幣	mynter	錢幣	N;INDF;FEM;PL	N
lyden	聲音	lyd	聲音	N;DEF;MASC;SG	N
lyden	音效	lyd	音效	N;DEF;MASC;SG	N
worms	蚯蚓	worm	蚯蚓	N	N
lesere	讀者	lesere	讀者	N;INDF;FEM;SG	N
turnering	錦標	turnering	錦標	N;INDF;FEM;SG	N
akademi	學院	akademi	學院	N;INDF;NEUT;SG	N
arrangementer	事件	arrangement	事件	N;INDF;NEUT;SG	N
arrangementer	活動	arrangement	活動	N;INDF;NEUT;SG	N
summer	夏日	summer	夏日	N;INDF;NEUT;SG	N
summer	夏季	summer	夏季	N;INDF;NEUT;SG	N
summer	暑假	summer	暑假	N;INDF;NEUT;SG	N
summer	夏天	summer	夏天	N;INDF;NEUT;SG	N
fase	階段	fase	階段	N;INDF;MASC;SG	N
skjønner	見	skjønne	見	V;IND;PRS;FIN	V
arv	遺產	arv	遺產	N;INDF;MASC;SG	N
arv	遺產	arv	遺產	N;INDF;MASC;SG	N
arv	遺產	arv	遺產	N;INDF;MASC;SG	N
flyktninger	難民	flyktninger	難民	N;INDF;MASC;PL	N
statue	雕像	statue	雕像	N;INDF;MASC;SG	N
statue	雕塑	statue	雕塑	N;INDF;MASC;SG	N
statue	塑像	statue	塑像	N;INDF;MASC;SG	N
utforming	版面	utforming	版面	N;INDF;FEM;SG	N
utforming	佈局	utforming	佈局	N;INDF;FEM;SG	N
høst	秋季	høst	秋季	N;INDF;MASC;SG	N
høst	秋天	høst	秋天	N;INDF;MASC;SG	N
høst	秋季	høst	秋季	N;INDF;MASC;SG	N
høst	秋天	høst	秋天	N;INDF;MASC;SG	N
fjernsyn	電視	fjernsyn	電視	N;INDF;NEUT;SG	N
fjernsyn	電視	fjernsyn	電視	N;INDF;NEUT;SG	N
fjernsyn	電視	fjernsyn	電視	N;INDF;NEUT;SG	N
rev	礁	rev	礁	N;INDF;MASC;SG	N
rev	暗礁	rev	暗礁	N;INDF;MASC;SG	N
rev	珊瑚	rev	珊瑚	N;INDF;MASC;SG	N
make	隊友	make	隊友	N;INDF;MASC;SG	N
personell	人員	personell	人員	N;INDF;NEUT;SG	N
personell	人事	personell	人事	N;INDF;NEUT;SG	N
kaste	擲	kaste	擲	N;INDF;NEUT;SG	N
kaste	種姓	kaste	種姓	N;INDF;NEUT;SG	N
sen	晚	sen	晚	N;INDF;MASC;SG	N
emne	題目	emne	題目	N;INDF;NEUT;SG	N
emne	話題	emne	話題	N;INDF;NEUT;SG	N
emne	專題	emne	專題	N;INDF;NEUT;SG	N
emne	主題	emne	主題	N;INDF;NEUT;SG	N
emne	主題	emne	主題	N;INDF;NEUT;SG	N
tegning	繪圖	tegning	繪圖	N;INDF;FEM;SG	N
tegning	圖畫	tegning	圖畫	N;INDF;FEM;SG	N
tegning	繪畫	tegning	繪畫	N;INDF;FEM;SG	N
race	比賽	race	比賽	N	N
race	賽	race	賽	N	N
race	種族	race	種族	N	N
race	競賽	race	競賽	N	N
krone	冠	krone	冠	N;INDF;FEM;SG	N
krone	皇冠	krone	皇冠	N;INDF;FEM;SG	N
palace	皇宮	palace	皇宮	N;INDF;MASC;SG	N
palace	宮殿	palace	宮殿	N;INDF;MASC;SG	N
palace	王宮	palace	王宮	N;INDF;MASC;SG	N
palace	宮廷	palace	宮廷	N;INDF;MASC;SG	N
palace	宮	palace	宮	N;INDF;MASC;SG	N
middels	介質	middels	介質	N;INDF;MASC;SG	N
middels	中型	middels	中型	N;INDF;MASC;SG	N
middels	中	middels	中	N;INDF;MASC;SG	N
middels	媒介	middels	媒介	N;INDF;MASC;SG	N
buss	公車	buss	公車	N;INDF;MASC;SG	N
buss	巴士	buss	巴士	N;INDF;MASC;SG	N
firma	事務	firme	事務	N;INDF;NEUT;SG	N
firma	公司	firme	公司	N;INDF;NEUT;SG	N
maskiner	機器	maskin	機器	N;INDF;FEM;PL	N
nevne	提及	nevne	提及	V;NFIN	V
atmosfæren	氣氛	atmosfære	氣氛	N;DEF;MASC;SG	N
atmosfæren	大氣	atmosfære	大氣	N;DEF;MASC;SG	N
atmosfæren	大氣	atmosfære	大氣	N;DEF;MASC;SG	N
atmosfæren	氛圍	atmosfære	氛圍	N;DEF;MASC;SG	N
runden	輪	runde	輪	N;DEF;MASC;SG	N
senator	議員	senator	議員	N;INDF;MASC;SG	N
days	日子	days	日子	N;INDF;MASC;SG	N
days	天數	days	天數	N;INDF;MASC;SG	N
inntekter	收益	inntekt	收益	N;INDF;FEM;PL	N
inntekter	收入	inntekt	收入	N;INDF;FEM;PL	N
inntekter	收益	inntekt	收益	N;INDF;FEM;PL	N
inntekter	稅	inntekt	稅	N;INDF;FEM;PL	N
inntekter	收入	inntekt	收入	N;INDF;FEM;PL	N
kategoriene	類別	kategorie	類別	N;DEF;FEM;PL	N
nedbør	雨量	nedbør	雨量	N;INDF;MASC;SG	N
etasjer	地板	etasje	地板	N;INDF;MASC;SG	N
silver	銀色	silver	銀色	N;INDF;SG	N
silver	銀	silver	銀	N;INDF;SG	N
kanaler	頻道	kanal	頻道	N;INDF;NEUT;SG	N
kanaler	渠道	kanal	渠道	N;INDF;NEUT;SG	N
kanaler	運河	kanal	運河	N;INDF;NEUT;SG	N
spre	傳播	spre	傳播	V;IMP;FIN	V
spre	散播	spre	散播	V;IMP;FIN	V
alvor	認真	alvor	認真	N;INDF;NEUT;SG	N
utvalget	甄選	utvalg	甄選	N;DEF;NEUT;SG	N
scener	場景	scene	場景	N;INDF;FEM;PL	N
tempel	神廟	tempel	神廟	N;INDF;NEUT;SG	N
tempel	寺	tempel	寺	N;INDF;NEUT;SG	N
tempel	寺廟	tempel	寺廟	N;INDF;NEUT;SG	N
tempel	廟	tempel	廟	N;INDF;NEUT;SG	N
tempel	聖殿	tempel	聖殿	N;INDF;NEUT;SG	N
hills	丘陵	hills	丘陵	N;INDF;SG	N
kjennes	感覺	kjennas	感覺	N;INDF;MASC;SG	N
second	秒	second	秒	N	N
vitner	證人	vitne	證人	N;INDF;MASC;PL	N
deep	深層	deep	深層	N;INDF;MASC;SG	N
globe	全球	globe	全球	N;INDF;MASC;SG	N
troppene	部隊	troppe	部隊	N;DEF;FEM;PL	N
psykologi	心理	psykologi	心理	N;INDF;MASC;SG	N
psykologi	心理	psykologi	心理	N;INDF;MASC;SG	N
gjenstand	項目	gjenstand	項目	N;INDF;MASC;SG	N
gjenstand	天體	gjenstand	天體	N;INDF;MASC;SG	N
gjenstand	物件	gjenstand	物件	N;INDF;MASC;SG	N
ball	球	ball	球	N;INDF;MASC;SG	N
vesten	西邊	vest	西邊	N;DEF;MASC;SG	N
vesten	西	vest	西	N;DEF;MASC;SG	N
vesten	西部	vest	西部	N;DEF;MASC;SG	N
markerer	標示	markere	標示	V;IND;PRS;FIN	V
after	之後	after	之後	N;INDF;NEUT;SG	N
ambassade	大使	ambass	大使	N;INDF;MASC;SG	N
ambassade	使館	ambass	使館	N;INDF;MASC;SG	N
frukt	果實	frukt	果實	N;INDF;FEM;SG	N
frukt	水果	frukt	水果	N;INDF;FEM;SG	N
frukt	果	frukt	果	N;INDF;FEM;SG	N
frukt	果實	frukt	果實	N;INDF;FEM;SG	N
frukt	水果	frukt	水果	N;INDF;FEM;SG	N
leir	難民	ly	難民	N;INDF;MASC;SG	N
leir	營	ly	營	N;INDF;MASC;SG	N
leir	營地	ly	營地	N;INDF;MASC;SG	N
selger	賣方	selger	賣方	N;INDF;MASC;SG	N
head	頭	head	頭	N;INDF;NEUT;SG	N
head	頭部	head	頭部	N;INDF;NEUT;SG	N
barnebarn	孫子	barnebarn	孫子	N;INDF;NEUT;SG	N
barnebarn	外	barnebarn	外	N;INDF;NEUT;SG	N
barnebarn	孫子	barnebarn	孫子	N;INDF;NEUT;SG	N
barnebarn	孫子	barnebarn	孫子	N;INDF;NEUT;SG	N
barnebarn	外孫	barnebarn	外孫	N;INDF;NEUT;SG	N
kjøpmann	商人	kjøpmann	商人	N;INDF;MASC;SG	N
kjøpmann	商家	kjøpmann	商家	N;INDF;MASC;SG	N
besøker	造訪	besøke	造訪	V;IND;PRS;FIN	V
kjøtt	肉	kjøtt	肉	N;INDF;NEUT;SG	N
kjøtt	肉類	kjøtt	肉類	N;INDF;NEUT;SG	N
kjøtt	血肉	kjøtt	血肉	N;INDF;NEUT;SG	N
kjøtt	肉體	kjøtt	肉體	N;INDF;NEUT;SG	N
kretser	電路	kretse	電路	N;INDF;MASC;PL	N
bunn	下方	bunne	下方	N;INDF;MASC;SG	N
bunn	底	bunne	底	N;INDF;MASC;SG	N
bunn	底部	bunne	底部	N;INDF;MASC;SG	N
bunn	底下	bunne	底下	N;INDF;MASC;SG	N
fluer	蒼蠅	flu	蒼蠅	N;INDF;FEM;PL	N
agent	特工	agent	特工	N;INDF;MASC;SG	N
set	設	setje	設	V;IMP;FIN	V
set	設定	setje	設定	V;IMP;FIN	V
flytter	感動	flytte	感動	V;IND;PRS;FIN	V
hjemlandet	故鄉	hjemland	故鄉	N;DEF;NEUT;SG	N
hjemlandet	家園	hjemland	家園	N;DEF;NEUT;SG	N
hjemlandet	祖國	hjemland	祖國	N;DEF;NEUT;SG	N
hjemlandet	國土	hjemland	國土	N;DEF;NEUT;SG	N
broer	橋	broer	橋	N;INDF;MASC;PL	N
nevø	外甥	nevø	外甥	N;INDF;MASC;SG	N
nevø	侄子	nevø	侄子	N;INDF;MASC;SG	N
avhandling	論文	avhandling	論文	N;INDF;FEM;SG	N
avhandling	命題	avhandling	命題	N;INDF;FEM;SG	N
avhandling	論文	avhandling	論文	N;INDF;FEM;SG	N
konstruksjon	施工	konstruksjon	施工	N;INDF;MASC;SG	N
konstruksjon	建築	konstruksjon	建築	N;INDF;MASC;SG	N
fartøy	船隻	fartøy	船隻	N;INDF;NEUT;SG	N
fartøy	工藝	fartøy	工藝	N;INDF;NEUT;SG	N
fartøy	手藝	fartøy	手藝	N;INDF;NEUT;SG	N
dramatiker	劇作家	dramatiker	劇作家	N;INDF;MASC;SG	N
skribent	作家	skribent	作家	N;INDF;MASC;SG	N
skribent	作者	skribent	作者	N;INDF;MASC;SG	N
skribent	編劇	skribent	編劇	N;INDF;MASC;SG	N
redigering	編輯	redigering	編輯	N;INDF;FEM;SG	N
redigering	剪輯	redigering	剪輯	N;INDF;FEM;SG	N
redigering	編輯	redigering	編輯	N;INDF;FEM;SG	N
imperiet	帝國	imperium	帝國	N;DEF;NEUT;SG	N
gårder	農場	gårde	農場	N;INDF;NEUT;PL	N
gårder	農莊	gårde	農莊	N;INDF;NEUT;PL	N
virkning	特效	virkning	特效	N;INDF;FEM;SG	N
virkning	效果	virkning	效果	N;INDF;FEM;SG	N
virkning	效應	virkning	效應	N;INDF;FEM;SG	N
glede	快樂	glede	快樂	N;INDF;FEM;SG	N
glede	喜悅	glede	喜悅	N;INDF;FEM;SG	N
glede	歡樂	glede	歡樂	N;INDF;FEM;SG	N
skolene	學校	skole	學校	N;DEF;FEM;PL	N
elvis	貓	elvis	貓	N;INDF;MASC;SG	N
lønn	薪水	lønn	薪水	N;INDF;FEM;SG	N
lønn	工資	lønn	工資	N;INDF;FEM;SG	N
lønn	薪資	lønn	薪資	N;INDF;FEM;SG	N
lønn	薪金	lønn	薪金	N;INDF;FEM;SG	N
lønn	工資	lønn	工資	N;INDF;FEM;SG	N
fenomen	現象	fenomen	現象	N;INDF;NEUT;SG	N
fenomen	現象	fenomen	現象	N;INDF;NEUT;SG	N
nordic	北	nordic	北	N;INDF;MASC;SG	N
perspektiv	透視	perspektiv	透視	N;INDF;NEUT;SG	N
perspektiv	視角	perspektiv	視角	N;INDF;NEUT;SG	N
sjakk	象棋	sjakk	象棋	N;INDF;MASC;SG	N
sjakk	西洋	sjakk	西洋	N;INDF;MASC;SG	N
kulturer	文化	kulture	文化	N;INDF;FEM;PL	N
seter	席位	seter	席位	N;INDF;NEUT;SG	N
seter	座位	seter	座位	N;INDF;NEUT;SG	N
dreper	殺戮	drepe	殺戮	N;INDF;MASC;PL	N
dype	深層	dype	深層	N;INDF;NEUT;SG	N
autoritet	權威	autoritet	權威	N;INDF;MASC;SG	N
kvaliteten	素質	kvalitet	素質	N;DEF;MASC;SG	N
kvaliteten	品質	kvalitet	品質	N;DEF;MASC;SG	N
kvaliteten	優質	kvalitet	優質	N;DEF;MASC;SG	N
kvaliteten	質量	kvalitet	質量	N;DEF;MASC;SG	N
kreft	癌症	kreft	癌症	N;INDF;MASC;SG	N
kreft	癌	kreft	癌	N;INDF;MASC;SG	N
mellomrom	空格	mellomrom	空格	N;INDF;NEUT;SG	N
mellomrom	空間	mellomrom	空間	N;INDF;NEUT;SG	N
mellomrom	間	mellomrom	間	N;INDF;NEUT;SG	N
mellomrom	間	mellomrom	間	N;INDF;NEUT;SG	N
lurer	潛伏	lure	潛伏	V;IND;PRS;FIN	V
sjekke	檢查	sjekke	檢查	V;NFIN	V
orientering	方向	orientering	方向	N;INDF;FEM;SG	N
graven	墳	grav	墳	N;DEF;MASC;SG	N
graven	墓	grav	墓	N;DEF;MASC;SG	N
graven	墓穴	grav	墓穴	N;DEF;MASC;SG	N
graven	墳	grav	墳	N;DEF;MASC;SG	N
graven	墓	grav	墓	N;DEF;MASC;SG	N
graven	墳	grav	墳	N;DEF;MASC;SG	N
landbruk	農耕	landbruk	農耕	N;INDF;MASC;SG	N
landbruk	耕作	landbruk	耕作	N;INDF;MASC;SG	N
landbruk	務	landbruk	務	N;INDF;MASC;SG	N
landbruk	農業	landbruk	農業	N;INDF;MASC;SG	N
landbruk	農業	landbruk	農業	N;INDF;MASC;SG	N
regiment	團	regiment	團	N;INDF;NEUT;SG	N
regiment	兵團	regiment	兵團	N;INDF;NEUT;SG	N
kritikere	評論	kritikere	評論	V;NFIN	V
kritikere	批評	kritikere	批評	V;NFIN	V
lykke	幸福	lykke	幸福	N;INDF;FEM;SG	N
angel	天使	angel	天使	N;INDF;MASC;SG	N
parameter	參數	parameter	參數	N;INDF;MASC;SG	N
standarden	標準	standard	標準	N;DEF;MASC;SG	N
flukt	越獄	flukt	越獄	N;INDF;FEM;SG	N
racing	賽車	racing	賽車	N;INDF;MASC;SG	N
utdelingen	獎勵	utdeling	獎勵	N;DEF;MASC;SG	N
utdelingen	獎	utdeling	獎	N;DEF;MASC;SG	N
svake	虛弱	svak	虛弱	ADJ;PL	ADJ
svake	軟弱	svak	軟弱	ADJ;PL	ADJ
svake	薄弱	svak	薄弱	ADJ;PL	ADJ
blokker	區塊	blokke	區塊	N;INDF;FEM;PL	N
soul	靈魂	soul	靈魂	N;INDF;MASC;SG	N
bedrift	公司	bedrift	公司	N;INDF;FEM;SG	N
bedrift	企業	bedrift	企業	N;INDF;FEM;SG	N
bedrift	業務	bedrift	業務	N;INDF;FEM;SG	N
bedrift	商業	bedrift	商業	N;INDF;FEM;SG	N
bedrift	商務	bedrift	商務	N;INDF;FEM;SG	N
holdning	態度	holdning	態度	N;INDF;FEM;SG	N
koordinater	坐標	koordinater	坐標	N;INDF;MASC;SG	N
koordinater	座	koordinater	座	N;INDF;MASC;SG	N
turen	旅行	tur	旅行	N;DEF;MASC;SG	N
turen	行程	tur	行程	N;DEF;MASC;SG	N
omsetning	週轉	omsetning	週轉	N;INDF;FEM;SG	N
omsetning	收益	omsetning	收益	N;INDF;FEM;SG	N
omsetning	稅	omsetning	稅	N;INDF;FEM;SG	N
omsetning	收入	omsetning	收入	N;INDF;FEM;SG	N
kanon	大炮	kanon	大炮	N;INDF;MASC;SG	N
kanon	砲	kanon	砲	N;INDF;MASC;SG	N
kanon	炮	kanon	炮	N;INDF;MASC;SG	N
samler	收集	samle	收集	V;IND;PRS;FIN	V
samler	收集	samle	收集	V;IND;PRS;FIN	V
samler	聚集	samle	聚集	V;IND;PRS;FIN	V
foredrag	講課	foredrag	講課	N;INDF;NEUT;SG	N
foredrag	演講	foredrag	演講	N;INDF;NEUT;SG	N
parlament	國會	parlament	國會	N;INDF;NEUT;SG	N
parlament	議會	parlament	議會	N;INDF;NEUT;SG	N
pattedyr	哺乳	pattedyr	哺乳	N;INDF;NEUT;SG	N
pattedyr	哺乳	pattedyr	哺乳	N;INDF;NEUT;SG	N
posisjoner	職位	posisjon	職位	N;INDF;MASC;SG	N
posisjoner	地點	posisjon	地點	N;INDF;MASC;SG	N
jente	女生	jente	女生	N;INDF;FEM;SG	N
jente	姑娘	jente	姑娘	N;INDF;FEM;SG	N
jente	女孩	jente	女孩	N;INDF;FEM;SG	N
erobre	征服	erober	征服	V;NFIN	V
erobre	征服	erober	征服	V;NFIN	V
generasjoner	世代	generasjon	世代	N;INDF;MASC;PL	N
ringer	呼叫	ringer	呼叫	V;IND;PRS;FIN	V
hanner	男性	hanne	男性	N;INDF;FEM;PL	N
hjernen	腦子	hjern	腦子	N;DEF;MASC;SG	N
hjernen	大腦	hjern	大腦	N;DEF;MASC;SG	N
hjernen	腦	hjern	腦	N;DEF;MASC;SG	N
hjernen	腦	hjern	腦	N;DEF;MASC;SG	N
hjernen	腦子	hjern	腦子	N;DEF;MASC;SG	N
hjernen	頭腦	hjern	頭腦	N;DEF;MASC;SG	N
hjernen	腦	hjern	腦	N;DEF;MASC;SG	N
hjernen	大腦	hjern	大腦	N;DEF;MASC;SG	N
hjernen	腦	hjern	腦	N;DEF;MASC;SG	N
tilhenger	追隨	tilhenger	追隨	V;IND;PRS;FIN	V
overflate	表面	overflate	表面	N;INDF;FEM;SG	N
overflate	地面	overflate	地面	N;INDF;FEM;SG	N
overflate	地表	overflate	地表	N;INDF;FEM;SG	N
velstående	繁榮	velstående	繁榮	N;INDF;MASC;SG	N
inngangen	入場	inngang	入場	N;DEF;MASC;SG	N
inngangen	入口	inngang	入口	N;DEF;MASC;SG	N
runder	四捨	runder	四捨	N;INDF;FEM;PL	N
busker	灌木	buske	灌木	N;INDF;FEM;PL	N
hjemmet	家	hjem	家	N;DEF;NEUT;SG	N
hjemmet	住家	hjem	住家	N;DEF;NEUT;SG	N
måneden	月	måned	月	N;DEF;MASC;SG	N
måneden	個	måned	個	N;DEF;MASC;SG	N
måneden	月份	måned	月份	N;DEF;MASC;SG	N
sanskrit	梵語	sanskrit	梵語	N;INDF;NEUT;SG	N
biografier	傳記	biografi	傳記	N;INDF;MASC;SG	N
ørn	老鷹	ørn	老鷹	N;INDF;FEM;SG	N
ørn	雕	ørn	雕	N;INDF;FEM;SG	N
ørn	鵰	ørn	鵰	N;INDF;FEM;SG	N
fenomenet	現象	fenomen	現象	N;DEF;NEUT;SG	N
studentene	學生	student	學生	N;DEF;FEM;PL	N
secret	秘密	secre	秘密	N;DEF;NEUT;SG	N
hammer	錘	hamme	錘	N;INDF;MASC;SG	N
hammer	錘子	hamme	錘子	N;INDF;MASC;SG	N
hammer	槌	hamme	槌	N;INDF;MASC;SG	N
kant	邊緣	kant	邊緣	N;INDF;MASC;SG	N
restaurant	飯店	restaurant	飯店	N;INDF;MASC;SG	N
restaurant	餐廳	restaurant	餐廳	N;INDF;MASC;SG	N
restaurant	餐館	restaurant	餐館	N;INDF;MASC;SG	N
huden	肌膚	hud	肌膚	N;DEF;MASC;SG	N
sjeldent	稀有	sjeldent	稀有	N;INDF;MASC;SG	N
sjeldent	罕見	sjeldent	罕見	N;INDF;MASC;SG	N
bundet	捆綁	bund	捆綁	N;DEF;NEUT;SG	N
turisme	旅遊	turisme	旅遊	N;INDF;MASC;SG	N
uenighet	分歧	uenighet	分歧	N;INDF;MASC;SG	N
classic	經典	classic	經典	N	N
classic	古典	classic	古典	N	N
halvøy	半島	halvøy	半島	N;INDF;FEM;SG	N
ånd	精神	ånd	精神	N;INDF;FEM;SG	N
sone	區	sone	區	N;INDF;FEM;SG	N
sone	區域	sone	區域	N;INDF;FEM;SG	N
diamond	金剛	diamond	金剛	N;INDF;MASC;SG	N
diamond	鑽石	diamond	鑽石	N;INDF;MASC;SG	N
fotografier	照片	fotografi	照片	N;INDF;FEM;PL	N
fotografier	像片	fotografi	像片	N;INDF;FEM;PL	N
fotografier	像片	fotografi	像片	N;INDF;FEM;PL	N
fotografier	照片	fotografi	照片	N;INDF;FEM;PL	N
blood	血液	blood	血液	N;INDF;SG	N
blood	血	blood	血	N;INDF;SG	N
blood	血跡	blood	血跡	N;INDF;SG	N
blood	鮮血	blood	鮮血	N;INDF;SG	N
merker	品牌	merke	品牌	N;INDF;FEM;PL	N
merker	徽章	merke	徽章	N;INDF;FEM;PL	N
bildetekst	標題	bildetekst	標題	N;INDF;MASC;SG	N
risiko	風險	risiko	風險	N;INDF;MASC;SG	N
risiko	風險	risiko	風險	N;INDF;MASC;SG	N
marked	市場	marked	市場	N;INDF;MASC;SG	N
kongedømme	王國	kongedømme	王國	N;INDF;NEUT;SG	N
kongedømme	國度	kongedømme	國度	N;INDF;NEUT;SG	N
ice	冰塊	ice	冰塊	N;INDF;SG	N
ice	冰	ice	冰	N;INDF;SG	N
skjebne	天命	skjebe	天命	N;INDF;FEM;SG	N
skjebne	命運	skjebe	命運	N;INDF;FEM;SG	N
skjebne	命運	skjebe	命運	N;INDF;FEM;SG	N
eiere	業	eiere	業	N;INDF;NEUT;SG	N
pass	護照	pass	護照	N;INDF;NEUT;SG	N
pass	護照	pass	護照	N;INDF;NEUT;SG	N
svakt	虛弱	svak	虛弱	ADJ;INDF;NEUT;SG	ADJ
svakt	軟弱	svak	軟弱	ADJ;INDF;NEUT;SG	ADJ
svakt	薄弱	svak	薄弱	ADJ;INDF;NEUT;SG	ADJ
express	快車	express	快車	N	N
express	特快	express	特快	N	N
illustrasjoner	插圖	illustrasjon	插圖	N;INDF;MASC;SG	N
symptomer	症狀	symptom	症狀	N;INDF;NEUT;PL	N
arrangementet	事件	arrangement	事件	N;DEF;NEUT;SG	N
arrangementet	活動	arrangement	活動	N;DEF;NEUT;SG	N
qing	青	qing	青	N	N
enke	寡婦	enke	寡婦	N;INDF;FEM;SG	N
enke	遺孀	enke	遺孀	N;INDF;FEM;SG	N
enke	寡婦	enke	寡婦	N;INDF;FEM;SG	N
gårdene	農場	gårde	農場	N;DEF;FEM;PL	N
gårdene	農莊	gårde	農莊	N;DEF;FEM;PL	N
nivåer	關卡	nivåe	關卡	N;INDF;FEM;PL	N
nettsteder	網站	nettstede	網站	N;INDF;MASC;SG	N
øyet	眼	øy	眼	N;DEF;NEUT;SG	N
øyet	眼睛	øy	眼睛	N;DEF;NEUT;SG	N
fetter	表姐	fetter	表姐	N;INDF;MASC;SG	N
fetter	表妹	fetter	表妹	N;INDF;MASC;SG	N
fetter	表弟	fetter	表弟	N;INDF;MASC;SG	N
fetter	表哥	fetter	表哥	N;INDF;MASC;SG	N
rugby	橄欖	rugby	橄欖	N;INDF;NEUT;SG	N
operaen	歌劇	opera	歌劇	N;DEF;MASC;SG	N
dialekter	方言	dialekter	方言	N;INDF;FEM;PL	N
hesten	馬	hest	馬	N;DEF;MASC;SG	N
hesten	馬匹	hest	馬匹	N;DEF;MASC;SG	N
gutten	男孩	gutt	男孩	N;DEF;MASC;SG	N
undersøke	調查	undersøke	調查	V;NFIN	V
fremmede	陌生	fremme	陌生	N;INDF;MASC;SG	N
bibliografi	書目	bibliografi	書目	N;INDF;MASC;SG	N
natural	天然	natural	天然	ADJ;INDF;SG	ADJ
mur	壁	mur	壁	N;INDF;MASC;SG	N
mur	牆壁	mur	牆壁	N;INDF;MASC;SG	N
mur	圍牆	mur	圍牆	N;INDF;MASC;SG	N
mur	牆	mur	牆	N;INDF;MASC;SG	N
channel	頻道	channel	頻道	N;INDF;MASC;SG	N
channel	海峽	channel	海峽	N;INDF;MASC;SG	N
channel	通道	channel	通道	N;INDF;MASC;SG	N
retninger	方向	retning	方向	N;INDF;FEM;PL	N
aktører	演員	aktører	演員	N;INDF;FEM;PL	N
bokser	方	bokse	方	N;INDF;NEUT;SG	N
