ben	本	ben	本		
olvasók	讀者	olvasó	讀者	N;NOM;PL	N
sérülés	損傷	sérülés	損傷	N;NOM;SG	N
sérülés	損傷	sérülés	損傷	N;NOM;SG	N
sérülés	損壞	sérülés	損壞	N;NOM;SG	N
sérülés	損害	sérülés	損害	N;NOM;SG	N
sort	划	sor	划	N;ACC;SG	N
sort	排	sor	排	N;ACC;SG	N
hétköznapi	普通	hétköznapi	普通	ADJ;NOM;SG	ADJ
szavazatok	選票	szavazat	選票	N;NOM;PL	N
szerkesztése	編輯	szerkesztés	編輯	N;NOM;SG	N
érzelmi	情感	érzelmi	情感	N;NOM;SG	N
réz	銅礦	réz	銅礦	N;NOM;SG	N
réz	銅	réz	銅	N;NOM;SG	N
turisták	觀光	turista	觀光	N;NOM;PL	N
turisták	遊客	turista	遊客	N;NOM;PL	N
turisták	遊客	turista	遊客	N;NOM;PL	N
turisták	旅遊	turista	旅遊	N;NOM;PL	N
ügyek	案例	ügy	案例	N;NOM;PL	N
folyadék	液體	folyadék	液體	N;NOM;SG	N
folyadék	液體	folyadék	液體	N;NOM;SG	N
folyadék	液	folyadék	液	N;NOM;SG	N
folyadék	流體	folyadék	流體	N;NOM;SG	N
folyadék	液體	folyadék	液體	N;NOM;SG	N
folyadék	液	folyadék	液	N;NOM;SG	N
folyadék	液態	folyadék	液態	N;NOM;SG	N
szeretet	戀愛	szeretet	戀愛	N;NOM;SG	N
szeretet	愛情	szeretet	愛情	N;NOM;SG	N
tél	冬	tél	冬	N;NOM;SG	N
tél	冬季	tél	冬季	N;NOM;SG	N
tél	冬天	tél	冬天	N;NOM;SG	N
büntetés	罰	büntetés	罰	N;NOM;SG	N
büntetés	懲罰	büntetés	懲罰	N;NOM;SG	N
büntetés	處罰	büntetés	處罰	N;NOM;SG	N
büntetés	刑罰	büntetés	刑罰	N;NOM;SG	N
büntetés	刑罰	büntetés	刑罰	N;NOM;SG	N
büntetés	懲罰	büntetés	懲罰	N;NOM;SG	N
büntetés	處罰	büntetés	處罰	N;NOM;SG	N
büntetés	拘留	büntetés	拘留	N;NOM;SG	N
büntetés	拘留	büntetés	拘留	N;NOM;SG	N
honda	本田	honda	本田	N;NOM;SG	N
ünnep	假期	ünnep	假期	N;NOM;SG	N
ünnep	假日	ünnep	假日	N;NOM;SG	N
ünnep	節日	ünnep	節日	N;NOM;SG	N
ünnep	慶典	ünnep	慶典	N;NOM;SG	N
tisztán	純	tiszta	純		
színpadon	舞台	színpad	舞台	N;ON+ESS;SG	N
színpadon	階段	színpad	階段	N;ON+ESS;SG	N
hálózati	網路	hálózat	網路	N;NOM;SG	N
hálózati	網	hálózat	網	N;NOM;SG	N
buszok	公車	busz	公車	N;NOM;PL	N
buszok	巴士	busz	巴士	N;NOM;PL	N
zászlóalj	營	zászlóalj	營	N;NOM;SG	N
tengerparti	海邊	tengerparti	海邊	N;NOM;SG	N
zsinagóga	會堂	zsinagóga	會堂	N;NOM;SG	N
kezelni	處理	kezel	處理	V;NFIN;ACT	V
kezelni	對待	kezel	對待	V;NFIN;ACT	V
váltó	齒輪	váltó	齒輪	N;NOM;SG	N
váltó	中	váltó	中	N;NOM;SG	N
váltó	接力	váltó	接力	N;NOM;SG	N
kiállítások	展覽	kiállítás	展覽	N;NOM;PL	N
kiállítások	展覽	kiállítás	展覽	N;NOM;PL	N
kerülni	避免	kerül	避免	V;NFIN;ACT	V
munkatársai	同事	munkatárs	同事	N;NOM;PL	N
mozog	感動	mozog	感動	V;INDF;IND;SG;3;PRS;FIN;ACT	V
hatóság	權威	hatóság	權威	N;NOM;SG	N
ügynök	特工	ügynök	特工	N;NOM;SG	N
körök	圈	körök	圈	N;NOM;PL	N
körök	圈子	körök	圈子	N;NOM;PL	N
körök	圓圈	körök	圓圈	N;NOM;PL	N
gondolkodás	思維	gondolkodás	思維	N;NOM;SG	N
gondolkodás	思考	gondolkodás	思考	N;NOM;SG	N
közelben	周邊	közel	周邊	N;IN+ESS;SG	N
közelben	鄰近	közel	鄰近	N;IN+ESS;SG	N
közelben	附近	közel	附近	N;IN+ESS;SG	N
érdeklődés	興趣	érdeklődés	興趣	N;NOM;SG	N
érdeklődés	利息	érdeklődés	利息	N;NOM;SG	N
autók	車	autó	車	N;NOM;PL	N
autók	汽車	autó	汽車	N;NOM;PL	N
barátnője	女友	barát	女友	N;NOM;SG	N
barátnője	女	barát	女	N;NOM;SG	N
útmutató	指南	útmutató	指南	N;NOM;SG	N
útmutató	指引	útmutató	指引	N;NOM;SG	N
útmutató	嚮導	útmutató	嚮導	N;NOM;SG	N
útmutató	指令	útmutató	指令	N;NOM;SG	N
telepített	安裝	telepít	安裝	V;INDF;IND;SG;3;PST;FIN;ACT	V
hullám	海浪	hullám	海浪	N;NOM;SG	N
hullám	波浪	hullám	波浪	N;NOM;SG	N
hullám	浪潮	hullám	浪潮	N;NOM;SG	N
hullám	波	hullám	波	N;NOM;SG	N
hullám	波浪	hullám	波浪	N;NOM;SG	N
tünetek	症狀	tűnet	症狀	N;NOM;PL	N
tünetek	症狀	tűnet	症狀	N;NOM;PL	N
irányelvek	指令	irányelvek	指令	N;NOM;PL	N
oxigén	氧氣	orige	氧氣	N;NOM;SG	N
oxigén	氧	orige	氧	N;NOM;SG	N
kiválasztott	選取	kiválasztott	選取	V;INDF;IND;SG;3;PST;FIN;ACT	V
futball	足球	futball	足球	N;NOM;SG	N
futball	足球	futball	足球	N;NOM;SG	N
futball	美式	futball	美式	N;NOM;SG	N
futball	橄欖	futball	橄欖	N;NOM;SG	N
ajánlotta	推薦	ajánl	推薦	V;DEF;IND;SG;3;PST;FIN;ACT	V
nemesség	高尚	nemesség	高尚	N;NOM;SG	N
nemesség	貴族	nemesség	貴族	N;NOM;SG	N
tiltott	禁止	tilt	禁止	V;INDF;IND;SG;3;PST;FIN;ACT	V
tiltott	違禁	tilt	違禁	V;INDF;IND;SG;3;PST;FIN;ACT	V
tiltott	禁止	tilt	禁止	V;INDF;IND;SG;3;PST;FIN;ACT	V
ügyvezető	署長	ügyvezető	署長	N;NOM;SG	N
kifejezések	片語	kifejezés	片語	N;NOM;PL	N
kifejezések	術語	kifejezés	術語	N;NOM;PL	N
kifejezések	條款	kifejezés	條款	N;NOM;PL	N
jég	冰塊	jég	冰塊	N;NOM;SG	N
jég	冰	jég	冰	N;NOM;SG	N
novella	中篇	novel	中篇	N;NOM;SG	N
röplabda	排球	röplabda	排球	N;NOM;SG	N
áldozat	犧牲	áldozat	犧牲	N;NOM;SG	N
áldozat	死者	áldozat	死者	N;NOM;SG	N
mentális	心智	mentális	心智	N;NOM;SG	N
mentális	心理	mentális	心理	N;NOM;SG	N
mentális	精神	mentális	精神	N;NOM;SG	N
alapos	徹底	alapos	徹底		
körzetben	半徑	körzet	半徑	N;IN+ESS;SG	N
csomó	結	csomó	結		
mészkő	石灰	mészkő	石灰	N;NOM;SG	N
mennyiség	體積	mennyiség	體積	N;NOM;SG	N
mennyiség	音量	mennyiség	音量	N;NOM;SG	N
mennyiség	數量	mennyiség	數量	N;NOM;SG	N
mennyiség	數量	mennyiség	數量	N;NOM;SG	N
mennyiség	量	mennyiség	量	N;NOM;SG	N
börtönben	監獄	börtönben	監獄	N;IN+ESS;SG	N
költ	花費	költ	花費	V;INDF;IND;SG;3;PRS;FIN;ACT	V
költ	花費	költ	花費	V;INDF;IND;SG;3;PRS;FIN;ACT	V
pozíció	職位	pozíció	職位	N;NOM;SG	N
pozíció	位置	pozíció	位置	N;NOM;SG	N
pozíció	立場	pozíció	立場	N;NOM;SG	N
pozíció	職位	pozíció	職位	N;NOM;SG	N
záró	決賽	záró	決賽	N;NOM;SG	N
megfelelője	等	megfelelő	等	N;NOM;SG	N
unokaöccse	外甥	unokaöccs	外甥	N;NOM;SG	N
unokaöccse	侄子	unokaöccs	侄子	N;NOM;SG	N
lakatos	鎖匠	lakatos	鎖匠		
könyvtárban	圖書	könyvtár	圖書	N;IN+ESS;SG	N
viszony	外遇	viszony	外遇	N;NOM;SG	N
erőszak	暴力	erősz	暴力	N;NOM;SG	N
erőszak	強	erősz	強	N;NOM;SG	N
megjegyzések	意見	megjegyzés	意見	N;NOM;PL	N
szakemberek	專業	szakember	專業	N;NOM;PL	N
szakemberek	從業	szakember	從業	N;NOM;PL	N
becsült	估計	becsül	估計	V;INDF;IND;SG;3;PST;FIN;ACT	V
becsült	預估	becsül	預估	V;INDF;IND;SG;3;PST;FIN;ACT	V
becsült	估計	becsül	估計	V;INDF;IND;SG;3;PST;FIN;ACT	V
becsült	預估	becsül	預估	V;INDF;IND;SG;3;PST;FIN;ACT	V
hatások	特效	hatás	特效	N;NOM;PL	N
hatások	效應	hatás	效應	N;NOM;PL	N
hatások	效果	hatás	效果	N;NOM;PL	N
veszteségek	虧損	veszteség	虧損	N;NOM;PL	N
veszteségek	損失	veszteség	損失	N;NOM;PL	N
veszteségek	虧損	veszteség	虧損	N;NOM;PL	N
veszteségek	損失	veszteség	損失	N;NOM;PL	N
nintendo	任天	nintendo	任天	N;NOM;SG	N
mechanikai	機械	mechanikai	機械	N;NOM;SG	N
járőr	巡邏	járőr	巡邏	N;NOM;SG	N
domb	山	domb	山	N;NOM;SG	N
megyék	各州	megyék	各州	N;NOM;PL	N
megyék	各縣	megyék	各縣	N;NOM;PL	N
szórakoztató	藝人	szórakoztató	藝人	N;NOM;SG	N
szórakoztató	娛樂	szórakoztató	娛樂	N;NOM;SG	N
szórakoztató	娛樂	szórakoztató	娛樂	N;NOM;SG	N
viszonya	外遇	viszony	外遇	N;NOM;SG	N
páncélos	盔甲	páncélos	盔甲	N;NOM;SG	N
páncélos	裝甲	páncélos	裝甲	N;NOM;SG	N
páncélos	裝甲	páncélos	裝甲	N;NOM;SG	N
páncélos	裝甲	páncélos	裝甲	N;NOM;SG	N
menetrend	附表	menetrend	附表	N;NOM;SG	N
tükör	鏡子	tükör	鏡子	N;NOM;SG	N
tükör	鏡	tükör	鏡	N;NOM;SG	N
tükör	鏡子	tükör	鏡子	N;NOM;SG	N
megtalálni	找到	meg+talál	找到	V;NFIN;ACT	V
megtalálni	尋找	meg+talál	尋找	V;NFIN;ACT	V
gyógyszer	藥品	gyógyszer	藥品	N;NOM;SG	N
gyógyszer	藥物	gyógyszer	藥物	N;NOM;SG	N
gyógyszer	醫學	gyógyszer	醫學	N;NOM;SG	N
gyógyszer	藥	gyógyszer	藥	N;NOM;SG	N
gyógyszer	醫藥	gyógyszer	醫藥	N;NOM;SG	N
gyógyszer	藥物	gyógyszer	藥物	N;NOM;SG	N
sír	墳	sír	墳	N;NOM;SG	N
sír	墓	sír	墓	N;NOM;SG	N
sír	墓穴	sír	墓穴	N;NOM;SG	N
sír	墳	sír	墳	N;NOM;SG	N
sír	墓	sír	墓	N;NOM;SG	N
sír	墳	sír	墳	N;NOM;SG	N
érv	論證	érv	論證	N;NOM;SG	N
érv	論據	érv	論據	N;NOM;SG	N
érv	論點	érv	論點	N;NOM;SG	N
egyesített	統一	egyesített	統一	V;INDF;IND;SG;3;PST;FIN;ACT	V
megérkezett	抵達	meg+érkezik	抵達	V;INDF;IND;SG;3;PST;FIN;ACT	V
megérkezett	到	meg+érkezik	到	V;INDF;IND;SG;3;PST;FIN;ACT	V
műholdak	衛星	műhold	衛星	N;NOM;PL	N
koronát	冠	korona	冠	N;ACC;SG	N
koronát	皇冠	korona	皇冠	N;ACC;SG	N
őrnagy	少校	őrnagy	少校	N;NOM;SG	N
nőstények	女性	nőstény	女性	N;NOM;PL	N
tartományok	幅度	tartomány	幅度	N;NOM;PL	N
tartományok	範圍	tartomány	範圍	N;NOM;PL	N
tartományok	網域	tartomány	網域	N;NOM;PL	N
tartományok	域	tartomány	域	N;NOM;PL	N
tartományok	省份	tartomány	省份	N;NOM;PL	N
tartományok	各省	tartomány	各省	N;NOM;PL	N
vállalkozás	創業	vállalkozás	創業	N;NOM;SG	N
vállalkozás	企業	vállalkozás	企業	N;NOM;SG	N
orbitális	軌道	orbitális	軌道	N;NOM;SG	N
itthon	首頁	itthon	首頁		
gyártás	產量	gyártás	產量	N;NOM;SG	N
elmaradt	錯過	el+marad	錯過	V;INDF;IND;SG;3;PST;FIN;ACT	V
ellenfele	對手	ellenfele	對手	N;NOM;SG	N
özvegye	遺孀	özvegy	遺孀	N;NOM;SG	N
özvegye	寡婦	özvegy	寡婦	N;NOM;SG	N
földrajz	地理	földrajz	地理	N;NOM;SG	N
földrajz	地理	földrajz	地理	N;NOM;SG	N
földrajz	地域	földrajz	地域	N;NOM;SG	N
földrajz	地理	földrajz	地理	N;NOM;SG	N
tanulók	學生	tanuló	學生	N;NOM;PL	N
szőlő	葡萄	szőlő	葡萄	N;NOM;SG	N
szőlő	葡萄	szőlő	葡萄	N;NOM;SG	N
kislány	女生	kislány	女生	N;NOM;SG	N
kislány	姑娘	kislány	姑娘	N;NOM;SG	N
kislány	女孩	kislány	女孩	N;NOM;SG	N
sós	食鹽	sós	食鹽	N;NOM;SG	N
sós	鹽	sós	鹽	N;NOM;SG	N
sós	鹹	sós	鹹	N;NOM;SG	N
fája	樹	fája	樹	N;NOM;SG	N
fája	樹木	fája	樹木	N;NOM;SG	N
ellenőrizni	驗證	ellenőriz	驗證	V;NFIN;ACT	V
lovagok	騎士	lovag	騎士	N;NOM;PL	N
fogságban	俘虜	fogság	俘虜	N;IN+ESS;SG	N
demokrácia	民主	demokrácia	民主	N;NOM;SG	N
belvárosi	市區	belvárosi	市區	N;NOM;SG	N
forgatás	拍戲	forgatás	拍戲	N;NOM;SG	N
forgatás	集	forgatás	集	N;NOM;SG	N
forgatás	射擊	forgatás	射擊	N;NOM;SG	N
forgatás	槍擊	forgatás	槍擊	N;NOM;SG	N
generáció	世代	generáció	世代	N;NOM;SG	N
festmény	畫	festmény	畫	N;NOM;SG	N
festmény	油畫	festmény	油畫	N;NOM;SG	N
festmény	繪畫	festmény	繪畫	N;NOM;SG	N
vízesés	瀑布	vízesés	瀑布	N;NOM;SG	N
vízesés	瀑布	vízesés	瀑布	N;NOM;SG	N
vízesés	瀑布	vízesés	瀑布	N;NOM;SG	N
tudat	知覺	tudat	知覺	N;NOM;SG	N
tudat	意識	tudat	意識	N;NOM;SG	N
utas	乘客	utas	乘客	N;NOM;SG	N
utas	旅客	utas	旅客	N;NOM;SG	N
utas	乘客	utas	乘客	N;NOM;SG	N
utas	旅客	utas	旅客	N;NOM;SG	N
helytelen	錯	helytelen	錯		
feltételezett	假定	feltételezett	假定	V;INDF;IND;SG;3;PST;FIN;ACT	V
feltételezett	涉嫌	feltételezett	涉嫌	V;INDF;IND;SG;3;PST;FIN;ACT	V
feltételezett	疑似	feltételezett	疑似	V;INDF;IND;SG;3;PST;FIN;ACT	V
feltételezett	推定	feltételezett	推定	V;INDF;IND;SG;3;PST;FIN;ACT	V
feltételezett	假定	feltételezett	假定	V;INDF;IND;SG;3;PST;FIN;ACT	V
építmény	結構	építmény	結構	N;NOM;SG	N
galaxis	星系	galaxis	星系	N;NOM;SG	N
üzemanyag	燃料	üzemanyag	燃料	N;NOM;SG	N
üzemanyag	燃油	üzemanyag	燃油	N;NOM;SG	N
aréna	舞台	aréna	舞台	N;NOM;SG	N
aréna	體育	aréna	體育	N;NOM;SG	N
idézet	引文	idézet	引文	N;NOM;SG	N
idézet	引文	idézet	引文	N;NOM;SG	N
meghaladja	超過	meg+halad	超過	V;DEF;IND;SG;3;PRS;FIN;ACT	V
nyilvánosság	宣傳	nyilvánosság	宣傳	N;NOM;SG	N
nyilvánosság	公眾	nyilvánosság	公眾	N;NOM;SG	N
fényképek	照片	fénykép	照片	N;NOM;PL	N
fényképek	像片	fénykép	像片	N;NOM;PL	N
fényképek	像片	fénykép	像片	N;NOM;PL	N
fényképek	照片	fénykép	照片	N;NOM;PL	N
fényképek	圖片	fénykép	圖片	N;NOM;PL	N
fényképek	像片	fénykép	像片	N;NOM;PL	N
fényképek	圖畫	fénykép	圖畫	N;NOM;PL	N
fényképek	照片	fénykép	照片	N;NOM;PL	N
fényképek	像片	fénykép	像片	N;NOM;PL	N
fényképek	照片	fénykép	照片	N;NOM;PL	N
szabvány	標準	szabvány	標準	N;NOM;SG	N
civilizáció	文明	civilizáció	文明	N;NOM;SG	N
biológia	生物	biológia	生物	N;NOM;SG	N
biológia	生物	biológia	生物	N;NOM;SG	N
pályázat	比賽	pályázat	比賽	N;NOM;SG	N
pályázat	競賽	pályázat	競賽	N;NOM;SG	N
pályázat	溫柔	pályázat	溫柔	N;NOM;SG	N
pályázat	提案	pályázat	提案	N;NOM;SG	N
hallgatók	學生	hallgató	學生	N;NOM;PL	N
hallgatók	聽眾	hallgató	聽眾	N;NOM;PL	N
testvér	弟弟	testvér	弟弟	N;NOM;SG	N
testvér	師兄	testvér	師兄	N;NOM;SG	N
testvér	哥哥	testvér	哥哥	N;NOM;SG	N
testvér	兄弟	testvér	兄弟	N;NOM;SG	N
éghajlat	氣候	éghajlat	氣候	N;NOM;SG	N
lázadás	叛亂	lázadás	叛亂	N;NOM;SG	N
lázadás	起義	lázadás	起義	N;NOM;SG	N
lázadás	叛亂	lázadás	叛亂	N;NOM;SG	N
lázadás	叛變	lázadás	叛變	N;NOM;SG	N
lázadás	暴動	lázadás	暴動	N;NOM;SG	N
lázadás	暴亂	lázadás	暴亂	N;NOM;SG	N
lázadás	叛亂	lázadás	叛亂	N;NOM;SG	N
lázadás	叛逆	lázadás	叛逆	N;NOM;SG	N
berendezések	裝備	berendezés	裝備	N;NOM;PL	N
berendezések	電器	berendezés	電器	N;NOM;PL	N
berendezések	裝置	berendezés	裝置	N;NOM;PL	N
berendezések	設施	berendezés	設施	N;NOM;PL	N
berendezések	裝置	berendezés	裝置	N;NOM;PL	N
növeli	增加	növel	增加	V;DEF;IND;SG;3;PRS;FIN;ACT	V
vitamin	維他	vitami	維他	N;NOM;SG	N
vitamin	維他	vitami	維他	N;NOM;SG	N
osztott	共用	osztott	共用	V;INDF;IND;SG;3;PST;FIN;ACT	V
osztott	共享	osztott	共享	V;INDF;IND;SG;3;PST;FIN;ACT	V
osztott	分享	osztott	分享	V;INDF;IND;SG;3;PST;FIN;ACT	V
osztott	分布	osztott	分布	V;INDF;IND;SG;3;PST;FIN;ACT	V
osztott	分割	osztott	分割	V;INDF;IND;SG;3;PST;FIN;ACT	V
szoba	房間	szoba	房間	N;NOM;SG	N
szoba	房	szoba	房	N;NOM;SG	N
szoba	客房	szoba	客房	N;NOM;SG	N
szoba	房間	szoba	房間	N;NOM;SG	N
levegőben	空中	levégő	空中	N;IN+ESS;SG	N
levegőben	空降	levégő	空降	N;IN+ESS;SG	N
különbségek	差異	különbség	差異	N;NOM;PL	N
különbségek	差額	különbség	差額	N;NOM;PL	N
különbségek	分歧	különbség	分歧	N;NOM;PL	N
gála	獎勵	gála	獎勵	N;NOM;SG	N
gála	獎	gála	獎	N;NOM;SG	N
gála	盛會	gála	盛會	N;NOM;SG	N
gála	晚會	gála	晚會	N;NOM;SG	N
gdp	gdp	gdp	gdp	N;NOM;SG	N
felújított	翻修	felújított	翻修	V;INDF;IND;SG;3;PST;FIN;ACT	V
berendezés	裝置	berendezés	裝置	N;NOM;SG	N
berendezés	裝備	berendezés	裝備	N;NOM;SG	N
berendezés	儀器	berendezés	儀器	N;NOM;SG	N
berendezés	器械	berendezés	器械	N;NOM;SG	N
molekuláris	分子	molekuláris	分子	N;NOM;SG	N
tető	屋頂	tető	屋頂	N;NOM;SG	N
forgatókönyvet	劇本	forgatókönyv	劇本	N;NOM;PL	N
forgatókönyvet	編劇	forgatókönyv	編劇	N;NOM;PL	N
forgatókönyvet	電影	forgatókönyv	電影	N;NOM;PL	N
forgatókönyvet	劇本	forgatókönyv	劇本	N;NOM;PL	N
analóg	模擬	analóg	模擬	N;NOM;SG	N
analóg	類比	analóg	類比	N;NOM;SG	N
analóg	模擬	analóg	模擬	N;NOM;SG	N
prototípus	原型	prototípus	原型	N;NOM;SG	N
prototípus	原型	prototípus	原型	N;NOM;SG	N
falak	牆壁	fal	牆壁	N;NOM;PL	N
falak	城牆	fal	城牆	N;NOM;PL	N
falak	牆	fal	牆	N;NOM;PL	N
bogarak	蟲子	bogarak	蟲子	N;NOM;PL	N
bogarak	臭蟲	bogarak	臭蟲	N;NOM;PL	N
superman	超人	superman	超人	N;NOM;SG	N
mount	山	mount	山	N;NOM;SG	N
kard	劍	kard	劍	N;NOM;SG	N
kard	刀	kard	刀	N;NOM;SG	N
kard	劍	kard	劍	N;NOM;SG	N
kard	寶劍	kard	寶劍	N;NOM;SG	N
veszély	危害	veszély	危害	N;NOM;SG	N
veszély	危險	veszély	危險	N;NOM;SG	N
sorrend	序列	sorrend	序列	N;NOM;SG	N
sorrend	數列	sorrend	數列	N;NOM;SG	N
sorrend	順序	sorrend	順序	N;NOM;SG	N
szanszkrit	梵語	szanszkrit	梵語	N;NOM;SG	N
fiuk	男生	fiuk	男生	N;NOM;SG	N
fiuk	男孩	fiuk	男孩	N;NOM;SG	N
fiuk	兒子	fiuk	兒子	N;NOM;SG	N
omega	ō	omega	ō		
emlék	記憶	emlék	記憶	N;NOM;SG	N
emlék	記憶	emlék	記憶	N;NOM;SG	N
emlék	記憶	emlék	記憶	N;NOM;SG	N
emlék	記憶	emlék	記憶	N;NOM;SG	N
tenisz	網球	tenisz	網球	N;NOM;SG	N
gyülekezet	會	gyülekezet	會	N;NOM;SG	N
katasztrófa	災害	katasztrófa	災害	N;NOM;SG	N
katasztrófa	災難	katasztrófa	災難	N;NOM;SG	N
katasztrófa	災難	katasztrófa	災難	N;NOM;SG	N
megközelíthető	平易	megközelíthető	平易	ADJ;NOM;SG	ADJ
kerékpározás	單車	kerékpározás	單車	N;NOM;SG	N
reggeli	早餐	reggeli	早餐	N;NOM;SG	N
reggeli	早飯	reggeli	早飯	N;NOM;SG	N
szabályozás	條例	szabályozás	條例	N;NOM;SG	N
szabályozás	條例	szabályozás	條例	N;NOM;SG	N
utasítás	教學	utasítás	教學	N;NOM;SG	N
utasítás	指令	utasítás	指令	N;NOM;SG	N
utasítás	指令	utasítás	指令	N;NOM;SG	N
étterem	飯店	étter	飯店	N;NOM;SG	N
étterem	餐廳	étter	餐廳	N;NOM;SG	N
étterem	餐館	étter	餐館	N;NOM;SG	N
farka	尾巴	farka	尾巴	N;NOM;SG	N
farka	尾	farka	尾	N;NOM;SG	N
figyelemmel	主題	figyelem	主題	N;INS;SG	N
növekszik	生長	növekszik	生長	V;INDF;IND;SG;3;PRS;FIN;ACT	V
növekszik	成長	növekszik	成長	V;INDF;IND;SG;3;PRS;FIN;ACT	V
növekszik	增加	növekszik	增加	V;INDF;IND;SG;3;PRS;FIN;ACT	V
mechanikus	機械	mechanikus	機械	N;NOM;SG	N
elvált	離異	elvált	離異	V;INDF;IND;SG;3;PST;FIN;ACT	V
elvált	離婚	elvált	離婚	V;INDF;IND;SG;3;PST;FIN;ACT	V
kapni	接收	kap	接收	V;NFIN;ACT	V
barátság	友情	barátság	友情	N;NOM;SG	N
barátság	友誼	barátság	友誼	N;NOM;SG	N
karakterek	字元	karakter	字元	N;NOM;PL	N
karakterek	角色	karakter	角色	N;NOM;PL	N
véleményt	意見	vélemény	意見	N;ACC;SG	N
művelet	動作	művelet	動作	N;NOM;SG	N
művelet	行動	művelet	行動	N;NOM;SG	N
művelet	手術	művelet	手術	N;NOM;SG	N
művelet	行動	művelet	行動	N;NOM;SG	N
szombat	星期	szombat	星期	N;NOM;SG	N
szombat	週六	szombat	週六	N;NOM;SG	N
árvíz	水災	árvíz	水災	N;NOM;SG	N
árvíz	水災	árvíz	水災	N;NOM;SG	N
árvíz	水災	árvíz	水災	N;NOM;SG	N
üveg	玻璃	üveg	玻璃	N;NOM;SG	N
üveg	瓶子	üveg	瓶子	N;NOM;SG	N
üveg	瓶	üveg	瓶	N;NOM;SG	N
szia	拜拜	szia	拜拜	V;DEF;IND;SG;1;PRS;FIN;ACT	V
könyveket	圖書	könyv	圖書	N;ACC;PL	N
könyveket	書	könyv	書	N;ACC;PL	N
könyveket	書籍	könyv	書籍	N;ACC;PL	N
legénység	船員	legénység	船員	N;NOM;SG	N
vadászat	獵	vadászat	獵	N;NOM;SG	N
vadászat	獵	vadászat	獵	N;NOM;SG	N
alkalom	場合	alkalom	場合	N;NOM;SG	N
kaland	冒險	kaland	冒險	N;NOM;SG	N
kaland	冒險	kaland	冒險	N;NOM;SG	N
sivatag	沙漠	sivatag	沙漠	N;NOM;SG	N
sivatag	荒漠	sivatag	荒漠	N;NOM;SG	N
harang	鐘聲	harang	鐘聲	N;NOM;SG	N
harang	鐘	harang	鐘	N;NOM;SG	N
harang	鈴	harang	鈴	N;NOM;SG	N
erdőben	樹林	erdő	樹林	N;IN+ESS;SG	N
folyékony	液體	folyékony	液體	N;ON+ESS;SG	N
folyékony	液	folyékony	液	N;ON+ESS;SG	N
folyékony	液態	folyékony	液態	N;ON+ESS;SG	N
összegyűjtött	收集	összegyűjtött	收集	V;INDF;IND;SG;3;PST;FIN;ACT	V
fényt	光線	fény	光線	N;ACC;SG	N
fényt	光	fény	光	N;ACC;SG	N
fényt	燈光	fény	燈光	N;ACC;SG	N
fényt	光明	fény	光明	N;ACC;SG	N
rendezvény	事件	rendezvény	事件	N;NOM;SG	N
rendezvény	活動	rendezvény	活動	N;NOM;SG	N
kódex	法典	kódex	法典	N;NOM;SG	N
kamera	鏡頭	kamera	鏡頭	N;NOM;SG	N
kamera	相機	kamera	相機	N;NOM;SG	N
befejezett	完成	befejezett	完成	V;INDF;IND;SG;3;PST;FIN;ACT	V
sejt	細胞	sejt	細胞	N;NOM;SG	N
sejt	牢房	sejt	牢房	N;NOM;SG	N
alumínium	鋁	alumínium	鋁	N;NOM;SG	N
alumínium	鋁	alumínium	鋁	N;NOM;SG	N
tengeralattjáró	潛艇	tengeralattjáró	潛艇	N;NOM;SG	N
mondd	說	mondd	說	V;DEF;IMP;SG;1;PRS;FIN;ACT	V
márvány	彈珠	márvány	彈珠	N;NOM;SG	N
áldozatok	傷亡	áldozat	傷亡	N;NOM;PL	N
kérdéseket	問題	kérdés	問題	N;ACC;PL	N
tengely	軸	tengely	軸	N;NOM;SG	N
tengely	軸線	tengely	軸線	N;NOM;SG	N
tengely	軸	tengely	軸	N;NOM;SG	N
tengely	軸心	tengely	軸心	N;NOM;SG	N
máj	肝臟	máj	肝臟	N;NOM;SG	N
máj	肝	máj	肝	N;NOM;SG	N
megnőtt	增加	megnőtt	增加	V;INDF;IND;SG;3;PST;FIN;ACT	V
síkság	平原	síkság	平原	N;NOM;SG	N
szindróma	症候	szindróma	症候	N;NOM;SG	N
árok	壕溝	ár	壕溝	N;NOM;SG	N
árok	海溝	ár	海溝	N;NOM;SG	N
árok	戰壕	ár	戰壕	N;NOM;SG	N
árok	溝	ár	溝	N;NOM;SG	N
árok	溝渠	ár	溝渠	N;NOM;SG	N
hajtómű	引擎	hajtómű	引擎	N;NOM;SG	N
hajtómű	引擎	hajtómű	引擎	N;NOM;SG	N
feltétel	條件	feltétel	條件	N;NOM;SG	N
feltétel	狀況	feltétel	狀況	N;NOM;SG	N
felszín	表面	felszín	表面	N;NOM;SG	N
felszín	地面	felszín	地面	N;NOM;SG	N
felszín	地表	felszín	地表	N;NOM;SG	N
nyomozó	警探	nyomozó	警探	N;NOM;SG	N
lírai	抒情	lírai	抒情	N;NOM;SG	N
kézikönyve	手冊	kézikönyv	手冊	N;NOM;SG	N
polgárok	市民	polgár	市民	N;NOM;PL	N
polgárok	公民	polgár	公民	N;NOM;PL	N
polgárok	市民	polgár	市民	N;NOM;PL	N
polgárok	公民	polgár	公民	N;NOM;PL	N
feltételezések	假設	feltételezés	假設	N;NOM;PL	N
