קטגוריה	catégorie	קטגוריה	catégorie	N;FEM;SG	N;FEM;SG
שמירה	gardien	שמירה	gardien	N;FEM;SG	N;MASC;SG
שמירה	rétention	שמירה	rétention	N;FEM;SG	N;FEM;SG
שמירה	maintien	שמירה	maintien	N;FEM;SG	N;MASC;SG
היוצרים	créateurs	היוצר	créateur	N;MASC;PL	N;MASC;PL
היוצרים	créatrices	היוצר	créateur	N;MASC;PL	N;FEM;PL
מוגבל	limité	מוגבל	limiter	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מוגבל	limitée	מוגבל	limiter	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
מוגבל	limité	מוגבל	limiter	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
רישיון	licence	רישיון	licence	N;MASC;SG	N;FEM;SG
רישיון	licence	רישיון	licence	N;MASC;SG	N;FEM;SG
הכשרה	formation	הכשרה	formation	N;FEM;SG	N;FEM;SG
הכשרה	entraînement	הכשרה	entraînement	N;FEM;SG	N;MASC;SG
חיצוני	externe	חיצוני	externe	ADJ;MASC;SG	ADJ;MASC;SG
חיצוני	extérieure	חיצוני	extérieur	ADJ;MASC;SG	ADJ;FEM;SG
רומנים	romans	רומני	roman	N;MASC;PL	N;MASC;PL
נשלחו	expédiées	נשלח	expédier	V;PL;3;PST;MID	V;FEM;PL;PST;V.PTCP
נשלחו	expédiés	נשלח	expédié	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
נשלחו	soumises	נשלח	soumettre	V;PL;3;PST;MID	V;FEM;PL;PST;V.PTCP
נשלחו	envoyés	נשלח	envoyer	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
נשלחו	envoyées	נשלח	envoyer	V;PL;3;PST;MID	V;FEM;PL;PST;V.PTCP
ניצחונות	victoires	ניצחון	victoire	N;MASC;PL	N;FEM;PL
ניצחונות	victoires	ניצחון	victoire	N;MASC;PL	N;FEM;PL
שימור	préservation	שימור	préservation	N;MASC;SG	N;FEM;SG
שימור	conservation	שימור	conservation	N;MASC;SG	N;FEM;SG
שימור	préservation	שימור	préservation	N;MASC;SG	N;FEM;SG
שימור	conservation	שימור	conservation	N;MASC;SG	N;FEM;SG
שימור	rétention	שימור	rétention	N;MASC;SG	N;FEM;SG
שימור	maintien	שימור	maintien	N;MASC;SG	N;MASC;SG
אסירים	prisonniers	אסיר	prisonnier	N;MASC;PL	N;MASC;PL
מפלגות	parties	מפלגה	partie	N;FEM;PL	N;FEM;PL
אחוזים	pourcentages	אחוז	pourcentage	N;MASC;PL	N;MASC;PL
אחוזים	pourcentages	אחוז	pourcentage	N;MASC;PL	N;MASC;PL
מייצג	représenter	ייצג	représenter	V;MASC;SG;V.PTCP;ACT	V;NFIN
מייצג	représenter	ייצג	représenter	V;MASC;SG;V.PTCP;ACT	V;NFIN
מורים	maures	מורה	maure	N;MASC;PL	N;MASC;PL
מורים	professeurs	מורה	professeur	N;MASC;PL	N;MASC;PL
מורים	enseignants	מורה	enseignant	N;MASC;PL	N;MASC;PL
נייר	papier	נייר	papier	N;MASC;SG	N;MASC;SG
מבצעים	opérations	מבצע	opération	N;MASC;PL	N;FEM;PL
אולפן	studio	אולפן	studio	N;MASC;SG	N;MASC;SG
מכונות	machines	מכונה	machine	N;FEM;PL	N;FEM;PL
הכרה	reconnaissance	הכרה	reconnaissance	N;FEM;SG	N;FEM;SG
פירות	fruits	פרי	fruit	N;MASC;PL	N;MASC;PL
פירות	fruits	פרי	fruit	N;MASC;PL	N;MASC;PL
מסחרי	commercial	מסחרי	commercial	ADJ;MASC;SG	ADJ;MASC;SG
מסחרי	commerciale	מסחרי	commercial	ADJ;MASC;SG	ADJ;FEM;SG
בקשה	invite	בקשה	invite	N;FEM;SG	N;FEM;SG
בקשה	demande	בקשה	demande	N;FEM;SG	N;FEM;SG
בקשה	requête	בקשה	requête	N;FEM;SG	N;FEM;SG
ירד	chuté	ירד	chuté	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הוכחה	preuve	הוכחה	preuve	N;FEM;SG	N;FEM;SG
התפתחה	développée	התפתח	développer	V;FEM;SG;3;PST	V;FEM;SG;PST;V.PTCP
התפתחה	développé	התפתח	développer	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
התפתחה	évolué	התפתח	évoluer	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
קבורה	enfouissement	קבורה	enfouissement	N;FEM;SG	N;MASC;SG
קבורה	inhumation	קבורה	inhumation	N;FEM;SG	N;FEM;SG
קבורה	enterrement	קבורה	enterrement	N;FEM;SG	N;MASC;SG
ממשל	administration	ממשל	administration	N;MASC;SG	N;FEM;SG
ממשל	gouvernance	ממשל	gouvernance	N;MASC;SG	N;FEM;SG
ממשל	gouvernement	ממשל	gouvernement	N;MASC;SG	N;MASC;SG
נציגי	représentants	נציג	représentant	N;PSSD;MASC;PL	N;MASC;PL
דגים	poissons	דג	poisson	N;MASC;PL	N;MASC;PL
דגים	poissons	דג	poisson	N;MASC;PL	N;MASC;PL
גזע	race	גזע	race	N;MASC;SG	N;FEM;SG
גזע	course	גזע	course	N;MASC;SG	N;FEM;SG
גזע	race	גזע	race	N;MASC;SG	N;FEM;SG
תרומה	don	תרומה	don	N;FEM;SG	N;MASC;SG
תרומה	donation	תרומה	donation	N;FEM;SG	N;FEM;SG
תרומה	contribution	תרומה	contribution	N;FEM;SG	N;FEM;SG
תרומה	cotisation	תרומה	cotisation	N;FEM;SG	N;FEM;SG
השראה	inspiration	השראה	inspiration	N;FEM;SG	N;FEM;SG
מסגרת	cadre	מסגרת	cadre	N;FEM;SG	N;MASC;SG
מסגרת	ossature	מסגרת	ossature	N;FEM;SG	N;FEM;SG
מסגרת	cadre	מסגרת	cadre	N;FEM;SG	N;MASC;SG
שירותים	services	שירות	service	N;MASC;PL	N;MASC;PL
שירותים	toilettes	שירות	toilette	N;MASC;PL	N;FEM;PL
שירותים	toilettes	שירות	toilette	N;MASC;PL	N;FEM;PL
מכשיר	appareil	מכשיר	appareil	N;MASC;SG	N;MASC;SG
מכשיר	dispositif	מכשיר	dispositif	N;MASC;SG	N;MASC;SG
מכשיר	périphérique	מכשיר	périphérique	N;MASC;SG	N;MASC;SG
ספורטאים	athlètes	ספורטאי	athlète	N;MASC;PL	N;MASC;PL
נוהג	conduire	נהג	conduire	V;MASC;SG;V.PTCP;ACT	V;NFIN
נוהג	conduite	נהג	conduire	V;MASC;SG;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
תשעה	neuf	תשעה	neuf	NUM;MASC;SG	NUM
סחר	négoce	סחר	négoce	N;MASC;SG	N;MASC;SG
סחר	trading	סחר	trading	N;MASC;SG	N;MASC;SG
סחר	négociation	סחר	négociation	N;MASC;SG	N;FEM;SG
הרגלים	habitudes	הרגל	habitude	N;MASC;PL	N;FEM;PL
יעיל	efficace	יעיל	efficace	ADJ;MASC;SG	ADJ;MASC;SG
יעיל	efficace	יעיל	efficace	ADJ;MASC;SG	ADJ;MASC;SG
אמון	confidence	אמון	confidence	N;MASC;SG	N;FEM;SG
אמון	confiance	אמון	confiance	N;MASC;SG	N;FEM;SG
אמון	fiducie	אמון	fiducie	N;MASC;SG	N;FEM;SG
אמון	confiance	אמון	confiance	N;MASC;SG	N;FEM;SG
מתכת	métal	מתכת	métal	N;FEM;SG	N;MASC;SG
מתכת	metal	מתכת	metal	N;FEM;SG	N;MASC;SG
דיווח	reportage	דיווח	reportage	N;MASC;SG	N;MASC;SG
דיווח	rapport	דיווח	rapport	N;MASC;SG	N;MASC;SG
דיווח	reportage	דיווח	reportage	N;MASC;SG	N;MASC;SG
דיווח	signalement	דיווח	signalement	N;MASC;SG	N;MASC;SG
נפט	huile	נפט	huile	N;MASC;SG	N;FEM;SG
נפט	pétrole	נפט	pétrole	N;MASC;SG	N;MASC;SG
נפט	pétrole	נפט	pétrole	N;MASC;SG	N;MASC;SG
בדיקות	essais	בדיקה	essai	N;FEM;PL	N;MASC;PL
בדיקות	tests	בדיקה	test	N;FEM;PL	N;MASC;PL
בדיקות	épreuves	בדיקה	épreuve	N;FEM;PL	N;FEM;PL
בדיקות	essais	בדיקה	essai	N;FEM;PL	N;MASC;PL
בדיקות	tests	בדיקה	test	N;FEM;PL	N;MASC;PL
אומרת	disant	אמר	dire	V;FEM;SG;V.PTCP;ACT	V;PRS;V.PTCP
אומרת	dit	אמר	dire	V;FEM;SG;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
מתואר	décrit	תואר	décrire	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מתואר	décrite	תואר	décrire	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
פעילה	active	פעיל	actif	ADJ;FEM;SG	ADJ;FEM;SG
פעילה	actif	פעיל	actif	ADJ;FEM;SG	ADJ;MASC;SG
ללמד	enseigner	לימד	enseigner	V;NFIN;ACT	V;NFIN
עתיקה	antiquité	עתיק	antiquité	N;FEM;SG	N;FEM;SG
מרצה	conférencier	הרצה	conférencier	N;MASC;SG	N;MASC;SG
מרצה	portion	הרצה	portion	N;MASC;SG	N;FEM;SG
שיט	voile	שיט	voile	N;MASC;SG	N;FEM;SG
שיט	merde	שיט	merde	N;MASC;SG	N;FEM;SG
שיט	shit	שיט	shit	N;MASC;SG	N;MASC;SG
דואר	courrier	דואר	courrier	N;MASC;SG	N;MASC;SG
דואר	mail	דואר	mail	N;MASC;SG	N;MASC;SG
זר	étrangère	זר	étranger	ADJ;MASC;SG	ADJ;FEM;SG
סמכות	autorité	סמכות	autorité	N;FEM;SG	N;FEM;SG
אדמות	terres	אדמה	terre	N;FEM;PL	N;FEM;PL
ניסויים	expériences	ניסוי	expérience	N;MASC;PL	N;FEM;PL
ניסויים	expérimentations	ניסוי	expérimentation	N;MASC;PL	N;FEM;PL
נתפס	attrapée	נתפס	attraper	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נתפס	pris	נתפס	prendre	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נתפס	attrapé	נתפס	attraper	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נתפס	capturé	נתפס	capturer	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נתפס	appréhendé	נתפס	appréhender	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נתפס	capturée	נתפס	capturer	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נתפס	capturé	נתפס	capturer	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
סיור	visite	סיור	visite	N;MASC;SG	N;FEM;SG
סיור	tour	סיור	tour	N;MASC;SG	N;MASC;SG
סיור	patrouille	סיור	patrouille	N;MASC;SG	N;FEM;SG
תנאים	termes	תנאי	terme	N;MASC;PL	N;MASC;PL
תנאים	conditions	תנאי	condition	N;MASC;PL	N;FEM;PL
אמא	maman	אמא	maman	N;FEM;SG	N;FEM;SG
אמא	mère	אמא	mère	N;FEM;SG	N;FEM;SG
אמא	maman	אמא	maman	N;FEM;SG	N;FEM;SG
אמא	mère	אמא	mère	N;FEM;SG	N;FEM;SG
אמא	mere	אמא	merer	N;FEM;SG	N;FEM;SG
אמא	maman	אמא	maman	N;FEM;SG	N;FEM;SG
הוגן	équitable	הוגן	équitable	ADJ;MASC;SG	ADJ;MASC;SG
מצוין	excellente	מצוין	excellent	ADJ;MASC;SG	ADJ;FEM;SG
מצוין	excellent	מצוין	excellent	ADJ;MASC;SG	ADJ;MASC;SG
מוזיקאים	musiciens	הוזיק	musicien	N;MASC;PL	N;MASC;PL
קיר	paroi	קיר	paroi	N;MASC;SG	N;FEM;SG
קיר	muraille	קיר	muraille	N;MASC;SG	N;FEM;SG
קיר	mur	קיר	mur	N;MASC;SG	N;MASC;SG
סייע	aidé	סייע	aider	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
סייע	aidé	סייע	aider	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
סייע	assistée	סייע	assister	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
סייע	assisté	סייע	assister	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
שחורים	noirs	שחור	noir	ADJ;MASC;PL	ADJ;MASC;PL
דומות	similaires	דומה	similaire	ADJ;FEM;PL	ADJ;MASC;PL
דומות	semblables	דומה	semblable	ADJ;FEM;PL	ADJ;MASC;PL
לחקור	explorant	חקר	explorer	V;NFIN;ACT	V;PRS;V.PTCP
לחקור	explorer	חקר	explorer	V;NFIN;ACT	V;NFIN
לחקור	découvrir	חקר	découvrir	V;NFIN;ACT	V;NFIN
לחקור	explorer	חקר	explorer	V;NFIN;ACT	V;NFIN
לחקור	enquêter	חקר	enquêter	V;NFIN;ACT	V;NFIN
מזג	temps	מזג	temps	N;MASC;SG	N;MASC;SG
מזג	météorologie	מזג	météorologie	N;MASC;SG	N;FEM;SG
מזג	météo	מזג	météo	N;MASC;SG	N;FEM;SG
מזג	climat	מזג	climat	N;MASC;SG	N;MASC;SG
מזג	tempérament	מזג	tempérament	N;MASC;SG	N;MASC;SG
מזג	tempérament	מזג	tempérament	N;MASC;SG	N;MASC;SG
לתרום	donner	תרם	donner	V;NFIN;ACT	V;NFIN
לתרום	cotiser	תרם	cotiser	V;NFIN;ACT	V;NFIN
לתרום	contribuer	תרם	contribuer	V;NFIN;ACT	V;NFIN
להסיר	supprimer	הסיר	supprimer	V;NFIN;ACT	V;NFIN
להסיר	enlever	הסיר	enlever	V;NFIN;ACT	V;NFIN
להסיר	retirer	הסיר	retirer	V;NFIN;ACT	V;NFIN
להסיר	enlèvent	הסיר	enlever	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
להסיר	supprimez	הסיר	supprimer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
לשכנע	convaincre	שכנע	convaincre	V;NFIN;ACT	V;NFIN
לשכנע	convainc	שכנע	convaincre	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לשכנע	persuader	שכנע	persuader	V;NFIN;ACT	V;NFIN
לשכנע	persuade	שכנע	persuader	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
נניח	supposer	הניח	supposer	V;PL;1;FUT;ACT	V;NFIN
תותחים	canons	תותח	canon	N;MASC;PL	N;MASC;PL
מתאימה	ajuster	התאים	ajuster	V;FEM;SG;V.PTCP;ACT	V;NFIN
מתאימה	appropriée	התאים	approprier	V;FEM;SG;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
חמור	ane	חמור	ane	N;MASC;SG	N;MASC;SG
חמור	donkey	חמור	donkey	N;MASC;SG	N;MASC;SG
חמור	âne	חמור	âne	N;MASC;SG	N;MASC;SG
שופט	magistrat	שופט	magistrat	N;MASC;SG	N;MASC;SG
שופט	juge	שופט	juge	N;MASC;SG	N;MASC;SG
שופט	arbitre	שופט	arbitre	N;MASC;SG	N;MASC;SG
שופט	ref	שופט	ref	N;MASC;SG	N;FEM;SG
שופט	arbitre	שופט	arbitre	N;MASC;SG	N;MASC;SG
מוגבלת	limitée	הוגבל	limiter	V;FEM;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
מוגבלת	limité	הוגבל	limiter	V;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מוגבלת	limité	הוגבל	limiter	V;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מעגל	cercle	מעגל	cercle	N;MASC;SG	N;MASC;SG
שורות	grades	שורה	grade	N;FEM;PL	N;MASC;PL
שורות	rangs	שורה	rang	N;FEM;PL	N;MASC;PL
שורות	lignes	שורה	ligne	N;FEM;PL	N;FEM;PL
שורות	rangs	שורה	rang	N;FEM;PL	N;MASC;PL
שורות	lignes	שורה	ligne	N;FEM;PL	N;FEM;PL
גיוס	recrutement	גיוס	recrutement	N;MASC;SG	N;MASC;SG
גיוס	recrutement	גיוס	recrutement	N;MASC;SG	N;MASC;SG
תלמיד	étudiant	תלמיד	étudiant	N;MASC;SG	N;MASC;SG
תלמיד	etudiant	תלמיד	etudiant	N;MASC;SG	N;MASC;SG
עמדות	positions	עמדה	position	N;FEM;PL	N;FEM;PL
משימה	affectation	משימה	affectation	N;FEM;SG	N;FEM;SG
משימה	cession	משימה	cession	N;FEM;SG	N;FEM;SG
משימה	assignation	משימה	assignation	N;FEM;SG	N;FEM;SG
משימה	tâche	משימה	tâche	N;FEM;SG	N;FEM;SG
משימה	mission	משימה	mission	N;FEM;SG	N;FEM;SG
אלבומים	albums	אלבום	album	N;MASC;PL	N;MASC;PL
השבטים	tribus	השבט	tribu	N;MASC;PL	N;FEM;PL
הוראות	ordonnances	הוראה	ordonnance	N;FEM;PL	N;FEM;PL
הוראות	commandes	הוראה	commande	N;FEM;PL	N;FEM;PL
הוראות	ordres	הוראה	ordre	N;FEM;PL	N;MASC;PL
הוראות	consignes	הוראה	consigne	N;FEM;PL	N;FEM;PL
הוראות	instructions	הוראה	instruction	N;FEM;PL	N;FEM;PL
כתובות	inscriptions	כתובת	inscription	N;FEM;PL	N;FEM;PL
כתובות	adresses	כתובת	adresse	N;FEM;PL	N;FEM;PL
כתובות	allocutions	כתובת	allocution	N;FEM;PL	N;FEM;PL
להבטיח	assurez	הבטיח	assurer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
מוסר	moralité	מוסר	moralité	N;MASC;SG	N;FEM;SG
מוסר	moralité	מוסר	moralité	N;MASC;SG	N;FEM;SG
ניתנת	accordé	ניתן	accorder	V;FEM;SG;V.PTCP;MID	V;MASC;SG;PST;V.PTCP
ניתנת	octroyé	ניתן	octroyer	V;FEM;SG;V.PTCP;MID	V;MASC;SG;PST;V.PTCP
ניתנת	accordée	ניתן	accorder	V;FEM;SG;V.PTCP;MID	V;FEM;SG;PST;V.PTCP
מיוחדות	spéciaux	מיוחד	spécial	ADJ;FEM;PL	ADJ;MASC;PL
מיוחדות	spéciales	מיוחד	spécial	ADJ;FEM;PL	ADJ;FEM;PL
מיוחדות	spéciales	מיוחד	spécial	ADJ;FEM;PL	ADJ;FEM;PL
מיוחדות	spéciaux	מיוחד	spécial	ADJ;FEM;PL	ADJ;MASC;PL
רופאים	médecins	רופא	médecin	N;MASC;PL	N;MASC;PL
רופאים	docteurs	רופא	docteur	N;MASC;PL	N;MASC;PL
רופאים	médecins	רופא	médecin	N;MASC;PL	N;MASC;PL
איבר	orgue	איבר	orgue	N;MASC;SG	N;MASC;SG
איבר	organe	איבר	organe	N;MASC;SG	N;MASC;SG
להילחם	combattre	נלחם	combattre	V;NFIN;MID	V;NFIN
טכנולוגיה	technologie	טכנולוגיה	technologie	N;FEM;SG	N;FEM;SG
השפעות	effets	השפעה	effet	N;FEM;PL	N;MASC;PL
השפעות	influences	השפעה	influence	N;FEM;PL	N;FEM;PL
הצבעות	votes	הצבעה	vote	N;FEM;PL	N;MASC;PL
חוג	cercle	חוג	cercle	N;MASC;SG	N;MASC;SG
הזכויות	droits	הזכות	droit	N;FEM;PL	N;MASC;PL
מתקדם	avancé	התקדם	avancer	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
מתקדם	perfectionné	התקדם	perfectionner	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
שכבות	pondeuses	שכבה	pondeur	N;FEM;PL	N;FEM;PL
שכבות	couches	שכבה	couche	N;FEM;PL	N;FEM;PL
שכבות	calques	שכבה	calque	N;FEM;PL	N;MASC;PL
מבקרים	critiques	מבקר	critique	N;MASC;PL	N;MASC;PL
מבקרים	visiteurs	מבקר	visiteur	N;MASC;PL	N;MASC;PL
מספקת	satisfaire	סיפק	satisfaire	V;FEM;SG;V.PTCP;ACT	V;NFIN
מיעוט	minorité	מיעוט	minorité	N;MASC;SG	N;FEM;SG
תאוריה	théorie	תאוריה	théorie	N;FEM;SG	N;FEM;SG
הפרעות	interférences	הפרעה	interférence	N;FEM;PL	N;FEM;PL
מגדר	sexe	מגדר	sexe	N;MASC;SG	N;MASC;SG
מגדר	genre	מגדר	genre	N;MASC;SG	N;MASC;SG
צומת	noeud	צומת	noeud	N;FEM;SG	N;MASC;SG
צומת	nœud	צומת	nœud	N;FEM;SG	N;MASC;SG
צומת	croisement	צומת	croisement	N;FEM;SG	N;MASC;SG
צומת	intersection	צומת	intersection	N;FEM;SG	N;FEM;SG
צומת	carrefour	צומת	carrefour	N;FEM;SG	N;MASC;SG
צומת	junction	צומת	junction	N;FEM;SG	N;FEM;SG
צומת	jonction	צומת	jonction	N;FEM;SG	N;FEM;SG
כללים	règles	כלל	règle	N;MASC;PL	N;FEM;PL
כללים	regles	כלל	regle	N;MASC;PL	N;FEM;PL
סוכנות	agence	סוכנות	agence	N;FEM;SG	N;FEM;SG
נטען	téléchargé	נטען	téléchargé	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נטען	téléchargée	נטען	téléchargé	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
סרטן	cancer	סרטן	cancer	N;MASC;SG	N;MASC;SG
שיניים	dents	שן	dent	N;FEM;PL	N;FEM;PL
הפסקה	break	הפסקה	break	N;FEM;SG	N;MASC;SG
הפסקה	pause	הפסקה	pause	N;FEM;SG	N;FEM;SG
הפסקה	rupture	הפסקה	rupture	N;FEM;SG	N;FEM;SG
הפסקה	entracte	הפסקה	entract	N;FEM;SG	N;MASC;SG
הפסקה	pause	הפסקה	pause	N;FEM;SG	N;FEM;SG
מוחלטת	absolue	מוחלט	absolu	ADJ;FEM;SG	ADJ;FEM;SG
מוחלטת	absolu	מוחלט	absolu	ADJ;FEM;SG	ADJ;MASC;SG
מרחק	distance	מרחק	distance	N;MASC;SG	N;FEM;SG
מרחק	éloignement	מרחק	éloignement	N;MASC;SG	N;MASC;SG
מוכרת	familière	מוכר	familier	ADJ;FEM;SG	ADJ;FEM;SG
מוכרת	familier	מוכר	familier	ADJ;FEM;SG	ADJ;MASC;SG
אמצע	milieu	אמצע	milieu	N;MASC;SG	N;MASC;SG
לתרגם	traduire	רתגם	traduire	V;NFIN;ACT	V;NFIN
לתרגם	traduit	רתגם	traduire	V;NFIN;ACT	V;MASC;SG;PST;V.PTCP
לברוח	échapper	ברח	échapper	V;NFIN;ACT	V;NFIN
חירום	urgence	חירום	urgence	N;MASC;SG	N;FEM;SG
מעורבות	engagement	מעורבות	engagement	N;FEM;SG	N;MASC;SG
מעורבות	implication	מעורבות	implication	N;FEM;SG	N;FEM;SG
גרעין	noyau	גרעין	noyau	N;MASC;SG	N;MASC;SG
גרעין	amande	גרעין	amande	N;MASC;SG	N;FEM;SG
גרעין	noyau	גרעין	noyau	N;MASC;SG	N;MASC;SG
קומות	étages	קומה	étage	N;FEM;PL	N;MASC;PL
קומות	planchers	קומה	plancher	N;FEM;PL	N;MASC;PL
קומות	sols	קומה	sol	N;FEM;PL	N;MASC;PL
ציורים	dessins	ציור	dessin	N;MASC;PL	N;MASC;PL
ציורים	peintures	ציור	peinture	N;MASC;PL	N;FEM;PL
ציורים	toiles	ציור	toile	N;MASC;PL	N;FEM;PL
ציורים	tableaux	ציור	tableau	N;MASC;PL	N;MASC;PL
הזדמנות	hasard	הזדמנות	hasard	N;FEM;SG	N;MASC;SG
הזדמנות	chance	הזדמנות	chance	N;FEM;SG	N;FEM;SG
הזדמנות	opportunité	הזדמנות	opportunité	N;FEM;SG	N;FEM;SG
התקדמות	progrès	התקדמות	progrès	N;FEM;SG	N;MASC;SG
התקדמות	progression	התקדמות	progression	N;FEM;SG	N;FEM;SG
התקדמות	avancement	התקדמות	avancement	N;FEM;SG	N;MASC;SG
החזיק	tenu	החזיק	tenir	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
פילוסופיה	philosophie	פילוסופיה	philosophie	N	N;FEM;SG
פרחים	fleurs	פרח	fleur	N;MASC;PL	N;FEM;PL
המקורות	origines	המקורה	origine	N;FEM;PL	N;FEM;PL
למלא	remplissez	מילא	remplir	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
למלא	remplir	מילא	remplir	V;NFIN;ACT	V;NFIN
מקצועית	professionnellement	מקצועי	professionnellement	ADV	ADV
פליטים	réfugiés	פליט	réfugié	N;MASC;PL	N;MASC;PL
פליטים	réfugiés	פליט	réfugié	N;MASC;PL	N;MASC;PL
מסה	masse	מסה	masse	N;FEM;SG	N;FEM;SG
מסה	messe	מסה	messe	N;FEM;SG	N;FEM;SG
לסיים	finir	סיים	finir	V;NFIN;ACT	V;NFIN
לסיים	terminer	סיים	terminer	V;NFIN;ACT	V;NFIN
לסיים	termine	סיים	terminer	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
שולחן	table	שולחן	table	N;MASC;SG	N;FEM;SG
שולחן	tableau	שולחן	tableau	N;MASC;SG	N;MASC;SG
ארכיון	archivage	ארכיון	archivage	N;MASC;SG	N;MASC;SG
ארכיון	archive	ארכיון	archive	N;MASC;SG	N;FEM;SG
תוכנן	conçu	תוכנן	concevoir	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
תוכנן	conçue	תוכנן	concevoir	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
גלריה	galerie	גלריה	galerie	N;FEM;SG	N;FEM;SG
גלריה	gallerie	גלריה	gallerie	N;FEM;SG	N;FEM;SG
הסכים	accepté	הסכים	accepter	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הסכים	convenu	הסכים	convenu	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
צבעים	colorants	צבע	colorant	N;MASC;PL	N;MASC;PL
צבעים	coloris	צבע	coloris	N;MASC;PL	N;MASC;PL
צבעים	couleurs	צבע	couleur	N;MASC;PL	N;FEM;PL
צבעים	teintes	צבע	teinte	N;MASC;PL	N;FEM;PL
צבעים	coloris	צבע	coloris	N;MASC;PL	N;MASC;PL
צבעים	couleurs	צבע	couleur	N;MASC;PL	N;FEM;PL
שיקול	considération	שיקול	considération	N;MASC;SG	N;FEM;SG
חיובי	positive	חיובי	positif	ADJ;MASC;SG	ADJ;FEM;SG
חיובי	positif	חיובי	positif	ADJ;MASC;SG	ADJ;MASC;SG
חיובי	affirmatif	חיובי	affirmatif	ADJ;MASC;SG	ADJ;MASC;SG
חיובי	affirmative	חיובי	affirmatif	ADJ;MASC;SG	ADJ;FEM;SG
להכיר	reconnaissez	הכיר	reconnaître	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
להכיר	reconnaître	הכיר	reconnaître	V;NFIN;ACT	V;NFIN
להכיר	reconnaissent	הכיר	reconnaître	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
השלים	complété	השלים	compléter	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
השלים	terminée	השלים	terminer	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
השלים	achevé	השלים	achever	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
השלים	terminé	השלים	terminer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
מערכה	loi	מערכה	loi	N;FEM;SG	N;FEM;SG
מערכה	acte	מערכה	acte	N;FEM;SG	N;MASC;SG
ועדה	comité	ועדה	comité	N;FEM;SG	N;MASC;SG
שכונות	quartiers	שכונה	quartier	N;FEM;PL	N;MASC;PL
שכונות	quartiers	שכונה	quartier	N;FEM;PL	N;MASC;PL
מפורסמים	célèbres	מפורסם	célèbre	ADJ;MASC;PL	ADJ;MASC;PL
תפילה	prière	תפילה	prière	N;FEM;SG	N;FEM;SG
