categoría	категорія	categoría	категорія	N;FEM;SG	N;INAN;NOM;FEM;SG
ramas	гілки	rama	гілка	N;FEM;PL	N;INAN;NOM;FEM;PL
morir	загине	morir	загинути	V;NFIN	V;PFV;IND;SG;3;FUT;FIN
morir	померти	morir	померти	V;NFIN	V;PFV;NFIN
morir	помирають	morir	помирати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
morir	вмирають	morir	вмирати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
insecto	комаху	insecto	комаха	N;MASC;SG	N;INAN;ACC;FEM;SG
insecto	комаха	insecto	комаха	N;MASC;SG	N;INAN;NOM;FEM;SG
insecto	ваду	insecto	вада	N;MASC;SG	N;INAN;ACC;FEM;SG
insecto	вада	insecto	вада	N;MASC;SG	N;INAN;NOM;FEM;SG
ganando	вигравати	ganar	вигравати	V;V.MSDR	V;IPFV;NFIN
ganando	забив	ganar	забити	V;V.MSDR	V;PFV;MASC;IND;SG;PST;FIN
ganando	перемагає	ganar	перемагати	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN
autonomía	автономія	autonomía	автономія	N;FEM;SG	N;INAN;NOM;FEM;SG
autonomía	незалежність	autonomía	незалежність	N;FEM;SG	N;INAN;NOM;FEM;SG
autonomía	незалежності	autonomía	незалежності	N;FEM;SG	N;INAN;GEN;FEM;SG
cocina	кухаря	cocina	кухар	N;FEM;SG	N;ANIM;ACC;MASC;SG
cocina	повар	cocina	повар	N;FEM;SG	N;INAN;NOM;MASC;SG
cocina	кухар	cocina	кухар	N;FEM;SG	N;ANIM;NOM;MASC;SG
cocina	кухня	cocina	кухня	N;FEM;SG	N;INAN;NOM;FEM;SG
cocina	кулінарія	cocina	кулінарія	N;FEM;SG	N;INAN;NOM;FEM;SG
cocina	кухня	cocina	кухня	N;FEM;SG	N;INAN;NOM;FEM;SG
cocina	кухню	cocina	кухня	N;FEM;SG	N;INAN;ACC;FEM;SG
cualquiera	хтось	cualquiera	хтось	PRO;SG	PRO;ANIM;NOM
concejo	рада	concejo	рада	N;MASC;SG	N;INAN;NOM;FEM;SG
pesca	риба	pesca	риба	N;FEM;SG	N;ANIM;NOM;FEM;SG
pesca	рибу	pesca	риба	N;FEM;SG	N;ANIM;ACC;FEM;SG
pesca	рибка	pesca	рибка	N;FEM;SG	N;ANIM;NOM;FEM;SG
pesca	рибалку	pesca	рибалка	N;FEM;SG	N;ANIM;ACC;FEM;SG
pesca	тунця	pesca	тунець	N;FEM;SG	N;INAN;NOM;MASC;SG
sucesión	послідовності	sucesión	послідовність	N;FEM;SG	N;INAN;ACC;FEM;SG
sucesión	послідовність	sucesión	послідовність	N;FEM;SG	N;INAN;NOM;FEM;SG
sucesión	успадкування	sucesión	успадкування	N;FEM;SG	N;INAN;NOM;NEUT;SG
sucesión	спадщину	sucesión	спадщина	N;FEM;SG	N;INAN;ACC;FEM;SG
primo	кузен	primo	кузен	N;MASC;SG	N;ANIM;NOM;MASC;SG
avance	прогресу	avance	прогрес	N;MASC;SG	N;INAN;GEN;MASC;SG
avance	прорив	avance	прорив	N;MASC;SG	N;INAN;NOM;MASC;SG
proteger	захищати	proteger	захищати	V;NFIN	V;IPFV;NFIN
proteger	захистити	proteger	захистити	V;NFIN	V;PFV;NFIN
proteger	стараються	proteger	старатися	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
presidencial	президентський	presidencial	президентський	ADJ;SG	ADJ;NOM;MASC;SG
pacientes	пацієнти	paciente	пацієнт	N;PL	N;ANIM;NOM;MASC;PL
pacientes	пацієнтам	paciente	пацієнт	N;PL	N;ANIM;DAT;MASC;PL
pacientes	пацієнтів	paciente	пацієнт	N;PL	N;ANIM;ACC;MASC;PL
laterales	сторони	lateral	сторона	N;PL	N;INAN;NOM;FEM;PL
laterales	боки	lateral	бік	N;PL	N;INAN;NOM;MASC;PL
laterales	сторони	lateral	сторона	N;PL	N;INAN;NOM;FEM;PL
laterales	сторін	lateral	сторона	N;PL	N;INAN;GEN;FEM;PL
estrecho	вузький	estrecho	вузький	ADJ;MASC;SG	ADJ;NOM;MASC;SG
ampliamente	широко	ampliamente	широко	ADV	ADV
papeles	папери	papel	папір	N;MASC;PL	N;INAN;NOM;MASC;PL
papeles	ролі	papel	роль	N;MASC;PL	N;INAN;NOM;FEM;PL
papeles	папери	papel	папір	N;MASC;PL	N;INAN;NOM;MASC;PL
determinar	визначити	determinar	визначити	V;NFIN	V;PFV;NFIN
fabricación	виробництва	fabricación	виробництво	N;FEM;SG	N;INAN;NOM;NEUT;SG
fabricación	виробництво	fabricación	виробництво	N;FEM;SG	N;INAN;NOM;NEUT;SG
poema	вірш	poema	вірш	N;MASC;SG	N;INAN;NOM;MASC;SG
poema	вірша	poema	вірш	N;MASC;SG	N;INAN;NOM;MASC;SG
poema	поема	poema	поема	N;MASC;SG	N;INAN;NOM;FEM;SG
lados	боки	lado	бік	N;MASC;PL	N;INAN;NOM;MASC;PL
lados	сторони	lado	сторона	N;MASC;PL	N;INAN;NOM;FEM;PL
lados	сторін	lado	сторона	N;MASC;PL	N;INAN;GEN;FEM;PL
saludo	привітання	saludo	привітання	N;MASC;SG	N;INAN;NOM;NEUT;SG
saludo	салют	saludo	салют	N;MASC;SG	N;INAN;NOM;MASC;SG
indonesia	індонезія	indonesio	індонезія	N;FEM;SG	N;INAN;NOM;FEM;SG
marino	моряк	marino	моряк	N;MASC;SG	N;ANIM;NOM;MASC;SG
marino	марино	marino	марино	N;MASC;SG	N;INAN;NOM;FEM;SG
ramos	букети	ramo	букет	N;MASC;PL	N;INAN;NOM;MASC;PL
batallón	батальйон	batallón	батальйон	N;MASC;SG	N;INAN;NOM;MASC;SG
pelea	бій	pelea	бій	N;FEM;SG	N;INAN;NOM;MASC;SG
pelea	бійка	pelea	бійка	N;FEM;SG	N;INAN;NOM;FEM;SG
gastronomía	кухня	gastronomía	кухня	N;FEM;SG	N;INAN;NOM;FEM;SG
académico	академічна	académico	академічний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
académico	навчального	académico	навчальний	ADJ;MASC;SG	ADJ;GEN;MASC;SG
académico	академічний	académico	академічний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
virus	вірус	virus	вірус	N;MASC	N;INAN;NOM;MASC;SG
virus	віруси	virus	вірус	N;MASC	N;INAN;NOM;MASC;PL
umbral	поріг	umbral	поріг	N;MASC;SG	N;INAN;NOM;MASC;SG
potencial	потенціал	potencial	потенціал	N;MASC;SG	N;INAN;NOM;MASC;SG
pilar	стовп	pilar	стовп	N;SG	N;INAN;NOM;MASC;SG
utilizados	використані	utilizado	використаний	ADJ;MASC;PL;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
moral	мораль	moral	мораль	N;FEM;SG	N;INAN;NOM;FEM;SG
moral	мораль	moral	мораль	N;FEM;SG	N;INAN;NOM;FEM;SG
moral	мораль	moral	мораль	N;FEM;SG	N;INAN;NOM;FEM;SG
cierre	закриття	cierre	закриття	N;MASC;SG	N;INAN;NOM;NEUT;SG
cierre	замикання	cierre	замикання	N;MASC;SG	N;INAN;NOM;NEUT;SG
cierre	закриття	cierre	закриття	N;MASC;SG	N;INAN;NOM;NEUT;SG
cierre	закриття	cierre	закриття	N;MASC;SG	N;INAN;NOM;NEUT;SG
paisaje	краєвид	paisaje	краєвид	N;MASC;SG	N;INAN;NOM;MASC;SG
paisaje	ландшафт	paisaje	ландшафт	N;MASC;SG	N;INAN;NOM;MASC;SG
paisaje	краєвид	paisaje	краєвид	N;MASC;SG	N;INAN;NOM;MASC;SG
paisaje	пейзаж	paisaje	пейзазати	N;MASC;SG	N;INAN;NOM;MASC;SG
noble	благородний	noble	благородний	ADJ;SG	ADJ;NOM;MASC;SG
aviación	авіація	aviación	авіація	N;FEM;SG	N;INAN;NOM;FEM;SG
rendimiento	ефективність	rendimiento	ефективність	N;MASC;SG	N;INAN;NOM;FEM;SG
rendimiento	виступ	rendimiento	виступ	N;MASC;SG	N;INAN;NOM;MASC;SG
rendimiento	прибуток	rendimiento	прибуток	N;MASC;SG	N;INAN;NOM;MASC;SG
acontecimientos	події	acontecimiento	подія	N;MASC;PL	N;INAN;NOM;FEM;PL
acontecimientos	розробок	acontecimiento	розробка	N;MASC;PL	N;INAN;GEN;FEM;PL
escultor	скульптор	escultor	скульптор	N;MASC;SG	N;ANIM;NOM;MASC;SG
usada	використана	usado	використаний	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
antigüedad	антикваріат	antigüedad	антикваріат	N;FEM;SG	N;INAN;NOM;FEM;SG
antigüedad	низки	antigüedad	низка	N;FEM;SG	N;INAN;GEN;FEM;SG
antigüedad	стаж	antigüedad	стаж	N;FEM;SG	N;INAN;NOM;MASC;SG
penal	кримінальний	penal	кримінальний	ADJ;SG	ADJ;NOM;MASC;SG
penal	кримінальне	penal	кримінальний	ADJ;SG	ADJ;NOM;NEUT;SG
recuperar	відновити	recuperar	відновити	V;NFIN	V;PFV;NFIN
recuperar	отримати	recuperar	отримати	V;NFIN	V;PFV;NFIN
resumen	резюме	resumen	резюме	N;MASC;SG	N;INAN;NOM;NEUT;SG
resumen	зведення	resumen	зведення	N;MASC;SG	N;INAN;NOM;NEUT;SG
resumen	підсумок	resumen	підсумок	N;MASC;SG	N;INAN;NOM;MASC;SG
arcos	луками	arco	луки	N;MASC;PL	N;INAN;INS;MASC;PL
integrado	комплексний	integrado	комплексний	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
existentes	існуючі	existente	існуюча	ADJ;PL	ADJ;IPFV;NOM;PL;PRS;V.PTCP;ACT
errores	помилки	error	помилка	N;MASC;PL	N;INAN;NOM;FEM;PL
errores	помилки	error	помилка	N;MASC;PL	N;INAN;NOM;FEM;PL
errores	жуків	error	жук	N;MASC;PL	N;ANIM;ACC;MASC;PL
errores	вад	error	вад	N;MASC;PL	N;INAN;GEN;FEM;PL
errores	вади	error	вада	N;MASC;PL	N;INAN;NOM;FEM;PL
responsabilidad	відповідальність	responsabilidad	відповідальність	N;FEM;SG	N;INAN;NOM;FEM;SG
responsabilidad	відповідальність	responsabilidad	відповідальність	N;FEM;SG	N;INAN;NOM;FEM;SG
amenaza	загроза	amenaza	загроза	N;FEM;SG	N;INAN;NOM;FEM;SG
amenaza	загрозу	amenaza	загроза	N;FEM;SG	N;INAN;ACC;FEM;SG
amenaza	загроза	amenaza	загроза	N;FEM;SG	N;INAN;NOM;FEM;SG
amenaza	погроза	amenaza	погроза	N;FEM;SG	N;INAN;NOM;FEM;SG
amenaza	загрозу	amenaza	загроза	N;FEM;SG	N;INAN;ACC;FEM;SG
ojo	око	ojo	око	N;MASC;SG	N;INAN;NOM;NEUT;SG
separación	розділення	separación	розділення	N;FEM;SG	N;INAN;NOM;NEUT;SG
separación	відокремлення	separación	відокремлення	N;FEM;SG	N;INAN;NOM;NEUT;SG
convención	конвенція	convención	конвенція	N;FEM;SG	N;INAN;NOM;FEM;SG
habilidades	навички	habilidad	навичка	N;FEM;PL	N;INAN;NOM;FEM;PL
habilidades	навики	habilidad	навик	N;FEM;PL	N;INAN;NOM;MASC;PL
habilidades	здібності	habilidad	здібність	N;FEM;PL	N;INAN;NOM;FEM;PL
pago	сплата	pago	сплата	N;MASC;SG	N;INAN;NOM;FEM;SG
pago	оплата	pago	оплата	N;MASC;SG	N;INAN;NOM;FEM;SG
pago	платіж	pago	платіж	N;MASC;SG	N;INAN;NOM;MASC;SG
tendencia	тренд	tendencia	тренд	N;FEM;SG	N;INAN;NOM;MASC;SG
animación	анімація	animación	анімація	N;FEM;SG	N;INAN;NOM;FEM;SG
instalación	встановлення	instalación	встановлення	N;FEM;SG	N;INAN;NOM;NEUT;SG
instalación	встановлення	instalación	встановлення	N;FEM;SG	N;INAN;NOM;NEUT;SG
instalación	встановлення	instalación	встановлення	N;FEM;SG	N;INAN;NOM;NEUT;SG
marcas	бренди	marca	бренда	N;FEM;PL	N;INAN;NOM;MASC;PL
marcas	брендів	marca	бренд	N;FEM;PL	N;INAN;GEN;MASC;PL
índice	покажчик	índice	покажчик	N;MASC;SG	N;INAN;NOM;MASC;SG
índice	індекс	índice	індекс	N;MASC;SG	N;INAN;NOM;MASC;SG
cambia	змінити	cambiar	змінити	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
hectáreas	гектарів	hectárea	гектар	N;FEM;PL	N;INAN;GEN;MASC;PL
terror	жах	terror	жах	N;MASC;SG	N;INAN;NOM;MASC;SG
terror	терор	terror	терор	N;MASC;SG	N;INAN;NOM;MASC;SG
próximo	наступний	próximo	наступний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
próximo	наступна	próximo	наступний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
próximo	наступне	próximo	наступний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
explotación	експлуатація	explotación	експлуатація	N;FEM;SG	N;INAN;NOM;FEM;SG
pena	штраф	pena	штраф	N;FEM;SG	N;INAN;NOM;MASC;SG
pena	скорбота	pena	скорбота	N;FEM;SG	N;INAN;NOM;FEM;SG
pena	смуток	pena	смуток	N;FEM;SG	N;INAN;NOM;MASC;SG
pena	горя	pena	горе	N;FEM;SG	N;INAN;GEN;NEUT;SG
pena	горе	pena	горе	N;FEM;SG	N;INAN;NOM;NEUT;SG
quizás	можливо	quizás	можливо	ADV	ADV
comparación	порівняння	comparación	порівняння	N;FEM;SG	N;INAN;NOM;NEUT;SG
comparación	порівняння	comparación	порівняння	N;FEM;SG	N;INAN;NOM;NEUT;SG
producen	виробляють	producir	виробляти	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
habilidad	майстерність	habilidad	майстерність	N;FEM;SG	N;INAN;NOM;FEM;SG
habilidad	уміння	habilidad	уміння	N;FEM;SG	N;INAN;NOM;NEUT;SG
habilidad	здатність	habilidad	здатність	N;FEM;SG	N;INAN;NOM;FEM;SG
habilidad	можливість	habilidad	можливість	N;FEM;SG	N;INAN;NOM;FEM;SG
define	визначає	definir	визначати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
define	вказати	definir	вказати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
define	визначати	definir	визначати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
define	визначити	definir	визначити	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
tiro	стрільба	tiro	стрільба	N;MASC;SG	N;INAN;NOM;FEM;SG
tiro	постріл	tiro	постріл	N;MASC;SG	N;INAN;NOM;MASC;SG
tiro	тіра	tiro	тіра	N;MASC;SG	N;INAN;NOM;FEM;SG
solitario	самотнім	solitario	самотній	ADJ;MASC;SG	ADJ;INS;MASC;SG
solitario	самотня	solitario	самотній	ADJ;MASC;SG	ADJ;NOM;FEM;SG
solitario	самотній	solitario	самотній	ADJ;MASC;SG	ADJ;NOM;MASC;SG
cursos	курси	curso	курс	N;MASC;PL	N;INAN;NOM;MASC;PL
dioses	боги	dios	бог	N;MASC;PL	N;ANIM;NOM;MASC;PL
disposición	готовність	disposición	готовність	N;FEM;SG	N;INAN;NOM;FEM;SG
disposición	компонування	disposición	компонування	N;FEM;SG	N;INAN;NOM;NEUT;SG
disposición	розкладка	disposición	розкладка	N;FEM;SG	N;INAN;NOM;FEM;SG
dolor	біль	dolor	біль	N;MASC;SG	N;INAN;NOM;MASC;SG
boys	хлопчики	boy	хлопчик	N	N;ANIM;NOM;MASC;PL
cadenas	ланцюги	cadena	ланцюги	N;FEM;PL	N;INAN;NOM;MASC;PL
cadenas	рядків	cadena	рядок	N;FEM;PL	N;INAN;GEN;MASC;PL
cadenas	рядки	cadena	рядок	N;FEM;PL	N;INAN;NOM;MASC;PL
tasa	частота	tasa	частота	N;FEM;SG	N;INAN;NOM;FEM;SG
tasa	швидкість	tasa	швидкість	N;FEM;SG	N;INAN;NOM;FEM;SG
tasa	ставка	tasa	ставка	N;FEM;SG	N;INAN;NOM;FEM;SG
tasa	плату	tasa	плата	N;FEM;SG	N;INAN;ACC;FEM;SG
petición	запит	petición	запит	N;FEM;SG	N;INAN;NOM;MASC;SG
petición	петиція	petición	петиція	N;FEM;SG	N;INAN;NOM;FEM;SG
criterios	критерії	criterio	критерій	N;MASC;PL	N;INAN;NOM;FEM;PL
hermanas	сестрички	hermana	сестричка	N;FEM;PL	N;ANIM;NOM;FEM;PL
hermanas	сестри	hermana	сестра	N;FEM;PL	N;ANIM;NOM;FEM;PL
disponibles	доступні	disponible	доступний	ADJ;PL	ADJ;NOM;PL
disponibles	наявні	disponible	наявний	ADJ;PL	ADJ;NOM;PL
estadística	статистика	estadístico	статистикий	N;FEM;SG	N;INAN;NOM;FEM;SG
estadística	статистикою	estadístico	статистика	N;FEM;SG	N;INAN;INS;FEM;SG
estadística	статистику	estadístico	статистика	N;FEM;SG	N;INAN;ACC;FEM;SG
herramientas	інструменти	herramienta	інструмент	N;FEM;PL	N;INAN;NOM;MASC;PL
herramientas	засоби	herramienta	засіб	N;FEM;PL	N;INAN;NOM;MASC;PL
vocalista	вокаліст	vocalista	вокаліст	N;SG	N;ANIM;NOM;MASC;SG
vocalista	вокал	vocalista	вокал	N;SG	N;ANIM;NOM;MASC;SG
escapar	втекти	escapar	втекти	V;NFIN	V;PFV;NFIN
espada	лезо	espada	лезо	N;FEM;SG	N;INAN;NOM;NEUT;SG
espada	клинок	espada	клинка	N;FEM;SG	N;INAN;NOM;MASC;SG
espada	мечем	espada	меч	N;FEM;SG	N;INAN;INS;MASC;SG
espada	меч	espada	меч.	N;FEM;SG	N;INAN;NOM;MASC;SG
árabes	араби	árabe	араба	N;PL	N;ANIM;NOM;MASC;PL
sexto	шоста	sexto	шоста	ADJ;MASC;SG	ADJ;NOM;FEM;SG
sexto	шостий	sexto	шостий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
sexto	шосте	sexto	шостий	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
matar	вбивають	matar	вбивати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
matar	вбити	matar	вбити	V;NFIN	V;PFV;NFIN
matar	вбити	matar	вбити	V;NFIN	V;PFV;NFIN
matar	убити	matar	убити	V;NFIN	V;PFV;NFIN
vertical	вертикальна	vertical	вертикальний	ADJ;SG	ADJ;NOM;FEM;SG
vertical	вертикальне	vertical	вертикальний	ADJ;SG	ADJ;NOM;NEUT;SG
vertical	вертикальний	vertical	вертикальний	ADJ;SG	ADJ;NOM;MASC;SG
oficinas	заклади	oficina	заклад	N;FEM;PL	N;INAN;NOM;MASC;PL
contemporánea	сучасна	contemporáneo	сучасний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
contemporánea	сучасне	contemporáneo	сучасне	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
disciplina	дисципліна	disciplina	дисципліна	N;FEM;SG	N;INAN;NOM;FEM;SG
gigante	гігант	gigante	гігант	N;SG	N;INAN;NOM;MASC;SG
gigante	велетень	gigante	велетення	N;SG	N;ANIM;NOM;MASC;SG
cristiano	християнський	cristiano	християнський	ADJ;MASC;SG	ADJ;NOM;MASC;SG
cristiano	християнська	cristiano	християнський	ADJ;MASC;SG	ADJ;NOM;FEM;SG
revolucionario	революційний	revolucionario	революційний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
obispos	єпископи	obispo	єпископ	N;MASC;PL	N;ANIM;NOM;MASC;PL
obispos	єпископів	obispo	єпископ	N;MASC;PL	N;ANIM;ACC;MASC;PL
blancas	білі	blanco	білий	ADJ;FEM;PL	ADJ;NOM;PL
sport	спорт	sport	спорт	N	N;INAN;NOM;MASC;SG
participaciones	вкладів	participación	вклад	N;FEM;PL	N;INAN;GEN;MASC;PL
participaciones	вклади	participación	вклад	N;FEM;PL	N;INAN;NOM;MASC;PL
candidatura	кандидатуру	candidatura	кандидатура	N;FEM;SG	N;INAN;ACC;FEM;SG
cuadros	столи	cuadro	стіл	N;MASC;PL	N;INAN;NOM;MASC;PL
cuadros	столики	cuadro	столик	N;MASC;PL	N;INAN;NOM;MASC;PL
cuadros	таблиці	cuadro	таблиця	N;MASC;PL	N;INAN;NOM;FEM;PL
cuadros	таблиць	cuadro	таблиця	N;MASC;PL	N;INAN;GEN;FEM;PL
cuadros	картини	cuadro	картина	N;MASC;PL	N;INAN;NOM;FEM;PL
cuadros	картин	cuadro	картина	N;MASC;PL	N;INAN;GEN;FEM;PL
cuadros	картинки	cuadro	картинка	N;MASC;PL	N;INAN;NOM;FEM;PL
vegetación	рослинність	vegetación	рослинність	N;FEM;SG	N;INAN;NOM;FEM;SG
voluntad	воля	voluntad	воля	N;FEM;SG	N;INAN;NOM;FEM;SG
necesidades	потреб	necesidad	потреб	N;FEM;PL	N;INAN;GEN;FEM;PL
necesidades	потреби	necesidad	потреба	N;FEM;PL	N;INAN;NOM;FEM;PL
eliminar	усунути	eliminar	усунути	V;NFIN	V;PFV;NFIN
eliminar	знищити	eliminar	знищити	V;NFIN	V;PFV;NFIN
eliminar	прибрати	eliminar	прибрати	V;NFIN	V;PFV;NFIN
eliminar	видалити	eliminar	видалити	V;NFIN	V;PFV;NFIN
eliminar	вилучити	eliminar	вилучити	V;NFIN	V;PFV;NFIN
eliminar	видалити	eliminar	видалити	V;NFIN	V;PFV;NFIN
eliminar	вилучити	eliminar	вилучити	V;NFIN	V;PFV;NFIN
vandalismo	вандалізму	vandalismo	вандалізм	N;MASC;SG	N;INAN;GEN;MASC;SG
aéreo	повітряна	aéreo	повітряний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
france	францію	france	франція	N;FEM;SG	N;INAN;ACC;FEM;SG
cayó	упав	caer	упава	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
cayó	впала	caer	впасти	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
cayó	впав	caer	впасти	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
maestros	магістри	maestro	магістр	N;MASC;PL	N;ANIM;NOM;MASC;PL
maestros	учителі	maestro	учитель	N;MASC;PL	N;ANIM;NOM;MASC;PL
maestros	вчителів	maestro	вчитель	N;MASC;PL	N;ANIM;ACC;MASC;PL
maestros	вчителі	maestro	вчитель	N;MASC;PL	N;ANIM;NOM;MASC;PL
negocio	бізнес	negocio	бізнути	N;MASC;SG	N;INAN;NOM;MASC;SG
negocio	справа	negocio	справа	N;MASC;SG	N;INAN;NOM;FEM;SG
escribe	записати	escribir	записати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
escribe	виписати	escribir	виписати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
escribe	написати	escribir	написати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
escribe	записує	escribir	записувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
