年	aasta	年	aasta	N	N;NOM;SG
老闆	ülemus	老闆	ülemus	N	N;NOM;SG
老闆	boss	老闆	boss	N	N;NOM;SG
皇室	royal	皇室	royal	N	N;NOM;SG
零售	jaemüügi	零售	jae_müük	N	N;PRT;SG
富豪	miljardär	富豪	miljardär	N	N;NOM;SG
富豪	volvo	富豪	volvo	N	N;NOM;SG
靈魂	hinge	靈魂	hing	N	N;PRT;SG
靈魂	hing	靈魂	hing	N	N;NOM;SG
靈魂	hinged	靈魂	hing	N	N;NOM;PL
杏	aprikoosi	杏	aprikoos	N	N;NOM;SG
殼	shell	殼	shell	N	N;NOM;SG
殼	kest	殼	kest	N	N;NOM;SG
殼	mürsud	殼	mürs	N	N;NOM;PL
工程	insenerid	工程	insener	N	N;NOM;PL
工程	insener	工程	insener	N	N;NOM;SG
祖母	vanaema	祖母	vana_ema	N	N;NOM;SG
春天	kevad	春天	kevad	N	N;NOM;SG
用法	kasutamine	用法	kasutamine	N	N;NOM;SG
用法	kasutus	用法	kasutus	N	N;NOM;SG
手術	kirurgia	手術	kirurgia	N	N;NOM;SG
手術	lõikus	手術	lõikuma	N	N;NOM;SG
手術	operatsioon	手術	operatsioon	N	N;NOM;SG
手術	toimimine	手術	toimimine	N	N;NOM;SG
手術	toiming	手術	toiming	N	N;NOM;SG
手術	operatsioon	手術	operatsioon	N	N;NOM;SG
行李	pagas	行李	pagas	N	N;NOM;SG
行李	pagasi	行李	pagasi	N	N;GEN;SG
行李	pagas	行李	pagas	N	N;NOM;SG
行李	pagasi	行李	pagasi	N	N;GEN;SG
旁白	jutustaja	旁白	jutustaja	N	N;NOM;SG
司徒	stuart	司徒	stuart	N	N;NOM;SG
癌症	vähk	癌症	vähk	N	N;NOM;SG
練習	harjutab	練習	harjutama	V	V;IND;SG;3;PRS;FIN;ACT
機體	organism	機體	organism	N	N;NOM;SG
奇怪	veider	奇怪	veider	N	N;NOM;SG
氮	lämmastik	氮	lämmastik	N	N;NOM;SG
同性	homoseksuaalsus	同性	homo_seksuaal=sus	N	N;NOM;SG
同性	gei	同性	gei	N	N;NOM;SG
同性	homo	同性	homo	N	N;NOM;SG
同性	gay	同性	gay	N	N;NOM;SG
圖書	raamatud	圖書	raamat	N	N;NOM;PL
圖書	raamatu	圖書	raamat	N	N;GEN;SG
圖書	raamat	圖書	raamat	N	N;NOM;SG
情感	emotsioon	情感	emotsioon	N	N;NOM;SG
情感	emotsioonid	情感	emotsioon	N	N;NOM;PL
情感	emotsiooni	情感	emotsioon	N	N;PRT;SG
情感	emotsioonid	情感	emotsioon	N	N;NOM;PL
鴨	pardid	鴨	part	N	N;NOM;PL
鴨	part	鴨	part	N	N;NOM;SG
妖	deemon	妖	deemon	N	N;NOM;SG
臉	näod	臉	nägu	N	N;NOM;PL
臉	näoga	臉	nägu	N	N;COM;SG
臉	näo	臉	nägu	N	N;GEN;SG
臉	nägu	臉	nägu	N	N;NOM;SG
臉	face	臉	face	N	N;NOM;SG
開啟	ava	開啟	ava	V	V;IMP;SG;2;PRS;FIN;ACT
開啟	avada	開啟	avama	V	V;NFIN
效應	efekt	效應	efekt	N	N;NOM;SG
效應	mõju	效應	mõju	N	N;NOM;SG
效應	toime	效應	toime	N	N;NOM;SG
效應	mõjud	效應	mõju	N	N;NOM;PL
效應	mõju	效應	mõju	N	N;NOM;SG
效應	toime	效應	toime	N	N;NOM;SG
交叉	rist	交叉	rist	N	N;NOM;SG
交叉	cross	交叉	cross	N	N;NOM;SG
交叉	crossover	交叉	crossover	N	N;NOM;SG
分數	fraktsioonid	分數	fraktsioon	N	N;NOM;PL
分數	skoor	分數	skoor	N	N;NOM;SG
分數	punktisumma	分數	punkti_summa	N	N;NOM;SG
分數	murdosa	分數	murd_osa	N	N;NOM;SG
分數	fraktsioon	分數	fraktsioon	N	N;NOM;SG
遊客	külastajad	遊客	külastaja	N	N;NOM;PL
遊客	külalised	遊客	külaline	N	N;NOM;PL
遊客	turistid	遊客	turist	N	N;NOM;PL
遊客	turist	遊客	turist	N	N;NOM;SG
分行	filiaalid	分行	filiaal	N	N;NOM;PL
分行	oksad	分行	oks	N	N;NOM;PL
分行	oks	分行	oks	N	N;NOM;SG
分行	filiaal	分行	filiaal	N	N;NOM;SG
分行	haru	分行	haru	N	N;NOM;SG
分行	filiaali	分行	filiaal	N	N;PRT;SG
騎兵	ratsavägi	騎兵	ratsa_vägi	N	N;NOM;SG
女生	tüdruk	女生	tüdruk	N	N;NOM;SG
女生	tüdrukud	女生	tüdruk	N	N;NOM;PL
女生	girls	女生	girls	N	N;NOM;SG
蒸汽	auru	蒸汽	aur	N	N;PRT;SG
蒸汽	aur	蒸汽	aur	N	N;NOM;SG
蒸汽	auru	蒸汽	aur	N	N;PRT;SG
蒸汽	aur	蒸汽	aur	N	N;NOM;SG
鍵	võtmed	鍵	võti	N	N;NOM;PL
鍵	võtme	鍵	võti	N	N;GEN;SG
鍵	key	鍵	key	N	N;NOM;SG
鍵	võti	鍵	võti	N	N;NOM;SG
鍵	side	鍵	side	N	N;NOM;SG
鍵	bond	鍵	bond	N	N;NOM;SG
人事	personal	人事	personal	N	N;NOM;SG
人事	töötajad	人事	töötaja	N	N;NOM;PL
可汗	khan	可汗	khan	N	N;NOM;SG
氯	kloori	氯	kloor	N	N;NOM;SG
經理	manager	經理	manager	N	N;NOM;SG
經理	juhataja	經理	juhataja	N	N;NOM;SG
經理	haldur	經理	haldur	N	N;NOM;SG
射手	laskur	射手	laskur	N	N;NOM;SG
射手	laskja	射手	laskja	N	N;NOM;SG
射手	tulistaja	射手	tulistaja	N	N;NOM;SG
假日	puhkus	假日	puhkus	N	N;NOM;SG
假日	pühal	假日	püha	N	N;AT+ESS
;SG
假日	pühi	假日	pühkima	N	N;PRT;SG
敵	vaenlane	敵	vaenlane	N	N;NOM;SG
物業	omadus	物業	omadus	N	N;NOM;SG
物業	omand	物業	omand	N	N;NOM;SG
預算	eelarve	預算	eel_arve	N	N;NOM;SG
預算	eelarved	預算	eel_arve	N	N;NOM;PL
閃	flash	閃	flash	N	N;NOM;SG
閃	välk	閃	välk	N	N;NOM;SG
雕像	kujud	雕像	kuju	N	N;NOM;PL
雕像	kuju	雕像	kuju	N	N;NOM;SG
引力	gravitatsioon	引力	gravitatsioon	N	N;NOM;SG
霧	udu	霧	udu	N	N;NOM;SG
霧	udu	霧	udu	N	N;NOM;SG
市鎮	omavalitsused	市鎮	oma_valitsus	N	N;NOM;PL
免疫	immuunne	免疫	immuunne	N	N;NOM;SG
免疫	immuunsuse	免疫	immuunsus	N	N;GEN;SG
免疫	puutumatus	免疫	puutumatus	N	N;NOM;SG
免疫	immuunsus	免疫	immuunsus	N	N;NOM;SG
編碼	code	編碼	code	N	N;NOM;SG
編碼	kood	編碼	kood	N	N;NOM;SG
編碼	kodeerimise	編碼	kodeeri=mine	N	N;GEN;SG
編碼	kodeering	編碼	kodeering	N	N;NOM;SG
啤酒	õlut	啤酒	õlu	N	N;PRT;SG
啤酒	õlle	啤酒	õlu	N	N;GEN;SG
啤酒	õlu	啤酒	õlu	N	N;NOM;SG
星期	fri	星期	fri	N	N;NOM;SG
星期	reede	星期	reede	N	N;NOM;SG
星期	reedel	星期	reede	N	N;AT+ESS
;SG
里程	läbisõit	里程	läbi_sõit	N	N;NOM;SG
敏感	tundlikkus	敏感	tundlikkus	N	N;NOM;SG
時裝	mood	時裝	mood	N	N;NOM;SG
火炮	suurtükivägi	火炮	suur_tüki_vägi	N	N;NOM;SG
魔女	nõid	魔女	nõid	N	N;NOM;SG
擴張	laienenud	擴張	laienema	V	V;PST;V.PTCP;ACT
擴張	laieneb	擴張	laienema	V	V;IND;SG;3;PRS;FIN;ACT
擴張	laiendada	擴張	laiendama	V	V;NFIN
甲基	metüül	甲基	metüül	N	N;NOM;SG
腦	ajju	腦	aji	N	N;PRT;SG
腦	aju	腦	aju	N	N;NOM;SG
腦	ajud	腦	aju	N	N;NOM;PL
進步	edusammud	進步	edu_samm	N	N;NOM;PL
進步	edasiminek	進步	edasi_minek	N	N;NOM;SG
進步	progress	進步	progress	N	N;NOM;SG
進步	edenemine	進步	edenemine	N	N;NOM;SG
強度	osatähtsus	強度	osa_tähtsus	N	N;NOM;SG
強度	intensiivsus	強度	intensiivsus	N	N;NOM;SG
強度	valgustugevus	強度	valgus_tugevus	N	N;NOM;SG
強度	jõudu	強度	jõud	N	N;PRT;SG
強度	tugevus	強度	tugevus	N	N;NOM;SG
白金	plaatina	白金	plaat	N	N;FRML;SG
走廊	koridor	走廊	koridor	N	N;NOM;SG
走廊	koridor	走廊	koridor	N	N;NOM;SG
資料	andmebaasi	資料	andme_baas	N	N;PRT;SG
資料	andmebaas	資料	andme_baas	N	N;NOM;SG
金額	summad	金額	summa	N	N;NOM;PL
金額	kogus	金額	kogus	N	N;NOM;SG
金額	summa	金額	summa	N	N;NOM;SG
金額	summad	金額	summa	N	N;NOM;PL
表格	vormid	表格	vorm	N	N;NOM;PL
表格	vormi	表格	vorm	N	N;PRT;SG
表格	vorm	表格	vorm	N	N;NOM;SG
創新	uuendused	創新	uuendus	N	N;NOM;PL
創新	innovatsioon	創新	innovatsioon	N	N;NOM;SG
創新	uuendus	創新	uuenduma	N	N;NOM;SG
創新	uuendused	創新	uuendus	N	N;NOM;PL
叉	kahvel	叉	kahvel	N	N;NOM;SG
海灣	laht	海灣	laht	N	N;NOM;SG
海灣	laht	海灣	laht	N	N;NOM;SG
海灣	bay	海灣	bay	N	N;NOM;SG
農民	talupoeg	農民	talu_poeg	N	N;NOM;SG
農民	farmer	農民	farmer	N	N;NOM;SG
農民	talunikud	農民	talunik	N	N;NOM;PL
農民	talupidajad	農民	talu_pidaja	N	N;NOM;PL
農民	põllumajandustootjate	農民	põllu_majandus_tootja	N	N;GEN;PL
赤道	ekvaatori	赤道	ekvaator	N	N;NOM;SG
赤道	ekvatoriaal	赤道	ekvatori_aal	N	N;NOM;SG
金色	golden	金色	golden	N	N;NOM;SG
金色	kuld	金色	kuld	N	N;NOM;SG
金色	kulda	金色	kuld	N	N;PRT;SG
金色	kullast	金色	kuld	N	N;IN+ABL;SG
理性	põhjus	理性	põhjus	N	N;NOM;SG
外表	välimus	外表	välimus	N	N;NOM;SG
稅	maks	稅	maks	N	N;NOM;SG
稅	maksud	稅	maks	N	N;NOM;PL
缸	silindri	缸	silinder	N	N;GEN;SG
缸	ballooni	缸	balloon	N	N;PRT;SG
童年	lapsepõlv	童年	lapse_põlv	N	N;NOM;SG
童年	lapsepõlve	童年	lapse_põlv	N	N;NOM;SG
童年	lapsepõlves	童年	lapse_põlv	N	N;IN+ESS;SG
百科	entsüklopeedia	百科	entsüklopeedia	N	N;NOM;SG
橘	orange	橘	orang	N	N;NOM;SG
橘	apelsin	橘	apelsin	N	N;NOM;SG
橘	oranž	橘	oranž	N	N;NOM;SG
彩色	värv	彩色	värv	N	N;NOM;SG
彩色	värvi	彩色	värv	N	N;PRT;SG
彩色	värvus	彩色	värvus	N	N;NOM;SG
彩色	värv	彩色	värv	N	N;NOM;SG
彩色	värvi	彩色	värv	N	N;PRT;SG
工會	liit	工會	liit	N	N;NOM;SG
工會	liidu	工會	liit	N	N;GEN;SG
工會	ametiühingud	工會	ameti_ühing	N	N;NOM;PL
工會	liidud	工會	liit	N	N;NOM;PL
蜘蛛	spider	蜘蛛	spider	N	N;NOM;SG
享受	naudi	享受	nautima	V	V;IMP;SG;2;PRS;FIN;ACT
享受	naudib	享受	nautima	V	V;IND;SG;3;PRS;FIN;ACT
享受	nautinud	享受	nautima	V	V;PST;V.PTCP;ACT
享受	nautis	享受	nautima	V	V;IND;SG;3;PST;FIN;ACT
鑽石	diamond	鑽石	diamond	N	N;NOM;SG
鑽石	teemant	鑽石	teema	N	N;NOM;SG
鑽石	teemandid	鑽石	teemand	N	N;NOM;PL
週	fri	週	fri	N	N;NOM;SG
週	reede	週	reede	N	N;NOM;SG
週	reedel	週	reede	N	N;AT+ESS
;SG
肌	lihas	肌	lihas	N	N;NOM;SG
美女	ilu	美女	ilu	N	N;NOM;SG
美女	iludus	美女	iludus	N	N;NOM;SG
美女	kaunitar	美女	kaunitar	N	N;NOM;SG
神經	närvi	神經	närv	N	N;PRT;SG
神經	närvid	神經	närv	N	N;NOM;PL
助手	abiline	助手	abiline	N	N;NOM;SG
助手	assistent	助手	assistent	N	N;NOM;SG
窩	pesa	窩	pesa	N	N;NOM;SG
地帶	riba	地帶	riba	N	N;NOM;SG
地帶	ribad	地帶	riba	N	N;NOM;PL
混亂	segadust	混亂	segadus	N	N;PRT;SG
混亂	segadus	混亂	segadus	N	N;NOM;SG
混亂	kaos	混亂	kaos	N	N;NOM;SG
大堂	fuajee	大堂	fuajee	N	N;NOM;SG
校區	linnaku	校區	linnak	N	N;GEN;SG
廠	tarnija	廠	tarnija	N	N;NOM;SG
廠	müüja	廠	müüja	N	N;NOM;SG
廠	valmistaja	廠	valmistaja	N	N;NOM;SG
廠	tootja	廠	tootja	N	N;NOM;SG
光學	optika	光學	optika	N	N;NOM;SG
卵	mune	卵	muna	N	N;PRT;PL
卵	munad	卵	muna	N	N;NOM;PL
氟	fluoriidi	氟	fluoriit	N	N;NOM;SG
氟	fluori	氟	fluorima	N	N;NOM;SG
欄	sammas	欄	sammas	N	N;NOM;SG
欄	kolonn	欄	kolonn	N	N;NOM;SG
欄	veerg	欄	veerg	N	N;NOM;SG
欄	veeru	欄	veerg	N	N;GEN;SG
欄	veerud	欄	veerg	N	N;NOM;PL
意志	wills	意志	wills	N	N;NOM;SG
軍方	sõjaväe	軍方	sõja_vägi	N	N;NOM;SG
軍方	sõjavägi	軍方	sõja_vägi	N	N;NOM;SG
真理	tõed	真理	tõde	N	N;NOM;PL
真理	tõde	真理	tõde	N	N;NOM;SG
街頭	tänav	街頭	tänav	N	N;NOM;SG
背面	kiri	背面	kiri	N	N;NOM;SG
背面	sabad	背面	saba	N	N;NOM;PL
醫藥	meditsiin	醫藥	meditsiin	N	N;NOM;SG
醫藥	ravimid	醫藥	ravim	N	N;NOM;PL
醫藥	ravimid	醫藥	ravim	N	N;NOM;PL
新手	algaja	新手	algaja	N	N;NOM;SG
新手	algaja	新手	algaja	N	N;NOM;SG
燒	põletus	燒	põletus	N	N;NOM;SG
燒	põletamine	燒	põletamine	N	N;NOM;SG
燒	kirjutamine	燒	kirjutamine	N	N;NOM;SG
膠	liimi	膠	liim	N	N;PRT;SG
膠	liim	膠	liim	N	N;NOM;SG
膠	geeli	膠	geel	N	N;PRT;SG
膠	geel	膠	geel	N	N;NOM;SG
渡邊	watanabe	渡邊	watanabe	N	N;NOM;SG
分歧	erinevused	分歧	erinevus	N	N;NOM;PL
分歧	lahknevus	分歧	lahknevus	N	N;NOM;SG
分歧	erimeelsused	分歧	eri_meelsus	N	N;NOM;PL
怪物	koletis	怪物	koletis	N	N;NOM;SG
怪物	monster	怪物	monster	N	N;NOM;SG
書寫	kirjutatud	書寫	kirjutama	V	V;PST;V.PTCP;PASS
書寫	kirjutanud	書寫	kirjutama	V	V;PST;V.PTCP;ACT
色情	pornograafia	色情	porno_graafia	N	N;NOM;SG
色情	porno	色情	porno	N	N;NOM;SG
股東	aktsionärid	股東	aktsionär	N	N;NOM;PL
股東	osanikud	股東	osanik	N	N;NOM;PL
股東	aktsionärid	股東	aktsionär	N	N;NOM;PL
股東	aktsionär	股東	aktsionär	N	N;NOM;SG
股東	osanik	股東	osanik	N	N;NOM;SG
曝光	paljastada	曝光	paljastama	V	V;NFIN
曝光	paljastades	曝光	paljastama	V	V;V.CVB
劫	rööv	劫	rööv	N	N;NOM;SG
劫	röövi	劫	rööv	N	N;NOM;SG
劫	röövimine	劫	röövimine	N	N;NOM;SG
人群	rahvamassid	人群	rahva_mass	N	N;NOM;PL
人群	rahvas	人群	rahvas	N	N;NOM;SG
人群	publik	人群	publik	N	N;NOM;SG
簡化	lihtsustada	簡化	lihtsustama	V	V;NFIN
土壤	mulla	土壤	muld	N	N;NOM;SG
土壤	pinnas	土壤	pind	N	N;NOM;SG
土壤	muld	土壤	muld	N	N;NOM;SG
土壤	muld	土壤	muld	N	N;NOM;SG
水中	veealuse	水中	vee_alune	N	N;GEN;SG
水中	veealune	水中	vee_alune	N	N;NOM;SG
消費	tarbimine	消費	tarbimine	N	N;NOM;SG
洗	pesta	洗	pesema	V	V;NFIN
洗	pesema	洗	pesema	V	V;IN+ALL;V.CVB;ACT
洗	pese	洗	pesema	V	V;IMP;SG;2;PRS;FIN;ACT
磨	jahvatada	磨	jahvatama	V	V;NFIN
隕石	meteoriit	隕石	meteoriit	N	N;NOM;SG
隕石	meteoor	隕石	meteoor	N	N;NOM;SG
隕石	meteoriit	隕石	meteoriit	N	N;NOM;SG
摧毀	hävita	摧毀	hävitama	V	V;IMP;SG;2;PRS;FIN;ACT
摧毀	hävitada	摧毀	hävitama	V	V;NFIN
船隻	laevu	船隻	laev	N	N;PRT;PL
船隻	laevad	船隻	laev	N	N;NOM;PL
船隻	laevad	船隻	laev	N	N;NOM;PL
船隻	laevade	船隻	laev	N	N;GEN;PL
船隻	anum	船隻	anum	N	N;NOM;SG
船隻	laev	船隻	laev	N	N;NOM;SG
船隻	alus	船隻	alus	N	N;NOM;SG
船隻	paate	船隻	paat	N	N;PRT;PL
船隻	paadid	船隻	paat	N	N;NOM;PL
船隻	laeva	船隻	laev	N	N;PRT;SG
船隻	laev	船隻	laev	N	N;NOM;SG
船隻	paat	船隻	paat	N	N;NOM;SG
橙	orange	橙	orang	N	N;NOM;SG
橙	apelsin	橙	apelsin	N	N;NOM;SG
橙	oranž	橙	oranž	N	N;NOM;SG
橙	apelsinid	橙	apelsin	N	N;NOM;PL
漆	lakk	漆	lakk	N	N;NOM;SG
漆	lakki	漆	lakk	N	N;PRT;SG
物體	objektid	物體	objekt	N	N;NOM;PL
牙齒	hambaravi	牙齒	hamba_ravi	N	N;NOM;SG
牙齒	hammas	牙齒	hammas	N	N;NOM;SG
牙齒	hamba	牙齒	hammas	N	N;NOM;SG
牙齒	hambad	牙齒	hammas	N	N;NOM;PL
元件	komponendi	元件	komponent	N	N;GEN;SG
元件	komponent	元件	komponent	N	N;NOM;SG
元件	komponendid	元件	komponent	N	N;NOM;PL
元件	element	元件	element	N	N;NOM;SG
協調	koordineerida	協調	koordineerima	V	V;NFIN
新秀	algaja	新秀	algaja	N	N;NOM;SG
尾巴	saba	尾巴	saba	N	N;NOM;SG
妖怪	koletis	妖怪	koletis	N	N;NOM;SG
妖怪	monster	妖怪	monster	N	N;NOM;SG
扣	luku	扣	lukk	N	N;PRT;SG
扣	lukk	扣	lukk	N	N;NOM;SG
客戶	kliendi	客戶	klient	N	N;GEN;SG
客戶	klient	客戶	klient	N	N;NOM;SG
客戶	klientidele	客戶	klient	N	N;AT+ALL;PL
客戶	kliendid	客戶	klient	N	N;NOM;PL
客戶	kliendi	客戶	klient	N	N;GEN;SG
客戶	klient	客戶	klient	N	N;NOM;SG
客戶	kliendid	客戶	klient	N	N;NOM;PL
喙	nokk	喙	nokk	N	N;NOM;SG
治理	valitsemine	治理	valitsemine	N	N;NOM;SG
治理	juhtimine	治理	juhtimine	N	N;NOM;SG
選民	valijaskonna	選民	valijaskond	N	N;NOM;SG
選民	hääletaja	選民	hääletaja	N	N;NOM;SG
選民	valija	選民	valija	N	N;NOM;SG
選民	valijad	選民	valija	N	N;NOM;PL
演技	näitlemine	演技	näitlemine	N	N;NOM;SG
勇者	vapper	勇者	vapper	N	N;NOM;SG
勇者	vapp	勇者	vapp	N	N;NOM;SG
肌肉	lihased	肌肉	lihas	N	N;NOM;PL
肌肉	lihas	肌肉	lihas	N	N;NOM;SG
火車	rongi	火車	rong	N	N;PRT;SG
火車	rong	火車	rong	N	N;NOM;SG
火車	rongid	火車	rong	N	N;NOM;PL
磷酸	fosfaadi	磷酸	fosfaat	N	N;NOM;SG
蛙	konna	蛙	konn	N	N;PRT;SG
蛙	konn	蛙	konn	N	N;NOM;SG
觀看	vaata	觀看	vaatama	V	V;IMP;SG;2;PRS;FIN;ACT
肩	õla	肩	õlg	N	N;GEN;SG
肩	õlg	肩	õlg	N	N;NOM;SG
肩	õlga	肩	õlg	N	N;PRT;SG
肩	õlad	肩	õlg	N	N;NOM;PL
水手	madrus	水手	madrus	N	N;NOM;SG
水手	meremees	水手	mere_mees	N	N;NOM;SG
答案	vastus	答案	vastus	N	N;NOM;SG
答案	vastused	答案	vastus	N	N;NOM;PL
答案	vastuseid	答案	vastus	N	N;PRT;PL
臂	käsi	臂	käsi	N	N;NOM;PL
臂	käe	臂	käsi	N	N;GEN;SG
鏡頭	objektiivi	鏡頭	objektiiv	N	N;PRT;SG
鏡頭	läätsed	鏡頭	määtse	N	N;NOM;PL
鏡頭	kaamera	鏡頭	kaamera	N	N;NOM;SG
頭銜	pealkirjad	頭銜	peal_kiri	N	N;NOM;PL
前	eeldus	前	eeldus	N	N;NOM;SG
前	eeltingimus	前	eel_tingimus	N	N;NOM;SG
時尚	mood	時尚	mood	N	N;NOM;SG
審判	kohtuistung	審判	kohtu_istung	N	N;NOM;SG
軍艦	sõjalaevad	軍艦	sõja_laev	N	N;NOM;PL
軍艦	sõjalaev	軍艦	sõja_laev	N	N;NOM;SG
民生	elatis	民生	elatis	N	N;NOM;SG
透明	läbipaistvus	透明	läbi_paistvus	N	N;NOM;SG
督察	inspektor	督察	inspektor	N	N;NOM;SG
督察	inspektori	督察	inspektor	N	N;NOM;SG
野生	wild	野生	wild	N	N;NOM;SG
野生	metsik	野生	metsik	N	N;NOM;SG
大理	dali	大理	dali	N	N;NOM;SG
用品	varud	用品	varu	N	N;NOM;PL
用品	tarned	用品	tarn	N	N;NOM;PL
用品	tarvikud	用品	tarvik	N	N;NOM;PL
碘	jood	碘	joo	N	N;NOM;SG
鈴	kella	鈴	kell	N	N;GEN;SG
鈴	belli	鈴	belli	N	N;NOM;SG
鈴	bell	鈴	bell	N	N;NOM;SG
秋季	sügis	秋季	sügis	N	N;NOM;SG
秋季	kukkumine	秋季	kukkumine	N	N;NOM;SG
秋季	kuku	秋季	kuku	N	N;NOM;SG
同事	kolleeg	同事	kolleeg	N	N;NOM;SG
同事	kolleegi	同事	kolleeg	N	N;PRT;SG
珍珠	pearl	珍珠	pearl	N	N;NOM;SG
珍珠	pärl	珍珠	pärl	N	N;NOM;SG
珍珠	pärli	珍珠	pärl	N	N;NOM;SG
珍珠	pärlid	珍珠	pärl	N	N;NOM;PL
群眾	rahvas	群眾	rahvas	N	N;NOM;SG
群眾	publik	群眾	publik	N	N;NOM;SG
棉	puuvill	棉	puu_vill	N	N;NOM;SG
外交	diplomaat	外交	diplomaat	N	N;NOM;SG
外交	diplomaadid	外交	diplomaat	N	N;NOM;PL
旋律	meloodia	旋律	meloodia	N	N;NOM;SG
旋律	melody	旋律	melody	N	N;NOM;SG
衣服	rõivad	衣服	rõim	N	N;NOM;PL
衣服	riietus	衣服	riietuma	N	N;NOM;SG
衣服	riided	衣服	riie	N	N;NOM;PL
衣服	riideid	衣服	riie	N	N;PRT;PL
衣服	riided	衣服	riie	N	N;NOM;PL
終	lõpp	終	lõpp	N	N;NOM;SG
風險	risk	風險	risk	N	N;NOM;SG
風險	riski	風險	risk	N	N;PRT;SG
風險	riske	風險	risk	N	N;PRT;PL
風險	riskid	風險	risk	N	N;NOM;PL
象棋	male	象棋	male	N	N;NOM;SG
剪	lõika	剪	lõikama	V	V;IMP;SG;2;PRS;FIN;ACT
標記	märgistus	標記	märgistus	N	N;NOM;SG
標記	tähistamine	標記	tähistamine	N	N;NOM;SG
標記	tähistus	標記	tähistus	N	N;NOM;SG
標記	märgistamine	標記	märgistamine	N	N;NOM;SG
標記	sildid	標記	silt	N	N;NOM;PL
標記	märgi	標記	märk	N	N;GEN;SG
標記	märk	標記	märk	N	N;NOM;SG
標記	mark	標記	mark	N	N;NOM;SG
標記	sildi	標記	silt	N	N;GEN;SG
標記	tag	標記	tag	N	N;NOM;SG
標記	silt	標記	silt	N	N;NOM;SG
標記	märgid	標記	märk	N	N;NOM;PL
標記	marks	標記	marks	N	N;NOM;SG
標記	tähis	標記	tähtima	N	N;NOM;SG
標記	marker	標記	marker	N	N;NOM;SG
指	osutades	指	osutama	V	V;V.CVB
鋼鐵	teras	鋼鐵	tera	N	N;NOM;SG
鋼鐵	steel	鋼鐵	steel	N	N;NOM;SG
鋼鐵	terasest	鋼鐵	terane	N	N;IN+ABL;SG
鋼鐵	raud	鋼鐵	rau	N	N;NOM;SG
鋼鐵	raua	鋼鐵	raud	N	N;NOM;SG
速率	määr	速率	määr	N	N;NOM;SG
年級	hinne	年級	hinn	N	N;NOM;SG
聚會	party	聚會	party	N	N;NOM;SG
聚會	pidu	聚會	pidu	N	N;NOM;SG
聚會	erakond	聚會	erakond	N	N;NOM;SG
聚會	peole	聚會	pidu	N	N;AT+ALL;SG
聚會	kogunemine	聚會	kogunemine	N	N;NOM;SG
捐款	annetada	捐款	annetama	V	V;NFIN
烈士	märt	烈士	märt	N	N;NOM;SG
烈士	märter	烈士	märter	N	N;NOM;SG
寵物	pet	寵物	pet	N	N;NOM;SG
寵物	lemmikloom	寵物	lemmik_loom	N	N;NOM;SG
寵物	lemmikloomad	寵物	lemmik_loom	N	N;NOM;PL
春季	kevad	春季	kevad	N	N;NOM;SG
夫婦	paarid	夫婦	paar	N	N;NOM;PL
卓越	tipptaseme	卓越	tipp_tase	N	N;GEN;SG
屍	laiba	屍	laip	N	N;GEN;SG
屍	laip	屍	laip	N	N;NOM;SG
晶片	chip	晶片	chip	N	N;NOM;SG
晶片	kiip	晶片	kiip	N	N;NOM;SG
螢幕	ekraan	螢幕	ekraan	N	N;NOM;SG
螢幕	ekraani	螢幕	ekraan	N	N;PRT;SG
真菌	seen	真菌	seen	N	N;NOM;SG
真菌	seened	真菌	seen	N	N;NOM;PL
真菌	seene	真菌	seen	N	N;GEN;SG
真菌	seened	真菌	seen	N	N;NOM;PL
號碼	number	號碼	number	N	N;NOM;SG
號碼	arv	號碼	arv	N	N;NOM;SG
鞋	kingad	鞋	king	N	N;NOM;PL
鞋	jalanõud	鞋	jala_nõu	N	N;NOM;PL
鞋	king	鞋	king	N	N;NOM;SG
鞋	kinga	鞋	king	N	N;NOM;SG
羽毛	sulg	羽毛	sulg	N	N;NOM;SG
羽毛	sulgedega	羽毛	sulg	N	N;COM;PL
羽毛	suled	羽毛	sulg	N	N;NOM;PL
期限	kestus	期限	kestus	N	N;NOM;SG
期限	tähtpäev	期限	täht_päev	N	N;NOM;SG
期限	tähtaeg	期限	täht_aeg	N	N;NOM;SG
肥	rasv	肥	rasv	N	N;NOM;SG
肥	rasva	肥	rasv	N	N;PRT;SG
概率	tõenäosus	概率	tõe_näosus	N	N;NOM;SG
缺少	puuduvad	缺少	puuduma	V	V;IND;PL;3;PRS;FIN;ACT
缺少	puudub	缺少	puuduma	V	V;IND;SG;3;PRS;FIN;ACT
繪畫	maal	繪畫	maa	N	N;AT+ESS
;SG
繪畫	maali	繪畫	maal	N	N;PRT;SG
繪畫	värvimine	繪畫	värvimine	N	N;NOM;SG
繪畫	joonis	繪畫	joonis	N	N;NOM;SG
繪畫	joonistamine	繪畫	joonistamine	N	N;NOM;SG
繪畫	maalid	繪畫	maal	N	N;NOM;PL
登山	ronimine	登山	ronimine	N	N;NOM;SG
溶液	lahendus	溶液	lahendus	N	N;NOM;SG
溶液	lahus	溶液	lahk	N	N;IN+ESS;SG
吸血	vampiir	吸血	vampiir	N	N;NOM;SG
被	süüdistatud	被	süüdistama	V;PASS	V;PST;V.PTCP;PASS
河谷	org	河谷	org	N	N;NOM;SG
河谷	oru	河谷	oru	N	N;NOM;SG
河谷	valley	河谷	valley	N	N;NOM;SG
