the	el	the	el	DET;DEF	DET;DEF;MASC;SG
leagues	ligas	league	liga	N;PL	N;FEM;PL
argued	discutieron	argue	discutir	V;IND;PST;FIN	V;IND;PL;3;PST;FIN
argued	argumentó	argue	argumentar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
colour	color	colour	color	N;SG	N;MASC;SG
prisoners	reclusos	prisoner	recluso	N;PL	N;MASC;PL
prisoners	prisioneros	prisoner	prisionero	N;PL	N;MASC;PL
prisoners	presos	prisoner	preso	N;PL	N;MASC;PL
facebook	facebook	facebook	facebook	N;SG	N;MASC;SG
attend	asistir	attend	asistir	V;IMP;FIN	V;NFIN
attend	asistan	attend	asistir	V;IMP;FIN	V;IMP;PL;3;FIN
survived	sobrevivieron	survive	sobrevevir	V;PST;V.PTCP	V;IND;PL;3;PST;FIN
survived	sobrevivió	survive	sobrevivir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
insurance	aseguradora	insurance	aseguradora	N;SG	N;FEM;SG
expert	experto	expert	experto	N;SG	N;MASC;SG
expert	perito	expert	perito	N;SG	N;MASC;SG
expert	experta	expert	experta	N;SG	N;FEM;SG
steam	vapor	steam	vapor	N;SG	N;MASC;SG
steam	steam	steam	steam	N;SG	N;SG
cards	cartas	card	carta	N;PL	N;FEM;PL
cards	naipes	card	naipe	N;PL	N;MASC;PL
cards	tarjetas	card	tarjeta	N;PL	N;FEM;PL
manufacturing	manufactura	manufacturing	manufactura	N;SG	N;FEM;SG
manufacturing	fabricación	manufacturing	fabricación	N;SG	N;FEM;SG
testing	ensayo	testing	ensayo	N;SG	N;MASC;SG
coastal	costera	coastal	costera	ADJ	ADJ;FEM;SG
coastal	costeras	coastal	costero	ADJ	ADJ;FEM;PL
coastal	costero	coastal	costero	ADJ	ADJ;MASC;SG
rescue	rescate	rescue	rescate	N;SG	N;MASC;SG
rescue	salvamento	rescue	salvamento	N;SG	N;MASC;SG
territories	territorios	territory	territorio	N;PL	N;MASC;PL
choose	elegir	choose	elegir	V;IMP;FIN	V;NFIN
choose	seleccione	choose	seleccionar	V;IMP;FIN	V;IMP;SG;3;FIN
journey	travesía	journey	travesía	N;SG	N;FEM;SG
journey	viaje	journey	viaje	N;SG	N;MASC;SG
journey	trayecto	journey	trayecto	N;SG	N;MASC;SG
storage	almacén	storage	almacén	N;SG	N;MASC;SG
storage	almacenaje	storage	almacenaje	N;SG	N;MASC;SG
storage	almacenamiento	storage	almacenamiento	N;SG	N;MASC;SG
costs	costos	cost	costo	N;PL	N;MASC;PL
costs	costes	cost	coste	N;PL	N;MASC;PL
notably	notablemente	notably	notablemente	ADV	ADV
colony	colonia	colony	colonia	N;SG	N;FEM;SG
evolution	evolution	evolution	evolution	N;SG	N
evolution	evolución	evolution	evolución	N;SG	N;FEM;SG
judges	jueces	judge	juez	N;PL	N;PL
judges	magistrados	judge	magistrado	N;PL	N;MASC;PL
gardens	jardines	garden	jardín	N;PL	N;MASC;PL
poems	poemas	poem	poema	N;PL	N;MASC;PL
removing	eliminando	remove	eliminar	V;V.MSDR	V;V.MSDR
removing	quitando	remove	quitar	V;V.MSDR	V;V.MSDR
responsibility	responsabilidad	responsibility	responsabilidad	N;SG	N;FEM;SG
sentences	sentencias	sentence	sentencia	N;PL	N;FEM;PL
sentences	frases	sentence	frase	N;PL	N;FEM;PL
sentences	oraciones	sentence	oración	N;PL	N;FEM;PL
engineers	ingenieros	engineer	ingeniero	N;PL	N;MASC;PL
visible	visible	visible	visible	ADJ	ADJ;SG
visible	visibles	visible	visible	ADJ	ADJ;PL
substantial	sustancial	substantial	sustancial	ADJ	ADJ;SG
substantial	substancial	substantial	substancial	ADJ	ADJ;SG
substantial	sustanciales	substantial	sustancial	ADJ	ADJ;PL
gulf	golfo	gulf	golfo	N;SG	N;MASC;SG
gulf	abismo	gulf	abismo	N;SG	N;MASC;SG
revolutionary	revolucionaria	revolutionary	revolucionario	ADJ	ADJ;FEM;SG
revolutionary	revolucionario	revolutionary	revolucionario	ADJ	ADJ;MASC;SG
trip	viaje	trip	viaje	N;SG	N;MASC;SG
restaurant	restaurante	restaurant	restaurante	N;SG	N;SG
stores	almacenes	store	almacén	N;PL	N;MASC;PL
stores	tiendas	store	tienda	N;PL	N;FEM;PL
stores	comercios	store	comercio	N;PL	N;MASC;PL
rice	arroz	rice	arroz	N;SG	N;MASC;SG
prove	probar	prove	probar	V;IMP;FIN	V;NFIN
prove	demostrar	prove	demostrar	V;IMP;FIN	V;NFIN
reasonable	razonable	reasonable	razonable	ADJ	ADJ;SG
reasonable	razonables	reasonable	razonable	ADJ	ADJ;PL
skin	piel	skin	piel	N;SG	N;FEM;SG
skin	cutis	skin	cuti	N;SG	N;MASC;SG
skin	skin	skin	skin	N;SG	N
volleyball	voleibol	volleyball	voleibol	N;SG	N;MASC;SG
chose	eligió	choose	elegir	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
chose	elegí	choose	elegir	V;IND;PST;FIN	V;IND;SG;1;PST;FIN
factors	factores	factor	factor	N;PL	N;MASC;PL
hundreds	centenares	hundred	centenar	N;PL	N;MASC;PL
devices	dispositivos	device	dispositivo	N;PL	N;MASC;PL
devices	aparatos	device	aparato	N;PL	N;MASC;PL
phrase	frase	phrase	frase	N;SG	N;FEM;SG
suicide	suicide	suicide	suicide	N;SG	N
suicide	suicida	suicide	suicida	N;SG	N;SG
suicide	suicido	suicide	suicido	N;SG	N;MASC;SG
suicide	suicidio	suicide	suicidio	N;SG	N;MASC;SG
advantage	provecho	advantage	provecho	N;SG	N;MASC;SG
advantage	ventaja	advantage	ventaja	N;SG	N;FEM;SG
automatically	automáticamente	automatically	automáticamente	ADV	ADV
minimum	minimo	minimum	minimo	N;SG	N;MASC;SG
goods	bienes	goods	bien	N;PL	N;MASC;PL
goods	mercancías	goods	mercancía	N;PL	N;FEM;PL
charges	cargos	charge	cargo	N;PL	N;MASC;PL
charges	cargas	charge	carga	N;PL	N;FEM;PL
charges	cobros	charge	cobro	N;PL	N;MASC;PL
charges	acusaciones	charge	acusación	N;PL	N;FEM;PL
operator	operador	operator	operador	N;SG	N;MASC;SG
operator	operadora	operator	operadora	N;SG	N;FEM;SG
merely	meramente	merely	meramente	ADV	ADV
identify	identifique	identify	identificaq	V;IMP;FIN	V;IMP;SG;3;FIN
identify	identificar	identify	identificar	V;IMP;FIN	V;NFIN
producers	productores	producer	productor	N;PL	N;MASC;PL
producers	productoras	producer	productora	N;PL	N;FEM;PL
latest	últimas	latest	último	ADJ;RL	ADJ;FEM;PL
latest	ultimas	latest	ultimo	ADJ;RL	ADJ;FEM;PL
latest	últimos	latest	último	ADJ;RL	ADJ;MASC;PL
latest	última	latest	último	ADJ;RL	ADJ;FEM;SG
latest	último	latest	último	ADJ;RL	ADJ;MASC;SG
latest	ultimos	latest	ultimo	ADJ;RL	ADJ;MASC;PL
releases	lanzamientos	release	lanzamiento	N;PL	N;MASC;PL
releases	liberaciones	release	liberación	N;PL	N;FEM;PL
victims	victimas	victim	victima	N;PL	N;FEM;PL
victims	víctimas	victim	víctima	N;PL	N;FEM;PL
explanation	explicación	explanation	explicación	N;SG	N;FEM;SG
operate	operar	operate	operar	V;IMP;FIN	V;NFIN
threat	amenaza	threat	amenaza	N;SG	N;FEM;SG
crossing	travesía	crossing	travesía	N;SG	N;FEM;SG
crossing	cruce	crossing	cruce	N;SG	N;MASC;SG
slow	lento	slow	lento	ADJ	ADJ;MASC;SG
slow	lenta	slow	lento	ADJ	ADJ;FEM;SG
slow	lentos	slow	lento	ADJ	ADJ;MASC;PL
poets	poetas	poet	poeta	N;PL	N;MASC;PL
strategy	estrategia	strategy	estrategia	N;SG	N;FEM;SG
ranking	ranking	rank	ranking	N;SG	N;MASC;SG
ranking	clasificación	rank	clasificación	N;SG	N;FEM;SG
residential	residencial	residential	residencial	ADJ	ADJ;SG
residential	residenciales	residential	residencial	ADJ	ADJ;PL
significance	importancia	significance	importancia	N;SG	N;FEM;SG
significance	trascendencia	significance	trascendencia	N;SG	N;FEM;SG
significance	significación	significance	significación	N;SG	N;FEM;SG
ruled	gobernó	rule	gobernar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
excellent	excelente	excellent	excelente	ADJ	ADJ;SG
excellent	excelentes	excellent	excelente	ADJ	ADJ;PL
observed	observó	observe	observar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
friendly	amigable	friendly	amigable	ADJ	ADJ;SG
friendly	amigables	friendly	amigable	ADJ	ADJ;PL
friendly	amistosos	friendly	amistoso	ADJ	ADJ;MASC;PL
friendly	amistoso	friendly	amistoso	ADJ	ADJ;MASC;SG
friendly	amistosa	friendly	amistoso	ADJ	ADJ;FEM;SG
temporary	temporales	temporary	temporal	ADJ	ADJ;PL
temporary	temporal	temporary	temporal	ADJ	ADJ;SG
temporary	temporario	temporary	temporario	ADJ	ADJ;MASC;SG
masters	masters	master	master	N;PL	N;MASC;PL
masters	maestros	master	maestro	N;PL	N;MASC;PL
peninsula	península	peninsula	península	N;SG	N;FEM;SG
networks	redes	network	red	N;PL	N;FEM;PL
passengers	pasajeros	passenger	pasajero	N;PL	N;MASC;PL
assumed	asumió	assume	asumir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
artistic	artísticas	artistic	artístico	ADJ	ADJ;FEM;PL
artistic	artística	artistic	artístico	ADJ	ADJ;FEM;SG
artistic	artístico	artistic	artístico	ADJ	ADJ;MASC;SG
artistic	artísticos	artistic	artístico	ADJ	ADJ;MASC;PL
safe	seguro	safe	seguro	ADJ	ADJ;MASC;SG
safe	segura	safe	seguro	ADJ	ADJ;FEM;SG
festivals	fiestas	festival	fiesta	N;PL	N;FEM;PL
festivals	festivales	festival	festival	N;PL	N;MASC;PL
compete	competir	compete	competir	V;IMP;FIN	V;NFIN
hunter	cazador	hunter	cazador	N;SG	N;MASC;SG
hunter	cazadora	hunter	cazadora	N;SG	N;FEM;SG
hunter	hunter	hunter	hunter	N;SG	N
moths	polillas	moth	polilla	N;PL	N;FEM;PL
partnership	sociedad	partnership	sociedad	N;SG	N;FEM;SG
partnership	asociación	partnership	asociación	N;SG	N;FEM;SG
maintenance	manutención	maintenance	manutención	N;SG	N;FEM;SG
maintenance	mantenimiento	maintenance	mantenimiento	N;SG	N;MASC;SG
monitoring	supervisión	monitor	supervisión	N;SG	N;FEM;SG
monitoring	monitoreo	monitor	monitoreo	N;SG	N;MASC;SG
monitoring	monitorización	monitor	monitorización	N;SG	N;FEM;SG
monitoring	seguimiento	monitor	seguimiento	N;SG	N;MASC;SG
monitoring	vigilancia	monitor	vigilancia	N;SG	N;FEM;SG
evil	maldad	evil	maldad	N;SG	N;FEM;SG
evil	evil	evil	evil	N;SG	N
relief	socorro	relief	socorro	N;SG	N;MASC;SG
relief	relevo	relief	relevo	N;SG	N;MASC;SG
relief	relieve	relief	relieve	N;SG	N;MASC;SG
relief	alivio	relief	alivio	N;SG	N;MASC;SG
poverty	pobreza	poverty	pobreza	N;SG	N;FEM;SG
encyclopedic	enciclopédico	encyclopedic	enciclopédico	ADJ	ADJ;MASC;SG
decide	decidir	decide	decidir	V;IMP;FIN	V;NFIN
decide	decidan	decide	decidir	V;IMP;FIN	V;IMP;PL;3;FIN
breaking	breaking	breaking	breaking	N;SG	N
argentine	argentina	argentine	argentino	ADJ	ADJ;FEM;SG
resigned	dimitió	resign	dimitir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
resigned	renunció	resign	renunciar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
historians	historiadores	historian	historiador	N;PL	N;MASC;PL
speaker	altavoz	speaker	altavoz	N;SG	N;MASC;SG
speaker	orador	speaker	orador	N;SG	N;MASC;SG
speaker	parlante	speaker	parlante	N;SG	N;SG
speaker	oradora	speaker	oradora	N;SG	N;FEM;SG
moth	polilla	moth	polilla	N;SG	N;FEM;SG
permission	permiso	permission	permiso	N;SG	N;MASC;SG
permission	autorización	permission	autorización	N;SG	N;FEM;SG
wounded	herida	wounded	herido	ADJ	ADJ;FEM;SG;V.PTCP
wounded	herido	wounded	herido	ADJ	ADJ;MASC;SG;V.PTCP
racial	raciales	racial	racial	ADJ	ADJ;PL
racial	racial	racial	racial	ADJ	ADJ;SG
gate	portón	gate	portón	N;SG	N;MASC;SG
gate	gate	gate	gate	N;SG	N;MASC;SG
gate	puerta	gate	puerta	N;SG	N;FEM;SG
springs	muelles	spring	muelle	N;PL	N;MASC;PL
springs	springs	spring	springs	N;PL	N;MASC;PL
springs	resortes	spring	resorte	N;PL	N;MASC;PL
springs	manantiales	spring	manantial	N;PL	N;MASC;PL
photography	fotografía	photography	fotografía	N;SG	N;FEM;SG
photography	fotografia	photography	fotografia	N;SG	N;FEM;SG
helping	ayudando	help	ayudar	V;V.MSDR	V;V.MSDR
helping	ayudar	help	ayudar	V;V.MSDR	V;NFIN
knights	knights	knights	knights	N;PL	N;MASC
knights	caballeros	knights	caballero	N;PL	N;MASC;PL
roll	rollo	roll	rollo	N;SG	N;MASC;SG
roll	roll	roll	roll	N;SG	N;MASC;SG
progressive	progresivo	progressive	progresivo	ADJ	ADJ;MASC;SG
progressive	progresivas	progressive	progresivo	ADJ	ADJ;FEM;PL
progressive	progresivos	progressive	progresivo	ADJ	ADJ;MASC;PL
progressive	progresiva	progressive	progresivo	ADJ	ADJ;FEM;SG
contrast	contraste	contrast	contraste	N;SG	N;MASC;SG
processes	procesos	process	proceso	N;PL	N;MASC;PL
spouse	cónyuge	spouse	cónyuge	N;SG	N;SG
infrastructure	infraestructura	infrastructure	infraestructura	N;SG	N;FEM;SG
principle	principio	principle	principio	N;SG	N;MASC;SG
painters	pintores	painter	pintor	N;PL	N;MASC;PL
properly	apropiadamente	properly	apropiadamente	ADV	ADV
properly	adecuadamente	properly	adecuadamente	ADV	ADV
properly	correctamente	properly	correctamente	ADV	ADV
frequency	periodicidad	frequency	periodicidad	N;SG	N;FEM;SG
frequency	frecuencia	frequency	frecuencia	N;SG	N;FEM;SG
joining	uniendo	join	unir	V;V.MSDR	V;V.MSDR
waters	aguas	water	agua	N;PL	N;FEM;PL
waters	waters	water	waters	N;PL	N
bridges	bridges	bridge	bridge	N;PL	N
bridges	puentes	bridge	puente	N;PL	N;MASC;PL
ceo	ceo	ceo	ceo	N;SG	N;MASC;SG
monument	monumento	monument	monumento	N;SG	N;MASC;SG
mental	mental	mental	mental	ADJ	ADJ;SG
mental	mentales	mental	mental	ADJ	ADJ;PL
portal	portal	portal	portal	N;SG	N;MASC;SG
parallel	paralelo	parallel	paralelo	ADJ	ADJ;MASC;SG
parallel	paralelas	parallel	paralelo	ADJ	ADJ;FEM;PL
parallel	paralelos	parallel	paralelo	ADJ	ADJ;MASC;PL
parallel	paralela	parallel	paralelo	ADJ	ADJ;FEM;SG
regardless	independientemente	regardless	independientemente	ADV	ADV
giant	gigante	giant	gigante	N;SG	N;SG
giant	giant	giant	giant	N;SG	N
qualifying	clasificación	qualify	clasificación	N;SG	N;FEM;SG
assessment	valoración	assessment	valoración	N;SG	N;FEM;SG
assessment	evaluación	assessment	evaluación	N;SG	N;FEM;SG
counter	contador	counter	contador	N;SG	N;MASC;SG
counter	mostrador	counter	mostrador	N;SG	N;MASC;SG
bears	osos	bear	ose	N;PL	N;MASC;PL
bears	bears	bear	bear	N;PL	N;MASC;PL
purchase	adquirir	purchase	adquirir	V;IMP;FIN	V;NFIN
purchase	comprar	purchase	comprar	V;IMP;FIN	V;NFIN
expression	expresión	expression	expresión	N;SG	N;FEM;SG
backing	respaldo	back	respaldo	N;SG	N;MASC;SG
improvement	mejoría	improvement	mejoría	N;SG	N;FEM;SG
improvement	mejoramiento	improvement	mejoramiento	N;SG	N;MASC;SG
improvement	perfeccionamiento	improvement	perfeccionamiento	N;SG	N;MASC;SG
improvement	mejora	improvement	mejora	N;SG	N;FEM;SG
closure	cierre	closure	cierre	N;SG	N;MASC;SG
closure	clausura	closure	clausura	N;SG	N;FEM;SG
wheel	rueda	wheel	rueda	N;SG	N;FEM;SG
ambassador	embajadora	ambassador	embajadora	N;SG	N;FEM;SG
ambassador	embajador	ambassador	embajador	N;SG	N;MASC;SG
desert	desierto	desert	desierto	N;SG	N;MASC;SG
bringing	trayendo	bring	traer	V;V.MSDR	V;V.MSDR
iranian	iraní	iranian	iraní	ADJ	ADJ;SG
uncle	tio	uncle	tio	N;SG	N;MASC;SG
uncle	tío	uncle	tío	N;SG	N;MASC;SG
severe	severas	severe	severo	ADJ	ADJ;FEM;PL
severe	severa	severe	severo	ADJ	ADJ;FEM;SG
severe	severo	severe	severo	ADJ	ADJ;MASC;SG
severe	grave	severe	grave	ADJ	ADJ;SG
rain	lluvia	rain	lluvia	N;SG	N;FEM;SG
fishing	pesca	fishing	pesca	N;SG	N;FEM;SG
existed	existió	exist	existir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
existed	existieron	exist	existir	V;PST;V.PTCP	V;IND;PL;3;PST;FIN
raise	criar	raise	criar	V;IMP;FIN	V;NFIN
raise	elevar	raise	elevar	V;IMP;FIN	V;NFIN
principles	principios	principle	principio	N;PL	N;MASC;PL
grow	crecer	grow	crecer	V;IMP;FIN	V;NFIN
tests	tests	test	test	N;PL	N;MASC;PL
tests	ensayos	test	ensayo	N;PL	N;MASC;PL
tests	pruebas	test	prueba	N;PL	N;FEM;PL
roughly	aproximadamente	roughly	aproximadamente	ADV	ADV
paragraph	párrafo	paragraph	párrafo	N;SG	N;MASC;SG
bat	murciélago	bat	murciélago	N;SG	N;MASC;SG
bat	bate	bat	batir	N;SG	N;MASC;SG
bat	bat	bat	bat	N;SG	N
prepared	preparado	prepared	preparado	ADJ	ADJ;MASC;SG;V.PTCP
prepared	preparada	prepared	preparado	ADJ	ADJ;FEM;SG;V.PTCP
prepared	preparados	prepared	preparado	ADJ	ADJ;MASC;PL;V.PTCP
prepared	preparadas	prepared	preparado	ADJ	ADJ;FEM;PL;V.PTCP
measures	medidas	measure	medida	N;PL	N;FEM;PL
hired	contrató	hire	contratar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
fear	temor	fear	temor	N;SG	N;MASC;SG
fear	miedo	fear	miedo	N;SG	N;MASC;SG
fear	fear	fear	fear	N;SG	N
merit	mérito	merit	mérito	N;SG	N;MASC;SG
participation	participación	participation	participación	N;SG	N;FEM;SG
massive	masivo	massive	masivo	ADJ	ADJ;MASC;SG
massive	masiva	massive	masivo	ADJ	ADJ;FEM;SG
designs	diseños	design	diseño	N;PL	N;MASC;PL
agencies	organismos	agency	organismo	N;PL	N;MASC;PL
agencies	agencias	agency	agencia	N;PL	N;FEM;PL
technique	tecnica	technique	tecnicar	N;SG	N;FEM;SG
technique	técnica	technique	técnica	N;SG	N;FEM;SG
egyptian	egipcia	egyptian	egipcio	ADJ	ADJ;FEM;SG
egyptian	egipcio	egyptian	egipcio	ADJ	ADJ;MASC;SG
clerk	escribano	clerk	escribano	N;SG	N;MASC;SG
narrow	angosto	narrow	angosto	ADJ	ADJ;MASC;SG
narrow	estrechas	narrow	estrecho	ADJ	ADJ;FEM;PL
narrow	estrecha	narrow	estrecho	ADJ	ADJ;FEM;SG
narrow	estrecho	narrow	estrecho	ADJ	ADJ;MASC;SG
narrow	estrechos	narrow	estrecho	ADJ	ADJ;MASC;PL
commissioner	comisaria	commissioner	comisaria	N;SG	N;FEM;SG
commissioner	comisionada	commissioner	comisionado	N;SG	N;FEM;SG
commissioner	comisario	commissioner	comisario	N;SG	N;MASC;SG
businesses	empresas	business	empresa	N;PL	N;FEM;PL
businesses	comercios	business	comercio	N;PL	N;MASC;PL
businesses	negocios	business	negocio	N;PL	N;MASC;PL
bomb	bomba	bomb	bomba	N;SG	N;FEM;SG
capable	capaces	capable	capaz	ADJ	ADJ;PL
capable	capaz	capable	capaz	ADJ	ADJ;SG
poem	poema	poem	poema	N;SG	N;MASC;SG
stages	etapas	stage	etapa	N;PL	N;FEM;PL
stages	fases	stage	fase	N;PL	N;FEM;PL
honorary	honorario	honorary	honorario	ADJ	ADJ;MASC;SG
dragon	dragón	dragon	dragón	N;SG	N;MASC;SG
dragon	dragon	dragon	dragon	N;SG	N;MASC;SG
propose	proponer	propose	proponer	V;IMP;FIN	V;NFIN
send	enviar	send	enviar	V;IMP;FIN	V;NFIN
send	envíe	send	enviar	V;IMP;FIN	V;IMP;SG;3;FIN
send	mandar	send	mandar	V;IMP;FIN	V;NFIN
proof	comprobante	proof	comprobante	N;SG	N;MASC;SG
proof	prueba	proof	prueba	N;SG	N;FEM;SG
practices	practicas	practice	practica	N;PL	N;FEM;PL
practices	prácticas	practice	práctica	N;PL	N;FEM;PL
attractions	atracciones	attraction	atracción	N;PL	N;FEM;PL
mouth	mouth	mouth	mouth	N;SG	N
mouth	desembocadura	mouth	desembocadura	N;SG	N;FEM;SG
mouth	boca	mouth	boca	N;SG	N;FEM;SG
fix	arreglar	fix	arreglar	V;IMP;FIN	V;NFIN
fix	fijar	fix	fijar	V;IMP;FIN	V;NFIN
symbol	símbolo	symbol	símbolo	N;SG	N;MASC;SG
symbol	signatura	symbol	signatura	N;SG	N;FEM;SG
organ	órgano	organ	órgano	N;SG	N;MASC;SG
exception	excepción	exception	excepción	N;SG	N;FEM;SG
unfortunately	desafortunadamente	unfortunately	desafortunadamente	ADV	ADV
unfortunately	lamentablemente	unfortunately	lamentablemente	ADV	ADV
unfortunately	desgraciadamente	unfortunately	desgraciadamente	ADV	ADV
replacement	reemplazo	replacement	reemplazo	N;SG	N;MASC;SG
replacement	sustitución	replacement	sustitución	N;SG	N;FEM;SG
soundtrack	soundtrack	soundtrack	soundtrack	N;SG	N;MASC;SG
thousand	mil	thousand	mil	NUM	NUM;PL
legislation	legislación	legislation	legislación	N;SG	N;FEM;SG
beauty	belleza	beauty	belleza	N;SG	N;FEM;SG
beauty	hermosura	beauty	hermosura	N;SG	N;FEM;SG
credits	créditos	credit	crédito	N;PL	N;MASC;PL
buy	compre	buy	comprar	V;IMP;FIN	V;IMP;SG;3;FIN
buy	comprar	buy	comprar	V;IMP;FIN	V;NFIN
organisations	organizaciones	organisation	organización	N;PL	N;FEM;PL
opinions	dictámenes	opinion	dictamen	N;PL	N;MASC;PL
opinions	opiniones	opinion	opinión	N;PL	N;FEM;PL
cavalry	caballería	cavalry	caballería	N;SG	N;FEM;SG
tribe	tribu	tribe	tribu	N;SG	N;FEM;SG
chess	ajedrez	chess	ajedrez	N;SG	N;MASC;SG
channels	canales	channel	canal	N;PL	N;MASC;PL
claiming	reclamando	claim	reclamar	V;V.MSDR	V;V.MSDR
claiming	alegando	claim	alegar	V;V.MSDR	V;V.MSDR
exact	exacto	exact	exacto	ADJ	ADJ;MASC;SG
exact	exacta	exact	exacto	ADJ	ADJ;FEM;SG
exact	exactos	exact	exacto	ADJ	ADJ;MASC;PL
allied	aliado	ally	aliado	ADJ	ADJ;MASC;SG;V.PTCP
allied	aliadas	ally	aliado	ADJ	ADJ;FEM;PL;V.PTCP
allied	aliada	ally	aliado	ADJ	ADJ;FEM;SG;V.PTCP
involvement	implicación	involvement	implicación	N;SG	N;FEM;SG
involvement	participación	involvement	participación	N;SG	N;FEM;SG
referring	referir	refer	referir	V;V.MSDR	V;NFIN
referring	refiriendo	refer	referir	V;V.MSDR	V;V.MSDR
referring	refiriéndose	refer	refiriéndose	V;V.MSDR	V;SBJV;SG;3;PRS;FIN
sisters	hermanas	sister	hermana	N;PL	N;FEM;PL
willing	dispuesto	willing	dispuesto	ADJ	ADJ;MASC;SG;V.PTCP
willing	dispuesta	willing	dispuesto	ADJ	ADJ;FEM;SG;V.PTCP
willing	dispuestos	willing	dispuesto	ADJ	ADJ;MASC;PL;V.PTCP
requests	peticiones	request	petición	N;PL	N;FEM;PL
requests	solicitudes	request	solicitud	N;PL	N;FEM;PL
unusual	inusuales	unusual	inusual	ADJ	ADJ;PL
unusual	insólito	unusual	insólito	ADJ	ADJ;MASC;SG
unusual	inusual	unusual	inusual	ADJ	ADJ;SG
impossible	imposible	impossible	imposible	ADJ	ADJ;SG
impossible	imposibles	impossible	imposible	ADJ	ADJ;PL
colors	colores	color	color	N;PL	N;MASC;PL
cook	cocinero	cook	cocinero	N;SG	N;MASC;SG
cook	cocinera	cook	cocinerar	N;SG	N;FEM;SG
cook	cocina	cook	cocina	N;SG	N;FEM;SG
drawing	dibujo	draw	dibujo	N;SG	N;MASC;SG
removal	remoción	removal	remoción	N;SG	N;FEM;SG
removal	eliminación	removal	eliminación	N;SG	N;FEM;SG
moves	movimientos	move	movimiento	N;PL	N;MASC;PL
moves	mudanzas	move	mudanza	N;PL	N;FEM;PL
indicates	indica	indicate	indicar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
admitted	admitió	admit	admitir	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
ownership	titularidad	ownership	titularidad	N;SG	N;FEM;SG
ownership	propiedad	ownership	propiedad	N;SG	N;FEM;SG
regulations	reglamentaciones	regulation	reglamentación	N;PL	N;FEM;PL
regulations	reglamentos	regulation	reglamento	N;PL	N;MASC;PL
regulations	regulaciones	regulation	regulación	N;PL	N;FEM;PL
crash	choque	crash	choque	N;SG	N;MASC;SG
crash	crash	crash	crash	N;SG	N
crash	accidente	crash	accidente	N;SG	N;MASC;SG
crash	caída	crash	caída	N;SG	N;FEM;SG
guitarist	guitarrista	guitarist	guitarrista	N;SG	N;SG
supports	apoya	support	apoyar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
abbey	abadía	abbey	abadía	N;SG	N;FEM;SG
tone	tono	tone	tono	N;SG	N;MASC;SG
indigenous	autóctono	indigenous	autóctono	ADJ	ADJ;MASC;SG
indigenous	autóctona	indigenous	autóctono	ADJ	ADJ;FEM;SG
indigenous	indígena	indigenous	indígena	ADJ	ADJ;SG
personality	personalidad	personality	personalidad	N;SG	N;FEM;SG
reception	recibimiento	reception	recibimiento	N;SG	N;MASC;SG
reception	acogida	reception	acogida	N;SG	N;FEM;SG
reception	recepción	reception	recepción	N;SG	N;FEM;SG
transit	tránsito	transit	tránsito	N;SG	N;MASC;SG
transit	transito	transit	transito	N;SG	N;MASC;SG
flowers	flores	flower	flor	N;PL	N;FEM;PL
adventure	aventura	adventure	aventura	N;SG	N;FEM;SG
definitely	definitivamente	definitely	definitivamente	ADV	ADV
guinea	guinea	guinea	guinea	N;SG	N;FEM;SG
horror	horror	horror	horror	N;SG	N;MASC;SG
horror	espanto	horror	espanto	N;SG	N;MASC;SG
rangers	rangers	ranger	rangers	N;PL	N;MASC;PL
rangers	guardabosques	ranger	guardabosque	N;PL	N;MASC;PL
pointed	señalado	point	señalar	V;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
pointed	señaló	point	señalar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
popularity	popularidad	popularity	popularidad	N;SG	N;FEM;SG
occasionally	ocasionalmente	occasionally	ocasionalmente	ADV	ADV
coalition	coalición	coalition	coalición	N;SG	N;FEM;SG
franchise	franquicia	franchise	franquicia	N;SG	N;FEM;SG
starred	protagonizó	starr	protagonizar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
critic	crítica	critic	crítica	N;SG	N;FEM;SG
journals	diarios	journal	diario	N;PL	N;MASC;PL
journals	revistas	journal	revista	N;PL	N;FEM;PL
rolling	rolling	roll	rolling	N;SG	N
rolling	laminado	roll	laminado	N;SG	N;MASC;SG
rolling	laminación	roll	laminación	N;SG	N;FEM;SG
percentage	porcentaje	percentage	porcentaje	N;SG	N;MASC;SG
silent	silenciosas	silent	silencioso	ADJ	ADJ;FEM;PL
