nicht	नहीं	nicht	नहीं	PART;NEG	PART;NEG
heilige	पवित्र	heilig	पवित्र	ADJ;NOM;FEM;PL	ADJ
heilige	पवित्र	heilig	पवित्र	ADJ;NOM;FEM;PL	ADJ
nominierung	नामांकन	nominierung	नामांकन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wirtschaftliche	आर्थिक	wirtschaftlich	आर्थिक	ADJ;NOM;FEM;PL	ADJ;NOM
wirtschaftliche	किफायती	wirtschaftlich	किफायती	ADJ;NOM;FEM;PL	ADJ;NOM
auge	नेत्र	auge	नेत्र	N;NOM;SG	N;NOM;MASC;SG;3
auge	आँख	auge	आँख	N;NOM;SG	N;NOM;FEM;SG;3
auge	नजर	auge	नजर	N;NOM;SG	N;NOM;FEM;SG;3
geburt	nativity	geburen	nativity	N;SG	N;NOM;MASC;SG;3
geburt	प्रसव	geburen	प्रसव	N;SG	N;NOM;MASC;SG;3
geburt	जन्म	geburen	जन्म	N;SG	N;NOM;MASC;SG;3
obere	ऊपरी	ober	ऊपरी	ADJ;NOM;FEM;PL	ADJ;NOM
kommandeur	कमांडर	kommandeur	कमांडर	N;SG	N;NOM;MASC;SG;3
systeme	सिस्टम	system	सिस्टम	N;NOM	N;NOM;MASC;SG;3
systeme	सिस्टम्स	system	सिस्टम	N;NOM	N;NOM;MASC;PL;3
feuer	लौ	feuer	लौ		
prüfung	ऑडिट	prüfung	ऑडिट	N;SG	N;NOM;MASC;SG;3
prüfung	परीक्षा	prüfung	परीक्षा	N;SG	N;NOM;FEM;SG;3
prüfung	जांच	prüfung	जांच	N;SG	N;NOM;FEM;SG;3
prüfung	जाँच	prüfung	जाँच	N;SG	N;NOM;FEM;SG;3
prüfung	परीक्षण	prüfung	परीक्षण	N;SG	N;NOM;MASC;SG;3
prüfung	परीक्षण	prüfung	परीक्षण	N;SG	N;NOM;MASC;SG;3
prüfung	परीक्षा	prüfung	परीक्षा	N;SG	N;NOM;FEM;SG;3
prüfung	परिक्षा	prüfung	परिक्षा	N;SG	N;NOM;FEM;SG;3
prüfung	परीक्षा	prüfung	परीक्षा	N;SG	N;NOM;FEM;SG;3
prüfung	एग्जाम	prüfung	एग्जाम	N;SG	N;NOM;MASC;SG;3
gedreht	फिल्माया	drehen	फिल्मा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gedreht	घुमाया	drehen	घुमा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
kunden	ग्राहक	kund	ग्राहक	N	N;NOM;MASC;PL;3
kunden	ग्राहक	kund	ग्राहक	N	N;NOM;MASC;PL;3
kunden	क्लाइंट	kund	क्लाइंट	N	N;NOM;MASC;SG;3
kunden	ग्राहक	kund	ग्राहक	N	N;NOM;MASC;PL;3
kunden	क्लाइंट	kund	क्लाइंट	N	N;NOM;MASC;SG;3
kunden	क्लाएंट	kund	क्लाएंट	N	N;NOM;MASC;SG;3
himmel	आसमानी	himmel	आसमानी		
hundert	सौ	hundert	सौ	NUM	NUM
adresse	url	adresse	url	N;NOM;FEM;SG	N;NOM;MASC;SG;3
adresse	पता	adresse	पता	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gelegt	रखी	legen	रख	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
eingang	एन्ट्री	eingehen	एन्ट्री	N;SG	N;NOM;MASC;SG;3
eingang	एंट्री	eingehen	एंट्री	N;SG	N;NOM;FEM;SG;3
eingang	प्रविष्टि	eingehen	प्रविष्टि	N;SG	N;NOM;FEM;SG;3
eingang	प्रवेश	eingehen	प्रवेश	N;SG	N;NOM;MASC;SG;3
eingang	आवक	eingehen	आवक	N;SG	N;NOM;FEM;SG;3
eingang	इनपुट	eingehen	इनपुट	N;SG	N;NOM;MASC;SG;3
bessere	बेहतर	gut	बेहतर	ADJ;NOM;FEM;PL	ADJ
toten	मर	toten	मर	V;PL;FIN	V;ACT
wirtschaftlichen	आर्थिक	wirtschaftlich	आर्थिक	ADJ;NOM;MASC;PL	ADJ;NOM
aufgehoben	रद्द	aufheben	रद्द	ADJ;V.PTCP	ADJ
zustimmung	सहमति	zustimmung	सहमति	N;NOM;FEM;SG	N;NOM;FEM;SG;3
masse	बल्क	massen	बल्क		
masse	मास	massen	मास		
chance	अवसर	chance	अवसर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
chance	मौका	chance	मौका	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rücken	पिछे	rücken	पिछ	V;NFIN	V;MASC;SG;FIN;ACT
übersicht	अवलोकन	übersichen	अवलोकलन	N;FEM;SG	N;NOM;MASC;SG;3
test	परीक्षा	test	परीक्षा	N	N;NOM;FEM;SG;3
test	जांच	test	जांच	N	N;NOM;FEM;SG;3
test	जाँच	test	जाँच	N	N;NOM;FEM;SG;3
test	परीक्षण	test	परीक्षण	N	N;NOM;MASC;SG;3
test	परीक्षण	test	परीक्षण	N	N;NOM;MASC;SG;3
anforderungen	मांगे	anforderingen	मांग	V;NFIN	V;MASC;IND;SG;3;FIN;ACT
übernahme	कब्ज़ा	übernehmen	कब्ज़ा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
übernahme	प्राप्ति	übernehmen	प्राप्ति	N;NOM;FEM;SG	N;NOM;FEM;SG;3
übernahme	अधिग्रहण	übernehmen	अधिग्रहण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kader	संवर्ग	kader	संवर्ग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kader	दस्ता	kader	दस्ता	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kader	दस्ते	kader	दस्ता	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kader	स्क्वाड	kader	स्क्वाड	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ausgaben	बिता	ausgeben	बिता	V;FIN	V;SG;FIN;ACT
guter	अच्छे	gut	अच्छा	ADJ;NOM;MASC	ADJ;NOM;MASC;PL
bewusst	जागरूक	bewußt	जागरूक	ADJ	ADJ
bewusst	सचेत	bewußt	सचेत	ADJ	ADJ
geist	घोस्ट	geisen	घोस्ट		
geist	भूत	geisen	भूत		
geist	भुत	geisen	भुत		
geist	स्पिरिट	geisen	स्पिरिट		
geist	स्पिरिट	geisen	स्पिरिट		
begrenzt	सीमित	begrenzen	सीमित	ADJ	ADJ
begrenzt	प्रतिबंधित	begrenzen	प्रतिबंधित	ADJ	ADJ
vii	vii	vii	vii		
fünften	पाँचवा	fünft	पाँचवा	ADJ	ADJ;NOM;MASC;SG
fünften	पांचवा	fünft	पांचवा	ADJ	ADJ;NOM;MASC;SG
fünften	पांचवां	fünft	पांचवां	ADJ	ADJ;NOM;MASC;SG
gezogen	खींचा	ziehen	खींच	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gezogen	घसीटा	ziehen	घसीटा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
verkauf	विक्रय	verkaufen	विक्रय	N	N;NOM;MASC;SG;3
verkauf	बिक्री	verkaufen	बिक्री	N	N;NOM;FEM;SG;3
verkauf	बिक्री	verkaufen	बिक्री	N	N;NOM;FEM;SG;3
positiv	सकारात्मक	positiv	सकारात्मक	ADJ	ADJ
wohnung	फ्लैट	wohnung	फ्लैट	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wohnung	समतल	wohnung	समतल	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wohnung	चपटा	wohnung	चपटा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wohnung	अपार्टमेंट	wohnung	अपार्टमेंट	N;NOM;FEM;SG	N;NOM;MASC;SG;3
interessen	रुचियाँ	interesse	रुची	N;NOM;PL	N;NOM;FEM;PL;3
goethe	गेटे	goethe	गेटा		
gedanken	सोचा	panken	सोच	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
hinten	पीछे	hinten	पीछे	ADV	ADV;NOM;MASC;SG;3
hinten	पीछे	hinten	पीछे	ADV	ADV;NOM;MASC;SG;3
strecken	खींचें	strecken	खींच	V;NFIN	V;SBJV;PL;FIN;ACT
umbau	पुनर्निर्माण	umbau	पुनर्निर्माण	N	N;NOM;MASC;SG;3
umbau	रूपांतरण	umbau	रूपांतरण	N	N;NOM;MASC;SG;3
umbau	परिवर्तन	umbau	परिवर्तन	N	N;NOM;MASC;SG;3
umbau	पुनर्निर्माण	umbau	पुनर्निर्माण	N	N;NOM;MASC;SG;3
getragen	पहना	tragen	पहन	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
transport	परिवहन	transporen	परिवहन	N	N;NOM;MASC;SG;3
umsetzung	कार्यान्वयन	umsetzung	कार्यान्वयन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
umsetzung	क्रियान्वयन	umsetzung	क्रियान्वयन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kämpfen	लड़ता	kämpfen	लड़	V;NFIN	V;IPFV;MASC;SG;V.PTCP;ACT
kämpfen	लड़	kämpfen	लड़	V;NFIN	V;ACT
baum	ट्री	baum	ट्री		
abhängig	निर्भर	abhängig	निर्भर	ADJ	ADJ
sprecher	प्रवक्ता	sprecher	प्रवक्ता	N	N;NOM;MASC;SG;3
sprecher	प्रवक्ता	sprecher	प्रवक्ता	N	N;NOM;MASC;SG;3
sprecher	अध्यक्षों	sprecher	अध्यक्ष	N	N;ACC;MASC;PL;3
sprecher	वक्ता	sprecher	वक्ता	N	N;NOM;MASC;SG;3
sprecher	अध्यक्ष	sprecher	अध्यक्ष	N	N;NOM;MASC;SG;3
sprecher	स्पीकर	sprecher	स्पीकर	N	N;NOM;MASC;SG;3
sprecher	वार्ताकार	sprecher	वार्ताकार	N	N;NOM;MASC;PL;3
wahrheit	सत्य	wahrheit	सत्य		
vermeiden	बचने	vermeiden	बच	V;NFIN	V;NFIN;ACT
aktive	सक्रिय	aktiv	सक्रिय	ADJ;NOM;FEM;PL	ADJ
verständnis	हमदर्दी	verständnis	हमदर्दी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
verständnis	सहानुभूति	verständnis	सहानुभूति	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
abgerissen	फटे	abreißen	फट	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
abgerissen	फटा	abreißen	फटा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
pläne	योजनाएँ	pläne	योजना	N;NOM;MASC;PL	N;NOM;FEM;PL;3
politischer	राजनीतिक	politisch	राजनीतिक	ADJ	ADJ;NOM
erworben	खरीदी	erwerben	खरीद	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
erworben	ख़रीदा	erwerben	ख़रीदा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
erworben	खरीदा	erwerben	खरीद	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
kommando	कमांड	kommando	कमांड	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kommando	कमांडो	kommando	कमांडो	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
schöne	सुंदर	schön	सुन्दर	ADJ;NOM;FEM;PL	ADJ
schöne	खूबसूरत	schön	खूबसूरत	ADJ;NOM;FEM;PL	ADJ
geblieben	रुके	bleiben	रुक	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
geblieben	ठहरे	bleiben	ठहर	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
einstellung	भर्ती	einstellung	भर्ती	N;NOM;FEM;SG	N;NOM;FEM;SG;3
einstellung	attitude	einstellung	ओॉीओाठ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
einstellung	रवैया	einstellung	रवैया	N;NOM;FEM;SG	N;NOM;MASC;SG;3
einstellung	सेटिंग	einstellung	सेटिंग	N;NOM;FEM;SG	N;NOM;FEM;SG;3
tief	गहरी	tief	गहरा	ADJ	ADJ;NOM;FEM;SG
tief	गहरा	tief	गहरा	ADJ	ADJ;NOM;MASC;SG
tief	गहन	tief	गहन	ADJ	ADJ;NOM
gesucht	चाही	suchen	चाह	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gesucht	खोजा	suchen	खोजा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
sturm	तुफान	sturm	तुफान		
sturm	स्टर्म	sturm	स्टर्म		
umstritten	विवादित	umstritten	विवादित	ADJ	ADJ
umstritten	विवादित	umstritten	विवादित	ADJ	ADJ
umstritten	विवादास्पद	umstritten	विवादास्पद	ADJ	ADJ
genauer	सटीक	genau	सटीक	ADJ	ADJ
beschränkt	प्रतिबंधित	beschränken	प्रतिबंधित	ADJ;V.PTCP	ADJ
beschränkt	सीमित	beschränken	सीमित	ADJ;V.PTCP	ADJ
traditionellen	परंपरागत	traditionell	परंपरागत	ADJ;NOM;MASC;PL	ADJ
erfolgreichen	सफल	erfolgreich	सफल	ADJ	ADJ
erfolgreichen	कामयाब	erfolgreich	कामयाब	ADJ	ADJ
kino	मूवी	kino	मूवी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
kino	cinemas	kino	cinemas	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kino	थिएटर	kino	थिएटर	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kino	चलचित्र	kino	चलचित्र	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kino	फ़िल्म	kino	फ़िल्म	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
kino	मूवी	kino	मूवी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
kino	फिल्म	kino	फिल्म	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
kino	सिनेमा	kino	सिनेमा	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
lernen	सीख	lernen	सीख	V;NFIN	V;FIN;ACT
lernen	सीखना	lernen	सीखना	V;NFIN	V;MASC;NFIN;ACT
lernen	सीखें	lernen	सीख	V;NFIN	V;SBJV;PL;FIN;ACT
lernen	सीख	lernen	सीख	V;NFIN	V;FIN;ACT
tunnel	टनल	tunnel	टनल		
franzosen	फ्रांसीसी	franzosen	फ्रांसीसी	ADJ	ADJ;NOM
verteilt	बिखरे	verteilen	बिखर	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
verteilt	distributes	verteilen	distributes	V;V.PTCP	V;IPFV;MASC;V.PTCP;ACT
effekt	असर	effekt	असर	N	N;NOM;MASC;SG;3
effekt	प्रभाव	effekt	प्रभाव	N	N;NOM;MASC;SG;3
effekt	प्रभाव	effekt	प्रभाव	N	N;NOM;MASC;SG;3
feierte	मनाया	feiern	मना	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
gefallen	गिरी	fallen|gefallen	गिर	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gefallen	गिरे	fallen|gefallen	गिर	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
ausstattung	सुविधाओं	ausstattung	सुविधा	N	N;ACC;FEM;PL;3
ausstattung	उपकरण	ausstattung	उपकरण	N	N;NOM;MASC;PL;3
ausstattung	फिटिंग	ausstattung	फिटिंग	N	N;NOM;FEM;SG;3
ausstattung	सुविधाएं	ausstattung	सुविधा	N	N;NOM;FEM;PL;3
gelegen	स्थित	liegen	स्थित	ADJ;V.PTCP	ADJ
produkt	उत्पाद	produkt	उत्पाद	N	N;NOM;MASC;SG;3
produkt	उत्पाद	produkt	उत्पाद	N	N;NOM;MASC;SG;3
porträt	पोर्ट्रेट	porträt	पोर्ट्रेट	N;SG	N;NOM;MASC;SG;3
vorgänger	पूर्ववर्ती	vorgänger	पूर्ववर्ती	ADJ	ADJ
bereiche	एटलस	bereich	एटलस		
ansatz	दृष्टिकोण	ansatz	दृष्टिकोण	N;SG	N;NOM;MASC;SG;3
flagge	फ़्लैग	flagge	फा्लैग		
flagge	फ़्लैग	flagge	फा्लैग		
flagge	पताका	flagge	पताका		
verteidigung	रक्षा	verteidigung	रक्षा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
verteidigung	रक्षा	verteidigung	रक्षा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
etappe	चरण	etapp	चरण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
etappe	स्टेज	etapp	स्टेज	N;NOM;FEM;SG	N;NOM;MASC;SG;3
mauer	wall	mauer	wall		
psychologie	मनोविज्ञान	psychologie	मनोविज्ञान	N;NOM;FEM;SG	N;NOM;MASC;SG;3
redaktion	सम्पादन	redaktion	सम्पादन	N;SG	N;NOM;MASC;SG;3
redaktion	संपादन	redaktion	संपादन	N;SG	N;NOM;MASC;SG;3
redaktion	संपादक	redaktion	संपादक	N;SG	N;NOM;MASC;SG;3
redaktion	संपादन	redaktion	संपादन	N;SG	N;NOM;MASC;SG;3
redaktion	सम्पादक	redaktion	सम्पादक	N;SG	N;NOM;MASC;SG;3
redaktion	संपादकीय	redaktion	संपादकीय	N;SG	N;NOM;MASC;SG;3
redaktion	संपादक	redaktion	संपादक	N;SG	N;NOM;MASC;SG;3
redaktion	एडिटर	redaktion	एडिटर	N;SG	N;NOM;MASC;SG;3
erfahren	सीखें	erfahren	सीख	V;V.PTCP	V;SBJV;PL;FIN;ACT
erfahren	सीख	erfahren	सीख	V;V.PTCP	V;FIN;ACT
betroffenen	चिंतित	betroffen	चिंतित	ADJ;PL	ADJ
betroffenen	प्रभावित	betroffen	प्रभावित	ADJ;PL	ADJ
absatz	हील	absatz	हील		
üblicherweise	प्रायः	üblicherweise	प्रायः	ADV	ADV
überarbeitung	संशोधन	überarbeitung	संशोधन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
größtenteils	अधिकांशतः	größtenteils	अधिकांशतः	ADV	ADV
strom	बिजली	strom	बिजली	N;NOM;MASC;SG	N;NOM;FEM;SG;3
strom	विद्युत	strom	विद्युत	N;NOM;MASC;SG	N;NOM;FEM;SG;3
genaue	सटीक	genau	सटीक	ADJ;NOM	ADJ
genaue	सटीक	genau	सटीक	ADJ;NOM	ADJ
schwierig	कड़ा	schwierig	कड़ा	ADJ	ADJ;NOM;MASC;SG
schwierig	कठोर	schwierig	कठोर	ADJ	ADJ
kaufte	खरीदी	kaufen	खरीद	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;V.PTCP;ACT
kaufte	खरीदा	kaufen	खरीद	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
hoffe	होप	hoffen	होप		
erhältlich	उपलब्ध	erhältlich	उपलब्ध	ADJ	ADJ
beobachtet	देखा	beobachten	देख	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
beobachtet	देखी	beobachten	देख	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gang	gang	gang	gang		
schneller	तेज	schnell	तेज	ADJ	ADJ
runs	दौड़	runs	दौड		
lehrte	सिखाया	lehren	सिखा	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
tages	दिवस	tagen	दिवस	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tages	दिन	tagen	दिन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
feste	तय	fest	तय	ADJ;NOM;FEM;PL	ADJ
normalerweise	प्रायः	normalerweise	प्रायः	ADV	ADV
normalerweise	सामान्यतः	normalerweise	सामान्यतः	ADV	ADV
warten	रुको	warten	रुक	V;NFIN	V;SBJV;SG;FIN;ACT
angst	डर	angst	डर		
angst	ख़ौफ़	angst	ख़ौफ़		
innen	भीतर	innen	भीतर	ADV	ADV;NOM;MASC;SG;3
innen	अंदर	innen	अंदर	ADV	ADV;NOM;MASC;SG;3
unbeschränkt	असीमित	unbeschränkt	असीमित	ADJ	ADJ;NOM
konstruktion	निर्माण	konstruktion	निर्माण	N;SG	N;NOM;MASC;SG;3
konstruktion	डिजाइन	konstruktion	डिजाइन	N;SG	N;NOM;MASC;SG;3
konstruktion	डिज़ाइन	konstruktion	डिज़ाइन	N;SG	N;NOM;MASC;SG;3
schlicht	सादा	schlicht	सादा	ADJ	ADJ;NOM;MASC;SG
uni	uni	uni	uni		
direkten	सीधा	direkt	सीधा	ADJ	ADJ;NOM;MASC;SG
symbol	चिह्न	symbol	चिह्न		
symbol	चिह्न	symbol	चिह्न		
verfügbar	उपलब्ध	verfügbar	उपलब्ध	ADJ	ADJ
ermordet	मारे	ermorden	मार	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
getroffen	लिया	treffen|triefen	ले	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
getroffen	मिले	treffen|triefen	मिल	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
reduziert	घटाया	reduzieren	घटा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
unterschiede	भिन्नता	unterscheiden	भिन्नता	N;NOM	N;NOM;FEM;SG;3
unterschiede	भिन्नताएं	unterscheiden	भिन्नता	N;NOM	N;NOM;FEM;PL;3
unterschiede	मतभेद	unterscheiden	मतभेद	N;NOM	N;NOM;MASC;PL;3
engel	angel	engel	angel		
berücksichtigt	समझी	berücksichtigen	समझ	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
berücksichtigt	माना	berücksichtigen	मान	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
auftritte	दिखावे	auftritten	दिखावा	V;IND;SG;3;PST;FIN	V;MASC;SG;3;FIN;ACT
regionalen	क्षेत्रीय	regional	क्षेत्रीय	ADJ;NOM;MASC;PL	ADJ;NOM
fertig	तैयार	fertig	तैयार	ADJ	ADJ
fertig	समाप्त	fertig	समाप्त	ADJ	ADJ
haltung	attitude	haltung	ओॉीओाठ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
haltung	रवैया	haltung	रवैया	N;NOM;FEM;SG	N;NOM;MASC;SG;3
erfüllen	मिलें	erfüllen	मिल	V;NFIN	V;SBJV;FIN;ACT
liter	लिटर	liter	लिटर		
liter	लीनियर	liter	लीनियर		
liter	लीनियर	liter	लीनियर		
vorgeschlagen	सुझाया	vorschlagen	सुझा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
kindheit	शैशव	kindheit	शैशव		
erhebung	सर्वेक्षण	Erhebung	सर्वेक्षण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
erhebung	संग्रह	Erhebung	संग्रह	N;NOM;FEM;SG	N;NOM;MASC;SG;3
erhebung	कलेक्शन	Erhebung	कलेक्शन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
erhebung	संग्रहण	Erhebung	संग्रहण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
erzählungen	कथाएं	erzählingen	कथाएं	N;NOM;FEM;PL	N;NOM;FEM;PL;3
erzählungen	किस्से	erzählingen	कौन्सा	N;NOM;FEM;PL	N;NOM;MASC;PL;3
erzählungen	कहानियां	erzählingen	कहानी	N;NOM;FEM;PL	N;NOM;FEM;PL;3
erzählungen	कहानियाँ	erzählingen	कहानी	N;NOM;FEM;PL	N;NOM;FEM;PL;3
erzählungen	कहानियां	erzählingen	कहानी	N;NOM;FEM;PL	N;NOM;FEM;PL;3
angesprochen	उठी	ansprechen	उठ	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
angesprochen	उठाया	ansprechen	उठा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
umsatz	राजस्व	umsatz	राजस्व	N;NOM;MASC;SG	N;NOM;MASC;SG;3
umsatz	आय	umsatz	आय	N;NOM;MASC;SG	N;NOM;FEM;SG;3
umsatz	विक्रय	umsatz	विक्रय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
umsatz	बिक्री	umsatz	बिक्री	N;NOM;MASC;SG	N;NOM;FEM;SG;3
umsatz	टर्नओवर	umsatz	टर्नओवर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gezählt	गिने	zählen	गिन	V;V.PTCP	V;MASC;SG;FIN;ACT
gezählt	गिना	zählen	गिना	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gezählt	गिने	zählen	गिन	V;V.PTCP	V;MASC;SG;FIN;ACT
