van	de	van	de	ADP	ADP
norman	norman	norman	norman	N;MASC+FEM;SG	N;MASC;SG
norman	normanda	norman	normanda	N;MASC+FEM;SG	N;FEM;SG
kortrijk	kortrijk	kortrijk	kortrijk	N;NEUT;SG	N;MASC;SG
logo	logótipo	logo	logótipo	N;NEUT;SG	N;MASC;SG
logo	logotipo	logo	logotipo	N;NEUT;SG	N;MASC;SG
herbert	herbert	herberen	herbert	N;MASC+FEM;SG	N;MASC;SG
congo	congo	congo	congo	N;NEUT;SG	N;MASC;SG
nominaties	nomeações	nominatie	nomeação	N;PL	N;FEM;PL
cultureel	cultural	cultureel	cultural	ADJ	ADJ;MASC;SG
cultureel	culturais	cultureel	cultural	ADJ	ADJ;MASC;PL
maak	faça	maken	fazer	V;SG;PRS;FIN	V;SBJV;SG;3;PRS;FIN
hoogtepunt	destaque	hoogtepunt	destaque	N;NEUT;SG	N;MASC;SG
hoogtepunt	realce	hoogtepunt	realce	N;NEUT;SG	N;MASC;SG
hoogtepunt	clímax	hoogtepunt	clímax	N;NEUT;SG	N;MASC;SG
hoogtepunt	pico	hoogtepunt	pico	N;NEUT;SG	N;MASC;SG
hoogtepunt	peak	hoogtepunt	peak	N;NEUT;SG	N;MASC;SG
abraham	abraham	abraham	abrahar	N;MASC+FEM;SG	N;MASC;SG
abraham	abraão	abraham	abraão	N;MASC+FEM;SG	N;MASC;SG
rose	rose	rose	rose	N;MASC+FEM;SG	N;FEM;SG
rose	rosa	rose	rosa	N;MASC+FEM;SG	N;FEM;SG
vochtige	úmida	vochtig	úmida	ADJ	ADJ;FEM;SG
vochtige	húmida	vochtig	húmido	ADJ	ADJ;FEM;SG
vochtige	húmido	vochtig	húmido	ADJ	ADJ;MASC;SG
vochtige	úmido	vochtig	úmido	ADJ	ADJ;MASC;SG
vochtige	húmido	vochtig	húmido	ADJ	ADJ;MASC;SG
loire	loire	loir	loire	N;MASC+FEM;SG	N;MASC;SG
gelijke	iguais	gelijk	igual	ADJ	ADJ;MASC;PL
acteurs	actores	acteur	actor	N;PL	N;MASC;PL
acteurs	atores	acteur	ator	N;PL	N;MASC;PL
behoud	conservação	behoud	conservação	N;NEUT;SG	N;FEM;SG
behoud	conservação	behoud	conservação	N;NEUT;SG	N;FEM;SG
behoud	preservação	behoud	preservação	N;NEUT;SG	N;FEM;SG
behoud	retenção	behoud	retenção	N;NEUT;SG	N;FEM;SG
criteria	critérios	criterium	critério	N;PL	N;MASC;PL
varianten	variantes	variant	variante	N;PL	N;FEM;PL
varianten	variações	variant	variação	N;PL	N;FEM;PL
zand	areia	zand	areiar	N;NEUT;SG	N;FEM;SG
lot	lot	lot	lot	N;NEUT;SG	N;MASC;SG
lot	lote	lot	lote	N;NEUT;SG	N;MASC;SG
lot	destino	lot	destino	N;NEUT;SG	N;MASC;SG
lot	destiny	lot	destiny	N;NEUT;SG	N;MASC;SG
lot	destino	lot	destino	N;NEUT;SG	N;MASC;SG
lot	fate	lot	fate	N;NEUT;SG	N;MASC;SG
nymphalidae	nymphalidae	nymphalidae	nymphalidae	N;MASC+FEM;SG	N;FEM;SG
opgelost	resolvidos	oplossen	resolver	V;V.PTCP	V;MASC;PL;V.PTCP
opgelost	resolveu	oplossen	resolver	V;V.PTCP	V;IND;SG;3;PST;FIN
opgelost	resolvido	oplossen	resolver	V;V.PTCP	V;MASC;SG;V.PTCP
opgelost	resolvida	oplossen	resolver	V;V.PTCP	V;FEM;SG;V.PTCP
opgelost	resolvidas	oplossen	resolver	V;V.PTCP	V;FEM;PL;V.PTCP
opgelost	resolvidos	oplossen	resolver	V;V.PTCP	V;MASC;PL;V.PTCP
opgelost	resolveu	oplossen	resolver	V;V.PTCP	V;IND;SG;3;PST;FIN
opgelost	resolvido	oplossen	resolver	V;V.PTCP	V;MASC;SG;V.PTCP
opgelost	resolvi	oplossen	resolver	V;V.PTCP	V;IND;SG;1;PST;FIN
opgelost	dissolvido	oplossen	dissolver	V;V.PTCP	V;MASC;SG;V.PTCP
opgelost	dissolvidos	oplossen	dissolver	V;V.PTCP	V;MASC;PL;V.PTCP
opgelost	dissolvida	oplossen	dissolver	V;V.PTCP	V;FEM;SG;V.PTCP
opgelost	dissolveu	oplossen	dissolver	V;V.PTCP	V;IND;SG;3;PST;FIN
kopen	compre	kopen	compre	V;NFIN	V;SBJV;SG;3;PRS;FIN
kopen	compro	kopen	compro	V;NFIN	V;IND;SG;1;PRS;FIN
kopen	comprar	kopen	comprar	V;NFIN	V;NFIN
kopen	comprando	kopen	comprar	V;NFIN	V;V.MSDR
kopen	comprar	kopen	comprar	V;NFIN	V;NFIN
amerikanen	americanos	amerikaan	americano	N;PL	N;MASC;PL
zuster	sister	zuster	sister	N;MASC+FEM;SG	N;MASC;SG
zuster	irmã	zuster	irmã	N;MASC+FEM;SG	N;FEM;SG
zuster	enfermeira	zuster	enfermeiro	N;MASC+FEM;SG	N;FEM;SG
zuster	enfermeiro	zuster	enfermeiro	N;MASC+FEM;SG	N;MASC;SG
kroatië	croácia	kroatië	croácia	N;NEUT;SG	N;FEM;SG
andrea	andreia	andrea	andreia	N;MASC+FEM;SG	N;FEM;SG
andrea	andrea	andrea	andrear	N;MASC+FEM;SG	N;FEM;SG
chen	chen	chen	chen	N;MASC+FEM;SG	N;MASC;SG
gouda	gouda	gouda	gouda	N;NEUT;SG	N;MASC;SG
verlengde	prolongou	verlengen	prolongar	V;V.PTCP	V;IND;SG;3;PST;FIN
verlengde	prolongada	verlengen	prolongar	V;V.PTCP	V;FEM;SG;V.PTCP
verlengde	prolongado	verlengen	prolongar	V;V.PTCP	V;MASC;SG;V.PTCP
verlengde	prolongados	verlengen	prolongar	V;V.PTCP	V;MASC;PL;V.PTCP
zachte	suave	zacht	suave	ADJ	ADJ;MASC;SG
zachte	macio	zacht	macio	ADJ	ADJ;MASC;SG
zachte	mole	zacht	mole	ADJ	ADJ;MASC;SG
zachte	suaves	zacht	suave	ADJ	ADJ;MASC;PL
papier	paper	papier	paper	N;NEUT;SG	N;MASC;SG
papier	papel	papier	papel	N;NEUT;SG	N;MASC;SG
gas	gas	gas	gas	N;NEUT;SG	N;MASC;SG
gas	gás	gas	gás	N;NEUT;SG	N;MASC;SG
beïnvloed	influenciou	beïnvloeden	influenciar	V;V.PTCP	V;IND;SG;3;PST;FIN
beïnvloed	influenciada	beïnvloeden	influenciar	V;V.PTCP	V;FEM;SG;V.PTCP
beïnvloed	influenciado	beïnvloeden	influenciar	V;V.PTCP	V;MASC;SG;V.PTCP
beïnvloed	influenciados	beïnvloeden	influenciar	V;V.PTCP	V;MASC;PL;V.PTCP
beïnvloed	afetado	beïnvloeden	afetar	V;V.PTCP	V;MASC;SG;V.PTCP
beïnvloed	afetadas	beïnvloeden	afetar	V;V.PTCP	V;FEM;PL;V.PTCP
beïnvloed	afectados	beïnvloeden	afectar	V;V.PTCP	V;MASC;PL;V.PTCP
beïnvloed	afetada	beïnvloeden	afetado	V;V.PTCP	V;FEM;SG;V.PTCP
beïnvloed	afectado	beïnvloeden	afectar	V;V.PTCP	V;MASC;SG;V.PTCP
beïnvloed	afetados	beïnvloeden	afetar	V;V.PTCP	V;MASC;PL;V.PTCP
eieren	ovos	ei	ovo	N;PL	N;MASC;PL
eieren	ovos	ei	ovo	N;PL	N;MASC;PL
geïnspireerd	inspirado	inspireren	inspirar	V;V.PTCP	V;MASC;SG;V.PTCP
geïnspireerd	inspirou	inspireren	inspirar	V;V.PTCP	V;IND;SG;3;PST;FIN
geïnspireerd	inspirada	inspireren	inspirar	V;V.PTCP	V;FEM;SG;V.PTCP
geïnspireerd	inspirados	inspireren	inspirar	V;V.PTCP	V;MASC;PL;V.PTCP
bands	bandas	bands	banda	N;PL	N;FEM;PL
deelnemen	participe	deelnemen	participe	V;NFIN	V;SBJV;SG;3;PRS;FIN
deelnemen	participa	deelnemen	participar	V;NFIN	V;IND;SG;3;PRS;FIN
deelnemen	participem	deelnemen	participar	V;NFIN	V;SBJV;PL;3;PRS;FIN
deelnemen	participar	deelnemen	participar	V;NFIN	V;NFIN
handig	convenientes	handig	conveniente	ADJ	ADJ;MASC;PL
handig	conveniente	handig	conveniente	ADJ	ADJ;MASC;SG
handig	útil	handig	útil	ADJ	ADJ;MASC;SG
discussies	discussões	discussie	discussão	N;PL	N;FEM;PL
discussies	discussões	discussie	discussão	N;PL	N;FEM;PL
discussies	tópicos	discussie	tópico	N;PL	N;MASC;PL
discussies	fios	discussie	fio	N;PL	N;MASC;PL
discussies	debates	discussie	debate	N;PL	N;MASC;PL
miss	menina	missen	menina	N;MASC+FEM;SG	N;FEM;SG
miss	saudade	missen	saudade	N;MASC+FEM;SG	N;FEM;SG
giovanni	giovanni	giovanni	giovanni	N;MASC+FEM;SG	N;MASC;SG
blues	blues	blues	blues	N;MASC+FEM;SG	N;MASC;SG
toevoeging	adição	toevoeging	adição	N;MASC+FEM;SG	N;FEM;SG
bedrag	quantia	bedrag	quantia	N;NEUT;SG	N;FEM;SG
bedrag	quantidade	bedrag	quantidade	N;NEUT;SG	N;FEM;SG
bedrag	montante	bedrag	montante	N;NEUT;SG	N;MASC;SG
danny	danny	danny	danny	N;MASC+FEM;SG	N;MASC;SG
danny	danni	danny	danni	N;MASC+FEM;SG	N;MASC;SG
oblast	oblast	oblast	oblast	N;MASC+FEM;SG	N;MASC;SG
voorwerpen	objectos	voorwerp	objecto	N;PL	N;MASC;PL
voorwerpen	objetos	voorwerp	objeto	N;PL	N;MASC;PL
petersburg	petersburgo	petersburg	petersburgo	N;MASC+FEM;SG	N;MASC;SG
overeenkomst	acordo	overeenkomst	acordo	N;MASC+FEM;SG	N;MASC;SG
overeenkomst	concordância	overeenkomst	concordância	N;MASC+FEM;SG	N;FEM;SG
passagiers	passageiros	passagier	passageiro	N;PL	N;MASC;PL
voorgesteld	sugerida	voorstellen	sugerir	V;V.PTCP	V;FEM;SG;V.PTCP
voorgesteld	sugerido	voorstellen	sugerir	V;V.PTCP	V;MASC;SG;V.PTCP
voorgesteld	sugeriu	voorstellen	sugerir	V;V.PTCP	V;IND;SG;3;PST;FIN
voorgesteld	sugeridos	voorstellen	sugerir	V;V.PTCP	V;MASC;PL;V.PTCP
voorgesteld	propôs	voorstellen	propor	V;V.PTCP	V;IND;SG;3;PST;FIN
voorgesteld	propostos	voorstellen	propor	V;V.PTCP	V;MASC;PL;V.PTCP
voorgesteld	propunha	voorstellen	propor	V;V.PTCP	V;IND;SG;3;IPFV;FIN
voorgesteld	proposto	voorstellen	propor	V;V.PTCP	V;MASC;SG;V.PTCP
liederen	músicas	lied	música	N;PL	N;FEM;PL
liederen	canções	lied	canção	N;PL	N;FEM;PL
doelman	goleiro	doelman	goleiro	N;MASC+FEM;SG	N;MASC;SG
christendom	cristianismo	christendom	cristianismo	N;NEUT;SG	N;MASC;SG
christendom	cristandade	christendom	cristandade	N;NEUT;SG	N;FEM;SG
geef	dê	geven	dar	V;SG;PRS;FIN	V;SBJV;SG;3;PRS;FIN
geef	dar	geven	dar	V;SG;PRS;FIN	V;NFIN
geef	dá	geven	dar	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
baker	baker	baker	baker	N;MASC+FEM;SG	N;MASC;SG
baker	padeiro	baker	padeiro	N;MASC+FEM;SG	N;MASC;SG
tram	eléctrico	tram	eléctrico	N;MASC+FEM;SG	N;MASC;SG
tram	bonde	tram	bonde	N;MASC+FEM;SG	N;MASC;SG
tram	bonde	tram	bonde	N;MASC+FEM;SG	N;MASC;SG
venetië	veneza	venetië	veneza	N;NEUT;SG	N;FEM;SG
ontslagen	disparado	ontslaan	disparar	V;V.PTCP	V;MASC;SG;V.PTCP
ontslagen	despedido	ontslaan	despedir	V;V.PTCP	V;MASC;SG;V.PTCP
ontslagen	demitido	ontslaan	demitir	V;V.PTCP	V;MASC;SG;V.PTCP
ontslagen	destroçar	ontslaan	destroçar	V;V.PTCP	V;NFIN
ontslagen	dispensados	ontslaan	dispensar	V;V.PTCP	V;MASC;PL;V.PTCP
ontslagen	dispensado	ontslaan	dispensar	V;V.PTCP	V;MASC;SG;V.PTCP
ontslagen	demitido	ontslaan	demitir	V;V.PTCP	V;MASC;SG;V.PTCP
schild	escudo	schild	escudo	N;NEUT;SG	N;MASC;SG
schild	shield	schild	shield	N;NEUT;SG	N;MASC;SG
ondersoort	subespécie	ondersoort	subespécie	N;MASC+FEM;SG	N;FEM;SG
ras	raça	ras	raça	N;NEUT;SG	N;FEM;SG
ras	mestiço	ras	mestiço	N;NEUT;SG	N;MASC;SG
ras	ras	ras	ras	N;NEUT;SG	N;MASC;SG
ras	raça	ras	raça	N;NEUT;SG	N;FEM;SG
ras	corrida	ras	corrida	N;NEUT;SG	N;FEM;SG
ras	race	ras	race	N;NEUT;SG	N;MASC;SG
commissaris	comissária	commissaris	comissário	N;MASC+FEM;SG	N;FEM;SG
commissaris	comissário	commissaris	comissário	N;MASC+FEM;SG	N;MASC;SG
commissaris	comissário	commissaris	comissário	N;MASC+FEM;SG	N;MASC;SG
amersfoort	amersfoort	amersfoort	amersfoort	N;NEUT;SG	N;MASC;SG
laura	laura	laura	laura	N;MASC+FEM;SG	N;FEM;SG
fischer	fischer	fischer	fischer	N;MASC+FEM;SG	N;MASC;SG
leftarm	leftarm	leftarm	leftar	N;MASC+FEM;SG	N;MASC;SG
vrouwtjes	fêmeas	vrouw	fêmea	N;PL	N;FEM;PL
vrouwtjes	mulheres	vrouw	mulher	N;PL	N;FEM;PL
verjaardag	aniversário	verjaardag	aniversário	N;MASC+FEM;SG	N;MASC;SG
verjaardag	aniversario	verjaardag	aniversario	N;MASC+FEM;SG	N;MASC;SG
milieu	ambiente	milieu	ambiente	N;NEUT;SG	N;MASC;SG
manieren	maneiras	manier	maneira	N;PL	N;FEM;PL
manieren	maneiras	manier	maneira	N;PL	N;FEM;PL
manieren	modos	manier	modo	N;PL	N;MASC;PL
toegankelijk	acessível	toegankelijk	acessível	ADJ	ADJ;MASC;SG
toegankelijk	acessíveis	toegankelijk	acessível	ADJ	ADJ;MASC;PL
acties	acções	actie	acção	N;PL	N;FEM;PL
acties	ações	actie	ação	N;PL	N;FEM;PL
communicatie	comunicação	communicatie	comunicação	N;MASC+FEM;SG	N;FEM;SG
communicatie	comunicação	communicatie	comunicação	N;MASC+FEM;SG	N;FEM;SG
slachtoffer	vitima	slachtoffer	vitima	N;NEUT;SG	N;FEM;SG
slachtoffer	vítima	slachtoffer	vítima	N;NEUT;SG	N;FEM;SG
breedte	largura	breedte	largura	N;MASC+FEM;SG	N;FEM;SG
platform	plataforma	platform	plataforma	N;NEUT;SG	N;FEM;SG
diego	diego	diego	diego	N;MASC+FEM;SG	N;MASC;SG
diego	diogo	diego	diogo	N;MASC+FEM;SG	N;MASC;SG
bay	baia	bay	baia	N;MASC+FEM;SG	N;FEM;SG
bay	baía	bay	baía	N;MASC+FEM;SG	N;FEM;SG
bay	bay	bay	bay	N;MASC+FEM;SG	N;FEM;SG
diploma	diploma	diploma	diploma	N;NEUT;SG	N;MASC;SG
eva	eva	eva	eva	N;MASC+FEM;SG	N;FEM;SG
eva	eva	eva	eva	N;MASC+FEM;SG	N;FEM;SG
eva	véspera	eva	véspera	N;MASC+FEM;SG	N;FEM;SG
eva	eve	eva	eve	N;MASC+FEM;SG	N;MASC;SG
felix	felix	felix	felix	N;MASC+FEM;SG	N;MASC;SG
felix	félix	felix	félix	N;MASC+FEM;SG	N;MASC;SG
afgekort	abreviada	afkorten	abreviar	V;V.PTCP	V;FEM;SG;V.PTCP
afgekort	abreviado	afkorten	abreviar	V;V.PTCP	V;MASC;SG;V.PTCP
vocht	humidade	vocht	humidade	N;NEUT;SG	N;FEM;SG
vocht	umidade	vocht	umidade	N;NEUT;SG	N;FEM;SG
organiseren	organize	organiseren	organizar	V;NFIN	V;SBJV;SG;3;PRS;FIN
organiseren	organizar	organiseren	organizar	V;NFIN	V;NFIN
organiseren	organize	organiseren	organizar	V;NFIN	V;SBJV;SG;3;PRS;FIN
organiseren	organizar	organiseren	organizar	V;NFIN	V;NFIN
organiseren	organiza	organiseren	organizar	V;NFIN	V;IND;SG;3;PRS;FIN
organiseren	organizando	organiseren	organizar	V;NFIN	V;V.MSDR
organiseren	organizar	organiseren	organizar	V;NFIN	V;NFIN
organiseren	organizando	organiseren	organizar	V;NFIN	V;V.MSDR
kevers	coleópteros	kever	coleóptero	N;PL	N;MASC;PL
kevers	besouros	kever	besouro	N;PL	N;MASC;PL
mevrouw	senhora	mevrouw	senhora	N;MASC+FEM;SG	N;FEM;SG
mevrouw	madame	mevrouw	madame	N;MASC+FEM;SG	N;FEM;SG
mevrouw	sra	mevrouw	sra	N;MASC+FEM;SG	N;FEM;SG
vernietigd	destruídos	vernietigen	destruir	V;V.PTCP	V;MASC;PL;V.PTCP
vernietigd	destruído	vernietigen	destruir	V;V.PTCP	V;MASC;SG;V.PTCP
vernietigd	destruída	vernietigen	destruir	V;V.PTCP	V;FEM;SG;V.PTCP
vernietigd	arrasaram	vernietigen	arrasar	V;V.PTCP	V;IND;PL;3;FIN
vergeleken	comparado	vergelijken	comparar	V;V.PTCP	V;MASC;SG;V.PTCP
vergeleken	comparada	vergelijken	comparar	V;V.PTCP	V;FEM;SG;V.PTCP
vergeleken	comparados	vergelijken	comparar	V;V.PTCP	V;MASC;PL;V.PTCP
oostenrijks	austríaca	oostenrijks	austríaco	ADJ	ADJ;FEM;SG
oostenrijks	austríacos	oostenrijks	austríaco	ADJ	ADJ;MASC;PL
oostenrijks	austríaco	oostenrijks	austríaco	ADJ	ADJ;MASC;SG
behoefte	need	behoefte	need	N;MASC+FEM;SG	N;MASC;SG
behoefte	necessidade	behoefte	necessidade	N;MASC+FEM;SG	N;FEM;SG
zwitsers	suíços	zwitser	suíço	N;PL	N;MASC;PL
inleiding	introdução	inleiding	introdução	N;MASC+FEM;SG	N;FEM;SG
willy	willy	willy	willy	N;MASC+FEM;SG	N;MASC;SG
willy	willy	willy	willy	N;MASC+FEM;SG	N;MASC;SG
willy	willie	willy	willie	N;MASC+FEM;SG	N;MASC;SG
tegenstanders	adversários	tegenstander	adversário	N;PL	N;MASC;PL
tegenstanders	adversários	tegenstander	adversário	N;PL	N;MASC;PL
tegenstanders	oponentes	tegenstander	oponente	N;PL	N;MASC;PL
tegenstanders	opositores	tegenstander	opositor	N;PL	N;MASC;PL
pedro	pedro	pedro	pedro	N;MASC+FEM;SG	N;MASC;SG
dertien	treze	dertien	treze	NUM	NUM
helder	lúcida	helder	lúcido	ADJ	ADJ;FEM;SG
helder	lúcidos	helder	lúcido	ADJ	ADJ;MASC;PL
helder	lúcido	helder	lúcido	ADJ	ADJ;MASC;SG
helder	limpo	helder	limpo	ADJ	ADJ;MASC;SG
helder	brilhante	helder	brilhante	ADJ	ADJ;MASC;SG
administratieve	administrativo	administratief	administrativo	ADJ	ADJ;MASC;SG
klimaat	clima	klimaat	clima	N;NEUT;SG	N;MASC;SG
gekocht	comprou	kopen	comprar	V;V.PTCP	V;IND;SG;3;PST;FIN
gekocht	comprados	kopen	comprar	V;V.PTCP	V;MASC;PL;V.PTCP
gekocht	comprada	kopen	comprar	V;V.PTCP	V;FEM;SG;V.PTCP
gekocht	adquirido	kopen	adquirir	V;V.PTCP	V;MASC;SG;V.PTCP
gekocht	comprado	kopen	comprar	V;V.PTCP	V;MASC;SG;V.PTCP
gekocht	comprei	kopen	comprar	V;V.PTCP	V;IND;SG;1;PST;FIN
gekocht	comprou	kopen	comprar	V;V.PTCP	V;IND;SG;3;PST;FIN
gekocht	comprada	kopen	comprar	V;V.PTCP	V;FEM;SG;V.PTCP
gekocht	comprado	kopen	comprar	V;V.PTCP	V;MASC;SG;V.PTCP
gekocht	comprados	kopen	comprar	V;V.PTCP	V;MASC;PL;V.PTCP
droge	seco	droog	seco	ADJ	ADJ;MASC;SG
gerestaureerd	restaurada	restaureren	restaurado	V;V.PTCP	V;FEM;SG;V.PTCP
gerestaureerd	restaurados	restaureren	restaurado	V;V.PTCP	V;MASC;PL;V.PTCP
gerestaureerd	restaurado	restaureren	restaurar	V;V.PTCP	V;MASC;SG;V.PTCP
knooppunt	nó	knooppunt	nó	N;NEUT;SG	N;MASC;SG
knooppunt	nódulo	knooppunt	nódulo	N;NEUT;SG	N;MASC;SG
amateur	amadora	amateur	amadora	N;MASC+FEM;SG	N;FEM;SG
amateur	amador	amateur	amador	N;MASC+FEM;SG	N;MASC;SG
dokter	doutor	dokter	doutor	N;MASC+FEM;SG	N;MASC;SG
dokter	médica	dokter	médico	N;MASC+FEM;SG	N;FEM;SG
dokter	doutora	dokter	doutora	N;MASC+FEM;SG	N;FEM;SG
dokter	doctor	dokter	doctor	N;MASC+FEM;SG	N;MASC;SG
dokter	médico	dokter	médico	N;MASC+FEM;SG	N;MASC;SG
tante	titia	tante	ter	N;MASC+FEM;SG	N;FEM;SG
tante	tia	tante	tia	N;MASC+FEM;SG	N;FEM;SG
tante	tia	tante	tia	N;MASC+FEM;SG	N;FEM;SG
tante	tia	tante	tia	N;MASC+FEM;SG	N;FEM;SG
ontwikkelingen	evoluções	ontwikkeling	evolução	N;PL	N;FEM;PL
ontwikkelingen	desenvolvimentos	ontwikkeling	desenvolvimento	N;PL	N;MASC;PL
waard	digno	waard	digno	ADJ	ADJ;MASC;SG
waard	merecedor	waard	merecedor	ADJ	ADJ;MASC;SG
waard	dignos	waard	digno	ADJ	ADJ;MASC;PL
waard	digna	waard	digno	ADJ	ADJ;FEM;SG
waard	merecedores	waard	merecedor	ADJ	ADJ;MASC;PL
formatie	formação	formatie	formação	N;MASC+FEM;SG	N;FEM;SG
presentator	apresentadora	presentator	apresentador	N;MASC+FEM;SG	N;FEM;SG
presentator	apresentador	presentator	apresentador	N;MASC+FEM;SG	N;MASC;SG
vijand	inimigo	vijand	inimigo	N;MASC+FEM;SG	N;MASC;SG
vijand	inimiga	vijand	inimigar	N;MASC+FEM;SG	N;FEM;SG
vijand	inimigo	vijand	inimigo	N;MASC+FEM;SG	N;MASC;SG
erkenning	reconhecimento	erkenning	reconhecimento	N;MASC+FEM;SG	N;MASC;SG
erkenning	reconhecimento	erkenning	reconhecimento	N;MASC+FEM;SG	N;MASC;SG
erkenning	acreditação	erkenning	acreditação	N;MASC+FEM;SG	N;FEM;SG
philips	philips	philips	philip	N;MASC+FEM;SG	N;MASC;SG
philips	philips	philips	philip	N;MASC+FEM;SG	N;MASC;SG
philips	phillips	philips	phillips	N;MASC+FEM;SG	N;MASC;SG
mythologie	mitologia	mythologie	mitologia	N;MASC+FEM;SG	N;FEM;SG
verlengd	renovada	verlengen	renovar	V;V.PTCP	V;FEM;SG;V.PTCP
verlengd	renovado	verlengen	renovar	V;V.PTCP	V;MASC;SG;V.PTCP
verlengd	renovados	verlengen	renovar	V;V.PTCP	V;MASC;PL;V.PTCP
verlengd	renovadas	verlengen	renovar	V;V.PTCP	V;FEM;PL;V.PTCP
verlengd	estendida	verlengen	estender	V;V.PTCP	V;FEM;SG;V.PTCP
verlengd	prolongado	verlengen	prolongar	V;V.PTCP	V;MASC;SG;V.PTCP
verlengd	estendido	verlengen	estender	V;V.PTCP	V;MASC;SG;V.PTCP
verlengd	alargado	verlengen	alargar	V;V.PTCP	V;MASC;SG;V.PTCP
verlengd	prolongou	verlengen	prolongar	V;V.PTCP	V;IND;SG;3;PST;FIN
verlengd	prolongada	verlengen	prolongar	V;V.PTCP	V;FEM;SG;V.PTCP
verlengd	prolongado	verlengen	prolongar	V;V.PTCP	V;MASC;SG;V.PTCP
verlengd	prolongados	verlengen	prolongar	V;V.PTCP	V;MASC;PL;V.PTCP
mislukte	falhado	mislukken	falhado	V;SG;PST;FIN	V;MASC;SG;V.PTCP
mislukte	falhou	mislukken	falhar	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
werknemers	trabalhadores	werknemer	trabalhador	N;PL	N;MASC;PL
werknemers	funcionários	werknemer	funcionário	N;PL	N;MASC;PL
werknemers	empregados	werknemer	empregado	N;PL	N;MASC;PL
werknemers	trabalhadores	werknemer	trabalhador	N;PL	N;MASC;PL
werknemers	operários	werknemer	operário	N;PL	N;MASC;PL
werknemers	trabalhadoras	werknemer	trabalhador	N;PL	N;FEM;PL
wiens	cujo	wie	cujo	DET	DET;MASC;SG
historicus	historiador	historicus	historiador	N;MASC+FEM;SG	N;MASC;SG
feest	partido	feest	partido	N;NEUT;SG	N;MASC;SG
feest	party	feest	party	N;NEUT;SG	N;MASC;SG
feest	festa	feest	festa	N;NEUT;SG	N;FEM;SG
prof	prof	prof	prof	N;MASC+FEM;SG	N;MASC;SG
bruno	bruno	bruno	bruno	N;MASC+FEM;SG	N;MASC;SG
gilbert	gilberto	gilberen	gilberto	N;MASC+FEM;SG	N;MASC;SG
gilbert	gilbert	gilberen	gilbert	N;MASC+FEM;SG	N;MASC;SG
han	han	han	han	N;MASC+FEM;SG	N;MASC;SG
beschrijven	descrever	beschrijven	descrever	V;NFIN	V;NFIN
beschrijven	descreve	beschrijven	descrever	V;NFIN	V;IND;SG;3;PRS;FIN
beschrijven	descreva	beschrijven	descrever	V;NFIN	V;SBJV;SG;3;PRS;FIN
beschrijven	descrevendo	beschrijven	descrever	V;NFIN	V;V.MSDR
inzet	aposta	inzet	aposta	N;MASC+FEM;SG	N;FEM;SG
inzet	aposta	inzet	aposta	N;MASC+FEM;SG	N;FEM;SG
inzet	bet	inzet	bet	N;MASC+FEM;SG	N;MASC;SG
fabricius	fabricius	fabricius	fabriciar	N;MASC+FEM;SG	N;MASC;SG
plotarea	plotarea	plotarea	plotar	N;MASC+FEM;SG	N;FEM;SG
set	conjunto	set	conjunto	N;MASC+FEM;SG	N;MASC;SG
set	set	set	set	N;MASC+FEM;SG	N;MASC;SG
verkrijgen	obter	verkrijgen	obter	V;NFIN	V;NFIN
rapport	relatório	rapport	relatório	N;NEUT;SG	N;MASC;SG
geleidelijk	gradual	geleidelijk	gradual	ADJ	ADJ;MASC;SG
benjamin	benjamin	benjamin	benjamin	N;MASC+FEM;SG	N;MASC;SG
benjamin	benjamim	benjamin	benjamim	N;MASC+FEM;SG	N;MASC;SG
muren	paredes	muur	parede	N;PL	N;FEM;PL
muren	muralhas	muur	muralha	N;PL	N;FEM;PL
muren	muros	muur	muro	N;PL	N;MASC;PL
scalemajor	scalemajor	scalemajor	scalemajor	N;MASC+FEM;SG	N;MASC;SG
voorjaar	spring	voorjaar	spring	N;NEUT;SG	N;MASC;SG
voorjaar	primavera	voorjaar	primavera	N;NEUT;SG	N;FEM;SG
voorjaar	mola	voorjaar	mola	N;NEUT;SG	N;FEM;SG
dennis	dennis	dennis	dennis	N;MASC+FEM;SG	N;MASC;SG
reguliere	regulares	regulier	regular	ADJ	ADJ;MASC;PL
reguliere	regular	regulier	regular	ADJ	ADJ;MASC;SG
billy	billy	billy	billy	N;MASC+FEM;SG	N;MASC;SG
stone	stone	stone	stone	N;MASC+FEM;SG	N;MASC;SG
stone	pedra	stone	pedra	N;MASC+FEM;SG	N;FEM;SG
smaak	gosto	smaak	gosto	N;MASC+FEM;SG	N;MASC;SG
smaak	sabor	smaak	sabor	N;MASC+FEM;SG	N;MASC;SG
smaak	sabor	smaak	sabor	N;MASC+FEM;SG	N;MASC;SG
smaak	sabor	smaak	sabor	N;MASC+FEM;SG	N;MASC;SG
zong	cantou	zingen	cantar	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
aanduiding	indicação	aanduiding	indicação	N;MASC+FEM;SG	N;FEM;SG
aanduiding	designação	aanduiding	designação	N;MASC+FEM;SG	N;FEM;SG
aanduiding	denominação	aanduiding	denominação	N;MASC+FEM;SG	N;FEM;SG
object	objeto	object	objeto	N;NEUT;SG	N;MASC;SG
