den	den	den	den	PRO;DEF;MASC+FEM;SG	PRO;SG;3
metod	metode	metod	metode	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
produktionen	produksjonen	produktion	produksjon	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
besök	besøk	besök	besøk	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
besök	besøk	besök	besøk	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
naturliga	naturlige	naturlig	naturlig	ADJ;NOM;PL	ADJ;PL
elva	elleve	elva	elleve	NUM;NOM	NUM;PL
köpa	kjøpe	köpa	kjøpe	V;IMP;NFIN;ACT	V;IMP;NFIN
köpa	kjøpe	köpa	kjøpe	V;IMP;NFIN;ACT	V;IMP;NFIN
forum	fora	forum	forum	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
forum	forum	forum	forum	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
php	php	php	php	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
see	sjå	see	sjå	V;IMP;FIN;ACT	V;IMP;FIN
way	veg	way	veg	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
way	måte	way	måte	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
way	way	way	way	N;NOM;INDF;MASC+FEM;SG	N
partier	tomter	parti	tomter	N;NOM;INDF;NEUT;PL	N;INDF;FEM;PL
partier	fester	parti	fester	N;NOM;INDF;NEUT;PL	N;INDF;FEM;PL
indelning	inndeling	indelning	inndeling	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
urban	urban	urban	urban	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
valencia	valencia	valencia	valencium	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
dans	dance	dans	dance	N;NOM;INDF;MASC+FEM;SG	N
dans	dans	dans	dans	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dans	danser	dans	danse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dans	dans	dans	dans	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
dans	dancing	dans	dancing	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
dans	dansing	dans	dansing	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
dåligt	vond	dålig	vond	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;SG
dåligt	dårlig	dålig	dårlig	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
dåligt	dårlig	dålig	dårlig	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
behandling	terapi	behandling	terapi	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
behandling	behandling	behandling	behandling	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
nevada	nevada	nevad	nevad	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
berättelser	historier	berättelse	historie	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
berättelser	hendingar	berättelse	hending	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
berättelser	fortellinger	berättelse	fortellinger	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
tala	snakke	tala	snakke	V;IMP;FIN;ACT	V;NFIN
återkommande	gjentakende	återkommande	gjentakende	ADJ;NOM;PRS;V.PTCP	ADJ;INDF;SG;V.PTCP
kvalificerade	kvalifiserte	kvalificerad	kvalifisere	ADJ;NOM;PL;PST;V.PTCP	ADJ;PL;V.PTCP
bibliotek	biblioteker	bibliotek	biblioteker	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
bibliotek	bibliotek	bibliotek	bibliotek	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
intressant	interessant	intressant	interessant	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
katalonien	catalonia	kataloni	catalonie	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
schmidt	schmidt	schmidt	schmid	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kapell	kapell	kapell	kapell	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
mängder	mengder	mängd	mengd	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
orange	orange	ora	orang	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
orange	appelsin	ora	appelsin	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skolor	skoler	skola	skole	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
teori	teori	teori	teori	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
varken	verken	varken	verken	CONJ	CONJ
jord	jord	jord	jord	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
jord	skitt	jord	skitt	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
jord	jord	jord	jord	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
jord	jord	jord	jord	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
jord	earth	jord	earth	N;NOM;INDF;MASC+FEM;SG	N
bentham	bentham	bentham	bentham	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
söka	søke	söka	søk	V;IMP;FIN;ACT	V;IMP;NFIN
bandy	bandy	bandy	bandy	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rörelse	motion	rörelse	motion	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rörelse	bevegelse	rörelse	bevegelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rörelse	bevegelse	rörelse	bevegelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rörelse	movement	rörelse	movement	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
memorial	minnesmerke	memorial	minnesmerke	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
memorial	memorial	memorial	memorial	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
kinesisk	kinesisk	kinesisk	kinesisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
bourgogne	burgund	bourgogne	burgund	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bourgogne	burgunder	bourgogne	burgunde	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
angående	vedrørende	angående	vedrørende	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
angående	angående	angående	angående	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
angående	vedrørende	angående	vedrørende	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
angående	angående	angående	angående	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
format	format	format	format	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
motivering	motivasjon	motivering	motivasjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
motivering	begrunnelse	motivering	begrunnelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mancha	mancha	mancha	manche	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
avslutade	fullførte	avsluta	fullføre	V;IND;PST;FIN;ACT	V;IND;PST;FIN
avslutade	fullførte	avsluta	fullføre	V;IND;PST;FIN;ACT	V;IND;PST;FIN
avslutade	endte	avsluta	ende	V;IND;PST;FIN;ACT	V;IND;PST;FIN
gren	grein	gren	grein	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
gren	gren	gren	gren	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gren	branch	gren	branch	N;NOM;INDF;MASC+FEM;SG	N;INDF
initiativ	initiativer	initiativ	initiativ	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
initiativ	initiativ	initiativ	initiativ	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
america	amerika	americ	amerika	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
america	america	americ	america	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
stadion	stadion	stadion	stadion	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
stadion	stadion	stadion	stadion	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
stadion	stadium	stadion	stadium	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
formellt	formell	formell	formell	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;SG
formellt	formelt	formell	formell	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
veliki	veliki	veliki	veliki	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
who	who	who	who	N;NOM;INDF;NEUT;SG	N
who	hvem	who	hvem	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
sökte	søkte	söka	søkje	V;IND;PST;FIN;ACT	V;IND;PST;FIN
sökte	søkte	söka	søkje	V;IND;PST;FIN;ACT	V;IND;PST;FIN
syn	syn	syn	syn	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
syn	visjon	syn	visjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
syn	syn	syn	syn	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
högskola	university	högskola	university	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
högskola	universitet	högskola	universitet	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
högskola	college	högskola	colleg	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
högskola	høgskole	högskola	høgskole	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
högskola	høyskole	högskola	høyskole	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
grön	grønt	grön	grøn	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
enhet	enhets	enhet	enhets	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
enhet	enhet	enhet	enhet	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
enhet	unit	enhet	uni	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
enhet	enhet	enhet	enhet	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
enhet	automat	enhet	automat	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
enhet	enhet	enhet	enhet	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hampshire	hampshire	hampshire	hampshire	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fysik	fysikk	fysik	fysikk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
liga	league	lig	league	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
liga	forbund	lig	forbunde	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
blockera	blokkere	blockera	blokkere	V;IMP;NFIN;ACT	V;NFIN
blockera	blokkere	blockera	blokkere	V;IMP;NFIN;ACT	V;NFIN
marknaden	markedet	marknad	marked	N;NOM;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
inkluderar	inkluderer	inkludera	inkludere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
inkluderar	inkludere	inkludera	inkludere	V;IND;PRS;FIN;ACT	V;NFIN
inkluderar	inkluderer	inkludera	inkludere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
inkluderar	omfatter	inkludera	omfatter	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
ledamöter	medlemmer	ledamot	medlem	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
ledamöter	medlemer	ledamot	medlem	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
enkel	enkelt	enkel	enkel	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
enkel	enkel	enkel	enkel	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
kräftdjur	krepsdyr	kräftdjur	krepsdyr	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
ronald	ronald	ronal	ronald	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
måttlig	moderat	måttlig	moderat	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
ägg	eggs	ägg	eggs	N;NOM;INDF;NEUT;SG	N;INDF;SG
ägg	egg	ägg	egg	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
ägg	egg	ägg	egg	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
tradition	tradisjon	tradition	tradisjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fungerade	virka	fungera	virke	V;PST;V.PTCP;ACT	V;IND;PST;FIN
fungerade	fungerte	fungera	fungere	V;PST;V.PTCP;ACT	V;IND;PST;FIN
skada	harm	skada	harm	N;NOM;INDF;MASC+FEM;SG	N
skada	skade	skada	skade	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skada	skade	skada	skade	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
medicin	medisin	medicin	medisin	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
medicin	medisiner	medicin	medisin	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
medicin	medisinering	medicin	medisinering	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
genombrott	gjennombrudd	genombrott	gjennombru	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
genombrott	gjennombrudd	genombrott	gjennombru	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
twin	tvilling	twin	tvilling	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
twin	twin	twin	twin	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
romaner	romaner	roman	roman	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
lösa	løse	lösa	løse	V;IMP;FIN;ACT	V;NFIN
friidrott	friidrett	friidrot	friidrett	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
natt	night	natt	night	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
natt	kveld	natt	kveld	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
natt	natt	natt	natt	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
skydda	beskytte	skydda	beskytte	V;IMP;FIN;ACT	V;NFIN
skydda	beskytte	skydda	beskytte	V;IMP;FIN;ACT	V;NFIN
skydda	ivareta	skydda	ivareta	V;IMP;FIN;ACT	V;NFIN
kammaren	kammeret	kammare	kammer	N;NOM;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
ögon	eyes	ögon	eyks	N;NOM;INDF;NEUT;PL	N
rektor	rektor	rektor	rektor	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rektor	rektor	rektor	rektor	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
marne	marne	mar	marn	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
okänd	ukjent	okänd	ukjend	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
okänd	uvisst	okänd	uviss	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
lost	lost	lost	lost	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
festival	festival	festival	festival	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gula	gule	gul	gul	ADJ;NOM;PL	ADJ;PL
rapides	rapides	rapides	rapides	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
faller	faller	falla	falle	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
faller	faller	falla	falle	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
sundsvall	sundsvall	sundsvall	sundsvall	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
argument	argumenter	argument	argument	N;NOM;INDF;NEUT;PL	N;INDF;FEM;PL
argument	argument	argument	argument	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
utvecklas	utvikle	utveckla	utvikle	V;IND;FIN;PASS	V;NFIN
utvecklas	utvikle	utveckla	utvikle	V;IND;FIN;PASS	V;NFIN
sidi	sidi	sidi	sidi	N;NOM;INDF;MASC+FEM;SG	N
publicerad	utgitt	publicera	utgitt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
publicerad	publisert	publicera	publisere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
honor	kvinner	hona	kvinne	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
local	local	local	local	N;NOM;INDF;MASC+FEM;SG	N
officer	offiser	officer	offiser	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
officer	konstabel	officer	konstabel	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
manliga	mannlige	manlig	mannlig	ADJ;NOM;PL	ADJ;PL
medalj	medalje	medalj	medalje	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
medalj	medal	medalj	medal	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bull	okse	bull	okse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bull	bull	bull	bull	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
judar	jøder	juda	jøde	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
byta	endrer	byta	endre	V;NFIN;ACT	V;IND;PRS;FIN
byta	endre	byta	endre	V;NFIN;ACT	V;NFIN
klippor	klipper	klippa	klipper	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
klippor	steiner	klippa	stein	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
design	design	desig	design	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gräns	grense	gräns	grense	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
speciella	spesielle	speciell	spesiell	ADJ;NOM;PL	ADJ;PL
digital	digital	digital	digital	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ditt	ditt	du	din	PRO;DEF;NEUT;SG	PRO;NEUT;SG
ditt	din	du	din	PRO;DEF;NEUT;SG	PRO;MASC;SG
ditt	ditt	du	din	PRO;DEF;NEUT;SG	PRO;NEUT;SG
ditt	din	du	din	PRO;DEF;NEUT;SG	PRO;MASC;SG
kristen	kristen	kristen	kristen	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
kristen	kristen	kristen	kristen	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
mamma	mommy	mamma	mommy	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mamma	mamma	mamma	mamma	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mamma	mamma	mamma	mamma	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mamma	mor	mamma	mor	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
mamma	mamma	mamma	mamma	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mamma	mor	mamma	mor	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
mamma	moder	mamma	moder	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mamma	mother	mamma	mothe	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
mamma	mama	mamma	mama	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mamma	mamma	mamma	mamma	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
magdalena	magdalene	magdal	magdale	N;NOM;DEF;MASC+FEM;PL	N;DEF;FEM;PL
atacama	atacama	atacam	atacama	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
service	servise	service	servise	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
service	tjeneste	service	tjeneste	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
service	service	service	service	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
youtube	youtube	youtube	youtube	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
torg	kvm	torg	kvm	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
torg	kvadrat	torg	kvadrat	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
torg	squares	torg	squares	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
torg	firkanter	torg	firkanter	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
privat	privat	privat	privat	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
privat	privat	privat	privat	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
element	grunnstoff	element	grunnstoff	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
element	element	element	element	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
förhållanden	vilkår	förhållande	vilkår	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
power	kraft	power	kraft	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
power	makt	power	makt	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
power	strøm	power	strøm	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
power	power	power	power	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
blanca	blanca	blanca	blanca	N;NOM;INDF;NEUT;SG	N
tidskrift	ukeblad	tidskrift	ukeblad	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tidskrift	blad	tidskrift	blad	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tidskrift	magasin	tidskrift	magasin	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tidskrift	journal	tidskrift	journal	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tidskrift	tidsskrift	tidskrift	tidsskrift	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tidskrift	dagbok	tidskrift	dagbok	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
sällskapet	samfunnet	sällskap	samfunn	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
vägar	veier	väg	veier	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
vägar	stier	väg	stie	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
over	bortom	over	bortom	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
uppstår	oppstår	uppstå	oppstå	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
introducerades	presenterte	introducera	presentere	V;IND;PST;FIN;PASS	V;IND;PST;FIN
åsikter	meninger	åsikt	mening	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
åsikter	visninger	åsikt	visning	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
möte	avtale	möte	avtale	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
möte	møte	möte	møte	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
get	geit	ge	geit	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
get	goat	ge	goat	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
get	hent	ge	hente	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ring	ringe	ring	ringe	V;IMP;FIN;ACT	V;IMP;NFIN
minska	redusere	minska	redusere	V;IMP;NFIN;ACT	V;NFIN
minska	redusere	minska	redusere	V;IMP;NFIN;ACT	V;NFIN
operan	operaen	operan	opera	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
blad	løv	blad	løv	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
blad	sengetøy	blad	sengetøy	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
miljö	miljø	miljö	miljø	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
louisiana	louisiana	louisiana	louisian	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
industri	industri	industri	industri	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
industri	bransje	industri	bransje	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
drag	drag	drag	drag	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
drag	moves	drag	moves	N;NOM;INDF;NEUT;SG	N
torn	towers	torn	towers	N;NOM;INDF;NEUT;SG	N
torn	tårn	torn	tårn	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
torn	tårn	torn	tårn	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
torn	tower	torn	towe	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
nominerad	nominert	nominera	nominere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
dance	dance	danc	dance	N;NOM;INDF;NEUT;SG	N
dance	dans	danc	dans	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
förare	sjåfører	förare	sjåføre	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
toro	toro	toro	toro	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
fruhstorfer	fruhstorfer	fruhstorf	fruhstorfer	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
metoder	metoder	metod	metode	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
benin	benin	benin	benin	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
borgmästare	borgermester	borgmästare	borgermeste	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
tim	tim	tim	tim	N;NOM;INDF;MASC+FEM;SG	N
folkmängd	befolkning	folkmängd	befolkning	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
prinsessan	princess	prinsessa	princess	N;NOM;DEF;MASC+FEM;SG	N
prinsessan	prinsessa	prinsessa	prinsesse	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
nederländska	nederlandsk	nederländsk	nederlandsk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
porto	porto	porto	porto	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
canyon	canyon	canyon	canyon	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
libris	libris	libris	libris	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
redigera	redigere	rediger	redigere	V;IMP;FIN;ACT	V;NFIN
redigera	redigere	rediger	redigere	V;IMP;FIN;ACT	V;NFIN
intervju	intervju	intervju	intervju	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
bahamas	bahamas	bahama	bahamas	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
lindgren	lindgren	lindgr	lindgre	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
förlust	savn	förlust	savn	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
förlust	tap	förlust	tap	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
förlust	tap	förlust	tap	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
vald	valgt	välja	velg	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
vald	utvalgt	välja	utvalg	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
vald	valgt	välja	velg	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
