daha	دیگر	daha	دیگر	ADV	ADV
anlaşmazlık	ستیزه	anlaşmazlık	ستیزه	N;NOM;SG;3	N;SG
anlaşmazlık	پرخاش	anlaşmazlık	پرخاش	N;NOM;SG;3	N;SG
domates	گوجه	domates	None	N;NOM;SG;3	N;SG
okullar	مدارس	okul	None	N;NOM;PL;3	N;PL
kanalları	کانالها	kanal	کانال	N;ACC;PL;3	N;PL
kanalları	کانالهای	kanal	کانال	N;ACC;PL;3	N;PL
çabaları	تلاشهای	çaba	تلاش	N;NOM;PL;3	N;PL
çabaları	تلاشها	çaba	تلاش	N;NOM;PL;3	N;PL
hikaye	داستان	hika	داستان	N;NOM;SG;3	N;SG
hikaye	داستانی	hika	داستان	N;NOM;SG;3	N;SG
hikaye	قصه	hika	None	N;NOM;SG;3	N;SG
dönüşümü	تبدیل	dönüşüm	تبدیل	N;ACC;SG;3	N;SG
karışımı	ترکیب	karışım	ترکیب	N;NOM;SG;3	N;SG
cenazesi	ختم	cenaze	None	N;NOM;SG;3	N;SG
cenazesi	خاکسپاری	cenaze	خاکسپاری	N;NOM;SG;3	N;SG
fiat	فیات	fiat	فیات	N;NOM;SG;3	N;SG
hücreler	سلولهای	hücre	None	N;NOM;PL;3	N;PL
hücreler	سلولها	hücre	None	N;NOM;PL;3	N;PL
ormanları	جنگلهای	orman	جنگل	N;NOM;PL;3	N;PL
ormanları	جنگلها	orman	جنگل	N;NOM;PL;3	N;PL
gazeteciler	خبرنگاران	gazeteci	خبرنگار	N;NOM;PL;3	N;PL
gazeteciler	خبرنگاران	gazeteci	خبرنگار	N;NOM;PL;3	N;PL
gazeteciler	خبرنگارها	gazeteci	خبرنگار	N;NOM;PL;3	N;PL
şartlar	وضعیتهای	şart	وضعیت	N;NOM;PL;3	N;PL
şartlar	شرایط	şart	شرایط	N;NOM;PL;3	N;PL
şartlar	نیازها	şart	نیاز	N;NOM;PL;3	N;PL
şartlar	نیازهای	şart	نیاز	N;NOM;PL;3	N;PL
şartlar	اصطلاحات	şart	اصطلاح	N;NOM;PL;3	N;PL
şartlar	شرایط	şart	شرایط	N;NOM;PL;3	N;PL
depremi	زلزله	deprem	زلزله	N;NOM;SG;3	N;SG
ayakkabı	کفش	ayakkabı	None	N;NOM;SG;3	N;SG
ayakkabı	کفش	ayakkabı	None	N;NOM;SG;3	N;SG
ibadet	عبادت	ibadet	عبادت	N;NOM;SG;3	N;SG
garden	باغچه	garden	باغچه	N;NOM;SG;3	N;SG
garden	باغ	garden	باغ	N;NOM;SG;3	N;SG
garden	گاردن	garden	گاردن	N;NOM;SG;3	N;SG
garden	بهشت	garden	بهشت	N;NOM;SG;3	N;SG
itunes	آیتونز	itunes	آیتونز	N;DAT;SG;3	N;SG
kendiliğinden	خودبخود	kendiliğinden	خودبخود	ADV	ADV
etkinliği	اثربخشی	etkinlik	اثربخشی	N;ACC;SG;3	N;SG
etkinliği	رویداد	etkinlik	رویداد	N;ACC;SG;3	N;SG
etkinliği	واقعه	etkinlik	واقعه	N;ACC;SG;3	N;SG
etkinliği	رخداد	etkinlik	رخداد	N;ACC;SG;3	N;SG
danışmanlık	رایزنی	danışmanlık	رایزنی	N;NOM;SG;3	N;SG
danışmanlık	مشورتی	danışmanlık	None	N;NOM;SG;3	N;SG
danışmanlık	مشورت	danışmanlık	مشورت	N;NOM;SG;3	N;SG
danışmanlık	مشاوره	danışmanlık	مشاوره	N;NOM;SG;3	N;SG
danışmanlık	مشاوره	danışmanlık	مشاوره	N;NOM;SG;3	N;SG
danışmanlık	مشاوره	danışmanlık	مشاوره	N;NOM;SG;3	N;SG
temsilciler	نمایندگان	temsilci	نماینده	N;NOM;PL;3	N;PL
toyota	toyota	toyo	toyota	N;NOM;SG;3	N;SG
toyota	تویوتا	toyo	تویوتا	N;NOM;SG;3	N;SG
sesler	صداها	ses	صدا	N;NOM;PL;3	N;PL
sesler	صداهایی	ses	صدا	N;NOM;PL;3	N;PL
sesler	صداهای	ses	صدا	N;NOM;PL;3	N;PL
sesler	آوازها	ses	آواز	N;NOM;PL;3	N;PL
davranışları	رفتارها	davranış	رفتار	N;NOM;PL;3	N;PL
vatandaşlık	تابعیت	vatandaşlık	None	N;NOM;SG;3	N;SG
vatandaşlık	شهروندی	vatandaşlık	شهروندی	N;NOM;SG;3	N;SG
gitmiş	رفت	git	رفت#رو	V;PFV;NFH;IND;SG;3;POS;PST	V;SG;3;PST
gitmiş	رفته	git	رفت#رو	V;PFV;NFH;IND;SG;3;POS;PST	V;SG;3;V.PTCP
veritabanı	دادگان	verit	داده	N;NOM;SG;3	N;SG
yazarlık	نویسندگی	yazarlık	نویسندگی	N;NOM;SG;3	N;SG
yazarlık	نوشتن	yazarlık	نوشتن	N;NOM;SG;3	N;SG
insanlık	انسانیت	insanlık	انسانیت	N;NOM;SG;3	N;SG
insanlık	بشر	insanlık	بشر	N;NOM;SG;3	N;SG
insanlık	بشریت	insanlık	بشریت	N;NOM;SG;3	N;SG
element	عنصر	element	عنصر	N;NOM;SG;3	N;SG
havayolu	ایرلاینز	havayolu	None	N;NOM;SG;3	N;SG
havayolu	هواپیمایی	havayolu	هواپیمایی	N;NOM;SG;3	N;SG
dedesi	پدربزرگ	dede	پدربزرگ	N;NOM;SG;3	N;SG
sinagogu	پرستشگاه	sinagogu	پرستشگاه	N;NOM;SG;3	N;SG
sinagogu	کنیسه	sinagogu	کرد#کن	N;NOM;SG;3	N;SG
internette	online	internet	online	N;ESS;SG;3	N;SG
internette	برخط	internet	برخط	N;ESS;SG;3	N;SG
internette	آنلاین	internet	آنلاین	N;ESS;SG;3	N;SG
messier	مسیه	messier	مسیه	N;NOM;SG;3	N;SG
biliyor	میداند	bil	دانست#دان	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;3;PRS
peynir	پنیر	peynir	پنیر	N;NOM;SG;3	N;SG
modeller	مدلهای	model	مدل	N;NOM;PL;3	N;PL
geçiyor	میگذرد	geç	گذشت#گذر	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;3;PRS
dal	دال	dal	دال		
haklar	حقوق	hak	حق	N;NOM;PL;3	N;PL
iranlı	iranian	iranlı	None		
tasarımcısı	طراح	tasarımcı	طراح	N;NOM;SG;3	N;SG
tasarımcısı	نگارنده	tasarımcı	نگارنده	N;NOM;SG;3	N;SG
tasarımcısı	designer	tasarımcı	designer	N;NOM;SG;3	N;SG
koordinat	مختصات	koordinat	مختصه	N;NOM;SG;3	N;SG
koordinat	مختصات	koordinat	مختصه	N;NOM;SG;3	N;SG
kralları	پادشاهان	kral	پادشاه	N;ACC;PL;3	N;PL
kralları	سلاطین	kral	سلاطین	N;ACC;PL;3	N;PL
kralları	شاهان	kral	None	N;ACC;PL;3	N;PL
tanrıça	الهه	tanrıç	الهه	N;NOM;SG;3	N;SG
hafıza	خاطره	hafız	خاطره	N;NOM;SG;3	N;SG
hafıza	حافظه	hafız	حافظه	N;NOM;SG;3	N;SG
hafıza	حافظۀ	hafız	حافظۀ	N;NOM;SG;3	N;SG
amaçlar	مقاصد	amaç	مقاصد	N;NOM;PL;3	N;PL
amaçlar	اهداف	amaç	هدف	N;NOM;PL;3	N;PL
tankı	مخزن	tankı	مخزن	N;NOM;SG;3	N;SG
tankı	تانک	tankı	None	N;NOM;SG;3	N;SG
tankı	تنک	tankı	تنک	N;NOM;SG;3	N;SG
station	پاسگاه	station	پاسگاه	N;NOM;SG;3	N;SG
station	ایستگاه	station	ایستگاه	N;NOM;SG;3	N;SG
koşullar	وضعیتهای	koş	وضعیت	N;NOM;PL;3	N;PL
koşullar	شرایط	koş	شرایط	N;NOM;PL;3	N;PL
koşullar	اصطلاحات	koş	اصطلاح	N;NOM;PL;3	N;PL
koşullar	شرایط	koş	شرایط	N;NOM;PL;3	N;PL
niye	چرا	niye	چرا	ADV	ADV
yarın	فردایی	yarın	فردایی	N;NOM;SG;3	N;SG
tower	تاور	tower	تاور	N;NOM;SG;3	N;SG
tower	برج	tower	برج	N;NOM;SG;3	N;SG
sohbet	گفتگو	sohbet	گفتگو	N;NOM;SG;3	N;SG
sohbet	مکالمه	sohbet	مکالمه	N;NOM;SG;3	N;SG
sohbet	گفتگوی	sohbet	گفتگو	N;NOM;SG;3	N;SG
sohbet	گپ	sohbet	گپ	N;NOM;SG;3	N;SG
sohbet	گپی	sohbet	گذی	N;NOM;SG;3	N;SG
yöneticileri	مربیان	yönetici	مربی	N;NOM;PL;3	N;PL
yöneticileri	مدیران	yönetici	مدیر	N;NOM;PL;3	N;PL
yöneticileri	کارگزاران	yönetici	کارگزار	N;NOM;PL;3	N;PL
soğan	پیاز	soğ	پیاز	N;NOM;SG;3	N;SG
soğan	پیاز	soğ	پیاز	N;NOM;SG;3	N;SG
dizayn	دیزاین	dizayn	دیزاین	N;NOM;SG;3	N;SG
dizayn	طرح	dizayn	طرح	N;NOM;SG;3	N;SG
dizayn	طراحی	dizayn	طراحی	N;NOM;SG;3	N;SG
tepkiler	واکنشهای	tepki	واکنش	N;NOM;PL;3	N;PL
tepkiler	پاسخها	tepki	پاسخ	N;NOM;PL;3	N;PL
tepkiler	پاسخهای	tepki	پاسخ	N;NOM;PL;3	N;PL
adaylar	نامزدها	aday	نامزد	N;NOM;PL;3	N;PL
adaylar	نامزدها	aday	نامزد	N;NOM;PL;3	N;PL
adaylar	نامزدهای	aday	نامزد	N;NOM;PL;3	N;PL
adaylar	کاندیداهای	aday	کاندیدا	N;NOM;PL;3	N;PL
çevrimiçi	online	çevrimiçi	online	N;NOM;SG;3	N;SG
çevrimiçi	برخط	çevrimiçi	برخط	N;NOM;SG;3	N;SG
çevrimiçi	آنلاین	çevrimiçi	آنلاین	N;NOM;SG;3	N;SG
üyelik	عضویت	üyelik	عضویت	N;NOM;SG;3	N;SG
üyelik	اشتراک	üyelik	اشتراک	N;NOM;SG;3	N;SG
aniden	ناگهان	aniden	ناگهان	ADV	ADV
garanti	حجت	garanti	None	N;NOM;SG;3	N;SG
garanti	گارانتی	garanti	گارانتی	N;NOM;SG;3	N;SG
garanti	تضمین	garanti	تضمین	N;NOM;SG;3	N;SG
garanti	تضمینی	garanti	تضمینی	N;NOM;SG;3	N;SG
garanti	تضمین	garanti	تضمین	N;NOM;SG;3	N;SG
garanti	تضمینی	garanti	تضمینی	N;NOM;SG;3	N;SG
garanti	ضامن	garanti	None	N;NOM;SG;3	N;SG
garanti	ضمانت	garanti	None	N;NOM;SG;3	N;SG
emirlikleri	امارات	emirlik	امارت	N;ACC;PL;3	N;PL
parçacıklar	ذرات	parçacık	None	N;NOM;PL;3	N;PL
schalke	شالکه	schalke	شالکه	N;NOM;SG;3	N;SG
faaliyetler	فعالیتها	faaliyet	فعالیت	N;NOM;PL;3	N;PL
gezegenler	سیارات	gezegen	سیاره	N;NOM;PL;3	N;PL
yasaları	قوانین	yasa	قانون	N;NOM;PL;3	N;PL
rejimi	رژیم	rejim	رژیم	N;ACC;SG;3	N;SG
tuhaf	فرد	tuhaf	فرد	N;NOM;SG;3	N;SG
basket	سبد	basket	سبد	N;NOM;SG;3	N;SG
basket	b	basket	b	N;NOM;SG;3	N;SG
basket	بسکتبال	basket	بسکتبال	N;NOM;SG;3	N;SG
camp	اردوگاه	camp	اردوگاه	N;NOM;SG;3	N;SG
camp	اردو	camp	اردو	N;NOM;SG;3	N;SG
camp	کمپ	camp	کمپ	N;NOM;SG;3	N;SG
evil	شر	evil	شر		
abhazya	آبخاز	abhazya	آبخاز	N;NOM;SG;3	N;SG
kabilesi	قبیله	kabile	None	N;NOM;SG;3	N;SG
temsilcileri	نمایندگان	temsilci	نماینده	N;NOM;PL;3	N;PL
mezarlık	قبرستان	mezarlık	قبرستان	N;NOM;SG;3	N;SG
mezarlık	گورستان	mezarlık	گورستان	N;NOM;SG;3	N;SG
mezarlık	قبرستان	mezarlık	قبرستان	N;NOM;SG;3	N;SG
sakinleri	ساکنین	sakin	ساکنین	N;ACC;PL;3	N;PL
sakinleri	یاران	sakin	یار	N;ACC;PL;3	N;PL
detayları	جزئیات	detay	جزئی	N;NOM;PL;3	N;PL
halı	فاخر	hal	فاخر	N;NOM;SG;3	N;SG
halı	فرش	hal	فرش	N;NOM;SG;3	N;SG
halı	قالی	hal	قالی	N;NOM;SG;3	N;SG
halı	قالیچه	hal	قالیچه	N;NOM;SG;3	N;SG
halı	فرش	hal	فرش	N;NOM;SG;3	N;SG
halı	موکت	hal	موکت	N;NOM;SG;3	N;SG
halı	قالی	hal	قالی	N;NOM;SG;3	N;SG
halı	قالیچه	hal	قالیچه	N;NOM;SG;3	N;SG
sıkıntısı	ملال	sıkıntı	ملال	N;NOM;SG;3	N;SG
sıkıntısı	خستگی	sıkıntı	None	N;NOM;SG;3	N;SG
sıkıntısı	کمبود	sıkıntı	کمبود	N;NOM;SG;3	N;SG
oldid	oldid	ol	oldid		
dönmüş	چرخیده	dön	چرخید#چرخ	V;PFV;NFH;IND;SG;3;POS;PST	V;SG;3;V.PTCP
tropikal	گرمسیری	tropikal	گرمسیری	N;NOM;SG;3	N;SG
parçacıkların	ذرات	parçacık	None	N;GEN;PL;3	N;PL
nedenleri	دلایل	neden	دلیل	N;ACC;PL;3	N;PL
nedenleri	علل	neden	علت	N;ACC;PL;3	N;PL
yatak	تخت	yatak	تخت	N;NOM;SG;3	N;SG
yatak	تختخواب	yatak	تختخواب	N;NOM;SG;3	N;SG
yatak	بستر	yatak	بستر	N;NOM;SG;3	N;SG
yatak	رختخواب	yatak	None	N;NOM;SG;3	N;SG
yatak	تشک	yatak	تشک	N;NOM;SG;3	N;SG
akrabalık	نسبتی	akrabalık	نسبت	N;NOM;SG;3	N;SG
akrabalık	ارتباط	akrabalık	ارتباط	N;NOM;SG;3	N;SG
akrabalık	رابطه	akrabalık	رابطه	N;NOM;SG;3	N;SG
akrabalık	خویشاوندی	akrabalık	خویشاوندی	N;NOM;SG;3	N;SG
tesisi	تاسیسات	tesi	تاسیست	N;NOM;SG;3	N;SG
allan	آلان	allan	آلان		
temizlik	نظافت	temizlik	None	N;NOM;SG;3	N;SG
temizlik	تمیزی	temizlik	تمیز	N;NOM;SG;3	N;SG
temizlik	پاکیزگی	temizlik	پاکیزگی	N;NOM;SG;3	N;SG
temizlik	پاکسازی	temizlik	پاکسازی	N;NOM;SG;3	N;SG
temizlik	نظافت	temizlik	None	N;NOM;SG;3	N;SG
temizlik	پاکسازی	temizlik	پاکسازی	N;NOM;SG;3	N;SG
çiftliği	رنچ	çiftlik	رنچ	N;ACC;SG;3	N;SG
mountain	کوهستانی	mountain	کوهستانی	N;NOM;SG;3	N;SG
mountain	کوهی	mountain	None	N;NOM;SG;3	N;SG
mountain	کوه	mountain	کوه	N;NOM;SG;3	N;SG
mountain	کوهستان	mountain	کوهستان	N;NOM;SG;3	N;SG
kanıtlar	شواهد	kanıt	شاهد	N;NOM;PL;3	N;PL
kanıtlar	مدارک	kanıt	مدرک	N;NOM;PL;3	N;PL
tanıtımı	ارتقاء	tanıtım	ارتقاءء	N;NOM;SG;3	N;SG
tanıtımı	ترفیع	tanıtım	ترفیع	N;NOM;SG;3	N;SG
tanıtımı	ترفیع	tanıtım	ترفیع	N;NOM;SG;3	N;SG
tanıtımı	ترویج	tanıtım	ترویج	N;NOM;SG;3	N;SG
tanıtımı	ارتقاء	tanıtım	ارتقاءء	N;NOM;SG;3	N;SG
tanıtımı	ترفیع	tanıtım	ترفیع	N;NOM;SG;3	N;SG
tanıtımı	تبلیغ	tanıtım	تبلیغ	N;NOM;SG;3	N;SG
tanıtımı	ارتقای	tanıtım	ارتقا	N;NOM;SG;3	N;SG
tanıtımı	ارتقا	tanıtım	ارتقا	N;NOM;SG;3	N;SG
tanıtımı	ترویج	tanıtım	ترویج	N;NOM;SG;3	N;SG
tanıtımı	ارتقاء	tanıtım	ارتقاءء	N;NOM;SG;3	N;SG
tanıtımı	ترفیع	tanıtım	ترفیع	N;NOM;SG;3	N;SG
tanıtımı	ارتقا	tanıtım	ارتقا	N;NOM;SG;3	N;SG
tanıtımı	تبلیغ	tanıtım	تبلیغ	N;NOM;SG;3	N;SG
duvarları	دیوارها	duvar	دیوار	N;ACC;PL;3	N;PL
duvarları	دیوارهای	duvar	دیوار	N;ACC;PL;3	N;PL
çekirdeği	هسته	çekir	هسته	N;NOM;SG;3	N;SG
çekirdeği	هسته	çekir	هسته	N;NOM;SG;3	N;SG
müslümanların	مسلمانان	müslüman	مسلمان	N;GEN;PL;3	N;PL
müslümanların	مسلمانها	müslüman	مسلمان	N;GEN;PL;3	N;PL
üstünlük	مافوق	üstünlük	مافوق	N;NOM;SG;3	N;SG
üstünlük	سلطه	üstünlük	سلطه	N;NOM;SG;3	N;SG
üstünlük	تسلط	üstünlük	تسلط	N;NOM;SG;3	N;SG
patinaj	اسکیت	patinaj	اسکیت	N;NOM;SG;3	N;SG
patinaj	پاتیناژ	patinaj	پاتیناژ	N;NOM;SG;3	N;SG
kürtler	کردهای	kürt	کرد	N;NOM;PL;3	N;PL
kürtler	کردها	kürt	None	N;NOM;PL;3	N;PL
belgeler	اسناد	belge	سند	N;NOM;PL;3	N;PL
belgeler	مستندات	belge	مستند	N;NOM;PL;3	N;PL
geyik	الک	geyik	الک	N;NOM;SG;3	N;SG
geyik	موس	geyik	موس	N;NOM;SG;3	N;SG
geyik	گوزن	geyik	گوزن	N;NOM;SG;3	N;SG
geyik	آهو	geyik	آهو	N;NOM;SG;3	N;SG
geyik	گوزن	geyik	گوزن	N;NOM;SG;3	N;SG
geyik	آهویی	geyik	آهویی	N;NOM;SG;3	N;SG
geyik	آهوی	geyik	آهوی	N;NOM;SG;3	N;SG
siteleri	وبسایتهای	site	وبسایت	N;ACC;PL;3	N;PL
noktalar	نقاط	nokta	نقطه	N;NOM;PL;3	N;PL
noktalar	نقاط	nokta	نقطه	N;NOM;PL;3	N;PL
por	por	por	por		
koltuk	صندلی	koltuk	صندلی	N;NOM;SG;3	N;SG
koltuk	مبل	koltuk	مبل	N;NOM;SG;3	N;SG
koltuk	کاناپه	koltuk	کاناپه	N;NOM;SG;3	N;SG
koltuk	صندلی	koltuk	صندلی	N;NOM;SG;3	N;SG
koltuk	مبل	koltuk	مبل	N;NOM;SG;3	N;SG
koltuk	کاناپه	koltuk	کاناپه	N;NOM;SG;3	N;SG
kayak	اسکی	kayak	اسکی	N;NOM;SG;3	N;SG
kayak	اسکی	kayak	اسکی	N;NOM;SG;3	N;SG
fikirleri	نظرات	fikir	نظر	N;NOM;PL;3	N;PL
fikirleri	عقاید	fikir	عقیده	N;NOM;PL;3	N;PL
politikalar	سیاستهای	politika	سیاست	N;NOM;PL;3	N;PL
dosyası	پرونده	dosya	پرونده	N;NOM;SG;3	N;SG
cehennem	جهنم	cehenne	جهنم	N;NOM;SG;3	N;SG
cehennem	دوزخ	cehenne	دوزخ	N;NOM;SG;3	N;SG
cehennem	دوزخ	cehenne	دوزخ	N;NOM;SG;3	N;SG
kompozisyon	مقاله	kompozisyon	مقاله	N;NOM;SG;3	N;SG
kompozisyon	انشاء	kompozisyon	انشاء	N;NOM;SG;3	N;SG
kompozisyon	ترکیب	kompozisyon	ترکیب	N;NOM;SG;3	N;SG
bozukluğu	اختلال	bozukluk	اختلال	N;NOM;SG;3	N;SG
bozukluğu	خودشیفته	bozukluk	خودشیفته	N;NOM;SG;3	N;SG
denklem	معادله	denkle	معادله	N;NOM;SG;3	N;SG
fiziği	physique	fizik	physique	N;NOM;SG;3	N;SG
fiziği	هیکل	fizik	هیکل	N;NOM;SG;3	N;SG
fiziği	فیزیک	fizik	فیزیک	N;NOM;SG;3	N;SG
egemenlik	تسلط	egemenlik	تسلط	N;NOM;SG;3	N;SG
egemenlik	حاکمیت	egemenlik	حاکمیت	N;NOM;SG;3	N;SG
egemenlik	سلطه	egemenlik	سلطه	N;NOM;SG;3	N;SG
egemenlik	تسلط	egemenlik	تسلط	N;NOM;SG;3	N;SG
öldürdü	کشته	öl	کشت#کش	V;PFV;IND;SG;3;POS;PST;CAUS	V;SG;3;V.PTCP
self	بخود	self	خود		
özlem	دلم	özlem	دلم		
ahlak	اخلاق	ahlak	اخلاق	N;NOM;SG;3	N;SG
ahlak	وایس	ahlak	وایس	N;NOM;SG;3	N;SG
ahlak	معاون	ahlak	معاون	N;NOM;SG;3	N;SG
ahlak	اخلاقی	ahlak	اخلاقی	N;NOM;SG;3	N;SG
ahlak	اخلاق	ahlak	اخلاق	N;NOM;SG;3	N;SG
ahlak	اخلاق	ahlak	اخلاق	N;NOM;SG;3	N;SG
ahlak	اخلاقی	ahlak	اخلاقی	N;NOM;SG;3	N;SG
ahlak	اخلاق	ahlak	اخلاق	N;NOM;SG;3	N;SG
şiddetle	خشونت	şiddet	خشونت	N;INS;SG;3	N;SG
logosu	لوگو	logo	لوگو	N;NOM;SG;3	N;SG
işçiler	کارگرها	işçi	کارگر	N;NOM;PL;3	N;PL
işçiler	کارگران	işçi	کارگر	N;NOM;PL;3	N;PL
işçiler	کارمندان	işçi	کارمند	N;NOM;PL;3	N;PL
işçiler	کارکنان	işçi	کارکن	N;NOM;PL;3	N;PL
görüşmeler	بحثهای	görüşme	بحث	N;NOM;PL;3	N;PL
görüşmeler	جلسات	görüşme	None	N;NOM;PL;3	N;PL
marsilya	مارسی	marsilya	مارسی	N;NOM;SG;3	N;SG
marsilya	مارسی	marsilya	مارسی	N;NOM;SG;3	N;SG
bulgur	بلغور	bulgur	بلغور	N;NOM;SG;3	N;SG
yazıyor	مینویسد	yaz	نمود#آ	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;3;PRS
pasaportu	پاسپورت	pasaport	پاسپورت	N;ACC;SG;3	N;SG
pasaportu	گذرنامه	pasaport	گذرنامه	N;ACC;SG;3	N;SG
şampiyonları	قهرمانان	şampiyon	قهرمان	N;NOM;PL;3	N;PL
zincir	زنجیری	zincir	زنجیری	N;NOM;SG;3	N;SG
zincir	زنجیره	zincir	زنجیره	N;NOM;SG;3	N;SG
zincir	زنجیر	zincir	زنجیر	N;NOM;SG;3	N;SG
mekaniği	مکانیک	mekanik	مکانیک	N;NOM;SG;3	N;SG
çerçeve	فریم	çerçev	فریم	N;NOM;SG;3	N;SG
çerçeve	چارچوب	çerçev	چارچوب	N;NOM;SG;3	N;SG
çerçeve	چهارچوب	çerçev	چهارچوب	N;NOM;SG;3	N;SG
çerçeve	قاب	çerçev	None	N;NOM;SG;3	N;SG
çerçeve	چارچوب	çerçev	چارچوب	N;NOM;SG;3	N;SG
çerçeve	فریم	çerçev	فریم	N;NOM;SG;3	N;SG
çerçeve	پاپوش	çerçev	پاپوش	N;NOM;SG;3	N;SG
cadde	استریت	cadde	استریت	N;NOM;SG;3	N;SG
cadde	خیابانی	cadde	خیابانی	N;NOM;SG;3	N;SG
cadde	خیابان	cadde	خیابان	N;NOM;SG;3	N;SG
cadde	خیابون	cadde	خیابون	N;NOM;SG;3	N;SG
disiplin	انضباط	dis	انضباط	N;NOM;SG;3	N;SG
disiplin	انضباطی	dis	انضباطی	N;NOM;SG;3	N;SG
çeşitlilik	همیاری	çeşitlilik	همیاری	N;NOM;SG;3	N;SG
çeşitlilik	گوناگونی	çeşitlilik	گوناگون	N;NOM;SG;3	N;SG
çeşitlilik	تنوع	çeşitlilik	تنوع	N;NOM;SG;3	N;SG
çeşitlilik	جوره	çeşitlilik	جوره	N;NOM;SG;3	N;SG
çeşitlilik	تنوع	çeşitlilik	تنوع	N;NOM;SG;3	N;SG
honda	honda	hon	honda	N;NOM;SG;3	N;SG
honda	هوندا	hon	هوندا	N;NOM;SG;3	N;SG
chi	chi	chi	chi		
defteri	دفترچه	defteri	دفترچه	N;NOM;SG;3	N;SG
uzaklık	مسافت	uzaklık	مسافت	N;NOM;SG;3	N;SG
uzaklık	فاصله	uzaklık	فاصله	N;NOM;SG;3	N;SG
hıristiyanlık	مسیحیت	hıristiyanlık	مسیحیت	N;NOM;SG;3	N;SG
kararları	تصمیمات	karar	تصمیم	N;ACC;PL;3	N;PL
yöneticiler	مربیان	yönetici	مربی	N;NOM;PL;3	N;PL
yöneticiler	فرمانروایان	yönetici	فرمانروا	N;NOM;PL;3	N;PL
yöneticiler	حاکمان	yönetici	حاکم	N;NOM;PL;3	N;PL
yöneticiler	مدیران	yönetici	مدیر	N;NOM;PL;3	N;PL
yöneticiler	کارگزاران	yönetici	کارگزار	N;NOM;PL;3	N;PL
pazarı	مارکت	pazar	مارکت	N;ACC;SG;3	N;SG
pazarı	بازار	pazar	بازار	N;ACC;SG;3	N;SG
pazarı	مارکیت	pazar	مارکیت	N;ACC;SG;3	N;SG
pazarı	بازاری	pazar	بازاری	N;ACC;SG;3	N;SG
diferansiyel	دیفرانسیل	diferansiyel	دیفرانسیل	N;NOM;SG;3	N;SG
aydınlık	سبک	aydınlık	سبک	N;NOM;SG;3	N;SG
aydınlık	روشنایی	aydınlık	None	N;NOM;SG;3	N;SG
aydınlık	نور	aydınlık	نور	N;NOM;SG;3	N;SG
aydınlık	نوری	aydınlık	نوری	N;NOM;SG;3	N;SG
aydınlık	روشنی	aydınlık	روشن	N;NOM;SG;3	N;SG
aydınlık	روشنایی	aydınlık	None	N;NOM;SG;3	N;SG
ine	ine	in	ine		
aralıklarla	فواصل	aralık	فاصله	N;INS;PL;3	N;PL
yönetmenlik	کارگردانی	yönetmenlik	کارگردانی	N;NOM;SG;3	N;SG
asistanı	دستیاری	asistan	دستیار	N;ACC;SG;3	N;SG
asistanı	دستیار	asistan	دستیار	N;ACC;SG;3	N;SG
oranları	نسبتهای	oran	نسبت	N;ACC;PL;3	N;PL
sporcular	ورزشکاران	sporcu	ورزشکار	N;NOM;PL;3	N;PL
arıcılık	زنبورداری	arıcılık	زنبورداری	N;NOM;SG;3	N;SG
cihazlar	دستگاهها	cihaz	دستگاه	N;NOM;PL;3	N;PL
cihazlar	دستگاههای	cihaz	دستگاه	N;NOM;PL;3	N;PL
okumak	خوانده	oku	خواند#خوان	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;3;V.PTCP
uzmanlık	تخصص	uzmanlık	تخصص	N;NOM;SG;3	N;SG
uzmanlık	تخصص	uzmanlık	تخصص	N;NOM;SG;3	N;SG
şimdiden	قبلا	şimdiden	None	ADV	ADV
bakanlık	وزارت	bakanlık	وزارت	N;NOM;SG;3	N;SG
peri	نیمف	peri	نیمف		
yüzük	حلقه	yüzük	حلقه	N;NOM;SG;3	N;SG
yüzük	رینگ	yüzük	None	N;NOM;SG;3	N;SG
yüzük	انگشتر	yüzük	انگشتر	N;NOM;SG;3	N;SG
yüzük	حلقه	yüzük	حلقه	N;NOM;SG;3	N;SG
deneyimi	تجربه	deney	تجربه	N;ACC;SG;3	N;SG
protokolü	قرارداد	protokolü	قرارداد	N;ACC;SG;3	N;SG
protokolü	پروتکل	protokolü	پروتکل	N;ACC;SG;3	N;SG
üçüncüsü	سومین	üçüncü	سومین	ADJ;NOM;SG;3	ADJ;RL
üçüncüsü	سوم	üçüncü	سوم	ADJ;NOM;SG;3	ADJ
iphone	آیفون	iphon	آیفون	N;NOM;SG;3	N;SG
iphone	iphone	iphon	iphone	N;NOM;SG;3	N;SG
fikirler	نظرات	fikir	نظر	N;NOM;PL;3	N;PL
fikirler	عقاید	fikir	عقیده	N;NOM;PL;3	N;PL
liderlik	رهبری	liderlik	رهبر	N;NOM;SG;3	N;SG
liderlik	رهبری	liderlik	رهبر	N;NOM;SG;3	N;SG
parametre	پارامتر	parametre	پارامتر	N;NOM;SG;3	N;SG
önerisi	پیشنهاد	öneri	پیشنهاد	N;NOM;SG;3	N;SG
önerisi	تلقین	öneri	تلقین	N;NOM;SG;3	N;SG
topluluklar	جوامع	topluluk	جامعه	N;NOM;PL;3	N;PL
