категория	kategoria	категория	kategoria	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
рекомендации	rekomendacje	рекомендация	rekomendacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
рекомендации	zalecenia	рекомендация	zalecenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
рекомендации	rekomendacje	рекомендация	rekomendacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
рекомендации	zalecenia	рекомендация	zalecenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
горный	górski	горный	górski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
музеи	muzea	музей	muzea	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
медицинский	medyczna	медицинский	medyczny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
медицинский	medyczny	медицинский	medyczny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
медицинский	medyczne	медицинский	medyczny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
постановление	rozporządzenie	постановление	rozporządzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
постановление	zarządzenie	постановление	zarządzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
постановление	orzeczenie	постановление	orzeczenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
решить	rozwiązać	решить	rozwiązać	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
решить	zdecydować	решить	zdecydować	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
диплом	dyplom	диплом	dyplom	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
сайтов	witryny	сайт	witryna	N;INAN;GEN;MASC;PL	N;GEN;FEM;PL
сайтов	witryn	сайт	witryna	N;INAN;GEN;MASC;PL	N;GEN;FEM;PL
коллекция	zbieranie	коллекция	zbierać	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
коллекция	kolekcja	коллекция	kolekcja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
коллекция	zbiór	коллекция	zbiór	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
назначение	mianowanie	назначение	mianować	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
назначение	mianowanie	назначение	mianować	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
назначение	spotkanie	назначение	spotkanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
назначение	oznaczenie	назначение	oznaczenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
назначение	wyznaczenie	назначение	wyznaczyć	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ислам	islam	ислам	islam	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
встреча	posiedzenie	встреча	posiedzenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
встреча	zebranie	встреча	zebranie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
встреча	spotkanie	встреча	spotkanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
выражение	wyrażenia	выражение	wyrażenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
выражение	wyrażenie	выражение	wyrażenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ресурсы	zasoby	ресурс	zasóba	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
ресурсы	środki	ресурс	środek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
жилой	mieszkaniowe	жилой	mieszkaniowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
среднее	środkowy	средний	środkowy	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
среднее	środkowa	средний	środkowy	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
среднее	średni	средний	średnia	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
среднее	przeciętny	средний	przeciętny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
среднее	średni	средний	średnia	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
среднее	drugorzędne	средний	drugorzędny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
крейсер	krążownik	крейсер	krążownik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
электронная	elektroniczne	электронный	elektroniczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
электронная	elektroniczna	электронный	elektroniczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
электронная	elektroniczny	электронный	elektroniczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
исследователь	naukowiec	исследователь	naukowiec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
исследователь	badacz	исследователь	badaczyć	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
конфликты	konflikty	конфликт	konflikt	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
конфликты	konflikty	конфликт	konflikt	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
двигателей	silników	двигатель	silnik	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
комедии	komedie	комедия	komeda	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
буква	list	буква	list	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
буква	pismo	буква	pismo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
буква	litera	буква	liter	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
квартира	mieszkanie	квартира	mieszkanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
взгляды	poglądy	взгляд	pogląd	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
взгляды	widoki	взгляд	widok	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
взаимодействия	interakcje	взаимодействие	interakcja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
взаимодействия	interakcje	взаимодействие	interakcja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
эссе	esej	эссе	esej	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
эссе	wypracowanie	эссе	wypracować	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
эссе	wypracowania	эссе	wypracowanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
эссе	esej	эссе	esej	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
принятие	akceptacja	принятие	akceptacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
принятие	przyjęcia	принятие	przyjęcie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
принятие	adopcja	принятие	adopcja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
принятие	przyjęcia	принятие	przyjęcie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
дин	dziekan	дина	dziekany	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
греция	grecja	греция	grecja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
графство	hrabstwo	графство	hrabstwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
графство	okręg	графство	okręg	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
обсерватории	obserwatoria	обсерватория	obserwatoria	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
параметр	parametr	параметр	parametr	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
вызвало	wywołało	вызвать	wywołać	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
вагонов	wagonów	вагон	wagon	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
администраторы	administratorzy	администратор	administrator	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
администраторы	administratorzy	администратор	administrator	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
акт	akt	акт	akt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
копия	kopia	копия	kopia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
копия	kopiowanie	копия	kopiować	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
копия	replika	копия	replik	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
следствие	śledztwo	следствие	śledztwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
следствие	dochodzenie	следствие	dochodzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
следствие	dochodzenia	следствие	dochodzić	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
ряды	wiersze	ряд	wiersz	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
превышает	przekracza	превышать	przekraczać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
превышает	przewyższa	превышать	przewyzszać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
увеличение	zwiększenie	увеличение	zwiększyć	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
увеличение	wzrost	увеличение	wzrost	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
увеличение	powiększenie	увеличение	powiększyć	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
топ	szczyt	топ	szczyt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
нормально	normalne	нормальный	normalny	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
нормально	normalny	нормальный	normalny	ADJ;NEUT;SG	ADJ;NOM;MASC;SG
нормально	normalna	нормальный	normalny	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
чрезвычайно	wyjątkowo	чрезвычайно	wyjątkowo	ADV	ADV
чрезвычайно	niezwykle	чрезвычайно	niezwykle	ADV	ADV
чрезвычайно	ekstremalnie	чрезвычайно	ekstremalnie	ADV	ADV
чрезвычайно	niezmiernie	чрезвычайно	niezmiernie	ADV	ADV
полномочия	uprawnienia	полномочие	uprawnić	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
полномочия	moce	полномочие	moc	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
полномочия	kompetencje	полномочие	kompetencja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
нападения	ataki	нападение	atak	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
жилых	mieszkalnych	жилой	mieszkalny	ADJ;GEN;PL	ADJ;GEN;MASC;PL
существовало	istniał	существовать	istnieć	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
существовало	istniała	существовать	istnieć	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
существовало	istniało	существовать	istnieć	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
постановка	inscenizacja	постановка	inscenizacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
социальная	społeczna	социальный	społeczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
социальная	towarzyskie	социальный	towarzyski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
социальная	społeczne	социальный	społeczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
социальная	socjalna	социальный	socjalny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
социальная	społeczny	социальный	społeczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
мексика	meksyk	мексика	meksyk	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
друзья	przyjaciele	друг	przyjaciel	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
друзья	przyjaciółki	друг	przyjaciółka	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL
друзья	znajomi	друг	znajomy	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
диапазон	zasięg	диапазон	zasięg	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
диапазон	zakres	диапазон	zakres	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
диапазон	przedział	диапазон	przedział	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
японская	japońska	японский	japoński	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
японская	japoński	японский	japoński	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
японская	japońskie	японский	japoński	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
оценить	ocenić	оценить	ocenić	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
оценить	oceni	оценить	ocenić	V;PFV;NFIN;ACT	V;PFV;IND;SG;3;FUT;FIN;ACT
америка	america	америка	america	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
америка	americas	америка	americas	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
гитарист	gitarzysta	гитарист	gitarzysta	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ирландия	irlandia	ирландия	irlandia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
занятия	zajęcia	занятие	zajęcia	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
любое	jakikolwiek	любой	jakikolwiek	DET;NOM;NEUT;SG	DET;NOM;MASC;SG
любое	jakiekolwiek	любой	jakiekolwiek	DET;NOM;NEUT;SG	DET;NOM;MASC;SG
журналистов	dziennikarzy	журналист	dziennikarz	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
мяч	piłka	мяч	piłka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
различия	różnice	различие	różnica	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
различия	różnice	различие	różnica	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
кризис	kryzys	кризис	kryzys	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
подразделение	wydział	подразделение	wydział	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
подразделение	jednostka	подразделение	jednostka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
продолжительность	długość	продолжительность	długość	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
европейский	europejska	европейский	europejski	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
европейский	europejski	европейский	europejski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
европейский	europejskie	европейский	europejski	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
мероприятия	wydarzenia	мероприятие	wydarzenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
верх	szczyt	верх	szczyt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
маленький	mały	маленький	mały	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
маленький	niewielkie	маленький	niewielki	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
маленький	mały	маленький	mały	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
агентства	agencje	агентство	agencja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
центров	centrów	центр	centrum	N;INAN;GEN;MASC;PL	N;GEN;NEUT;PL
достопримечательности	zabytki	достопримечательность	zabytek	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
молодая	młoda	молодой	młody	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
молодая	młody	молодой	młody	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
молодая	młode	молодой	młody	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
каждое	każda	каждый	każdy	DET;NOM;NEUT;SG	DET;NOM;FEM;SG
каждое	każdy	каждый	każdy	DET;NOM;NEUT;SG	DET;NOM;MASC;SG
каждое	każda	каждый	każdy	DET;NOM;NEUT;SG	DET;NOM;FEM;SG
каждое	każdy	каждый	każdy	DET;NOM;NEUT;SG	DET;NOM;MASC;SG
мечеть	meczet	мечеть	meczet	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
напрямую	bezpośrednio	напрямую	bezpośrednio	ADV	ADV
правитель	władca	правитель	władca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
детали	szczegóły	деталь	szczegół	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
полиция	policja	полиция	policja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
высоко	wysoko	высоко	wysoko	ADV	ADV
пятый	piąty	пятый	piąty	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
запрет	zakaz	запрет	zakaz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
запрет	zakaz	запрет	zakaz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
революция	rewolucja	революция	rewolucja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
публицист	publicysta	публицист	publicysta	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
передача	przesyłanie	передача	przesyłać	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
передача	transmisja	передача	transmisja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
передача	przekazanie	передача	przekazać	N;INAN;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
передача	przenoszenie	передача	przenosić	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS;V.MSDR
передача	transfer	передача	transfer	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
передача	przeniesienie	передача	przeniesienie	N;INAN;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
передача	przekazanie	передача	przekazać	N;INAN;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
передача	nadawanie	передача	nadawać	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
артиллерия	artyleria	артиллерия	artylerium	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
галина	galina	галина	galina	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
признал	przyznał	признать	przyznać	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
журналисты	dziennikarze	журналист	dziennikarz	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
желательно	pożądane	желательный	pożądać	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
желательно	pożądany	желательный	pożądać	ADJ;NEUT;SG	ADJ;NOM;MASC;SG
легенда	legenda	легенда	legenda	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
шведский	szwedzki	шведский	szwedzki	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
шведский	szwedzkie	шведский	szwedzki	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
шведский	szwedzka	шведский	szwedzko	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
классификация	klasyfikacja	классификация	klasyfikacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
дух	duch	дух	duch	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ветви	gałęzie	ветвь	gałąź	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
ветви	oddziały	ветвь	oddział	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
кампания	kampania	кампания	kampania	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
обозначение	oznaczenie	обозначение	oznaczenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
обозначение	wyznaczenie	обозначение	wyznaczyć	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
экономический	gospodarcza	экономический	gospodarczy	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
экономический	ekonomiczne	экономический	ekonomiczny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
экономический	gospodarcze	экономический	gospodarczy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
экономический	ekonomiczna	экономический	ekonomiczny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
экономический	ekonomiczny	экономический	ekonomiczny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
больницы	szpitale	больница	szpital	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
файлы	pliki	файл	plik	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
вершины	wierzchołki	вершина	wierzchołek	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
вершины	szczyty	вершина	szczyt	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
создатель	stwórca	создатель	stwórca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
создатель	twórca	создатель	twórca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
местность	teren	местность	teren	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
съезд	kongres	съезд	kongres	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
элизабет	elisabeth	элизабет	elisabeth	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
доказать	udowodnić	доказать	udowodnić	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
доказать	udowodnić	доказать	udowodnić	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
доказать	udowodnij	доказать	udowodni	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
наше	nasz	наш	nasz	DET;NOM;NEUT;SG	DET;NOM;MASC;SG;1
наше	nasza	наш	nasz	DET;NOM;NEUT;SG	DET;NOM;FEM;SG;1
наше	nasze	наш	nasz	DET;NOM;NEUT;SG	DET;NOM;NEUT;SG;1
наше	nasz	наш	nasz	DET;NOM;NEUT;SG	DET;NOM;MASC;SG;1
наше	nasza	наш	nasz	DET;NOM;NEUT;SG	DET;NOM;FEM;SG;1
наше	nasze	наш	nasz	DET;NOM;NEUT;SG	DET;NOM;NEUT;SG;1
пилот	pilot	пилот	pilot	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
безработных	bezrobotnych	безработный	bezrobotny	N;ANIM;GEN;MASC;PL	N;GEN;MASC;PL
символов	znaków	символ	znak	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
соревнование	rywalizacja	соревнование	rywalizacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
соревнование	konkurencja	соревнование	konkurencja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
соревнование	konkurs	соревнование	konkurs	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
широкий	szeroki	широкий	szeroki	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
широкий	szeroka	широкий	szeroki	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
широкий	szerokie	широкий	szeroki	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
широкий	szeroka	широкий	szeroki	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
широкий	szerokie	широкий	szeroki	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
широкий	szeroki	широкий	szeroki	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
определяет	określa	определять	określać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
определяет	definiuje	определять	definiować	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
определяет	określa	определять	określać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
сестры	siostrzyczki	сестра	siostrzyczka	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL
сестры	siostry	сестра	siostra	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL
дипломат	dyplomata	дипломат	dyplomata	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
слабо	słabo	слабо	słabo	ADV	ADV
слабо	słabo	слабо	słabo	ADV	ADV
везде	wszędzie	везде	wszędzie	ADV	ADV
успехи	sukcesy	успех	sukces	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
больница	szpital	больница	szpital	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
ремонт	remont	ремонт	remont	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ремонт	remont	ремонт	remont	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
термины	warunki	термин	warunki	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
термины	terminy	термин	termin	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
династия	dynastia	династия	dynastia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
вход	login	вход	login	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
вход	logowanie	вход	logowanie	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
вход	wjazd	вход	wjazd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
вход	wejście	вход	wejście	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
инструмент	przyrząd	инструмент	przyrząd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
инструмент	narzędzie	инструмент	narzęd	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
недостатки	niedociągnięcia	недостаток	niedociągnięcie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
недостатки	niedociągnięcia	недостаток	niedociągnięcie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
недостатки	niedociągnięcia	недостаток	niedociągnięcie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
