vir	for	vir	for	ADP	ADP
lidmaatskap	medlemsskab	lidmaatskap	medlemsskab	N;SG	N;INDF;NEUT;SG
lugredery	luftfartsselskab	lugredery	luftfartsselskab	N;SG	N;INDF;NEUT;SG
lugredery	flyselskab	lugredery	flyselskab	N;SG	N;INDF;NEUT;SG
gestoor	gemte	stoor	gemme	V;PST;V.PTCP	V;PL;PST;V.PTCP
gestoor	sparet	stoor	spar	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gestoor	reddede	stoor	redde	V;PST;V.PTCP	V;IND;PST;FIN;ACT
gestoor	reddet	stoor	redde	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gestoor	gemt	stoor	gemme	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
mode	mode	mode	mode	N;SG	N;INDF;MASC+FEM;SG
platform	perron	platform	perron	N;SG	N;INDF;MASC+FEM;SG
platform	platform	platform	platform	N;SG	N;INDF;MASC+FEM;SG
platform	perronen	platform	perron	N;SG	N;DEF;MASC+FEM;SG
platform	platformen	platform	platform	N;SG	N;DEF;MASC+FEM;SG
torings	towers	toring	tow	N;PL	N;GEN;INDF;MASC+FEM;PL
torings	tårnene	toring	tå	N;PL	N;DEF;NEUT;PL
torings	tårne	toring	tå	N;PL	N;INDF;MASC+FEM;PL
herhaal	afspejle	herhaal	afspejl	V;PRS	V;NFIN;ACT
herhaal	reflekterer	herhaal	reflektere	V;PRS	V;IND;PRS;FIN;ACT
herhaal	afspejler	herhaal	afspejle	V;PRS	V;IND;PRS;FIN;ACT
herhaal	reflektere	herhaal	reflektere	V;PRS	V;NFIN;ACT
herhaal	gentag	herhaal	gentag	V;PRS	V;IMP
herhaal	gentager	herhaal	gentage	V;PRS	V;IND;PRS;FIN;ACT
brood	brod	brood	brod	N;SG	N;INDF;MASC+FEM;SG
brood	brød	brood	brød	N;SG	N;INDF;NEUT;SG
brood	brødet	brood	bryde	N;SG	N;DEF;NEUT;SG
verlig	fremhæve	verlig	fremhæve	V;PRS	V;NFIN;ACT
maat	kompagnon	maat	kompagnon	N;SG	N;INDF;MASC+FEM;SG
maat	partner	maat	partner	N;SG	N;INDF;MASC+FEM;SG
maat	samarbejdspartner	maat	samarbejdspartner	N;SG	N;INDF;MASC+FEM;SG
maat	makker	maat	makke	N;SG	N;INDF;MASC+FEM;SG
doelwitte	målsætninger	doelwit	målsætning	N;PL	N;INDF;MASC+FEM;PL
verbintenis	tilsagn	verbintenis	tilsagn	N;SG	N;INDF;NEUT;SG
verbintenis	engagement	verbintenis	engagement	N;SG	N;INDF;NEUT;SG
verbintenis	forpligtelse	verbintenis	forpligtelse	N;SG	N;INDF;MASC+FEM;SG
stockholm	stockholm	stockholm	stockholm	N;SG	N;INDF;NEUT;SG
kanker	kræft	kanker	kræft	N;SG	N;INDF;MASC+FEM;SG
kanker	cancer	kanker	cance	N;SG	N;INDF;MASC+FEM;SG
kanker	kræften	kanker	kraft	N;SG	N;DEF;MASC+FEM;SG
kaas	cheese	kaas	cheese	N;SG	N;INDF;MASC+FEM;SG
kaas	ost	kaas	ost	N;SG	N;INDF;MASC+FEM;SG
waters	farvande	waters	farvand	N;PL	N;INDF;NEUT;PL
waters	vandområder	waters	vandområde	N;PL	N;INDF;NEUT;PL
verantwoordelikheid	ansvar	verantwoordelikheid	ansvar	N;SG	N;INDF;NEUT;SG
verantwoordelikheid	ansvaret	verantwoordelikheid	ansvar	N;SG	N;DEF;NEUT;SG
verantwoordelikheid	ansvarlighed	verantwoordelikheid	ansvarlighed	N;SG	N;INDF;MASC+FEM;SG
kopiereg	kopiering	kopiereg	kopiering	N;SG	N;INDF;MASC+FEM;SG
kopiereg	kopi	kopiereg	kopi	N;SG	N;INDF;MASC+FEM;SG
kopiereg	ophavsretten	kopiereg	ophavsret	N;SG	N;DEF;MASC+FEM;SG
kopiereg	ophavsret	kopiereg	ophavsre	N;SG	N;INDF;MASC+FEM;SG
kopiereg	copyright	kopiereg	copyright	N;SG	N;INDF;MASC+FEM;SG
taamlik	nogenlunde	taamlik	nogenlunde	ADV	ADV
wetenskappe	videnskaber	wetenskap	videnskab	N;PL	N;INDF;MASC+FEM;PL
gauguin	gauguin	gauguin	gauguin	N;SG	N;INDF;MASC+FEM;SG
fout	fejltagelse	fout	fejltagelse	N;SG	N;INDF;MASC+FEM;SG
fout	insekt	fout	insekt	N;SG	N;INDF;NEUT;SG
fout	kryb	fout	kryb	N;SG	N;INDF;NEUT;SG
rondte	skødet	rondte	skød	N;SG	N;DEF;NEUT;SG
rondte	lap	rondte	lape	N;SG	N;INDF;MASC+FEM;SG
rondte	omgang	rondte	omgang	N;SG	N;INDF;MASC+FEM;SG
rondte	budrunde	rondte	budrunde	N;SG	N;INDF;MASC+FEM;SG
rondte	runde	rondte	runde	N;SG	N;INDF;MASC+FEM;SG
rondte	omgang	rondte	omgang	N;SG	N;INDF;MASC+FEM;SG
geleef	boet	leef	bo	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geleef	boede	leef	bo	V;PST;V.PTCP	V;IND;PST;FIN;ACT
geleef	levede	leef	leve	V;PST;V.PTCP	V;IND;PST;FIN;ACT
geleef	levet	leef	leve	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
bodem	bunden	bodem	bund	N;SG	N;DEF;MASC+FEM;SG
bodem	forneden	bodem	forneden	N;SG	N;DEF;MASC+FEM;SG
bodem	bund	bodem	bund	N;SG	N;INDF;MASC+FEM;SG
potensiaal	potentiale	potensiaal	potentiale	N;SG	N;INDF;NEUT;SG
potensiaal	potentiel	potensiaal	potentiel	N;SG	N;INDF;MASC+FEM;SG
doeltreffende	effektive	doeltreffend	effektiv	ADJ;NOM	ADJ;PL
doeltreffende	effektiv	doeltreffend	effektiv	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
doeltreffende	effektivt	doeltreffend	effektiv	ADJ;NOM	ADJ;INDF;NEUT;SG
salaris	løn	salaris	løn	N;SG	N;INDF;MASC+FEM;SG
toestelle	apparater	toestel	apparat	N;PL	N;INDF;NEUT;PL
toestelle	enheder	toestel	enhed	N;PL	N;INDF;MASC+FEM;PL
toestelle	indretninger	toestel	indretning	N;PL	N;INDF;MASC+FEM;PL
toestelle	anordninger	toestel	anordning	N;PL	N;INDF;MASC+FEM;PL
bevestiging	bekræftelse	bevestiging	bekræftelse	N;SG	N;INDF;MASC+FEM;SG
vergaderings	samlinger	vergadering	samling	N;PL	N;INDF;MASC+FEM;PL
vlugte	flyrejser	vlug	flyrejse	N;PL	N;INDF;MASC+FEM;PL
vlugte	afgange	vlug	afgange	N;PL	N;INDF;MASC+FEM;PL
vlugte	flyvninger	vlug	flyvning	N;PL	N;INDF;MASC+FEM;PL
oorgang	overgang	oorgang	overgang	N;SG	N;INDF;MASC+FEM;SG
ideaal	ideal	ideaal	ideal	N;SG	N;INDF;NEUT;SG
wortels	rødder	wortels	rod	N;PL	N;INDF;MASC+FEM;PL
wortels	rødderne	wortels	rod	N;PL	N;DEF;MASC+FEM;PL
verbetering	forbedring	verbetering	forbedring	N;SG	N;INDF;MASC+FEM;SG
weier	afslå	weier	afslå	V;PRS	V;NFIN;ACT
weier	afslå	weier	afslå	V;PRS	V;NFIN;ACT
weier	afvise	weier	afvise	V;PRS	V;NFIN;ACT
weier	nægter	weier	nægte	V;PRS	V;IND;PRS;FIN;ACT
weier	nægte	weier	nægte	V;PRS	V;NFIN;ACT
weier	afskedige	weier	afskedige	V;PRS	V;NFIN;ACT
sekondes	sekunder	sekonde	sekunder	N;PL	N;INDF;MASC+FEM;PL
winkel	butik	winkel	butik	N;SG	N;INDF;MASC+FEM;SG
winkel	forretning	winkel	forretning	N;SG	N;INDF;MASC+FEM;SG
winkel	butik	winkel	butik	N;SG	N;INDF;MASC+FEM;SG
legende	legenden	leg	legende	N;SG	N;DEF;MASC+FEM;SG
legende	sagn	leg	sagn	N;SG	N;INDF;NEUT;SG
bestel	bestilles	bestel	bestille	V;PRS	V;IND;PRS;FIN;PASS
bestel	bestil	bestel	bestil	V;PRS	V;IMP
atlete	atleter	atleet	atlet	N;PL	N;INDF;MASC+FEM;PL
atlete	sportsfolk	atleet	sportsfolk	N;PL	N;INDF;NEUT;PL
agteruitgang	forværring	agteruitgang	forværring	N;SG	N;INDF;MASC+FEM;SG
agteruitgang	nedbrydning	agteruitgang	nedbrydning	N;SG	N;INDF;MASC+FEM;SG
agteruitgang	forringelse	agteruitgang	forringelse	N;SG	N;INDF;MASC+FEM;SG
veiligheid	sikkerheden	veiligheid	sikkerhed	N;SG	N;DEF;MASC+FEM;SG
veiligheid	sikkerhed	veiligheid	sikkerhed	N;SG	N;INDF;MASC+FEM;SG
myne	miner	myne	mine	N;PL	N;INDF;MASC+FEM;PL
myne	minerne	myne	min	N;PL	N;DEF;MASC+FEM;PL
aanbeveel	anbefales	aanbeveel	anbefale	V;PRS	V;NFIN;PASS
aanbeveel	anbefale	aanbeveel	anbefale	V;PRS	V;NFIN;ACT
aanbeveel	anbefaler	aanbeveel	anbefale	V;PRS	V;IND;PRS;FIN;ACT
aanbeveel	anbefales	aanbeveel	anbefale	V;PRS	V;NFIN;PASS
visuele	visuelle	visueel	visuel	ADJ;NOM	ADJ;PL
visuele	visuelt	visueel	visuelt	ADJ;NOM	ADJ;INDF;NEUT;SG
visuele	visuel	visueel	visuel	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
woonbuurt	kvarter	woonbuurt	kvarter	N;SG	N;INDF;NEUT;SG
woonbuurt	nabolag	woonbuurt	nabolag	N;SG	N;INDF;NEUT;SG
woonbuurt	kvarteret	woonbuurt	kvarter	N;SG	N;DEF;NEUT;SG
woonbuurt	nabolaget	woonbuurt	nabolag	N;SG	N;DEF;NEUT;SG
woonbuurt	kvarter	woonbuurt	kvarter	N;SG	N;INDF;NEUT;SG
woonbuurt	nabolag	woonbuurt	nabolag	N;SG	N;INDF;NEUT;SG
woonbuurt	naboskab	woonbuurt	naboskab	N;SG	N;INDF;NEUT;SG
hond	hund	hond	hund	N;SG	N;INDF;MASC+FEM;SG
klavier	piano	klavier	piano	N;SG	N;INDF;MASC+FEM;SG
klavier	klaveret	klavier	klavere	N;SG	N;DEF;NEUT;SG
klavier	klaver	klavier	klave	N;SG	N;INDF;MASC+FEM;SG
geluk	tillykke	geluk	tillykke	N;SG	N;INDF;NEUT;SG
geluk	lykken	geluk	lykke	N;SG	N;DEF;MASC+FEM;SG
geluk	glæde	geluk	glæde	N;SG	N;INDF;MASC+FEM;SG
geluk	lykke	geluk	lykke	N;SG	N;INDF;MASC+FEM;SG
geluk	tillykke	geluk	tillykke	N;SG	N;INDF;NEUT;SG
voorstelle	forslag	voorstel	forslag	N;PL	N;INDF;NEUT;PL
gehandhaaf	observeret	gehandhaaf	observere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gehandhaaf	observerede	gehandhaaf	observere	V;PST;V.PTCP	V;PL;PST;V.PTCP
gehandhaaf	iagttaget	gehandhaaf	iagttage	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gehandhaaf	opretholdt	gehandhaaf	opretholde	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
paralimpiese	paralympiske	paralimpies	paralympisk	ADJ;NOM	ADJ;PL
gasheer	organisator	gasheer	organisator	N;SG	N;INDF;MASC+FEM;SG
gasheer	vært	gasheer	være	N;SG	N;INDF;MASC+FEM;SG
gasheer	værten	gasheer	vært	N;SG	N;DEF;MASC+FEM;SG
uitbarsting	udbrud	uitbarsting	udbrud	N;SG	N;INDF;NEUT;SG
sel	celle	sel	celle	N;SG	N;INDF;MASC+FEM;SG
ruimtetuig	rumskib	ruimtetuig	rumskib	N;SG	N;INDF;NEUT;SG
vyande	fjender	vyand	fjende	N;PL	N;INDF;MASC+FEM;PL
immigrasie	indvandringen	immigrasie	indvandring	N;SG	N;DEF;MASC+FEM;SG
immigrasie	immigration	immigrasie	immigration	N;SG	N;INDF;MASC+FEM;SG
immigrasie	indvandring	immigrasie	indvandring	N;SG	N;INDF;MASC+FEM;SG
termiese	termisk	termies	termisk	ADJ;NOM	ADJ;INDF;SG
termiese	termiske	termies	termisk	ADJ;NOM	ADJ;PL
dagboek	dagbog	dagboek	dagbog	N;SG	N;INDF;MASC+FEM;SG
dagboek	dagbogen	dagboek	dagbog	N;SG	N;DEF;MASC+FEM;SG
debat	debatten	debat	debat	N;SG	N;DEF;MASC+FEM;SG
debat	forhandling	debat	forhandling	N;SG	N;INDF;MASC+FEM;SG
debat	debat	debat	debat	N;SG	N;INDF;MASC+FEM;SG
assistent	medhjælper	assistent	medhjælpe	N;SG	N;INDF;MASC+FEM;SG
assistent	assistent	assistent	assistent	N;SG	N;INDF;MASC+FEM;SG
assistent	guiden	assistent	guid	N;SG	N;DEF;MASC+FEM;SG
assistent	troldmanden	assistent	troldmand	N;SG	N;DEF;MASC+FEM;SG
assistent	troldmand	assistent	troldmand	N;SG	N;INDF;MASC+FEM;SG
assistent	guide	assistent	guide	N;SG	N;INDF;MASC+FEM;SG
straling	bestråling	straling	bestråling	N;SG	N;INDF;MASC+FEM;SG
straling	radioaktivitet	straling	radioaktivitet	N;SG	N;INDF;MASC+FEM;SG
straling	stråling	straling	stråling	N;SG	N;INDF;MASC+FEM;SG
goedkeuring	godkendelse	goedkeuring	godkendelse	N;SG	N;INDF;MASC+FEM;SG
graan	korn	graan	korn	N;SG	N;INDF;NEUT;SG
graan	korn	graan	korn	N;SG	N;INDF;NEUT;SG
graan	cornflakes	graan	cornflakes	N;SG	N;INDF;MASC+FEM;SG
gesamentlik	kollektivt	gesamentlik	kollektivt	ADV	ADV
verteenwoordiger	repræsentant	verteenwoordiger	repræsentant	N;SG	N;INDF;MASC+FEM;SG
koreaanse	koreanske	koreaans	koreansk	ADJ;NOM	ADJ;PL
koreaanse	koreansk	koreaans	koreansk	ADJ;NOM	ADJ;INDF;SG
liter	liter	liter	liter	N;SG	N;INDF;MASC+FEM;SG
liter	liter	liter	liter	N;SG	N;INDF;MASC+FEM;SG
posisies	stillinger	posisie	stilling	N;PL	N;INDF;MASC+FEM;PL
posisies	positioner	posisie	position	N;PL	N;INDF;MASC+FEM;PL
posisies	holdninger	posisie	holdning	N;PL	N;INDF;MASC+FEM;PL
plaat	plade	plaat	plade	N;SG	N;INDF;MASC+FEM;SG
plaat	nummerplade	plaat	nummerplade	N;SG	N;INDF;MASC+FEM;SG
plaat	tallerken	plaat	tallerken	N;SG	N;INDF;MASC+FEM;SG
kampe	lejre	kampe	lejr	N;PL	N;INDF;MASC+FEM;PL
kampe	lejrene	kampe	lejr	N;PL	N;DEF;MASC+FEM;PL
vrystelling	release	vrystelling	release	N;SG	N;INDF;MASC+FEM;SG
vrystelling	udslip	vrystelling	udslip	N;SG	N;INDF;NEUT;SG
vrystelling	frigivelse	vrystelling	frigivelse	N;SG	N;INDF;MASC+FEM;SG
vrystelling	udsætning	vrystelling	udsætning	N;SG	N;INDF;MASC+FEM;SG
gooi	smider	gooi	smide	V;PRS	V;IND;PRS;FIN;ACT
gooi	kaste	gooi	kaste	V;PRS	V;NFIN;ACT
gooi	smide	gooi	smide	V;PRS	V;NFIN;ACT
gooi	smid	gooi	smid	V;PRS	V;IMP
katalogus	katalog	katalogus	katalog	N;SG	N;INDF;NEUT;SG
katalogus	kataloget	katalogus	katalog	N;SG	N;DEF;NEUT;SG
katalogus	katalog	katalogus	katalog	N;SG	N;INDF;NEUT;SG
katalogus	kataloget	katalogus	katalog	N;SG	N;DEF;NEUT;SG
veronderstel	påstås	veronderstel	påstås	V;PRS	V;IND;PRS;FIN;PASS
myn	minedrift	myn	minedrift	N;SG	N;INDF;NEUT;SG
klink	lyde	klink	lyde	V;PRS	V;NFIN;ACT
klink	lyder	klink	lyde	V;PRS	V;IND;PRS;FIN;ACT
kamers	lokaler	kamer	lokale	N;PL	N;INDF;NEUT;PL
kamers	værelser	kamer	værelse	N;PL	N;INDF;MASC+FEM;PL
plattelandse	rustik	plattelands	rustik	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
herdenking	bryllupsdag	herdenking	bryllupsdag	N;SG	N;INDF;MASC+FEM;SG
herdenking	årsdag	herdenking	årsdag	N;SG	N;INDF;MASC+FEM;SG
herdenking	jubilæum	herdenking	jubilæum	N;SG	N;INDF;NEUT;SG
herdenking	årsdagen	herdenking	årsdag	N;SG	N;DEF;MASC+FEM;SG
herdenking	bryllupsdagen	herdenking	bryllupsdag	N;SG	N;DEF;MASC+FEM;SG
intellektuele	intellektuelle	intellektueel	intellektuel	ADJ;NOM	ADJ;PL
intellektuele	intellektuel	intellektueel	intellektuel	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
prokureur	sagfører	prokureur	sagfører	N;SG	N;INDF;MASC+FEM;SG
prokureur	jurist	prokureur	jurist	N;SG	N;INDF;MASC+FEM;SG
prokureur	advokat	prokureur	advokat	N;SG	N;INDF;MASC+FEM;SG
prokureur	advokatbistand	prokureur	advokatbistand	N;SG	N;INDF;MASC+FEM;SG
held	helten	held	helt	N;SG	N;DEF;MASC+FEM;SG
effekte	virkningerne	effekte	virkning	N;PL	N;DEF;MASC+FEM;PL
effekte	retsvirkninger	effekte	retsvirkning	N;PL	N;INDF;MASC+FEM;PL
effekte	effekter	effekte	effekt	N;PL	N;INDF;MASC+FEM;PL
effekte	virkninger	effekte	virkning	N;PL	N;INDF;MASC+FEM;PL
gesonde	raske	gesond	rask	ADJ;NOM	ADJ;PL
gesonde	sunde	gesond	sund	ADJ;NOM	ADJ;PL
gesonde	sund	gesond	sund	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
gesonde	sundt	gesond	sund	ADJ;NOM	ADJ;INDF;NEUT;SG
kwalifiseer	kvalificerer	kwalifiseer	kvalificere	V;PRS	V;IND;PRS;FIN;ACT
kwalifiseer	kvalificere	kwalifiseer	kvalificere	V;PRS	V;NFIN;ACT
suiker	sukker	suiker	sukker	N;SG	N;INDF;NEUT;SG
kriteria	kriterier	kriterium	kriteri	N;PL	N;INDF;MASC+FEM;PL
kriteria	kriterierne	kriterium	kriteri	N;PL	N;DEF;MASC+FEM;PL
suur	syre	suur	syr	N;SG	N;INDF;MASC+FEM;SG
persoonlik	personligt	persoonlik	personligt	ADV	ADV
vrug	frugt	vrug	frugt	N;SG	N;INDF;MASC+FEM;SG
westminster	westminster	westminster	westminst	N;SG	N;INDF;MASC+FEM;SG
kapel	kapellet	kapel	kapel	N;SG	N;DEF;NEUT;SG
kapel	kapel	kapel	kapel	N;SG	N;INDF;NEUT;SG
opgedra	dedikerede	opdra	dedikere	V;PST;V.PTCP	V;PL;PST;V.PTCP
opgedra	tilegnet	opdra	tilegne	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
opgedra	dedikeret	opdra	dedikere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
syfer	cifret	syfer	cifter	N;SG	N;DEF;NEUT;SG
syfer	ciffer	syfer	ciffer	N;SG	N;INDF;NEUT;SG
sitplek	sæde	sitplek	sæde	N;SG	N;INDF;NEUT;SG
sitplek	plads	sitplek	plads	N;SG	N;INDF;MASC+FEM;SG
sitplek	seat	sitplek	seat	N;SG	N;INDF;MASC+FEM;SG
onderhandelinge	forhandlinger	onderhandeling	forhandling	N;PL	N;INDF;MASC+FEM;PL
onderhandelinge	forhandlingerne	onderhandeling	forhandling	N;PL	N;DEF;MASC+FEM;PL
boerdery	opdræt	boerdery	opdræte	N;SG	N;INDF;NEUT;SG
kragtige	kraftfuld	kragtig	kraftfuld	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
kragtige	magtfuld	kragtig	magtfuld	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
kragtige	magtfulde	kragtig	magtfulde	ADJ;NOM	ADJ;PL
musikante	musikere	musikant	musiker	N;PL	N;INDF;MASC+FEM;PL
herfs	falder	herfs	falde	V;PRS	V;IND;PRS;FIN;ACT
herfs	falde	herfs	falde	V;PRS	V;NFIN;ACT
kwessie	udstedelse	kwessie	udstedelse	N;SG	N;INDF;MASC+FEM;SG
aandele	lager	aandel	lage	N;PL	N;INDF;MASC+FEM;PL
aandele	bestande	aandel	bestand	N;PL	N;INDF;MASC+FEM;PL
aandele	beholdninger	aandel	beholdning	N;PL	N;INDF;MASC+FEM;PL
aandele	lagre	aandel	lager	N;PL	N;INDF;NEUT;PL
globale	global	globaal	global	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
globale	globale	globaal	global	ADJ;NOM	ADJ;PL
meester	mester	meester	mester	N;SG	N;INDF;MASC+FEM;SG
meester	herre	meester	herre	N;SG	N;INDF;MASC+FEM;SG
moskee	moské	moskee	moské	N;SG	N;INDF;MASC+FEM;SG
prestasies	resultater	prestasie	resultat	N;PL	N;INDF;NEUT;PL
prestasies	bedrifter	prestasie	bedrifter	N;PL	N;INDF;MASC+FEM;PL
ceres	ceres	ceres	ceres	N;SG	N;GEN;INDF;MASC+FEM;SG
toeneem	stigende	toeneem	stige	V;PRS	V;PRS;V.PTCP
toeneem	stiger	toeneem	stige	V;PRS	V;IND;PRS;FIN;ACT
referendum	folkeafstemning	referendum	folkeafstemning	N;SG	N;INDF;MASC+FEM;SG
referendum	folkeafstemningen	referendum	folkeafstemning	N;SG	N;DEF;MASC+FEM;SG
vakansies	ferier	vakansie	ferie	N;PL	N;INDF;MASC+FEM;PL
vakansies	helligdage	vakansie	helligdage	N;PL	N;INDF;MASC+FEM;PL
vakansies	fridage	vakansie	fridag	N;PL	N;INDF;MASC+FEM;PL
vakansies	feriedage	vakansie	feriedage	N;PL	N;INDF;MASC+FEM;PL
vakansies	ferier	vakansie	ferie	N;PL	N;INDF;MASC+FEM;PL
reise	rejser	reis	rejse	N;PL	N;INDF;MASC+FEM;PL
reise	ture	reis	tur	N;PL	N;INDF;MASC+FEM;PL
teleskoop	kikkert	teleskoop	kikkert	N;SG	N;INDF;MASC+FEM;SG
teleskoop	teleskop	teleskoop	teleskop	N;SG	N;INDF;NEUT;SG
grammatika	grammatik	grammatika	grammatik	N;SG	N;INDF;MASC+FEM;SG
periodes	perioderne	periode	periode	N;PL	N;DEF;MASC+FEM;PL
periodes	perioder	periode	periode	N;PL	N;INDF;MASC+FEM;PL
alledaagse	daglige	alledaags	daglig	ADJ;NOM	ADJ;PL
bas	bark	bas	bark	N;SG	N;INDF;NEUT;SG
bas	bassen	bas	basse	N;SG	N;DEF;MASC+FEM;SG
bas	bas	bas	bas	N;SG	N;INDF;MASC+FEM;SG
voordele	fordele	voordeel	fordel	N;PL	N;INDF;MASC+FEM;PL
voordele	fordele	voordeel	fordel	N;PL	N;INDF;MASC+FEM;PL
voordele	ydelserne	voordeel	ydelse	N;PL	N;DEF;MASC+FEM;PL
voordele	ydelser	voordeel	ydelse	N;PL	N;INDF;MASC+FEM;PL
gesoek	eftersøgte	gesoek	eftersøge	V;PST;V.PTCP	V;PL;PST;V.PTCP
gesoek	efterlyst	gesoek	efterlyst	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gesoek	eftersøgt	gesoek	eftersøge	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gesoek	ønskede	gesoek	ønske	V;PST;V.PTCP	V;PL;PST;V.PTCP
konsentrasie	koncentration	konsentrasie	koncentration	N;SG	N;INDF;MASC+FEM;SG
ingedeel	divideret	indeel	dividere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ingedeel	opdelt	indeel	opdele	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ingedeel	splittet	indeel	splitte	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
temas	temaer	tema	tema	N;PL	N;INDF;MASC+FEM;PL
temas	emner	tema	emne	N;PL	N;INDF;NEUT;PL
temas	temaerne	tema	tema	N;PL	N;DEF;MASC+FEM;PL
beeldhouer	billedhugger	beeldhouer	billedhugger	N;SG	N;INDF;MASC+FEM;SG
redelike	rimelig	redelik	rimelig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
redelike	rimeligt	redelik	rimelig	ADJ;NOM	ADJ;INDF;NEUT;SG
redelike	fornuftigt	redelik	fornuftig	ADJ;NOM	ADJ;INDF;NEUT;SG
redelike	rimelige	redelik	rimelig	ADJ;NOM	ADJ;PL
redelike	fornuftig	redelik	fornuftig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
statistieke	statistikker	statistiek	statistik	N;PL	N;INDF;MASC+FEM;PL
meervoud	flertal	meervoud	flertal	N;SG	N;INDF;NEUT;SG
atlas	atlas	atlas	atlas	N;SG	N;INDF;NEUT;SG
voete	fødderne	voet	fod	N;PL	N;DEF;MASC+FEM;PL
voete	fødder	voet	fod	N;PL	N;INDF;MASC+FEM;PL
gevangenis	fængsel	gevangenis	fængsel	N;SG	N;INDF;NEUT;SG
gevangenis	fængslet	gevangenis	fængsel	N;SG	N;DEF;NEUT;SG
ontbinding	opløsning	ontbinding	opløsning	N;SG	N;INDF;MASC+FEM;SG
insig	indsigt	insig	indsigt	N;SG	N;INDF;MASC+FEM;SG
insig	indblik	insig	indblik	N;SG	N;INDF;NEUT;SG
teenstanders	modstandere	teenstander	modstander	N;PL	N;INDF;MASC+FEM;PL
teenstanders	modstanderne	teenstander	modstander	N;PL	N;DEF;MASC+FEM;PL
vat	tager	vat	tage	V;PRS	V;IND;PRS;FIN;ACT
vat	tage	vat	tage	V;PRS	V;NFIN;ACT
vat	tag	vat	tage	V;PRS	V;IMP
tempels	templer	tempel	tempel	N;PL	N;INDF;NEUT;PL
instrument	instrument	instrument	instrument	N;SG	N;INDF;NEUT;SG
instrument	instrumentet	instrument	instrument	N;SG	N;DEF;NEUT;SG
skets	tegner	skets	tegne	V;PRS	V;IND;PRS;FIN;ACT
skets	tegne	skets	tegne	V;PRS	V;NFIN;ACT
foute	fejl	fout	fejl	N;PL	N;INDF;MASC+FEM;PL
wolwe	ulvene	wolwe	ulv	N;PL	N;DEF;MASC+FEM;PL
wolwe	ulve	wolwe	ulv	N;PL	N;INDF;MASC+FEM;PL
kruistog	korstog	kruistog	korstog	N;SG	N;INDF;NEUT;SG
geweet	vidste	weet	vide	V;PST;V.PTCP	V;IND;PST;FIN;ACT
geweet	kendte	weet	kende	V;PST;V.PTCP	V;IND;PST;FIN;ACT
oorsake	årsager	oorsaak	årsag	N;PL	N;INDF;MASC+FEM;PL
oorsake	årsagerne	oorsaak	årsag	N;PL	N;DEF;MASC+FEM;PL
meubels	møbler	meubel	møbel	N;PL	N;INDF;NEUT;PL
bundesliga	bundesliga	bundesliga	bundesliga	N;SG	N;INDF;MASC+FEM;SG
finansies	finansiering	finansies	finansiering	N;SG	N;INDF;MASC+FEM;SG
definieer	understrege	definieer	understrege	V;PRS	V;NFIN;ACT
definieer	definere	definieer	definere	V;PRS	V;NFIN;ACT
definieer	definer	definieer	defin	V;PRS	V;IND;PRS;FIN;ACT
definieer	definerer	definieer	definere	V;PRS	V;IND;PRS;FIN;ACT
argentynse	argentinske	argentyns	argentinsk	ADJ;NOM	ADJ;PL
brein	hjerne	brein	hjerne	N;SG	N;INDF;MASC+FEM;SG
brein	hjernen	brein	hjerne	N;SG	N;DEF;MASC+FEM;SG
eggenoot	ægtefællen	eggenoot	ægtefælle	N;SG	N;DEF;MASC+FEM;SG
eggenoot	ægtefælle	eggenoot	ægtefælle	N;SG	N;INDF;MASC+FEM;SG
reputasie	omdømme	reputasie	omdømme	N;SG	N;INDF;NEUT;SG
reputasie	renommé	reputasie	renommé	N;SG	N;INDF;NEUT;SG
reputasie	anseelse	reputasie	anseelse	N;SG	N;INDF;MASC+FEM;SG
reputasie	ry	reputasie	ry	N;SG	N;INDF;NEUT;SG
reputasie	rygte	reputasie	rygte	N;SG	N;INDF;NEUT;SG
