年	ano	年	ano	N	N;MASC;SG
美食	gastronomia	美食	gastronomia	N	N;FEM;SG
軍官	agente	軍官	agente	N	N;MASC;SG
軍官	policial	軍官	policial	N	N;MASC;SG
近期	recentes	近期	recente	N	N;MASC;PL
物理	física	物理	física	N	N;FEM;SG
物理	fisica	物理	fisicar	N	N;FEM;SG
比率	rácio	比率	rácio	N	N;MASC;SG
比率	proporção	比率	proporção	N	N;FEM;SG
比率	rácios	比率	rácios	N	N;MASC;PL
武力	force	武力	forcer	N	N;MASC;SG
武力	força	武力	força	N	N;FEM;SG
醫師	doutor	醫師	doutor	N	N;MASC;SG
醫師	médica	醫師	médico	N	N;FEM;SG
醫師	doutora	醫師	doutora	N	N;FEM;SG
醫師	doctor	醫師	doctor	N	N;MASC;SG
醫師	médico	醫師	médico	N	N;MASC;SG
器官	órgãos	器官	órgão	N	N;MASC;PL
器官	orgãos	器官	órgão	N	N;MASC;PL
器官	órgão	器官	órgão	N	N;MASC;SG
器官	órgãos	器官	órgão	N	N;MASC;PL
山谷	valley	山谷	valley	N	N;MASC;SG
山谷	vales	山谷	vale	N	N;MASC;PL
創意	criatividade	創意	criatividade	N	N;FEM;SG
創意	creative	創意	creative	N	N;FEM;SG
當代	contemporâneos	當代	contemporâneo	N	N;MASC;PL
當代	contemporânea	當代	contemporâneo	N	N;FEM;SG
協定	acordo	協定	acordo	N	N;MASC;SG
協定	concordância	協定	concordância	N	N;FEM;SG
協定	acordos	協定	acordo	N	N;MASC;PL
行人	pedestres	行人	pedestre	N	N;MASC;PL
行人	peões	行人	peão	N	N;MASC;PL
行人	pedestres	行人	pedestre	N	N;MASC;PL
行人	peões	行人	peão	N	N;MASC;PL
行人	pedestre	行人	pedestre	N	N;MASC;SG
行人	peão	行人	peão	N	N;MASC;SG
規格	especificações	規格	especificação	N	N;FEM;PL
規格	especificações	規格	especificação	N	N;FEM;PL
規格	especificação	規格	especificação	N	N;FEM;SG
規格	especificações	規格	especificação	N	N;FEM;PL
規格	especificação	規格	especificação	N	N;FEM;SG
終止	terminar	終止	terminar	V	V;NFIN
終止	exterminar	終止	exterminar	V	V;NFIN
雕	eagle	雕	eagle	N	N;MASC;SG
雕	águia	雕	águia	N	N;FEM;SG
雕	gavião	雕	gavião	N	N;MASC;SG
雕	falcão	雕	falcão	N	N;MASC;SG
雕	hawk	雕	hawk	N	N;MASC;SG
地獄	diabos	地獄	diabo	N	N;MASC;PL
地獄	hell	地獄	hell	N	N;MASC;SG
地獄	inferno	地獄	inferno	N	N;MASC;SG
地獄	raios	地獄	raio	N	N;MASC;PL
混淆	confusão	混淆	confusão	N	N;FEM;SG
混淆	confusões	混淆	confusão	N	N;FEM;PL
參數	parâmetro	參數	parâmetro	N	N;MASC;SG
參數	parâmetros	參數	parâmetro	N	N;MASC;PL
參數	argumentos	參數	argumento	N	N;MASC;PL
參數	argumentação	參數	argumentação	N	N;FEM;SG
磡	hom	磡	hom	N	N;MASC;SG
共用	partilhado	共用	partilhar	V	V;MASC;SG;V.PTCP
共用	compartilhada	共用	compartilhar	V	V;FEM;SG;V.PTCP
共用	compartilhado	共用	compartilhar	V	V;MASC;SG;V.PTCP
共用	compartilhou	共用	compartilhar	V	V;IND;SG;3;PST;FIN
共用	partilhada	共用	partilhar	V	V;FEM;SG;V.PTCP
共用	partilhar	共用	partilhar	V	V;NFIN
共用	compartilhando	共用	compartilhar	V	V;V.MSDR
共用	compartilhar	共用	compartilhar	V	V;NFIN
共用	compartilhem	共用	compartilher	V	V;SBJV;PL;3;PRS;FIN
共用	compartilhar	共用	compartilhar	V	V;NFIN
共用	partilhar	共用	partilhar	V	V;NFIN
共用	compartilhe	共用	compartilhe	V	V;SBJV;SG;3;PRS;FIN
插曲	episódios	插曲	episódio	N	N;MASC;PL
插曲	episódio	插曲	episódio	N	N;MASC;SG
樂器	instrumentos	樂器	instrumento	N	N;MASC;PL
樂器	instrumento	樂器	instrumento	N	N;MASC;SG
來賓	hóspede	來賓	hóspede	N	N;MASC;SG
來賓	convidados	來賓	convidado	N	N;MASC;PL
來賓	guest	來賓	guest	N	N;MASC;SG
來賓	hóspedes	來賓	hóspede	N	N;MASC;PL
來賓	convidados	來賓	convidado	N	N;MASC;PL
雕塑	esculturas	雕塑	escultura	N	N;FEM;PL
雕塑	escultura	雕塑	escultura	N	N;FEM;SG
雕塑	esculturas	雕塑	escultura	N	N;FEM;PL
雕塑	estátua	雕塑	estátua	N	N;FEM;SG
藝術	artistas	藝術	artista	N	N;MASC;PL
藝術	artista	藝術	artista	N	N;MASC;SG
命運	destino	命運	destino	N	N;MASC;SG
命運	destiny	命運	destiny	N	N;MASC;SG
命運	destino	命運	destino	N	N;MASC;SG
命運	fate	命運	fate	N	N;MASC;SG
料理	culinária	料理	culinário	N	N;FEM;SG
料理	cozinha	料理	cozinha	N	N;FEM;SG
料理	gastronomia	料理	gastronomia	N	N;FEM;SG
房子	casa	房子	casa	N	N;FEM;SG
房子	casas	房子	casa	N	N;FEM;PL
崇拜	adorar	崇拜	adorar	V	V;NFIN
指南	guia	指南	guia	N	N;FEM;SG
指南	guias	指南	guia	N	N;FEM;PL
指南	guia	指南	guia	N	N;FEM;SG
插入	inserindo	插入	inserir	V	V;V.MSDR
插入	insira	插入	insirar	V	V;SBJV;SG;3;PRS;FIN
插入	inserir	插入	inserir	V	V;NFIN
明珠	pearl	明珠	pearl	N	N;MASC;SG
明珠	pérola	明珠	pérola	N	N;FEM;SG
螺旋	hélice	螺旋	hélice	N	N;FEM;SG
螺旋	espiral	螺旋	espiral	N	N;FEM;SG
螺旋	espirais	螺旋	espiral	N	N;MASC;PL
珊瑚	corais	珊瑚	coral	N	N;MASC;PL
珊瑚	coral	珊瑚	coral	N	N;MASC;SG
珊瑚	corais	珊瑚	coral	N	N;MASC;PL
財務	financeira	財務	financeiro	N	N;FEM;SG
財務	finanças	財務	finanças	N	N;FEM;PL
財務	finanças	財務	finanças	N	N;FEM;PL
準則	directriz	準則	directriz	N	N;FEM;SG
準則	orientação	準則	orientação	N	N;FEM;SG
公平	equidade	公平	equidade	N	N;FEM;SG
公平	participações	公平	participação	N	N;FEM;PL
公平	fair	公平	fair	N	N;MASC;SG
公平	feira	公平	feira	N	N;FEM;SG
公平	imparcialidade	公平	imparcialidade	N	N;FEM;SG
電池	pilha	電池	pilha	N	N;FEM;SG
電池	bateria	電池	bateria	N	N;FEM;SG
電池	baterias	電池	bateria	N	N;FEM;PL
電池	pilhas	電池	pilha	N	N;FEM;PL
尋求	procurar	尋求	procurar	V	V;NFIN
尋求	busque	尋求	busque	V	V;SBJV;SG;3;PRS;FIN
尋求	busco	尋求	busco	V	V;IND;SG;1;PRS;FIN
尋求	procure	尋求	procurar	V	V;SBJV;SG;3;PRS;FIN
失蹤	faltam	失蹤	faltar	V	V;IND;PL;3;PRS;FIN
失蹤	faltando	失蹤	faltar	V	V;V.MSDR
獵人	caçadores	獵人	caçador	N	N;MASC;PL
獵人	caçador	獵人	caçador	N	N;MASC;SG
獵人	caçadora	獵人	caçadora	N	N;FEM;SG
獵人	hunter	獵人	hunter	N	N;MASC;SG
葡萄	vitis	葡萄	vitil	N	N;FEM;SG
葡萄	uva	葡萄	uva	N	N;FEM;SG
葡萄	uvas	葡萄	uva	N	N;FEM;PL
葡萄	uvas	葡萄	uva	N	N;FEM;PL
老闆	patroa	老闆	patroa	N	N;FEM;SG
老闆	patrão	老闆	patrão	N	N;MASC;SG
老闆	chefe	老闆	chefe	N	N;MASC;SG
老闆	boss	老闆	boss	N	N;MASC;SG
介入	intervém	介入	intervir	V	V;IND;SG;3;PRS;FIN
介入	intervir	介入	intervir	V	V;NFIN
皇室	realeza	皇室	realezar	N	N;FEM;SG
皇室	real	皇室	real	N	N;MASC;SG
皇室	royal	皇室	royal	N	N;MASC;SG
零售	varejo	零售	varejo	N	N;MASC;SG
零售	retalho	零售	retalho	N	N;MASC;SG
富豪	regal	富豪	regal	N	N;MASC;SG
富豪	bilionário	富豪	bilionário	N	N;MASC;SG
富豪	volvo	富豪	volvo	N	N;MASC;SG
靈魂	alma	靈魂	alma	N	N;FEM;SG
靈魂	soul	靈魂	soul	N	N;MASC;SG
靈魂	almas	靈魂	alma	N	N;FEM;PL
杏	damasco	杏	damasco	N	N;MASC;SG
殼	concha	殼	concho	N	N;FEM;SG
殼	casca	殼	casca	N	N;FEM;SG
殼	shell	殼	shell	N	N;MASC;SG
殼	carapaça	殼	carapaça	N	N;FEM;SG
殼	cascas	殼	casca	N	N;FEM;PL
殼	conchas	殼	concho	N	N;FEM;PL
工程	engenheiros	工程	engenheiro	N	N;MASC;PL
工程	engenheira	工程	engenheira	N	N;FEM;SG
工程	engenheiro	工程	engenheiro	N	N;MASC;SG
祖母	vovó	祖母	vovó	N	N;FEM;SG
祖母	avó	祖母	avó	N	N;FEM;SG
春天	spring	春天	spring	N	N;MASC;SG
春天	primavera	春天	primavera	N	N;FEM;SG
春天	mola	春天	mola	N	N;FEM;SG
用法	uso	用法	uso	N	N;MASC;SG
用法	utilização	用法	utilização	N	N;FEM;SG
省級	provincial	省級	provincial	N	N;MASC;SG
省級	provinciais	省級	provincial	N	N;MASC;PL
手術	cirurgia	手術	cirurgia	N	N;FEM;SG
手術	funcionamento	手術	funcionamento	N	N;MASC;SG
手術	operação	手術	operação	N	N;FEM;SG
行李	bagagem	行李	bagagem	N	N;FEM;SG
行李	bagagens	行李	bagagem	N	N;FEM;PL
行李	bagagem	行李	bagagem	N	N;FEM;SG
行李	bagagens	行李	bagagem	N	N;FEM;PL
行李	malas	行李	mala	N	N;FEM;PL
旁白	narrador	旁白	narrador	N	N;MASC;SG
穿	vestindo	穿	vestir	V	V;V.MSDR
司徒	stuart	司徒	stuart	N	N;MASC;SG
癌症	câncer	癌症	câncer	N	N;MASC;SG
癌症	cancro	癌症	cancro	N	N;MASC;SG
癌症	cancer	癌症	cancer	N	N;MASC;SG
練習	praticar	練習	praticar	V	V;NFIN
練習	pratique	練習	pratique	V	V;SBJV;SG;3;PRS;FIN
練習	praticar	練習	praticar	V	V;NFIN
練習	praticando	練習	praticar	V	V;V.MSDR
機體	organismo	機體	organismo	N	N;MASC;SG
分散	espalhado	分散	espalhar	V	V;MASC;SG;V.PTCP
分散	espalhados	分散	espalhar	V	V;MASC;PL;V.PTCP
分散	espalhadas	分散	espalhar	V	V;FEM;PL;V.PTCP
分散	dispersos	分散	dispersar	V	V;MASC;PL;V.PTCP
奇怪	strange	奇怪	strange	N	N;MASC;SG
氮	nitrogénio	氮	nitrogénio	N	N;MASC;SG
氮	azoto	氮	azoto	N	N;MASC;SG
氮	nitrogênio	氮	nitrogênio	N	N;MASC;SG
同性	homossexualidade	同性	homossexualidade	N	N;FEM;SG
同性	gays	同性	gay	N	N;MASC;PL
同性	gay	同性	gay	N	N;MASC;SG
圖書	livros	圖書	livro	N	N;MASC;PL
圖書	livro	圖書	livro	N	N;MASC;SG
圖書	livros	圖書	livro	N	N;MASC;PL
情感	emoção	情感	emoção	N	N;FEM;SG
情感	emoções	情感	emoção	N	N;FEM;PL
情感	emoções	情感	emoção	N	N;FEM;PL
鴨	patos	鴨	patar	N	N;MASC;PL
鴨	patos	鴨	patar	N	N;MASC;PL
鴨	pato	鴨	pato	N	N;MASC;SG
鴨	duck	鴨	duck	N	N;MASC;SG
妖	demónio	妖	demónio	N	N;MASC;SG
妖	demon	妖	demon	N	N;MASC;SG
妖	demônio	妖	demônio	N	N;MASC;SG
臉	caras	臉	cara	N	N;FEM;PL
臉	rostos	臉	rosto	N	N;MASC;PL
臉	caretas	臉	careta	N	N;FEM;PL
臉	faces	臉	face	N	N;FEM;PL
臉	cara	臉	cara	N	N;FEM;SG
臉	carinha	臉	carinha	N	N;FEM;SG
臉	rosto	臉	rosto	N	N;MASC;SG
開啟	abre	開啟	abrir	V	V;IND;SG;3;PRS;FIN
開啟	aberto	開啟	abrir	V	V;MASC;SG;V.PTCP
開啟	abra	開啟	abrir	V	V;SBJV;SG;3;PRS;FIN
開啟	abrir	開啟	abrir	V	V;NFIN
開啟	aberta	開啟	abrir	V	V;FEM;SG;V.PTCP
效應	efeito	效應	efeito	N	N;MASC;SG
效應	efeitos	效應	efeito	N	N;MASC;PL
交叉	cruz	交叉	cruz	N	N;FEM;SG
交叉	cross	交叉	cross	N	N;MASC;SG
交叉	crossover	交叉	crossover	N	N;MASC;SG
分數	fracções	分數	fracção	N	N;FEM;PL
分數	frações	分數	fração	N	N;FEM;PL
分數	pontuação	分數	pontuação	N	N;FEM;SG
分數	pontuações	分數	pontuação	N	N;FEM;PL
分數	pontuação	分數	pontuação	N	N;FEM;SG
分數	placar	分數	placar	N	N;MASC;SG
分數	fracção	分數	fracção	N	N;FEM;SG
分數	fração	分數	fração	N	N;FEM;SG
遊客	visitantes	遊客	visitante	N	N;PL
遊客	turistas	遊客	turista	N	N;MASC;PL
遊客	turistas	遊客	turista	N	N;MASC;PL
遊客	turista	遊客	turista	N	N;MASC;SG
分行	sucursais	分行	sucursal	N	N;MASC;PL
分行	galhos	分行	galho	N	N;MASC;PL
分行	ramos	分行	ramo	N	N;MASC;PL
分行	filiais	分行	filial	N	N;FEM;PL
分行	ramo	分行	ramo	N	N;MASC;SG
分行	sucursal	分行	sucursal	N	N;FEM;SG
分行	branch	分行	branch	N	N;MASC;SG
騎兵	cavalaria	騎兵	cavalaria	N	N;FEM;SG
女生	menina	女生	menina	N	N;FEM;SG
女生	moça	女生	moça	N	N;FEM;SG
女生	miúda	女生	miúda	N	N;FEM;SG
女生	rapariga	女生	rapaz	N	N;FEM;SG
女生	garota	女生	garota	N	N;FEM;SG
女生	girls	女生	girl	N	N;MASC;SG
女生	miúdas	女生	miúda	N	N;FEM;PL
女生	garotas	女生	garota	N	N;FEM;PL
女生	raparigas	女生	rapariga	N	N;FEM;PL
女生	meninas	女生	menina	N	N;FEM;PL
蒸汽	vapor	蒸汽	vapor	N	N;MASC;SG
蒸汽	steam	蒸汽	stear	N	N;MASC;SG
蒸汽	vapores	蒸汽	vapor	N	N;MASC;PL
蒸汽	vapor	蒸汽	vapor	N	N;MASC;SG
鍵	chaves	鍵	chave	N	N;MASC;PL
鍵	teclas	鍵	tecla	N	N;FEM;PL
鍵	chave	鍵	chave	N	N;FEM;SG
鍵	tecla	鍵	tecla	N	N;FEM;SG
鍵	chaves	鍵	chave	N	N;MASC;PL
鍵	key	鍵	key	N	N;MASC;SG
鍵	vínculo	鍵	vínculo	N	N;MASC;SG
鍵	laço	鍵	laço	N	N;MASC;SG
鍵	bond	鍵	bond	N	N;MASC;SG
人事	pessoal	人事	pessoal	N	N;MASC;SG
可汗	cã	可汗	cã	N	N;MASC;SG
可汗	khan	可汗	khan	N	N;MASC;SG
氯	cloro	氯	cloro	N	N;MASC;SG
干涉	intervém	干涉	intervir	V	V;IND;SG;3;PRS;FIN
干涉	intervir	干涉	intervir	V	V;NFIN
經理	gerenciador	經理	gerenciador	N	N;MASC;SG
經理	gerente	經理	gerente	N	N;MASC;SG
經理	gestor	經理	gestor	N	N;MASC;SG
射手	atirador	射手	atirador	N	N;MASC;SG
射手	shooter	射手	shooter	N	N;MASC;SG
射手	atiradores	射手	atirador	N	N;MASC;PL
假日	feriado	假日	feriado	N	N;MASC;SG
假日	férias	假日	férias	N	N;FEM;PL
假日	feriados	假日	feriado	N	N;MASC;PL
假日	férias	假日	férias	N	N;FEM;PL
到期	expira	到期	expirar	V	V;IND;SG;3;PRS;FIN
到期	devida	到期	devida	V	V;FEM;SG;V.PTCP
到期	devidas	到期	devida	V	V;FEM;PL;V.PTCP
到期	expiram	到期	expirar	V	V;IND;PL;3;PRS;FIN
到期	expirar	到期	expirar	V	V;NFIN
到期	expira	到期	expirar	V	V;IND;SG;3;PRS;FIN
敵	inimigo	敵	inimigo	N	N;MASC;SG
敵	inimigas	敵	inimiga	N	N;FEM;PL
敵	inimiga	敵	inimigar	N	N;FEM;SG
敵	inimigos	敵	inimigo	N	N;MASC;PL
物業	propriedade	物業	propriedade	N	N;FEM;SG
物業	imóvel	物業	imóvel	N	N;MASC;SG
物業	propriedades	物業	propriedade	N	N;FEM;PL
預算	orçamento	預算	orçamento	N	N;MASC;SG
預算	orçamentos	預算	orçamento	N	N;MASC;PL
預算	orçamentos	預算	orçamento	N	N;MASC;PL
閃	clarão	閃	clarão	N	N;MASC;SG
閃	flash	閃	flash	N	N;MASC;SG
雕像	estátuas	雕像	estátua	N	N;FEM;PL
雕像	estátua	雕像	estátua	N	N;FEM;SG
收回	retire	收回	retire	V	V;SBJV;SG;3;PRS;FIN
收回	retirar	收回	retirar	V	V;NFIN
短期	short	短期	short	N	N;MASC;SG
貨	carga	貨	carga	N	N;FEM;SG
引力	gravidade	引力	gravidade	N	N;FEM;SG
霧	névoa	霧	névoa	N	N;FEM;SG
霧	nevoeiro	霧	nevoeiro	N	N;MASC;SG
霧	neblina	霧	neblina	N	N;FEM;SG
霧	foggy	霧	foggy	N	N;MASC;SG
霧	névoa	霧	névoa	N	N;FEM;SG
霧	nevoeiro	霧	nevoeiro	N	N;MASC;SG
霧	neblina	霧	neblina	N	N;FEM;SG
市鎮	municípios	市鎮	município	N	N;MASC;PL
市鎮	comunas	市鎮	comuna	N	N;FEM;PL
市鎮	municípios	市鎮	município	N	N;MASC;PL
免疫	imunização	免疫	imunização	N	N;FEM;SG
免疫	imunidade	免疫	imunidade	N	N;FEM;SG
免疫	imunidades	免疫	imunidade	N	N;FEM;PL
編碼	codigo	編碼	codigo	N	N;MASC;SG
編碼	código	編碼	código	N	N;MASC;SG
編碼	codificação	編碼	codificação	N	N;FEM;SG
編碼	codificação	編碼	codificação	N	N;FEM;SG
吸	chupar	吸	chupar	V	V;NFIN
吸	chupa	吸	chupa	V	V;IND;SG;3;PRS;FIN
啤酒	beer	啤酒	beer	N	N;MASC;SG
啤酒	cerveja	啤酒	cerveja	N	N;FEM;SG
啤酒	cervejas	啤酒	cerveja	N	N;FEM;PL
星期	sex	星期	sexta-feira	N	N;MASC;SG
星期	sexta	星期	sexta	N	N;FEM;SG
里程	quilometragem	里程	quilometragem	N	N;FEM;SG
敏感	sensibilidade	敏感	sensibilidade	N	N;FEM;SG
敏感	sensibilidade	敏感	sensibilidade	N	N;FEM;SG
敏感	sensibilidade	敏感	sensibilidade	N	N;FEM;SG
向前	forward	向前	forward	N	N;MASC;SG
向前	avante	向前	avante	N	N;MASC;SG
時裝	moda	時裝	moda	N	N;FEM;SG
火炮	artilharia	火炮	artilharia	N	N;FEM;SG
魔女	bruxo	魔女	bruxo	N	N;MASC;SG
魔女	bruxa	魔女	bruxa	N	N;FEM;SG
擴張	dilatadas	擴張	dilatar	V	V;FEM;PL;V.PTCP
擴張	expandindo	擴張	expandir	V	V;V.MSDR
擴張	expandir	擴張	expandir	V	V;NFIN
甲基	metilo	甲基	metilo	N	N;MASC;SG
甲基	metil	甲基	metil	N	N;MASC;SG
腦	cérebro	腦	cérebro	N	N;MASC;SG
腦	miolos	腦	miolo	N	N;MASC;PL
腦	brain	腦	brain	N	N;MASC;SG
腦	cérebros	腦	cérebro	N	N;MASC;PL
腦	miolos	腦	miolo	N	N;MASC;PL
腦	cérebro	腦	cérebro	N	N;MASC;SG
進步	progress	進步	progress	N	N;MASC;SG
進步	andamento	進步	andamento	N	N;MASC;SG
進步	progresso	進步	progresso	N	N;MASC;SG
進步	progressos	進步	progresso	N	N;MASC;PL
進步	progressiva	進步	progressivo	N	N;FEM;SG
強度	intensidade	強度	intensidade	N	N;FEM;SG
強度	dosagem	強度	dosagem	N	N;FEM;SG
強度	força	強度	força	N	N;FEM;SG
強度	forças	強度	força	N	N;FEM;PL
白金	platina	白金	platina	N	N;FEM;SG
走廊	corredor	走廊	corredor	N	N;MASC;SG
走廊	corredor	走廊	corredor	N	N;MASC;SG
拆卸	desmantelar	拆卸	desmantelar	V	V;NFIN
金額	montantes	金額	montante	N	N;MASC;PL
金額	quantidades	金額	quantidade	N	N;FEM;PL
金額	quantias	金額	quantia	N	N;FEM;PL
金額	quantia	金額	quantia	N	N;FEM;SG
金額	quantidade	金額	quantidade	N	N;FEM;SG
金額	montante	金額	montante	N	N;MASC;SG
金額	montantes	金額	montante	N	N;MASC;PL
金額	somas	金額	soma	N	N;FEM;PL
金額	importâncias	金額	importância	N	N;FEM;PL
表格	formas	表格	forma	N	N;FEM;PL
表格	impressos	表格	imprimir	N	N;MASC;PL
表格	formulários	表格	formulário	N	N;MASC;PL
表格	forma	表格	forma	N	N;FEM;SG
表格	formulário	表格	formulário	N	N;MASC;SG
創新	inovadores	創新	inovador	N	N;MASC;PL
創新	inovações	創新	inovação	N	N;FEM;PL
創新	inovações	創新	inovação	N	N;FEM;PL
創新	inovação	創新	inovação	N	N;FEM;SG
叉	forquilha	叉	forquilha	N	N;FEM;SG
叉	garfos	叉	garfo	N	N;MASC;PL
叉	bifurcação	叉	bifurcação	N	N;FEM;SG
叉	garfo	叉	garfo	N	N;MASC;SG
海灣	golfo	海灣	golfo	N	N;MASC;SG
海灣	baia	海灣	baia	N	N;FEM;SG
海灣	baía	海灣	baía	N	N;FEM;SG
海灣	bay	海灣	bay	N	N;FEM;SG
錄音	gravando	錄音	gravar	V	V;V.MSDR
農民	camponeses	農民	camponês	N	N;MASC;PL
農民	camponesa	農民	camponês	N	N;FEM;SG
農民	camponês	農民	camponês	N	N;MASC;SG
農民	lavrador	農民	lavrador	N	N;MASC;SG
農民	agricultor	農民	agricultor	N	N;MASC;SG
農民	fazendeiro	農民	fazendeiro	N	N;MASC;SG
農民	camponês	農民	camponês	N	N;MASC;SG
農民	agricultores	農民	agricultor	N	N;MASC;PL
農民	fazendeiros	農民	fazendeiro	N	N;MASC;PL
農民	lavradores	農民	lavrador	N	N;MASC;PL
雕刻	esculpir	雕刻	esculpir	V	V;NFIN
金色	golden	金色	golden	N	N;MASC;SG
金色	ouro	金色	ouro	N	N;MASC;SG
金色	ouro	金色	ouro	N	N;MASC;SG
金色	gold	金色	gold	N	N;MASC;SG
理性	razão	理性	razão	N	N;FEM;SG
理性	motivo	理性	motivo	N	N;MASC;SG
理性	racionalidade	理性	racionalidade	N	N;FEM;SG
理性	racionais	理性	racional	N	N;MASC;PL
外表	aparências	外表	aparência	N	N;FEM;PL
外表	aparições	外表	aparição	N	N;FEM;PL
外表	aparição	外表	aparição	N	N;FEM;SG
外表	aparência	外表	aparência	N	N;FEM;SG
外表	aparecimento	外表	aparecimento	N	N;MASC;SG
外表	exteriores	外表	exterior	N	N;MASC;PL
外表	exterior	外表	exterior	N	N;MASC;SG
稅	impostos	稅	imposto	N	N;MASC;PL
稅	impostos	稅	imposto	N	N;MASC;PL
缸	cilindro	缸	cilindro	N	N;MASC;SG
缸	cilindros	缸	cilindro	N	N;MASC;PL
童年	infância	童年	infância	N	N;FEM;SG
百科	enciclopédia	百科	enciclopédia	N	N;FEM;SG
百科	enciclopédia	百科	enciclopédia	N	N;FEM;SG
橘	orange	橘	orange	N	N;MASC;SG
橘	laranja	橘	laranja	N	N;FEM;SG
橘	tachibana	橘	tachibano	N	N;MASC;SG
彩色	cores	彩色	cor	N	N;FEM;PL
彩色	cor	彩色	cor	N	N;FEM;SG
彩色	cores	彩色	cor	N	N;FEM;PL
彩色	cor	彩色	cor	N	N;FEM;SG
工會	union	工會	union	N	N;MASC;SG
工會	união	工會	união	N	N;FEM;SG
工會	uniões	工會	união	N	N;FEM;PL
工會	sindicatos	工會	sindicato	N	N;MASC;PL
蜘蛛	spider	蜘蛛	spider	N	N;MASC;SG
蜘蛛	aranha	蜘蛛	aranhar	N	N;FEM;SG
離婚	divorciada	離婚	divorciar	V	V;FEM;SG;V.PTCP
離婚	divorciados	離婚	divorciado	V	V;MASC;PL;V.PTCP
離婚	divorciado	離婚	divorciar	V	V;MASC;SG;V.PTCP
享受	aproveite	享受	aproveitar	V	V;SBJV;SG;3;PRS;FIN
享受	aproveita	享受	aproveitar	V	V;IND;SG;3;PRS;FIN
享受	aproveitem	享受	aproveitar	V	V;SBJV;PL;3;PRS;FIN
享受	aproveitando	享受	aproveitar	V	V;V.MSDR
享受	curtindo	享受	curtir	V	V;V.MSDR
享受	desfrutando	享受	desfrutar	V	V;V.MSDR
享受	curti	享受	curtir	V	V;IND;SG;1;PST;FIN
鑽石	diamond	鑽石	diamond	N	N;MASC;SG
鑽石	diamante	鑽石	diamante	N	N;MASC;SG
鑽石	diamantes	鑽石	diamante	N	N;MASC;PL
鑽石	diamantes	鑽石	diamante	N	N;MASC;PL
鑽石	ouros	鑽石	ouro	N	N;MASC;PL
週	sex	週	sexta-feira	N	N;MASC;SG
週	sexta	週	sexta	N	N;FEM;SG
週	sextas	週	sexta	N	N;FEM;PL
肌	músculos	肌	músculo	N	N;MASC;PL
肌	músculo	肌	músculo	N	N;MASC;SG
肌	muscular	肌	muscular	N	N;MASC;SG
美女	belezas	美女	beleza	N	N;FEM;PL
美女	beleza	美女	beleza	N	N;FEM;SG
神經	nervo	神經	nervo	N	N;MASC;SG
神經	nervos	神經	nervo	N	N;MASC;PL
助手	assistente	助手	assistente	N	N;MASC;SG
窩	nest	窩	nest	N	N;MASC;SG
窩	ninho	窩	ninho	N	N;MASC;SG
窩	ninhos	窩	ninho	N	N;MASC;PL
地帶	strip	地帶	strip	N	N;MASC;SG
混亂	confusão	混亂	confusão	N	N;FEM;SG
混亂	confusões	混亂	confusão	N	N;FEM;PL
混亂	caos	混亂	caos	N	N;MASC;SG
混亂	chaos	混亂	chao	N	N;MASC;SG
大堂	saguão	大堂	saguão	N	N;MASC;SG
大堂	lobby	大堂	lobby	N	N;MASC;SG
大堂	átrio	大堂	átrio	N	N;MASC;SG
裸	nus	裸	nu	N	N;MASC;PL
裸	pelada	裸	pelada	N	N;FEM;SG
裸	nu	裸	nu	N	N;MASC;SG
裸	nuas	裸	nu	N	N;FEM;PL
裸	nua	裸	nu	N	N;FEM;SG
裸	nude	裸	nude	N	N;MASC;SG
裸	nuas	裸	nu	N	N;FEM;PL
裸	nua	裸	nu	N	N;FEM;SG
裸	nu	裸	nu	N	N;MASC;SG
裸	nus	裸	nu	N	N;MASC;PL
裸	nuas	裸	nu	N	N;FEM;PL
裸	nua	裸	nu	N	N;FEM;SG
校區	campus	校區	campus	N	N;MASC;SG
廠	vendedor	廠	vendedor	N	N;MASC;SG
廠	vendedores	廠	vendedor	N	N;MASC;PL
廠	fornecedor	廠	fornecedor	N	N;MASC;SG
廠	fabricante	廠	fabricante	N	N;MASC;SG
光學	óptica	光學	óptica	N	N;FEM;SG
光學	óptico	光學	óptico	N	N;MASC;SG
光學	ópticos	光學	óptico	N	N;MASC;PL
光學	ótica	光學	ótico	N	N;FEM;SG
光學	óptica	光學	óptica	N	N;FEM;SG
光學	ótica	光學	ótico	N	N;FEM;SG
卵	ovos	卵	ovo	N	N;MASC;PL
氟	fluoreto	氟	fluoreto	N	N;MASC;SG
氟	flúor	氟	flúor	N	N;MASC;SG
氟	flúor	氟	flúor	N	N;MASC;SG
欄	colunas	欄	coluna	N	N;FEM;PL
欄	coluna	欄	coluna	N	N;FEM;SG
欄	colunas	欄	coluna	N	N;FEM;PL
意志	vontades	意志	vontade	N	N;FEM;PL
軍方	militares	軍方	militar	N	N;MASC;PL
軍方	militar	軍方	militar	N	N;MASC;SG
真理	verdades	真理	verdade	N	N;FEM;PL
真理	verdade	真理	verdade	N	N;FEM;SG
真理	truth	真理	truth	N	N;MASC;SG
街頭	rua	街頭	rua	N	N;FEM;SG
街頭	street	街頭	street	N	N;MASC;SG
背面	coroa	背面	coroa	N	N;FEM;SG
背面	caudas	背面	cauda	N	N;FEM;PL
醫藥	remédio	醫藥	remédio	N	N;MASC;SG
