novak	novak	novak	novak	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
blesk	éclair	blesk	éclair	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
blesk	foudre	blesk	foudre	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
koni	cheval	kůň	cheval	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
koni	jument	kůň	jument	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
třináct	treize	třináct	treize	NUM;NOM;SG	NUM
diskografie	discographie	diskografie	discographie	N;NOM;FEM;SG;POS	N;FEM;SG
tváře	joues	tvář	joue	N;NOM;FEM;PL;POS	N;FEM;PL
tváře	faces	tvář	face	N;NOM;FEM;PL;POS	N;FEM;PL
tváře	visages	tvář	visage	N;NOM;FEM;PL;POS	N;MASC;PL
optické	optique	optický	optique	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
úpadek	déclin	úpadek	déclin	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
úpadek	baisse	úpadek	baisse	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
úpadek	faillite	úpadek	faillite	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
úpadek	banqueroute	úpadek	banqueroute	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
hollywood	hollywood	hollywood	hollywood	N;NOM;FEM;SG;POS	N;MASC;SG
molekulární	moléculaire	molekulární	moléculaire	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
jámy	fosses	jáma	fosse	N;NOM;FEM;PL;POS	N;FEM;PL
vlasů	cheveux	vlas	cheveu	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
izolace	isolation	izolace	isolation	N;NOM;FEM;SG;POS	N;FEM;SG
izolace	isolant	izolace	isoler	N;NOM;FEM;SG;POS	N;MASC;SG
izolace	isolation	izolace	isolation	N;NOM;FEM;SG;POS	N;FEM;SG
izolace	isolement	izolace	isolement	N;NOM;FEM;SG;POS	N;MASC;SG
kyslík	oxygène	kyslík	oxygène	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
nápisy	inscriptions	nápis	inscription	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
money	monnaie	money	monnaie	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
money	argent	money	argent	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
skotské	ecossais	skotský	ecossais	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
skotské	ecossais	skotský	ecossais	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
skotské	écossaise	skotský	écossais	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
skotské	écossais	skotský	écossais	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
sochu	statue	socha	statue	N;ACC;FEM;SG;POS	N;FEM;SG
modifikace	modification	modifikace	modification	N;NOM;FEM;SG;POS	N;FEM;SG
synagogy	synagogues	synagoga	synagogue	N;NOM;FEM;PL;POS	N;FEM;PL
umožnit	activer	umožnit	activer	V;PFV;POS;NFIN	V;NFIN
umožnit	permettent	umožnit	permettre	V;PFV;POS;NFIN	V;IND;PL;3;PRS;FIN
umožnit	autoriser	umožnit	autoriser	V;PFV;POS;NFIN	V;NFIN
umožnit	permettre	umožnit	permettre	V;PFV;POS;NFIN	V;NFIN
kriminální	pénale	kriminální	pénal	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
kriminální	criminelle	kriminální	criminel	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
předávání	transmission	předávání	transmission	N;NOM;NEUT;SG;POS	N;FEM;SG
slovinské	slovènes	slovinský	slovène	ADJ;NOM;FEM;PL;POS	ADJ;MASC;PL
slovinské	slovènes	slovinský	slovène	ADJ;NOM;FEM;PL;POS	ADJ;MASC;PL
loďstvo	flotte	loďstvo	flotte	N;NOM;NEUT;SG;POS	N;FEM;SG
koupit	acheter	koupit	acheter	V;PFV;POS;NFIN	V;NFIN
koupit	achetez	koupit	acheter	V;PFV;POS;NFIN	V;IMP;PL;2;PRS;FIN
standardy	normes	standard	norme	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
nečekaně	inopinément	nečekaně	inopinément	ADV;NEG	ADV
had	vipère	had	vipère	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
had	snake	had	snake	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
had	serpent	had	serpent	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
had	serpent	had	serpent	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
štíty	boucliers	štít	bouclier	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
domnívá	considère	domnívat	considérer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
eseje	essais	esej	essai	N;NOM;FEM;PL;POS	N;MASC;PL
nemožné	impossible	možný	impossible	ADJ;NOM;NEUT;SG;NEG	ADJ;MASC;SG
domény	domaines	doména	domaine	N;NOM;FEM;PL;POS	N;MASC;PL
infrastruktury	infrastructures	infrastruktura	infrastructure	N;NOM;FEM;PL;POS	N;FEM;PL
infrastruktury	infrastructures	infrastruktura	infrastructure	N;NOM;FEM;PL;POS	N;FEM;PL
zřetelně	manifestement	zřetelně	manifestement	ADV;POS	ADV
zřetelně	clairement	zřetelně	clairement	ADV;POS	ADV
šedá	grise	šedý	grise	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
šedá	grise	šedý	grise	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
muslimové	musulmans	muslim	musulman	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
učitelka	instituteur	učitelka	instituteur	N;NOM;FEM;SG;POS	N;MASC;SG
učitelka	institutrice	učitelka	instituteur	N;NOM;FEM;SG;POS	N;FEM;SG
učitelka	professeur	učitelka	professeur	N;NOM;FEM;SG;POS	N;MASC;SG
učitelka	enseignant	učitelka	enseignant	N;NOM;FEM;SG;POS	N;MASC;SG
učitelka	institutrice	učitelka	instituteur	N;NOM;FEM;SG;POS	N;FEM;SG
vzdálená	distante	vzdálený	distant	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
vzdálená	lointaine	vzdálený	lointain	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
vzdálená	lointain	vzdálený	lointain	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
vzdálená	lointain	vzdálený	lointain	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
vzdálená	distante	vzdálený	distant	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
prototypy	prototypes	prototyp	prototype	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
pochopit	comprenez	pochopit	comprendre	V;PFV;POS;NFIN	V;IMP;PL;2;PRS;FIN
pochopit	comprendre	pochopit	comprendre	V;PFV;POS;NFIN	V;NFIN
pochopit	comprends	pochopit	comprendre	V;PFV;POS;NFIN	V;IMP;SG;1;PRS;FIN
bonus	bonus	bonus	bonus	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
bonus	prime	bonus	prime	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
bonus	bonification	bonus	bonification	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
ryba	poisson	ryba	poisson	N;NOM;FEM;SG;POS	N;MASC;SG
rádio	radio	rádio	radio	N;NOM;NEUT;SG;POS	N;FEM;SG
samantha	samantha	samantha	samantha	N;NOM;FEM;SG;POS	N;FEM;SG
jeskyni	caverne	jeskyně	caverne	N;ACC;FEM;SG;POS	N;FEM;SG
jeskyni	grotte	jeskyně	grotte	N;ACC;FEM;SG;POS	N;FEM;SG
jeskyni	cave	jeskyně	cave	N;ACC;FEM;SG;POS	N;FEM;SG
tenor	ténor	tenor	ténor	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
měny	monnaies	měna	monnaie	N;NOM;FEM;PL;POS	N;FEM;PL
měny	devises	měna	devise	N;NOM;FEM;PL;POS	N;FEM;PL
měny	devises	měna	devise	N;NOM;FEM;PL;POS	N;FEM;PL
měny	monnaies	měna	monnaie	N;NOM;FEM;PL;POS	N;FEM;PL
maxe	max	maxe	max	N;ANIM;ACC;MASC;SG;POS	N;MASC;SG
maxe	maxi	maxe	maxi	N;ANIM;ACC;MASC;SG;POS	N;MASC;SG
modernizaci	modernisation	modernizace	modernisation	N;ACC;FEM;SG;POS	N;FEM;SG
geografické	géographiques	geografický	géographique	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
melodie	mélodies	melodie	mélodie	N;NOM;FEM;PL;POS	N;FEM;PL
melodie	airs	melodie	air	N;NOM;FEM;PL;POS	N;MASC;PL
melodie	mélodies	melodie	mélodie	N;NOM;FEM;PL;POS	N;FEM;PL
melodie	mélodies	melodie	mélodie	N;NOM;FEM;PL;POS	N;FEM;PL
kostýmy	déguisements	kostým	déguisement	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
kostýmy	costumes	kostým	costume	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
kostýmy	déguisements	kostým	déguisement	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
břišní	abdominale	břišní	abdominal	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
dinosaurů	dinosaures	dinosaur	dinosaure	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
police	étagère	police	étager	N;NOM;FEM;SG;POS	N;FEM;SG
police	tablette	police	tablette	N;NOM;FEM;SG;POS	N;FEM;SG
sultán	sultan	sultán	sultan	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
gravitační	gravitationnelle	gravitační	gravitationnel	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
likvidace	élimination	likvidace	élimination	N;NOM;FEM;SG;POS	N;FEM;SG
likvidace	liquidation	likvidace	liquidation	N;NOM;FEM;SG;POS	N;FEM;SG
dinosaura	dinosaure	dinosaur	dinosaure	N;ANIM;ACC;MASC;SG;POS	N;MASC;SG
schumacher	schumacher	schumacher	schumacher	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
bezpečí	sûreté	bezpečí	sûreté	N;NOM;NEUT;SG;POS	N;FEM;SG
bezpečí	sécurité	bezpečí	sécurité	N;NOM;NEUT;SG;POS	N;FEM;SG
bezpečí	securite	bezpečí	securite	N;NOM;NEUT;SG;POS	N;FEM;SG
účty	factures	účet	facture	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
účty	comptes	účet	compte	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
elektřiny	electricité	elektřina	electricité	N;NOM;FEM;SG;POS	N;FEM;SG
elektřiny	électricité	elektřina	électricité	N;NOM;FEM;SG;POS	N;FEM;SG
brigáda	brigade	brigáda	brigade	N;NOM;FEM;SG;POS	N;FEM;SG
vrtulníků	hélicoptères	vrtulník	hélicoptère	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
venkovské	rurales	venkovský	rural	ADJ;NOM;NEUT;PL;POS	ADJ;FEM;PL
venkovské	ruraux	venkovský	rural	ADJ;NOM;NEUT;PL;POS	ADJ;MASC;PL
otroctví	esclavage	otroctví	esclavage	N;NOM;NEUT;SG;POS	N;MASC;SG
otroctví	esclavage	otroctví	esclavage	N;NOM;NEUT;SG;POS	N;MASC;SG
otroctví	servitude	otroctví	servitude	N;NOM;NEUT;SG;POS	N;FEM;SG
otroctví	asservissement	otroctví	asservissement	N;NOM;NEUT;SG;POS	N;MASC;SG
otroctví	bondage	otroctví	bondage	N;NOM;NEUT;SG;POS	N;MASC;SG
registrace	inscription	registrace	inscription	N;NOM;FEM;SG;POS	N;FEM;SG
registrace	enregistrement	registrace	enregistrement	N;NOM;FEM;SG;POS	N;MASC;SG
registrace	immatriculation	registrace	immatriculation	N;NOM;FEM;SG;POS	N;FEM;SG
přilehlé	adjacente	přilehlý	adjacent	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
přilehlé	adjacent	přilehlý	adjacent	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
trhy	marchés	trh	marché	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
novinářka	journaliste	novinářka	journaliste	N;NOM;FEM;SG;POS	N;MASC;SG
návštěvníci	visiteurs	návštěvník	visiteur	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
