ve	та	ve	та	CONJ	CONJ
taraftar	прихильник	taraf	прихильник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
taraftar	шанувальник	taraf	шанувальник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
taraftar	вентилятор	taraf	вентилятор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yıldızları	зірки	yıldız	зірка	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
blog	блог	blog	блог	N;NOM;SG;3	N;INAN;NOM;MASC;SG
üniversiteler	університети	üniversite	університети	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kelebek	метелик	kelebek	метелик	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
dikkatli	ввічливий	dikkatli	ввічливий	ADJ	ADJ;NOM;MASC;SG
dikkatli	обережні	dikkatli	обережний	ADJ	ADJ;NOM;PL
dikkatli	обережними	dikkatli	обережний	ADJ	ADJ;INS;PL
dikkatli	дрібну	dikkatli	дрібний	ADJ	ADJ;ACC;FEM;SG
yetenek	майстерність	yetenek	майстерність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yetenek	уміння	yetenek	уміння	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yetenek	талант	yetenek	талант	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yetenek	здатність	yetenek	здатність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yetenek	можливість	yetenek	можливість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
malzemeler	інгредієнти	malzeme	інгредієнт	N;NOM;PL;3	N;INAN;NOM;MASC;PL
malzemeler	матеріали	malzeme	матеріал	N;NOM;PL;3	N;INAN;NOM;MASC;PL
malzemeler	запаси	malzeme	запас	N;NOM;PL;3	N;INAN;NOM;MASC;PL
listeler	списки	liste	список	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sesleri	звуки	ses	звук	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sesleri	голоси	ses	голос	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ölçüm	вимірювання	ölçüm	вимірювання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ölçüm	метрика	ölçüm	метрик	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ölçüm	вимірювання	ölçüm	вимірювання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ölçüm	вимірювання	ölçüm	вимірювання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
tutulan	проведено	tut	провести	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
strateji	стратегія	strateji	стратегія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kuruluşlar	установи	kuruluş	установа	N;NOM;PL;3	N;INAN;NOM;FEM;PL
kuruluşlar	інституції	kuruluş	інституція	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yükleme	установити	yükle	установити	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
yükleme	встановити	yükle	встановити	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
bak	подивитися	bak	подивитися	V;PFV;IMP;SG;2;POS;PRS	V;PFV;NFIN
yapıların	структур	yapı	структура	N;GEN;PL;3	N;INAN;GEN;FEM;PL
görüntüler	дисплеї	görüntü	дисплей	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ağzı	рот	ağzı	рот	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ağzı	рота	ağzı	рот	N;NOM;SG;3	N;INAN;NOM;MASC;SG
işlemler	дії	işlem	дія	N;NOM;PL;3	N;INAN;NOM;FEM;PL
işlemler	операції	işlem	операція	N;NOM;PL;3	N;INAN;NOM;FEM;PL
işlemler	операції	işlem	операція	N;NOM;PL;3	N;INAN;NOM;FEM;PL
kurumlar	установи	kurum	установа	N;NOM;PL;3	N;INAN;NOM;FEM;PL
kurumlar	інституції	kurum	інституція	N;NOM;PL;3	N;INAN;NOM;FEM;PL
öneri	пропозиція	öneri	пропозиція	N;NOM;SG;3	N;INAN;NOM;FEM;SG
öneri	пропозиція	öneri	пропозиція	N;NOM;SG;3	N;INAN;NOM;FEM;SG
rehberi	каталог	rehber	каталий	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rehberi	посібник	rehber	посібник	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rehberi	провідник	rehber	провідник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
rehberi	путівник	rehber	путівник	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rehberi	гід	rehber	год.	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hizmetler	послуги	hizmet	послуга	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hizmetler	служби	hizmet	служба	N;NOM;PL;3	N;INAN;NOM;FEM;PL
başlıklar	теми	başlık	тема	N;NOM;PL;3	N;INAN;NOM;FEM;PL
başlıklar	заголовки	başlık	заголовка	N;NOM;PL;3	N;INAN;NOM;MASC;PL
başlıklar	заголовки	başlık	заголовка	N;NOM;PL;3	N;INAN;NOM;MASC;PL
başlıklar	банери	başlık	банер	N;NOM;PL;3	N;INAN;NOM;MASC;PL
başlıklar	заголовки	başlık	заголовка	N;NOM;PL;3	N;INAN;NOM;MASC;PL
palace	палац	palace	палац	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kırdı	зламав	kır	зламати	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
düşmüş	упав	düş	упава	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
düşmüş	впала	düş	впасти	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
düşmüş	впав	düş	впасти	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
düşmüş	впала	düş	впасти	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
düşmüş	провалився	düş	провалитися	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
denklemi	рівняння	denklem	рівняння	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ilkeleri	засади	ilke	засади	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ilkeleri	принципи	ilke	принцип	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ilkeleri	політики	ilke	політика	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ilkeleri	правила	ilke	правило	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
denetimi	аудит	denetim	аудит	N;NOM;SG;3	N;INAN;NOM;MASC;SG
anlaşmazlık	конфлікт	anlaşmazlık	конфлікт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
anlaşmazlık	суперечка	anlaşmazlık	суперечка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
domates	помідор	domates	помідор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kardeşleri	родичі	kardeş	родич	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çabaları	зусилля	çaba	зусилля	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
hikaye	історія	hika	історія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hikaye	сюжет	hika	сюжет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hikaye	розповідь	hika	розповідь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hikaye	публікація	hika	публікація	N;NOM;SG;3	N;INAN;NOM;FEM;SG
karışımı	змішування	karışım	змішування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
cenazesi	похорон	cenaze	похорона	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hücreler	комірки	hücre	комірка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hücreler	кабінети	hücre	кабінет	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ormanları	ліси	orman	ліс	N;NOM;PL;3	N;INAN;NOM;MASC;PL
gazeteciler	журналісти	gazeteci	журналіст	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
şartlar	умови	şart	умова	N;NOM;PL;3	N;INAN;NOM;FEM;PL
şartlar	вимоги	şart	вимога	N;NOM;PL;3	N;INAN;NOM;FEM;PL
şartlar	терміни	şart	термін	N;NOM;PL;3	N;INAN;NOM;MASC;PL
şartlar	умови	şart	умова	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yakaladı	спіймав	yakala	спіймати	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
depremi	землетрус	deprem	землетрус	N;NOM;SG;3	N;INAN;NOM;MASC;SG
seçti	вибрав	seç	вибрати	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
seçti	обрав	seç	обрати	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
seçti	вибрала	seç	вибрати	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
ayakkabı	взуття	ayakkabı	взуття	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ayakkabı	взуття	ayakkabı	взуття	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ayakkabı	взуття	ayakkabı	взуття	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
öğrenmek	дізнатися	öğren	дізнатися	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
öğrenmek	навчитися	öğren	навчитися	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
ibadet	поклоніння	ibadet	поклоніння	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
garden	садок	garden	садка	N;NOM;SG;3	N;INAN;NOM;MASC;SG
garden	сад	garden	сад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kendiliğinden	спонтанно	kendiliğinden	спонтанно	ADV	ADV
etkinliği	подію	etkinlik	подія	N;ACC;SG;3	N;INAN;ACC;FEM;SG
danışmanlık	попередження	danışmanlık	попередження	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
danışmanlık	консультант	danışmanlık	консультант	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
danışmanlık	консалтинг	danışmanlık	консалтинг	N;NOM;SG;3	N;INAN;NOM;MASC;SG
danışmanlık	консультування	danışmanlık	консультування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
temsilciler	представники	temsilci	представник	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
sesler	звуки	ses	звук	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sesler	голоси	ses	голос	N;NOM;PL;3	N;INAN;NOM;MASC;PL
vatandaşlık	громадянство	vatandaşlık	громадянство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
gitmiş	зник	git	зник	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
gitmiş	зникла	git	зникнути	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
yazarlık	написання	yazarlık	написання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yazarlık	запис	yazarlık	запис	N;NOM;SG;3	N;INAN;NOM;MASC;SG
arjantinli	аргентинець	arjantinli	аргентинець	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
insanlık	людство	insanlık	людство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
insanlık	людство	insanlık	людство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
insanlık	людства	insanlık	людство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
element	елемент	element	елемент	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dedesi	дідусь	dede	дитися	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
dedesi	дід	dede	дід	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sinagogu	синагога	sinagogu	синагога	N;NOM;SG;3	N;INAN;NOM;FEM;SG
peynir	сир	peynir	сир	N;NOM;SG;3	N;INAN;NOM;MASC;SG
modeller	моделі	model	модель	N;NOM;PL;3	N;INAN;NOM;FEM;PL
şablonlar	шаблони	şablon	шаблон	N;NOM;PL;3	N;INAN;NOM;MASC;PL
haklar	права	hak	право	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
tasarımcısı	дизайнер	tasarımcı	дизайнер	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
koordinat	координат	koordinat	координат	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tanrıça	богиня	tanrıç	богиня	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
hafıza	спогад	hafız	спогад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
amaçlar	голи	amaç	голий	N;NOM;PL;3	N;INAN;NOM;MASC;PL
öldürülen	загинути	öl	загинути	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NFIN
tankı	танк	tankı	танк	N;NOM;SG;3	N;INAN;NOM;MASC;SG
station	станція	station	станція	N;NOM;SG;3	N;INAN;NOM;FEM;SG
station	вокзал	station	вокзал	N;NOM;SG;3	N;INAN;NOM;MASC;SG
koşullar	умови	koş	умова	N;NOM;PL;3	N;INAN;NOM;FEM;PL
koşullar	терміни	koş	термін	N;NOM;PL;3	N;INAN;NOM;MASC;PL
koşullar	умови	koş	умова	N;NOM;PL;3	N;INAN;NOM;FEM;PL
danimarkalı	данська	danimarkalı	данський	ADJ	ADJ;NOM;FEM;SG
danimarkalı	дане	danimarkalı	дане	ADJ	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
niye	чому	niye	чому	ADV	ADV
tower	вежа	tower	вежа	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tower	башта	tower	башта	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sohbet	спілкування	sohbet	спілкування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
sohbet	розмова	sohbet	розмова	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sohbet	бесіда	sohbet	бесіда	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sohbet	спілкування	sohbet	спілкування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
sohbet	чат	sohbet	чат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yöneticileri	адміністратори	yönetici	адміністратор	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
yöneticileri	керівники	yönetici	керівник	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
soğan	цибулі	soğ	цибуль	N;NOM;SG;3	N;INAN;NOM;FEM;SG
dizayn	проектування	dizayn	проектування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
dizayn	дизайн	dizayn	дизайн	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dizayn	розробка	dizayn	розробка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tepkiler	реакції	tepki	реакція	N;NOM;PL;3	N;INAN;NOM;FEM;PL
tepkiler	відповіді	tepki	відповідь	N;NOM;PL;3	N;INAN;NOM;FEM;PL
muhafazakar	консервативна	muhafazak	консервативний	ADJ	ADJ;NOM;FEM;SG
önerilen	рекомендовано	öner	рекомендовано	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
üyelik	членство	üyelik	членство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
üyelik	підписка	üyelik	підписка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
aniden	раптово	aniden	раптово	ADV	ADV
aniden	раптом	aniden	раптом	ADV	ADV
aniden	несподівано	aniden	несподівано	ADV	ADV
garanti	гарантія	garanti	гарантія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
garanti	гарантія	garanti	гарантія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
parçacıklar	частки	parçacık	частка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
parçacıklar	частинки	parçacık	частинка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
faaliyetler	заняття	faaliyet	заняття	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
gezegenler	планети	gezegen	планета	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yasaları	закони	yasa	закон	N;NOM;PL;3	N;INAN;NOM;MASC;PL
basket	кошик	basket	кошик	N;NOM;SG;3	N;INAN;NOM;MASC;SG
basket	баскетбол	basket	баскетбол	N;NOM;SG;3	N;INAN;NOM;MASC;SG
camp	табір	camp	табір	N;NOM;SG;3	N;INAN;NOM;MASC;SG
istatistiksel	статистичні	istatistiksel	статистичний	ADJ	ADJ;NOM;PL
istatistiksel	статистичних	istatistiksel	статистичний	ADJ	ADJ;ACC;PL
temsilcileri	представники	temsilci	представник	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
imar	зонування	imar	зонування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
mezarlık	кладовище	mezarlık	кладовище	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
mezarlık	цвинтар	mezarlık	цвинтар	N;NOM;SG;3	N;INAN;NOM;MASC;SG
mezarlık	кладовище	mezarlık	кладовище	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
mezarlık	цвинтар	mezarlık	цвинтар	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sakinleri	мешканців	sakin	мешканець	N;ACC;PL;3	N;ANIM;ACC;MASC;PL
detayları	відомості	detay	відомість	N;NOM;PL;3	N;INAN;NOM;FEM;PL
detayları	подробиці	detay	подробиця	N;NOM;PL;3	N;INAN;NOM;FEM;PL
detayları	деталі	detay	деталі	N;NOM;PL;3	N;INAN;NOM;FEM;PL
halı	килим	hal	килим	N;NOM;SG;3	N;INAN;NOM;MASC;SG
halı	килим	hal	килим	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sıkıntısı	нудьга	sıkıntı	нудьгий	N;NOM;SG;3	N;INAN;NOM;FEM;SG
nişancı	шутер	nişancı	шутер	N;NOM;SG;3	N;INAN;NOM;MASC;SG
nişancı	стрілок	nişancı	стрілка	N;NOM;SG;3	N;INAN;NOM;MASC;SG
nişancı	снайпер	nişancı	снайпер	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
tamamlanmış	завершити	tamamla	завершити	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NFIN
kayıtlar	реєстрації	kayıt	реєстрація	N;NOM;PL;3	N;INAN;NOM;FEM;PL
kayıtlar	рекорди	kayıt	рекорда	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kayıtlar	платівки	kayıt	платівка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
parçacıkların	частинок	parçacık	частинка	N;GEN;PL;3	N;INAN;GEN;FEM;PL
gösteriler	дисплеї	göster	дисплей	N;NOM;PL;3	N;INAN;NOM;MASC;PL
gösteriler	демонстрації	göster	демонстрація	N;NOM;PL;3	N;INAN;NOM;FEM;PL
dosyaları	файли	dosya	файти	N;NOM;PL;3	N;INAN;NOM;MASC;PL
paketi	пакунок	paket	пакунок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yatak	ліжко	yatak	ліжко	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yatak	постіль	yatak	постіль	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yatak	ліжка	yatak	ліжко	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
satılan	продано	sat	продати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
akrabalık	відношення	akrabalık	відношення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
temizlik	прибирання	temizlik	прибирання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
temizlik	очищення	temizlik	очищення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
temizlik	очищення	temizlik	очищення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
temizlik	чистка	temizlik	чистка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
zirvesi	саміт	zirve	саміт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
zirvesi	вершина	zirve	вершина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
mountain	гора	mountain	гора	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kanıtlar	докази	kanıt	доказ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
tanıtımı	підвищення	tanıtım	підвищення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
tanıtımı	просування	tanıtım	просування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
tanıtımı	заохочення	tanıtım	заохочення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
çekirdeği	ядро	çekir	ядро	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
çekirdeği	ядро	çekir	ядро	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
çekirdeği	ядра	çekir	ядра	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
üstünlük	начальство	üstünlük	начальство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
üstünlük	домінування	üstünlük	домінування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
patinaj	катання	patinaj	катання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kürtler	курди	kürt	курда	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
belgeler	документи	belge	документ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
belgeler	документи	belge	документ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
geyik	олень	geyik	олень	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
geyik	лось	geyik	лось	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
geyik	олень	geyik	олень	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
noktalar	крапки	nokta	крапка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
noktalar	точки	nokta	точка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
noktalar	очки	nokta	очка	N;NOM;PL;3	N;INAN;NOM;MASC;PL
noktalar	пункти	nokta	пункт	N;NOM;PL;3	N;INAN;NOM;MASC;PL
noktalar	плями	nokta	пляма	N;NOM;PL;3	N;INAN;NOM;FEM;PL
koltuk	місце	koltuk	місце	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
koltuk	диван	koltuk	диван	N;NOM;SG;3	N;INAN;NOM;MASC;SG
koltuk	крісло	koltuk	крісло	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
koltuk	стілець	koltuk	стілець	N;NOM;SG;3	N;INAN;NOM;MASC;SG
fikirleri	ідеї	fikir	ідея	N;NOM;PL;3	N;INAN;NOM;FEM;PL
politikalar	політики	politika	політика	N;NOM;PL;3	N;INAN;NOM;FEM;PL
politikalar	правила	politika	правило	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
dosyası	файл	dosya	файл	N;NOM;SG;3	N;INAN;NOM;MASC;SG
cehennem	пекло	cehenne	пекло	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
cehennem	пекло	cehenne	пекло	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kompozisyon	будова	kompozisyon	будова	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kompozisyon	композиція	kompozisyon	композиція	N;NOM;SG;3	N;INAN;NOM;FEM;SG
bozukluğu	розлад	bozukluk	розлад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bozukluğu	захворювання	bozukluk	захворювання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
denklem	рівняння	denkle	рівняння	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
fiziği	фізика	fizik	фізика	N;NOM;SG;3	N;INAN;NOM;FEM;SG
egemenlik	панування	egemenlik	панування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
egemenlik	суверенітет	egemenlik	суверенітет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
egemenlik	домінування	egemenlik	домінування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
markası	бренд	marka	бренд	N;NOM;SG;3	N;INAN;NOM;MASC;SG
öldürdü	вбив	öl	вбити	V;PFV;IND;SG;3;POS;PST;CAUS	V;PFV;MASC;IND;SG;PST;FIN
