retratos	portrætter	retrato	portrætte	N;MASC;PL	N;INDF;MASC+FEM;PL
migración	udvandring	migración	udvandring	N;FEM;SG	N;INDF;MASC+FEM;SG
migración	indvandring	migración	indvandring	N;FEM;SG	N;INDF;MASC+FEM;SG
editora	chefredaktør	editora	chefredaktør	N;FEM;SG	N;INDF;MASC+FEM;SG
editora	editor	editora	editor	N;FEM;SG	N;INDF;MASC+FEM;SG
editora	redigering	editora	redigering	N;FEM;SG	N;INDF;MASC+FEM;SG
editora	redaktør	editora	redaktør	N;FEM;SG	N;INDF;MASC+FEM;SG
hunter	jægeren	hunter	jæger	N	N;DEF;MASC+FEM;SG
hunter	hunter	hunter	hunte	N	N;INDF;MASC+FEM;PL
hunter	jæger	hunter	jæge	N	N;INDF;MASC+FEM;SG
box	æske	box	æske	N	N;INDF;MASC+FEM;SG
box	rubrik	box	rubrik	N	N;INDF;MASC+FEM;SG
box	kasse	box	kasse	N	N;INDF;MASC+FEM;SG
box	boks	box	boks	N	N;INDF;MASC+FEM;SG
conveniente	bekvem	conveniente	bekvem	ADJ;SG	ADJ;INDF;MASC+FEM;SG
conveniente	praktisk	conveniente	praktisk	ADJ;SG	ADJ;INDF;SG
conveniente	bekvemt	conveniente	bekvem	ADJ;SG	ADJ;INDF;NEUT;SG
ola	vink	ola	vink	N;FEM;SG	N;INDF;NEUT;SG
ola	bølgen	ola	bølg	N;FEM;SG	N;DEF;MASC+FEM;SG
ola	bølge	ola	bølge	N;FEM;SG	N;INDF;MASC+FEM;SG
martha	martha	martha	martha	N;FEM;SG	N;INDF;MASC+FEM;SG
adición	tilføjelse	adición	tilføjelse	N;FEM;SG	N;INDF;NEUT;SG
adición	tilføjelse	adición	tilføjelse	N;FEM;SG	N;INDF;NEUT;SG
adición	tilsætning	adición	tilsætning	N;FEM;SG	N;INDF;MASC+FEM;SG
dialecto	dialekt	dialecto	dialekt	N;MASC;SG	N;INDF;MASC+FEM;SG
gramática	grammatik	gramático	grammatik	N;FEM;SG	N;INDF;MASC+FEM;SG
limpieza	renlighed	limpieza	renlighed	N;FEM;SG	N;INDF;MASC+FEM;SG
limpieza	oprydning	limpieza	oprydning	N;FEM;SG	N;INDF;MASC+FEM;SG
limpieza	rengøring	limpieza	rengøring	N;FEM;SG	N;INDF;MASC+FEM;SG
limpieza	rensning	limpieza	rensning	N;FEM;SG	N;INDF;MASC+FEM;SG
limpieza	husholdning	limpieza	husholdning	N;FEM;SG	N;INDF;MASC+FEM;SG
marcar	mærke	marcar	mærke	V;NFIN	V;NFIN;ACT
marcar	markér	marcar	mark	V;NFIN	V;IND;PRS;FIN;ACT
solicitar	anmoder	solicitar	anmode	V;NFIN	V;IND;PRS;FIN;ACT
revolucionaria	revolutionær	revolucionario	revolutionær	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
policías	betjente	policía	betjent	N;PL	N;INDF;MASC+FEM;PL
policías	politimænd	policía	politimænd	N;PL	N;INDF;MASC+FEM;PL
policías	politifolk	policía	politifolk	N;PL	N;INDF;NEUT;PL
policías	politibetjente	policía	politibetjent	N;PL	N;INDF;MASC+FEM;PL
expresar	udtrykke	expresar	udtrykke	V;NFIN	V;NFIN;ACT
uribe	uribe	uribar	uribe	N;MASC;SG	N;INDF;MASC+FEM;SG
minoría	mindretallet	minoría	mindretal	N;FEM;SG	N;DEF;NEUT;SG
minoría	minoritet	minoría	minoritet	N;FEM;SG	N;INDF;MASC+FEM;SG
minoría	mindretal	minoría	mindretal	N;FEM;SG	N;INDF;NEUT;SG
minoría	mindretal	minoría	mindretal	N;FEM;SG	N;INDF;NEUT;SG
medicamentos	stoffer	medicamento	stof	N;MASC;PL	N;INDF;NEUT;PL
medicamentos	lægemidler	medicamento	lægemiddel	N;MASC;PL	N;INDF;NEUT;PL
crean	opretter	crear	oprette	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
crean	oprette	crear	oprette	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
bebida	druk	bebida	druk	N;FEM;SG	N;INDF;MASC+FEM;SG
bebida	drink	bebida	drink	N;FEM;SG	N;INDF;MASC+FEM;SG
bebida	drik	bebida	drikke	N;FEM;SG	N;INDF;MASC+FEM;SG
bebida	drinks	bebida	drinks	N;FEM;SG	N;INDF;MASC+FEM;SG
bebida	drikkevare	bebida	drikkevare	N;FEM;SG	N;INDF;MASC+FEM;SG
rascacielos	skyskrabere	rascacielos	skyskraber	N;MASC;PL	N;INDF;MASC+FEM;PL
conjunta	fælles	conjunto	fælles	ADJ;FEM;SG	ADJ
apoya	understøtter	apoyar	understøtte	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
apoya	støtter	apoyar	støtte	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
transforma	transformere	transformar	transformere	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
transforma	forvandle	transformar	forvandle	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
élite	eliten	élite	elit	N;FEM;SG	N;DEF;MASC+FEM;SG
élite	elite	élite	elite	N;FEM;SG	N;INDF;MASC+FEM;SG
pagina	side	pagina	side	N;FEM;SG	N;INDF;MASC+FEM;SG
contreras	contreras	contrera	contreras	N;FEM;SG	N;INDF;MASC+FEM;SG
negativo	negativ	negativo	negativ	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
cordero	lam	cordero	lan	N;MASC;SG	N;INDF;MASC+FEM;SG
cordero	fårekød	cordero	fårekød	N;MASC;SG	N;INDF;NEUT;SG
provocar	fremprovokere	provocar	fremprovoker	V;NFIN	V;NFIN;ACT
provocar	provokerer	provocar	provokere	V;NFIN	V;IND;PRS;FIN;ACT
provocar	provokere	provocar	provokere	V;NFIN	V;NFIN;ACT
provocar	provokerer	provocar	provokere	V;NFIN	V;IND;PRS;FIN;ACT
provocar	provokere	provocar	provokere	V;NFIN	V;NFIN;ACT
ibm	ibm	ir	ibm	N;SG	N;INDF;MASC+FEM;SG
oscuridad	mørke	oscuridad	mørke	N;FEM;SG	N;INDF;NEUT;SG
oscuridad	mørke	oscuridad	mørke	N;FEM;SG	N;INDF;NEUT;SG
oscuridad	mørket	oscuridad	mørke	N;FEM;SG	N;DEF;NEUT;SG
caracol	snegl	caracol	snegl	N;MASC;SG	N;INDF;MASC+FEM;SG
estatuas	statuer	estatua	statue	N;FEM;PL	N;INDF;MASC+FEM;PL
days	dage	day	dag	N	N;INDF;MASC+FEM;PL
cazadores	jægerne	cazador	jæge	N;MASC;PL	N;DEF;MASC+FEM;PL
cazadores	jægere	cazador	jæger	N;MASC;PL	N;INDF;MASC+FEM;PL
cazadores	hunter	cazador	hunte	N;MASC;PL	N;INDF;MASC+FEM;PL
temple	templet	temple	temple	N;MASC;SG	N;DEF;NEUT;SG
temple	tempel	temple	tempel	N;MASC;SG	N;INDF;NEUT;SG
doctores	lægerne	doctor	læge	N;MASC;PL	N;DEF;MASC+FEM;PL
doctores	læger	doctor	læge	N;MASC;PL	N;INDF;MASC+FEM;PL
hércules	herkules	hércul	herkule	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
trastorno	uorden	trastorno	uorden	N;MASC;SG	N;INDF;MASC+FEM;SG
trastorno	lidelse	trastorno	lidelse	N;MASC;SG	N;INDF;MASC+FEM;SG
trastorno	forstyrrelse	trastorno	forstyrrelse	N;MASC;SG	N;INDF;MASC+FEM;SG
restricciones	begrænsninger	restricción	begrænsning	N;FEM;PL	N;INDF;MASC+FEM;PL
restricciones	restriktioner	restricción	restriktion	N;FEM;PL	N;INDF;MASC+FEM;PL
restricciones	restriktioner	restricción	restriktion	N;FEM;PL	N;INDF;MASC+FEM;PL
restricciones	begrænsninger	restricción	begrænsning	N;FEM;PL	N;INDF;MASC+FEM;PL
capillas	kapeller	capilla	kapel	N;FEM;PL	N;INDF;MASC+FEM;PL
traición	forræderi	traición	forræderi	N;FEM;SG	N;INDF;NEUT;SG
traición	forræderi	traición	forræderi	N;FEM;SG	N;INDF;NEUT;SG
traición	forræderi	traición	forræderi	N;FEM;SG	N;INDF;NEUT;SG
amenazas	trusler	amenaza	trusel	N;FEM;PL	N;INDF;MASC+FEM;PL
suministro	udlevering	suministro	udlevering	N;MASC;SG	N;INDF;MASC+FEM;SG
suministro	levering	suministro	levering	N;MASC;SG	N;INDF;MASC+FEM;SG
suministro	udbud	suministro	udbud	N;MASC;SG	N;INDF;NEUT;SG
suministro	forsyning	suministro	forsyning	N;MASC;SG	N;INDF;MASC+FEM;SG
rumores	rygterne	rumor	rygte	N;MASC;PL	N;DEF;NEUT;PL
rumores	rygter	rumor	rygte	N;MASC;PL	N;INDF;NEUT;PL
rumores	rygter	rumor	rygte	N;MASC;PL	N;INDF;NEUT;PL
sandra	sandra	sandra	sandra	N;FEM;SG	N;INDF;MASC+FEM;SG
sombrero	sombrero	sombrero	sombrero	N;MASC;SG	N;INDF;MASC+FEM;SG
sombrero	hue	sombrero	hue	N;MASC;SG	N;INDF;MASC+FEM;SG
sombrero	hatten	sombrero	hat	N;MASC;SG	N;DEF;MASC+FEM;SG
sombrero	kasket	sombrero	kaske	N;MASC;SG	N;INDF;MASC+FEM;SG
sombrero	hat	sombrero	hat	N;MASC;SG	N;INDF;MASC+FEM;SG
sentir	mærke	sentir	mærke	V;NFIN	V;NFIN;ACT
sentir	mærk	sentir	mærk	V;NFIN	V;IMP
sentir	føler	sentir	føle	V;NFIN	V;IND;PRS;FIN;ACT
armonía	harmoni	armonía	harmoni	N;FEM;SG	N;INDF;MASC+FEM;SG
cadáver	lig	cadáver	lig	N;MASC;SG	N;INDF;NEUT;SG
cadáver	kroppen	cadáver	krop	N;MASC;SG	N;DEF;MASC+FEM;SG
cadáver	krop	cadáver	krop	N;MASC;SG	N;INDF;MASC+FEM;SG
cadáver	lig	cadáver	lig	N;MASC;SG	N;INDF;NEUT;SG
cadáver	kadaver	cadáver	kadave	N;MASC;SG	N;INDF;NEUT;SG
distingue	sondrer	distinguir	sondrer	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
distingue	skelner	distinguir	skelne	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
obligación	pligt	obligación	pligt	N;FEM;SG	N;INDF;MASC+FEM;SG
obligación	forpligtelse	obligación	forpligtelse	N;FEM;SG	N;INDF;MASC+FEM;SG
soccer	fodbold	soccer	fodbold	N;SG	N;INDF;MASC+FEM;SG
distancias	afstande	distancia	afstand	N;FEM;PL	N;INDF;MASC+FEM;PL
distancias	afstandene	distancia	afstand	N;FEM;PL	N;DEF;MASC+FEM;PL
pensó	tænkt	pensar	tænke	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
pensó	tænkte	pensar	tænke	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
pensó	troede	pensar	tro	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
bordes	grænser	borde	grænse	N;MASC;PL	N;INDF;MASC+FEM;PL
bordes	grænserne	borde	grænse	N;MASC;PL	N;DEF;MASC+FEM;PL
bordes	kanter	borde	kant	N;MASC;PL	N;INDF;MASC+FEM;PL
bordes	kanter	borde	kant	N;MASC;PL	N;INDF;MASC+FEM;PL
bordes	kanterne	borde	kant	N;MASC;PL	N;DEF;MASC+FEM;PL
fracción	brøkdel	fracción	brøkdel	N;FEM;SG	N;INDF;MASC+FEM;SG
fracción	fraktion	fracción	fraktion	N;FEM;SG	N;INDF;MASC+FEM;SG
cintas	kassetter	cinta	kassetter	N;FEM;PL	N;INDF;MASC+FEM;PL
homosexualidad	lgbt	homosexualidad	lgbt	N;FEM;SG	N;INDF;NEUT;SG
homosexualidad	homoseksualitet	homosexualidad	homoseksualitet	N;FEM;SG	N;INDF;MASC+FEM;SG
picos	pigge	pico	pigge	N;MASC;PL	N;INDF;MASC+FEM;PL
picos	toppe	pico	toppe	N;MASC;PL	N;INDF;MASC+FEM;PL
picos	tinder	pico	tinde	N;MASC;PL	N;INDF;MASC+FEM;PL
orquídeas	orkideer	orquídea	orkide	N;FEM;PL	N;INDF;MASC+FEM;PL
agrega	tilføjer	agregar	tilføje	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
agrega	tilføje	agregar	tilføje	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
agrega	tilføjer	agregar	tilføje	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
invitación	invitation	invitación	invitation	N;FEM;SG	N;INDF;MASC+FEM;SG
invitación	opfordring	invitación	opfordring	N;FEM;SG	N;INDF;MASC+FEM;SG
invitación	invitationen	invitación	invitation	N;FEM;SG	N;DEF;MASC+FEM;SG
invitación	indbydelse	invitación	indbydelse	N;FEM;SG	N;INDF;MASC+FEM;SG
invitación	invitation	invitación	invitation	N;FEM;SG	N;INDF;MASC+FEM;SG
patagonia	patagonien	patagonia	patagoni	N;FEM;SG	N;DEF;MASC+FEM;SG
cívica	borgerlig	cívico	borgerlig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
presentando	indfører	presentar	indføre	V;V.MSDR	V;IND;PRS;FIN;ACT
presentando	indføre	presentar	indføre	V;V.MSDR	V;NFIN;ACT
presentando	introducerer	presentar	introducere	V;V.MSDR	V;IND;PRS;FIN;ACT
presentando	præsenterer	presentar	præsentere	V;V.MSDR	V;IND;PRS;FIN;ACT
mágico	magisk	mágico	magisk	ADJ;MASC;SG	ADJ;INDF;SG
mágico	magisk	mágico	magisk	ADJ;MASC;SG	ADJ;INDF;SG
richter	richter	richter	richt	N;FEM;SG	N;INDF;MASC+FEM;SG
exclusivo	eksklusivt	exclusivo	eksklusiv	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
exclusivo	eksklusiv	exclusivo	eksklusiv	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
príncipes	prinser	príncipe	prins	N;MASC;PL	N;INDF;MASC+FEM;PL
round	budrunde	round	budrunde	N;MASC;SG	N;INDF;MASC+FEM;SG
round	runde	round	runde	N;MASC;SG	N;INDF;MASC+FEM;SG
round	omgang	round	omgang	N;MASC;SG	N;INDF;MASC+FEM;SG
muerta	dødt	muerto	død	ADJ;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG
ritmos	rytmer	ritmo	rytme	N;MASC;PL	N;INDF;MASC+FEM;PL
adicionalmente	derudover	adicionalmente	derudover	ADV	ADV
adicionalmente	herudover	adicionalmente	herudover	ADV	ADV
bebidas	drikkevarer	bebida	drikkevarer	N;FEM;PL	N;INDF;MASC+FEM;PL
bebidas	drikkevarer	bebida	drikkevarer	N;FEM;PL	N;INDF;MASC+FEM;PL
bebidas	drikkevarer	bebida	drikkevarer	N;FEM;PL	N;INDF;MASC+FEM;PL
stanford	stanford	stanford	stanford	N;MASC;SG	N;INDF;MASC+FEM;SG
tallo	stilk	tallo	stilk	N;MASC;SG	N;INDF;MASC+FEM;SG
cartago	kartago	cartago	kartago	N;FEM;SG	N;INDF;NEUT;SG
aparatos	apparater	aparato	apparat	N;MASC;PL	N;INDF;NEUT;PL
aparatos	enheder	aparato	enhed	N;MASC;PL	N;INDF;MASC+FEM;PL
aparatos	indretninger	aparato	indretning	N;MASC;PL	N;INDF;MASC+FEM;PL
aparatos	anordninger	aparato	anordning	N;MASC;PL	N;INDF;MASC+FEM;PL
aparatos	dimser	aparato	dimse	N;MASC;PL	N;INDF;MASC+FEM;PL
aparatos	apparater	aparato	apparat	N;MASC;PL	N;INDF;NEUT;PL
arañas	edderkopper	araña	edderkopper	N;FEM;PL	N;INDF;MASC+FEM;PL
automática	automatisk	automático	automatisk	ADJ;FEM;SG	ADJ;INDF;SG
consciente	bevidst	consciente	bevidst	ADJ;SG	ADJ;INDF;SG
monje	munken	monje	munk	N;MASC;SG	N;DEF;MASC+FEM;SG
monje	munk	monje	munk	N;MASC;SG	N;INDF;MASC+FEM;SG
fragmento	fragment	fragmento	fragment	N;MASC;SG	N;INDF;NEUT;SG
fragmento	snippet	fragmento	snippe	N;MASC;SG	N;DEF;NEUT;SG
fragmento	stump	fragmento	stump	N;MASC;SG	N;INDF;MASC+FEM;SG
fragmento	uddrag	fragmento	uddrag	N;MASC;SG	N;INDF;NEUT;SG
fragmento	skår	fragmento	skå	N;MASC;SG	N;INDF;NEUT;SG
nombra	udnævner	nombra	udnævne	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
claustro	fakultet	claustro	fakulte	N;MASC;SG	N;DEF;NEUT;SG
claustro	fakultetet	claustro	fakultetet	N;MASC;SG	N;DEF;NEUT;SG
choque	chok	choque	chok	N;MASC;SG	N;INDF;NEUT;SG
choque	stød	choque	stød	N;MASC;SG	N;INDF;NEUT;SG
choque	crash	choque	crash	N;MASC;SG	N;INDF;MASC+FEM;SG
choque	styrt	choque	styre	N;MASC;SG	N;INDF;NEUT;SG
choque	sammenbrud	choque	sammenbrud	N;MASC;SG	N;INDF;NEUT;SG
choque	sammenstød	choque	sammenstød	N;MASC;SG	N;INDF;NEUT;SG
comprender	forstår	comprender	forstå	V;NFIN	V;IND;PRS;FIN;ACT
comprender	forstå	comprender	forstå	V;NFIN	V;NFIN;ACT
comprender	forstået	comprender	forstå	V;NFIN	V;INDF;SG;PST;V.PTCP
exacta	nøjagtig	exacto	nøjagtig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
exacta	korrekt	exacto	korrekt	ADJ;FEM;SG	ADJ;INDF;SG
exacta	nøjagtig	exacto	nøjagtig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
legislativa	lovgivende	legislativo	lovgivende	ADJ;FEM;SG	ADJ
romeo	romeo	romeo	romeo	N;MASC;SG	N;INDF;MASC+FEM;SG
auditorio	publikum	auditorio	publikum	N;MASC;SG	N;INDF;NEUT;SG
auditorio	målgruppe	auditorio	målgruppe	N;MASC;SG	N;INDF;MASC+FEM;SG
auditorio	målgruppen	auditorio	målgruppe	N;MASC;SG	N;DEF;MASC+FEM;SG
auditorio	auditoriet	auditorio	auditorium	N;MASC;SG	N;DEF;NEUT;SG
eslovaquia	slovakiet	eslovaquia	slovakium	N;FEM;SG	N;DEF;NEUT;SG
círculos	cirkler	círculo	cirkel	N;MASC;PL	N;INDF;MASC+FEM;PL
círculos	kredse	círculo	kreds	N;MASC;PL	N;INDF;MASC+FEM;PL
entierro	begravelse	entierro	begravelse	N;MASC;SG	N;INDF;MASC+FEM;SG
entierro	begravelse	entierro	begravelse	N;MASC;SG	N;INDF;MASC+FEM;SG
entierro	begravelsen	entierro	begravelse	N;MASC;SG	N;DEF;MASC+FEM;SG
trayecto	rejsen	trayecto	rejse	N;MASC;SG	N;DEF;MASC+FEM;SG
trayecto	rejse	trayecto	rejse	N;MASC;SG	N;INDF;MASC+FEM;SG
claves	nøgler	clave	nøgle	N;FEM;PL	N;INDF;MASC+FEM;PL
claves	nøglerne	clave	nøgle	N;FEM;PL	N;DEF;MASC+FEM;PL
fragata	fregat	fragata	fregat	N;FEM;SG	N;INDF;MASC+FEM;SG
narrador	historiefortæller	narrador	historiefortælle	N;MASC;SG	N;INDF;MASC+FEM;SG
unir	deltag	unir	deltage	V;NFIN	V;IMP
unir	forener	unir	forene	V;NFIN	V;IND;PRS;FIN;ACT
unir	forene	unir	forene	V;NFIN	V;NFIN;ACT
intermedio	mellemliggende	intermedio	mellemliggende	ADJ;MASC;SG	ADJ
luke	luke	luke	luke	N	N;INDF;MASC+FEM;SG
luke	lukas	luke	lukas	N	N;INDF;MASC+FEM;SG
respectivas	respektive	respectivo	respektive	ADJ;FEM;PL	ADJ;PL
computadoras	computere	computador	computere	N;FEM;PL	N;INDF;MASC+FEM;PL
computadoras	datamater	computador	datamat	N;FEM;PL	N;INDF;MASC+FEM;PL
sacrificio	opofrelse	sacrificio	opofrelse	N;MASC;SG	N;INDF;MASC+FEM;SG
sacrificio	ofring	sacrificio	ofring	N;MASC;SG	N;INDF;MASC+FEM;SG
sacrificio	aflivning	sacrificio	aflivning	N;MASC;SG	N;INDF;MASC+FEM;SG
sacrificio	offer	sacrificio	offer	N;MASC;SG	N;INDF;NEUT;SG
intenciones	intentionerne	intención	intention	N;FEM;PL	N;DEF;MASC+FEM;PL
intenciones	hensigter	intención	hensigt	N;FEM;PL	N;INDF;NEUT;PL
intenciones	intentioner	intención	intention	N;FEM;PL	N;INDF;MASC+FEM;PL
promesa	love	promesa	love	N;FEM;SG	N;INDF;MASC+FEM;SG
promesa	pant	promesa	pant	N;FEM;SG	N;INDF;MASC+FEM;SG
consultar	konsultere	consultar	konsultere	V;NFIN	V;NFIN;ACT
cilindros	cylindre	cilindro	cylindre	N;MASC;PL	N;INDF;MASC+FEM;PL
cilindros	flasker	cilindro	flaske	N;MASC;PL	N;INDF;MASC+FEM;PL
raro	sjælden	raro	sjælden	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
raro	mærkeligt	raro	mærkeligt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
raro	underlig	raro	underlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
raro	underligt	raro	underlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
raro	mærkelig	raro	mærkelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
baterías	batterier	batería	batteri	N;FEM;PL	N;INDF;NEUT;PL
baterías	batterierne	batería	batteri	N;FEM;PL	N;DEF;NEUT;PL
abuso	mishandling	abuso	mishandling	N;MASC;SG	N;INDF;MASC+FEM;SG
abuso	misbrug	abuso	misbrug	N;MASC;SG	N;INDF;NEUT;SG
abuso	overgreb	abuso	overgreb	N;MASC;SG	N;INDF;NEUT;SG
receptores	modtagerne	receptor	modtager	N;MASC;PL	N;DEF;MASC+FEM;PL
receptores	modtagere	receptor	modtager	N;MASC;PL	N;INDF;MASC+FEM;PL
receptores	modtagere	receptor	modtager	N;MASC;PL	N;INDF;MASC+FEM;PL
estrategias	strategier	estrategia	strategi	N;FEM;PL	N;INDF;NEUT;PL
estrategias	strategierne	estrategia	strategi	N;FEM;PL	N;DEF;NEUT;PL
intersección	krydset	intersección	kryds	N;FEM;SG	N;DEF;NEUT;SG
aumentando	voksende	aumentar	vokse	V;V.MSDR	V;PRS;V.PTCP
aumentando	stigende	aumentar	stige	V;V.MSDR	V;PRS;V.PTCP
conquistar	erobre	conquistar	erobre	V;NFIN	V;NFIN;ACT
conquistar	sejrende	conquistar	sejre	V;NFIN	V;PRS;V.PTCP
almas	sjæle	alma	sjæle	N;FEM;PL	N;INDF;MASC+FEM;PL
superficies	overflader	superficie	overflade	N;FEM;PL	N;INDF;MASC+FEM;PL
superficies	flader	superficie	flade	N;FEM;PL	N;INDF;MASC+FEM;PL
fila	ro	fila	ro	N;FEM;SG	N;INDF;MASC+FEM;SG
fila	række	fila	række	N;FEM;SG	N;INDF;MASC+FEM;SG
natalia	natalie	natalia	natalie	N;FEM;SG	N;INDF;MASC+FEM;SG
natalia	natalia	natalia	natalia	N;FEM;SG	N;INDF;MASC+FEM;SG
toque	touch	toque	touch	N;SG	N;INDF;MASC+FEM;SG
toque	berøring	toque	berøring	N;SG	N;INDF;MASC+FEM;SG
toque	pift	toque	pift	N;SG	N;INDF;NEUT;SG
brujas	hekse	bruja	hekse	N;FEM;PL	N;INDF;MASC+FEM;PL
continentales	kontinentale	continental	kontinentale	ADJ;PL	ADJ;PL
match	match	match	match	N;MASC;SG	N;INDF;NEUT;SG
fiables	pålidelige	fiable	pålidelig	ADJ;PL	ADJ;PL
enfermo	syg	enfermo	syg	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
enfermo	syg	enfermo	syg	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
enfermo	sygt	enfermo	sygt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
llamas	flammer	llama	flamme	N;FEM;PL	N;INDF;MASC+FEM;PL
llamas	flammerne	llama	flamme	N;FEM;PL	N;DEF;MASC+FEM;PL
llamas	flammer	llama	flamme	N;FEM;PL	N;INDF;MASC+FEM;PL
ortografía	stavning	ortografía	stavning	N;FEM;SG	N;INDF;MASC+FEM;SG
poniente	westeros	poniente	westeros	N;SG	N;INDF;MASC+FEM;SG
caro	dyrt	caro	dyr	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
esgrima	hegn	esgrimo	hegn	N;FEM;SG	N;INDF;NEUT;SG
esgrima	fægtning	esgrimo	fægtning	N;FEM;SG	N;INDF;MASC+FEM;SG
equipamiento	udstyr	equipamiento	udstyr	N;MASC;SG	N;INDF;NEUT;SG
óptica	optik	óptico	optik	N;FEM;SG	N;INDF;MASC+FEM;SG
ingredientes	indholdsstoffer	ingrediente	indholdsstof	N;MASC;PL	N;INDF;NEUT;PL
ingredientes	ingredienser	ingrediente	ingrediens	N;MASC;PL	N;INDF;MASC+FEM;PL
reconocen	genkender	reconocer	genkende	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
reconocen	genkende	reconocer	genke	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
mago	guiden	mago	guid	N;MASC;SG	N;DEF;MASC+FEM;SG
mago	troldmanden	mago	troldmand	N;MASC;SG	N;DEF;MASC+FEM;SG
mago	troldmand	mago	troldmand	N;MASC;SG	N;INDF;MASC+FEM;SG
mago	guide	mago	guide	N;MASC;SG	N;INDF;MASC+FEM;SG
mago	tryllekunstner	mago	tryllekunstner	N;MASC;SG	N;INDF;MASC+FEM;SG
mago	magiker	mago	magik	N;MASC;SG	N;INDF;MASC+FEM;SG
sustituir	erstat	sustituir	erstat	V;NFIN	V;IMP
sustituir	erstatte	sustituir	erstatte	V;NFIN	V;NFIN;ACT
extraña	fremmed	extraño	fremmed	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
extraña	mærkeligt	extraño	mærkeligt	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
extraña	underlig	extraño	underlig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
extraña	underligt	extraño	underlig	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
extraña	mærkelig	extraño	mærkelig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
suicidio	selvmord	suicidio	selvmord	N;MASC;SG	N;INDF;NEUT;SG
wolfgang	wolfgang	wolfgang	wolfgang	N;FEM;SG	N;INDF;MASC+FEM;SG
enormes	kæmpe	enorme	kæmpe	ADJ;PL	ADJ
enormes	enorme	enorme	enorm	ADJ;PL	ADJ;PL
amarillas	gule	amarillo	gul	ADJ;FEM;PL	ADJ;PL
asiento	sæde	asiento	sæde	N;MASC;SG	N;INDF;NEUT;SG
asiento	plads	asiento	plads	N;MASC;SG	N;INDF;MASC+FEM;SG
asiento	seat	asiento	seat	N;MASC;SG	N;INDF;MASC+FEM;SG
