категория	категорія	категория	категорія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
спомени	спогади	споменя	спогад	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
отваря	відкриває	отварям-(се)	відкривати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
изследовател	дослідник	изследовател	дослідник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
хранене	годування	хранене	годування	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
хранене	задача	хранене	задача	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
хранене	борошно	хранене	борошно	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
бразилски	бразильська	бразилски	бразильський	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
псевдоним	псевдонім	псевдоня	псевдонім	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
псевдоним	псевдонім	псевдоня	псевдонім	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
азбука	абетка	азбукам	абетка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
азбука	письмо	азбукам	письмо	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
азбука	алфавіт	азбукам	алфавіт	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
вътрешни	внутрішні	вътрешен	внутрішній	ADJ;INDF;PL	ADJ;NOM;PL
вино	вина	вино	вино	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
вино	вино	вино	вино	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
кратък	короткий	кратък	короткий	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
кратък	коротка	кратък	короткий	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
кратък	коротке	кратък	короткий	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
заслуги	заслуги	заслуга	заслуга	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
типове	типи	тип	тип	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
диск	диск	диск	диск	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
диск	диск	диск	диск	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
диск	диску	диск	диск	N;INDF;MASC;SG	N;INAN;DAT;MASC;SG
разкрива	розкриває	разкривам-(се)	розкривати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
кожа	шкіра	кожа	шкіра	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
кожа	оболонка	кожа	оболонка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
кожа	шкіра	кожа	шкіра	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
стотици	сотні	стотица	сотня	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
следователно	тому	следователно	тому	ADV	ADV
живи	живі	жив	живий	ADJ;INDF;PL	ADJ;NOM;PL
стихотворения	вірші	стихотворен	вірш	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
отделен	окреме	отделен	окреме	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
надежда	надія	надежда	надія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
раздел	розділ	раздел	розділ	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
раздел	секція	раздел	секція	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
бундеслига	бундесліга	бундеслига	бундесліг	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
ракета	ракета	ракета	ракета	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
ракета	ракета	ракета	ракета	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
манастири	монастирях	манастирам	монастиря	N;INDF;FEM;PL	N;INAN;ESS;FEM;PL
кожата	оболонка	кожа	оболонка	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
кожата	шкіра	кожа	шкіра	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
адвокат	адвокат	адвокат	адвокат	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
адвокат	прокурора	адвокат	прокурор	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
адвокат	словом	адвокат	слово	N;INDF;MASC;SG	N;INAN;INS;NEUT;SG
адвокат	адвокат	адвокат	адвокат	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
адвокат	юрист	адвокат	юрист	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
конфликти	конфлікти	конфликт	конфлікт	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
конфликти	конфліктів	конфликт	конфлікт	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
колонии	колонії	колония	колонія	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
сингапур	сінгапурі	сингапур	сінгапур	N;INDF;MASC;SG	N;INAN;DAT;MASC;SG
пресича	перетинає	пресичам-(се)	перетинати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
червени	червоні	червен	червоний	ADJ;INDF;PL	ADJ;NOM;PL
червени	червоні	червен	червоний	ADJ;INDF;PL	ADJ;NOM;PL
грешка	помилка	грешка	помилка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
грешка	помилка	грешка	помилка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
вечер	вечір	вечер	вечір	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
вечер	ніч	вечер	ніч	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
проучване	вивчення	проучване	вивчення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
проучване	навчання	проучване	навчання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
проучване	дослідження	проучване	дослідження	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
проучване	опитування	проучване	опитування	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
наблюдение	спостереження	наблюдение	спостереження	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
наблюдение	моніторинг	наблюдение	моніторинг	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
наблюдение	спостереження	наблюдение	спостереження	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
включена	включено	включа-(се)	включити	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
включена	ввімкнено	включа-(се)	ввімкнути	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
включена	увімкнено	включа-(се)	увімкнути	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
хор	хор	хор	хор	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
оръдие	гармата	оръдие	гармат	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
бие	бити	бия-(се)	бити	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;NFIN
хотел	готель	хотел	готель	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
гласуването	голосування	гласуване	голосування	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
привлича	притягує	привличам	притягувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
привлича	приваблює	привличам	приваблювати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
жената	жінка	жена	жінка	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
лиценз	ліцензію	лиценз	ліцензія	N;INDF;MASC;SG	N;INAN;ACC;FEM;SG
лиценз	ліцензія	лиценз	ліцензія	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
лиценз	ліцензію	лиценз	ліцензія	N;INDF;MASC;SG	N;INAN;ACC;FEM;SG
лиценз	ліцензія	лиценз	ліцензія	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
частици	частки	частица	частка	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
частици	частинок	частица	частинка	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
частици	частинки	частица	частинка	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
частици	частинки	частица	частинка	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
произведени	виготовлено	произведа	виготовити	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;FIN
мрежи	метеликів	мрежа	метелик	N;INDF;FEM;PL	N;ANIM;ACC;MASC;PL
мрежи	мережах	мрежа	мережа	N;INDF;FEM;PL	N;INAN;ESS;FEM;PL
мрежи	спільноти	мрежа	спільнота	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
мрежи	мережі	мрежа	мережа	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
мрежи	мереж	мрежа	мереж	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
търговец	дилер	търговец	дилер	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
женска	жіноча	женски	жіночий	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
женска	жіночий	женски	жіночий	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
проектът	проект	проект	проект	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
структури	структури	структура	структура	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
структури	структур	структура	структура	N;INDF;FEM;PL	N;INAN;GEN;FEM;PL
структури	конструкції	структура	конструкція	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
албански	албанська	албански	албанський	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
морска	морська	морски	морський	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
морска	морський	морски	морський	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
полиция	поліція	полиция	поліція	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
даже	навіть	даже	навіть	PART	PART
движения	рухи	движение	рух	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
движения	рухів	движение	рух	N;INDF;NEUT;PL	N;INAN;GEN;MASC;PL
движения	галочки	движение	галочка	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
движения	ходи	движение	хода	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
движения	ходів	движение	хід	N;INDF;NEUT;PL	N;INAN;GEN;MASC;PL
канадски	канадська	канадски	канадський	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
канадски	канадський	канадски	канадський	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
флаг	прапором	флаг	прапір	N;INDF;MASC;SG	N;INAN;INS;MASC;SG
флаг	прапорець	флаг	прапорець	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
флаг	прапор	флаг	прапор	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
флаг	прапора	флаг	прапор	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
лошо	погано	лошо	погано	ADV	ADV
архив	архів	архив	архів	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
производител	виробник	производител	виробник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
производител	продюсер	производител	продюсер	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
производител	виробник	производител	виробник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
риби	риби	риба	риба	N;INDF;FEM;PL	N;ANIM;NOM;FEM;PL
риби	риб	риба	риба	N;INDF;FEM;PL	N;ANIM;ACC;FEM;PL
риби	риби	риба	риба	N;INDF;FEM;PL	N;ANIM;NOM;FEM;PL
основаването	заснування	основаване	заснування	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
отразява	відображає	отразявам-(се)	відображати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
кола	автомобілем	кола	автомобіль	N;INDF;FEM;SG	N;INAN;INS;MASC;SG
кола	машина	кола	машина	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
кола	авто	кола	авто	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
кола	автомобіль	кола	автомобіль	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
намерени	знайдено	намеря-(се)	знайти	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;FIN
рисува	малює	рисувам	малювати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
лента	фільм	лента	фільм	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
лента	плівка	лента	плівка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
лента	гурт	лента	гурт	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
лента	стрічку	лента	стрічка	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
лента	стрічка	лента	стрічка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
лента	плівка	лента	плівка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
лента	стрічка	лента	стрічка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
философи	філософи	философ	філософ	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
крайцер	крейсер	крайцер	крейсер	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
съставена	складено	съставя	скласти	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
запис	запис	запис	запис	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
запис	рекорд	запис	рекорд	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
запис	запис	запис	запис	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
запис	відеозапис	запис	відеозапис	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
фантастика	фантастика	фантастика	фантастика	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
фантастика	культурі	фантастика	культура	N;INDF;FEM;SG	N;INAN;DAT;FEM;SG
теории	теорії	теория	теорія	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
гражданин	житель	гражданин	житель	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
гражданин	громадянин	гражданин	громадянин	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
доброволец	волонтер	доброволец	волонтер	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
доброволец	волонтера	доброволец	волонтер	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
куче	собака	куче	собака	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
куче	собачка	куче	собачка	N;INDF;NEUT;SG	N;ANIM;NOM;FEM;SG
куче	пес	куче	пес	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
земеделски	аграрний	земеделски	аграрний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
климатът	клімат	климат	клімат	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
необходими	необхідні	необходим	необхідний	ADJ;INDF;PL	ADJ;NOM;PL
граждански	цивільний	граждански	цивільний	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
граждански	громадянська	граждански	громадянський	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
царе	королі	царе	король	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
векове	століть	век	століття	N;INDF;MASC;PL	N;INAN;GEN;NEUT;PL
адам	адам	адам	адам	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
продукция	вивід	продукция	вивід	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
продукция	виведення	продукция	виведення	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
продукция	висловлювання	продукция	висловлювання	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
продукция	виводу	продукция	вивід	N;INDF;FEM;SG	N;INAN;GEN;MASC;SG
продукция	продакшн	продукция	продакшн	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
продукция	виробництво	продукция	виробництво	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
продукция	продукція	продукция	продукція	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
трилър	трилер	трилър	трилер	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
програмиране	програмування	програмиране	програмування	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
отделна	окреме	отделен	окреме	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
защитени	захищено	защитя	захищено	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;0;FIN
автомобил	автомобілем	автомобил	автомобіль	N;INDF;MASC;SG	N;INAN;INS;MASC;SG
автомобил	машина	автомобил	машина	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
автомобил	авто	автомобил	авто	N;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
