von	從	von	從	ADP	ADP
springen	蹦	springen	蹦	V;NFIN	V
springen	跳躍	springen	跳躍	V;NFIN	V
annehmen	接受	annehmen	接受	V;NFIN	V
gedruckt	列	drucken	列	V;V.PTCP	V
abteilungen	師團	abteilingen	師團	N;NOM;FEM;PL	N
störungen	干預	störung	干預	V;NFIN	V
störungen	干涉	störung	干涉	V;NFIN	V
erweiterten	擴大	erweitern	擴大	V;IND;PL;3;PST;FIN	V
aufzeichnungen	記錄	aufzeichnangen	記錄	V;NFIN	V
teilgenommen	出席	teilnehmen	出席	V;V.PTCP	V
hang	坡	hang	坡	N	N
hang	斜坡	hang	斜坡	N	N
herausragende	傑出	herausragend	傑出	ADJ;NOM;FEM;PL	ADJ
oberste	最高	ober	最高	ADJ;NOM	ADJ
berühmt	著名	berühmt	著名	ADJ	ADJ
restaurierung	整修	restaurierung	整修	N;NOM;FEM;SG	N
restaurierung	翻新	restaurierung	翻新	N;NOM;FEM;SG	N
restaurierung	裝修	restaurierung	裝修	N;NOM;FEM;SG	N
umzug	搬家	umzugen	搬家	N;SG	N
umzug	閱兵	umzugen	閱兵	N;SG	N
weichen	開關	weichen	開關	V;NFIN	V
ansprechen	答復	ansprechen	答復	V;NFIN	V
erhöhung	海拔	erhöhung	海拔	N;NOM;FEM;SG	N
verkauften	賣	verkaufen	賣	V;IND;PL;3;PST;FIN	V
verkauften	售出	verkaufen	售出	V;IND;PL;3;PST;FIN	V
polizisten	警方	polizist	警方	N;PL	N
polizisten	警務	polizist	警務	N;PL	N
polizisten	警察	polizist	警察	N;PL	N
uraufgeführt	首播	uraufgeführt	首播	V;V.PTCP	V
ausserdem	還	ausserdem	還	ADV	ADV
ausserdem	也	ausserdem	也	ADV	ADV
schwanz	尾	schwanzen	尾	N	N
schwanz	背面	schwanzen	背面	N	N
schwanz	反面	schwanzen	反面	N	N
schwanz	尾巴	schwanzen	尾巴	N	N
schwanz	尾	schwanzen	尾	N	N
schwanz	公雞	schwanzen	公雞	N	N
aufsätze	作文	aufsätzen	作文	N;NOM;PL	N
tests	測試	tests	測試	N	N
tests	測驗	tests	測驗	N	N
tests	測試	tests	測試	N	N
tests	測驗	tests	測驗	N	N
tests	檢驗	tests	檢驗	N	N
tests	試驗	tests	試驗	N	N
entfernten	遙控	entfernt	遙控	V;IND;PL;3;PST;FIN	V
ausgehen	出局	ausgehen	出局	V;NFIN	V
staffeln	季	staffeln	季	N;NOM;FEM;PL	N
staffeln	季節	staffeln	季節	N;NOM;FEM;PL	N
trasse	路徑	trassen	路徑	N	N
toll	偉大	toll	偉大	ADJ	ADJ
vergrößert	擴大	vergrößern	擴大	V;V.PTCP	V
vertretung	代表	vertretung	代表	N;FEM;SG	N
athleten	運動	athlet	運動	V;IND;PL;3;PST;FIN	V
athleten	運動	athlet	運動	V;IND;PL;3;PST;FIN	V
vortrag	講課	vortragen	講課	N;SG	N
vortrag	演講	vortragen	演講	N;SG	N
vortrag	講話	vortragen	講話	N;SG	N
vortrag	演講	vortragen	演講	N;SG	N
vortrag	語音	vortragen	語音	N;SG	N
standorte	位置	standort	位置	N;NOM	N
standorte	地點	standort	地點	N;NOM	N
standorte	地點	standort	地點	N;NOM	N
werfen	扔	werfen	扔	V;NFIN	V
werfen	丟	werfen	丟	V;NFIN	V
erfunden	發明	erfinden	發明	V;V.PTCP	V
frag	問	frag	問		
dicke	厚度	dick	厚度	N;NOM;FEM;PL	N
wettbewerbe	競賽	wettbewerb	競賽	N;NOM;PL	N
wettbewerbe	比賽	wettbewerb	比賽	N;NOM;PL	N
wettbewerbe	競賽	wettbewerb	競賽	N;NOM;PL	N
heiraten	嫁	heiraten	嫁	V;NFIN	V
heiraten	結婚	heiraten	結婚	V;NFIN	V
stellungnahme	意見	stellungnahme	意見	N;NOM;FEM;SG	N
ausgelöst	引發	auslösen	引發	V;V.PTCP	V
ausgelöst	觸發	auslösen	觸發	V;V.PTCP	V
melodie	調	melodie	調		
beratung	咨詢	beratung	咨詢	N;NOM;FEM;SG	N
beratung	咨詢	beratung	咨詢	N;NOM;FEM;SG	N
beratung	咨詢	beratung	咨詢	N;NOM;FEM;SG	N
beschäftigung	就業	Beschäftigung	就業	N;NOM;FEM;SG	N
orientierung	方向	orientierung	方向	N;NOM;FEM;SG	N
behauptungen	指	behauptehen	指	V;NFIN	V
behauptungen	指稱	behauptehen	指稱	V;NFIN	V
behauptungen	指	behauptehen	指	V;NFIN	V
behauptungen	指稱	behauptehen	指稱	V;NFIN	V
behauptungen	斷言	behauptehen	斷言	V;NFIN	V
vermitteln	溝通	vermitteln	溝通	V;NFIN	V
vermitteln	調停	vermitteln	調停	V;NFIN	V
floh	跳蚤	fliehen	跳蚤	V;IND;SG;3;FIN	V
religionen	宗教	religion	宗教	N;NOM;PL	N
religionen	宗教	religion	宗教	N;NOM;PL	N
religionen	宗教	religion	宗教	N;NOM;PL	N
religionen	宗教	religion	宗教	N;NOM;PL	N
freigegeben	獲釋	freigeben	獲釋	V;V.PTCP	V
auswertung	口譯	auswertung	口譯	N;FEM;SG	N
messung	計量	messung	計量	N;SG	N
messung	量度	messung	量度	N;SG	N
messung	計量	messung	計量	N;SG	N
messung	度量	messung	度量	N;SG	N
schlagen	跳動	schlagen	跳動	V;NFIN	V
glaubens	信仰	glaubens	信仰	N;NOM;NEUT;PL	N
glaubens	信心	glaubens	信心	N;NOM;NEUT;PL	N
glaubens	信念	glaubens	信念	N;NOM;NEUT;PL	N
erkrankungen	病	erkrankung	病	N;NOM;FEM;PL	N
erkrankungen	疾病	erkrankung	疾病	N;NOM;FEM;PL	N
erkrankungen	疾病	erkrankung	疾病	N;NOM;FEM;PL	N
blüte	花	blüt	花	N;NOM;FEM;SG	N
blüte	花兒	blüt	花兒	N;NOM;FEM;SG	N
blüte	花朵	blüt	花朵	N;NOM;FEM;SG	N
disziplinen	紀律	disziplin	紀律	N;NOM;PL	N
disziplinen	紀律	disziplin	紀律	N;NOM;PL	N
disziplinen	紀律	disziplin	紀律	N;NOM;PL	N
disziplinen	學科	disziplin	學科	N;NOM;PL	N
gesungen	成	singen	成	V;V.PTCP	V
fachhochschule	理工	fachhochschule	理工	N;NOM;FEM;SG	N
fachhochschule	理工	fachhochschule	理工	N;NOM;FEM;SG	N
überleben	存活	überleben	存活	V;NFIN	V
überleben	求生	überleben	求生	V;NFIN	V
überleben	生存	überleben	生存	V;NFIN	V
gelassen	自滿	gelassen	自滿	V;V.PTCP	V
stimmung	心境	stimmung	心境	N	N
stimmung	心情	stimmung	心情	N	N
stimmung	情緒	stimmung	情緒	N	N
prototyp	原型	prototyp	原型	N	N
unterzeichnete	署名	unterzeichnen	署名	V;IND;SG;3;PST;FIN	V
unterzeichnete	簽署	unterzeichnen	簽署	V;IND;SG;3;PST;FIN	V
effekte	特效	effekt	特效	N;NOM;PL	N
effekte	效應	effekt	效應	N;NOM;PL	N
effekte	效果	effekt	效果	N;NOM;PL	N
effekte	特效	effekt	特效	N;NOM;PL	N
effekte	效果	effekt	效果	N;NOM;PL	N
effekte	效應	effekt	效應	N;NOM;PL	N
gleise	平台	gleis	平台	N	N
gleise	曲目	gleis	曲目	N	N
gleise	軌道	gleis	軌道	N	N
erobert	征服	erobern	征服	V;V.PTCP	V
anfänge	開端	anfangen	開端	N;NOM	N
betreuung	監督	betreuung	監督	N;SG	N
betreuung	監管	betreuung	監管	N;SG	N
betreuung	督導	betreuung	督導	N;SG	N
betreuung	護理	betreuung	護理	N;SG	N
betreuung	關心	betreuung	關心	N;SG	N
illustrationen	插圖	illustrationen	插圖	N;NOM;FEM;PL	N
richtungen	方向	richtung	方向	N;NOM;FEM;PL	N
schmalen	狹窄	schmal	狹窄	ADJ	ADJ
stausee	壩	stausen	壩	N;SG	N
stausee	水電	stausen	水電	N;SG	N
stausee	水庫	stausen	水庫	N;SG	N
stausee	大壩	stausen	大壩	N;SG	N
stausee	水壩	stausen	水壩	N;SG	N
stausee	湖泊	stausen	湖泊	N;SG	N
stausee	湖	stausen	湖	N;SG	N
stausee	水庫	stausen	水庫	N;SG	N
stausee	水塘	stausen	水塘	N;SG	N
gerettet	獲救	retten	獲救	V;V.PTCP	V
ignoriert	忽略	ignorieren	忽略	V;V.PTCP	V
ignoriert	忽視	ignorieren	忽視	V;V.PTCP	V
ignoriert	無視	ignorieren	無視	V;V.PTCP	V
ignoriert	忽略	ignorieren	忽略	V;V.PTCP	V
überwachung	監督	überwachung	監督	N;SG	N
überwachung	監督	überwachung	監督	N;SG	N
überwachung	監管	überwachung	監管	N;SG	N
überwachung	督導	überwachung	督導	N;SG	N
überwachung	監督	überwachung	監督	N;SG	N
verlangen	渴求	verlangen	渴求	V;NFIN	V
verlangen	渴望	verlangen	渴望	V;NFIN	V
schreibe	撰寫	schreibe	撰寫	V;IND;SG;3;PRS;FIN	V
schreibe	寫	schreibe	寫	V;IND;SG;3;PRS;FIN	V
schreibe	寫信	schreibe	寫信	V;IND;SG;3;PRS;FIN	V
schreibe	寫入	schreibe	寫入	V;IND;SG;3;PRS;FIN	V
schreibe	書寫	schreibe	書寫	V;IND;SG;3;PRS;FIN	V
schreibe	寫入	schreibe	寫入	V;IND;SG;3;PRS;FIN	V
schreibe	寫	schreibe	寫	V;IND;SG;3;PRS;FIN	V
schreibe	撰寫	schreibe	撰寫	V;IND;SG;3;PRS;FIN	V
drehen	旋轉	drehen	旋轉	V;NFIN	V
drehen	旋轉	drehen	旋轉	V;NFIN	V
angeben	指明	angeben	指明	V;V.PTCP	V
angeben	指定	angeben	指定	V;V.PTCP	V
bezahlt	付費	bezahlen	付費	V;V.PTCP	V
hinterlassen	休假	hinterlassen	休假	V;V.PTCP	V
hinterlassen	離開	hinterlassen	離開	V;V.PTCP	V
beobachtungen	觀察	beobachtung	觀察	V;NFIN	V
konzepte	概念	konzepn	概念	N;NOM;PL	N
konzepte	理念	konzepn	理念	N;NOM;PL	N
heiliger	神聖	heilig	神聖	ADJ	ADJ
heiliger	神聖	heilig	神聖	ADJ	ADJ
beibehalten	留用	beibehalten	留用	V;V.PTCP	V
beibehalten	維持	beibehalten	維持	V;V.PTCP	V
einheitliche	均勻	einheitlich	均勻	ADJ;NOM;FEM;PL	ADJ
anstellung	招聘	anstellung	招聘	V;IND;SG;3;PST;FIN	V
anstellung	招募	anstellung	招募	V;IND;SG;3;PST;FIN	V
einverstanden	議定	einverstanden	議定	V;NFIN	V
einverstanden	同意	einverstanden	同意	V;NFIN	V
einverstanden	同意	einverstanden	同意	V;NFIN	V
löst	觸發	lösen	觸發	V;IND;SG;3;PRS;FIN	V
reformen	改革	reformen	改革	V;NFIN	V
reformen	改革	reformen	改革	V;NFIN	V
sklaven	奴隸	sklaven	奴隸	N;PL	N
aussieht	看	aussehen	看	V;IND;SG;3;PRS;FIN	V
reagieren	回應	reagieren	回應	V;NFIN	V
entdecken	探索	entdecken	探索	V;NFIN	V
entdecken	偵測	entdecken	偵測	V;NFIN	V
entdecken	發現	entdecken	發現	V;NFIN	V
entdecken	探索	entdecken	探索	V;NFIN	V
entdecken	發現	entdecken	發現	V;NFIN	V
entdecken	探索	entdecken	探索	V;NFIN	V
wortes	詞	wort	詞	N;NOM;NEUT;SG	N
wortes	單詞	wort	單詞	N;NOM;NEUT;SG	N
wortes	字	wort	字	N;NOM;NEUT;SG	N
wortes	單字	wort	單字	N;NOM;NEUT;SG	N
grosse	大型	groß	大型	N;NOM;FEM;PL	N
jederzeit	隨時	jederzeit	隨時	ADV	ADV
jederzeit	隨時	jederzeit	隨時	ADV	ADV
geeignete	合適	geeignet	合適	ADJ;NOM;FEM;PL	ADJ
verbesserungen	改進	verberseringen	改進	V	V
verbesserungen	改善	verberseringen	改善	V	V
verbesserungen	改良	verberseringen	改良	V	V
verbesserungen	強化	verberseringen	強化	V	V
verbesserungen	加強	verberseringen	加強	V	V
verbesserungen	增強	verberseringen	增強	V	V
verbesserungen	改進	verberseringen	改進	V	V
verbesserungen	改善	verberseringen	改善	V	V
verbesserungen	改良	verberseringen	改良	V	V
modellen	模型	modell	模型	N;PL	N
modellen	模特	modell	模特	N;PL	N
modellen	型號	modell	型號	N;PL	N
modellen	模特	modell	模特	N;PL	N
gedenken	紀念	gedenken	紀念	V;NFIN	V
gedenken	紀念	gedenken	紀念	V;NFIN	V
anleitung	教學	anleitung	教學	N;NOM;FEM;SG	N
anleitung	指令	anleitung	指令	N;NOM;FEM;SG	N
anleitung	手冊	anleitung	手冊	N;NOM;FEM;SG	N
anleitung	指令	anleitung	指令	N;NOM;FEM;SG	N
zwang	被	zwingen	被	V;SG;FIN	V;PASS
zwang	強制	zwingen	強制	V;SG;FIN	V
zwang	強迫	zwingen	強迫	V;SG;FIN	V
zwang	強制	zwingen	強制	V;SG;FIN	V
praktischen	實用	praktisch	實用	ADJ	ADJ
komplexe	複雜	komplex	複雜	ADJ;NOM;FEM;PL	ADJ
komplexe	複雜	komplex	複雜	ADJ;NOM;FEM;PL	ADJ
komplexe	複雜	komplex	複雜	ADJ;NOM;FEM;PL	ADJ
türme	塔	türm	塔	N;NOM;PL	N
türme	塔台	türm	塔台	N;NOM;PL	N
hut	帽子	hun	帽子	N;SG	N
hut	帽	hun	帽	N;SG	N
hut	帽子	hun	帽子	N;SG	N
bestände	庫存	beständen	庫存	N;NOM	N
bestände	股票	beständen	股票	N;NOM	N
bestände	庫存	beständen	庫存	N;NOM	N
bestände	存貨	beständen	存貨	N;NOM	N
bestände	庫存	beständen	庫存	N;NOM	N
beeinflussen	影響	beeinflussen	影響	V;NFIN	V
beeinflussen	影響	beeinflussen	影響	V;NFIN	V
bug	鞠躬	bugen	鞠躬		
ermitteln	調查	ermitteln	調查	V;NFIN	V
ermitteln	偵測	ermitteln	偵測	V;NFIN	V
wellen	浪	wellen	浪		
lehren	教導	lehren	教導	V;NFIN	V
höfe	農場	hofen	農場	N;NOM;PL	N
höfe	農莊	hofen	農莊	N;NOM;PL	N
höfe	法庭	hofen	法庭	N;NOM;PL	N
höfe	法院	hofen	法院	N;NOM;PL	N
tool	工具	tool	工具	N;NOM;NEUT;SG	N
beauftragte	委託	beauftragen	委託	V;IND;SG;3;PST;FIN	V
niedriger	更低	niedrig	更低	ADJ	ADJ
niedriger	較低	niedrig	較低	ADJ	ADJ
bittet	邀請	bitten	邀請	V;IND;SG;3;PRS;FIN	V
bittet	乞求	bitten	乞求	V;IND;SG;3;PRS;FIN	V
erlauben	啟用	erlauben	啟用	V;NFIN	V
erlauben	允許	erlauben	允許	V;NFIN	V
erlauben	許可	erlauben	許可	V;NFIN	V
zugewiesen	指派	zuweisen	指派	V;V.PTCP	V
ermittlungen	調查	ermittlung	調查	V;PL	V
ermittlungen	調查	ermittlung	調查	V;PL	V
verschieden	不同	verschieden	不同	ADJ	ADJ
durchführen	表演	durchfahren|durchführen	表演	V;NFIN	V
erstellte	編譯	erstellt	編譯	V;IND;SG;3;PST;FIN	V
zähne	牙	zähnen	牙	N;NOM;SG	N
zähne	牙齒	zähnen	牙齒	N;NOM;SG	N
zähne	牙	zähnen	牙	N;NOM;SG	N
zähne	牙齒	zähnen	牙齒	N;NOM;SG	N
abbruch	人	abbruch	人	N;SG	N
empfohlen	推薦	empfehlen	推薦	V;V.PTCP	V
empfohlen	推薦	empfehlen	推薦	V;V.PTCP	V
vernichtet	消滅	vernichten	消滅	V;V.PTCP	V
vernichtet	摧毀	vernichten	摧毀	V;V.PTCP	V
akzeptieren	接受	akzeptieren	接受	V;NFIN	V
renovierung	整修	renovierung	整修	N;NOM;FEM;SG	N
renovierung	翻新	renovierung	翻新	N;NOM;FEM;SG	N
renovierung	裝修	renovierung	裝修	N;NOM;FEM;SG	N
renovierung	翻新	renovierung	翻新	N;NOM;FEM;SG	N
renovierung	整修	renovierung	整修	N;NOM;FEM;SG	N
renovierung	翻新	renovierung	翻新	N;NOM;FEM;SG	N
renovierung	裝修	renovierung	裝修	N;NOM;FEM;SG	N
renovierung	整修	renovierung	整修	N;NOM;FEM;SG	N
übersehen	錯過	übersehen	錯過	V;V.PTCP	V
gleichung	方程	gleichung	方程	N;SG	N
gleichung	方程	gleichung	方程	N;SG	N
erlaubte	允許	erlauben	允許	V;IND;SG;3;PST;FIN	V
erlaubte	獲准	erlauben	獲准	V;IND;SG;3;PST;FIN	V
erlaubte	允許	erlauben	允許	V;IND;SG;3;PST;FIN	V
mögen	喜歡	mögen	喜歡	V;FIN	V
behauptete	認領	behaupten	認領	V;IND;SG;3;PST;FIN	V
behauptete	聲稱	behaupten	聲稱	V;IND;SG;3;PST;FIN	V
behauptete	斷言	behaupten	斷言	V;IND;SG;3;PST;FIN	V
behauptete	據稱	behaupten	據稱	V;IND;SG;3;PST;FIN	V
verfolgen	追蹤	verfolgen	追蹤	V;NFIN	V
verfolgen	跟蹤	verfolgen	跟蹤	V;NFIN	V
verfolgen	困擾	verfolgen	困擾	V;NFIN	V
anzeigen	顯示	anzeigen	顯示	V;NFIN	V
anzeigen	顯示	anzeigen	顯示	V;NFIN	V
anzeigen	展示	anzeigen	展示	V;NFIN	V
anzeigen	檢視	anzeigen	檢視	V;NFIN	V
anzeigen	瀏覽	anzeigen	瀏覽	V;NFIN	V
anzeigen	展示	anzeigen	展示	V;NFIN	V
anzeigen	顯示	anzeigen	顯示	V;NFIN	V
blättern	滾動	blättern	滾動	V;NFIN	V
wiederholen	重播	wiederholen	重播	V;NFIN	V
wachsenden	生長	wachsend	生長	V;PL;FIN	V
wachsenden	成長	wachsend	成長	V;PL;FIN	V
geschafft	完成	schaffen	完成	V;V.PTCP	V
jubiläum	週年	jubiläum	週年	N;NOM;NEUT;SG	N
angewandt	套用	anwenden	套用	V;V.PTCP	V
vorgaben	預設	vorgeben	預設	V;NFIN	V
wiederherstellen	恢復	wiederherstellen	恢復	V;NFIN	V
aufschwung	復興	aufschwang	復興	N	N
aufschwung	振興	aufschwang	振興	N	N
einweihung	奉獻	einweihung	奉獻	N	N
landung	達陣	landung	達陣	N;NOM;FEM;SG	N
landung	落地	landung	落地	N;NOM;FEM;SG	N
bindung	鍵	bindung	鍵	N;NOM;FEM;SG	N
bindung	債券	bindung	債券	N;NOM;FEM;SG	N
entwürfe	素	entwürfen	素	N;NOM;MASC;PL	N
entwürfe	草稿	entwürfen	草稿	N;NOM;MASC;PL	N
entwürfe	藍圖	entwürfen	藍圖	N;NOM;MASC;PL	N
abkürzungen	縮寫	abkürzingen	縮寫	V;NFIN	V
ausstrahlung	廣播	ausstrahlung	廣播	N;NOM;FEM;SG	N
ausstrahlung	魅力	ausstrahlung	魅力	N;NOM;FEM;SG	N
ausstrahlung	廣播	ausstrahlung	廣播	N;NOM;FEM;SG	N
genehmigt	核准	hehmigen	核准	V;V.PTCP	V
genehmigt	批准	hehmigen	批准	V;V.PTCP	V
genehmigt	核定	hehmigen	核定	V;V.PTCP	V
genehmigt	核准	hehmigen	核准	V;V.PTCP	V
genehmigt	批准	hehmigen	批准	V;V.PTCP	V
korrigieren	改正	korrigieren	改正	V;NFIN	V
korrigieren	糾正	korrigieren	糾正	V;NFIN	V
korrigieren	修復	korrigieren	修復	V;NFIN	V
korrigieren	修	korrigieren	修	V;NFIN	V
einheitlich	均勻	einheitlich	均勻	ADJ	ADJ
ehrungen	悼念	ehringen	悼念	V;NFIN	V
auftauchen	湧現	auftauchen	湧現	V;NFIN	V
auftauchen	興起	auftauchen	興起	V;NFIN	V
sitzung	會議	sitzung	會議	N;SG	N
teilnahmen	出席	teilnehmen	出席	V;IND;PL;3;PST;FIN	V
benutzung	用法	Benutzung	用法	N;FEM;SG	N
benutzung	用量	Benutzung	用量	N;FEM;SG	N
verträge	合約	verträgen	合約	N;NOM;PL	N
verträge	合同	verträgen	合同	N;NOM;PL	N
verträge	條約	verträgen	條約	N;NOM;PL	N
perfekt	完美	perfekt	完美	ADJ	ADJ
kommunisten	共產	kommunist	共產	N;PL	N
konto	帳號	konto	帳號	N;NOM;SG	N
konto	帳戶	konto	帳戶	N;NOM;SG	N
inhaftiert	被	inhaftieren	被	V;V.PTCP	V;PASS
inhaftiert	囚禁	inhaftieren	囚禁	V;V.PTCP	V
konzerten	演唱	konzern	演唱	V;FIN	V
lustig	好	lustig	好	ADJ	ADJ
bakterien	細菌	bakterien	細菌	N;NOM;PL	N
übersetzen	翻譯	übersetzen	翻譯	V;NFIN	V
übersetzen	翻譯	übersetzen	翻譯	V;NFIN	V
übersetzen	翻譯	übersetzen	翻譯	V;NFIN	V
hunderte	成百	hundern	成百	NUM	NUM
hunderte	數百	hundern	數百	NUM	NUM
juristen	律師	juristen	律師	N;NOM;PL	N
juristen	律師	juristen	律師	N;NOM;PL	N
benötigen	需要	benötigen	需要	V;NFIN	V
