اتھاہ	adanc	اتھاہ	adanc		
بس	final	بس	final	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بس	control	بس	control	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بس	sway	بس	sway	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بِسات	bunuri	بِسات	bun	N;NOM;MASC;PL;3	N;INDF;FEM;PL
بِسات	marfuri	بِسات	marfă	N;NOM;MASC;PL;3	N;INDF;FEM;PL
بِسات	mărfuri	بِسات	marfă	N;NOM;MASC;PL;3	N;INDF;FEM;PL
بِسارنا	uită	بِسارنا	uita	V;NFIN;ACT	V;IND;SG;3;PST;FIN
بِسارنا	uita	بِسارنا	uita	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بِسارنا	pierzi	بِسارنا	pierde	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
بِسارنا	pierd	بِسارنا	pierde	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
بِسارنا	pierde	بِسارنا	pierde	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
بِساط	putere	بِساط	putere	N	N;INDF;FEM;SG
بِساط	puterea	بِساط	putere	N	N;DEF;FEM;SG
بِساط	power	بِساط	power	N	N
بِساط	spaţiul	بِساط	spagiu	N	N;DEF;MASC;SG
بِساط	spațiu	بِساط	spațiu	N	N;INDF;MASC;SG
بِساط	spațiul	بِساط	spațiu	N	N;DEF;MASC;SG
بِساط	spatiu	بِساط	spatiu	N	N;INDF;MASC;SG
بِساط	spaţiu	بِساط	spaţiu	N	N;INDF;MASC;SG
بِساط	covor	بِساط	covor	N	N;INDF;MASC;SG
بِساط	mijloace	بِساط	mijloc	N	N;INDF;FEM;PL
بِساط	patul	بِساط	pat	N	N;DEF;MASC;SG
بِساط	pat	بِساط	pat	N	N;INDF;MASC;SG
بِساط	capacitatea	بِساط	capacitate	N	N;DEF;FEM;SG
بِساط	capacitate	بِساط	capacitate	N	N;INDF;FEM;SG
بِساط	capitala	بِساط	capitală	N	N;DEF;FEM;SG
بِساط	capitală	بِساط	capitală	N	N;INDF;FEM;SG
بِساط	capital	بِساط	capital	N	N;INDF;MASC;SG
بِساط	imobiliare	بِساط	imobiliar	N	N;INDF;FEM;PL
بِسانا	îndura	بِسانا	îndura	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بِسانا	îndură	بِسانا	îndură	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بِسانا	obține	بِسانا	obține	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بِسانا	procura	بِسانا	procura	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بِسانا	dobândi	بِسانا	dobândi	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بستی	hustle	بس	hustlu	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بِسرام	usurinta	بِسرام	usurint	N	N;DEF;FEM;SG
بِسرام	confort	بِسرام	confort	N	N;INDF;MASC;SG
بِسرام	comfort	بِسرام	comfort	N	N;INDF;MASC;SG
بِسرام	confortul	بِسرام	confort	N	N;DEF;MASC;SG
بِسرام	alinare	بِسرام	alinare	N	N;INDF;FEM;SG
بِسرام	pauza	بِسرام	pauză	N	N;DEF;FEM;SG
بِسرام	pauză	بِسرام	pauză	N	N;INDF;FEM;SG
بسنا	miroase	بس	miros		
بسنا	miroase	بس	miros		
بسیط	primar	بسیط	primar	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بشری	umane	بشری	uman	ADJ	ADJ;INDF;FEM;PL
بشری	umană	بشری	uman	ADJ	ADJ;INDF;FEM;SG
بشری	uman	بشری	uman	ADJ	ADJ;INDF;MASC;SG
بِضاعتی	bogata	بِضاعتی	bogat	ADJ	ADJ;DEF;FEM;SG
بِضاعتی	bogată	بِضاعتی	bogat	ADJ	ADJ;INDF;FEM;SG
بِضاعتی	bogat	بِضاعتی	bogat	ADJ	ADJ;INDF;MASC;SG
بطن	stomac	بطن	stomac	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بطن	uter	بطن	uter	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بطن	abdomen	بطن	abdomen	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بُقُولاتی	vegetarian	بُقُولاتی	vegetarian	ADJ;NOM	ADJ;INDF;MASC;SG
بِکٹ	vioi	بِکٹ	vioi		
بکنا	vorbește	بک	vorbi	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بکھاننا	explică	بکھان	explica	V;NFIN;ACT	V;IND;SG;3;PST;FIN
بکھاننا	explica	بکھان	explica	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بکھاننا	laudă	بکھان	laudă	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
بکھاننا	lauda	بکھان	laudă	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بکھاننا	declara	بکھان	declara	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بکھاننا	declară	بکھان	declara	V;NFIN;ACT	V;IND;3;PRS;FIN
بکھاننا	declar	بکھان	declar	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
بگارنا	dispersa	بگار	dispersa	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بِگڑنا	distruse	بِگڑنا	distruge	V;NFIN;ACT	V;IND;SG;3;PST;FIN
بل	sacrificiu	بل	sacrificiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بل	curl	بل	curle	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بل	suport	بل	suport	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بل	sprijin	بل	sprijin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بل	ajutor	بل	ajutor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بل	sacrificiu	بل	sacrificiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بل	twist	بل	twist	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بل	escroc	بل	escroc	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بل	curl	بل	curle	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بل	suport	بل	suport	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بل	sprijin	بل	sprijin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بل	power	بل	power	N;NOM;MASC;SG;3	N
بل	ajutor	بل	ajutor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بِل	hole	بِل	hol		
بلاخیز	tumultoase	بلاخیز	tumultos	ADJ	ADJ;INDF;FEM;PL
بلاخیز	turbulentă	بلاخیز	turbulentă	ADJ	ADJ;INDF;FEM;SG
بلازدہ/نصیب	nefericit	بلازدہ/نصیب	nefericit	ADJ	ADJ;INDF;MASC;SG
بِلاپ	jale	بِلاپ	jale		
بُلانا	invita	بُلانا	invita	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بُلانا	invită	بُلانا	invita	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بُلانا	sună	بُلانا	suna	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بُلانا	suna	بُلانا	suna	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بلغمی	umed	بلغمی	umed	ADJ	ADJ;INDF;MASC;SG
بلغمی	umedă	بلغمی	umed	ADJ	ADJ;INDF;FEM;SG
بِلک	jale	بِلک	jale		
بلم	sot	بلم	sot		
بلنا	arde	بل	arde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بلنا	întoarce	بل	întoarce	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بلند	înaltă	بلند	înalt	ADJ	ADJ;INDF;FEM;SG
بلند	inalta	بلند	inalta	ADJ	ADJ;DEF;FEM;SG
بلند	crescută	بلند	crescut	ADJ	ADJ;INDF;FEM;SG
بلند	ridicată	بلند	ridicat	ADJ	ADJ;INDF;FEM;SG
بلند	crescut	بلند	crescut	ADJ	ADJ;INDF;MASC;SG
بلند	înalt	بلند	înalt	ADJ	ADJ;INDF;MASC;SG
بلند	înaltă	بلند	înalt	ADJ	ADJ;INDF;FEM;SG
بلند	inalt	بلند	inalt	ADJ	ADJ;INDF;MASC;SG
بلند	inalta	بلند	inalta	ADJ	ADJ;DEF;FEM;SG
بلند	exaltat	بلند	exalta	ADJ	ADJ;INDF;MASC;SG
بلند	sublim	بلند	sublim	ADJ	ADJ;INDF;MASC;SG
بلوان	strong	بلوان	strong		
بلی	sacrificiu	بلی	sacrificiu	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بم	zgomot	بم	zgomot	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بم	bambus	بم	bambus	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بم	protest	بم	protest	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بمباری	bombardament	بمباری	bombardament	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بمباری	bombardament	بمباری	bombardament	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بمبُوق	prostie	بمبُوق	prostie	N	N;INDF;FEM;SG
بِن	fiule	بِن	fiu		
بِن	fara	بِن	fară		
بُن	sfarsit	بُن	sfarsi		
بنا	făcut	بنا	face	V;ACT	V;MASC;SG;V.PTCP
بنا	stabiliți	بنا	stabili	V;ACT	V;IND;PL;2;IPFV;FIN
بنانا	decora	بنا	decora	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بنانا	reconcilia	بنا	reconcilie	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بنانا	efectuează	بنا	efectua	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بنانا	efectua	بنا	efectua	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بنانا	inventează	بنا	inventa	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بنانا	inventa	بنا	inventa	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بنانا	creează	بنا	crea	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بنانا	repara	بنا	repara	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بنانا	construiește	بنا	construi	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بنانا	ajustează	بنا	ajusta	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بنانا	ajusta	بنا	ajusta	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بنانا	decora	بنا	decora	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بنانا	reconcilia	بنا	reconcilie	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بنانا	efectuează	بنا	efectua	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بنانا	efectua	بنا	efectua	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بنانا	construieste	بنا	construi	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بنانا	construi	بنا	construi	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بنانا	face	بنا	face	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بنانا	inventează	بنا	inventa	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بنانا	inventa	بنا	inventa	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بنانا	creează	بنا	crea	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بنانا	repara	بنا	repara	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بنانا	construiește	بنا	construi	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بنانا	ajustează	بنا	ajusta	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بنانا	ajusta	بنا	ajusta	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بناوٹ	artificiu	بناوٹ	artificiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بناوٹ	sham	بناوٹ	sham	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بناوٹ	aspect	بناوٹ	aspect	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بناوٹ	artificiu	بناوٹ	artificiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بناوٹ	sham	بناوٹ	sham	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بناوٹ	aspect	بناوٹ	aspect	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بنایا	făcut	بنا	face	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
بنٹ	share	بنٹ	share		
بنٹانا	distribuie	بنٹا	distribui	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بنٹانا	divide	بنٹا	divid	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بند	comune	بند	comun	ADJ	ADJ;INDF;FEM;PL
بند	comune	بند	comun	ADJ	ADJ;INDF;FEM;PL
بند	inchis	بند	inchis	ADJ	ADJ;INDF;MASC;SG
بند	închisă	بند	închide	ADJ	ADJ;INDF;FEM;SG
بند	închis	بند	închis	ADJ	ADJ;INDF;MASC;SG
بندگی	serviciu	بندگی	serviciu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندگی	service	بندگی	servic	N;NOM;MASC;SG;3	N;INDF;FEM;SG
بندگی	devotament	بندگی	devotament	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندگی	compliment	بندگی	compliment	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندگی	cult	بندگی	cult	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندن	laude	بندن	laudă		
بندوبست	ordin	بندوبست	ordin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندوبست	sistem	بندوبست	sistem	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندوبست	management	بندوبست	management	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندوبست	aranjament	بندوبست	aranjament	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندوبست	regulament	بندوبست	regulament	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندوبست	plan	بندوبست	plan	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندوبست	ordin	بندوبست	ordin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندوبست	sistem	بندوبست	sistem	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندوبست	management	بندوبست	management	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندوبست	aranjament	بندوبست	aranjament	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندوبست	regulament	بندوبست	regulament	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندوبست	plan	بندوبست	plan	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بندی	sclavă	بندی	sclavă	ADJ	ADJ;INDF;FEM;SG
بندی	legată	بندی	lega	ADJ	ADJ;INDF;FEM;SG
بندی	legat	بندی	lega	ADJ	ADJ;INDF;MASC;SG
بنک	bank	بنک	bank	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بِنکا	tinichea	بِنکا	tinichea		
بنکارنا	striga	بنکار	striga	V;NFIN	V;IND;SG;3;IPFV;FIN
بنکارنا	strigă	بنکار	striga	V;NFIN	V;IND;SG;3;PST;FIN
بنکارنا	striga	بنکار	striga	V;NFIN	V;IND;SG;3;IPFV;FIN
بنکارنا	strigă	بنکار	striga	V;NFIN	V;IND;SG;3;PST;FIN
بُنیادی	fundamentală	بُنیادی	fundamental	ADJ	ADJ;INDF;FEM;SG
بُنیادی	fundamentale	بُنیادی	fundamental	ADJ	ADJ;INDF;FEM;PL
بُنیادی	fundamental	بُنیادی	fundamental	ADJ	ADJ;INDF;MASC;SG
بُنیادی	primare	بُنیادی	primar	ADJ	ADJ;INDF;FEM;PL
بُنیادی	primară	بُنیادی	primar	ADJ	ADJ;INDF;FEM;SG
بوتل	flacon	بوتل	flacon	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بوٹ	vas	بوٹ	vas	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بوٹ	recipient	بوٹ	recipient	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بُوجھ	ghici	بُوجھ	ghic		
بوجھ	trageți	بوجھ	trage	V;ACT	V;IND;PL;2;PRS;FIN
بوجھ	împachetează	بوجھ	împacheta	V;ACT	V;IND;3;PRS;FIN
بوجھ	încarcă	بوجھ	încărca	V;ACT	V;IND;3;PRS;FIN
بوجھ	trageți	بوجھ	trage	V;ACT	V;IND;PL;2;PRS;FIN
بوجھ	împachetează	بوجھ	împacheta	V;ACT	V;IND;3;PRS;FIN
بوجھ	încarcă	بوجھ	încărca	V;ACT	V;IND;3;PRS;FIN
بودا	moale	بودا	moale		
بُورنا	presară	بُور	presar	V;NFIN;ACT	V;IND;SG;3;PST;FIN
بُوڑنا	îneacă	بُوڑ	îneca	V;NFIN;ACT	V;IND;3;PRS;FIN
بُوڑنا	îneca	بُوڑ	îneca	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بوسیدہ	dărăpănată	بوسیدہ	dărăpănat	ADJ	ADJ;INDF;FEM;SG
بوسیدہ	putredă	بوسیدہ	putred	ADJ	ADJ;INDF;FEM;SG
بوسیدہ	putrezit	بوسیدہ	putrezit	ADJ	ADJ;INDF;MASC;SG
بوسیدہ	putred	بوسیدہ	putred	ADJ	ADJ;INDF;MASC;SG
بوسیدہ	dărăpănată	بوسیدہ	dărăpănat	ADJ	ADJ;INDF;FEM;SG
بول	promit	بول	promite	V;ACT	V;IND;SG;3;PRS;FIN
بول	promite	بول	promite	V;ACT	V;IND;SG;3;PRS;FIN
بول	vorbim	بول	vorbi	V;ACT	V;IND;PL;1;PRS;FIN
بولتا	vorbind	بول	vorbi	V;IPFV;MASC;SG;V.PTCP;ACT	V;V.MSDR
بولتا	trăiască	بول	trăi	V;IPFV;MASC;SG;V.PTCP;ACT	V;SBJV;3;PRS;FIN
بولنا	pronunță	بول	pronunța	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بِہ	păi	بِہ	păi		
بہا	plutind	بہ	pluti	V;PFV;SG;V.PTCP;ACT	V;V.MSDR
بہا	derivă	بہ	deriv	V;PFV;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
بہانا	varsă	بہا	vărsa	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
بہانا	vărsa	بہا	vărsa	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
بہائو	potop	بہائو	potop		
بُہت	multi	بُہت	mult		
بُہت	much	بُہت	much		
بہتا	rulează	بہتا	rula	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
بہتا	alergând	بہتا	alerga	V;PFV;MASC;SG;V.PTCP;ACT	V;V.MSDR
بِہتر	superioare	بِہتر	superior		
بِہری	abonament	بِہری	abonament	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بِہشتی	binecuvântat	بِہشتی	binecuvântat	ADJ	ADJ;INDF;MASC;SG
بِہشتی	binecuvântată	بِہشتی	binecuvântat	ADJ	ADJ;INDF;FEM;SG
بہکانا	incita	بہکا	incita	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
بہکانا	seduce	بہکا	seduce	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
بہلانا	amuza	بہلانا	amuza	V;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
بہلانا	amuză	بہلانا	amuza	V;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
بہلانا	recrea	بہلانا	recreu	V;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
بہم	împreuna	بہم	împreuna		
بہم	impreuna	بہم	impreuna		
بہنا	derivă	بہ	deriv	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
بہنا	deriva	بہ	deriva	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
بہنا	topi	بہ	topi	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
بہنا	derivă	بہ	deriv	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
بہنا	deriva	بہ	deriva	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
بہنا	topi	بہ	topi	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
بہیمانہ	brutală	بہیمانہ	brutal	ADJ	ADJ;INDF;FEM;SG
بے	fara	بے	fară		
بیار	vant	بیار	vant		
بیاض	albi	بیاض	alb		
بیان	cont	بیان	cont	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بِیتنا	trece	بِیتنا	trece	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
بِیتنا	pasă	بِیتنا	pasa	V;NFIN;ACT	V;IND;SG;3;PST;FIN
بیٹا	băiat	بیٹا	băiat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بیٹا	baiat	بیٹا	baiat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بیٹا	copil	بیٹا	copil	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بیٹا	băiat	بیٹا	băiat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بیٹا	baiat	بیٹا	baiat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بیٹا	fiu	بیٹا	fiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بیٹا	copil	بیٹا	copil	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بَیٹھنا	scade	بَیٹھ	scădea	V;NFIN	V;IND;SG;3;PRS;FIN
بَیٹھنا	cazi	بَیٹھ	cădea	V;NFIN	V;IND;SG;2;PRS;FIN
بَیٹھنا	cădea	بَیٹھ	cădea	V;NFIN	V;IND;SG;3;IPFV;FIN
بیچنا	vand	بیچ	vand		
بیچنا	vind	بیچ	vinde		
بیخ	neam	بیخ	neam	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بیخ	root	بیخ	root	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بید	cane	بید	cane		
بیدار	vigilent	بیدار	vigilent	ADJ	ADJ;INDF;MASC;SG
بیدار	treaz	بیدار	treaz	ADJ	ADJ;INDF;MASC;SG
بیدار	trează	بیدار	treaz	ADJ	ADJ;INDF;FEM;SG
بیدار	trezit	بیدار	trezi	ADJ	ADJ;INDF;MASC;SG
بیدارمغز	înțelept	بیدارمغز	înțelept	ADJ	ADJ;INDF;MASC;SG
بیدارمغز	inteligent	بیدارمغز	inteligent	ADJ	ADJ;INDF;MASC;SG
بیدارمغز	inteligentă	بیدارمغز	inteligent	ADJ	ADJ;INDF;FEM;SG
بِیر	frate	بِیر	frate		
بِیرن	frate	بِیرن	frate		
بیرون	fara	بیرون	fară		
بیرون	out	بیرون	out		
بیرونی	aparentă	بیرونی	aparent	ADJ	ADJ;INDF;FEM;SG
بیرونی	extern	بیرونی	extern	ADJ	ADJ;INDF;MASC;SG
بیرونی	externe	بیرونی	extern	ADJ	ADJ;INDF;FEM;PL
بیرونی	externi	بیرونی	extern	ADJ	ADJ;INDF;MASC;PL
بیرونی	externă	بیرونی	extern	ADJ	ADJ;INDF;FEM;SG
بیرونی	exterioare	بیرونی	exterior	ADJ	ADJ;INDF;FEM;PL
بیرونی	străine	بیرونی	străin	ADJ	ADJ;INDF;FEM;PL
بیرونی	strain	بیرونی	strain	ADJ	ADJ;INDF;MASC;SG
بیرونی	străin	بیرونی	străin	ADJ	ADJ;INDF;MASC;SG
بیرونی	aparentă	بیرونی	aparent	ADJ	ADJ;INDF;FEM;SG
بیڑھنا	înconjoară	بیڑھ	înconjura	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
بیڑھنا	inconjoara	بیڑھ	inconjoară	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بیڑھنا	asedieze	بیڑھ	asedia	V;SG;NFIN;ACT	V;SBJV;3;PRS;FIN
بیڑھنا	învăluie	بیڑھ	învălui	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
بیزار	contrariat	بیزار	contraria	ADJ	ADJ;INDF;MASC;SG
بیزار	dezgustat	بیزار	dezgusta	ADJ	ADJ;INDF;MASC;SG
بیسیوں	scoruri	بیسی	scor	N;ACC;MASC;PL;3	N;INDF;FEM;PL
بیش	superioare	بیش	superior		
بیگانہ	străine	بیگانہ	străin	ADJ	ADJ;INDF;FEM;PL
بیگانہ	strain	بیگانہ	strain	ADJ	ADJ;INDF;MASC;SG
بیگانہ	străin	بیگانہ	străin	ADJ	ADJ;INDF;MASC;SG
بیگانہ	strain	بیگانہ	strain	ADJ	ADJ;INDF;MASC;SG
بیگانہ	străin	بیگانہ	străin	ADJ	ADJ;INDF;MASC;SG
بیگانہ	strain	بیگانہ	strain	ADJ	ADJ;INDF;MASC;SG
بیگانہ	străin	بیگانہ	străin	ADJ	ADJ;INDF;MASC;SG
بیگانہ	exotic	بیگانہ	exotic	ADJ	ADJ;INDF;MASC;SG
بیگانہ	exotice	بیگانہ	exotic	ADJ	ADJ;INDF;FEM;PL
بیگانہ	exotică	بیگانہ	exotic	ADJ	ADJ;INDF;FEM;SG
بیگانہ	străin	بیگانہ	străin	ADJ	ADJ;INDF;MASC;SG
بیگانہ	străine	بیگانہ	străin	ADJ	ADJ;INDF;FEM;PL
بیگانہ	strain	بیگانہ	strain	ADJ	ADJ;INDF;MASC;SG
بیگانہ	străin	بیگانہ	străin	ADJ	ADJ;INDF;MASC;SG
بیگانہ	strain	بیگانہ	strain	ADJ	ADJ;INDF;MASC;SG
بیگانہ	străin	بیگانہ	străin	ADJ	ADJ;INDF;MASC;SG
بیگانہ	strain	بیگانہ	strain	ADJ	ADJ;INDF;MASC;SG
بیگانہ	străin	بیگانہ	străin	ADJ	ADJ;INDF;MASC;SG
بیگانہ	exotic	بیگانہ	exotic	ADJ	ADJ;INDF;MASC;SG
بیگانہ	exotice	بیگانہ	exotic	ADJ	ADJ;INDF;FEM;PL
بیگانہ	exotică	بیگانہ	exotic	ADJ	ADJ;INDF;FEM;SG
دوربین	binoclu	دوربین	binoclu	N;NOM;FEM;SG;3	N;INDF;MASC;SG
دوربین	telescop	دوربین	telescop	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بِیننا	aduna	بِین	aduna	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بیہ	hole	بیہ	hol		
بیہودہ	absurdă	بیہودہ	absurd	ADJ	ADJ;INDF;FEM;SG
بیہودہ	obscen	بیہودہ	obscen	ADJ	ADJ;INDF;MASC;SG
بیہودہ	obscene	بیہودہ	obscen	ADJ	ADJ;INDF;FEM;PL
بیہودہ	imoral	بیہودہ	imoral	ADJ	ADJ;INDF;MASC;SG
بیہودہ	imorală	بیہودہ	imoral	ADJ	ADJ;INDF;FEM;SG
بیہودہ	indecentă	بیہودہ	indecent	ADJ	ADJ;INDF;FEM;SG
بیہودہ	indecente	بیہودہ	indecent	ADJ	ADJ;INDF;FEM;PL
بیہودہ	brută	بیہودہ	brut	ADJ	ADJ;INDF;FEM;SG
بیہودہ	brut	بیہودہ	brut	ADJ	ADJ;INDF;MASC;SG
بھاپ	abur	بھاپ	abur	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھات	zori	بھات	zori		
بھاجڑ	stampede	بھاجڑ	stampede		
بھاری	voluminoase	بھاری	voluminos	ADJ	ADJ;INDF;FEM;PL
بھاری	grasă	بھاری	gras	ADJ	ADJ;INDF;FEM;SG
بھاری	importante	بھاری	important	ADJ	ADJ;INDF;FEM;PL
بھاری	importanta	بھاری	important	ADJ	ADJ;DEF;FEM;SG
