and	ja	and	ja	CONJ	CONJ
happened	tapahtui	happen	tapahtua	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
danish	tanskalainen	danish	tanskalainen	ADJ	ADJ;NOM;SG
wants	tahtoo	want	tahtoa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
formula	formula	formula	formula	N;SG	N;NOM;SG
formula	kaavan	formula	kaata	N;SG	N;GEN;SG
formula	kaava	formula	kaava	N;SG	N;NOM;SG
formula	kaavaa	formula	kaavata	N;SG	N;PRT;SG
interior	sisustus	interior	sisustus	N;SG	N;NOM;SG
weather	sää	weather	sää	N;SG	N;NOM;SG
weather	keli	weather	keli	N;SG	N;NOM;SG
powerful	voimakasta	powerful	voimakas	ADJ	ADJ;PRT;SG
powerful	voimakkaita	powerful	voimakas	ADJ	ADJ;PRT;PL
powerful	voimakas	powerful	voimakas	ADJ	ADJ;NOM;SG
registered	rekisteröity	register	rekisteröidä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
registered	kirjattu	register	kirjata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
registered	rekisteröityä	register	rekisteröityä	V;PST;V.PTCP	V;PRT;SG;V.PTCP;PASS
registered	rekisteröidyt	register	rekisteröidä	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
publisher	kustantaja	publisher	kustantaja	N;SG	N;NOM;SG
publisher	julkaisija	publisher	julkaisija	N;SG	N;NOM;SG
sounds	kuulostaa	sound	kuulostaa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
approved	hyväksytty	approve	hyväksyä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
approved	hyväksyttiin	approve	hyväksyä	V;PST;V.PTCP	V;IND;PST;FIN;PASS
approved	hyväksynyt	approve	hyväksyä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
approved	hyväksytyt	approve	hyväksyä	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
achieved	saavutetut	achieve	saavuttaa	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
achieved	saavutettiin	achieve	saavuttaa	V;PST;V.PTCP	V;IND;PST;FIN;PASS
achieved	saavutettu	achieve	saavuttaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
fund	rahaston	fund	rahasto	N;SG	N;GEN;SG
fund	rahasto	fund	rahasto	N;SG	N;NOM;SG
athletes	urheilijoita	athlete	urheilija	N;PL	N;PRT;PL
athletes	urheilijat	athlete	urheilija	N;PL	N;NOM;PL
bird	lintu	bird	lintu	N;SG	N;NOM;SG
bird	linnun	bird	lintu	N;SG	N;GEN;SG
audio	ääntä	audio	ääni	N;SG	N;PRT;SG
audio	ääni	audio	ääni	N;SG	N;NOM;SG
cat	kissa	cat	kissa	N;SG	N;NOM;SG
cat	kissaa	cat	kissaa	N;SG	N;PRT;SG
cat	kissan	cat	kissa	N;SG	N;GEN;SG
bureau	työvaliokunta	bureau	työ#valio#kunta	N;SG	N;NOM;SG
bureau	puhemiehistö	bureau	puhe#miehistö	N;SG	N;NOM;SG
centuries	vuosisatojen	century	vuosi#sata	N;PL	N;GEN;PL
centuries	vuosisatoja	century	vuosi#sata	N;PL	N;PRT;PL
valid	pätevä	valid	pätevä	ADJ	ADJ;NOM;SG
valid	kelvollinen	valid	kelvollinen	ADJ	ADJ;NOM;SG
chemical	kemiallinen	chemical	kemiallinen	ADJ	ADJ;NOM;SG
chemical	kemialliset	chemical	kemiallinen	ADJ	ADJ;NOM;PL
items	erät	item	erä	N;PL	N;NOM;PL
items	kohdat	item	kohta	N;PL	N;NOM;PL
items	kohteita	item	kohde	N;PL	N;PRT;PL
items	kohteet	item	kohde	N;PL	N;NOM;PL
lane	lanen	lane	lani	N;SG	N;GEN;SG
lane	lane	lane	lane	N;SG	N;NOM;SG
holding	holding	holding	holding	N;SG	N;NOM;SG
counties	maakunnat	county	maa#kunta	N;PL	N;NOM;PL
counties	läänit	county	lääni	N;PL	N;NOM;PL
update	päivitys	update	päivitys	N;SG	N;NOM;SG
speak	puhua	speak	puhua	V;IMP;FIN	V;SG;NFIN;ACT
speak	puhu	speak	puhua	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
finding	löytäminen	finding	löytäminen	N;SG	N;NOM;SG
domestic	kotimaiset	domestic	kotimainen	ADJ	ADJ;NOM;PL
domestic	kotimainen	domestic	koti#mainen	ADJ	ADJ;NOM;SG
false	väärä	false	väärä	ADJ	ADJ;NOM;SG
false	väärät	false	väärä	ADJ	ADJ;NOM;PL
ending	lopetus	end	lopetus	N;SG	N;NOM;SG
toward	kohti	toward	kohti	ADV	ADV
perform	suorita	perform	suorittaa	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
perform	suorittaa	perform	suorittaa	V;IMP;FIN	V;SG;NFIN;ACT
perform	esiintyä	perform	esiintyä	V;IMP;FIN	V;SG;NFIN;ACT
partner	osakas	partner	osakas	N;SG	N;NOM;SG
partner	kumppani	partner	kumppani	N;SG	N;NOM;SG
partner	kumppania	partner	kumppani	N;SG	N;PRT;SG
aviation	lentoliikenne	aviation	lento#liikenne	N;SG	N;NOM;SG
aviation	ilmailu	aviation	ilmailu	N;SG	N;NOM;SG
aviation	ilmailun	aviation	ilma#ilu	N;SG	N;GEN;SG
failure	epäonnistuminen	failure	epä#onnistuminen	N;SG	N;NOM;SG
strength	voima	strength	voima	N;SG	N;NOM;SG
strength	vahvuus	strength	vahvuus	N;SG	N;NOM;SG
strength	voimaa	strength	voima	N;SG	N;PRT;SG
knight	ratsu	knight	ratsu	N;SG	N;NOM;SG
knight	ritari	knight	ritari	N;SG	N;NOM;SG
nominations	ehdokkaat	nomination	ehdokas	N;PL	N;NOM;PL
nominations	nimitykset	nomination	nimitys	N;PL	N;NOM;PL
concern	huoli	concern	huoli	N;SG	N;NOM;SG
concern	huolenaihe	concern	huoli#aihe	N;SG	N;NOM;SG
keeping	pitäminen	keeping	pitäminen	N;SG	N;NOM;SG
recordings	tallenteita	recording	tallenne	N;PL	N;PRT;PL
functions	toiminnot	function	toiminto	N;PL	N;NOM;PL
calls	puhelut	call	puhelu	N;PL	N;NOM;PL
calls	puheluita	call	puhelu	N;PL	N;PRT;PL
criticism	kritiikki	criticism	kritiikki	N;SG	N;NOM;SG
criticism	arvostelua	criticism	arvostelu	N;SG	N;PRT;SG
criticism	arvostelu	criticism	arvostelu	N;SG	N;NOM;SG
criticism	arvostelun	criticism	arvostelu	N;SG	N;GEN;SG
criticism	kritiikkiä	criticism	kritiikki	N;SG	N;PRT;SG
magic	taikaa	magic	taikaa	N;SG	N;PRT;SG
magic	taikuutta	magic	taikuus	N;SG	N;PRT;SG
magic	taikuus	magic	taikuus	N;SG	N;NOM;SG
magic	taika	magic	taika	N;SG	N;NOM;SG
treaty	perustamissopimus	treaty	perustaa#sopimus	N;SG	N;NOM;SG
treaty	sopimus	treaty	sopimus	N;SG	N;NOM;SG
treaty	perustamissopimuksen	treaty	perustaa#sopimus	N;SG	N;GEN;SG
selection	valikoima	selection	valikoima	N;SG	N;NOM;SG
selection	valinta	selection	valinta	N;SG	N;NOM;SG
rear	taka	rear	taka	N;SG	N;NOM;SG
motor	moottori	motor	moottori	N;SG	N;NOM;SG
obtained	saadut	obtain	saada	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
obtained	saatu	obtain	saada	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
circuit	piiri	circuit	piiri	N;SG	N;NOM;SG
circuit	circuit	circuit	circuit	N;SG	N;NOM;SG
wish	toivottaa	wish	toivottaa	V;IND;PRS;FIN	V;IND;SG;2;PRS;FIN;ACT
compilation	kokoaminen	compilation	kokoaminen	N;SG	N;NOM;SG
compilation	kokoelma	compilation	kokoelma	N;SG	N;NOM;SG
islamic	islamilainen	islamic	islamilainen	ADJ	ADJ;NOM;SG
determined	määrätietoinen	determined	määrä#tietoinen	ADJ	ADJ;NOM;SG
determined	päättäväinen	determined	päättäväinen	ADJ	ADJ;NOM;SG
geography	maantiede	geography	maan#tiede	N;SG	N;NOM;SG
fuel	polttoaineen	fuel	poltto#aine	N;SG	N;GEN;SG
fuel	polttoaine	fuel	poltto	N;SG	N;NOM;SG
fuel	polttoainetta	fuel	poltto#aine	N;SG	N;PRT;SG
artillery	tykistö	artillery	tykistö	N;SG	N;NOM;SG
medieval	keskiaikainen	medieval	keski#aikainen	ADJ	ADJ;NOM;SG
locations	sijainnit	location	sijainti	N;PL	N;NOM;PL
inclusion	sisällyttäminen	inclusion	sisällyttäminen	N;SG	N;NOM;SG
inclusion	osallisuus	inclusion	osallisuus	N;SG	N;NOM;SG
inclusion	osallisuutta	inclusion	osallisuus	N;SG	N;PRT;SG
recognition	tunnustus	recognition	tunnustus	N;SG	N;NOM;SG
recognition	tunnustamista	recognition	tunnustaa	N;SG	N;PRT;SG
recognition	tunnustaminen	recognition	tunnustaminen	N;SG	N;NOM;SG
recognition	tunnustusta	recognition	tunnustus	N;SG	N;PRT;SG
northeast	koillis	northeast	koillis	N;SG	N;NOM;SG
northeast	koilliseen	northeast	koillinen	N;SG	N;IN+ALL;SG
chamber	jaosto	chamber	jaosto	N;SG	N;NOM;SG
chamber	kammio	chamber	kammio	N;SG	N;NOM;SG
chamber	kammion	chamber	kammio	N;SG	N;GEN;SG
moment	hetki	moment	hetki	N;SG	N;NOM;SG
succeeded	onnistui	succeed	onnistua	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
succeeded	onnistuivat	succeed	onnistua	V;PST;V.PTCP	V;IND;PL;3;PST;FIN;ACT
historian	historioitsija	historian	historioitsija	N;SG	N;NOM;SG
condition	ehto	condition	ehto	N;SG	N;NOM;SG
condition	edellytys	condition	edellytys	N;SG	N;NOM;SG
condition	kunto	condition	kunto	N;SG	N;NOM;SG
newspapers	sanomalehdet	newspaper	sanoma#lehti	N;PL	N;NOM;PL
newspapers	lehdet	newspaper	lehti	N;PL	N;NOM;PL
newspapers	sanomalehtiä	newspaper	sanoma#lehti	N;PL	N;PRT;PL
instance	oikeusasteen	instance	oikeus#aste	N;SG	N;GEN;SG
represent	edusta	represent	edu	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
watch	katso	watch	katsoa	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
protect	suojata	protect	suojata	V;IMP;FIN	V;SG;NFIN;ACT
protect	suojele	protect	suojella	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
protect	suojella	protect	suojella	V;IMP;FIN	V;SG;NFIN;ACT
protect	suojaa	protect	suoja	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
changing	muuttaminen	changing	muuttaminen	N;SG	N;NOM;SG
municipalities	kunnat	municipality	kunta	N;PL	N;NOM;PL
municipalities	kuntien	municipality	kunta	N;PL	N;GEN;PL
mix	sekoitus	mix	sekoitus	N;SG	N;NOM;SG
shift	vuoro	shift	vuoro	N;SG	N;NOM;SG
shared	jakanut	share	jakaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
shared	jakoi	share	jakaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
shared	jaettu	share	jakaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
shared	jaetut	share	jakaa	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
austrian	itävaltalainen	austrian	itä#valtalainen	ADJ	ADJ;NOM;SG
door	ovi	door	ovi	N;SG	N;NOM;SG
door	oven	door	ovi	N;SG	N;GEN;SG
investigation	tutkimus	investigation	tutkimus	N;SG	N;NOM;SG
investigation	tutkinta	investigation	tutkinta	N;SG	N;NOM;SG
institution	toimielin	institution	toimi#elin	N;SG	N;NOM;SG
institution	laitos	institution	laitos	N;SG	N;NOM;SG
institution	instituutio	institution	instituutio	N;SG	N;NOM;SG
princess	prinsessa	princess	prinsessa	N;SG	N;NOM;SG
trail	polkua	trail	polku	N;SG	N;PRT;SG
applications	sovellukset	application	sovellus	N;PL	N;NOM;PL
applications	hakemukset	application	hakemus	N;PL	N;NOM;PL
applications	sovellusten	application	soveltus	N;PL	N;GEN;PL
applications	sovelluksia	application	sovellus	N;PL	N;PRT;PL
hundred	sata	hundred	sata	NUM	NUM;NOM;SG
requirements	vaatimuksia	requirement	vaatimus	N;PL	N;PRT;PL
requirements	vaatimukset	requirement	vaatimus	N;PL	N;NOM;PL
talking	puhuu	talk	puhua	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
talking	puhuva	talk	puhua	V;V.MSDR	V;NOM;SG;V.PTCP;ACT
gray	harmaata	gray	harmaa	ADJ	ADJ;PRT;SG
gray	harmaa	gray	harmaa	ADJ	ADJ;NOM;SG
sector	sektori	sector	sektori	N;SG	N;NOM;SG
sector	toimiala	sector	toimi#ala	N;SG	N;NOM;SG
incorporated	sisällytetty	incorporate	sisällyttää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
escape	paeta	escape	paeta	V;IMP;FIN	V;SG;NFIN;ACT
orders	tilaukset	order	tilaus	N;PL	N;NOM;PL
orders	määräykset	order	määräys	N;PL	N;NOM;PL
orders	käskyjä	order	käsky	N;PL	N;PRT;PL
orders	tilauksia	order	tilaus	N;PL	N;PRT;PL
corner	kulmassa	corner	kulma	N;SG	N;IN+ESS;SG
corner	kulman	corner	kulma	N;SG	N;GEN;SG
corner	kulma	corner	kylmä	N;SG	N;NOM;SG
commissioned	tilasi	commission	tilata	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
subjects	aiheet	subject	aihe	N;PL	N;NOM;PL
subjects	aiheita	subject	aihe	N;PL	N;PRT;PL
subjects	kohteet	subject	kohde	N;PL	N;NOM;PL
temperature	lämpötila	temperature	lämmö#tila	N;SG	N;NOM;SG
settled	vakiintunut	settle	vakiintua	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
remember	muistakaa	remember	muistaa	V;IMP;FIN	V;IMP;PL;2;FIN;ACT
promote	markkinoida	promote	markkinoida	V;IMP;FIN	V;SG;NFIN;ACT
values	arvot	value	arvo	N;PL	N;NOM;PL
values	arvoja	value	arvo	N;PL	N;PRT;PL
spot	pilkku	spot	pilkku	N;SG	N;NOM;SG
spot	paikka	spot	paikka	N;SG	N;NOM;SG
spot	spot	spot	spot	N;SG	N;NOM;SG
progress	edistystä	progress	edistys	N;SG	N;PRT;SG
progress	edistyminen	progress	edistyminen	N;SG	N;NOM;SG
progress	edistys	progress	edistys	N;SG	N;NOM;SG
progress	progress	progress	progress	N;SG	N;NOM;SG
learn	oppia	learn	oppia	V;IMP;FIN	V;SG;NFIN;ACT
learn	opi	learn	oppia	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
planet	planeetta	planet	planeetta	N;SG	N;NOM;SG
planet	planeetan	planet	planeetta	N;SG	N;GEN;SG
occupied	varattu	occupy	varata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
usage	käyttö	usage	käyttö	N;SG	N;NOM;SG
refused	evätty	refuse	evätä	V;IND;PST;FIN	V;NOM;SG;V.PTCP;PASS
refused	kieltäytyi	refuse	kieltäytyä	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
refused	kieltäytynyt	refuse	kieltäytyä	V;IND;PST;FIN	V;NOM;SG;V.PTCP;ACT
truth	totuuden	truth	totuus	N;SG	N;GEN;SG
truth	totuutta	truth	totuus	N;SG	N;PRT;SG
truth	totuus	truth	totuus	N;SG	N;NOM;SG
sufficient	riittävät	sufficient	riittävä	ADJ	ADJ;NOM;PL
sufficient	riittävä	sufficient	riittävä	ADJ	ADJ;NOM;SG
administrator	ylläpitäjä	administrator	ylläpitäjä	N;SG	N;NOM;SG
administrator	valvojan	administrator	valvoja	N;SG	N;GEN;SG
persons	henkilöitä	person	henkilö	N;PL	N;PRT;PL
persons	henkilöt	person	henkilö	N;PL	N;NOM;PL
persons	henkilöiden	person	henkilö	N;PL	N;GEN;PL
factory	tehtaan	factory	tehdas	N;SG	N;GEN;SG
factory	tehtaassa	factory	tehdas	N;SG	N;IN+ESS;SG
factory	tehdas	factory	tehdas	N;SG	N;NOM;SG
fought	taistellut	fight	taistella	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
fought	tais	fight	taitaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
fought	taisteli	fight	taistella	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
derived	johdettu	derive	johtaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
outstanding	erinomainen	outstanding	erinomainen	ADJ	ADJ;NOM;SG
magazines	lehtiä	magazine	lehti	N;PL	N;PRT;PL
magazines	lehdet	magazine	lehti	N;PL	N;NOM;PL
flow	virtaus	flow	virtaus	N;SG	N;NOM;SG
flow	virta	flow	virta	N;SG	N;NOM;SG
flow	virtaa	flow	virta	N;SG	N;PRT;SG
flow	virtauksen	flow	virtaus	N;SG	N;GEN;SG
attacked	hyökkäsi	attack	hyökätä	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
attacked	hyökätty	attack	hyökätä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
shape	muotoa	shape	muoto	N;SG	N;PRT;SG
shape	muotoon	shape	muoto	N;SG	N;IN+ALL;SG
shape	muodon	shape	muoto	N;SG	N;GEN;SG
shape	muoto	shape	muoto	N;SG	N;NOM;SG
creator	luoja	creator	luoja	N;SG	N;NOM;SG
requires	vaatii	require	vaatia	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
requires	edellyttää	require	edellyttää	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
option	vaihtoehto	option	vaihto#ehto	N;SG	N;NOM;SG
starts	alkaa	start	alkaa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
stands	seisoo	stand	seisoa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
carry	kanna	carry	kanna	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
establishment	toimipaikka	establishment	toimi#paikka	N;SG	N;NOM;SG
establishment	perustamista	establishment	perustaminen	N;SG	N;PRT;SG
establishment	perustaminen	establishment	perustaminen	N;SG	N;NOM;SG
selling	myyminen	sell	myyminen	N;SG	N;NOM;SG
causes	syyt	cause	syy	N;PL	N;NOM;PL
causes	syitä	cause	syy	N;PL	N;PRT;PL
budget	talousarvio	budget	talous#arvio	N;SG	N;NOM;SG
budget	talousarvion	budget	talous#arvio	N;SG	N;GEN;SG
budget	budjetti	budget	budjetti	N;SG	N;NOM;SG
battles	taistelut	battle	taistelu	N;PL	N;NOM;PL
sky	taivas	sky	taivas	N;SG	N;NOM;SG
sky	taivaan	sky	taivas	N;SG	N;GEN;SG
legend	legendan	legend	legenda	N;SG	N;GEN;SG
legend	taru	legend	taru	N;SG	N;NOM;SG
legend	legenda	legend	legenda	N;SG	N;NOM;SG
arrested	pidätetty	arrest	pidättää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
arrested	pidätettynä	arrest	pidättää	V;PST;V.PTCP	V;FRML;SG;V.PTCP;PASS
arrested	pidätettiin	arrest	pidättää	V;PST;V.PTCP	V;IND;PST;FIN;PASS
forum	foorumin	forum	foorumi	N;SG	N;GEN;SG
forum	foorumi	forum	foorumi	N;SG	N;NOM;SG
forum	forum	forum	forum	N;SG	N;NOM;SG
broke	hajosi	break	hajota	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
broke	rikkoi	break	rikkoa	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
broke	katkesi	break	katketa	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
strike	lakko	strike	lakko	N;SG	N;NOM;SG
injury	vaurio	injury	vaurio	N;SG	N;NOM;SG
injury	vahinko	injury	vahinko	N;SG	N;NOM;SG
injury	vahinkoa	injury	vahinko	N;SG	N;PRT;SG
injury	vamma	injury	vamma	N;SG	N;NOM;SG
converted	muunnettu	converted	muuntaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
violence	väkivalta	violence	väki#valta	N;SG	N;NOM;SG
violence	väkivaltaa	violence	väki#valta	N;SG	N;PRT;SG
significantly	merkittävästi	significantly	merkittävästi	ADV	ADV
significantly	merkitsevästi	significantly	merkitsevästi	ADV	ADV
significantly	huomattavasti	significantly	huomattavasti	ADV	ADV
statements	lausunnot	statement	lausunto	N;PL	N;NOM;PL
statements	lausuntoja	statement	lausunto	N;PL	N;PRT;PL
controlled	ohjattu	control	ohjata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
controlled	valvottu	control	valvoa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
controlled	hallittu	control	hallita	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
translated	käännetty	translate	kääntää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
papers	paperit	papers	paperi	N;PL	N;NOM;PL
detail	yksityiskohta	detail	yksityis#kohta	N;SG	N;NOM;SG
chapel	kappeli	chapel	kappeli	N;SG	N;NOM;SG
thousands	tuhannet	thousand	tuhat	N;PL	N;NOM;PL
banks	pankit	bank	pankki	N;PL	N;NOM;PL
banks	pankkien	bank	pankki	N;PL	N;GEN;PL
kings	kuninkaat	king	kuningas	N;PL	N;NOM;PL
kings	kuninkaita	king	kuningas	N;PL	N;PRT;PL
factor	tekijä	factor	tekijä	N;SG	N;NOM;SG
factor	tekijää	factor	tekijä	N;SG	N;PRT;SG
replace	korvata	replace	korvata	V;IMP;FIN	V;SG;NFIN;ACT
replace	korvaa	replace	korva	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
museums	museot	museum	museo	N;PL	N;NOM;PL
resistance	kestävyys	resistance	kestävyys	N;SG	N;NOM;SG
resistance	vastustus	resistance	vastustus	N;SG	N;NOM;SG
resistance	vastarinta	resistance	vasta#rinta	N;SG	N;NOM;SG
resistance	vastarinnan	resistance	vasta#rinta	N;SG	N;GEN;SG
resistance	vastarintaa	resistance	vastarinta	N;SG	N;PRT;SG
junction	risteys	junction	risteys	N;SG	N;NOM;SG
junction	risteykseen	junction	risteys	N;SG	N;IN+ALL;SG
engines	moottorit	engines	moottori	N;PL	N;NOM;PL
device	laite	device	laite	N;SG	N;NOM;SG
device	laitetta	device	laite	N;SG	N;PRT;SG
device	laitteen	device	laite	N;SG	N;GEN;SG
profit	voittoa	profit	voitto	N;SG	N;PRT;SG
profit	voitto	profit	voitto	N;SG	N;NOM;SG
profit	tuotto	profit	tuotto	N;SG	N;NOM;SG
dream	unta	dream	uni	N;SG	N;PRT;SG
dream	uni	dream	uni	N;SG	N;NOM;SG
dream	unelma	dream	unelma	N;SG	N;NOM;SG
enter	kirjoita	enter	kirja	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
twelve	kaksitoista	twelve	kaksi#toista	NUM	NUM;NOM;SG
typical	tyypillistä	typical	tyypillinen	ADJ	ADJ;PRT;SG
typical	tyypillisiä	typical	tyypillinen	ADJ	ADJ;PRT;PL
typical	tyypillinen	typical	tyypillinen	ADJ	ADJ;NOM;SG
skills	taitoja	skill	taito	N;PL	N;PRT;PL
skills	taidot	skill	taito	N;PL	N;NOM;PL
bought	osti	buy	ostaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
bought	ostettu	buy	ostaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
passenger	matkustaja	passenger	matkustaja	N;SG	N;NOM;SG
passenger	matkustajan	passenger	matkustaja	N;SG	N;GEN;SG
funding	rahoitus	funding	rahoitus	N;SG	N;NOM;SG
funding	rahoitusta	funding	rahoitus	N;SG	N;PRT;SG
agriculture	maatalous	agriculture	maa#talous	N;SG	N;NOM;SG
parent	emo	parent	emo	N;SG	N;NOM;SG
decades	vuosikymmeniä	decade	vuosikymmen	N;PL	N;PRT;PL
decades	vuosikymmenten	decade	vuosi#kymmen	N;PL	N;GEN;PL
decades	vuosikymmenien	decade	vuosikymmen	N;PL	N;GEN;PL
receiving	saava	receive	saada	V;V.MSDR	V;NOM;SG;V.PTCP;ACT
receiving	vastaanottavat	receive	vastaanottaa	V;V.MSDR	V;IND;PL;3;PRS;FIN;ACT
receiving	vastaanottava	receive	vastaanottaa	V;V.MSDR	V;NOM;SG;V.PTCP;ACT
signal	signaalin	signal	signaali	N;SG	N;GEN;SG
signal	signaali	signal	signaali	N;SG	N;NOM;SG
reform	uudistaminen	reform	uudistaminen	N;SG	N;NOM;SG
reform	uudistus	reform	uudistus	N;SG	N;NOM;SG
reform	uudistuksen	reform	uudistus	N;SG	N;GEN;SG
organisation	organisaation	organisation	organisaatio	N;SG	N;GEN;SG
organisation	järjestö	organisation	järjestö	N;SG	N;NOM;SG
organisation	organisaatio	organisation	organisaatio	N;SG	N;NOM;SG
prix	prix	prix	prix	N;SG	N;NOM;SG
column	sarake	column	sarake	N;SG	N;NOM;SG
column	sarakkeessa	column	sarake	N;SG	N;IN+ESS;SG
managers	päälliköt	manager	päällikkö	N;PL	N;NOM;PL
managers	johtajat	manager	johtaja	N;PL	N;NOM;PL
qualified	pätevä	qualified	pätevä	ADJ	ADJ;NOM;SG
qualified	pätevää	qualified	pätevä	ADJ	ADJ;PRT;SG
amateur	amatööri	amateur	amatööri	N;SG	N;NOM;SG
obviously	ilmiselvästi	obviously	ilmiselvästi	ADV	ADV
obviously	selvästi	obviously	selvästi	ADV	ADV
obviously	ilmeisesti	obviously	ilmeisesti	ADV	ADV
flora	flora	flora	flora	N;SG	N;NOM;SG
gene	geeni	gene	geeni	N;SG	N;NOM;SG
soul	sielu	soul	sielu	N;SG	N;NOM;SG
soul	sielua	soul	sielu	N;SG	N;PRT;SG
soul	sielun	soul	sielu	N;SG	N;GEN;SG
discussions	keskusteluissa	discussion	keskustelu	N;PL	N;IN+ESS;PL
discussions	keskustelut	discussion	keskustelu	N;PL	N;NOM;PL
discussions	keskusteluja	discussion	keskustelu	N;PL	N;PRT;PL
turns	kääntyy	turn	kääntyä	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
entrance	sisäänkäynnin	entrance	sisään#käynti	N;SG	N;GEN;SG
entrance	sisäänpääsy	entrance	sisäänpääsy	N;SG	N;NOM;SG
entrance	sisäänkäynti	entrance	sisäänkäynti	N;SG	N;NOM;SG
path	polku	path	polku	N;SG	N;NOM;SG
path	polkua	path	polku	N;SG	N;PRT;SG
path	polun	path	polku	N;SG	N;GEN;SG
nice	mukavaa	nice	mukava	ADJ	ADJ;PRT;SG
nice	hienot	nice	hieno	ADJ	ADJ;NOM;PL
nice	hieno	nice	hieno	ADJ	ADJ;NOM;SG
nice	kiva	nice	kiva	ADJ	ADJ;NOM;SG
string	naru	string	naru	N;SG	N;NOM;SG
string	narua	string	naru	N;SG	N;PRT;SG
string	string	string	string	N;SG	N;NOM;SG
influenced	vaikuttivat	influence	vaikuttaa	V;PST;V.PTCP	V;IND;PL;3;PST;FIN;ACT
influenced	vaikutti	influence	vaikuttaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
influenced	vaikuttaneet	influence	vaikuttaa	V;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
influenced	vaikuttanut	influence	vaikuttaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
developing	kehittymässä	develop	kehittyä	V;V.MSDR	V;IN+ESS;SG;NFIN;ACT
developing	kehittää	develop	kehittää	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
developing	kehittyy	develop	kehittyä	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
developing	kehitetään	develop	kehittää	V;V.MSDR	V;IND;PRS;FIN;PASS
