процедура	procedimento	процедура	procedimento	N;INAN;NOM;FEM;SG	N;MASC;SG
изменилась	mudei	измениться	mudar	V;PFV;FEM;IND;SG;PST;FIN;MID	V;IND;SG;1;PST;FIN
долг	dever	долг	dever	N;INAN;NOM;MASC;SG	N;MASC;SG
долг	duty	долг	duty	N;INAN;NOM;MASC;SG	N;MASC;SG
долг	dívida	долг	dívida	N;INAN;NOM;MASC;SG	N;FEM;SG
ален	allen	ален	allen	N;ANIM;NOM;MASC;SG	N;MASC;SG
ален	alain	ален	alain	N;ANIM;NOM;MASC;SG	N;MASC;SG
колебаний	hesitações	колебание	hesitação	N;INAN;GEN;NEUT;PL	N;FEM;PL
бернар	bernard	бернар	bernard	N;ANIM;NOM;MASC;SG	N;MASC;SG
бернар	bernardo	бернар	bernardo	N;ANIM;NOM;MASC;SG	N;MASC;SG
беременности	gravidez	беременность	gravidez	N;INAN;NOM;FEM;SG	N;FEM;SG
беременности	gestação	беременность	gestação	N;INAN;NOM;FEM;SG	N;FEM;SG
равнины	planícies	равнина	planície	N;INAN;NOM;FEM;PL	N;FEM;PL
полезно	útil	полезный	útil	ADJ;NEUT;SG	ADJ;MASC;SG
полезно	útil	полезный	útil	ADJ;NEUT;SG	ADJ;MASC;SG
санчес	sanchez	санчес	sanchez	N;ANIM;NOM;MASC;SG	N;MASC;SG
санчес	sánchez	санчес	sánchez	N;ANIM;NOM;MASC;SG	N;MASC;SG
санчес	sánchez	санчес	sánchez	N;ANIM;NOM;MASC;SG	N;MASC;SG
гэри	gary	гэри	gary	N;ANIM;NOM;MASC;SG	N;MASC;SG
инфраструктура	infraestrutura	инфраструктура	infraestrutura	N;INAN;NOM;FEM;SG	N;FEM;SG
металл	metal	металл	metal	N;INAN;NOM;MASC;SG	N;MASC;SG
уход	carinho	уход	carinho	N;INAN;NOM;MASC;SG	N;MASC;SG
уход	cuidado	уход	cuidado	N;INAN;NOM;MASC;SG	N;MASC;SG
уход	care	уход	care	N;INAN;NOM;MASC;SG	N;MASC;SG
ребята	tipos	ребята	tipo	N;ANIM;NOM;NEUT;PL	N;MASC;PL
скалы	penhascos	скала	penhasco	N;INAN;NOM;FEM;PL	N;MASC;PL
скалы	falésias	скала	falésia	N;INAN;NOM;FEM;PL	N;FEM;PL
скалы	rochedos	скала	rochedo	N;INAN;NOM;FEM;PL	N;MASC;PL
скалы	pedras	скала	pedra	N;INAN;NOM;FEM;PL	N;FEM;PL
скалы	rochas	скала	rocha	N;INAN;NOM;FEM;PL	N;FEM;PL
романенко	romanenko	романенко	romanenko	N;ANIM;NOM;MASC;SG	N;MASC;SG
комиссара	comissária	комиссар	comissário	N;ANIM;ACC;MASC;SG	N;FEM;SG
комиссара	comissário	комиссар	comissário	N;ANIM;ACC;MASC;SG	N;MASC;SG
оскорбление	insulto	оскорбление	insulto	N;INAN;NOM;NEUT;SG	N;MASC;SG
оскорбление	insulto	оскорбление	insulto	N;INAN;NOM;NEUT;SG	N;MASC;SG
марс	marte	марс	marte	N;INAN;NOM;MASC;SG	N;MASC;SG
марс	mars	марс	mar	N;INAN;NOM;MASC;SG	N;MASC;SG
перечислены	enumerados	перечислить	enumerar	V;PFV;PL;PST;V.PTCP;PASS	V;MASC;PL;V.PTCP
перечислены	listados	перечислить	listar	V;PFV;PL;PST;V.PTCP;PASS	V;MASC;PL;V.PTCP
расти	enferrujado	расти	enferrujado	V;IPFV;NFIN;ACT	V;MASC;SG;V.PTCP
расти	enferrujada	расти	enferrujar	V;IPFV;NFIN;ACT	V;FEM;SG;V.PTCP
расти	crescer	расти	crescer	V;IPFV;NFIN;ACT	V;NFIN
расти	cresce	расти	crescer	V;IPFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
расти	crescem	расти	crescer	V;IPFV;NFIN;ACT	V;IND;PL;3;PRS;FIN
расти	cresçam	расти	crescer	V;IPFV;NFIN;ACT	V;SBJV;PL;3;PRS;FIN
расти	cresça	расти	cresco	V;IPFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
моды	mods	мода	mods	N;INAN;NOM;FEM;PL	N;MASC;PL
применить	aplicar	применить	aplicar	V;PFV;NFIN;ACT	V;NFIN
применить	aplique	применить	aplique	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
преподавания	ensino	преподавание	ensino	N;INAN;GEN;NEUT;SG	N;MASC;SG
сервера	servidor	сервер	servidor	N;INAN;NOM;MASC;SG	N;MASC;SG
сервера	server	сервер	server	N;INAN;NOM;MASC;SG	N;MASC;SG
зарегистрировано	registrada	регистрировать	registrar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
зарегистрировано	registada	регистрировать	registar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
зарегистрировано	registrado	регистрировать	registrar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
зарегистрировано	registado	регистрировать	registar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
рекомендую	recomendo	рекомендая	recomendar	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
рекомендую	recomendar	рекомендая	recomendar	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;NFIN
комбинации	combinações	комбинация	combinação	N;INAN;NOM;FEM;PL	N;FEM;PL
указатель	index	указатель	index	N;INAN;NOM;MASC;SG	N;MASC;SG
указатель	indice	указатель	indice	N;INAN;NOM;MASC;SG	N;MASC;SG
указатель	índice	указатель	índice	N;INAN;NOM;MASC;SG	N;MASC;SG
указатель	ponteiro	указатель	ponteiro	N;INAN;NOM;MASC;SG	N;MASC;SG
рог	corno	рог	corno	N;INAN;NOM;MASC;SG	N;MASC;SG
рог	horn	рог	horn	N;INAN;NOM;MASC;SG	N;MASC;SG
рог	chifre	рог	chifre	N;INAN;NOM;MASC;SG	N;MASC;SG
рог	buzina	рог	buzina	N;INAN;NOM;MASC;SG	N;FEM;SG
поместье	manor	поместье	grande	N;INAN;NOM;NEUT;SG	N;MASC;SG
поместье	mansão	поместье	mansão	N;INAN;NOM;NEUT;SG	N;FEM;SG
различие	distinção	различие	distinção	N;INAN;NOM;NEUT;SG	N;FEM;SG
различие	diferenca	различие	diferenca	N;INAN;NOM;NEUT;SG	N;FEM;SG
различие	diferença	различие	diferença	N;INAN;NOM;NEUT;SG	N;FEM;SG
зла	malvado	зло	malvado	N;INAN;GEN;NEUT;SG	N;MASC;SG
зла	evil	зло	evil	N;INAN;GEN;NEUT;SG	N;MASC;SG
зла	maldade	зло	maldade	N;INAN;GEN;NEUT;SG	N;FEM;SG
окружение	ambiente	окружение	ambiente	N;INAN;NOM;NEUT;SG	N;MASC;SG
адриан	adrien	адриан	adrienir	N;ANIM;NOM;MASC;SG	N;MASC;SG
адриан	adriano	адриан	adriano	N;ANIM;NOM;MASC;SG	N;MASC;SG
адриан	adrian	адриан	adrian	N;ANIM;NOM;MASC;SG	N;MASC;SG
порода	raça	порода	raça	N;INAN;NOM;FEM;SG	N;FEM;SG
порода	mestiço	порода	mestiço	N;INAN;NOM;FEM;SG	N;MASC;SG
альманах	almanaque	альманах	almanaque	N;INAN;NOM;MASC;SG	N;MASC;SG
хранение	posse	хранение	posse	N;INAN;NOM;NEUT;SG	N;FEM;SG
хранение	possessão	хранение	possessão	N;INAN;NOM;NEUT;SG	N;FEM;SG
хранение	armazenagem	хранение	armazenagem	N;INAN;NOM;NEUT;SG	N;FEM;SG
хранение	armazenamento	хранение	armazenamento	N;INAN;NOM;NEUT;SG	N;MASC;SG
возможен	possivel	возможный	possivel	ADJ;MASC;SG	ADJ;MASC;SG
возможен	possível	возможный	possível	ADJ;MASC;SG	ADJ;MASC;SG
жертву	sacrificio	жертва	sacrificio	N;INAN;ACC;FEM;SG	N;MASC;SG
жертву	sacrifício	жертва	sacrifício	N;INAN;ACC;FEM;SG	N;MASC;SG
коалиция	coligação	коалиция	coligação	N;INAN;NOM;FEM;SG	N;FEM;SG
коалиция	coalizão	коалиция	coalizão	N;INAN;NOM;FEM;SG	N;FEM;SG
спорить	discutindo	спорить	discutir	V;IPFV;NFIN;ACT	V;V.MSDR
спорить	argumentar	спорить	argumentar	V;IPFV;NFIN;ACT	V;NFIN
спорить	argumentando	спорить	argumentar	V;IPFV;NFIN;ACT	V;V.MSDR
правильное	correcta	правильный	correcto	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
правильное	correto	правильный	correto	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
исследовал	explorado	исследовать	explorar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
исследовал	explorada	исследовать	explorar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;V.PTCP
исследовал	pesquisado	исследовать	pesquisar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
исследовал	pesquisou	исследовать	pesquisar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
пропаганда	propaganda	пропаганда	propaganda	N;INAN;NOM;FEM;SG	N;FEM;SG
зубы	dentes	зуб	dente	N;INAN;NOM;MASC;PL	N;MASC;PL
треки	trilhas	трек	trilha	N;INAN;NOM;MASC;PL	N;FEM;PL
треки	trilhos	трек	trilho	N;INAN;NOM;MASC;PL	N;MASC;PL
треки	faixas	трек	faixa	N;INAN;NOM;MASC;PL	N;FEM;PL
опасаясь	temendo	опасаться	temer	V;IPFV;PRS;V.CVB;MID	V;V.MSDR
специализированных	especializados	специализировать	especializar	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;MASC;PL;V.PTCP
специализированных	especializados	специализировать	especializar	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;MASC;PL;V.PTCP
кучу	pilha	куча	pilha	N;INAN;ACC;FEM;SG	N;FEM;SG
ущелье	desfiladeiro	ущелье	desfiladeiro	N;INAN;NOM;NEUT;SG	N;MASC;SG
ущелье	ravina	ущелье	ravina	N;INAN;NOM;NEUT;SG	N;FEM;SG
доминик	dominick	доминик	dominick	N;ANIM;NOM;MASC;SG	N;MASC;SG
доминик	dominic	доминик	dominic	N;ANIM;NOM;MASC;SG	N;MASC;SG
доминик	dominique	доминик	dominicar	N;ANIM;NOM;MASC;SG	N;MASC;SG
доминик	dominik	доминик	dominik	N;ANIM;NOM;MASC;SG	N;MASC;SG
будапешт	budapeste	будапешт	budapeste	N;INAN;NOM;MASC;SG	N;MASC;SG
фактором	factor	фактор	factor	N;INAN;INS;MASC;SG	N;MASC;SG
фактором	fator	фактор	fator	N;INAN;INS;MASC;SG	N;MASC;SG
казимир	casimir	казимир	casimir	N;ANIM;NOM;MASC;SG	N;MASC;SG
животное	animal	животное	animal	N;ANIM;NOM;NEUT;SG	N;MASC;SG
тюрингия	turíngia	тюрингия	turíngia	N;INAN;NOM;FEM;SG	N;FEM;SG
дракона	dragão	дракон	dragão	N;ANIM;ACC;MASC;SG	N;MASC;SG
дракона	dragon	дракон	dragon	N;ANIM;ACC;MASC;SG	N;MASC;SG
углерода	carbono	углерод	carbono	N;INAN;GEN;MASC;SG	N;MASC;SG
свидетелей	testemunhas	свидетель	testemunha	N;ANIM;GEN;MASC;PL	N;FEM;PL
преодолеть	superado	преодолеть	superar	V;PFV;NFIN;ACT	V;MASC;SG;V.PTCP
преодолеть	superar	преодолеть	superar	V;PFV;NFIN;ACT	V;NFIN
преодолеть	ultrapassar	преодолеть	ultrapassar	V;PFV;NFIN;ACT	V;NFIN
усиление	reforço	усиление	reforço	N;INAN;NOM;NEUT;SG	N;MASC;SG
усиление	fortalecimento	усиление	fortalecimento	N;INAN;NOM;NEUT;SG	N;MASC;SG
усиление	reforço	усиление	reforço	N;INAN;NOM;NEUT;SG	N;MASC;SG
атаковали	atacaram	атаковать	atacar	V;IPFV;IND;PL;PST;FIN;ACT	V;IND;PL;3;FIN
атаковали	atacados	атаковать	atacar	V;IPFV;IND;PL;PST;FIN;ACT	V;MASC;PL;V.PTCP
легион	legião	легион	legião	N;INAN;NOM;MASC;SG	N;FEM;SG
дискография	discografia	дискография	discografia	N;INAN;NOM;FEM;SG	N;FEM;SG
взвод	squad	взвод	squad	N;INAN;NOM;MASC;SG	N;MASC;SG
взвод	pelotão	взвод	pelotão	N;INAN;NOM;MASC;SG	N;MASC;SG
взвод	esquadrão	взвод	esquadrão	N;INAN;NOM;MASC;SG	N;MASC;SG
взвод	pelotão	взвод	pelotão	N;INAN;NOM;MASC;SG	N;MASC;SG
точная	exata	точный	exato	ADJ;NOM;FEM;SG	ADJ;FEM;SG
гоголя	gogol	гоголь	gogol	N;ANIM;ACC;MASC;SG	N;MASC;SG
богатства	riquezas	богатство	riqueza	N;INAN;NOM;NEUT;PL	N;FEM;PL
богатства	riquezas	богатство	riqueza	N;INAN;NOM;NEUT;PL	N;FEM;PL
рейна	rayna	рейн	rayna	N;INAN;NOM;MASC;SG	N;FEM;SG
рейна	reno	рейн	reno	N;INAN;NOM;MASC;SG	N;MASC;SG
рейна	raina	рейн	raina	N;INAN;NOM;MASC;SG	N;FEM;SG
заключить	concluir	заключить	concluir	V;PFV;NFIN;ACT	V;NFIN
примечательно	notável	примечательный	notável	ADJ;NEUT;SG	ADJ;MASC;SG
организм	organismo	организм	organismo	N;INAN;NOM;MASC;SG	N;MASC;SG
обряд	rito	обряд	rito	N;INAN;NOM;MASC;SG	N;MASC;SG
личинки	vermes	личинка	vermes	N;ANIM;NOM;FEM;PL	N;MASC;PL
личинки	larvas	личинка	larva	N;ANIM;NOM;FEM;PL	N;FEM;PL
личинки	larvas	личинка	larva	N;ANIM;NOM;FEM;PL	N;FEM;PL
сообщается	denunciado	сообщать	denunciar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
сообщается	relatado	сообщать	relatar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
сообщается	denunciada	сообщать	denunciar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
панорама	panorama	панорам	panorama	N;INAN;NOM;FEM;SG	N;MASC;SG
исключить	excluir	исключить	excluir	V;PFV;NFIN;ACT	V;NFIN
исключить	excluem	исключить	excluir	V;PFV;NFIN;ACT	V;IND;PL;3;PRS;FIN
исключить	apagar	исключить	apagar	V;PFV;NFIN;ACT	V;NFIN
исключить	excluir	исключить	excluir	V;PFV;NFIN;ACT	V;NFIN
исключить	apaga	исключить	apagar	V;PFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
исключить	eliminar	исключить	eliminar	V;PFV;NFIN;ACT	V;NFIN
опер	óperas	опера	óperas	N;INAN;GEN;FEM;PL	N;FEM;PL
монахи	monges	монах	monge	N;ANIM;NOM;MASC;PL	N;MASC;PL
белок	proteína	белок	proteína	N;INAN;NOM;MASC;SG	N;FEM;SG
временный	temporário	временный	temporário	ADJ;NOM;MASC;SG	ADJ;MASC;SG
временный	temporária	временный	temporário	ADJ;NOM;MASC;SG	ADJ;FEM;SG
временный	temporário	временный	temporário	ADJ;NOM;MASC;SG	ADJ;MASC;SG
завершена	completou	завершить	completar	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
завершена	concluída	завершить	concluído	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
завершена	concluído	завершить	concluir	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
завершена	terminei	завершить	terminar	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;SG;1;PST;FIN
завершена	terminou	завершить	terminar	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
завершена	acabado	завершить	acabar	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
завершена	concluído	завершить	concluir	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
завершена	terminado	завершить	terminar	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
завершена	terminada	завершить	terminar	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
консульство	consulado	консульство	consulado	N;INAN;NOM;NEUT;SG	N;MASC;SG
кастро	castro	кастро	castro	N;ANIM;NOM;MASC;SG	N;MASC;SG
матрицы	matrizes	матрица	matriz	N;INAN;NOM;FEM;PL	N;FEM;PL
вызывать	invocar	вызывать	invocar	V;IPFV;NFIN;ACT	V;NFIN
вызывать	convoca	вызывать	convocar	V;IPFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
вызывать	convocar	вызывать	convocar	V;IPFV;NFIN;ACT	V;NFIN
упадок	declínio	упадок	declínio	N;INAN;NOM;MASC;SG	N;MASC;SG
взрослые	adultos	взрослый	adulto	N;ANIM;NOM;MASC;PL	N;MASC;PL
взрослые	adultos	взрослый	adulto	N;ANIM;NOM;MASC;PL	N;MASC;PL
медичи	médicis	медич	médicis	N;ANIM;NOM;FEM;SG	N;MASC;SG
медичи	medici	медич	medici	N;ANIM;NOM;FEM;SG	N;MASC;SG
медичи	médici	медич	médici	N;ANIM;NOM;FEM;SG	N;MASC;SG
исчезновения	sumiço	исчезновение	sumiço	N;INAN;GEN;NEUT;SG	N;MASC;SG
исчезновения	desaparecimento	исчезновение	desaparecimento	N;INAN;GEN;NEUT;SG	N;MASC;SG
знакомство	familiaridade	знакомство	familiaridade	N;INAN;NOM;NEUT;SG	N;FEM;SG
знакомство	familiaridade	знакомство	familiaridade	N;INAN;NOM;NEUT;SG	N;FEM;SG
иисус	jesus	иисус	jesus	N;ANIM;NOM;MASC;SG	N;MASC;SG
компонент	componente	компонент	componente	N;INAN;NOM;MASC;SG	N;MASC;SG
объяснил	explicado	объяснить	explicar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
объяснил	explicada	объяснить	explicar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;V.PTCP
объяснил	explicou	объяснить	explicar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
искренне	atenciosamente	искренне	atenciosamente	ADV	ADV
искренне	sinceramente	искренне	sinceramente	ADV	ADV
искренне	genuinamente	искренне	genuinamente	ADV	ADV
удобства	amenidades	удобство	amenidade	N;INAN;NOM;NEUT;PL	N;FEM;PL
вэй	wei	вэй	wair	N;INAN;NOM;MASC;SG	N;MASC;SG
хорхе	jorge	хорха	jorge	N;INAN;NOM;MASC;SG	N;MASC;SG
спутники	satélites	спутник	satélite	N;INAN;NOM;MASC;PL	N;MASC;PL
спутники	satélites	спутник	satélite	N;INAN;NOM;MASC;PL	N;MASC;PL
спутники	luas	спутник	lua	N;INAN;NOM;MASC;PL	N;FEM;PL
рон	roan	рон	roan	N;ANIM;NOM;MASC;SG	N;MASC;SG
рон	ron	рон	ron	N;ANIM;NOM;MASC;SG	N;MASC;SG
наблюдение	acompanhamento	наблюдение	acompanhamento	N;INAN;NOM;NEUT;SG	N;MASC;SG
наблюдение	monitorização	наблюдение	monitorização	N;INAN;NOM;NEUT;SG	N;FEM;SG
наблюдение	monitoramento	наблюдение	monitoramento	N;INAN;NOM;NEUT;SG	N;MASC;SG
наблюдение	observação	наблюдение	observação	N;INAN;NOM;NEUT;SG	N;FEM;SG
наблюдение	vigilância	наблюдение	vigilância	N;INAN;NOM;NEUT;SG	N;FEM;SG
деда	avô	дед	avô	N;ANIM;ACC;MASC;SG	N;MASC;SG
деда	vovô	дед	vovô	N;ANIM;ACC;MASC;SG	N;MASC;SG
деда	avô	дед	avô	N;ANIM;ACC;MASC;SG	N;MASC;SG
деда	vovô	дед	vovô	N;ANIM;ACC;MASC;SG	N;MASC;SG
деда	avo	дед	avo	N;ANIM;ACC;MASC;SG	N;MASC;SG
черепа	caveiras	череп	caveira	N;INAN;NOM;MASC;PL	N;FEM;PL
черепа	crânios	череп	crânios	N;INAN;NOM;MASC;PL	N;MASC;PL
герберт	herbert	герберт	herbert	N;ANIM;NOM;MASC;SG	N;MASC;SG
якоб	jacob	якоб	jacob	N;ANIM;NOM;MASC;SG	N;MASC;SG
якоб	jacó	якоб	jacó	N;ANIM;NOM;MASC;SG	N;MASC;SG
якоб	jakob	якоб	jakob	N;ANIM;NOM;MASC;SG	N;MASC;SG
словакия	eslováquia	словакия	eslováquia	N;INAN;NOM;FEM;SG	N;FEM;SG
женщину	mulher	женщина	mulher	N;ANIM;ACC;FEM;SG	N;FEM;SG
актер	ator	актер	ator	N;ANIM;NOM;MASC;SG	N;MASC;SG
актер	actor	актер	actor	N;ANIM;NOM;MASC;SG	N;MASC;SG
мальчиков	rapazes	мальчик	rapaz	N;ANIM;GEN;MASC;PL	N;MASC;PL
мальчиков	meninos	мальчик	menino	N;ANIM;GEN;MASC;PL	N;MASC;PL
мальчиков	garotos	мальчик	garoto	N;ANIM;GEN;MASC;PL	N;MASC;PL
костей	ossos	кость	osso	N;INAN;GEN;FEM;PL	N;MASC;PL
костей	espinhas	кость	espinha	N;INAN;GEN;FEM;PL	N;FEM;PL
парков	parques	парк	parque	N;INAN;GEN;MASC;PL	N;MASC;PL
сделки	transações	сделка	transação	N;INAN;NOM;FEM;PL	N;FEM;PL
сделки	operações	сделка	operação	N;INAN;NOM;FEM;PL	N;FEM;PL
сделки	transacções	сделка	transacção	N;INAN;NOM;FEM;PL	N;FEM;PL
сделки	promoções	сделка	promoção	N;INAN;NOM;FEM;PL	N;FEM;PL
сделки	ofertas	сделка	oferta	N;INAN;NOM;FEM;PL	N;FEM;PL
попробуйте	tentar	пробовать	tentar	V;PFV;IMP;PL;2;FIN;ACT	V;NFIN
избирательного	selectivo	избирательный	selectivo	ADJ;GEN;MASC;SG	ADJ;MASC;SG
избирательного	selectiva	избирательный	selectivo	ADJ;GEN;MASC;SG	ADJ;FEM;SG
девиз	mote	девиз	mote	N;INAN;NOM;MASC;SG	N;MASC;SG
девиз	lema	девиз	lema	N;INAN;NOM;MASC;SG	N;MASC;SG
девиз	slogan	девиз	slogan	N;INAN;NOM;MASC;SG	N;MASC;SG
николо	nicolò	николо	nicolò	N;ANIM;NOM;MASC;SG	N;MASC;SG
сек	sec	секунда	sec	N;INAN;NOM;FEM;SG	N;MASC;SG
салон	salão	салон	salão	N;INAN;NOM;MASC;SG	N;MASC;SG
частное	privada	частный	privado	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
частное	privado	частный	privado	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
риска	risco	риск	risco	N;INAN;GEN;MASC;SG	N;MASC;SG
зеркало	mirror	зеркало	mirror	N;INAN;NOM;NEUT;SG	N;MASC;SG
зеркало	espelho	зеркало	espelho	N;INAN;NOM;NEUT;SG	N;MASC;SG
беседы	conversas	беседа	conversa	N;INAN;NOM;FEM;PL	N;FEM;PL
беседы	entrevistas	беседа	entrevista	N;INAN;NOM;FEM;PL	N;FEM;PL
пересадка	transplante	пересадка	transplante	N;INAN;NOM;FEM;SG	N;MASC;SG
пересадка	transplantação	пересадка	transplantação	N;INAN;NOM;FEM;SG	N;FEM;SG
пересадка	transplante	пересадка	transplante	N;INAN;NOM;FEM;SG	N;MASC;SG
пересадка	transplantação	пересадка	transplantação	N;INAN;NOM;FEM;SG	N;FEM;SG
регулярный	regular	регулярный	regular	ADJ;NOM;MASC;SG	ADJ;MASC;SG
рассказать	conte	рассказать	conte	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
