catégorie	類別	catégorie	類別	N;FEM;SG	N
trésor	金庫	trésor	金庫	N;MASC;SG	N
trésor	財政	trésor	財政	N;MASC;SG	N
ruines	廢墟	ruine	廢墟	N;FEM;PL	N
ruines	遺址	ruine	遺址	N;FEM;PL	N
ruines	遺跡	ruine	遺跡	N;FEM;PL	N
technologies	技術	technologie	技術	N;FEM;PL	N
technologies	技術	technologie	技術	N;FEM;PL	N
technologies	科技	technologie	科技	N;FEM;PL	N
difficulté	困難	difficulté	困難	N;FEM;SG	N
difficulté	難度	difficulté	難度	N;FEM;SG	N
ombre	影	ombre	影	N;FEM;SG	N
ombre	影子	ombre	影子	N;FEM;SG	N
ombre	陰影	ombre	陰影	N;FEM;SG	N
ombre	陰影	ombre	陰影	N;FEM;SG	N
ombre	影	ombre	影	N;FEM;SG	N
ombre	影子	ombre	影子	N;FEM;SG	N
ombre	陰影	ombre	陰影	N;FEM;SG	N
ombre	暗影	ombre	暗影	N;FEM;SG	N
cousin	表姐	cousin	表姐	N;MASC;SG	N
cousin	表妹	cousin	表妹	N;MASC;SG	N
cousin	表弟	cousin	表弟	N;MASC;SG	N
cousin	表哥	cousin	表哥	N;MASC;SG	N
équipements	裝備	équipement	裝備	N;MASC;PL	N
équipements	設施	équipement	設施	N;MASC;PL	N
vapeur	蒸氣	vapeur	蒸氣	N;FEM;SG	N
vapeur	蒸汽	vapeur	蒸汽	N;FEM;SG	N
vapeur	蒸氣	vapeur	蒸氣	N;FEM;SG	N
vapeur	蒸汽	vapeur	蒸汽	N;FEM;SG	N
interview	面試	interview	面試	N;FEM;SG	N
colonnes	柱	colonne	柱	N;FEM;PL	N
colonnes	專欄	colonne	專欄	N;FEM;PL	N
colonnes	欄	colonne	欄	N;FEM;PL	N
colonnes	欄	colonne	欄	N;FEM;PL	N
pôle	竿	pôle	竿	N;MASC;SG	N
pôle	鋼管	pôle	鋼管	N;MASC;SG	N
attribué	指派	attribuer	指派	V;MASC;SG;PST;V.PTCP	V
attribué	授予	attribuer	授予	V;MASC;SG;PST;V.PTCP	V
rédacteur	作家	rédacteur	作家	N;MASC;SG	N
rédacteur	作者	rédacteur	作者	N;MASC;SG	N
rédacteur	編劇	rédacteur	編劇	N;MASC;SG	N
rédacteur	編輯	rédacteur	編輯	N;MASC;SG	N
historiens	歷史	historien	歷史	N;MASC;PL	N
garçon	男孩	garçon	男孩	N;MASC;SG	N
garçon	侍者	garçon	侍者	N;MASC;SG	N
western	西部	western	西部	N;MASC;SG	N
vérifier	驗證	vérifier	驗證	V;NFIN	V
vérifier	檢查	vérifier	檢查	V;NFIN	V
transmission	傳輸	transmission	傳輸	N;FEM;SG	N
soldat	戰士	soldat	戰士	N;MASC;SG	N
soldat	兵	soldat	兵	N;MASC;SG	N
soldat	士兵	soldat	士兵	N;MASC;SG	N
soldat	軍人	soldat	軍人	N;MASC;SG	N
option	選項	option	選項	N;FEM;SG	N
pluie	雨	pluie	雨	N;FEM;SG	N
pluie	下雨	pluie	下雨	N;FEM;SG	N
pluie	雨水	pluie	雨水	N;FEM;SG	N
commentaires	反饋	commentaire	反饋	N;MASC;PL	N
commentaires	意見	commentaire	意見	N;MASC;PL	N
touche	鑰匙	touche	鑰匙	N;FEM;SG	N
touche	鍵	touche	鍵	N;FEM;SG	N
touche	關鍵	touche	關鍵	N;FEM;SG	N
compétences	能力	compétence	能力	N;FEM;PL	N
compétences	技能	compétence	技能	N;FEM;PL	N
compétences	專長	compétence	專長	N;FEM;PL	N
compétences	技藝	compétence	技藝	N;FEM;PL	N
compétences	技巧	compétence	技巧	N;FEM;PL	N
compétences	技能	compétence	技能	N;FEM;PL	N
neveu	外甥	neveu	外甥	N;MASC;SG	N
neveu	侄子	neveu	侄子	N;MASC;SG	N
cinquante	五十	cinquante	五十	NUM	NUM
publicité	宣傳	publicité	宣傳	N;FEM;SG	N
publicité	廣告	publicité	廣告	N;FEM;SG	N
publicité	廣告	publicité	廣告	N;FEM;SG	N
souverain	尺子	souverain	尺子	N;MASC;SG	N
souverain	君主	souverain	君主	N;MASC;SG	N
souverain	主權	souverain	主權	N;MASC;SG	N
chronique	紀事	chronique	紀事	N;FEM;SG	N
chronique	柱	chronique	柱	N;FEM;SG	N
chronique	專欄	chronique	專欄	N;FEM;SG	N
chronique	欄	chronique	欄	N;FEM;SG	N
chronique	慢性	chronique	慢性	N;FEM;SG	N
arrivé	抵達	arriver	抵達	V;MASC;SG;PST;V.PTCP	V
arrivé	到	arriver	到	V;MASC;SG;PST;V.PTCP	V
échecs	象棋	échec	象棋	N;MASC;PL	N
échecs	西洋	échec	西洋	N;MASC;PL	N
palette	調色盤	palette	調色盤	N;FEM;SG	N
tramway	電車	tramway	電車	N;MASC;SG	N
tramway	電車	tramway	電車	N;MASC;SG	N
tramway	電車	tramway	電車	N;MASC;SG	N
peintres	畫家	peintre	畫家	N;MASC;PL	N
amie	朋友	amie	朋友	N;FEM;SG	N
amie	好友	amie	好友	N;FEM;SG	N
concentration	濃度	concentration	濃度	N;FEM;SG	N
intention	意圖	intention	意圖	N;FEM;SG	N
intention	意向	intention	意向	N;FEM;SG	N
intention	意圖	intention	意圖	N;FEM;SG	N
intention	意向	intention	意向	N;FEM;SG	N
nombres	數字	nombre	數字	N;MASC;PL	N
précision	精度	précision	精度	N;FEM;SG	N
précision	精准	précision	精准	N;FEM;SG	N
précision	精確	précision	精確	N;FEM;SG	N
précision	精密	précision	精密	N;FEM;SG	N
précision	精度	précision	精度	N;FEM;SG	N
passagers	乘客	passager	乘客	N;MASC;PL	N
passagers	旅客	passager	旅客	N;MASC;PL	N
passagers	乘客	passager	乘客	N;MASC;PL	N
passagers	旅客	passager	旅客	N;MASC;PL	N
degré	學位	degré	學位	N;MASC;SG	N
degré	度	degré	度	N;MASC;SG	N
degré	度	degré	度	N;MASC;SG	N
degré	程度	degré	程度	N;MASC;SG	N
degré	學位	degré	學位	N;MASC;SG	N
correspondance	書信	correspondance	書信	N;FEM;SG	N
organismes	生物	organisme	生物	N;MASC;PL	N
sauver	節省	sauver	節省	V;NFIN	V
juniors	初級	junior	初級	N;MASC;PL	N
juniors	少年	junior	少年	N;MASC;PL	N
visage	面部	visage	面部	N;MASC;SG	N
visage	臉	visage	臉	N;MASC;SG	N
visage	臉部	visage	臉部	N;MASC;SG	N
montrer	展示	montrer	展示	V;NFIN	V
montrer	顯示	montrer	顯示	V;NFIN	V
conférences	會議	conférence	會議	N;FEM;PL	N
conférences	講課	conférence	講課	N;FEM;PL	N
conférences	演講	conférence	演講	N;FEM;PL	N
réflexion	思考	réflexion	思考	N;FEM;SG	N
prononciation	讀音	prononciation	讀音	N;FEM;SG	N
actualité	新聞	actualité	新聞	N;FEM;SG	N
aube	天亮	aube	天亮	N;FEM;SG	N
logements	住宿	logement	住宿	N;MASC;PL	N
écrivains	作家	écrivain	作家	N;MASC;PL	N
écrivains	作者	écrivain	作者	N;MASC;PL	N
lacs	湖泊	lac	湖泊	N;MASC;PL	N
suprême	最高	suprême	最高	ADJ;MASC;SG	ADJ
autorisation	授權	autorisation	授權	N;FEM;SG	N
autorisation	授權	autorisation	授權	N;FEM;SG	N
échanges	交流	échange	交流	N;MASC;PL	N
échanges	貿易	échange	貿易	N;MASC;PL	N
sexe	性別	sexe	性別	N;MASC;SG	N
sexe	性別	sexe	性別	N;MASC;SG	N
sexe	性	sexe	性	N;MASC;SG	N
sexe	性	sexe	性	N;MASC;SG	N
sexe	性	sexe	性	N;MASC;SG	N
installations	設施	installation	設施	N;FEM;PL	N
installations	設施	installation	設施	N;FEM;PL	N
installations	裝置	installation	裝置	N;FEM;PL	N
travailleurs	工人	travailleur	工人	N;MASC;PL	N
norme	規範	norme	規範	N;FEM;SG	N
norme	標準	norme	標準	N;FEM;SG	N
appareils	相機	appareil	相機	N;MASC;PL	N
appareils	電器	appareil	電器	N;MASC;PL	N
appareils	裝置	appareil	裝置	N;MASC;PL	N
ordinateur	電腦	ordinateur	電腦	N;MASC;SG	N
repose	休息	reposer	休息	V;IND;SG;3;PRS;FIN	V
surprise	驚喜	surprise	驚喜	N;FEM;SG	N
surprise	驚奇	surprise	驚奇	N;FEM;SG	N
surprise	驚訝	surprise	驚訝	N;FEM;SG	N
surprise	驚	surprise	驚	N;FEM;SG	N
surprise	驚奇	surprise	驚奇	N;FEM;SG	N
efficace	高	efficace	高	ADJ;MASC;SG	ADJ
perdre	輸	perdre	輸	V;NFIN	V
votes	選票	vote	選票	N;MASC;PL	N
spectateurs	觀眾	spectateur	觀眾	N;MASC;PL	N
spectateurs	觀眾	spectateur	觀眾	N;MASC;PL	N
pavillon	旗幟	pavillon	旗幟	N;MASC;SG	N
pavillon	國旗	pavillon	國旗	N;MASC;SG	N
pavillon	旗	pavillon	旗	N;MASC;SG	N
pavillon	旗子	pavillon	旗子	N;MASC;SG	N
pavillon	館	pavillon	館	N;MASC;SG	N
tournois	錦標	tournoi	錦標	N;MASC;PL	N
tournois	錦標	tournoi	錦標	N;MASC;PL	N
gagné	賺取	gagner	賺取	V;MASC;SG;PST;V.PTCP	V
retirer	撤回	retirer	撤回	V;NFIN	V
retirer	收回	retirer	收回	V;NFIN	V
retirer	刪除	retirer	刪除	V;NFIN	V
retirer	移除	retirer	移除	V;NFIN	V
distinction	區分	distinction	區分	N;FEM;SG	N
distinction	區別	distinction	區別	N;FEM;SG	N
four	爐	four	爐	N;MASC;SG	N
four	火爐	four	火爐	N;MASC;SG	N
four	熔爐	four	熔爐	N;MASC;SG	N
four	窯	four	窯	N;MASC;SG	N
four	爐	four	爐	N;MASC;SG	N
four	烤爐	four	烤爐	N;MASC;SG	N
four	烤箱	four	烤箱	N;MASC;SG	N
autel	祭壇	autel	祭壇	N;MASC;SG	N
autel	壇	autel	壇	N;MASC;SG	N
autel	神社	autel	神社	N;MASC;SG	N
fournir	提供	fournir	提供	V;NFIN	V
propriétaires	業	propriétaire	業	N;MASC;PL	N
efforts	努力	effort	努力	N;MASC;PL	N
vacances	假期	vacance	假期	N;FEM;PL	N
vacances	假日	vacance	假日	N;FEM;PL	N
vacances	節假	vacance	節假	N;FEM;PL	N
vacances	節日	vacance	節日	N;FEM;PL	N
vacances	假期	vacance	假期	N;FEM;PL	N
vacances	假日	vacance	假日	N;FEM;PL	N
vacances	節日	vacance	節日	N;FEM;PL	N
plat	小菜	plat	小菜	N;MASC;SG	N
plat	菜	plat	菜	N;MASC;SG	N
plat	平面	plat	平面	N;MASC;SG	N
plat	公寓	plat	公寓	N;MASC;SG	N
choisir	選擇	choisir	選擇	V;NFIN	V
choisir	選取	choisir	選取	V;NFIN	V
choisir	選擇	choisir	選擇	V;NFIN	V
administrateurs	董事	administrateur	董事	N;MASC;PL	N
rarement	極少	rarement	極少	ADV	ADV
reliant	連結	relier	連結	V;PRS;V.PTCP	V
consensus	共識	consensus	共識	N;MASC;SG	N
troupe	劇團	troupe	劇團	N;FEM;SG	N
consulté	存取	consulter	存取	V;MASC;SG;PST;V.PTCP	V
clip	片段	clip	片段	N;MASC;SG	N
clip	剪輯	clip	剪輯	N;MASC;SG	N
clip	夾	clip	夾	N;MASC;SG	N
accéder	存取	accéder	存取	V;NFIN	V
navigation	導航	navigation	導航	N;FEM;SG	N
navigation	航行	navigation	航行	N;FEM;SG	N
navigation	導航	navigation	導航	N;FEM;SG	N
augmenter	增加	augmenter	增加	V;NFIN	V
augmenter	提高	augmenter	提高	V;NFIN	V
instant	時刻	instant	時刻	N;MASC;SG	N
instant	瞬間	instant	瞬間	N;MASC;SG	N
synthèse	合成	synthèse	合成	N;FEM;SG	N
voyages	旅行	voyage	旅行	N;MASC;PL	N
voyages	旅費	voyage	旅費	N;MASC;PL	N
voyages	旅遊	voyage	旅遊	N;MASC;PL	N
surveillance	監督	surveillance	監督	N;FEM;SG	N
surveillance	監管	surveillance	監管	N;FEM;SG	N
surveillance	督導	surveillance	督導	N;FEM;SG	N
surveillance	監督	surveillance	監督	N;FEM;SG	N
déplacement	位	déplacement	位	N;MASC;SG	N
différente	不同	différent	不同	ADJ;FEM;SG	ADJ
revenus	收入	revenu	收入	N;MASC;PL	N
revenus	收益	revenu	收益	N;MASC;PL	N
revenus	稅	revenu	稅	N;MASC;PL	N
revenus	收入	revenu	收入	N;MASC;PL	N
revenus	收入	revenu	收入	N;MASC;PL	N
désert	沙漠	désert	沙漠	N;MASC;SG	N
désert	荒漠	désert	荒漠	N;MASC;SG	N
musiques	音樂	musique	音樂	N;FEM;PL	N
naturels	天然	naturel	天然	ADJ;MASC;PL	ADJ
enseignant	老師	enseignant	老師	N;MASC;SG	N
enseignant	教師	enseignant	教師	N;MASC;SG	N
enseignant	教師	enseignant	教師	N;MASC;SG	N
signes	跡象	signe	跡象	N;MASC;PL	N
signes	標誌	signe	標誌	N;MASC;PL	N
dépôt	歸檔	dépôt	歸檔	N;MASC;SG	N
théologie	神學	théologie	神學	N;FEM;SG	N
froid	寒冷	froid	寒冷	ADJ;MASC;SG	ADJ
réputation	名譽	réputation	名譽	N;FEM;SG	N
réputation	聲譽	réputation	聲譽	N;FEM;SG	N
réputation	名聲	réputation	名聲	N;FEM;SG	N
réputation	信譽	réputation	信譽	N;FEM;SG	N
réputation	聲望	réputation	聲望	N;FEM;SG	N
fréquemment	常常	fréquemment	常常	ADV	ADV
fréquemment	經常	fréquemment	經常	ADV	ADV
ronde	輪	ronde	輪	N;FEM;SG	N
riches	豐富	riche	豐富	ADJ;MASC;PL	ADJ
riches	富裕	riche	富裕	ADJ;MASC;PL	ADJ
academy	學院	academy	學院	N;SG	N
apparence	外觀	apparence	外觀	N;FEM;SG	N
apparence	外表	apparence	外表	N;FEM;SG	N
apparence	外貌	apparence	外貌	N;FEM;SG	N
retrouvé	找到	retrouver	找到	V;MASC;SG;PST;V.PTCP	V
retrouvé	發現	retrouver	發現	V;MASC;SG;PST;V.PTCP	V
couche	層	couche	層	N;FEM;SG	N
couche	尿布	couche	尿布	N;FEM;SG	N
fortune	財富	fortune	財富	N;FEM;SG	N
line	線	line	線	N;SG	N
line	線路	line	線路	N;SG	N
master	主人	master	主人	N;MASC;SG	N
master	大師	master	大師	N;MASC;SG	N
master	師父	master	師父	N;MASC;SG	N
master	師傅	master	師傅	N;MASC;SG	N
mathématicien	數學	mathématicien	數學	N;MASC;SG	N
autonomie	自主	autonomie	自主	N;FEM;SG	N
autonomie	自主	autonomie	自主	N;FEM;SG	N
dragons	龍	dragon	龍	N;MASC;PL	N
dragons	神龍	dragon	神龍	N;MASC;PL	N
dragons	龍	dragon	龍	N;MASC;PL	N
numéros	數字	numéro	數字	N;MASC;PL	N
classés	排名	classer	排名	V;MASC;PL;PST;V.PTCP	V
veuve	寡婦	veuve	寡婦	N;FEM;SG	N
veuve	遺孀	veuve	遺孀	N;FEM;SG	N
veuve	寡婦	veuve	寡婦	N;FEM;SG	N
apporter	帶	apporter	帶	V;NFIN	V
programmation	程式	programmation	程式	N;FEM;SG	N
soins	護理	soin	護理	N;MASC;PL	N
soins	關心	soin	關心	N;MASC;PL	N
exercice	演習	exercice	演習	N;MASC;SG	N
exercice	鍛鍊	exercice	鍛鍊	N;MASC;SG	N
successivement	先後	successivement	先後	ADV	ADV
virus	病毒	virus	病毒	N;MASC;SG	N
virus	病毒	virus	病毒	N;MASC;SG	N
fermeture	拉鍊	fermeture	拉鍊	N;FEM;SG	N
fermeture	zip	fermeture	zip	N;FEM;SG	N
fermeture	拉鏈	fermeture	拉鏈	N;FEM;SG	N
fermeture	拉鍊	fermeture	拉鍊	N;FEM;SG	N
voile	航行	voile	航行	N;FEM;SG	N
voile	航行	voile	航行	N;FEM;SG	N
voile	帆船	voile	帆船	N;FEM;SG	N
voile	航海	voile	航海	N;FEM;SG	N
monarchie	君主	monarchie	君主	N;FEM;SG	N
monarchie	君主	monarchie	君主	N;FEM;SG	N
monarchie	君主	monarchie	君主	N;FEM;SG	N
soutenu	持續	soutenir	持續	V;MASC;SG;PST;V.PTCP	V
marchand	商人	marchand	商人	N;MASC;SG	N
marchand	商家	marchand	商家	N;MASC;SG	N
remarquable	傑出	remarquable	傑出	ADJ;MASC;SG	ADJ
assassinat	暗殺	assassinat	暗殺	N;MASC;SG	N
restaurant	飯店	restaurant	飯店	N;MASC;SG	N
restaurant	餐廳	restaurant	餐廳	N;MASC;SG	N
restaurant	餐館	restaurant	餐館	N;MASC;SG	N
abandonné	廢棄	abandonner	廢棄	V;MASC;SG;PST;V.PTCP	V
abandonné	遺棄	abandonner	遺棄	V;MASC;SG;PST;V.PTCP	V
tribu	部族	tribu	部族	N;FEM;SG	N
tribu	部落	tribu	部落	N;FEM;SG	N
rotation	輪值	rotation	輪值	N;FEM;SG	N
apporte	帶	apporter	帶	V;IND;SG;3;PRS;FIN	V
composés	化合	composer	化合	V;MASC;PL;PST;V.PTCP	V
attitude	態度	attitude	態度	N;FEM;SG	N
jugement	判決	jugement	判決	N;MASC;SG	N
jugement	判決	jugement	判決	N;MASC;SG	N
rayon	光束	rayon	光束	N;MASC;SG	N
rayon	半徑	rayon	半徑	N;MASC;SG	N
nécessité	需求	nécessité	需求	N;FEM;SG	N
nécessité	必要	nécessité	必要	N;FEM;SG	N
têtes	頭	tête	頭	N;FEM;PL	N
têtes	頭部	tête	頭部	N;FEM;PL	N
immeuble	大樓	immeuble	大樓	N;MASC;SG	N
immeuble	建築	immeuble	建築	N;MASC;SG	N
métal	金屬	métal	金屬	N;MASC;SG	N
facteur	郵差	facteur	郵差	N;MASC;SG	N
facteur	郵差	facteur	郵差	N;MASC;SG	N
facteur	因子	facteur	因子	N;MASC;SG	N
facteur	因數	facteur	因數	N;MASC;SG	N
matches	火柴	match	火柴	N;MASC;PL	N
fini	完成	finir	完成	V;MASC;SG;PST;V.PTCP	V
épée	劍	épée	劍	N;FEM;SG	N
épée	刀	épée	刀	N;FEM;SG	N
épée	劍	épée	劍	N;FEM;SG	N
épée	寶劍	épée	寶劍	N;FEM;SG	N
banlieue	郊外	banlieue	郊外	N;FEM;SG	N
banlieue	郊區	banlieue	郊區	N;FEM;SG	N
banlieue	郊區	banlieue	郊區	N;FEM;SG	N
banlieue	郊區	banlieue	郊區	N;FEM;SG	N
banlieue	郊區	banlieue	郊區	N;FEM;SG	N
protégée	保護	protéger	保護	V;FEM;SG;PST;V.PTCP	V
appartenait	屬	appartenir	屬	V;IND;SG;3;IPFV;FIN	V
courts	簡短	court	簡短	ADJ;MASC;PL	ADJ
pic	峰峰	pic	峰峰	N;MASC;SG	N
pic	山頂	pic	山頂	N;MASC;SG	N
voisins	鄰	voisin	鄰	N;MASC;PL	N
voisins	鄰居	voisin	鄰居	N;MASC;PL	N
voisins	鄰國	voisin	鄰國	N;MASC;PL	N
voisins	鄰居	voisin	鄰居	N;MASC;PL	N
fantasy	幻想	fantasy	幻想	N;MASC;SG	N
jouant	玩	jouer	玩	V;PRS;V.PTCP	V
jouant	播放	jouer	播放	V;PRS;V.PTCP	V
opposé	對立	opposer	對立	V;MASC;SG;PST;V.PTCP	V
progrès	進步	progrès	進步	N;MASC;SG	N
progrès	進度	progrès	進度	N;MASC;SG	N
métiers	行業	métier	行業	N;MASC;PL	N
soixante	六十	soixante	六十	NUM	NUM
tonnes	噸	tonne	噸	N;FEM;PL	N
tonnes	公噸	tonne	公噸	N;FEM;PL	N
tonnes	噸	tonne	噸	N;FEM;PL	N
tonnes	噸	tonne	噸	N;FEM;PL	N
poche	口袋	poche	口袋	N;FEM;SG	N
poche	袖珍	poche	袖珍	N;FEM;SG	N
poche	郵袋	poche	郵袋	N;FEM;SG	N
copie	拷貝	copie	拷貝	N;FEM;SG	N
intégré	嵌	intégrer	嵌	V;MASC;SG;PST;V.PTCP	V
carbone	碳	carbone	碳	N;MASC;SG	N
carbone	炭	carbone	炭	N;MASC;SG	N
modifié	修改	modifier	修改	V;MASC;SG;PST;V.PTCP	V
mâle	男性	mâle	男性	N;MASC;SG	N
mâle	男	mâle	男	N;MASC;SG	N
ouvrir	營業	ouvrir	營業	V;NFIN	V
ouvrir	開啟	ouvrir	開啟	V;NFIN	V
ouvrir	開放	ouvrir	開放	V;NFIN	V
pétrole	油	pétrole	油	N;MASC;SG	N
pétrole	石油	pétrole	石油	N;MASC;SG	N
pétrole	機油	pétrole	機油	N;MASC;SG	N
pétrole	石油	pétrole	石油	N;MASC;SG	N
cible	目標	cible	目標	N;FEM;SG	N
extra	額外	extra	額外	N;MASC;SG	N
morceau	曲目	morceau	曲目	N;MASC;SG	N
morceau	軌道	morceau	軌道	N;MASC;SG	N
morceau	軌跡	morceau	軌跡	N;MASC;SG	N
tenter	嘗試	tenter	嘗試	V;NFIN	V
tenter	企圖	tenter	企圖	V;NFIN	V
pyramide	金字	pyramide	金字	N;FEM;SG	N
nintendo	任天	nintendo	任天	N;MASC;SG	N
apprentissage	學徒	apprentissage	學徒	N;MASC;SG	N
apprentissage	學	apprentissage	學	N;MASC;SG	N
entraînement	培訓	entraînement	培訓	N;MASC;SG	N
entraînement	鍛鍊	entraînement	鍛鍊	N;MASC;SG	N
entraînement	健身	entraînement	健身	N;MASC;SG	N
arrête	停止	arrêter	停止	V;IND;SG;3;PRS;FIN	V
plaisir	樂趣	plaisir	樂趣	N;MASC;SG	N
époux	丈夫	époux	丈夫	N;MASC;SG	N
bateaux	船隻	bateau	船隻	N;MASC;PL	N
bateaux	艇	bateau	艇	N;MASC;PL	N
anime	動畫	anime	動畫	N;FEM;SG	N
présentant	引入	présenter	引入	V;PRS;V.PTCP	V
présentant	介紹	présenter	介紹	V;PRS;V.PTCP	V
présentant	呈現	présenter	呈現	V;PRS;V.PTCP	V
débats	辯論	débat	辯論	N;MASC;PL	N
moto	摩托	moto	摩托	N;FEM;SG	N
moto	摩托	moto	摩托	N;FEM;SG	N
moto	摩托	moto	摩托	N;FEM;SG	N
moto	機車	moto	機車	N;FEM;SG	N
moto	摩托	moto	摩托	N;FEM;SG	N
curé	祭司	curé	祭司	N;MASC;SG	N
tunnel	地道	tunnel	地道	N;MASC;SG	N
tunnel	隧道	tunnel	隧道	N;MASC;SG	N
échapper	逃離	échapper	逃離	V;NFIN	V
fenêtres	窗	fenêtre	窗	N;FEM;PL	N
fenêtres	窗戶	fenêtre	窗戶	N;FEM;PL	N
fenêtres	窗	fenêtre	窗	N;FEM;PL	N
mineur	礦	mineur	礦	N;MASC;SG	N
équilibre	平衡	équilibre	平衡	N;MASC;SG	N
équilibre	均衡	équilibre	均衡	N;MASC;SG	N
équilibre	平衡	équilibre	平衡	N;MASC;SG	N
équilibre	結餘	équilibre	結餘	N;MASC;SG	N
équilibre	均衡	équilibre	均衡	N;MASC;SG	N
équilibre	餘額	équilibre	餘額	N;MASC;SG	N
équilibre	平衡	équilibre	平衡	N;MASC;SG	N
équilibre	均衡	équilibre	均衡	N;MASC;SG	N
équilibre	平衡	équilibre	平衡	N;MASC;SG	N
équilibre	均衡	équilibre	均衡	N;MASC;SG	N
sanctuaire	神社	sanctuaire	神社	N;MASC;SG	N
illustrations	插圖	illustration	插圖	N;FEM;PL	N
erreurs	錯誤	erreur	錯誤	N;FEM;PL	N
erreurs	失誤	erreur	失誤	N;FEM;PL	N
erreurs	錯誤	erreur	錯誤	N;FEM;PL	N
paramètre	參數	paramètre	參數	N;MASC;SG	N
psychologie	心理	psychologie	心理	N;FEM;SG	N
psychologie	心理	psychologie	心理	N;FEM;SG	N
sel	食鹽	sel	食鹽	N;MASC;SG	N
sel	鹽	sel	鹽	N;MASC;SG	N
découvertes	發現	découvrir	發現	V;FEM;PL;PST;V.PTCP	V
découvertes	探索	découvrir	探索	V;FEM;PL;PST;V.PTCP	V
examen	考試	examen	考試	N;MASC;SG	N
examen	審查	examen	審查	N;MASC;SG	N
examen	考試	examen	考試	N;MASC;SG	N
héritage	遺產	héritage	遺產	N;MASC;SG	N
héritage	遺產	héritage	遺產	N;MASC;SG	N
héritage	遺產	héritage	遺產	N;MASC;SG	N
combattants	鬥士	combattant	鬥士	N;MASC;PL	N
théorème	定理	théorème	定理	N;MASC;SG	N
télé	電視	télé	電視	N;FEM;SG	N
télé	電視	télé	電視	N;FEM;SG	N
télé	電視	télé	電視	N;FEM;SG	N
expériences	試驗	expérience	試驗	N;FEM;PL	N
expériences	實驗	expérience	實驗	N;FEM;PL	N
expériences	經驗	expérience	經驗	N;FEM;PL	N
expériences	體驗	expérience	體驗	N;FEM;PL	N
expériences	體驗	expérience	體驗	N;FEM;PL	N
expériences	經驗	expérience	經驗	N;FEM;PL	N
concurrence	競爭	concurrence	競爭	N;FEM;SG	N
concurrence	競賽	concurrence	競賽	N;FEM;SG	N
potentiel	潛力	potentiel	潛力	N;MASC;SG	N
free	自由	free	自由	N;MASC;SG	N
free	免費	free	免費	N;MASC;SG	N
dialogue	對話	dialogue	對話	N;MASC;SG	N
dialogue	對話	dialogue	對話	N;MASC;SG	N
présidente	總統	président	總統	N;FEM;SG	N
présidente	主席	président	主席	N;FEM;SG	N
présidente	主席	président	主席	N;FEM;SG	N
grotte	洞穴	grotte	洞穴	N;FEM;SG	N
grotte	山洞	grotte	山洞	N;FEM;SG	N
grotte	山洞	grotte	山洞	N;FEM;SG	N
grotte	洞穴	grotte	洞穴	N;FEM;SG	N
pain	麵	pain	麵	N;MASC;SG	N
toit	屋頂	toit	屋頂	N;MASC;SG	N
entraineur	教練	entraîneur	教練	N;MASC;SG	N
réduction	折扣	réduction	折扣	N;FEM;SG	N
réduction	優惠	réduction	優惠	N;FEM;SG	N
réduction	折扣	réduction	折扣	N;FEM;SG	N
tension	電壓	tension	電壓	N;FEM;SG	N
chaînes	頻道	chaîne	頻道	N;FEM;PL	N
chaînes	渠道	chaîne	渠道	N;FEM;PL	N
chaînes	鎖鏈	chaîne	鎖鏈	N;FEM;PL	N
chaînes	鏈	chaîne	鏈	N;FEM;PL	N
chaînes	鏈	chaîne	鏈	N;FEM;PL	N
chaînes	鐵鍊	chaîne	鐵鍊	N;FEM;PL	N
chaînes	弦	chaîne	弦	N;FEM;PL	N
soumis	提交	soumettre	提交	V;MASC;SG;PST;V.PTCP	V
intégration	整合	intégration	整合	N;FEM;SG	N
rythme	韻律	rythme	韻律	N;MASC;SG	N
rythme	節奏	rythme	節奏	N;MASC;SG	N
arriver	抵達	arriver	抵達	V;NFIN	V
arriver	到	arriver	到	V;NFIN	V
arriver	抵達	arriver	抵達	V;NFIN	V
arriver	抵達	arriver	抵達	V;NFIN	V
arriver	到	arriver	到	V;NFIN	V
voulait	通緝	vouloir	通緝	V;IND;SG;3;IPFV;FIN	V
écart	偏差	écart	偏差	N;MASC;SG	N
écart	差異	écart	差異	N;MASC;SG	N
écart	間隙	écart	間隙	N;MASC;SG	N
écart	缺口	écart	缺口	N;MASC;SG	N
écart	差距	écart	差距	N;MASC;SG	N
rupture	分手	rupture	分手	N;FEM;SG	N
vague	浪潮	vague	浪潮	N;FEM;SG	N
vague	波	vague	波	N;FEM;SG	N
vague	波浪	vague	波浪	N;FEM;SG	N
décor	裝飾	décor	裝飾	N;MASC;SG	N
décor	裝飾	décor	裝飾	N;MASC;SG	N
signal	訊號	signal	訊號	N;MASC;SG	N
accords	協定	accord	協定	N;MASC;PL	N
accords	和弦	accord	和弦	N;MASC;PL	N
crédit	信用	crédit	信用	N;MASC;SG	N
crédit	信貸	crédit	信貸	N;MASC;SG	N
librairie	書店	librairie	書店	N;FEM;SG	N
librairie	圖書	librairie	圖書	N;FEM;SG	N
librairie	書店	librairie	書店	N;FEM;SG	N
audio	音訊	audio	音訊	N;MASC;SG	N
fuite	漏	fuite	漏	N;FEM;SG	N
fuite	越獄	fuite	越獄	N;FEM;SG	N
dôme	穹	dôme	穹	N;MASC;SG	N
dôme	圓頂	dôme	圓頂	N;MASC;SG	N
