και	e	και	e	CONJ	CONJ
μουσουλμάνους	musulmáns	μουσουλμάνος	musulmáns	N;ACC;MASC;PL	N
όραμα	visión	όραμα	visión	N;NOM;NEUT;SG	N
όραμα	vista	όραμα	vista	N;NOM;NEUT;SG	N
λογικό	razoable	λογικός	razoable	ADJ;NOM;NEUT;SG	ADJ
λογικό	razoábel	λογικός	razoábel	ADJ;NOM;NEUT;SG	ADJ
λεπτομέρεια	detalles	λεπτομέρεια	detalle	N;NOM;FEM;SG	N
ποικιλίες	variedades	ποικιλία	variedade	N;NOM;FEM;PL	N
ακούγεται	parece	ακούω	parecer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
ψυχής	alma	ψυχή	alma	N;GEN;FEM;SG	N
εμάς	nos	εγώ	nos	PRO;ACC;MASC;PL;1	PRO
εμπειρίες	experiencias	εμπειρία	experiencia	N;NOM;FEM;PL	N
κατακτήσεις	conquista	κατάκτηση	conquista	N;NOM;FEM;PL	N
παρακολουθεί	vendo	παρακολουθώ	ver	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
παρακολουθεί	ver	παρακολουθώ	ver	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
παρακολουθεί	mirando	παρακολουθώ	mirar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
παρακολουθεί	mirar	παρακολουθώ	mirar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
παρακολουθεί	observando	παρακολουθώ	observar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
ποτάμια	ríos	ποτάμιο	río	N;NOM;NEUT;PL	N
τράπεζες	bancos	τράπεζα	banco	N;NOM;FEM;PL	N
αφήγηση	ferramenta	αφήγηση	ferramenta	N;ACC;FEM;SG	N
αφήγηση	historias	αφήγηση	historia	N;ACC;FEM;SG	N
νικά	gaña	νικά	gaña	V;PFV;IND;SG;3;PST;FIN;ACT	V
σκηνοθέτησε	dirixida	σκηνοθετώ	dirixir	V;PFV;IND;SG;3;PST;FIN;ACT	V
μπαρ	reixas	μπαρ	reixa	N;NOM;NEUT;PL	N
μπαρ	pola	μπαρ	pola	N;NOM;NEUT;PL	N
μπαρ	taberna	μπαρ	taberno	N;NOM;NEUT;PL	N
μπαρ	bar	μπαρ	bar	N;NOM;NEUT;PL	N
πορτρέτο	retrato	πορτρέτω	retrato	N;NOM;NEUT;SG	N
φαγητό	comida	φαγητό	comida	N;NOM;NEUT;SG	N
φαγητό	alimentos	φαγητό	alimento	N;NOM;NEUT;SG	N
χριστούγεννα	nadal	χριστούγεννα	nadal	N;NOM;NEUT;PL	N
σεβασμό	respeto	σεβασμός	respeto	N;ACC;MASC;SG	N
σεβασμό	respecto	σεβασμός	respecto	N;ACC;MASC;SG	N
απαντήσεις	respostas	απάντηση	resposta	N;NOM;FEM;PL	N
απαντήσεις	respostas	απάντηση	resposta	N;NOM;FEM;PL	N
απαντήσεις	repostas	απάντηση	reposta	N;NOM;FEM;PL	N
λεωφορείο	autobús	λεωφορείο	autobús	N;NOM;NEUT;SG	N
λεωφορείο	parada	λεωφορείο	parado	N;NOM;NEUT;SG	N
λεωφορείο	autocarro	λεωφορείο	autocarro	N;NOM;NEUT;SG	N
κοινές	común	κοινός	común	ADJ;NOM;FEM;PL	ADJ
κοινές	comúns	κοινός	común	ADJ;NOM;FEM;PL	ADJ
μουσουλμάνων	musulmáns	μουσουλμάνος	musulmáns	N;GEN;MASC;PL	N
βαθύ	fondo	βαθύς	fondo	N;NOM;NEUT;SG	N
βαθύ	profundidade	βαθύς	profundidade	N;NOM;NEUT;SG	N
λεκάνη	baño	λεκάνη	baño	N;NOM;FEM;SG	N
σημάδια	marcos	σημάδιο	marco	N;NOM;NEUT;PL	N
σημάδια	sinais	σημάδιο	sinal	N;NOM;NEUT;PL	N
ταμείο	fondo	ταμείο	fondo	N;NOM;NEUT;SG	N
εθελοντές	voluntarios	εθελοντής	voluntario	N;NOM;MASC;PL	N
σκόνη	po	σκόνη	po	N;NOM;FEM;SG	N
σκόνη	pó	σκόνη	pó	N;NOM;FEM;SG	N
σκόνη	das	σκόνη	das	N;NOM;FEM;SG	N
σκόνη	tocador	σκόνη	tocador	N;NOM;FEM;SG	N
κάρτα	postal	κάρτα	postal	N;NOM;FEM;SG	N
κάρτα	carta	κάρτα	carta	N;NOM;FEM;SG	N
κάρτα	tarxeta	κάρτα	tarxeta	N;NOM;FEM;SG	N
κάρτα	documento	κάρτα	documento	N;NOM;FEM;SG	N
αιτίες	causa	αιτία	causa	N;NOM;FEM;PL	N
αιτίες	causas	αιτία	causa	N;NOM;FEM;PL	N
κιβώτιο	caixa	κιβώτιος	caixa	N;NOM;NEUT;SG	N
κιβώτιο	palco	κιβώτιος	palco	N;NOM;NEUT;SG	N
ροζ	rosas	ροζ	rosa	N;NOM;FEM;SG	N
ροζ	rosa	ροζ	rosa	N;NOM;FEM;SG	N
ροζ	rose	ροζ	rose	N;NOM;FEM;SG	N
εκπροσωπεί	representa	εκπροσωπώ	representar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
πλούτο	riqueza	πλούτος	riqueza	N;ACC;MASC;SG	N
πλούτο	riquezas	πλούτος	riqueza	N;ACC;MASC;SG	N
συστηματικά	sistematicamente	συστηματικά	sistematicamente	ADV	ADV
θυσία	sacrificio	θυσία	sacrificio	N;ACC;FEM;SG	N
τοίχο	parede	τοίχος	parede	N;ACC;MASC;SG	N
τοίχο	muro	τοίχος	muro	N;ACC;MASC;SG	N
πορτοκαλί	laranxa	πορτοκαλί	laranxir	N;NOM;NEUT;SG	N
εργοστάσια	fábricas	εργοστάσιο	fábrica	N;NOM;NEUT;PL	N
παράλληλη	paralelo	παράλληλος	paralelo	ADJ;NOM;FEM;SG	ADJ
μονοπάτι	camiño	μονοπάτι	camiño	N;NOM;NEUT;SG	N
μονοπάτι	senda	μονοπάτι	senda	N;NOM;NEUT;SG	N
μονοπάτι	rastro	μονοπάτι	rastro	N;NOM;NEUT;SG	N
μονοπάτι	pista	μονοπάτι	pistar	N;NOM;NEUT;SG	N
ιάπωνες	xaponeses	ιάπωνας	xaponés	N;NOM;MASC;PL	N
αλληλεπίδραση	compromiso	αλληλεπίδραση	compromiso	N;ACC;FEM;SG	N
αλληλεπίδραση	interacción	αλληλεπίδραση	interacción	N;ACC;FEM;SG	N
τεχνητή	artificiais	τεχνητός	artificial	ADJ;NOM;FEM;SG	ADJ
τεχνητή	artificial	τεχνητός	artificial	ADJ;NOM;FEM;SG	ADJ
τροποποίηση	modificación	τροποποίηση	modificación	N;ACC;FEM;SG	N
σκούρο	escuridade	σκούρος	escuridade	N;NOM;NEUT;SG	N
σκούρο	noite	σκούρος	noite	N;NOM;NEUT;SG	N
ηρώων	heroes	ηρώ	heroes	N;GEN;MASC;PL	N
ηρώων	heroínas	ηρώ	heroína	N;GEN;MASC;PL	N
βασιλικός	royal	βασιλικός	royal	ADJ;NOM;MASC;SG	ADJ
βασιλικός	real	βασιλικός	real	ADJ;NOM;MASC;SG	ADJ
εκπρόσωποι	representantes	εκπρόσωπος	representante	N;NOM;MASC;PL	N
εκπρόσωποι	delegados	εκπρόσωπος	delegado	N;NOM;MASC;PL	N
μετακινήθηκε	mudouse	μετακινώ	mudouse	V;PFV;IND;SG;3;PST;FIN;PASS	V
εμπιστοσύνη	confianza	εμπιστοσύνη	confianza	N;ACC;FEM;SG	N
εμπιστοσύνη	confianza	εμπιστοσύνη	confianza	N;ACC;FEM;SG	N
φαράγγι	canón	φαράγγι	canón	N;NOM;NEUT;SG	N
συναλλαγές	comercio	συναλλαγή	comercio	N;NOM;FEM;PL	N
συναλλαγές	oficio	συναλλαγή	oficio	N;NOM;FEM;PL	N
οροφή	teito	οροφή	teito	N;ACC;FEM;SG	N
αρμοδιότητες	responsabilidades	αρμοδιότητα	responsabilidade	N;NOM;FEM;PL	N
πετρώματα	rochas	πέτρωμα	rocha	N;NOM;NEUT;PL	N
πετρώματα	xeo	πέτρωμα	xeo	N;NOM;NEUT;PL	N
πετρώματα	pedras	πέτρωμα	pedra	N;NOM;NEUT;PL	N
κλάση	clase	κλάση	clase	N;NOM;FEM;SG	N
λείπει	desaparecidos	λείπω	desaparecer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
λείπει	faltan	λείπω	faltar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
λείπει	perdidos	λείπω	perdido	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
λείπει	faltaba	λείπω	faltar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
καμπύλη	curva	καμπύλη	curvar	N;NOM;FEM;SG	N
μεγέθη	tamaños	μεγέθη	tamaño	N;NOM;NEUT;PL	N
εσείς	que	εγώ	que	PRO;NOM;MASC;PL;2	PRO
περιμένει	agardando	περιμένω	agardar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
περιμένει	espera	περιμένω	esperar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
περιμένει	esperar	περιμένω	esperar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
περιμένει	esperando	περιμένω	esperar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
περιμένει	agardar	περιμένω	agardar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
πρόκληση	reto	πρόκληση	reto	N;ACC;FEM;SG	N
πρόκληση	desafío	πρόκληση	desafío	N;ACC;FEM;SG	N
αντιγραφή	copia	αντιγραφή	copia	N;NOM;FEM;SG	N
τάφοι	foxas	τάφος	foxa	N;NOM;NEUT;PL	N
τάφοι	tumbas	τάφος	tumba	N;NOM;NEUT;PL	N
γέφυρες	pontes	γέφυρα	ponte	N;NOM;FEM;PL	N
φιλελεύθερο	liberais	φιλελεύθερος	liberal	ADJ;NOM;NEUT;SG	ADJ
φιλελεύθερο	liberal	φιλελεύθερος	liberal	ADJ;NOM;NEUT;SG	ADJ
αρχηγοί	líderes	αρχηγός	líder	N;NOM;MASC;PL	N
διαθέσιμη	dispoñibles	διαθέσιμος	dispoñible	ADJ;NOM;FEM;SG	ADJ
διαθέσιμη	dispoñible	διαθέσιμος	dispoñible	ADJ;NOM;FEM;SG	ADJ
διαθέσιμη	dispoñíbel	διαθέσιμος	dispoñíbel	ADJ;NOM;FEM;SG	ADJ
διαθέσιμη	dispoñíbeis	διαθέσιμος	dispoñíbel	ADJ;NOM;FEM;SG	ADJ
αεροπλάνο	avión	αεροπλάνο	avión	N;NOM;NEUT;SG	N
έρημο	deserto	έρημος	deserto	N;ACC;MASC;SG	N
έρημο	sobremesa	έρημος	sobremesar	N;ACC;MASC;SG	N
εργαζομένων	traballadores	εργαζόμενος	traballador	N;GEN;MASC;PL	N
εργαζομένων	obreiros	εργαζόμενος	obreiro	N;GEN;MASC;PL	N
συνωμοσία	conspiración	συνωμοσία	conspiración	N;NOM;FEM;SG	N
στέγη	teito	στέγος	teito	N;NOM;FEM;SG	N
τάσης	voltaxe	τάση	voltaxe	N;GEN;FEM;SG	N
συνταγματάρχης	coronel	συνταγματάρχης	coronel	N;NOM;MASC;SG	N
αντιπροσωπεύουν	representa	αντιπροσωπεύω	representar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
αντιπροσωπεύουν	representan	αντιπροσωπεύω	representar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
πιθανότητες	probabilidade	πιθανότητα	probabilidade	N;NOM;FEM;PL	N
πιθανότητες	posibilidades	πιθανότητα	posibilidade	N;NOM;FEM;PL	N
πιθανότητες	probabilidades	πιθανότητα	probabilidade	N;NOM;FEM;PL	N
πιθανότητες	posibilidades	πιθανότητα	posibilidade	N;NOM;FEM;PL	N
λέσχη	clube	λέσχω	clubar	N;NOM;FEM;SG	N
λέσχη	salvavidas	λέσχω	salvavidas	N;NOM;FEM;SG	N
λέσχη	club	λέσχω	club	N;NOM;FEM;SG	N
κήπος	xardín	κήπος	xardír	N;NOM;MASC;SG	N
κήπος	horta	κήπος	horta	N;NOM;MASC;SG	N
στόχων	obxectivos	στόχος	obxectivo	N;GEN;MASC;PL	N
εξαφάνιση	desaparición	εξαφάνιση	desaparición	N;ACC;FEM;SG	N
εξαφάνιση	extinción	εξαφάνιση	extinción	N;ACC;FEM;SG	N
σύντομος	curtas	σύντομος	curto	N;NOM;MASC;SG	N
σύντομος	informe	σύντομος	informe	N;NOM;MASC;SG	N
αζώτου	nitróxeno	άζωτο	nitróxeno	N;GEN;NEUT;SG	N
μάθησης	aprendizaxe	μάθηση	aprendizaxe	N;GEN;FEM;SG	N
κοιμητήριο	cemiterio	κοιμητήριο	cemiterio	N;NOM;NEUT;SG	N
εμπόδια	obstáculos	εμπόδιο	obstáculo	N;NOM;NEUT;PL	N
αρχικός	orixinal	αρχικός	orixinal	ADJ;NOM;MASC;SG	ADJ
αρχικός	orixinais	αρχικός	orixinal	ADJ;NOM;MASC;SG	ADJ
φάνηκε	parecía	φαίνομαι	parecer	V;PFV;IND;SG;3;PST;FIN;PASS	V
φάνηκε	parecían	φαίνομαι	parecer	V;PFV;IND;SG;3;PST;FIN;PASS	V
φάνηκε	semellaba	φαίνομαι	semellar	V;PFV;IND;SG;3;PST;FIN;PASS	V
φάνηκε	pareceu	φαίνομαι	parecer	V;PFV;IND;SG;3;PST;FIN;PASS	V
αγαπητέ	querido	αγαπητός	querer	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
αγαπητέ	querida	αγαπητός	querer	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
άμεσο	directa	άμεσος	directo	ADJ;NOM;NEUT;SG	ADJ
άμεσο	inmediato	άμεσος	inmediato	ADJ;NOM;NEUT;SG	ADJ
άμεσο	contado	άμεσος	contado	ADJ;NOM;NEUT;SG	ADJ
πακέτο	paquete	πακέτος	paquete	N;NOM;NEUT;SG	N
μόνιμος	permanente	μόνιμος	permanente	ADJ;NOM;MASC;SG	ADJ
δισ	millóns	δίν	millón	N	N
δισ	mil	δίν	mil	N	N
πλεονεκτήματα	beneficios	πλεονέκτημα	beneficio	N;NOM;NEUT;PL	N
επίτροπος	comisario	επίτροπος	comisario	N;NOM;MASC;SG	N
καταστατικό	estatutos	καταστατικό	estatuto	N;NOM;NEUT;SG	N
τείνουν	tendemos	τείνω	tender	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
τείνουν	tenden	τείνω	tender	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
τείνουν	adoita	τείνω	adoitar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
κινεζική	chinesas	κινεζικός	chinés	ADJ;NOM;FEM;SG	ADJ
κινεζική	chinesa	κινεζικός	chinés	ADJ;NOM;FEM;SG	ADJ
απαίτηση	demanda	απαίτηση	demanda	N;ACC;FEM;SG	N
έρωτας	amor	έρωτο	amor	N;NOM;MASC;SG	N
γενετική	xenética	γενετικός	xenético	ADJ;NOM;FEM;SG	ADJ
γενετική	xenéticas	γενετικός	xenético	ADJ;NOM;FEM;SG	ADJ
γενετική	xenéticos	γενετικός	xenético	ADJ;NOM;FEM;SG	ADJ
γενετική	xenético	γενετικός	xenético	ADJ;NOM;FEM;SG	ADJ
γενετική	xenética	γενετικός	xenético	ADJ;NOM;FEM;SG	ADJ
χτύπημα	serea	χτύπημα	ser	N;NOM;NEUT;SG	N
χτύπημα	éxito	χτύπημα	éxito	N;NOM;NEUT;SG	N
ιστού	tecido	ιστός	tecido	N;GEN;NEUT;SG	N
παράθυρα	fiestras	παράθυρα	fiestra	N;NOM;NEUT;PL	N
πανηγύρι	feira	πανηγύρι	feira	N;NOM;NEUT;SG	N
περιεκτικότητα	contido	περιεκτικότητα	contido	N;NOM;FEM;SG	N
διακοπές	vacacións	διακοπή	vacación	N;NOM;FEM;PL	N
διακοπές	vacacións	διακοπή	vacación	N;NOM;FEM;PL	N
διακοπές	vacacións	διακοπή	vacación	N;NOM;FEM;PL	N
ψηφίστηκε	votou	ψηφίζω	votar	V;PFV;IND;SG;3;PST;FIN;PASS	V
ψηφίστηκε	votaron	ψηφίζω	votar	V;PFV;IND;SG;3;PST;FIN;PASS	V
εισόδημα	ingresos	εισόδημα	ingreso	N;NOM;NEUT;SG	N
εισόδημα	ingreso	εισόδημα	ingreso	N;NOM;NEUT;SG	N
εισόδημα	renda	εισόδημα	renda	N;NOM;NEUT;SG	N
απαγορεύεται	prohibido	απαγορεύω	prohibir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
απαγορεύεται	prohibidas	απαγορεύω	prohibir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
έπεισε	convencido	πείθω	convencer	V;PFV;IND;SG;3;PST;FIN;ACT	V
φώτα	luces	φώτα	luz	N;NOM;NEUT;PL	N
φώτα	luz	φώτα	luz	N;NOM;NEUT;PL	N
φεβρουάριος	febreiro	φεβρουάριος	febreiro	N;NOM;MASC;SG	N
εισιτήρια	billetes	εισιτήριο	billete	N;NOM;NEUT;PL	N
εισιτήρια	entradas	εισιτήριο	entrada	N;NOM;NEUT;PL	N
βροχή	chuvia	βροχή	chuvia	N;ACC;FEM;SG	N
βροχή	choiva	βροχή	choiva	N;ACC;FEM;SG	N
βροχή	razas	βροχή	raza	N;ACC;FEM;SG	N
λόφος	outeiro	λόφος	outeiro	N;NOM;MASC;SG	N
λόφος	outeiros	λόφος	outeiro	N;NOM;MASC;SG	N
σπαθί	espada	σπαθί	espada	N;NOM;NEUT;SG	N
επένδυση	investimento	επένδυση	investimento	N;ACC;FEM;SG	N
ηθικό	moral	ηθικός	moral	N;NOM;NEUT;SG	N
ηθικό	moral	ηθικός	moral	N;NOM;NEUT;SG	N
ηθικό	vontade	ηθικός	vontade	N;NOM;NEUT;SG	N
επιλέξει	escollida	επιλέγω	escollida	V;PFV;IND;SG;3;FIN;ACT	V
υπεράσπιση	defensa	υπεράσπιση	defensa	N;ACC;FEM;SG	N
υπεράσπιση	defensa	υπεράσπιση	defensa	N;ACC;FEM;SG	N
σημείωμα	nota	σημείωμα	nota	N;NOM;NEUT;SG	N
φίλη	amigo	φίλος	amigo	N;NOM;FEM;SG	N
φίλη	amiga	φίλος	amigar	N;NOM;FEM;SG	N
φρούτα	froita	φρούτα	froita	N;NOM;NEUT;PL	N
περιβάλλοντα	entornos	περιβάλλον	entorno	N;NOM;NEUT;PL	N
περιβάλλοντα	ambientes	περιβάλλον	ambiente	N;NOM;NEUT;PL	N
ημισφαίριο	hemisferio	ημισφαίριο	hemisferio	N;NOM;NEUT;SG	N
ειδήσεις	noticias	είδηση	noticia	N;NOM;FEM;PL	N
ειδήσεις	noticia	είδηση	noticia	N;NOM;FEM;PL	N
αργή	lento	αργή	lento	ADJ;NOM;FEM;SG	ADJ
αργή	lenta	αργή	lento	ADJ;NOM;FEM;SG	ADJ
αργή	lentos	αργή	lento	ADJ;NOM;FEM;SG	ADJ
αργή	tranquilo	αργή	tranquilo	ADJ;NOM;FEM;SG	ADJ
καυσίμων	combustible	καύσιμος	combustible	N;GEN;NEUT;PL	N
χάνουν	perder	χάνω	perder	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
χάνουν	perdemos	χάνω	perder	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
αρνητικό	negativo	αρνητικός	negativo	ADJ;NOM;NEUT;SG	ADJ
περιπέτεια	aventura	περιπέτεια	aventura	N;NOM;FEM;SG	N
μεταφραστεί	traducido	μεταφράζω	traducir	V;PFV;NFIN;PASS	V
ναρκωτικών	fármaco	ναρκωτικός	fármaco	N;GEN;NEUT;PL	N
ναρκωτικών	medicamento	ναρκωτικός	medicamento	N;GEN;NEUT;PL	N
ναρκωτικών	droga	ναρκωτικός	droga	N;GEN;NEUT;PL	N
ναρκωτικών	medicamentos	ναρκωτικός	medicamento	N;GEN;NEUT;PL	N
τεράστιες	enormes	τεράστιος	enorme	ADJ;NOM;FEM;PL	ADJ
τεράστιες	enorme	τεράστιος	enorme	ADJ;NOM;FEM;PL	ADJ
τεράστιες	gran	τεράστιος	gran	ADJ;NOM;FEM;PL	ADJ
τεράστιες	xigante	τεράστιος	xigante	ADJ;NOM;FEM;PL	ADJ
τεράστιες	grande	τεράστιος	grande	ADJ;NOM;FEM;PL	ADJ
μαθηματικό	matemática	μαθηματικός	matemático	ADJ;NOM;NEUT;SG	ADJ
εγκαίνια	apertura	εγκαίνιος	apertura	N;NOM;NEUT;PL	N
δημοφιλείς	populares	δημοφιλέας	popular	ADJ;NOM;FEM;PL	ADJ
δημοφιλείς	impopular	δημοφιλέας	impopular	ADJ;NOM;FEM;PL	ADJ
κρατώντας	manter	κρατώ	manter	V;IPFV;V.CVB;ACT	V
κρατώντας	mantén	κρατώ	manter	V;IPFV;V.CVB;ACT	V
κρατώντας	coa	κρατώ	coar	V;IPFV;V.CVB;ACT	V
κρατώντας	suxeitando	κρατώ	suxeitar	V;IPFV;V.CVB;ACT	V
χαμηλότερο	inferior	χαμηλός	inferior	ADJ;NOM;CMPR;NEUT;SG	ADJ
επιτάχυνση	aceleración	επιτάχυνση	aceleración	N;ACC;FEM;SG	N
επέτειο	aniversario	επέτειο	aniversario	N;ACC;FEM;SG	N
καλεί	chama	καλώ	chamar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
καλεί	chamadas	καλώ	chamar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
καλεί	chamada	καλώ	chamar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
καλεί	chama	καλώ	chamar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
καλεί	chamando	καλώ	chamar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
καλεί	chamar	καλώ	chamar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
καταστολή	represión	καταστολή	represión	N;ACC;FEM;SG	N
πελάτες	clientes	πελάτης	cliente	N;NOM;MASC;PL	N
αντοχή	fortaleza	αντοχή	fortalezar	N;ACC;FEM;SG	N
αντοχή	forzas	αντοχή	forza	N;ACC;FEM;SG	N
αντοχή	forza	αντοχή	forza	N;ACC;FEM;SG	N
αντοχή	resistencia	αντοχή	resistencia	N;ACC;FEM;SG	N
αγόρια	rapaces	αγόρι	rapaz	N;NOM;NEUT;PL	N
αγόρια	nenos	αγόρι	neno	N;NOM;NEUT;PL	N
αγόρια	mozos	αγόρι	mozo	N;NOM;NEUT;PL	N
κοινός	común	κοινός	común	ADJ;NOM;MASC;SG	ADJ
κοινός	comúns	κοινός	común	ADJ;NOM;MASC;SG	ADJ
θύελλα	treboada	θύελλα	treboar	N;NOM;FEM;SG	N
ακολουθείται	seguido	ακολουθώ	seguir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
ακολουθείται	seguiron	ακολουθώ	seguir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
ακολουθείται	seguín	ακολουθώ	seguir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
περίμενε	agardar	περίμενο	agardar	V;IPFV;IND;SG;3;PST;FIN;ACT	V
περίμενε	espera	περίμενο	esperar	V;IPFV;IND;SG;3;PST;FIN;ACT	V
περίμενε	espere	περίμενο	esperar	V;IPFV;IND;SG;3;PST;FIN;ACT	V
περίμενε	agarda	περίμενο	agarda	V;IPFV;IND;SG;3;PST;FIN;ACT	V
θέρμανση	calefacción	θέρμανση	calefacción	N;NOM;FEM;SG	N
θέρμανση	calor	θέρμανση	calor	N;NOM;FEM;SG	N
πρόληψη	prevención	πρόληψη	prevención	N;ACC;FEM;SG	N
νεκρό	mortos	νεκρός	morto	N;ACC;MASC;SG	N
νεκρό	morto	νεκρός	morto	N;ACC;MASC;SG	N
νεκρό	morta	νεκρός	morto	N;ACC;MASC;SG	N
σκιά	sombra	σκιά	sombra	N;NOM;FEM;SG	N
σκιά	sombra	σκιά	sombra	N;NOM;FEM;SG	N
αποκάλυψε	revelar	αποκαλύπτω	revelar	V;PFV;IND;SG;3;PST;FIN;ACT	V
αποκάλυψε	revelan	αποκαλύπτω	revelar	V;PFV;IND;SG;3;PST;FIN;ACT	V
αποκάλυψε	revelou	αποκαλύπτω	revelar	V;PFV;IND;SG;3;PST;FIN;ACT	V
επιβατών	pasaxeiros	επιβάτης	pasaxeiro	N;GEN;MASC;PL	N
συλλογική	colectiva	συλλογικός	colectivo	ADJ;NOM;FEM;SG	ADJ
κατάστημα	tenda	κατάστημα	tenda	N;NOM;NEUT;SG	N
κατάστημα	delegados	κατάστημα	delegado	N;NOM;NEUT;SG	N
κατάστημα	tenda	κατάστημα	tenda	N;NOM;NEUT;SG	N
κατάστημα	almacéns	κατάστημα	almacén	N;NOM;NEUT;SG	N
κατάστημα	almacén	κατάστημα	almacén	N;NOM;NEUT;SG	N
επηρεάζουν	afectan	επηρεάζω	afectar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
τσάρος	tsar	τσάρος	tsar	N;NOM;MASC;SG	N
ξένοι	estraños	ξένος	estraño	ADJ;NOM;MASC;PL	ADJ
ξένοι	forasteiros	ξένος	forasteiro	ADJ;NOM;MASC;PL	ADJ
ξεκάθαρα	claramente	ξεκάθαρα	claramente	ADV	ADV
παραγγελία	orde	παραγγελία	orde	N;NOM;FEM;SG	N
παραγγελία	xiro	παραγγελία	xiro	N;NOM;FEM;SG	N
παραγγελία	postal	παραγγελία	postal	N;NOM;FEM;SG	N
αγαθά	bens	αγαθό	ben	N;NOM;NEUT;PL	N
αγαθά	luxo	αγαθό	luxo	N;NOM;NEUT;PL	N
απειλές	ameazas	απειλή	ameaza	N;NOM;FEM;PL	N
πόρτες	portas	πόρτης	porta	N;NOM;FEM;PL	N
πόρτες	porta	πόρτης	porta	N;NOM;FEM;PL	N
ανάμνηση	memoria	ανάμνηση	memoria	N;ACC;FEM;SG	N
υπολογιστής	ordenador	υπολογιστής	ordenador	N;NOM;MASC;SG	N
