los	os	él	o	PRO;ACC;MASC;PL;3	PRO;ACC;MASC;PL;3
adicional	adicional	adicional	adicional	ADJ;SG	ADJ;MASC;SG
regresa	devolve	regresar	devolver	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
regresa	retorna	regresar	retornar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
brigada	brigada	brigada	brigado	N;FEM;SG	N;FEM;SG
graves	graves	grave	grave	ADJ;PL	ADJ;MASC;PL
championship	campeonato	championship	campeonato	N;MASC;SG	N;MASC;SG
championship	championship	championship	championship	N;MASC;SG	N;MASC;SG
béisbol	beisebol	béisbol	beisebol	N;MASC;SG	N;MASC;SG
béisbol	baseball	béisbol	baseball	N;MASC;SG	N;MASC;SG
béisbol	basebol	béisbol	basebol	N;MASC;SG	N;MASC;SG
logrando	realizando	lograr	realizar	V;V.MSDR	V;V.MSDR
redacción	redação	redacción	redação	N;FEM;SG	N;FEM;SG
redacción	redacção	redacción	redacção	N;FEM;SG	N;FEM;SG
redacción	editorial	redacción	editorial	N;FEM;SG	N;MASC;SG
redacción	escrita	redacción	escrita	N;FEM;SG	N;FEM;SG
junior	júnior	junior	júnior	N;SG	N;MASC;SG
junior	junior	junior	junior	N;SG	N;MASC;SG
tomando	levando	tomar	levar	V;V.MSDR	V;V.MSDR
tomando	tomando	tomar	tomar	V;V.MSDR	V;V.MSDR
depende	depende	depender	depender	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
combinación	combinação	combinación	combinação	N;FEM;SG	N;FEM;SG
aventuras	aventuras	aventura	aventura	N;FEM;PL	N;FEM;PL
aventuras	aventuras	aventura	aventura	N;FEM;PL	N;FEM;PL
combustible	combustível	combustible	combustível	N;MASC;SG	N;MASC;SG
combustible	fuel	combustible	fuel	N;MASC;SG	N;MASC;SG
ocurrió	ocorreu	ocurrir	ocorrer	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
ocurrió	ocorrido	ocurrir	ocorrer	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
ocurrió	aconteceu	ocurrir	acontecer	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
embajador	embaixadora	embajador	embaixadora	N;MASC;SG	N;FEM;SG
embajador	embaixador	embajador	embaixador	N;MASC;SG	N;MASC;SG
dirige	direciona	dirigir	direcionar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dirige	dirige	dirigir	dirigir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
entender	entende	entender	entender	V;NFIN	V;IND;SG;3;PRS;FIN
entender	compreender	entender	compreender	V;NFIN	V;NFIN
entender	entenda	entender	entender	V;NFIN	V;SBJV;SG;3;PRS;FIN
entender	entender	entender	entender	V;NFIN	V;NFIN
compra	compra	compra	compra	N;FEM;SG	N;FEM;SG
compra	compra	compra	compra	N;FEM;SG	N;FEM;SG
compra	buy	compra	buy	N;FEM;SG	N;MASC;SG
desierto	deserto	desierto	deserto	N;MASC;SG	N;MASC;SG
desierto	desert	desierto	desert	N;MASC;SG	N;MASC;SG
compuestos	compósitos	compuesto	compósito	N;MASC;PL	N;MASC;PL
compuestos	compósitos	compuesto	compósito	N;MASC;PL	N;MASC;PL
lisboa	lisboa	lisboa	lisboa	N;MASC;SG	N;FEM;SG
juana	joana	juana	joana	N;FEM;SG	N;FEM;SG
juana	joanna	juana	joannar	N;FEM;SG	N;FEM;SG
juana	jane	juana	jane	N;FEM;SG	N;FEM;SG
juana	joana	juana	joana	N;FEM;SG	N;FEM;SG
juana	joana	juana	joana	N;FEM;SG	N;FEM;SG
juana	joan	juana	joan	N;FEM;SG	N;FEM;SG
juana	joana	juana	joana	N;FEM;SG	N;FEM;SG
juana	jeanne	juana	jeanne	N;FEM;SG	N;FEM;SG
agentes	agentes	agente	agente	N;PL	N;MASC;PL
agentes	oficiais	agente	oficial	N;PL	N;MASC;PL
creador	criador	creador	criador	N;MASC;SG	N;MASC;SG
creador	maker	creador	maker	N;MASC;SG	N;MASC;SG
creador	criador	creador	criador	N;MASC;SG	N;MASC;SG
productora	produtora	productora	produtor	N;FEM;SG	N;FEM;SG
productora	produtor	productora	produtor	N;FEM;SG	N;MASC;SG
power	potência	power	potência	N	N;FEM;SG
power	energia	power	energia	N	N;FEM;SG
power	poder	power	poder	N	N;MASC;SG
power	power	power	power	N	N;MASC;SG
venecia	veneza	venecia	veneza	N;FEM;SG	N;FEM;SG
ensayos	exames	ensayo	exame	N;MASC;PL	N;MASC;PL
ensayos	testes	ensayo	teste	N;MASC;PL	N;MASC;PL
ensayos	ensaios	ensayo	ensaio	N;MASC;PL	N;MASC;PL
ensayos	julgamentos	ensayo	julgamento	N;MASC;PL	N;MASC;PL
ensayos	ensaios	ensayo	ensaio	N;MASC;PL	N;MASC;PL
ensayos	ensaios	ensayo	ensaio	N;MASC;PL	N;MASC;PL
ensayos	testes	ensayo	teste	N;MASC;PL	N;MASC;PL
ensayos	ensaios	ensayo	ensaio	N;MASC;PL	N;MASC;PL
ensayos	ensaios	ensayo	ensaio	N;MASC;PL	N;MASC;PL
barroco	barroca	barroco	barroca	N;MASC;SG	N;FEM;SG
barroco	barroco	barroco	barroco	N;MASC;SG	N;MASC;SG
alba	alba	alba	alba	N;FEM;SG	N;FEM;SG
alba	dawn	alba	dawn	N;FEM;SG	N;MASC;SG
alba	madrugada	alba	madrugada	N;FEM;SG	N;FEM;SG
alba	amanhecer	alba	amanhecer	N;FEM;SG	N;MASC;SG
considerar	considerem	considerar	considerar	V;NFIN	V;SBJV;PL;3;PRS;FIN
considerar	considerar	considerar	considerar	V;NFIN	V;NFIN
considerar	considere	considerar	considerar	V;NFIN	V;SBJV;SG;3;PRS;FIN
considerar	considera	considerar	considerar	V;NFIN	V;IND;SG;3;PRS;FIN
ingenieros	engenheiros	ingeniero	engenheiro	N;MASC;PL	N;MASC;PL
insectos	insetos	insecto	inseto	N;MASC;PL	N;MASC;PL
insectos	insectos	insecto	insecto	N;MASC;PL	N;MASC;PL
insectos	insetos	insecto	inseto	N;MASC;PL	N;MASC;PL
insectos	insectos	insecto	insecto	N;MASC;PL	N;MASC;PL
insectos	insetos	insecto	inseto	N;MASC;PL	N;MASC;PL
insectos	bugs	insecto	bug	N;MASC;PL	N;MASC;PL
insectos	bichos	insecto	bicho	N;MASC;PL	N;MASC;PL
insectos	erros	insecto	erro	N;MASC;PL	N;MASC;PL
pistas	cadastros	pista	cadastro	N;FEM;PL	N;MASC;PL
pistas	leads	pista	lead	N;FEM;PL	N;MASC;PL
pistas	trilhas	pista	trilha	N;FEM;PL	N;FEM;PL
pistas	trilhos	pista	trilho	N;FEM;PL	N;MASC;PL
pistas	faixas	pista	faixa	N;FEM;PL	N;FEM;PL
pistas	encostas	pista	encosta	N;FEM;PL	N;FEM;PL
pistas	pistas	pista	pista	N;FEM;PL	N;FEM;PL
pistas	pistas	pista	pista	N;FEM;PL	N;FEM;PL
trinidad	trindade	trinidad	trindade	N;FEM;SG	N;FEM;SG
trinidad	trinity	trinidad	trinity	N;FEM;SG	N;MASC;SG
trinidad	trindade	trinidad	trindade	N;FEM;SG	N;FEM;SG
trinidad	trinidad	trinidad	trinidar	N;FEM;SG	N;FEM;SG
mamíferos	mamíferos	mamífero	mamífero	N;MASC;PL	N;MASC;PL
mamíferos	mamíferos	mamífero	mamífero	N;MASC;PL	N;MASC;PL
cinta	fita	cinta	fita	N;FEM;SG	N;FEM;SG
cinta	cassete	cinta	cassete	N;FEM;SG	N;MASC;SG
cinta	fita	cinta	fita	N;FEM;SG	N;FEM;SG
cinta	passadeira	cinta	passadeiro	N;FEM;SG	N;FEM;SG
viajó	viajou	viajar	viajar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
viajó	viajado	viajar	viajado	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
viajó	viajou	viajar	viajar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
viajó	viajado	viajar	viajado	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
retrato	retrato	retrato	retrato	N;MASC;SG	N;MASC;SG
calor	heat	calor	heat	N;MASC;SG	N;MASC;SG
calor	calor	calor	calor	N;MASC;SG	N;MASC;SG
calor	cordialidade	calor	cordialidade	N;MASC;SG	N;FEM;SG
calor	calor	calor	calor	N;MASC;SG	N;MASC;SG
calor	quente	calor	quente	N;MASC;SG	N;MASC;SG
calor	gostosa	calor	gostoso	N;MASC;SG	N;FEM;SG
stone	stone	stone	stone	N	N;MASC;SG
stone	pedra	stone	pedra	N	N;FEM;SG
stone	pedras	stone	pedra	N	N;FEM;PL
are	are	are	are	N	N;MASC;SG
colonias	colônias	colonia	colônia	N;FEM;PL	N;FEM;PL
colonias	colónias	colonia	colónia	N;FEM;PL	N;FEM;PL
goya	goya	goya	goya	N;MASC;SG	N;MASC;SG
mejora	melhora	mejora	melhora	N;FEM;SG	N;FEM;SG
mejora	melhoramento	mejora	melhoramento	N;FEM;SG	N;MASC;SG
mejora	aperfeiçoamento	mejora	aperfeiçoamento	N;FEM;SG	N;MASC;SG
mejora	melhoria	mejora	melhoria	N;FEM;SG	N;FEM;SG
mejora	melhoria	mejora	melhoria	N;FEM;SG	N;FEM;SG
mejora	melhora	mejora	melhora	N;FEM;SG	N;FEM;SG
republicano	republicana	republicano	republicano	N;MASC;SG	N;FEM;SG
republicano	republicano	republicano	republicano	N;MASC;SG	N;MASC;SG
lord	senhor	lord	senhor	N;MASC;SG	N;MASC;SG
twitter	twitter	twitter	twitter	N;MASC;SG	N;MASC;SG
talleres	oficinas	taller	oficina	N;MASC;PL	N;FEM;PL
talleres	workshops	taller	workshop	N;MASC;PL	N;MASC;PL
talleres	seminários	taller	seminário	N;MASC;PL	N;MASC;PL
angeles	angeles	angel	angele	N;MASC;PL	N;MASC;PL
angeles	anjos	angel	anjo	N;MASC;PL	N;MASC;PL
anillo	ring	anillo	ring	N;MASC;SG	N;MASC;SG
anillo	ringue	anillo	ringue	N;MASC;SG	N;MASC;SG
anillo	anel	anillo	anel	N;MASC;SG	N;MASC;SG
blues	blues	blues	blues	N	N;MASC;SG
blues	azuis	blues	azul	N	N;MASC;PL
parejas	pares	pareja	par	N;FEM;PL	N;MASC;PL
parejas	casais	pareja	casal	N;FEM;PL	N;MASC;PL
basílica	basílica	basílica	basílico	N;FEM;SG	N;FEM;SG
nieto	neto	nieto	neto	N;MASC;SG	N;MASC;SG
nieto	neto	nieto	neto	N;MASC;SG	N;MASC;SG
verdadera	verdadeiro	verdadero	verdadeiro	ADJ;FEM;SG	ADJ;MASC;SG
verdadera	verdadeira	verdadero	verdadeiro	ADJ;FEM;SG	ADJ;FEM;SG
acceder	acessar	acceder	acessar	V;NFIN	V;NFIN
acceder	acessando	acceder	acessar	V;NFIN	V;V.MSDR
hans	hans	haber	haver	N;MASC;SG	N;MASC;SG
elenco	gesso	elenco	gesso	N;MASC;SG	N;MASC;SG
elenco	elenco	elenco	elenco	N;MASC;SG	N;MASC;SG
estrategia	estratégia	estrategia	estratégia	N;FEM;SG	N;FEM;SG
causas	causas	causa	causa	N;FEM;PL	N;FEM;PL
virtual	virtual	virtual	virtual	ADJ;SG	ADJ;MASC;SG
integración	integração	integración	integração	N;FEM;SG	N;FEM;SG
integración	integração	integración	integração	N;FEM;SG	N;FEM;SG
astronómica	astronômico	astronómico	astronômico	ADJ;FEM;SG	ADJ;MASC;SG
temporal	temporal	temporal	temporal	ADJ;SG	ADJ;MASC;SG
temporal	temporário	temporal	temporário	ADJ;SG	ADJ;MASC;SG
temporal	temporária	temporal	temporário	ADJ;SG	ADJ;FEM;SG
temporal	temporário	temporal	temporário	ADJ;SG	ADJ;MASC;SG
contenidos	conteúdos	contenido	conteúdo	N;MASC;PL	N;MASC;PL
contenidos	conteúdos	contenido	conteúdo	N;MASC;PL	N;MASC;PL
clausura	fechamento	clausura	fechamento	N;FEM;SG	N;MASC;SG
clausura	encerramento	clausura	encerramento	N;FEM;SG	N;MASC;SG
clausura	desactivação	clausura	desactivação	N;FEM;SG	N;FEM;SG
clausura	desativação	clausura	desativação	N;FEM;SG	N;FEM;SG
clausura	desmantelamento	clausura	desmantelamento	N;FEM;SG	N;MASC;SG
clausura	fechamento	clausura	fechamento	N;FEM;SG	N;MASC;SG
clausura	fecho	clausura	fecho	N;FEM;SG	N;MASC;SG
clausura	encerramento	clausura	encerramento	N;FEM;SG	N;MASC;SG
frecuente	comum	frecuente	comum	ADJ;SG	ADJ;MASC;SG
frecuente	frequente	frecuente	frequente	ADJ;SG	ADJ;MASC;SG
frecuente	frequente	frecuente	frequente	ADJ;SG	ADJ;MASC;SG
obteniendo	obtendo	obtener	obter	V;V.MSDR	V;V.MSDR
obteniendo	buscando	obtener	buscar	V;V.MSDR	V;V.MSDR
obteniendo	obtendo	obtener	obter	V;V.MSDR	V;V.MSDR
obteniendo	obtendo	obtener	obter	V;V.MSDR	V;V.MSDR
obteniendo	recebendo	obtener	receber	V;V.MSDR	V;V.MSDR
obteniendo	ficando	obtener	ficar	V;V.MSDR	V;V.MSDR
alternativo	alternativo	alternativo	alternativo	ADJ;MASC;SG	ADJ;MASC;SG
alternativo	alternativo	alternativo	alternativo	ADJ;MASC;SG	ADJ;MASC;SG
tenerife	tenerife	tenerife	tenerife	N;MASC;SG	N;MASC;SG
útil	útil	útil	útil	ADJ;SG	ADJ;MASC;SG
útil	útil	útil	útil	ADJ;SG	ADJ;MASC;SG
lunes	segundas	lunes	segundo	N	N;FEM;PL
grammy	grammy	grammy	grammy	N;MASC;SG	N;MASC;SG
grammy	grammy	grammy	grammy	N;MASC;SG	N;MASC;SG
minuto	minuto	minuto	minuto	N;MASC;SG	N;MASC;SG
minuto	minute	minuto	minute	N;MASC;SG	N;MASC;SG
estilos	estilos	estilo	estilo	N;MASC;PL	N;MASC;PL
probable	provável	probable	provável	ADJ;SG	ADJ;MASC;SG
probable	provável	probable	provável	ADJ;SG	ADJ;MASC;SG
estatua	estátua	estatua	estátua	N;FEM;SG	N;FEM;SG
recinto	invólucro	recinto	invólucro	N;MASC;SG	N;MASC;SG
recinto	compartimento	recinto	compartimento	N;MASC;SG	N;MASC;SG
recinto	recinto	recinto	recinto	N;MASC;SG	N;MASC;SG
equivalente	equivalente	equivalente	equivalente	ADJ;SG	ADJ;MASC;SG
campus	campus	campus	campus	N;MASC	N;MASC;SG
volúmenes	volumes	volumen	volume	N;MASC;PL	N;MASC;PL
estancia	stay	estancia	stay	N;FEM;SG	N;MASC;SG
anexos	apêndices	anexo	apêndice	N;MASC;PL	N;MASC;PL
anexos	anexos	anexo	anexo	N;MASC;PL	N;MASC;PL
anexos	anexos	anexo	anexo	N;MASC;PL	N;MASC;PL
descendientes	descendentes	descendiente	descendente	N;PL	N;MASC;PL
descendientes	descendentes	descendiente	descendente	N;PL	N;MASC;PL
caballos	cavalos	caballo	cavalo	N;MASC;PL	N;MASC;PL
caballos	cavalos	caballo	cavalo	N;MASC;PL	N;MASC;PL
boy	garoto	boy	garoto	N	N;MASC;SG
boy	boy	boy	boy	N	N;MASC;SG
boy	moço	boy	moço	N	N;MASC;SG
boy	rapaz	boy	rapaz	N	N;MASC;SG
boy	menino	boy	menino	N	N;MASC;SG
retablo	retábulo	retablo	retábulo	N;MASC;SG	N;MASC;SG
lara	lara	lara	lara	N;FEM;SG	N;FEM;SG
evidencia	evidência	evidencia	evidência	N;FEM;SG	N;FEM;SG
evidencia	prova	evidencia	prova	N;FEM;SG	N;FEM;SG
hidalgo	hidalgo	hidalgo	hidalgo	N;MASC;SG	N;MASC;SG
amiga	amiga	amiga	amiga	N;FEM;SG	N;FEM;SG
amiga	amigo	amiga	amigo	N;FEM;SG	N;MASC;SG
amiga	amiga	amiga	amiga	N;FEM;SG	N;FEM;SG
gales	gales	gal	gale	N;MASC;SG	N;MASC;SG
defensor	defensor	defensor	defensor	N;MASC;SG	N;MASC;SG
defensor	defensora	defensor	defensora	N;MASC;SG	N;FEM;SG
defensor	zagueiro	defensor	zagueiro	N;MASC;SG	N;MASC;SG
tokio	tokyo	tokio	tokyo	N;MASC;SG	N;MASC;SG
tokio	tóquio	tokio	tóquio	N;MASC;SG	N;MASC;SG
euros	euros	euro	euro	N;MASC;PL	N;MASC;PL
euros	euros	euro	euro	N;MASC;PL	N;MASC;PL
euros	euros	euro	euro	N;MASC;PL	N;MASC;PL
ciclismo	ciclismo	ciclismo	ciclismo	N;MASC;SG	N;MASC;SG
ciclismo	bicicleta	ciclismo	bicicleta	N;MASC;SG	N;FEM;SG
definitiva	definitiva	definitivo	definitivo	ADJ;FEM;SG	ADJ;FEM;SG
definitiva	definitivo	definitivo	definitivo	ADJ;FEM;SG	ADJ;MASC;SG
controlar	controlando	controlar	controlar	V;NFIN	V;V.MSDR
controlar	controlar	controlar	controlar	V;NFIN	V;NFIN
alpes	alpes	alpe	alpes	N;MASC;PL	N;MASC;PL
alpes	alpes	alpe	alpes	N;MASC;PL	N;MASC;PL
copas	copos	copa	copo	N;FEM;PL	N;MASC;PL
copas	xícaras	copa	xícara	N;FEM;PL	N;FEM;PL
copas	chávenas	copa	cháveno	N;FEM;PL	N;FEM;PL
copas	óculos	copa	óculos	N;FEM;PL	N;MASC;PL
copas	copos	copa	copo	N;FEM;PL	N;MASC;PL
copas	bebidas	copa	bebida	N;FEM;PL	N;FEM;PL
copas	drinks	copa	drink	N;FEM;PL	N;MASC;PL
semillas	sementes	semilla	semente	N;FEM;PL	N;FEM;PL
semillas	sementes	semilla	semente	N;FEM;PL	N;FEM;PL
subfamilia	subfamília	subfamilia	subfamília	N;FEM;SG	N;FEM;SG
pierde	perde	perder	perder	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pierde	perder	perder	perder	V;IND;SG;3;PRS;FIN	V;NFIN
pierde	perde	perder	perder	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pasión	paixão	pasión	paixão	N;FEM;SG	N;FEM;SG
variante	variante	variante	variante	N;FEM;SG	N;FEM;SG
acero	aço	acero	aço	N;MASC;SG	N;MASC;SG
acero	siderurgia	acero	siderurgia	N;MASC;SG	N;FEM;SG
héroe	herói	héroe	herói	N;MASC;SG	N;MASC;SG
héroe	heroi	héroe	heroi	N;MASC;SG	N;MASC;SG
héroe	hero	héroe	hero	N;MASC;SG	N;MASC;SG
collette	collette	collette	collette	N	N;MASC;SG
malden	malden	maldar	malden	N	N;MASC;SG
aumentar	aumente	aumentar	aumente	V;NFIN	V;SBJV;SG;3;PRS;FIN
aumentar	aumentem	aumentar	aumentar	V;NFIN	V;SBJV;PL;3;PRS;FIN
aumentar	aumentar	aumentar	aumentar	V;NFIN	V;NFIN
aumentar	aumenta	aumentar	aumentar	V;NFIN	V;IND;SG;3;PRS;FIN
aumentar	aumentar	aumentar	aumentar	V;NFIN	V;NFIN
aumentar	aumentando	aumentar	aumentar	V;NFIN	V;V.MSDR
adicionales	adicionais	adicional	adicional	ADJ;PL	ADJ;MASC;PL
patria	pátria	patria	pátria	N;FEM;SG	N;FEM;SG
patria	pátria	patria	pátria	N;FEM;SG	N;FEM;SG
patria	patria	patria	patria	N;FEM;SG	N;FEM;SG
patria	pátria	patria	pátria	N;FEM;SG	N;FEM;SG
prisioneros	prisioneiras	prisionero	prisioneiro	N;MASC;PL	N;FEM;PL
prisioneros	presos	prisionero	preso	N;MASC;PL	N;MASC;PL
prisioneros	prisioneiros	prisionero	prisioneiro	N;MASC;PL	N;MASC;PL
actitud	atitude	actitud	atitude	N;FEM;SG	N;FEM;SG
borde	borda	borde	borda	N;MASC;SG	N;FEM;SG
borde	aresta	borde	aresta	N;MASC;SG	N;FEM;SG
borde	edge	borde	edge	N;MASC;SG	N;MASC;SG
borde	borda	borde	borda	N;MASC;SG	N;FEM;SG
borde	fronteira	borde	fronteira	N;MASC;SG	N;FEM;SG
borde	contorno	borde	contorno	N;MASC;SG	N;MASC;SG
bibliotecario	bibliotecária	bibliotecario	bibliotecário	N;MASC;SG	N;FEM;SG
bibliotecario	bibliotecário	bibliotecario	bibliotecário	N;MASC;SG	N;MASC;SG
war	guerra	war	guerra	N;SG	N;FEM;SG
war	war	war	war	N;SG	N;MASC;SG
est	est	este	est	N	N;MASC;SG
moda	moda	moda	moda	N;FEM;SG	N;FEM;SG
recuperación	recuperação	recuperación	recuperação	N;FEM;SG	N;FEM;SG
recuperación	valorização	recuperación	valorização	N;FEM;SG	N;FEM;SG
recuperación	cobrança	recuperación	cobrança	N;FEM;SG	N;FEM;SG
otoño	autumn	otoño	autumn	N;MASC;SG	N;MASC;SG
otoño	outono	otoño	outono	N;MASC;SG	N;MASC;SG
otoño	fall	otoño	fall	N;MASC;SG	N;MASC;SG
otoño	outono	otoño	outono	N;MASC;SG	N;MASC;SG
otoño	queda	otoño	queda	N;MASC;SG	N;FEM;SG
rebotes	rebotes	rebote	rebote	N;MASC;PL	N;MASC;PL
tienda	loja	tienda	loja	N;FEM;SG	N;FEM;SG
tienda	loja	tienda	loja	N;FEM;SG	N;FEM;SG
tienda	barraca	tienda	barraca	N;FEM;SG	N;FEM;SG
tienda	tenda	tienda	tenda	N;FEM;SG	N;FEM;SG
temperaturas	temperaturas	temperatura	temperatura	N;FEM;PL	N;FEM;PL
temperaturas	temperaturas	temperatura	temperatura	N;FEM;PL	N;FEM;PL
campañas	campanhas	campaña	campanha	N;FEM;PL	N;FEM;PL
nintendo	nintendo	nintendo	nintender	N;MASC;SG	N;MASC;SG
reducir	reduzir	reducir	reduzir	V;NFIN	V;NFIN
reducir	reduzindo	reducir	reduzir	V;NFIN	V;V.MSDR
reducir	reduzir	reducir	reduzir	V;NFIN	V;NFIN
reducir	reduza	reducir	reduzir	V;NFIN	V;SBJV;SG;3;PRS;FIN
descubrió	descoberto	descubrir	descobrir	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
buscando	olhando	buscar	olhar	V;V.MSDR	V;V.MSDR
buscando	procurando	buscar	procurar	V;V.MSDR	V;V.MSDR
buscando	procurando	buscar	procurar	V;V.MSDR	V;V.MSDR
buscando	pesquisando	buscar	pesquisar	V;V.MSDR	V;V.MSDR
buscando	procurando	buscar	procurar	V;V.MSDR	V;V.MSDR
buscando	buscando	buscar	buscar	V;V.MSDR	V;V.MSDR
cárcel	cadeia	cárcel	cadeia	N;FEM;SG	N;FEM;SG
cárcel	prisão	cárcel	prisão	N;FEM;SG	N;FEM;SG
cárcel	cárcere	cárcel	cárcere	N;FEM;SG	N;MASC;SG
cárcel	prisão	cárcel	prisão	N;FEM;SG	N;FEM;SG
cárcel	cárcere	cárcel	cárcere	N;FEM;SG	N;MASC;SG
cuento	conto	cuento	conto	N;MASC;SG	N;MASC;SG
imposible	impossivel	imposible	impossivel	ADJ;SG	ADJ;MASC;SG
imposible	impossível	imposible	impossível	ADJ;SG	ADJ;MASC;SG
prácticas	práticas	práctica	prática	N;FEM;PL	N;FEM;PL
prácticas	estágios	práctica	estágio	N;FEM;PL	N;MASC;PL
draft	rascunho	draft	rascunho	N;MASC;SG	N;MASC;SG
draft	draft	draft	draft	N;MASC;SG	N;MASC;SG
africa	áfrica	africar	áfrico	N;FEM;SG	N;FEM;SG
audio	áudio	audio	áudio	N;MASC;SG	N;MASC;SG
audio	audio	audio	audio	N;MASC;SG	N;MASC;SG
crónica	crônica	crónica	crônico	N;FEM;SG	N;FEM;SG
crónica	crónica	crónica	crónica	N;FEM;SG	N;FEM;SG
crónica	crônica	crónica	crônico	N;FEM;SG	N;FEM;SG
crónica	chronicle	crónica	chronicle	N;FEM;SG	N;MASC;SG
crónica	crónica	crónica	crónica	N;FEM;SG	N;FEM;SG
toro	toro	toro	toro	N;MASC;SG	N;MASC;SG
toro	touro	toro	touro	N;MASC;SG	N;MASC;SG
toro	boi	toro	boi	N;MASC;SG	N;MASC;SG
toro	bull	toro	bull	N;MASC;SG	N;MASC;SG
solista	solista	solista	solista	N;SG	N;MASC;SG
reducción	redução	reducción	redução	N;FEM;SG	N;FEM;SG
reducción	diminuição	reducción	diminuição	N;FEM;SG	N;FEM;SG
tribu	tribo	tribu	tribo	N;FEM;SG	N;FEM;SG
registros	troncos	registro	tronco	N;MASC;PL	N;MASC;PL
registros	toros	registro	toro	N;MASC;PL	N;MASC;PL
registros	cadastros	registro	cadastro	N;MASC;PL	N;MASC;PL
registros	registos	registro	registo	N;MASC;PL	N;MASC;PL
registros	inscrições	registro	inscrição	N;MASC;PL	N;FEM;PL
registros	registros	registro	registro	N;MASC;PL	N;MASC;PL
registros	registos	registro	registo	N;MASC;PL	N;MASC;PL
registros	registros	registro	registro	N;MASC;PL	N;MASC;PL
registros	discos	registro	disco	N;MASC;PL	N;MASC;PL
ligeramente	levemente	ligeramente	levemente	ADV	ADV
ligeramente	ligeiramente	ligeramente	ligeiramente	ADV	ADV
ligeramente	levemente	ligeramente	levemente	ADV	ADV
fotografías	fotografias	fotografía	fotografia	N;FEM;PL	N;FEM;PL
fotografías	fotografias	fotografía	fotografia	N;FEM;PL	N;FEM;PL
fotografías	fotos	fotografía	foto	N;FEM;PL	N;FEM;PL
fotografías	fotografias	fotografía	fotografia	N;FEM;PL	N;FEM;PL
fotografías	fotos	fotografía	foto	N;FEM;PL	N;FEM;PL
fotografías	imagens	fotografía	imagem	N;FEM;PL	N;FEM;PL
facey	facey	facey	facey	N	N;MASC;SG
nuestros	nossas	nuestro	nosso	DET;MASC;PL;1	DET;FEM;PL
nuestros	nossos	nuestro	nosso	DET;MASC;PL;1	DET;MASC;PL
asumió	assumido	asumir	assumir	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
asumió	assumiu	asumir	assumir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
asumió	assumida	asumir	assumir	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
congo	congo	congo	congo	N;MASC;SG	N;MASC;SG
presidentes	presidentes	presidente	presidente	N;MASC;PL	N;MASC;PL
kim	kim	kim	kim	N;SG	N;MASC;SG
jurisdicción	competência	jurisdicción	competência	N;FEM;SG	N;FEM;SG
jurisdicción	jurisdição	jurisdicción	jurisdição	N;FEM;SG	N;FEM;SG
candidatos	candidatas	candidato	candidatar	N;MASC;PL	N;FEM;PL
candidatos	candidatos	candidato	candidato	N;MASC;PL	N;MASC;PL
candidatos	candidatos	candidato	candidato	N;MASC;PL	N;MASC;PL
dibujos	desenhos	dibujo	desenho	N;MASC;PL	N;MASC;PL
dueño	dona	dueño	dona	N;MASC;SG	N;FEM;SG
dueño	proprietária	dueño	proprietária	N;MASC;SG	N;FEM;SG
dueño	dono	dueño	dono	N;MASC;SG	N;MASC;SG
dueño	proprietário	dueño	proprietário	N;MASC;SG	N;MASC;SG
escritora	escritora	escritora	escritor	N;FEM;SG	N;FEM;SG
escritora	escritor	escritora	escritor	N;FEM;SG	N;MASC;SG
investigadores	investigadores	investigador	investigador	N;MASC;PL	N;MASC;PL
investigadores	pesquisadores	investigador	pesquisador	N;MASC;PL	N;MASC;PL
investigadores	investigadores	investigador	investigador	N;MASC;PL	N;MASC;PL
mérida	mérida	mérido	mérido	N;FEM;SG	N;FEM;SG
mérida	merida	mérido	merida	N;FEM;SG	N;FEM;SG
departamentos	departamentos	departamento	departamento	N;MASC;PL	N;MASC;PL
bibliografía	bibliografia	bibliografía	bibliografia	N;FEM;SG	N;FEM;SG
ejercicio	exercicio	ejercicio	exercicio	N;MASC;SG	N;MASC;SG
ejercicio	exercício	ejercicio	exercício	N;MASC;SG	N;MASC;SG
rioja	rioja	rioja	rioja	N;FEM;SG	N;FEM;SG
apariencia	aparição	apariencia	aparição	N;FEM;SG	N;FEM;SG
