the	de	the	de	DET;DEF	DET;DEF
abandoned	achtergelaten	abandon	achterlaten	V;PST;V.PTCP	V;V.PTCP
abandoned	verlaten	abandon	verlaten	V;PST;V.PTCP	V;V.PTCP
humans	mensjes	human	mensje	N;PL	N;PL
humans	mensen	human	mens	N;PL	N;PL
pair	paar	pair	paar	N;SG	N;NEUT;SG
pair	pair	pair	pair	N;SG	N;MASC+FEM;SG
sample	sample	sample	sample	N;SG	N;MASC+FEM;SG
sample	steekproef	sample	steekproef	N;SG	N;MASC+FEM;SG
sample	monster	sample	monster	N;SG	N;NEUT;SG
contained	ingeperkt	contain	inperken	V;PST;V.PTCP	V;V.PTCP
banned	verbannen	ban	verbannen	V;PST;V.PTCP	V;V.PTCP
banned	verboden	ban	verboden	V;PST;V.PTCP	V;V.PTCP
visited	bezochten	visit	bezoeken	V;PST;V.PTCP	V;PL;PST;FIN
visited	bezocht	visit	bezoeken	V;PST;V.PTCP	V;V.PTCP
visited	bezochte	visit	bezoeken	V;PST;V.PTCP	V;PST;FIN
increasing	toenemend	increase	toenemen	V;V.MSDR	V;V.PTCP
increasing	toenemende	increase	toenemen	V;V.MSDR	V;V.PTCP
attorney	advocaat	attorney	advocaat	N;SG	N;MASC+FEM;SG
mathematics	wiskunde	mathematics	wiskunde	N;SG	N;MASC+FEM;SG
canal	kanaal	canal	kanaal	N;SG	N;NEUT;SG
charts	grafieken	chart	grafiek	N;PL	N;PL
charts	diagrammen	chart	diagram	N;PL	N;PL
suggests	suggereert	suggest	suggereren	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
surname	familienaam	surname	familienaam	N;SG	N;MASC+FEM;SG
surname	achternaam	surname	achternaam	N;SG	N;MASC+FEM;SG
brain	brein	brain	brein	N;SG	N;NEUT;SG
blog	blog	blog	blog	N;SG	N;MASC+FEM;SG
blog	weblog	blog	weblog	N;SG	N;NEUT;SG
authors	auteurs	author	auteur	N;PL	N;PL
authors	schrijvers	author	schrijver	N;PL	N;PL
paintings	schilderijen	painting	schilderij	N;PL	N;PL
recipients	ontvangers	recipient	ontvanger	N;PL	N;PL
controversial	controversieel	controversial	controversieel	ADJ	ADJ
controversial	controversiële	controversial	controversiel	ADJ	ADJ
controversy	polemiek	controversy	polemiek	N;SG	N;MASC+FEM;SG
expressed	uitgedrukt	express	uitdrukken	V;PST;V.PTCP	V;V.PTCP
bodies	carrosserieën	body	carrosserieën	N;PL	N;PL
bodies	lichamen	body	lichaam	N;PL	N;PL
conservation	behoud	conservation	behoud	N;SG	N;NEUT;SG
conservation	conservering	conservation	conservering	N;SG	N;MASC+FEM;SG
conservation	instandhouding	conservation	instandhouding	N;SG	N;MASC+FEM;SG
maps	kaarten	map	kaarten	N;PL	N;PL
arguments	argumenten	argument	argument	N;PL	N;PL
chain	ketting	chain	ketting	N;SG	N;MASC+FEM;SG
focused	gefocust	focus	focusten	V;PST;V.PTCP	V;V.PTCP
focused	geconcentreerd	focus	concentreren	V;PST;V.PTCP	V;V.PTCP
readers	lezers	reader	lezer	N;PL	N;PL
violation	schending	violation	schending	N;SG	N;MASC+FEM;SG
violation	overtreding	violation	overtreding	N;SG	N;MASC+FEM;SG
offices	kantoren	office	kantoor	N;PL	N;PL
wave	wave	wave	wave	N;SG	N;MASC+FEM;SG
wave	golf	wave	golf	N;SG	N;MASC+FEM;SG
circle	kring	circle	kring	N;SG	N;MASC+FEM;SG
circle	cirkel	circle	cirkel	N;SG	N;MASC+FEM;SG
invasion	invasie	invasion	invasie	N;SG	N;MASC+FEM;SG
opportunity	gelegenheid	opportunity	gelegenheid	N;SG	N;MASC+FEM;SG
opportunity	kans	opportunity	kans	N;SG	N;MASC+FEM;SG
determine	bepalen	determine	bepalen	V;IMP;FIN	V;NFIN
determine	bepaal	determine	bepaal	V;IMP;FIN	V;SG;PRS;FIN
orthodox	orthodoxe	orthodox	orthodox	ADJ	ADJ
orthodox	orthodox	orthodox	orthodox	ADJ	ADJ
voted	gestemd	vote	stemmen	V;IND;PST;FIN	V;V.PTCP
voted	stemde	vote	stemmen	V;IND;PST;FIN	V;SG;PST;FIN
formal	formele	formal	formeel	ADJ	ADJ
formal	formeel	formal	formeel	ADJ	ADJ
describes	beschrijft	describe	beschrijven	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
seconds	seconden	seconds	seconde	N;PL	N;PL
cycle	cyclus	cycle	cyclus	N;SG	N;MASC+FEM;SG
cycle	kringloop	cycle	kringloop	N;SG	N;MASC+FEM;SG
doubt	twijfel	doubt	twijfel	N;SG	N;MASC+FEM;SG
walls	muren	wall	muur	N;PL	N;PL
walls	wanden	wall	wand	N;PL	N;PL
productions	produkties	production	produktie	N;PL	N;PL
productions	productions	production	production	N;PL	N;PL
productions	producties	production	productie	N;PL	N;PL
constituency	kiesdistrict	constituency	kiesdistrict	N;SG	N;NEUT;SG
huge	reusachtig	huge	reusachtig	ADJ	ADJ
huge	enorm	huge	enorm	ADJ	ADJ
huge	enorme	huge	enorm	ADJ	ADJ
huge	gigantisch	huge	gigantisch	ADJ	ADJ
representing	vertegenwoordigen	represent	vertegenwoordigen	V;V.MSDR	V;NFIN
sell	verkopen	sell	verkopen	V;IMP;FIN	V;NFIN
drawn	getrokken	draw	trekken	V;PST;V.PTCP	V;V.PTCP
diocese	bisdom	diocese	bisdom	N;SG	N;NEUT;SG
tank	tank	tank	tank	N;SG	N;MASC+FEM;SG
advice	advies	advice	advies	N;SG	N;NEUT;SG
generated	gegenereerd	generate	ererereren	V;PST;V.PTCP	V;V.PTCP
generated	aangemaakt	generate	aanmaken	V;PST;V.PTCP	V;V.PTCP
generated	gegenereerde	generate	enerereren	V;PST;V.PTCP	V;V.PTCP
causing	veroorzaken	cause	veroorzaken	V;V.MSDR	V;NFIN
leads	leidt	lead	leiden	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
lawyer	advocaat	lawyer	advocaat	N;SG	N;MASC+FEM;SG
lawyer	advocate	lawyer	advocate	N;SG	N;MASC+FEM;SG
lawyer	jurist	lawyer	jurist	N;SG	N;MASC+FEM;SG
index	index	index	index	N;SG	N;MASC+FEM;SG
index	indexcijfer	index	indexcijfer	N;SG	N;NEUT;SG
saints	heiligen	saint	heiligen	N;PL	N;PL
runner	runner	runner	runner	N;SG	N;MASC+FEM;SG
runner	renner	runner	renner	N;SG	N;MASC+FEM;SG
runner	loper	runner	loper	N;SG	N;MASC+FEM;SG
crisis	crisis	crisis	crisis	N;SG	N;MASC+FEM;SG
cinema	bioscoop	cinema	bioscoop	N;SG	N;MASC+FEM;SG
cinema	cinema	cinema	cinema	N;SG	N;MASC+FEM;SG
reaction	reactie	reaction	reactie	N;SG	N;MASC+FEM;SG
medals	medailles	medal	medaille	N;PL	N;PL
documents	documenten	document	document	N;PL	N;PL
reader	reader	reader	reader	N;SG	N;MASC+FEM;SG
reader	lezer	reader	lezer	N;SG	N;MASC+FEM;SG
pattern	patroon	pattern	patroon	N;SG	N;NEUT;SG
archives	archieven	archive	archief	N;PL	N;PL
voting	stemming	voting	stemming	N;SG	N;MASC+FEM;SG
reviewed	beoordeeld	review	beoordelen	V;PST;V.PTCP	V;V.PTCP
reviewed	herzien	review	herzien	V;PST;V.PTCP	V;V.PTCP
looked	keek	look	kijken	V;IND;PST;FIN	V;SG;PST;FIN
bear	beer	bear	beer	N;SG	N;MASC+FEM;SG
bear	beertje	bear	beer	N;SG	N;NEUT;SG
bear	bear	bear	bear	N;SG	N;MASC+FEM;SG
perfect	perfect	perfect	perfect	ADJ	ADJ
perfect	perfecte	perfect	perfect	ADJ	ADJ
restored	gerestaureerde	restore	restaureren	V;PST;V.PTCP	V;V.PTCP
restored	gerestaureerd	restore	restaureren	V;PST;V.PTCP	V;V.PTCP
restored	hersteld	restore	herstellen	V;PST;V.PTCP	V;V.PTCP
pan	pan	pan	pan	N;SG	N;MASC+FEM;SG
commune	commune	commune	commune	N;SG	N;MASC+FEM;SG
fantasy	fantasy	fantasy	fantasy	N;SG	N;MASC+FEM;SG
fantasy	fantasie	fantasy	fantasie	N;SG	N;MASC+FEM;SG
duty	duty	duty	duty	N;SG	N;MASC+FEM;SG
duty	plicht	duty	plicht	N;SG	N;MASC+FEM;SG
chair	stoel	chair	stoel	N;SG	N;MASC+FEM;SG
scenes	schermen	scene	scherm	N;PL	N;PL
scenes	taferelen	scene	tafereel	N;PL	N;PL
scenes	scenes	scene	scene	N;PL	N;PL
scenes	scènes	scene	schne	N;PL	N;PL
stuff	spul	stuff	spul	N;SG	N;NEUT;SG
streets	straatjes	street	straat	N;PL	N;PL
streets	straten	street	straat	N;PL	N;PL
extension	extensie	extension	extensie	N;SG	N;MASC+FEM;SG
extension	verlenging	extension	verlenging	N;SG	N;MASC+FEM;SG
extension	uitbreiding	extension	uitbreiding	N;SG	N;MASC+FEM;SG
parliamentary	parlementaire	parliamentary	parlementair	ADJ	ADJ
parliamentary	parlementair	parliamentary	parlementair	ADJ	ADJ
shooting	schietpartij	shooting	schietpartij	N;SG	N;MASC+FEM;SG
ready	gereed	ready	gereed	ADJ	ADJ
ready	klaar	ready	klaar	ADJ	ADJ
pick	kies	pick	kiezen	V;IMP;FIN	V;SG;PRS;FIN
songwriter	songwriter	songwriter	songwriter	N;SG	N;MASC+FEM;SG
aware	bewust	aware	bewust	ADJ	ADJ
dictionary	woordenboek	dictionary	woordenboek	N;SG	N;NEUT;SG
composition	compositie	composition	compositie	N;SG	N;MASC+FEM;SG
composition	samenstelling	composition	samenstelling	N;SG	N;MASC+FEM;SG
salt	zout	salt	zout	N;SG	N;NEUT;SG
benefit	voordeel	benefit	voordeel	N;SG	N;NEUT;SG
benefit	benefiet	benefit	benefiet	N;SG	N;MASC+FEM;SG
interests	belangen	interest	belang	N;PL	N;PL
interests	interesses	interest	interes	N;PL	N;PL
scheduled	gepland	schedule	plannen	V;PST;V.PTCP	V;V.PTCP
scheduled	geplande	schedule	plannen	V;PST;V.PTCP	V;V.PTCP
scheduled	ingepland	schedule	inplanden	V;PST;V.PTCP	V;V.PTCP
teachers	onderwijzers	teacher	onderwijzer	N;PL	N;PL
teachers	leraren	teacher	leraar	N;PL	N;PL
teachers	docenten	teacher	docent	N;PL	N;PL
teachers	leerkrachten	teacher	leerkracht	N;PL	N;PL
teachers	leraars	teacher	leraar	N;PL	N;PL
advertising	reclame	advertising	reclame	N;SG	N;MASC+FEM;SG
contribution	bijdrage	contribution	bijdrage	N;SG	N;MASC+FEM;SG
retirement	pensionering	retirement	pensionering	N;SG	N;MASC+FEM;SG
scientists	wetenschappers	scientist	wetenschapper	N;PL	N;PL
dam	dam	dam	dam	N;SG	N;MASC+FEM;SG
dam	stuwdam	dam	stuwdam	N;SG	N;MASC+FEM;SG
blocks	blokken	block	blok	N;PL	N;PL
print	afdrukken	print	afdrukken	V;IMP;FIN	V;NFIN
print	drukken	print	drukken	V;IMP;FIN	V;NFIN
print	printen	print	print	V;IMP;FIN	V;NFIN
techniques	technieken	technique	techniek	N;PL	N;PL
participate	deelnemen	participate	deelnemen	V;IMP;FIN	V;NFIN
anniversary	huwelijksverjaardag	anniversary	huwelijksverjaardag	N;SG	N;MASC+FEM;SG
anniversary	jubileum	anniversary	jubileum	N;SG	N;NEUT;SG
requested	aangevraagd	request	aanvragen	V;PST;V.PTCP	V;V.PTCP
requested	aangevraagde	request	aanvragen	V;PST;V.PTCP	V;V.PTCP
requested	verzocht	request	verzoeken	V;PST;V.PTCP	V;V.PTCP
requested	gevraagd	request	vraag	V;PST;V.PTCP	V;V.PTCP
requested	opgevraagd	request	opvragen	V;PST;V.PTCP	V;V.PTCP
requested	gevraagde	request	vraag	V;PST;V.PTCP	V;V.PTCP
discovery	ontdekking	discovery	ontdekking	N;SG	N;MASC+FEM;SG
discovery	discovery	discovery	discovery	N;SG	N;MASC+FEM;SG
explained	toegelicht	explain	toelichten	V;IND;PST;FIN	V;V.PTCP
explained	uitgelegd	explain	uitleggen	V;IND;PST;FIN	V;V.PTCP
expedition	expeditie	expedition	expeditie	N;SG	N;MASC+FEM;SG
citation	aanhaling	citation	aanhaling	N;SG	N;MASC+FEM;SG
assist	assisteren	assist	assisteren	V;IMP;FIN	V;NFIN
meanwhile	intussen	meanwhile	intussen	ADV	ADV
meanwhile	ondertussen	meanwhile	ondertussen	ADV	ADV
hampshire	hampshire	hampshire	hampshire	N;SG	N;MASC+FEM;SG
creative	creatief	creative	creatief	ADJ	ADJ
creative	creatieve	creative	creatief	ADJ	ADJ
maintain	handhaven	maintain	handhaven	V;IMP;FIN	V;NFIN
facts	feiten	fact	feit	N;PL	N;PL
frame	frame	frame	frame	N;SG	N;MASC+FEM;SG
frame	kader	frame	kader	N;SG	N;NEUT;SG
socialist	socialist	socialist	socialist	N;SG	N;MASC+FEM;SG
script	scenario	script	scenario	N;SG	N;NEUT;SG
script	script	script	script	N;SG	N;NEUT;SG
camera	camera	camera	camera	N;SG	N;MASC+FEM;SG
camera	fototoestel	camera	fototoestel	N;SG	N;NEUT;SG
returns	retourneren	return	retourneren	V;IND;SG;3;PRS;FIN	V;NFIN
returns	geeft	return	geven	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
engaged	verloofd	engage	verloven	V;PST;V.PTCP	V;V.PTCP
assistance	assistentie	assistance	assistentie	N;SG	N;MASC+FEM;SG
assistance	bijstand	assistance	bijstand	N;SG	N;MASC+FEM;SG
underground	ondergronds	underground	ondergrond	ADJ	ADJ
sale	uitverkoop	sale	uitverkoop	N;SG	N;MASC+FEM;SG
sale	verkoop	sale	verkoop	N;SG	N;MASC+FEM;SG
beautiful	mooi	beautiful	mooi	ADJ	ADJ
beautiful	prachtig	beautiful	prachtig	ADJ	ADJ
beautiful	mooie	beautiful	mooi	ADJ	ADJ
successor	opvolger	successor	opvolger	N;SG	N;MASC+FEM;SG
classification	indeling	classification	indeling	N;SG	N;MASC+FEM;SG
classification	classificatie	classification	classificatie	N;SG	N;MASC+FEM;SG
tool	gereedschap	tool	gereedschap	N;SG	N;NEUT;SG
tool	hulpprogramma	tool	hulpprogramma	N;SG	N;NEUT;SG
tool	tool	tool	tool	N;SG	N;MASC+FEM;SG
tool	instrument	tool	instrument	N;SG	N;NEUT;SG
tool	hulpmiddel	tool	hulpmiddel	N;SG	N;NEUT;SG
tool	werktuig	tool	werktuig	N;SG	N;NEUT;SG
mining	mijnbouw	mining	mijnbouw	N;SG	N;MASC+FEM;SG
cabinet	kabinet	cabinet	kabinet	N;SG	N;NEUT;SG
bytes	bytes	byte	bytes	N;PL	N;PL
citations	citaten	citation	citaat	N;PL	N;PL
maintained	onderhouden	maintain	onderhouden	V;PST;V.PTCP	V;V.PTCP
evening	avondje	evening	avond	N;SG	N;NEUT;SG
evening	avond	evening	avond	N;SG	N;MASC+FEM;SG
singing	gezang	sing	gezang	N;SG	N;NEUT;SG
singing	zang	sing	zang	N;SG	N;MASC+FEM;SG
gender	geslacht	gender	geslacht	N;SG	N;NEUT;SG
lakes	meren	lake	meer	N;PL	N;PL
mail	mail	mail	mail	N;SG	N;MASC+FEM;SG
mail	post	mail	post	N;SG	N;MASC+FEM;SG
electoral	electorale	electoral	electoraal	ADJ	ADJ
emergency	noodgeval	emergency	noodgeval	N;SG	N;NEUT;SG
emergency	noodsituatie	emergency	noodsituatie	N;SG	N;MASC+FEM;SG
mode	modus	mode	modus	N;SG	N;MASC+FEM;SG
mode	mode	mode	mode	N;SG	N;MASC+FEM;SG
heads	hoofden	head	hoofd	N;PL	N;PL
heads	koppen	head	kop	N;PL	N;PL
proved	bewezen	prove	bewijzen	V;PST;V.PTCP	V;V.PTCP
proved	bewees	prove	bewijzen	V;PST;V.PTCP	V;SG;PST;FIN
priest	priester	priest	priester	N;SG	N;MASC+FEM;SG
funds	fondsen	fund	fonds	N;PL	N;PL
investment	investering	investment	investering	N;SG	N;MASC+FEM;SG
romanian	roemeens	romanian	roemeens	ADJ	ADJ
romanian	roemeense	romanian	roemeens	ADJ	ADJ
session	sessie	session	sessie	N;SG	N;MASC+FEM;SG
session	zitting	session	zitting	N;SG	N;MASC+FEM;SG
capture	vangen	capture	vangen	V;IMP;FIN	V;NFIN
capture	vastleggen	capture	vastleggen	V;IMP;FIN	V;NFIN
aspects	aspecten	aspect	aspect	N;PL	N;PL
reduce	verminderen	reduce	verminderen	V;IMP;FIN	V;NFIN
reduce	reduceren	reduce	reduceren	V;IMP;FIN	V;NFIN
reduce	verkleinen	reduce	verkleinen	V;IMP;FIN	V;NFIN
trophy	trofee	trophy	trofee	N;SG	N;MASC+FEM;SG
trophy	beker	trophy	beker	N;SG	N;MASC+FEM;SG
abuse	misbruik	abuse	misbruik	N;SG	N;NEUT;SG
abuse	mishandeling	abuse	mishandeling	N;SG	N;MASC+FEM;SG
walk	lopen	walk	lopen	V;IMP;FIN	V;NFIN
faced	geconfronteerd	face	confronteren	V;PST;V.PTCP	V;V.PTCP
normally	normaliter	normally	normaliter	ADV	ADV
snow	sneeuw	snow	sneeuw	N;SG	N;MASC+FEM;SG
shop	winkel	shop	winkel	N;SG	N;MASC+FEM;SG
coal	steenkool	coal	steenkool	N;SG	N;MASC+FEM;SG
coal	kool	coal	kool	N;SG	N;MASC+FEM;SG
inhabitants	inwoners	inhabitant	inwoner	N;PL	N;PL
inhabitants	bewoners	inhabitant	bewoner	N;PL	N;PL
employees	medewerkers	employee	medewerker	N;PL	N;PL
employees	werknemers	employee	werknemer	N;PL	N;PL
error	vergissing	error	vergissing	N;SG	N;MASC+FEM;SG
error	fout	error	fout	N;SG	N;MASC+FEM;SG
invited	uitgenodigde	invite	uitnodigen	V;PST;V.PTCP	V;V.PTCP
invited	uitgenodigd	invite	uitnodigen	V;PST;V.PTCP	V;V.PTCP
cable	kabel	cable	kabel	N;SG	N;MASC+FEM;SG
protein	eiwit	protein	eiwit	N;SG	N;NEUT;SG
protein	proteïne	protein	proteïne	N;SG	N;MASC+FEM;SG
accident	ongeval	accident	ongeval	N;SG	N;NEUT;SG
accident	ongeluk	accident	ongeluk	N;SG	N;NEUT;SG
accident	ongelukje	accident	ongeluk	N;SG	N;NEUT;SG
decade	decennium	decade	decennium	N;SG	N;NEUT;SG
measure	maatstaf	measure	maatstaf	N;SG	N;MASC+FEM;SG
measure	maatregel	measure	maatregel	N;SG	N;MASC+FEM;SG
watched	bekeken	watch	bekijken	V;PST;V.PTCP	V;V.PTCP
watched	gekeken	watch	kijken	V;PST;V.PTCP	V;V.PTCP
watched	keek	watch	kijken	V;PST;V.PTCP	V;SG;PST;FIN
patients	patiënten	patient	patiënt	N;PL	N;PL
patients	patienten	patient	patient	N;PL	N;PL
downtown	binnenstad	downtown	binnenstad	N;SG	N;MASC+FEM;SG
animated	geanimeerde	animated	geanimeerd	ADJ	ADJ
satellite	satelliet	satellite	satelliet	N;SG	N;MASC+FEM;SG
combination	combinatie	combination	combinatie	N;SG	N;MASC+FEM;SG
courts	rechtbanken	court	rechtbank	N;PL	N;PL
sequence	sequentie	sequence	sequentie	N;SG	N;MASC+FEM;SG
sequence	volgorde	sequence	volgorde	N;SG	N;MASC+FEM;SG
sequence	opeenvolging	sequence	opeenvolging	N;SG	N;MASC+FEM;SG
hook	haak	hook	haak	N;SG	N;MASC+FEM;SG
hook	haakje	hook	haak	N;SG	N;NEUT;SG
hook	hook	hook	hook	N;SG	N;MASC+FEM;SG
clean	schoon	clean	schoon	ADJ	ADJ
clean	proper	clean	proper	ADJ	ADJ
clean	clean	clean	clean	ADJ	ADJ
owners	baasjes	owner	baas	N;PL	N;PL
owners	eigenaren	owner	eigenaar	N;PL	N;PL
owners	eigenaars	owner	eigenaar	N;PL	N;PL
distributed	verspreid	distribute	verspreiden	V;PST;V.PTCP	V;V.PTCP
distributed	gedistribueerd	distribute	distribuëren	V;PST;V.PTCP	V;V.PTCP
distributed	uitgedeeld	distribute	uitdelen	V;PST;V.PTCP	V;V.PTCP
distributed	verdeeld	distribute	verdelen	V;PST;V.PTCP	V;V.PTCP
describe	omschrijf	describe	omschrijf	V;IMP;FIN	V;SG;PRS;FIN
describe	beschrijf	describe	beschrijf	V;IMP;FIN	V;SG;PRS;FIN
describe	beschrijven	describe	beschrijven	V;IMP;FIN	V;NFIN
defensive	defensief	defensive	defensief	ADJ	ADJ
defensive	defensieve	defensive	defensief	ADJ	ADJ
photos	fotos	photo	fotos	N;PL	N;PL
trained	opgeleid	train	opleiden	V;PST;V.PTCP	V;V.PTCP
trained	getrainde	train	trainen	V;PST;V.PTCP	V;V.PTCP
trained	getraind	train	trainen	V;PST;V.PTCP	V;V.PTCP
affected	getroffen	affect	treffen	V;PST;V.PTCP	V;V.PTCP
affected	beïnvloed	affect	beïnvloeden	V;PST;V.PTCP	V;V.PTCP
routes	routes	route	route	N;PL	N;PL
ministers	ministers	minister	minister	N;PL	N;PL
wine	wijn	wine	wijn	N;SG	N;MASC+FEM;SG
landing	aanvoer	landing	aanvoer	N;SG	N;MASC+FEM;SG
landing	aanlanding	landing	aanlanding	N;SG	N;MASC+FEM;SG
landing	landing	landing	landing	N;SG	N;MASC+FEM;SG
collected	ingezameld	collect	inzamelen	V;PST;V.PTCP	V;V.PTCP
collected	verzamelde	collect	verzamelen	V;PST;V.PTCP	V;SG;PST;FIN
collected	verzameld	collect	verzamelen	V;PST;V.PTCP	V;V.PTCP
revival	heropleving	revival	heropleving	N;SG	N;MASC+FEM;SG
revival	opleving	revival	opleving	N;SG	N;MASC+FEM;SG
mps	parlementsleden	mps	parlementslid	N;PL	N;PL
drop	drop	drop	drop	N;SG	N;MASC+FEM;SG
membership	lidmaatschap	membership	lidmaatschap	N;SG	N;NEUT;SG
fit	passen	fit	passen	V;IMP;FIN	V;NFIN
degrees	graden	degree	graad	N;PL	N;PL
bachelor	bachelor	bachelor	bachelor	N;SG	N;MASC+FEM;SG
bachelor	vrijgezel	bachelor	vrijgezel	N;SG	N;MASC+FEM;SG
files	bestanden	file	bestand	N;PL	N;PL
files	dossiers	file	dossier	N;PL	N;PL
extreme	extreme	extreme	extreem	ADJ	ADJ
extreme	extreem	extreme	extreem	ADJ	ADJ
courses	cursussen	course	cursus	N;PL	N;PL
homes	huizen	home	huis	N;PL	N;PL
reaching	bereiken	reach	bereiken	V;V.MSDR	V;NFIN
sought	gezocht	seek	zoeken	V;PST;V.PTCP	V;V.PTCP
vision	visioen	vision	visioen	N;SG	N;NEUT;SG
vision	visie	vision	visie	N;SG	N;MASC+FEM;SG
vision	vision	vision	vision	N;SG	N;MASC+FEM;SG
vision	zicht	vision	zicht	N;SG	N;NEUT;SG
demand	eis	demand	eis	N;SG	N;MASC+FEM;SG
vertical	verticaal	vertical	verticaal	ADJ	ADJ
vertical	verticale	vertical	verticaal	ADJ	ADJ
updated	geactualiseerd	update	actualiseren	V;PST;V.PTCP	V;V.PTCP
updated	bijgewerkt	update	bijwerken	V;PST;V.PTCP	V;V.PTCP
marketing	marketing	marketing	marketing	N;SG	N;MASC+FEM;SG
appeal	beroep	appeal	beroep	N;SG	N;NEUT;SG
plane	vliegtuig	plane	vliegtuig	N;SG	N;NEUT;SG
quick	snel	quick	snel	ADJ	ADJ
quick	snelle	quick	snel	ADJ	ADJ
quick	vlug	quick	vlug	ADJ	ADJ
ages	leeftijden	age	leeftijd	N;PL	N;PL
neighborhood	buurt	neighborhood	buurt	N;SG	N;MASC+FEM;SG
wings	vleugels	wing	vleugel	N;PL	N;PL
scheme	regeling	scheme	regeling	N;SG	N;MASC+FEM;SG
constant	constante	constant	constant	ADJ	ADJ
constant	constant	constant	constant	ADJ	ADJ
admins	beheerders	admin	beheerder	N;PL	N;PL
ceremony	plechtigheid	ceremony	plechtigheid	N;SG	N;MASC+FEM;SG
ceremony	ceremonie	ceremony	ceremonie	N;SG	N;MASC+FEM;SG
composers	componisten	composer	componist	N;PL	N;PL
hero	held	hero	held	N;SG	N;MASC+FEM;SG
hero	hero	hero	hero	N;SG	N;MASC+FEM;SG
designer	ontwerper	designer	ontwerper	N;SG	N;MASC+FEM;SG
designer	designer	designer	designer	N;SG	N;MASC+FEM;SG
learned	geleerd	learn	leren	V;PST;V.PTCP	V;V.PTCP
learned	leerde	learn	leren	V;PST;V.PTCP	V;SG;PST;FIN
instruments	instrumenten	instrument	instrument	N;PL	N;PL
welcome	welkome	welcome	welkom	ADJ	ADJ
hair	hair	hair	hair	N;SG	N;MASC+FEM;SG
movies	films	movie	film	N;PL	N;PL
adjacent	aangrenzende	adjacent	aangrenzend	ADJ	ADJ
pool	pool	pool	pool	N;SG	N;MASC+FEM;SG
pool	zwembad	pool	zwembad	N;SG	N;NEUT;SG
collections	verzamelingen	collection	verzameling	N;PL	N;PL
collections	collecties	collection	collectie	N;PL	N;PL
phone	telefoon	phone	telefoon	N;SG	N;MASC+FEM;SG
fly	vliegen	fly	vliegen	V;IMP;FIN	V;NFIN
window	venster	window	venster	N;SG	N;NEUT;SG
window	raam	window	raam	N;SG	N;NEUT;SG
document	document	document	document	N;SG	N;NEUT;SG
collaboration	medewerking	collaboration	medewerking	N;SG	N;MASC+FEM;SG
collaboration	samenwerking	collaboration	samenwerking	N;SG	N;MASC+FEM;SG
leg	poot	leg	poot	N;SG	N;MASC+FEM;SG
leg	been	leg	been	N;SG	N;NEUT;SG
videos	filmpjes	video	filmp	N;PL	N;PL
videos	videos	video	videos	N;PL	N;PL
attached	bijgevoegd	attach	bijvoegen	V;PST;V.PTCP;PASS	V;V.PTCP
attached	bijgevoegde	attach	bijvoegevoen	V;PST;V.PTCP;PASS	V;V.PTCP
attached	gehecht	attach	hechten	V;PST;V.PTCP;PASS	V;V.PTCP
dry	droge	dry	droog	ADJ	ADJ
dry	droog	dry	droog	ADJ	ADJ
expand	uitbreiden	expand	uitbreiden	V;IMP;FIN	V;NFIN
serbian	servische	serbian	servisch	ADJ	ADJ
serbian	servisch	serbian	servisch	ADJ	ADJ
instrument	instrument	instrument	instrument	N;SG	N;NEUT;SG
random	willekeurige	random	willekeurig	ADJ	ADJ
random	willekeurig	random	willekeurig	ADJ	ADJ
represents	vertegenwoordigt	represent	vertegenwoordigen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
represents	representeert	represent	representeren	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
participants	deelnemers	participant	deelnemer	N;PL	N;PL
thorough	grondige	thorough	grondig	ADJ	ADJ
thorough	grondig	thorough	grondig	ADJ	ADJ
mentions	vermeldingen	mention	vermelding	N;PL	N;PL
portrait	portret	portrait	portret	N;SG	N;NEUT;SG
drivers	coureurs	driver	coureur	N;PL	N;PL
drivers	chauffeurs	driver	chauffeurs	N;PL	N;PL
drivers	rijders	driver	rijder	N;PL	N;PL
airlines	luchtvaartmaatschappijen	airlines	luchtvaartmaatschappij	N;PL	N;PL
airlines	airlines	airlines	airline	N;PL	N;PL
viewers	kijkers	viewer	kijker	N;PL	N;PL
finnish	fins	finnish	fins	ADJ	ADJ
finnish	finse	finnish	fins	ADJ	ADJ
differences	verschillen	difference	verschil	N;PL	N;PL
element	element	element	element	N;SG	N;NEUT;SG
rejected	afgewezen	reject	afwijzen	V;PST;V.PTCP	V;V.PTCP
rejected	verworpen	reject	verwerpen	V;PST;V.PTCP	V;V.PTCP
rejected	afgekeurd	reject	afkeuren	V;PST;V.PTCP	V;V.PTCP
rejected	geweigerd	reject	weigeren	V;PST;V.PTCP	V;V.PTCP
relative	relatief	relative	relatief	ADJ	ADJ
relative	relatieve	relative	relatief	ADJ	ADJ
illegal	onwettig	illegal	onwettig	ADJ	ADJ
illegal	illegaal	illegal	illegaal	ADJ	ADJ
illegal	illegale	illegal	illegaal	ADJ	ADJ
roof	dak	roof	dak	N;SG	N;NEUT;SG
leagues	competities	league	competitie	N;PL	N;PL
