категория	kategória	категория	kategória	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
воздушных	leteckých	воздушный	letecký	ADJ;GEN;PL	ADJ;GEN;MASC;PL
драматург	dramatik	драматург	dramatik	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
голосование	hlasovanie	голосование	hlasovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
голосование	hlasovanie	голосование	hlasovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
нефти	oleja	нефть	olej	N;INAN;GEN;FEM;SG	N;INAN;GEN;MASC;SG
судна	plavidla	судно	plavidlo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
исследователи	prieskumníci	исследователь	prieskumník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
исследователи	výskumníci	исследователь	výskumník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
спортсмены	športovci	спортсмен	športovec	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
спортсмены	športovci	спортсмен	športovec	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
клетки	bunky	клетка	bunka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
клетки	klietky	клетка	klietka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
значительное	výrazné	значительный	výrazný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
значительное	významné	значительный	významný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
значительное	výrazný	значительный	výrazný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG
значительное	významná	значительный	významný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
значительное	významný	значительный	významný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
глаз	oko	глаз	oko	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
рынка	trhu	рынок	trh	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG
станций	staníc	станция	stať	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL
граница	hranica	граница	hranica	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
граница	hranica	граница	hranica	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
граница	hranica	граница	hranica	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
продолжение	pokračovanie	продолжение	pokračovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
продолжение	pokračovanie	продолжение	pokračovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
продолжение	pokračovanie	продолжение	pokračovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
достиг	dosiahol	достичь	dosiahnuť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
утверждает	schvaľuje	утверждать	schvaľovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
вестник	vestník	вестник	vestník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
принадлежность	príslušnosť	принадлежность	príslušnosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сила	sila	сила	sila	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сила	pevnosť	сила	pevnosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сила	sila	сила	sila	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сила	moc	сила	moc	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сила	napájanie	сила	napájanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
сила	výkon	сила	výkon	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
сила	power	сила	power	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
учитель	učiteľ	учитель	učiteľ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
учитель	učiteľka	учитель	učiteľka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
длину	dĺžku	длина	dĺžka	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
гэс	priehrada	гэс	priehrada	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
философ	filozof	философ	filozof	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
этнохороним	demonym	этнохоронимый	demon	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
экономически	ekonomicky	экономически	ekonomicky	ADV	ADV
лист	list	лист	list	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
лист	list	лист	list	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
лист	plech	лист	plech	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
лист	výtlačok	лист	výtlačok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ноябрь	novembri	ноябрь	november	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ноябрь	november	ноябрь	november	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ноябрь	november	ноябрь	november	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
установка	inštalácia	установка	inštalácia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
установка	montáž	установка	montáž	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
установка	zariadenie	установка	zariadenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
установка	inštalovanie	установка	inštalovanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
установка	inštalácia	установка	inštalácia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
установка	inštalácia	установка	inštalácia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
корея	korea	корея	korea	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
корея	kórea	корея	kórea	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
мужчина	samec	мужчина	samec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
мужчина	muž	мужчина	muž	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
мужчина	muž	мужчина	muž	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
мужчина	človek	мужчина	človek	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
рыбы	ryby	рыба	ryba	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL
рыбы	ryby	рыба	ryba	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL
рыбы	ryby	рыба	ryba	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL
рыбы	rybky	рыба	rybka	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL
филиал	konár	филиал	konár	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
филиал	pobočka	филиал	pobočka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
личный	osobný	личный	osobný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
личный	osobná	личный	osobný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
личный	osobné	личный	osobný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
обвинения	obvinenia	обвинение	obvinenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
обвинения	odplaty	обвинение	odplat	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
обвинения	poplatky	обвинение	poplatok	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
обвинения	obvinenia	обвинение	obvinenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
обвинения	tvrdenia	обвинение	tvrdenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
обвинения	obvinenia	обвинение	obvinenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
колонии	kolónie	колония	kolónia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
колонии	kolónie	колония	kolónia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
критическая	kritický	критический	kritický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
критическая	kritické	критический	kritický	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
критическая	kritická	критический	kritický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
критическая	rozhodujúce	критический	rozhodujúci	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
оркестр	orchester	оркестр	orchester	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
окончание	ukončenie	окончание	ukončenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
окончание	koniec	окончание	koniec	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
мысль	myšlienka	мысль	myšlienka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
территориальное	územná	территориальный	územný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
территориальное	územné	территориальный	územný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
территориальное	územný	территориальный	územný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG
технический	technický	технический	technický	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
технический	technická	технический	technický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
технический	technické	технический	technický	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
форум	fórum	форум	fórum	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
форум	fóra	форум	fór	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
форум	forum	форум	forum	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
современная	moderné	современный	moderný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
современная	moderný	современный	moderný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
современная	moderná	современный	moderný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
современная	súčasné	современный	súčasný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
современная	súčasná	современный	súčasný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
современная	súčasný	современный	súčasný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
судно	plavidlo	судно	plavidlo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
судно	nádoba	судно	nádob	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
судно	loď	судно	loď	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
массы	hmotností	масса	hmotnosť	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
массы	hmotnosti	масса	hmotnosť	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
массы	masy	масса	masy	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
зелёный	zelený	зелёный	zelený	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
зелёный	zelené	зелёный	zelený	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
зелёный	zelená	зелёный	zelený	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
путешествие	plavba	путешествие	plavba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
путешествие	cestovanie	путешествие	cestovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
путешествие	jazda	путешествие	jazda	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
путешествие	cesta	путешествие	cesta	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
путешествие	cestovanie	путешествие	cestovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
путешествие	cestovanie	путешествие	cestovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
путешествие	výjazd	путешествие	výjazd	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
путешествие	výlet	путешествие	výlet	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
сотрудничество	spolupráca	сотрудничество	spolupráca	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
сотрудничество	spolupráca	сотрудничество	spolupráca	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
окончила	absolvoval	окончить	absolvovať	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
виктория	viktoria	виктория	viktoriť	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
виктория	viktória	виктория	viktória	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
виктория	viktoria	виктория	viktoriť	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
виктория	victoria	виктория	victoriť	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
обращение	liečenie	обращение	liečenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
обращение	zaobchádzanie	обращение	zaobchádzanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
обращение	spracovanie	обращение	spracovanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
обращение	ošetrenie	обращение	ošetrenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
обращение	liečba	обращение	liečba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
границу	hranicu	граница	hranica	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
практика	prax	практика	prax	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
надежда	nádej	надежда	nádej	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
изменить	upraviť	изменить	upraviť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
изменить	pozmeniť	изменить	pozmeniť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
изменить	zmeniť	изменить	zmeniť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
изменить	upraviť	изменить	upraviť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
изменить	zmeniť	изменить	zmeniť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
скульптор	sochár	скульптор	sochár	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
психологии	psychológia	психология	psychológia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
александровна	alexandrovna	александровна	alexandrovna	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
нарушает	porušuje	нарушать	porušovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
половина	polovica	половина	polovica	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
половина	polka	половина	polka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
роберта	roberta	роберт	robert	N;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG
реакция	reakcia	реакция	reakcia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
реакция	odpoveď	реакция	odpoveď	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
реакция	odozva	реакция	odozva	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
реакция	reakcia	реакция	reakcia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
остатки	zvyšky	остатки	zvyšok	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
остатки	pozostatky	остатки	pozostatok	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
остатки	zvyšky	остатки	zvyšok	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
остатки	zvyšky	остатки	zvyšok	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
остатки	rezíduá	остатки	rezíduz	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
доска	tabuľa	доска	tabuľa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
доска	rada	доска	rád	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
доска	predstavenstvo	доска	predstavenstvo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
доска	doska	доска	doska	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
доска	palube	доска	paluba	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
доска	board	доска	board	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
борисович	borisovič	борисович	borisovič	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
здравоохранения	zdraví	здравоохранение	zdravie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
здравоохранения	zdravie	здравоохранение	zdravie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
здравоохранения	zdravotníctvo	здравоохранение	zdravotníctvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
параметры	moznosti	параметр	moznosť	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
параметры	voľby	параметр	voľba	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
параметры	opcie	параметр	opcia	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
параметры	možnosti	параметр	možnosť	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
параметры	parametre	параметр	parametre	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
параметры	nastavenia	параметр	nastavenie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
мужской	mužské	мужской	mužský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
мужской	mužský	мужской	mužský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
мужской	mužské	мужской	mužský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
мужской	mužský	мужской	mužský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
снять	odobrať	снять	odobrať	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
судьба	osud	судьба	osud	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
судьба	osud	судьба	osud	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
профессия	povolanie	профессия	povolanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
профессия	profesia	профессия	profesi	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
профессия	povolanie	профессия	povolanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
профессия	zamestnanie	профессия	zamestnanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
днепр	dneper	днепр	dneper	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
железнодорожный	železničná	железнодорожный	železničný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
железнодорожный	železničné	железнодорожный	železničný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
железнодорожный	železničná	железнодорожный	železničný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
правители	vládcovia	правитель	vládca	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
бывшая	bývalý	бывший	bývalý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
бывшая	bývalá	бывший	bývalý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
бывшая	bývalé	бывший	bývalý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
глубина	hĺbka	глубина	hĺbka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
организовал	zariadila	организовывать	zariadiť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
композиция	zloženie	композиция	zloženie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
лодки	člny	лодка	člna	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
лодки	lode	лодка	loď	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
испытания	skúšky	испытание	skúška	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
испытания	pokusy	испытание	pokus	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
испытания	testy	испытание	test	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
испытания	skúšky	испытание	skúška	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
испытания	skúšky	испытание	skúška	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
вселенной	vesmír	вселенная	vesmír	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
преподаватель	lektor	преподаватель	lektor	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
преподаватель	profesor	преподаватель	profesor	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
преподаватель	profesorka	преподаватель	profesorka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
преподаватель	učiteľ	преподаватель	učiteľ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
преподаватель	učiteľka	преподаватель	učiteľka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
одни	sami	один	sám	DET;NOM;PL	DET;ANIM;NOM;MASC;PL
присоединился	pripojil	присоединиться	pripojiť	V;PFV;MASC;IND;SG;PST;FIN;MID	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
размеры	veľkosti	размер	veľkosť	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
размеры	dimenzie	размер	dimenzia	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
размеры	rozmery	размер	rozmer	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
размеры	rozmery	размер	rozmer	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
размеры	veľkosti	размер	veľkosť	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
описывает	vystihuje	описывать	vystihovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
описывает	opisuje	описывать	opisovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
описывает	popisuje	описывать	popisovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
философия	filozofia	философия	filozofie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
снг	cis	снг	cis	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
конкретно	špecificky	конкретно	špecificky	ADV	ADV
стивен	stephen	стивный	stephen	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
лес	les	лес	les	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
лес	les	лес	les	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
лес	les	лес	les	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
видит	vidí	видеть	vidieť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
фраза	veta	фраза	veto	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
фраза	fráza	фраза	fráza	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
личное	osobný	личный	osobný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
личное	osobná	личный	osobný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
личное	osobné	личный	osobný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
личное	súkromný	личный	súkromný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
личное	súkromná	личный	súkromný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
личное	súkromné	личный	súkromný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
кольцо	prsteň	кольцо	prsteň	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
кольцо	krúžok	кольцо	krúžok	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
дерево	drevo	дерево	drevo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
дерево	strom	дерево	strom	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
дерево	stromček	дерево	stromček	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
избежать	zabrániť	избегнуть	zabrániť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
хит	hit	хит	hit	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
хит	úder	хит	úder	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
явления	javy	явление	jav	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
харьков	charkov	харький	chark	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
улучшения	zlepšenia	улучшение	zlepšenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
улучшения	vylepšenia	улучшение	vylepšenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
