年	jaar	年	jaar	N	N;NEUT;SG
手術	exploitatie	手術	exploitatie	N	N;MASC+FEM;SG
行李	bagage	行李	bagage	N	N;MASC+FEM;SG
行李	bagage	行李	bagage	N	N;MASC+FEM;SG
旁白	verteller	旁白	verteller	N	N;MASC+FEM;SG
穿	dragend	穿	dragen	V	V;V.PTCP
穿	dragen	穿	dragen	V	V;NFIN
司徒	stuart	司徒	stuart	N	N;MASC+FEM;SG
癌症	kanker	癌症	kanker	N	N;MASC+FEM;SG
練習	oefenen	練習	oefenen	V	V;NFIN
練習	beoefenen	練習	beoefenen	V	V;NFIN
練習	oefenen	練習	oefenen	V	V;NFIN
練習	uitoefenen	練習	uitoefenen	V	V;NFIN
機體	organisme	機體	organisme	N	N;NEUT;SG
分散	verspreide	分散	verspreiden	V	V;FIN
分散	verspreid	分散	verspreiden	V	V;V.PTCP
分散	verstrooid	分散	verstrooien	V	V;V.PTCP
奇怪	strange	奇怪	strang	N	N;MASC+FEM;SG
氮	stikstof	氮	stikstof	N	N;MASC+FEM;SG
同性	homoseksualiteit	同性	homoseksualiteit	N	N;MASC+FEM;SG
同性	homoseksueel	同性	homoseksueel	N	N;NEUT;SG
同性	homo	同性	homo	N	N;MASC+FEM;SG
同性	gay	同性	gay	N	N;MASC+FEM;SG
抱	knuffelen	抱	knuffelen	V	V;NFIN
圖書	boeken	圖書	boek	N	N;PL
圖書	boek	圖書	boek	N	N;NEUT;SG
情感	emoties	情感	emotie	N	N;PL
情感	emotie	情感	emotie	N	N;MASC+FEM;SG
情感	emoties	情感	emotie	N	N;PL
鴨	eendjes	鴨	eend	N	N;PL
鴨	eenden	鴨	eenden	N	N;PL
鴨	eend	鴨	eend	N	N;MASC+FEM;SG
鴨	eendje	鴨	eend	N	N;NEUT;SG
鴨	eenden	鴨	eenden	N	N;PL
妖	demoon	妖	demoon	N	N;MASC+FEM;SG
妖	demon	妖	demon	N	N;MASC+FEM;SG
妖	duivel	妖	duivel	N	N;MASC+FEM;SG
臉	gezichten	臉	gezicht	N	N;PL
臉	gelaat	臉	gelaat	N	N;NEUT;SG
臉	aangezicht	臉	aanzichten	N	N;NEUT;SG
臉	gezicht	臉	gezicht	N	N;NEUT;SG
臉	face	臉	face	N	N;MASC+FEM;SG
開啟	openen	開啟	openen	V	V;NFIN
效應	effect	效應	effect	N	N;NEUT;SG
效應	uitwerkingen	效應	uitwerking	N	N;PL
效應	effecten	效應	effect	N	N;PL
效應	gevolgen	效應	gevolg	N	N;PL
交叉	kruis	交叉	kruis	N	N;NEUT;SG
交叉	cross	交叉	cross	N	N;MASC+FEM;SG
交叉	crossover	交叉	crossover	N	N;MASC+FEM;SG
分數	breuken	分數	breuken	N	N;PL
分數	fracties	分數	fractie	N	N;PL
分數	scores	分數	scores	N	N;PL
分數	score	分數	score	N	N;MASC+FEM;SG
分數	fractie	分數	fractie	N	N;MASC+FEM;SG
遊客	bezoekers	遊客	bezoeker	N	N;PL
遊客	toeristen	遊客	toerist	N	N;PL
分行	bijkantoren	分行	bijkantoor	N	N;PL
分行	takken	分行	tak	N	N;PL
分行	branches	分行	branche	N	N;PL
分行	filialen	分行	filiaal	N	N;PL
分行	bijkantoor	分行	bijkantoor	N	N;NEUT;SG
分行	filiaal	分行	filiaal	N	N;NEUT;SG
分行	branch	分行	branch	N	N;MASC+FEM;SG
分行	tak	分行	tak	N	N;MASC+FEM;SG
騎兵	cavalerie	騎兵	cavalerie	N	N;MASC+FEM;SG
騎兵	trooper	騎兵	trooper	N	N;MASC+FEM;SG
強制	verplichte	強制	verplichten	V	V;V.PTCP
強制	verplicht	強制	verplichten	V	V;V.PTCP
強制	verplichte	強制	verplichten	V	V;V.PTCP
強制	verplicht	強制	verplichten	V	V;V.PTCP
女生	meis	女生	meis	N	N;MASC+FEM;SG
女生	meisje	女生	meisje	N	N;NEUT;SG
女生	meid	女生	meid	N	N;MASC+FEM;SG
女生	meiden	女生	meiden	N	N;PL
女生	meisjes	女生	meisje	N	N;PL
女生	girls	女生	girls	N	N;PL
蒸汽	stoom	蒸汽	stoom	N	N;MASC+FEM;SG
蒸汽	damp	蒸汽	damp	N	N;MASC+FEM;SG
鍵	keys	鍵	keys	N	N;MASC+FEM;SG
鍵	sleutels	鍵	sleutel	N	N;PL
鍵	toetsen	鍵	toetsen	N	N;PL
鍵	key	鍵	key	N	N;MASC+FEM;SG
鍵	sleutel	鍵	sleutel	N	N;MASC+FEM;SG
鍵	toets	鍵	toets	N	N;MASC+FEM;SG
鍵	binding	鍵	binding	N	N;MASC+FEM;SG
鍵	obligatie	鍵	obligatie	N	N;MASC+FEM;SG
鍵	bond	鍵	bond	N	N;MASC+FEM;SG
人事	personeel	人事	personeel	N	N;NEUT;SG
人事	personeelszaken	人事	personeelszaak	N	N;PL
可汗	khan	可汗	khan	N	N;MASC+FEM;SG
氯	chloor	氯	chloor	N	N;NEUT;SG
經理	manager	經理	manager	N	N;MASC+FEM;SG
經理	bedrijfsleider	經理	bedrijfsleider	N	N;MASC+FEM;SG
射手	schutter	射手	schutter	N	N;MASC+FEM;SG
射手	shooter	射手	shooter	N	N;MASC+FEM;SG
射手	schutters	射手	schutter	N	N;PL
假日	feestdag	假日	feestdag	N	N;MASC+FEM;SG
假日	vakantie	假日	vakantie	N	N;MASC+FEM;SG
假日	feestdagen	假日	feestdag	N	N;PL
假日	vakanties	假日	vakantie	N	N;PL
假日	vakantie	假日	vakantie	N	N;MASC+FEM;SG
到期	vervalt	到期	vervallen	V	V;SG;PRS;FIN
到期	verloopt	到期	verlopen	V	V;SG;PRS;FIN
到期	verschuldigd	到期	verschuldigd	V	V;V.PTCP
到期	verschuldigde	到期	verschuldigen	V	V;SG;PST;FIN
到期	aflopen	到期	aflopen	V	V;NFIN
到期	verlopen	到期	verlopen	V	V;V.PTCP
到期	vervallen	到期	vervallen	V	V;NFIN
到期	verstrijken	到期	verstrijken	V	V;NFIN
敵	vijand	敵	vijand	N	N;MASC+FEM;SG
物業	eigenschap	物業	eigenschap	N	N;MASC+FEM;SG
物業	eigendom	物業	eigendom	N	N;NEUT;SG
物業	vastgoed	物業	vastgoed	N	N;NEUT;SG
預算	budget	預算	budget	N	N;NEUT;SG
預算	begroting	預算	begroting	N	N;MASC+FEM;SG
預算	budgetten	預算	budget	N	N;PL
預算	begrotingen	預算	begroting	N	N;PL
閃	flits	閃	flit	N	N;MASC+FEM;SG
閃	flash	閃	flash	N	N;MASC+FEM;SG
閃	flitser	閃	flitser	N	N;MASC+FEM;SG
雕像	standbeelden	雕像	standbeeld	N	N;PL
雕像	beeldje	雕像	beeldje	N	N;NEUT;SG
雕像	standbeeld	雕像	standbeeld	N	N;NEUT;SG
收回	terugtrekken	收回	terugtrekken	V	V;NFIN
短期	short	短期	short	N	N;MASC+FEM;SG
貨	cargo	貨	cargo	N	N;MASC+FEM;SG
貨	vracht	貨	vracht	N	N;MASC+FEM;SG
貨	lading	貨	lading	N	N;MASC+FEM;SG
引力	zwaarte	引力	zwaart	N	N;MASC+FEM;SG
引力	zwaartekracht	引力	zwaartekracht	N	N;MASC+FEM;SG
霧	nevel	霧	nevel	N	N;MASC+FEM;SG
霧	foggy	霧	foggy	N	N;MASC+FEM;SG
霧	nevel	霧	nevel	N	N;MASC+FEM;SG
市鎮	gemeenten	市鎮	gemeente	N	N;PL
免疫	onschendbaarheid	免疫	onschendbaarheid	N	N;MASC+FEM;SG
免疫	immuniteit	免疫	immuniteit	N	N;MASC+FEM;SG
編碼	wetboek	編碼	wetboek	N	N;NEUT;SG
編碼	code	編碼	code	N	N;MASC+FEM;SG
編碼	codering	編碼	codering	N	N;MASC+FEM;SG
編碼	codering	編碼	codering	N	N;MASC+FEM;SG
吸	zuigen	吸	zuigen	V	V;NFIN
吸	zuig	吸	zuig	V	V;SG;PRS;FIN
啤酒	bieren	啤酒	bier	N	N;PL
啤酒	biertje	啤酒	biertje	N	N;NEUT;SG
啤酒	bier	啤酒	bier	N	N;NEUT;SG
星期	vr	星期	vr	N	N;MASC+FEM;SG
里程	kilometerstand	里程	kilometerstand	N	N;MASC+FEM;SG
里程	kilometers	里程	kilometer	N	N;PL
敏感	gevoeligheid	敏感	gevoeligheid	N	N;MASC+FEM;SG
向前	voorwaarts	向前	voorwaarts	N	N;MASC+FEM;SG
時裝	kleding	時裝	kleding	N	N;MASC+FEM;SG
時裝	mode	時裝	mode	N	N;MASC+FEM;SG
火炮	artillerie	火炮	artillerie	N	N;MASC+FEM;SG
火炮	geschut	火炮	schutten	N	N;NEUT;SG
魔女	heks	魔女	heks	N	N;MASC+FEM;SG
擴張	verwijd	擴張	verwijden	V	V;V.PTCP
擴張	uitbreiden	擴張	uitbreiden	V	V;NFIN
擴張	uitbreiden	擴張	uitbreiden	V	V;NFIN
擴張	uitbreiden	擴張	uitbreiden	V	V;NFIN
甲基	methyl	甲基	methyl	N	N;MASC+FEM;SG
腦	hersenen	腦	hersene	N	N;PL
腦	hersens	腦	hersens	N	N;PL
腦	brein	腦	brein	N	N;NEUT;SG
腦	hersenen	腦	hersene	N	N;PL
腦	hersens	腦	hersens	N	N;PL
腦	brein	腦	brein	N	N;NEUT;SG
進步	progress	進步	progress	N	N;MASC+FEM;SG
進步	vorderingen	進步	vordering	N	N;PL
進步	vooruitgang	進步	vooruitgang	N	N;MASC+FEM;SG
進步	voortgang	進步	voortgang	N	N;MASC+FEM;SG
強度	intensiteit	強度	intensiteit	N	N;MASC+FEM;SG
強度	sterkte	強度	sterkte	N	N;MASC+FEM;SG
強度	kracht	強度	kracht	N	N;MASC+FEM;SG
白金	platinum	白金	platinum	N	N;MASC+FEM;SG
白金	platina	白金	platina	N	N;NEUT;SG
走廊	gang	走廊	gang	N	N;MASC+FEM;SG
走廊	gang	走廊	gang	N	N;MASC+FEM;SG
走廊	corridor	走廊	corridor	N	N;MASC+FEM;SG
拆卸	demonteren	拆卸	demonteren	V	V;NFIN
資料	databanken	資料	databank	N	N;PL
資料	databases	資料	database	N	N;PL
資料	databank	資料	databank	N	N;MASC+FEM;SG
資料	gegevensbank	資料	gegevensbank	N	N;MASC+FEM;SG
資料	database	資料	databaas	N	N;MASC+FEM;SG
金額	bedragen	金額	bedrag	N	N;PL
金額	bedrag	金額	bedrag	N	N;NEUT;SG
金額	bedragen	金額	bedrag	N	N;PL
金額	sommen	金額	sommen	N	N;PL
表格	formulieren	表格	formulier	N	N;PL
表格	vorm	表格	vorm	N	N;MASC+FEM;SG
表格	formulier	表格	formulier	N	N;NEUT;SG
創新	innovaties	創新	innovatie	N	N;PL
創新	vernieuwingen	創新	vernieuwing	N	N;PL
創新	nieuwigheden	創新	nieuwigheid	N	N;PL
創新	innovaties	創新	innovatie	N	N;PL
創新	innovatie	創新	innovatie	N	N;MASC+FEM;SG
創新	vernieuwing	創新	vernieuwing	N	N;MASC+FEM;SG
叉	vork	叉	vork	N	N;MASC+FEM;SG
海灣	golf	海灣	golf	N	N;MASC+FEM;SG
海灣	baai	海灣	baai	N	N;MASC+FEM;SG
海灣	bay	海灣	bay	N	N;MASC+FEM;SG
錄音	opnemen	錄音	opnemen	V	V;NFIN
農民	boeren	農民	boer	N	N;PL
農民	boer	農民	boer	N	N;MASC+FEM;SG
農民	boer	農民	boer	N	N;MASC+FEM;SG
農民	landbouwer	農民	landbouwer	N	N;MASC+FEM;SG
農民	landbouwers	農民	landbouwer	N	N;PL
農民	boeren	農民	boer	N	N;PL
赤道	evenaar	赤道	evenaar	N	N;MASC+FEM;SG
雕刻	graveren	雕刻	graveren	V	V;NFIN
雕刻	snijden	雕刻	snijden	V	V;NFIN
金色	golden	金色	golden	N	N;PL
金色	gulden	金色	gulden	N	N;MASC+FEM;SG
金色	goud	金色	goud	N	N;NEUT;SG
理性	reden	理性	reden	N	N;MASC+FEM;SG
理性	rede	理性	rede	N	N;MASC+FEM;SG
理性	rationaliteit	理性	rationaliteit	N	N;MASC+FEM;SG
外表	schijn	外表	schijn	N	N;MASC+FEM;SG
外表	verschijningen	外表	verschijning	N	N;PL
外表	verschijning	外表	verschijning	N	N;MASC+FEM;SG
稅	belasting	稅	belasting	N	N;MASC+FEM;SG
稅	belastingen	稅	belastingen	N	N;PL
稅	belasting	稅	belasting	N	N;MASC+FEM;SG
稅	belastingen	稅	belastingen	N	N;PL
缸	cilinder	缸	cilinder	N	N;MASC+FEM;SG
童年	jeugd	童年	jeugd	N	N;MASC+FEM;SG
童年	kindertijd	童年	kindertijd	N	N;MASC+FEM;SG
百科	encyclopedie	百科	encyclopedie	N	N;MASC+FEM;SG
橘	sinaasappel	橘	sinaasappel	N	N;MASC+FEM;SG
橘	tachibana	橘	tachibana	N	N;MASC+FEM;SG
彩色	kleuren	彩色	kleur	N	N;PL
彩色	kleur	彩色	kleur	N	N;MASC+FEM;SG
彩色	kleur	彩色	kleur	N	N;MASC+FEM;SG
工會	union	工會	union	N	N;MASC+FEM;SG
工會	vakbond	工會	vakbond	N	N;MASC+FEM;SG
工會	unie	工會	unie	N	N;MASC+FEM;SG
工會	bonden	工會	bond	N	N;PL
工會	vakbonden	工會	vakbond	N	N;PL
蜘蛛	spinnen	蜘蛛	spin	N	N;PL
蜘蛛	spin	蜘蛛	spin	N	N;MASC+FEM;SG
蜘蛛	spider	蜘蛛	spider	N	N;MASC+FEM;SG
離婚	scheiden	離婚	scheiden	V	V;NFIN
離婚	gescheiden	離婚	scheiden	V	V;V.PTCP
享受	genieten	享受	genieten	V	V;NFIN
享受	geniet	享受	genieten	V	V;SG;PRS;FIN
享受	genieten	享受	genieten	V	V;NFIN
享受	genoten	享受	genieten	V	V;V.PTCP
鑽石	diamond	鑽石	diamond	N	N;MASC+FEM;SG
鑽石	diamant	鑽石	diamant	N	N;MASC+FEM;SG
鑽石	ruiten	鑽石	ruit	N	N;PL
鑽石	diamanten	鑽石	diamant	N	N;PL
週	vr	週	vr	N	N;MASC+FEM;SG
肌	spieren	肌	spier	N	N;PL
肌	spier	肌	spier	N	N;MASC+FEM;SG
美女	schoonheden	美女	schoonheid	N	N;PL
美女	beauty	美女	beauty	N	N;MASC+FEM;SG
美女	schoonheid	美女	schoonheid	N	N;MASC+FEM;SG
神經	zenuwen	神經	zenuw	N	N;PL
神經	zenuw	神經	zenuw	N	N;MASC+FEM;SG
神經	lef	神經	lef	N	N;NEUT;SG
神經	zenuwen	神經	zenuw	N	N;PL
助手	assistente	助手	assistent	N	N;MASC+FEM;SG
助手	assistent	助手	assistent	N	N;MASC+FEM;SG
窩	nest	窩	nest	N	N;NEUT;SG
窩	nestje	窩	nest	N	N;NEUT;SG
地帶	strip	地帶	strip	N	N;MASC+FEM;SG
混亂	verwardheid	混亂	verwardheid	N	N;MASC+FEM;SG
混亂	verwarring	混亂	verwarring	N	N;MASC+FEM;SG
混亂	chaos	混亂	chaos	N	N;MASC+FEM;SG
大堂	lobby	大堂	lobby	N	N;MASC+FEM;SG
裸	bare	裸	baar	N	N;MASC+FEM;SG
校區	campus	校區	campus	N	N;MASC+FEM;SG
衝擊	schokken	衝擊	schok	V	V;NFIN
衝擊	schokken	衝擊	schok	V	V;NFIN
廠	verkoper	廠	verkoper	N	N;MASC+FEM;SG
廠	leverancier	廠	leverancier	N	N;MASC+FEM;SG
廠	producent	廠	producent	N	N;MASC+FEM;SG
廠	fabrikant	廠	fabrikant	N	N;MASC+FEM;SG
光學	optiek	光學	optiek	N	N;MASC+FEM;SG
卵	eieren	卵	ei	N	N;PL
卵	eitjes	卵	eit	N	N;PL
氟	fluoride	氟	fluoride	N	N;MASC+FEM;SG
氟	fluor	氟	fluor	N	N;NEUT;SG
欄	column	欄	column	N	N;MASC+FEM;SG
欄	zuil	欄	zuil	N	N;MASC+FEM;SG
欄	kolom	欄	kolom	N	N;MASC+FEM;SG
欄	kolommen	欄	kolommen	N	N;PL
欄	zuilen	欄	zuilen	N	N;PL
欄	pilaren	欄	pilaar	N	N;PL
意志	wills	意志	will	N	N;PL
軍方	militairen	軍方	militair	N	N;PL
軍方	krijgsmacht	軍方	krijgsmacht	N	N;MASC+FEM;SG
真理	waarheden	真理	waarheden	N	N;PL
真理	waarheid	真理	waarheid	N	N;MASC+FEM;SG
街頭	straat	街頭	straat	N	N;MASC+FEM;SG
背面	munt	背面	munt	N	N;MASC+FEM;SG
背面	staarten	背面	staarten	N	N;PL
醫藥	medicijnen	醫藥	medicijn	N	N;PL
醫藥	geneeskunde	醫藥	geneeskunde	N	N;MASC+FEM;SG
醫藥	geneesmiddel	醫藥	geneesmiddel	N	N;NEUT;SG
醫藥	medicijnen	醫藥	medicijn	N	N;PL
醫藥	medicatie	醫藥	medicatie	N	N;MASC+FEM;SG
醫藥	geneesmiddelen	醫藥	geneesmiddelen	N	N;PL
醫藥	medicijnen	醫藥	medicijn	N	N;PL
推理	redenering	推理	redenering	N	N;MASC+FEM;SG
變更	aanpassen	變更	aanpassen	V	V;NFIN
變更	wijzigen	變更	wijzigen	V	V;NFIN
變更	veranderen	變更	veranderen	V	V;NFIN
變更	wijzigen	變更	wijzigen	V	V;NFIN
新手	beginners	新手	beginner	N	N;PL
新手	beginneling	新手	beginneling	N	N;MASC+FEM;SG
新手	beginner	新手	beginner	N	N;MASC+FEM;SG
新手	beginneling	新手	beginneling	N	N;MASC+FEM;SG
新手	nieuweling	新手	nieuweling	N	N;MASC+FEM;SG
新手	groentje	新手	groen	N	N;NEUT;SG
新手	rookie	新手	rookie	N	N;MASC+FEM;SG
燒	brand	燒	brand	N	N;MASC+FEM;SG
燒	burn	燒	burn	N	N;MASC+FEM;SG
燒	verbranding	燒	verbranding	N	N;MASC+FEM;SG
燒	burning	燒	burning	N	N;MASC+FEM;SG
膠	lijm	膠	lijm	N	N;MASC+FEM;SG
膠	gom	膠	gom	N	N;NEUT;SG
膠	kauwgum	膠	kauwgum	N	N;NEUT;SG
膠	kauwgom	膠	kauwgom	N	N;MASC+FEM;SG
膠	gum	膠	gum	N	N;NEUT;SG
膠	gel	膠	gel	N	N;MASC+FEM;SG
渡邊	watanabe	渡邊	watanabe	N	N;MASC+FEM;SG
分歧	onenigheid	分歧	onenigheid	N	N;MASC+FEM;SG
分歧	meningsverschil	分歧	meningsverschil	N	N;NEUT;SG
分歧	verschillen	分歧	verschil	N	N;PL
分歧	divergentie	分歧	divergentie	N	N;MASC+FEM;SG
分歧	meningsverschillen	分歧	meningsverschil	N	N;PL
怪物	monster	怪物	monster	N	N;NEUT;SG
書寫	geschreven	書寫	schrijven	V	V;V.PTCP
書寫	schrijven	書寫	schrijven	V	V;NFIN
色情	pornografie	色情	pornografie	N	N;MASC+FEM;SG
色情	porno	色情	porno	N	N;MASC+FEM;SG
色情	porno	色情	porno	N	N;MASC+FEM;SG
股東	aandeelhouders	股東	aandeelhouder	N	N;PL
股東	aandeelhouders	股東	aandeelhouder	N	N;PL
股東	aandeelhouders	股東	aandeelhouder	N	N;PL
股東	aandeelhouder	股東	aandeelhouder	N	N;MASC+FEM;SG
曝光	ontmaskeren	曝光	ontmaskeren	V	V;NFIN
曝光	blootstellen	曝光	blootstel	V	V;NFIN
曝光	openbaren	曝光	openbaar	V	V;NFIN
曝光	belicht	曝光	belicht	V	V;V.PTCP
曝光	blootgesteld	曝光	blootstellen	V	V;V.PTCP
曝光	blootstellen	曝光	blootstel	V	V;NFIN
劫	beroving	劫	beroving	N	N;MASC+FEM;SG
劫	roofoverval	劫	roofoverval	N	N;NEUT;SG
劫	overval	劫	overval	N	N;MASC+FEM;SG
劫	diefstal	劫	diefstal	N	N;MASC+FEM;SG
鎖	vergrendelen	鎖	vergrendelen	V	V;NFIN
鎖	sloten	鎖	sluiten	V	V;PL;PST;FIN
人群	menigte	人群	menigte	N	N;MASC+FEM;SG
人群	menigte	人群	menigte	N	N;MASC+FEM;SG
簡化	stroomlijnen	簡化	stroomlijn	V	V;NFIN
簡化	vereenvoudigen	簡化	vereenvoudigen	V	V;NFIN
簡化	vereenvoudigen	簡化	vereenvoudigen	V	V;NFIN
簡化	vereenvoudigen	簡化	vereenvoudigen	V	V;NFIN
簡化	vereenvoudigde	簡化	vereenvoudigen	V	V;SG;FIN
簡化	vereenvoudigd	簡化	vereenvoudigen	V	V;V.PTCP
土壤	bodem	土壤	bodem	N	N;MASC+FEM;SG
土壤	grond	土壤	grond	N	N;MASC+FEM;SG
土壤	bodems	土壤	bodem	N	N;PL
水中	onderwater	水中	onderwater	N	N;MASC+FEM;SG
重組	herstructureren	重組	herstructureren	V	V;NFIN
重組	reorganiseren	重組	reorganiseren	V	V;NFIN
重組	reorganiseren	重組	reorganiseren	V	V;NFIN
重組	reorganiseren	重組	reorganiseren	V	V;NFIN
消費	verbruik	消費	verbruik	N	N;NEUT;SG
消費	consumptie	消費	consumptie	N	N;MASC+FEM;SG
洗	wassen	洗	wassen	V	V;NFIN
洗	wassen	洗	wassen	V	V;NFIN
磨	slijpen	磨	slijpen	V	V;NFIN
磨	vermalen	磨	vermalen	V	V;NFIN
隕石	meteoriet	隕石	meteoriet	N	N;MASC+FEM;SG
隕石	meteoor	隕石	meteoor	N	N;MASC+FEM;SG
隕石	meteoriet	隕石	meteoriet	N	N;MASC+FEM;SG
摧毀	verwoesten	摧毀	verwoesten	V	V;NFIN
摧毀	vernietigen	摧毀	vernietigen	V	V;NFIN
摧毀	vernietig	摧毀	vernietig	V	V;SG;PRS;FIN
船隻	schepen	船隻	schip	N	N;PL
船隻	vaartuigen	船隻	vaartuig	N	N;PL
船隻	vaartuig	船隻	vaartuig	N	N;NEUT;SG
船隻	schip	船隻	schip	N	N;NEUT;SG
船隻	boot	船隻	boot	N	N;MASC+FEM;SG
個別	individu	個別	individu	N	N;NEUT;SG
橙	sinaasappel	橙	sinaasappel	N	N;MASC+FEM;SG
橙	sinaasappels	橙	sinaasappel	N	N;PL
橙	sinaasappelen	橙	sinaasappel	N	N;PL
排序	sorteren	排序	sorteren	V	V;NFIN
排序	sorteren	排序	sorteren	V	V;NFIN
安定	valium	安定	valium	N	N;MASC+FEM;SG
漆	vernis	漆	vernis	N	N;NEUT;SG
漆	lak	漆	lak	N	N;MASC+FEM;SG
漆	lak	漆	lak	N	N;MASC+FEM;SG
物體	objecten	物體	object	N	N;PL
物體	voorwerpen	物體	voorwerp	N	N;PL
牙齒	tand	牙齒	tand	N	N;MASC+FEM;SG
牙齒	tanden	牙齒	tand	N	N;PL
牙齒	gebit	牙齒	gebit	N	N;NEUT;SG
牙齒	tandjes	牙齒	tand	N	N;PL
元件	bestanddeel	元件	bestanddeel	N	N;NEUT;SG
元件	onderdeel	元件	onderdeel	N	N;NEUT;SG
元件	component	元件	component	N	N;MASC+FEM;SG
元件	onderdelen	元件	onderdeel	N	N;PL
元件	componenten	元件	component	N	N;PL
元件	element	元件	element	N	N;NEUT;SG
協調	coördineren	協調	coördineren	V	V;NFIN
協調	gecoördineerde	協調	coprdineren	V	V;V.PTCP
協調	gecoördineerd	協調	coprdineren	V	V;V.PTCP
協調	coördineren	協調	coördineren	V	V;NFIN
協調	coördinerend	協調	coprdineren	V	V;V.PTCP
新秀	beginneling	新秀	beginneling	N	N;MASC+FEM;SG
新秀	nieuweling	新秀	nieuweling	N	N;MASC+FEM;SG
新秀	groentje	新秀	groen	N	N;NEUT;SG
新秀	rookie	新秀	rookie	N	N;MASC+FEM;SG
尾巴	staart	尾巴	staart	N	N;MASC+FEM;SG
妖怪	monster	妖怪	monster	N	N;NEUT;SG
扣	gesp	扣	gesp	N	N;MASC+FEM;SG
扣	sluiting	扣	sluiting	N	N;MASC+FEM;SG
客戶	klant	客戶	klant	N	N;MASC+FEM;SG
客戶	afnemer	客戶	afnemer	N	N;MASC+FEM;SG
客戶	klanten	客戶	klant	N	N;PL
客戶	afnemers	客戶	afnemer	N	N;PL
客戶	client	客戶	client	N	N;MASC+FEM;SG
客戶	klant	客戶	klant	N	N;MASC+FEM;SG
客戶	opdrachtgever	客戶	opdrachtgever	N	N;MASC+FEM;SG
客戶	cliënt	客戶	cliënt	N	N;MASC+FEM;SG
客戶	cliënten	客戶	cliënt	N	N;PL
客戶	klanten	客戶	klant	N	N;PL
喙	snavel	喙	snavel	N	N;MASC+FEM;SG
治理	bestuur	治理	bestuur	N	N;NEUT;SG
治理	governance	治理	governance	N	N;MASC+FEM;SG
選民	kiezers	選民	kiezer	N	N;PL
選民	kiezer	選民	kiezer	N	N;MASC+FEM;SG
選民	electoraat	選民	electoraat	N	N;NEUT;SG
選民	kiezers	選民	kiezer	N	N;PL
選民	kiezer	選民	kiezer	N	N;MASC+FEM;SG
選民	kiezers	選民	kiezer	N	N;PL
選民	stemmers	選民	stemmer	N	N;PL
選民	kiezer	選民	kiezer	N	N;MASC+FEM;SG
演技	acteer	演技	acteer	N	N;MASC+FEM;SG
肌肉	spieren	肌肉	spier	N	N;PL
肌肉	spieren	肌肉	spier	N	N;PL
肌肉	spier	肌肉	spier	N	N;MASC+FEM;SG
火車	trein	火車	trein	N	N;MASC+FEM;SG
火車	treinen	火車	trein	N	N;PL
磷酸	fosfaat	磷酸	fosfaat	N	N;MASC+FEM;SG
蛙	kikker	蛙	kikker	N	N;MASC+FEM;SG
觀看	kijken	觀看	kijken	V	V;NFIN
觀看	kijk	觀看	kijken	V	V;SG;PRS;FIN
觀看	kijken	觀看	kijken	V	V;NFIN
重型	heavy	重型	heavy	N	N;MASC+FEM;SG
肩	schouder	肩	schouder	N	N;MASC+FEM;SG
肩	schouders	肩	schouder	N	N;PL
水手	matroos	水手	matroos	N	N;MASC+FEM;SG
水手	sailor	水手	sailor	N	N;MASC+FEM;SG
水手	zeeman	水手	zeeman	N	N;MASC+FEM;SG
水手	zeiler	水手	zeiler	N	N;MASC+FEM;SG
答案	antwoord	答案	antwoord	N	N;NEUT;SG
答案	antwoorden	答案	antwoord	N	N;PL
領先	leidende	領先	leiden	V	V;V.PTCP
領先	leidend	領先	leiden	V	V;V.PTCP
領先	leiden	領先	leiden	V	V;NFIN
領先	loden	領先	lood	V	V;V.PTCP
鏡頭	lens	鏡頭	lens	N	N;MASC+FEM;SG
鏡頭	camera	鏡頭	camera	N	N;MASC+FEM;SG
鏡頭	fototoestel	鏡頭	fototoestel	N	N;NEUT;SG
鏡頭	schoten	鏡頭	schot	N	N;PL
鏡頭	shots	鏡頭	shot	N	N;PL
頭銜	titels	頭銜	titel	N	N;PL
前	veronderstelling	前	veronderstelling	N	N;MASC+FEM;SG
時尚	kleding	時尚	kleding	N	N;MASC+FEM;SG
時尚	mode	時尚	mode	N	N;MASC+FEM;SG
審判	beproeving	審判	beproeving	N	N;MASC+FEM;SG
審判	proces	審判	proces	N	N;NEUT;SG
審判	rechtzaak	審判	rechtzaak	N	N;MASC+FEM;SG
審判	rechtszaak	審判	rechtszaak	N	N;MASC+FEM;SG
審判	proef	審判	proef	N	N;MASC+FEM;SG
審判	beproevingen	審判	beproeving	N	N;PL
軍艦	oorlogsschepen	軍艦	oorlogsschip	N	N;PL
軍艦	oorlogsschip	軍艦	oorlogsschip	N	N;NEUT;SG
民生	levensonderhoud	民生	levensonderhoud	N	N;NEUT;SG
透明	transparantie	透明	transparantie	N	N;MASC+FEM;SG
透明	doorzichtigheid	透明	doorzichtigheid	N	N;MASC+FEM;SG
督察	inspecteur	督察	inspecteur	N	N;MASC+FEM;SG
大理	dali	大理	dali	N	N;MASC+FEM;SG
用品	benodigdheden	用品	benodigdheid	N	N;PL
用品	bevoorrading	用品	bevoorrading	N	N;MASC+FEM;SG
用品	voorraden	用品	voorraad	N	N;PL
用品	voorraad	用品	voorraad	N	N;MASC+FEM;SG
用品	leveringen	用品	levering	N	N;PL
碘	jodium	碘	jodium	N	N;NEUT;SG
鈴	bell	鈴	bell	N	N;MASC+FEM;SG
