年	рік	年	рік	N	N;INAN;NOM;MASC;SG
標題	титул	標題	титул	N	N;ANIM;NOM;MASC;SG
標題	напис	標題	напис	N	N;INAN;NOM;MASC;SG
標題	підпис	標題	підпис	N	N;INAN;NOM;MASC;SG
標題	заголовки	標題	заголовка	N	N;INAN;NOM;MASC;PL
標題	заголовки	標題	заголовка	N	N;INAN;NOM;MASC;PL
標題	заголовків	標題	заголовок	N	N;INAN;GEN;MASC;PL
想法	ідеї	想法	ідея	N	N;INAN;NOM;FEM;PL
想法	думки	想法	думка	N	N;INAN;NOM;FEM;PL
戀愛	любов	戀愛	любов	N	N;INAN;NOM;FEM;SG
戀愛	кохання	戀愛	кохання	N	N;INAN;NOM;NEUT;SG
戀愛	стосунки	戀愛	стосунок	N	N;INAN;NOM;MASC;PL
戀愛	взаємовідношення	戀愛	взаємовідношення	N	N;INAN;NOM;NEUT;SG
等級	рівень	等級	рівень	N	N;INAN;NOM;MASC;SG
等級	ієрархія	等級	ієрархія	N	N;INAN;NOM;FEM;SG
等級	класі	等級	клас	N	N;INAN;DAT;MASC;SG
等級	класи	等級	клас	N	N;INAN;NOM;MASC;PL
英尺	ногами	英尺	нога	N	N;INAN;INS;FEM;PL
英尺	ноги	英尺	нога	N	N;INAN;NOM;FEM;PL
英尺	стопи	英尺	стоп	N	N;INAN;NOM;FEM;PL
英尺	футів	英尺	фут	N	N;INAN;GEN;MASC;PL
英尺	нога	英尺	нога	N	N;INAN;NOM;FEM;SG
英尺	ногою	英尺	нога	N	N;INAN;INS;FEM;SG
英尺	лапка	英尺	лапка	N	N;INAN;NOM;FEM;SG
市	підпорядкування	市	підпорядкування	N	N;INAN;NOM;NEUT;SG
興趣	інтереси	興趣	інтерес	N	N;INAN;NOM;MASC;PL
興趣	зацікавлення	興趣	зацікавлення	N	N;INAN;NOM;NEUT;SG
興趣	інтересів	興趣	інтерес	N	N;INAN;GEN;MASC;PL
興趣	відсотки	興趣	відсоток	N	N;INAN;NOM;MASC;PL
興趣	зацікавлення	興趣	зацікавлення	N	N;INAN;NOM;NEUT;SG
興趣	інтерес	興趣	інтерес	N	N;INAN;NOM;MASC;SG
興趣	вигода	興趣	вигода	N	N;INAN;NOM;FEM;SG
允許	дозволено	允許	дозволити	V	V;PFV;IND;0;FIN
允許	дозволили	允許	дозволити	V	V;PFV;IND;PL;PST;FIN
允許	дозволено	允許	дозволити	V	V;PFV;IND;0;FIN
允許	дозволяти	允許	дозволяти	V	V;IPFV;NFIN
允許	дозволити	允許	дозволити	V	V;PFV;NFIN
理念	поняття	理念	поняття	N	N;INAN;NOM;NEUT;SG
理念	концепція	理念	концепція	N	N;INAN;NOM;FEM;SG
理念	філософія	理念	філософія	N	N;INAN;NOM;FEM;SG
理念	концепції	理念	концепція	N	N;INAN;NOM;FEM;PL
理念	принципи	理念	принцип	N	N;INAN;NOM;MASC;PL
鼻	ніс	鼻	ніс	N	N;INAN;NOM;MASC;SG
差異	відмінностей	差異	відмінність	N	N;INAN;GEN;FEM;PL
差異	відмінності	差異	відмінність	N	N;INAN;NOM;FEM;PL
差異	дисперсія	差異	дисперсія	N	N;INAN;NOM;FEM;SG
差異	різниця	差異	різниця	N	N;INAN;NOM;FEM;SG
差異	різниці	差異	різник	N	N;INAN;NOM;FEM;SG
員工	робітника	員工	робітник	N	N;ANIM;ACC;MASC;SG
員工	співробітників	員工	співробітник	N	N;ANIM;ACC;MASC;PL
員工	працівників	員工	працівник	N	N;ANIM;ACC;MASC;PL
員工	працівники	員工	працівник	N	N;ANIM;NOM;MASC;PL
員工	службовців	員工	службовець	N	N;ANIM;ACC;MASC;PL
車隊	флоту	車隊	флота	N	N;INAN;GEN;MASC;SG
車隊	флот	車隊	флот	N	N;INAN;NOM;MASC;SG
車隊	конвой	車隊	конвой	N	N;INAN;NOM;MASC;SG
單元	модулів	單元	модулі	N	N;INAN;GEN;MASC;PL
單元	модулі	單元	модула	N	N;INAN;NOM;MASC;PL
單元	модуль	單元	модуль	N	N;INAN;NOM;MASC;SG
單元	одиниці	單元	одиниця	N	N;INAN;NOM;FEM;PL
單元	юніт	單元	юніт	N	N;INAN;NOM;MASC;SG
單元	одиниці	單元	одиниця	N	N;INAN;NOM;FEM;PL
單元	одиниця	單元	одиниця	N	N;INAN;NOM;FEM;SG
英吋	дюйм	英吋	дювм	N	N;INAN;NOM;MASC;SG
英吋	дюймів	英吋	дюйм	N	N;INAN;GEN;MASC;PL
英吋	дюйми	英吋	дювма	N	N;INAN;NOM;FEM;SG
神秘	загадкова	神秘	загадкова	ADJ	ADJ;NOM;FEM;SG
槽	гніздо	槽	гніздо	N	N;INAN;NOM;NEUT;SG
槽	автомати	槽	автомат	N	N;INAN;NOM;MASC;PL
槽	гнізда	槽	гніздо	N	N;INAN;NOM;NEUT;PL
槽	слоти	槽	слота	N	N;INAN;NOM;MASC;PL
尊重	повага	尊重	повага	N	N;INAN;NOM;FEM;SG
溫度	температура	溫度	температура	N	N;INAN;NOM;FEM;SG
溫度	температури	溫度	температура	N	N;INAN;NOM;FEM;PL
溫度	температура	溫度	температура	N	N;INAN;NOM;FEM;SG
砲	гармата	砲	гармат	N	N;INAN;NOM;FEM;SG
砲	гармати	砲	гармати	N	N;INAN;NOM;FEM;PL
星光	зірки	星光	зірка	N	N;ANIM;NOM;FEM;PL
真實	справжня	真實	справжній	ADJ	ADJ;NOM;FEM;SG
真實	справжні	真實	справжній	ADJ	ADJ;NOM;PL
真實	реальний	真實	реальний	ADJ	ADJ;NOM;MASC;SG
真實	справжній	真實	справжній	ADJ	ADJ;NOM;MASC;SG
援助	допомоги	援助	допомога	N	N;INAN;GEN;FEM;SG
援助	допомогу	援助	допомога	N	N;INAN;ACC;FEM;SG
援助	допомоги	援助	допомога	N	N;INAN;GEN;FEM;SG
意識	свідомість	意識	свідомість	N	N;INAN;NOM;FEM;SG
色彩	колір	色彩	колір	N	N;INAN;NOM;MASC;SG
色彩	кольорах	色彩	колір	N	N;INAN;ESS;MASC;PL
色彩	кольори	色彩	колір	N	N;INAN;NOM;MASC;PL
色彩	колір	色彩	колір	N	N;INAN;NOM;MASC;SG
色彩	барви	色彩	барва	N	N;INAN;NOM;FEM;PL
色彩	кольори	色彩	колір	N	N;INAN;NOM;MASC;PL
色彩	кольорів	色彩	колір	N	N;INAN;GEN;MASC;PL
加強	зміцнити	加強	зміцнити	V	V;PFV;NFIN
襲擊	приступ	襲擊	приступ	N	N;INAN;NOM;MASC;SG
襲擊	напади	襲擊	напади	N	N;INAN;NOM;MASC;PL
襲擊	атаки	襲擊	атаки	N	N;INAN;NOM;FEM;PL
襲擊	наступ	襲擊	наступ	N	N;INAN;NOM;MASC;SG
襲擊	напад	襲擊	напад	N	N;INAN;NOM;MASC;SG
襲擊	атака	襲擊	атакий	N	N;INAN;NOM;FEM;SG
襲擊	атаки	襲擊	атаки	N	N;INAN;NOM;FEM;PL
撤退	відступати	撤退	відступати	V	V;IPFV;NFIN
冒險	пригоди	冒險	пригода	N	N;INAN;NOM;FEM;PL
冒險	пригода	冒險	пригода	N	N;INAN;NOM;FEM;SG
冒險	пригоди	冒險	пригода	N	N;INAN;NOM;FEM;PL
儀式	церемонія	儀式	церемонія	N	N;INAN;NOM;FEM;SG
儀式	обряд	儀式	обряд	N	N;INAN;NOM;MASC;SG
儀式	ритуал	儀式	ритуал	N	N;INAN;NOM;MASC;SG
成熟	погашення	成熟	погашення	N	N;INAN;NOM;NEUT;SG
容量	потужність	容量	потужність	N	N;INAN;NOM;FEM;SG
容量	спроможність	容量	спроможність	N	N;INAN;NOM;FEM;SG
證據	доказ	證據	доказ	N	N;INAN;NOM;MASC;SG
證據	докази	證據	доказ	N	N;INAN;NOM;MASC;PL
發明	винайти	發明	винайти	V	V;PFV;NFIN
發明	вигадав	發明	вигадати	V	V;PFV;MASC;IND;SG;PST;FIN
發明	винайшов	發明	винайти	V	V;PFV;MASC;IND;SG;PST;FIN
公社	комуни	公社	комуна	N	N;INAN;NOM;FEM;PL
公社	муніципалітетів	公社	муніципалітет	N	N;ANIM;ACC;MASC;PL
傳奇	легенду	傳奇	легенда	N	N;INAN;ACC;FEM;SG
傳奇	легенда	傳奇	легенда	N	N;INAN;NOM;FEM;SG
傳奇	легенд	傳奇	легенд	N	N;INAN;GEN;FEM;PL
苦	гіркоти	苦	гіркота	N	N;INAN;NOM;FEM;PL
岩石	камені	岩石	камінь	N	N;INAN;NOM;MASC;PL
岩石	скелі	岩石	скеля	N	N;INAN;NOM;FEM;PL
岩石	астероїди	岩石	астероїда	N	N;ANIM;NOM;MASC;PL
岩石	каміння	岩石	каміння	N	N;INAN;NOM;NEUT;SG
岩石	скелях	岩石	скеля	N	N;INAN;ESS;FEM;PL
岩石	скеля	岩石	скеля	N	N;INAN;NOM;FEM;SG
岩石	рок	岩石	рок	N	N;INAN;NOM;MASC;SG
岩石	кручі	岩石	круч	N	N;INAN;NOM;FEM;PL
觀察	спостерігати	觀察	спостерігати	V	V;IPFV;NFIN
碟	диск	碟	диск	N	N;INAN;NOM;MASC;SG
碟	диск	碟	диск	N	N;INAN;NOM;MASC;SG
碟	диску	碟	диск	N	N;INAN;DAT;MASC;SG
更好	краща	更好	кращий	ADJ	ADJ;NOM;RL;FEM;SG
更好	кращі	更好	кращий	ADJ	ADJ;NOM;RL;PL
原文	оригінал	原文	оригінал	N	N;INAN;NOM;MASC;SG
好友	друзями	好友	друг	N	N;ANIM;INS;MASC;PL
好友	друзів	好友	друг	N	N;ANIM;ACC;MASC;PL
好友	друзі	好友	друг	N	N;ANIM;NOM;MASC;PL
好友	другові	好友	друг	N	N;ANIM;DAT;FEM;SG
好友	другом	好友	друг	N	N;ANIM;INS;MASC;SG
好友	друг	好友	друг	N	N;ANIM;NOM;MASC;SG
好友	подруга	好友	подруга	N	N;ANIM;NOM;FEM;SG
好友	друга	好友	друг	N	N;INAN;NOM;FEM;SG
殖民	колонізація	殖民	колонізація	N	N;INAN;NOM;FEM;SG
序列	послідовності	序列	послідовність	N	N;INAN;ACC;FEM;SG
序列	послідовність	序列	послідовність	N	N;INAN;NOM;FEM;SG
支付	заплатити	支付	заплатити	V	V;PFV;NFIN
支付	платять	支付	платяти	V	V;IPFV;IND;PL;3;PRS;FIN
支付	заплатить	支付	заплатити	V	V;PFV;IND;SG;3;FUT;FIN
被	затримала	被	затримати	V;PASS	V;PFV;FEM;IND;SG;PST;FIN
被	заарештовано	被	заарештовано	V;PASS	V;PFV;IND;0;FIN
道德	мораль	道德	мораль	N	N;INAN;NOM;FEM;SG
道德	мораль	道德	мораль	N	N;INAN;NOM;FEM;SG
道德	мораль	道德	мораль	N	N;INAN;NOM;FEM;SG
分割	розділити	分割	розділити	V	V;PFV;NFIN
福利	переваги	福利	перевага	N	N;INAN;NOM;FEM;PL
福利	вигоди	福利	вигода	N	N;INAN;NOM;FEM;PL
福利	дотації	福利	дотація	N	N;INAN;ACC;FEM;PL
豹	барс	豹	барс	N	N;INAN;NOM;MASC;SG
豹	пантера	豹	пантера	N	N;ANIM;NOM;FEM;SG
慈善	благодійності	慈善	благодійність	N	N;INAN;GEN;FEM;SG
慈善	благодійність	慈善	благодійність	N	N;INAN;NOM;FEM;SG
星期	неділі	星期	неділь	N	N;INAN;NOM;FEM;PL
星期	неділях	星期	неділя	N	N;INAN;ESS;FEM;PL
星期	неділя	星期	неділя	N	N;INAN;NOM;FEM;SG
網球	теніс	網球	теніс	N	N;INAN;NOM;MASC;SG
建築	будуємо	建築	будувати	V	V;IPFV;IND;PL;1;PRS;FIN
河口	болоті	河口	болоть	N	N;INAN;DAT;MASC;SG
河口	плавнях	河口	плавня	N	N;INAN;ESS;FEM;PL
河口	лиман	河口	лиман	N	N;INAN;NOM;MASC;SG
姊妹	сестрички	姊妹	сестричка	N	N;ANIM;NOM;FEM;PL
姊妹	сестри	姊妹	сестра	N	N;ANIM;NOM;FEM;PL
姊妹	сестра	姊妹	сестра	N	N;ANIM;NOM;FEM;SG
哲學	філософія	哲學	філософія	N	N;INAN;NOM;FEM;SG
方程	рівняння	方程	рівняння	N	N;INAN;NOM;NEUT;SG
方程	рівняння	方程	рівняння	N	N;INAN;NOM;NEUT;SG
味	аромат	味	аромат	N	N;INAN;NOM;MASC;SG
完善	вишуканості	完善	вишуканість	N	N;INAN;GEN;FEM;SG
完善	вдосконалення	完善	вдосконалення	N	N;INAN;NOM;NEUT;SG
完善	досконалості	完善	досконалість	N	N;INAN;GEN;FEM;SG
完善	досконалість	完善	досконалість	N	N;INAN;NOM;FEM;SG
地形	топографія	地形	топографія	N	N;INAN;NOM;FEM;SG
地形	місцевість	地形	місцевість	N	N;INAN;NOM;FEM;SG
詳細	подробиці	詳細	подробиця	N	N;INAN;NOM;FEM;PL
兔	lepus	兔	lepus	N	N;ANIM;NOM;MASC;SG
兔	заєць	兔	заєць	N	N;ANIM;NOM;MASC;SG
兔	кролик	兔	кролик	N	N;ANIM;NOM;MASC;SG
兔	кролі	兔	кроль	N	N;ANIM;NOM;MASC;PL
經	через	經	через	ADP	ADP;ACC
書店	книгарню	書店	книгарня	N	N;INAN;ACC;FEM;SG
懷疑	сумніваюся	懷疑	сумніватися	V	V;IPFV;IND;SG;1;PRS;FIN
懷疑	сумніватися	懷疑	сумніватися	V	V;IPFV;NFIN
流量	потік	流量	потік	N	N;INAN;NOM;MASC;SG
推薦	порадити	推薦	порадити	V	V;PFV;NFIN
推薦	рекомендувати	推薦	рекомендувати	V	V;IPFV;NFIN
推薦	рекомендовано	推薦	рекомендовано	V	V;PFV;IND;0;FIN
推薦	рекомендується	推薦	рекомендуватися	V	V;IPFV;IND;SG;3;PRS;FIN
吉他	гітару	吉他	гітар	N	N;INAN;ACC;FEM;SG
吉他	гітара	吉他	гітар	N	N;ANIM;NOM;FEM;SG
吉他	гітар	吉他	гітар	N	N;INAN;GEN;FEM;PL
矛盾	парадокс	矛盾	парадокс	N	N;INAN;NOM;MASC;SG
矛盾	протиріч	矛盾	протиріч	N	N;INAN;GEN;FEM;PL
矛盾	протиріччя	矛盾	протиріччя	N	N;INAN;NOM;NEUT;SG
矛盾	незгоди	矛盾	незгода	N	N;INAN;NOM;FEM;PL
激烈	дике	激烈	дикий	ADJ	ADJ;NOM;NEUT;SG
激烈	інтенсивний	激烈	інтенсивний	ADJ	ADJ;NOM;MASC;SG
方程	формула	方程	формула	N	N;INAN;NOM;FEM;SG
方程	рівняння	方程	рівняння	N	N;INAN;NOM;NEUT;SG
方程	рівняння	方程	рівняння	N	N;INAN;NOM;NEUT;SG
課	урок	課	урок	N	N;INAN;NOM;MASC;SG
膜	мембрана	膜	мембрана	N	N;INAN;NOM;FEM;SG
演化	розвиватися	演化	розвиватися	V	V;IPFV;NFIN
雙	парні	雙	парн	NUM	NUM;NOM
鏈	ланцюги	鏈	ланцюги	N	N;INAN;NOM;MASC;PL
鏈	ланцюжок	鏈	ланцюжок	N	N;INAN;NOM;MASC;SG
鏈	ланцюг	鏈	ланцюг	N	N;INAN;NOM;MASC;SG
神社	храм	神社	храм	N	N;INAN;NOM;MASC;SG
磁	магнетизм	磁	магнетизм	N	N;INAN;NOM;MASC;SG
構造	побудувати	構造	побудувати	V	V;PFV;NFIN
射擊	стрільби	射擊	стрільба	N	N;INAN;NOM;FEM;PL
射擊	зйомки	射擊	зйомка	N	N;INAN;NOM;FEM;PL
射擊	стрільба	射擊	стрільба	N	N;INAN;NOM;FEM;SG
滑	слайд	滑	слайд	N	N;INAN;NOM;MASC;SG
更大	більшого	更大	більший	ADJ	ADJ;GEN;CMPR;MASC;SG
更大	більшим	更大	більший	ADJ	ADJ;INS;RL;NEUT;SG
更大	більший	更大	більший	ADJ	ADJ;NOM;CMPR;MASC;SG
更大	більші	更大	більший	ADJ	ADJ;NOM;RL;PL
更大	більша	更大	більший	ADJ	ADJ;NOM;RL;FEM;SG
姓名	назва	姓名	назва	N	N;INAN;NOM;FEM;SG
姓名	назви	姓名	назва	N	N;INAN;NOM;FEM;PL
姓名	імена	姓名	ім’я	N	N;INAN;NOM;NEUT;PL
跑道	смугу	跑道	смуга	N	N;INAN;ACC;FEM;SG
原理	принцип	原理	принцип	N	N;INAN;NOM;MASC;SG
原理	доктрина	原理	доктрина	N	N;INAN;NOM;FEM;SG
條例	статут	條例	статут	N	N;INAN;NOM;MASC;SG
條例	постанов	條例	постанова	N	N;INAN;GEN;FEM;PL
條例	постанова	條例	постановий	N	N;INAN;NOM;FEM;SG
條例	регулювання	條例	регулювання	N	N;INAN;NOM;NEUT;SG
主管	інспектор	主管	інспектор	N	N;ANIM;NOM;MASC;SG
責任	відповідальність	責任	відповідальність	N	N;INAN;NOM;FEM;SG
責任	повноваження	責任	повноваження	N	N;INAN;NOM;NEUT;PL
責任	відповідальності	責任	відповідальність	N	N;INAN;GEN;FEM;SG
責任	відповідальність	責任	відповідальність	N	N;INAN;NOM;FEM;SG
得分	рахунок	得分	рахунок	N	N;INAN;NOM;MASC;SG
得分	результат	得分	результат	N	N;INAN;NOM;MASC;SG
得分	оцінка	得分	оцінка	N	N;INAN;NOM;FEM;SG
彗星	комета	彗星	комета	N	N;INAN;NOM;FEM;SG
彗星	комети	彗星	комет	N	N;INAN;NOM;FEM;PL
山坡	схили	山坡	схити	N	N;INAN;NOM;MASC;PL
敵人	ворог	敵人	ворог	N	N;INAN;NOM;MASC;SG
箭	стріли	箭	стріла	N	N;INAN;NOM;FEM;PL
箭	стрілки	箭	стрілка	N	N;INAN;NOM;FEM;PL
箭	стрілок	箭	стрілка	N	N;INAN;NOM;MASC;SG
箭	стріла	箭	стріл	N	N;INAN;NOM;FEM;SG
箭	стрілка	箭	стрілка	N	N;INAN;NOM;FEM;SG
櫻	сакура	櫻	сакур	N	N;INAN;NOM;FEM;SG
警報	тривога	警報	тривогий	N	N;INAN;NOM;FEM;SG
警報	попередження	警報	попередження	N	N;INAN;NOM;NEUT;SG
胺	аміни	胺	аміна	N	N;INAN;NOM;MASC;PL
餐廳	ресторани	餐廳	ресторан	N	N;INAN;NOM;MASC;PL
餐廳	ресторан	餐廳	ресторан	N	N;INAN;NOM;MASC;SG
簽署	підписують	簽署	підписувати	V	V;IPFV;IND;PL;3;PRS;FIN
簽署	підписано	簽署	підписати	V	V;PFV;IND;0;FIN
簽署	підписав	簽署	підписати	V	V;PFV;MASC;IND;SG;PST;FIN
簽署	підписали	簽署	підписати	V	V;PFV;IND;PL;PST;FIN
上游	течії	上游	течія	N	N;INAN;NOM;FEM;PL
紅外	інфрачервона	紅外	інфрачервоний	N	N;INAN;NOM;FEM;SG
酶	ферменти	酶	фермент	N	N;INAN;NOM;MASC;PL
酶	фермент	酶	фермент	N	N;INAN;NOM;MASC;SG
鹽	сіль	鹽	сіль	N	N;INAN;NOM;FEM;SG
鹽	солі	鹽	сіль	N	N;INAN;NOM;FEM;PL
向量	вектор	向量	вектор	N	N;INAN;NOM;MASC;SG
向量	векторів	向量	вектор	N	N;INAN;GEN;MASC;PL
態度	ставлення	態度	ставлення	N	N;INAN;NOM;NEUT;SG
成分	інгредієнти	成分	інгредієнт	N	N;INAN;NOM;MASC;PL
成分	складова	成分	складовий	N	N;INAN;NOM;FEM;SG
模特	моделі	模特	модель	N	N;INAN;NOM;FEM;PL
模特	моделей	模特	модель	N	N;INAN;GEN;FEM;PL
模特	модель	模特	модель	N	N;INAN;NOM;FEM;SG
