for	dla	for	dla	ADP	ADP
omvendt	odwrócone	omvendt	odwrócić	ADJ;INDF;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
freden	pokoju	fred	pokój	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
freden	pokój	fred	pokój	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
bille	żuk	bille	żuk	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
liverpool	liverpoolu	liverpool	liverpool	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
liverpool	liverpool	liverpool	liverpool	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ejendom	własności	ejendom	własność	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
ejendom	nieruchomości	ejendom	nieruchomość	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
ejendom	właściwość	ejendom	właściwość	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ejendom	własność	ejendom	własność	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
ejendom	nieruchomość	ejendom	nieruchomość	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
årsager	powody	årsag	powód	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
årsager	przyczyny	årsag	przyczyna	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL
årsager	przyczyny	årsag	przyczyna	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL
årsager	przyczyn	årsag	przyczyna	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
forsvandt	zniknął	forsvinde	zniknąć	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
eurovision	eurowizji	eurovision	eurowizja	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
eurovision	konkurs	eurovision	konkurs	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
list	wykaz	list	wykaz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
list	lista	list	list	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
list	spis	list	spis	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
list	listę	list	lista	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
metoder	sposoby	metoder	sposób	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
metoder	metody	metoder	metoda	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL
metoder	metod	metoder	metod	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
bjerge	góry	bjerg	góra	N;INDF;NEUT;PL	N;NOM;FEM;PL
officerer	funkcjonariusze	officer	funkcjonariusz	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
officerer	oficerowie	officer	oficer	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
officerer	oficerów	officer	oficer	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
afslutning	zamknięcie	afslutning	zamknięcie	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
afslutning	zamknięcia	afslutning	zamknąć	N;INDF;MASC+FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
afslutning	zamykanie	afslutning	zamykać	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
afslutning	zakończenia	afslutning	zakończyć	N;INDF;MASC+FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
afslutning	wypełnianie	afslutning	wypełniać	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
afslutning	zakończenie	afslutning	zakończyć	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
afslutning	wypełnienie	afslutning	wypełnić	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
afslutning	ukończenie	afslutning	ukończyć	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
afslutning	koniec	afslutning	koniec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
afslutning	zakończenie	afslutning	zakończyć	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
afslutning	wypowiedzenie	afslutning	wypowiedzenie	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
afslutning	wniosek	afslutning	wniosek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
afslutning	zawarcie	afslutning	zawarcie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG;V.MSDR
historier	opowiadania	historie	opowiadanie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
matematik	matematyki	matematik	matematyk	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
matematik	matematyka	matematik	matematyka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
matematik	matematykę	matematik	matematyka	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
matematik	matematyki	matematik	matematyk	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
matematik	matematyka	matematik	matematyka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
matematik	matematyki	matematik	matematyk	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
matematik	matematyka	matematik	matematyka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
opløsning	rozwiązanie	opløsning	rozwiązanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
opløsning	rozpad	opløsning	rozpad	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
opløsning	rozdzielczość	opløsning	rozdzielczość	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
opløsning	rezolucja	opløsning	rezolucja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
opløsning	rozdzielczości	opløsning	rozdzielczość	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
opløsning	rezolucji	opløsning	rezolucja	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
opløsning	rozwiązanie	opløsning	rozwiązanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
opløsning	roztwór	opløsning	roztwór	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
videnskab	nauka	videnskab	nauka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
angiver	określa	angive	określać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
angiver	wskazuje	angive	wskazywać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
markeret	wybrano	markere	wybrać	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
markeret	sprawdził	markere	sprawdzić	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
markeret	oznaczono	markere	oznaczyć	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
øvre	górne	øvre	górny	ADJ	ADJ;NOM;NEUT;SG
øvre	górna	øvre	górny	ADJ	ADJ;NOM;FEM;SG
lyder	brzmi	lyde	brzmieć	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
jerusalem	jerozolimy	jerusalem	jerozolima	N;INDF;NEUT;SG	N;GEN;FEM;SG
computer	komputer	compute	komputer	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
computer	komputera	compute	komputer	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
computer	pulpitu	compute	pulpit	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
computer	pulpit	compute	pulpit	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
netværk	sieć	netværk	sieć	N;INDF;NEUT;SG	N;NOM;FEM;SG
deraf	stąd	deraf	stąd	ADV	ADV
butikker	sklepy	butik	sklep	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
butikker	sklepy	butik	sklep	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
hævdede	twierdził	hævde	twierdzić	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
hævdede	twierdziło	hævde	twierdzić	V;IND;PST;FIN;ACT	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
hævdede	twierdziły	hævde	twierdzić	V;IND;PST;FIN;ACT	V;IPFV;FEM;IND;PL;PST;FIN;ACT
hævdede	twierdziła	hævde	twierdzić	V;IND;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
personligt	osobiście	personligt	osobiście	ADV	ADV
passer	pasuje	passe	pasować	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
nedenfor	niżej	nedenfor	nisko	ADV	ADV;CMPR
troede	myślał	tro	myśleć	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
troede	myślał	tro	myśleć	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
troede	pomyślał	tro	pomyśleć	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
troede	uwierzyli	tro	uwierzyć	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;PL;PST;FIN;ACT
troede	wierzył	tro	wierzyć	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
troede	wierzyli	tro	wierzyć	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;PL;PST;FIN;ACT
artiklerne	wyroby	artikel	wyrób	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
artiklerne	artykułów	artikel	artykuł	N;DEF;MASC+FEM;PL	N;GEN;MASC;PL
artiklerne	artykuły	artikel	artykuł	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
blues	bluesa	blue	blues	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
indholdet	zawartość	indhold	zawartość	N;DEF;NEUT;SG	N;NOM;FEM;SG
indholdet	treści	indhold	treść	N;DEF;NEUT;SG	N;GEN;FEM;SG
repræsentanter	przedstawicieli	repræsentant	przedstawiciel	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
repræsentanter	reprezentantów	repræsentant	reprezentant	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
repræsentanter	przedstawiciele	repræsentant	przedstawiciel	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
lighed	podobieństwo	lighed	podobieństwo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
lighed	równości	lighed	równość	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
lighed	równość	lighed	równość	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
lighed	podobieństwo	lighed	podobieństwo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
handling	działania	handling	działanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
handling	czynność	handling	czynność	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
handling	działanie	handling	działać	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
handling	akcja	handling	akcja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
handling	działania	handling	działanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
fulde	pełna	fuld	pełny	ADJ;DEF;SG	ADJ;NOM;FEM;SG
fulde	pełny	fuld	pełny	ADJ;DEF;SG	ADJ;NOM;MASC;SG
eksamen	badanie	eksamen	badanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
eksamen	egzamin	eksamen	egzamin	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
eksamen	egzamin	eksamen	egzamin	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
eksamen	egzaminu	eksamen	egzamin	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
repræsentant	przedstawiciel	repræsentant	przedstawiciel	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
repræsentant	przedstawiciela	repræsentant	przedstawiciel	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
manager	menadżer	manager	menadżer	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
manager	kierownik	manager	kierownik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
manager	menedżer	manager	menedżer	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
manager	zarządca	manager	zarządca	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sex	płeć	sex	płeć	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sex	seksu	sex	seks	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
sex	seks	sex	seks	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
opløst	rozpadł	opløse	rozpaść	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
forbedre	poprawa	forbedre	poprawa	V;NFIN;ACT	V;IPFV;IND;SG;PRS;FIN;ACT
førende	prowadząca	førende	prowadząca	ADJ	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
førende	prowadzący	førende	prowadzić	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
førende	prowadzące	førende	prowadzić	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
udgivelser	publikacje	udgivelse	publikacja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
beskrev	opisano	beskrive	opisać	V;IND;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
beskrev	opisał	beskrive	opisać	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
udbredelse	dyfuzji	udbredelse	dyfuzja	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
udbredelse	rozpowszechniania	udbredelse	rozpowszechniać	N;INDF;MASC+FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
udbredelse	upowszechniania	udbredelse	upowszechniać	N;INDF;MASC+FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
udbredelse	rozpowszechnienie	udbredelse	rozpowszechnienie	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
udbredelse	upowszechnianie	udbredelse	upowszechniać	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
udbredelse	rozpowszechnianie	udbredelse	rozpowszechniać	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
rektor	rektor	rektor	rektor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
rektor	dyrektor	rektor	dyrektor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kåret	zagłosowała	kår	zagłosować	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
kåret	głosował	kår	głosować	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
kåret	zagłosował	kår	zagłosować	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
internettet	internetu	internettet	internet	N;DEF;NEUT;SG	N;GEN;MASC;SG
internettet	internecie	internettet	internet	N;DEF;NEUT;SG	N;ACC;MASC;SG
internettet	internet	internettet	internet	N;DEF;NEUT;SG	N;NOM;MASC;SG
beregnet	obliczono	beregne	obliczyć	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
langsomt	powoli	langsomt	powoli	ADV	ADV
langsomt	powoli	langsomt	powoli	ADV	ADV
sekretær	sekretarza	sekretær	sekretarz	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
sekretær	sekretarz	sekretær	sekretarz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sekretær	sekretarka	sekretær	sekretarka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
offentligt	publicznie	offentligt	publicznie	ADV	ADV
bragt	przyniósł	bringe	przynieść	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
skove	lasy	skov	las	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
skove	lasy	skov	las	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
skove	lasów	skov	las	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
skove	lasy	skov	las	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
jernbanen	kolej	jernban	kolej	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
jernbanen	kolej	jernban	kolej	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
hjalp	pomogły	hjælpe	pomóc	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;PL;PST;FIN;ACT
hjalp	pomogło	hjælpe	pomóc	V;IND;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
hjalp	pomógł	hjælpe	pomóc	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
milliarder	miliardów	milliard	miliard	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
besat	posiadał	besætte	posiadać	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
fremragende	doskonała	fremragende	doskonały	ADJ	ADJ;NOM;FEM;SG
kratere	kratery	krater	kratera	N;INDF;NEUT;PL	N;NOM;FEM;PL
juridisk	prawny	juridisk	prawny	ADJ;INDF;SG	ADJ;NOM;MASC;SG
juridisk	prawne	juridisk	prawny	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
juridisk	legalne	juridisk	legalny	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
software	oprogramowanie	softwar	oprogramowanie	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
software	oprogramowania	softwar	oprogramowanie	N;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
fans	fani	fans	fani	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
fans	fanów	fans	fan	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
fans	wentylatory	fans	wentylator	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
fans	kibice	fans	kibic	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
deler	udostępnić	dele	udostępnić	V;IND;PRS;FIN;ACT	V;PFV;NFIN;ACT
besluttet	zdecydował	beslutte	zdecydować	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
besluttet	zdecydował	beslutte	zdecydować	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
besluttet	zdecydowała	beslutte	zdecydować	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
riget	rzesza	rige	rzeszać	N;DEF;NEUT;SG	N;NOM;FEM;SG
malerier	obrazy	maleri	obraz	N;INDF;NEUT;PL	N;NOM;MASC;PL
islam	islam	islam	islam	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
foreslået	zasugerował	foreslå	zasugerować	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
kristen	chrześcijański	kristen	chrześcijański	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
drive	napęd	drive	napęd	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mulig	możliwy	mulig	możliwy	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
mulig	możliwa	mulig	możliwy	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
mulig	możliwe	mulig	możliwy	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
fod	stopę	fod	stopa	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
fod	stopa	fod	stopa	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fod	stopie	fod	stopied	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
hovedsæde	siedziba	hovedsæde	siedziba	N;INDF;NEUT;SG	N;NOM;FEM;SG
anerkendelse	uznanie	anerkendelse	uznanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
anerkendelse	rozpoznanie	anerkendelse	rozpoznać	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
anerkendelse	rozpoznawanie	anerkendelse	rozpoznawać	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
anerkendelse	uznawanie	anerkendelse	uznawać	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
anerkendelse	potwierdzenie	anerkendelse	potwierdzenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
rute	drodze	rute	droga	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
rute	szlak	rute	szlak	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
rute	trasa	rute	trasa	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
beskæftiger	zatrudnia	beskæftige	zatrudniać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
voksende	rośnie	vokse	rosnąć	V;PRS;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
ægte	prawdziwy	ægte	prawdziwy	ADJ	ADJ;NOM;MASC;SG
ægte	prawdziwe	ægte	prawdziwy	ADJ	ADJ;NOM;NEUT;SG
ægte	autentyczne	ægte	autentyczny	ADJ	ADJ;NOM;NEUT;SG
ægte	autentyczny	ægte	autentyczny	ADJ	ADJ;NOM;MASC;SG
ægte	prawdziwe	ægte	prawdziwy	ADJ	ADJ;NOM;NEUT;SG
ægte	autentyczny	ægte	autentyczny	ADJ	ADJ;NOM;MASC;SG
styret	udało	styre	udać	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
job	zlecenie	job	zlecenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
job	pracy	job	praca	N;INDF;NEUT;SG	N;GEN;FEM;SG
job	praca	job	praca	N;INDF;NEUT;SG	N;NOM;FEM;SG
oplag	magazyn	oplag	magazyn	N;INDF;NEUT;SG	N;NOM;MASC;SG
oplag	magazynie	oplag	magazyn	N;INDF;NEUT;SG	N;DAT;MASC;SG
oplag	obieg	oplag	obieg	N;INDF;NEUT;SG	N;NOM;MASC;SG
oplag	nakład	oplag	nakład	N;INDF;NEUT;SG	N;NOM;MASC;SG
følte	czuł	føle	czuć	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
følte	czuła	føle	czuć	V;IND;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
følte	czuł	føle	czuć	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
begyndt	rozpoczęto	begynde	rozpocząć	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
begyndt	zaczął	begynde	zacząć	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
morgen	poranek	morgen	poranek	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
afsked	pożegnania	afsked	pożegnać	N;INDF;MASC+FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
afsked	rozstanie	afsked	rozstać	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
alvor	nasileniem	alvor	nasilić	N;INDF;MASC+FEM;SG	N;INS;NEUT;SG
erobret	podbił	erobre	podbić	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
fængslet	więzienia	fængsel	więzienie	N;DEF;NEUT;SG	N;GEN;NEUT;SG
fængslet	areszt	fængsel	areszt	N;DEF;NEUT;SG	N;NOM;MASC;SG
fængslet	więzienie	fængsel	więzienie	N;DEF;NEUT;SG	N;NOM;NEUT;SG
fængslet	więzieniu	fængsel	więzienie	N;DEF;NEUT;SG	N;DAT;NEUT;SG
fængslet	więzienie	fængsel	więzienie	N;DEF;NEUT;SG	N;NOM;NEUT;SG
sangerinde	piosenkarz	sangerinde	piosenkarz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sangerinde	wokalista	sangerinde	wokalista	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sangerinde	piosenkarka	sangerinde	piosenkarka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ejere	właściciele	ejer	właściciel	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
ejere	właścicielami	ejer	właściciel	N;INDF;MASC+FEM;PL	N;INS;MASC;PL
ejere	właścicieli	ejer	właściciel	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
ludwig	ludwik	ludwig	ludwik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ludwig	ludwig	ludwig	ludwig	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
christiansen	christiansen	christians	christiansen	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
jane	katarzyna	jane	katarzyno	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udbrud	epidemia	udbrud	epidemia	N;INDF;NEUT;SG	N;NOM;FEM;SG
udbrud	erupcja	udbrud	erupcja	N;INDF;NEUT;SG	N;NOM;FEM;SG
berømt	sławne	berømt	sławny	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
berømt	sławny	berømt	sławny	ADJ;INDF;SG	ADJ;NOM;MASC;SG
berømt	sławna	berømt	sławna	ADJ;INDF;SG	ADJ;NOM;FEM;SG
mangel	niedobór	mangel	niedobór	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mangel	niedoborem	mangel	niedobor	N;INDF;MASC+FEM;SG	N;INS;MASC;SG
mangel	nieobecności	mangel	nieobecność	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
mangel	nieobecność	mangel	nieobecność	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mangel	niedobór	mangel	niedobór	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
virkning	wpływ	virkning	wpływ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
virkning	zderzenie	virkning	zderzenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
virkning	uderzenie	virkning	uderzenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
virkning	oddziaływanie	virkning	oddziaływać	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
virkning	efekt	virkning	efekt	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
virkning	skutek	virkning	skutek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
heste	konie	hest	koń	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
heste	konie	hest	koń	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
årsag	przyczyna	årsag	przyczynać	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
årsag	powód	årsag	powód	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
årsag	przyczyna	årsag	przyczynać	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
forbudt	zabronione	forbudt	zabronić	ADJ;INDF;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
forbudt	zakazany	forbudt	zakazać	ADJ;INDF;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
forbudt	zakazane	forbudt	zakazać	ADJ;INDF;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
forbudt	niedozwolone	forbudt	niedozwolony	ADJ;INDF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP
forbudt	zabronione	forbudt	zabronić	ADJ;INDF;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
forbudt	zakazany	forbudt	zakazać	ADJ;INDF;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
forbudt	zakazane	forbudt	zakazać	ADJ;INDF;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
