dan	et	dan	et	CONJ	CONJ
setara	égal	setara	égal	ADJ;SG	ADJ;MASC;SG
setara	égale	setara	égal	ADJ;SG	ADJ;FEM;SG
sah	valide	sah	valide	ADJ;SG	ADJ;MASC;SG
sah	valable	sah	valable	ADJ;SG	ADJ;MASC;SG
sah	juridique	sah	juridique	ADJ;SG	ADJ;MASC;SG
sah	légal	sah	légal	ADJ;SG	ADJ;MASC;SG
sah	légale	sah	légal	ADJ;SG	ADJ;FEM;SG
diterapkan	appliquée	diterapkan	appliquer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diterapkan	appliqué	diterapkan	appliquer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
kehadiran	fréquentation	kehadiran	fréquentation	N;SG	N;FEM;SG
kehadiran	présence	kehadiran	présence	N;SG	N;FEM;SG
kehadiran	assiduité	kehadiran	assiduité	N;SG	N;FEM;SG
kehadiran	participation	kehadiran	participation	N;SG	N;FEM;SG
kehadiran	présence	kehadiran	présence	N;SG	N;FEM;SG
tes	essai	tes	essai	N;SG	N;MASC;SG
tes	test	tes	test	N;SG	N;MASC;SG
tes	épreuve	tes	épreuve	N;SG	N;FEM;SG
pelindung	patron	penlindung	patron	N;SG	N;MASC;SG
pelindung	mécène	penlindung	mécène	N;SG	N;MASC;SG
pelindung	patronne	penlindung	patronne	N;SG	N;FEM;SG
pangkat	grade	pangkat	grade	N;SG	N;MASC;SG
pangkat	rang	pangkat	rang	N;SG	N;MASC;SG
memperlihatkan	montrant	menperlihatkan	montrer	V;SG;ACT	V;PRS;V.PTCP
tantangan	challenge	tantangan	challenge	N;SG	N;MASC;SG
tantangan	contestation	tantangan	contestation	N;SG	N;FEM;SG
tantangan	défi	tantangan	défi	N;SG	N;MASC;SG
melepaskan	déclenché	menlepaskan	déclencher	V;SG;ACT	V;MASC;SG;PST;V.PTCP
korupsi	corruption	korupsi	corruption	N;SG	N;FEM;SG
politisi	politicien	politisi	politicien	N;SG	N;MASC;SG
dimaksudkan	destiné	dimaksudkan	destiner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
serius	sérieux	serius	sérieux	ADJ;SG	ADJ;MASC;SG
serius	serieux	serius	serieux	ADJ;SG	ADJ;MASC;SG
serius	grave	serius	grave	ADJ;SG	ADJ;MASC;SG
serius	sérieuse	serius	sérieux	ADJ;SG	ADJ;FEM;SG
serius	sérieux	serius	sérieux	ADJ;SG	ADJ;MASC;SG
serius	serieux	serius	serieux	ADJ;SG	ADJ;MASC;SG
idola	idol	idola	idol	N	N;MASC;SG
idola	idole	idola	idole	N	N;FEM;SG
cuaca	temps	cuaca	temps	N;SG	N;MASC;SG
cuaca	météorologie	cuaca	météorologie	N;SG	N;FEM;SG
cuaca	météo	cuaca	météo	N;SG	N;FEM;SG
cuaca	climat	cuaca	climat	N;SG	N;MASC;SG
kebakaran	feu	kebakaran	feu	N;SG	N;MASC;SG
kebakaran	incendie	kebakaran	incendie	N;SG	N;MASC;SG
billboard	panneau	billboard	panneau	N	N;MASC;SG
billboard	panneaux	billboard	panneau	N	N;MASC;PL
julukan	surnom	julukan	surnom	N;SG	N;MASC;SG
julukan	pseudo	julukan	pseudo	N;SG	N;MASC;SG
julukan	pseudonyme	julukan	pseudonyme	N;SG	N;MASC;SG
kesepakatan	accord	kesepakatan	accord	N;SG	N;MASC;SG
kesepakatan	aubaine	kesepakatan	aubain	N;SG	N;FEM;SG
pemakaman	enfouissement	penmakaman	enfouissement	N;SG	N;MASC;SG
pemakaman	inhumation	penmakaman	inhumation	N;SG	N;FEM;SG
pemakaman	enterrement	penmakaman	enterrement	N;SG	N;MASC;SG
pemakaman	enterrement	penmakaman	enterrement	N;SG	N;MASC;SG
pemakaman	cimetière	penmakaman	cimetière	N;SG	N;MASC;SG
galaksi	galaxie	galaksi	galaxie	N;SG	N;FEM;SG
galaksi	galaxy	galaksi	galaxy	N;SG	N;MASC;SG
ion	ions	ion	ion	N	N;MASC;PL
ion	ions	ion	ion	N	N;MASC;PL
instrumen	instrument	instrumen	instrument	N;SG	N;MASC;SG
transfer	virement	transfer	virement	N;SG	N;MASC;SG
transfer	transfert	transfer	transfert	N;SG	N;MASC;SG
transfer	transfert	transfer	transfert	N;SG	N;MASC;SG
design	dessin	design	dessin	N;SG	N;MASC;SG
design	design	design	design	N;SG	N;MASC;SG
design	conception	design	conception	N;SG	N;FEM;SG
sosok	chiffre	sosok	chiffre	N	N;MASC;SG
sosok	figure	sosok	figure	N	N;FEM;SG
pengajar	tuteur	penajar	tuteur	N;SG	N;MASC;SG
pengajar	précepteur	penajar	précepteur	N;SG	N;MASC;SG
parkir	stationnement	parkir	stationnement	N;SG;ACT	N;MASC;SG
parkir	parking	parkir	parking	N;SG;ACT	N;MASC;SG
profesi	métier	profesi	métier	N;SG	N;MASC;SG
profesi	profession	profesi	profession	N;SG	N;FEM;SG
penyebaran	dispersion	pensebaran	dispersion	N;SG	N;FEM;SG
penyebaran	propagation	pensebaran	propagation	N;SG	N;FEM;SG
penyebaran	déploiement	pensebaran	déploiement	N;SG	N;MASC;SG
otot	muscle	otot	muscle	N;SG	N;MASC;SG
presenter	présentateur	presenter	présentateur	N	N;MASC;SG
diyakini	croyait	diyakini	croire	V;SG;PASS	V;IND;SG;3;IPFV;FIN
komisaris	commissaire	komisaris	commissaire	N;SG	N;MASC;SG
komisaris	commissaire	komisaris	commissaire	N;SG	N;MASC;SG
berdarah	saignée	berdarah	saignée	V;SG;ACT	V;FEM;SG;PST;V.PTCP
berdarah	saigné	berdarah	saigner	V;SG;ACT	V;MASC;SG;PST;V.PTCP
berdarah	saignée	berdarah	saignée	V;SG;ACT	V;FEM;SG;PST;V.PTCP
berdarah	saigner	berdarah	saigner	V;SG;ACT	V;NFIN
kutub	polar	kutub	polar	N;SG	N;MASC;SG
kutub	pôle	kutub	pôle	N;SG	N;MASC;SG
kutub	poteau	kutub	poteau	N;SG	N;MASC;SG
kutub	pole	kutub	pole	N;SG	N;MASC;SG
awan	nuage	awan	nuage	N;SG	N;MASC;SG
awan	cloud	awan	cloud	N;SG	N;MASC;SG
tahanan	prisonnier	tahanan	prisonnier	N;SG	N;MASC;SG
tahanan	garde	tahanan	garde	N;SG	N;FEM;SG
moral	moralité	moral	moralité	N;SG	N;FEM;SG
moral	moralité	moral	moralité	N;SG	N;FEM;SG
moral	moralité	moral	moralité	N;SG	N;FEM;SG
terluka	blessé	terluka	blesser	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terluka	blessée	terluka	blessé	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terluka	lésée	terluka	léser	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terluka	blessé	terluka	blesser	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terluka	blessée	terluka	blessé	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terluka	blessé	terluka	blesser	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terluka	blessée	terluka	blessé	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terluka	blesser	terluka	blesser	V;SG;PASS	V;NFIN
pengarang	auteure	penarang	auteure	N;SG	N;FEM;SG
pengarang	auteur	penarang	auteur	N;SG	N;MASC;SG
sehat	sain	sehat	sain	ADJ;SG	ADJ;MASC;SG
sehat	saine	sehat	sain	ADJ;SG	ADJ;FEM;SG
enzim	enzyme	enzim	enzyme	N;SG	N;FEM;SG
memengaruhi	influencé	memengaruhi	influencer	V	V;MASC;SG;PST;V.PTCP
memengaruhi	influencées	memengaruhi	influencer	V	V;FEM;PL;PST;V.PTCP
memengaruhi	influencée	memengaruhi	influencer	V	V;FEM;SG;PST;V.PTCP
memengaruhi	influencés	memengaruhi	influencer	V	V;MASC;PL;PST;V.PTCP
memengaruhi	affectent	memengaruhi	affecter	V	V;IND;PL;3;PRS;FIN
memengaruhi	affecte	memengaruhi	affecter	V	V;IND;SG;3;PRS;FIN
memengaruhi	influencer	memengaruhi	influencer	V	V;NFIN
memengaruhi	affecter	memengaruhi	affecter	V	V;NFIN
memengaruhi	affectent	memengaruhi	affecter	V	V;IND;PL;3;PRS;FIN
legislatif	législateur	legislatif	législateur	N;SG	N;MASC;SG
legislatif	législature	legislatif	législature	N;SG	N;FEM;SG
auto	auto	auto	auto	N;SG	N;MASC;SG
korps	corps	korps	corps	N	N;MASC;SG
perekonomian	économie	perekonomian	économie	N;SG	N;FEM;SG
perekonomian	economie	perekonomian	économie	N;SG	N;FEM;SG
mengejar	pourchasser	menkejar	pourchasser	V;SG;ACT	V;NFIN
peradaban	civilisation	peradaban	civilisation	N;SG	N;FEM;SG
peradaban	civilisation	peradaban	civilisation	N;SG	N;FEM;SG
dimanfaatkan	attelé	dimanfaatkan	atteler	V;SG;PASS	V;MASC;SG;PST;V.PTCP
membahas	discuter	menbahas	discuter	V;SG;ACT	V;NFIN
pinggiran	frange	pinggiran	frange	N;SG	N;FEM;SG
pinggiran	fringe	pinggiran	fringe	N;SG	N;MASC;SG
gawang	objectif	gawang	objectif	N;SG	N;MASC;SG
gawang	but	gawang	but	N;SG	N;MASC;SG
primer	apprêt	primer	apprêt	N;SG	N;MASC;SG
primer	amorce	primer	amorce	N;SG	N;FEM;SG
beras	riz	beras	riz	N;SG	N;MASC;SG
bumbu	assaisonnement	bumbu	assaisonnement	N;SG	N;MASC;SG
bumbu	spice	bumbu	spice	N;SG	N;MASC;SG
bumbu	épice	bumbu	épice	N;SG	N;FEM;SG
konsumen	consommateur	konsumen	consommateur	N;SG	N;MASC;SG
datar	plat	datar	plat	N;SG	N;MASC;SG
berpusat	centrée	berpusat	centrer	V;SG;ACT	V;FEM;SG;PST;V.PTCP
berpusat	centré	berpusat	centrer	V;SG;ACT	V;MASC;SG;PST;V.PTCP
berpusat	centrée	berpusat	centrer	V;SG;ACT	V;FEM;SG;PST;V.PTCP
berpusat	centré	berpusat	centrer	V;SG;ACT	V;MASC;SG;PST;V.PTCP
berpusat	centrer	berpusat	centrer	V;SG;ACT	V;NFIN
meja	table	meja	table	N;SG	N;FEM;SG
meja	tableau	meja	tableau	N;SG	N;MASC;SG
menunjuk	nommer	mentunjuk	nommer	V;SG;ACT	V;NFIN
menunjuk	pointant	mentunjuk	pointer	V;SG;ACT	V;PRS;V.PTCP
menunjuk	pointé	mentunjuk	pointer	V;SG;ACT	V;MASC;SG;PST;V.PTCP
disajikan	servi	disajikan	servir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disajikan	servie	disajikan	servir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
disajikan	présentée	disajikan	présenter	V;SG;PASS	V;FEM;SG;PST;V.PTCP
disajikan	présenté	disajikan	présenter	V;SG;PASS	V;MASC;SG;PST;V.PTCP
membela	défend	menbela	défendre	V;SG;ACT	V;IND;SG;3;PRS;FIN
membela	défendre	menbela	défendre	V;SG;ACT	V;NFIN
membela	défendre	menbela	défendre	V;SG;ACT	V;NFIN
siklus	cycle	siklus	cycle	N;SG	N;MASC;SG
parah	grave	parah	grave	ADJ;SG	ADJ;MASC;SG
parah	sévère	parah	sévère	ADJ;SG	ADJ;MASC;SG
spesifik	spécifique	spesifik	spécifique	ADJ;SG	ADJ;MASC;SG
cadangan	sauvegarde	cadangan	sauvegarde	N;SG	N;FEM;SG
event	évènements	event	évènement	N	N;MASC;PL
event	evénements	event	evénement	N	N;MASC;PL
event	evenements	event	evenement	N	N;MASC;PL
event	événements	event	événement	N	N;MASC;PL
jawaban	réponse	jawaban	réponse	N;SG	N;FEM;SG
jawaban	reponse	jawaban	reponser	N;SG	N;FEM;SG
dipasang	installé	dipasang	installer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dipasang	installée	dipasang	installer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
mengusulkan	proposée	menusulkan	proposer	V;SG;ACT	V;FEM;SG;PST;V.PTCP
mengusulkan	proposé	menusulkan	proposer	V;SG;ACT	V;MASC;SG;PST;V.PTCP
mengusulkan	propose	menusulkan	proposer	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengusulkan	proposer	menusulkan	proposer	V;SG;ACT	V;NFIN
mengusulkan	proposer	menusulkan	proposer	V;SG;ACT	V;NFIN
mengusulkan	proposant	menusulkan	proposer	V;SG;ACT	V;PRS;V.PTCP
mengusulkan	suggérer	menusulkan	suggérer	V;SG;ACT	V;NFIN
mengusulkan	suggérant	menusulkan	suggérant	V;SG;ACT	V;PRS;V.PTCP
psikologi	psychologie	psikologi	psychologie	N;SG	N;FEM;SG
geografi	géographie	geografi	géographie	N;SG	N;FEM;SG
dimakan	mangée	dimakan	manger	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dimakan	mangé	dimakan	manger	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dimakan	dévoré	dimakan	dévorer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
membintangi	étoilé	menbintangi	étoiler	V;SG;ACT	V;MASC;SG;PST;V.PTCP
suasana	atmosphère	suasana	atmosphère	N;SG	N;FEM;SG
suasana	ambiance	suasana	ambiance	N;SG	N;FEM;SG
suasana	humeur	suasana	humeur	N;SG	N;FEM;SG
suasana	ambiance	suasana	ambiance	N;SG	N;FEM;SG
suasana	ambiance	suasana	ambiance	N;SG	N;FEM;SG
suasana	ambiance	suasana	ambiance	N;SG	N;FEM;SG
menyerupai	ressemblant	menserupai	ressembler	V;SG;ACT	V;PRS;V.PTCP
menyerupai	ressembler	menserupai	ressembler	V;SG;ACT	V;NFIN
menyerupai	ressemble	menserupai	ressembler	V;SG;ACT	V;IND;SG;3;PRS;FIN
penurunan	diminution	penturunan	diminution	N;SG	N;FEM;SG
penurunan	baisse	penturunan	baisse	N;SG	N;FEM;SG
penurunan	diminution	penturunan	diminution	N;SG	N;FEM;SG
penurunan	déclin	penturunan	déclin	N;SG	N;MASC;SG
memisahkan	séparé	menpisahkan	séparer	V;SG;ACT	V;MASC;SG;PST;V.PTCP
memisahkan	séparer	menpisahkan	séparer	V;SG;ACT	V;NFIN
memisahkan	séparer	menpisahkan	séparer	V;SG;ACT	V;NFIN
kambing	chèvre	kambing	chèvre	N;SG	N;FEM;SG
kambing	bouc	kambing	bouc	N;SG	N;MASC;SG
tebal	épaisse	tebal	épais	ADJ;SG	ADJ;FEM;SG
tebal	épais	tebal	épais	ADJ;SG	ADJ;MASC;SG
tebal	audacieuse	tebal	audacieux	ADJ;SG	ADJ;FEM;SG
tebal	téméraire	tebal	téméraire	ADJ;SG	ADJ;MASC;SG
tebal	audacieux	tebal	audacieux	ADJ;SG	ADJ;MASC;SG
tebal	gras	tebal	gras	ADJ;SG	ADJ;MASC;SG
atmosfer	atmosphère	atmosfer	atmosphère	N;SG	N;FEM;SG
atmosfer	ambiance	atmosfer	ambiance	N;SG	N;FEM;SG
takhta	trône	takhta	trône	N;SG	N;MASC;SG
idol	idol	idol	idol	N	N;MASC;SG
idol	idole	idol	idole	N	N;FEM;SG
kebangkitan	résurrection	kebangkitan	résurrection	N;SG	N;FEM;SG
kebangkitan	éveil	kebangkitan	éveil	N;SG	N;MASC;SG
kebangkitan	réveil	kebangkitan	réveil	N;SG	N;MASC;SG
kebangkitan	renouveau	kebangkitan	renouveau	N;SG	N;MASC;SG
kebangkitan	réapparition	kebangkitan	réapparition	N;SG	N;FEM;SG
kebangkitan	résurgence	kebangkitan	résurgence	N;SG	N;FEM;SG
bioskop	théatre	bioskop	théatre	N	N;MASC;SG
bioskop	théâtre	bioskop	théâtre	N	N;MASC;SG
bioskop	théatre	bioskop	théatre	N	N;MASC;SG
bioskop	théâtre	bioskop	théâtre	N	N;MASC;SG
bioskop	théâtres	bioskop	théâtre	N	N;MASC;PL
bioskop	cinémas	bioskop	cinémas	N	N;MASC;PL
bioskop	cinéma	bioskop	cinéma	N	N;MASC;SG
bioskop	ciné	bioskop	ciné	N	N;MASC;SG
bioskop	film	bioskop	film	N	N;MASC;SG
bioskop	films	bioskop	film	N	N;MASC;PL
bioskop	cinéma	bioskop	cinéma	N	N;MASC;SG
bioskop	ciné	bioskop	ciné	N	N;MASC;SG
bioskop	théâtres	bioskop	théâtre	N	N;MASC;PL
besaran	ampleur	besaran	ampleur	N;SG	N;FEM;SG
besaran	magnitude	besaran	magnitude	N;SG	N;FEM;SG
besaran	grandeur	besaran	grandeur	N;SG	N;FEM;SG
besaran	massif	besaran	massif	N;SG	N;MASC;SG
stabil	stable	stabil	stable	ADJ;SG	ADJ;MASC;SG
terbunuh	assassiné	terbunuh	assassiner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terbunuh	tué	terbunuh	tuer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terbunuh	assassinée	terbunuh	assassiner	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terbunuh	tué	terbunuh	tuer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terbunuh	tuée	terbunuh	tuer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
pelanggan	client	penlanggan	client	N;SG	N;MASC;SG
pelanggan	clientèle	penlanggan	clientèle	N;SG	N;FEM;SG
perbandingan	comparatif	perbandingan	comparatif	N;SG	N;MASC;SG
perbandingan	comparaison	perbandingan	comparaison	N;SG	N;FEM;SG
perbandingan	comparatif	perbandingan	comparatif	N;SG	N;MASC;SG
nelayan	pêcheur	nelayan	pêcheur	N;SG	N;MASC;SG
kompilasi	compilation	kompilasi	compilation	N;SG	N;FEM;SG
kompilasi	recueil	kompilasi	recueil	N;SG	N;MASC;SG
kompilasi	compilation	kompilasi	compilation	N;SG	N;FEM;SG
kompilasi	compilation	kompilasi	compilation	N;SG	N;FEM;SG
chelsea	chelsea	chelsea	chelsea	N	N;MASC;SG
leluhur	ancêtres	leluhur	ancêtre	N	N;MASC;PL
leluhur	ancêtre	leluhur	ancêtre	N	N;MASC;SG
leluhur	ascendance	leluhur	ascendance	N	N;FEM;SG
kredit	crédit	kredit	crédit	N;SG	N;MASC;SG
mempengaruhi	affecte	menpengaruhi	affecter	V;SG;ACT	V;IND;SG;3;PRS;FIN
mempengaruhi	affectant	menpengaruhi	affecter	V;SG;ACT	V;PRS;V.PTCP
mempengaruhi	affecter	menpengaruhi	affecter	V;SG;ACT	V;NFIN
kajian	etude	kajian	etude	N;SG	N;FEM;SG
kajian	étude	kajian	étude	N;SG	N;FEM;SG
baju	chemisier	baju	chemisier	N;SG	N;MASC;SG
baju	chandail	baju	chandail	N;SG	N;MASC;SG
baju	chemise	baju	chemise	N;SG	N;FEM;SG
baju	robe	baju	robe	N;SG	N;FEM;SG
baju	vêtement	baju	vêtement	N;SG	N;MASC;SG
resolusi	résolution	resolusi	résolution	N;SG	N;FEM;SG
permaisuri	impératrice	permaisuri	empereur	N	N;FEM;SG
maksimum	maximale	maksimum	maximal	ADJ;SG	ADJ;FEM;SG
maksimum	maximal	maksimum	maximal	ADJ;SG	ADJ;MASC;SG
maksimum	maximum	maksimum	maximum	ADJ;SG	ADJ;MASC;SG
sirkuit	circuit	sirkuit	circuit	N;SG	N;MASC;SG
jagung	maïs	jagung	maïs	N;SG	N;MASC;SG
jagung	maïs	jagung	maïs	N;SG	N;MASC;SG
aneh	étrange	aneh	étrange	ADJ;SG	ADJ;MASC;SG
aneh	bizarre	aneh	bizarre	ADJ;SG	ADJ;MASC;SG
aneh	etrange	aneh	etrange	ADJ;SG	ADJ;MASC;SG
aneh	étrange	aneh	étrange	ADJ;SG	ADJ;MASC;SG
aneh	bizarre	aneh	bizarre	ADJ;SG	ADJ;MASC;SG
aneh	etrange	aneh	etrange	ADJ;SG	ADJ;MASC;SG
aneh	etrange	aneh	etrange	ADJ;SG	ADJ;MASC;SG
aneh	étrange	aneh	étrange	ADJ;SG	ADJ;MASC;SG
aneh	bizarre	aneh	bizarre	ADJ;SG	ADJ;MASC;SG
aneh	étrange	aneh	étrange	ADJ;SG	ADJ;MASC;SG
aneh	bizarre	aneh	bizarre	ADJ;SG	ADJ;MASC;SG
berani	audacieuse	berani	audacieux	ADJ;SG	ADJ;FEM;SG
berani	téméraire	berani	téméraire	ADJ;SG	ADJ;MASC;SG
berani	audacieux	berani	audacieux	ADJ;SG	ADJ;MASC;SG
berani	gras	berani	gras	ADJ;SG	ADJ;MASC;SG
berani	courageux	berani	courageux	ADJ;SG	ADJ;MASC;SG
berani	brave	berani	brave	ADJ;SG	ADJ;MASC;SG
berani	courageuse	berani	courageux	ADJ;SG	ADJ;FEM;SG
berani	audacieuse	berani	audacieux	ADJ;SG	ADJ;FEM;SG
berani	audacieux	berani	audacieux	ADJ;SG	ADJ;MASC;SG
berani	courageux	berani	courageux	ADJ;SG	ADJ;MASC;SG
berani	courageuse	berani	courageux	ADJ;SG	ADJ;FEM;SG
mengelola	gérer	menkelola	gérer	V;SG;ACT	V;NFIN
mengelola	administrer	menkelola	administrer	V;SG;ACT	V;NFIN
mengelola	administre	menkelola	administrer	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengelola	gérer	menkelola	gérer	V;SG;ACT	V;NFIN
mengelola	gère	menkelola	gérer	V;SG;ACT	V;IND;SG;3;PRS;FIN
serat	fibre	serat	fibre	N;SG	N;FEM;SG
serat	fibre	serat	fibre	N;SG	N;FEM;SG
ditugaskan	attribué	ditugaskan	attribuer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ditugaskan	assignée	ditugaskan	assigné	V;SG;PASS	V;FEM;SG;PST;V.PTCP
ditugaskan	affecté	ditugaskan	affecter	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ditugaskan	assigné	ditugaskan	assigner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
domba	mouton	domba	mouton	N;SG	N;MASC;SG
domba	agneau	domba	agneau	N;SG	N;MASC;SG
menggabungkan	fusionner	mengabungkan	fusionner	V;SG;ACT	V;NFIN
menggabungkan	fusionne	mengabungkan	fusionner	V;SG;ACT	V;IND;SG;3;PRS;FIN
menggabungkan	fusionner	mengabungkan	fusionner	V;SG;ACT	V;NFIN
menggabungkan	combiner	mengabungkan	combiner	V;SG;ACT	V;NFIN
menggabungkan	conjuguer	mengabungkan	conjuguer	V;SG;ACT	V;NFIN
menggabungkan	combiner	mengabungkan	combiner	V;SG;ACT	V;NFIN
menggabungkan	combinant	mengabungkan	combinant	V;SG;ACT	V;PRS;V.PTCP
menggabungkan	conjuguer	mengabungkan	conjuguer	V;SG;ACT	V;NFIN
muatan	chargement	muatan	chargement	N;SG	N;MASC;SG
muatan	charge	muatan	charge	N;SG	N;FEM;SG
muatan	cargaison	muatan	cargaison	N;SG	N;FEM;SG
muatan	fret	muatan	fret	N;SG	N;MASC;SG
muatan	charge	muatan	charge	N;SG	N;FEM;SG
hebat	grande	hebat	grand	ADJ;SG	ADJ;FEM;SG
hebat	génial	hebat	génial	ADJ;SG	ADJ;MASC;SG
hebat	grand	hebat	grand	ADJ;SG	ADJ;MASC;SG
hebat	superbe	hebat	superbe	ADJ;SG	ADJ;MASC;SG
hebat	impressionnant	hebat	impressionnant	ADJ;SG	ADJ;MASC;SG
hebat	génial	hebat	génial	ADJ;SG	ADJ;MASC;SG
filsuf	philosophes	filsuf	philosophe	N	N;MASC;PL
filsuf	philosophes	filsuf	philosophe	N	N;MASC;PL
filsuf	philosophe	filsuf	philosophe	N	N;MASC;SG
lurus	hétéro	lurus	hétéro	N;SG	N;MASC;SG
diturunkan	abaissée	diturunkan	abaisser	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diturunkan	baissé	diturunkan	baisser	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diturunkan	abaissé	diturunkan	abaisser	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diturunkan	rétrogradé	diturunkan	rétrogradé	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diturunkan	déchargé	diturunkan	décharger	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diturunkan	déchargée	diturunkan	décharger	V;SG;PASS	V;FEM;SG;PST;V.PTCP
doktor	médecin	doktor	médecin	N;SG	N;MASC;SG
doktor	docteur	doktor	docteur	N;SG	N;MASC;SG
doktor	doctorat	doktor	doctorat	N;SG	N;MASC;SG
doktor	doctorat	doktor	doctorat	N;SG	N;MASC;SG
hitler	hitler	hitler	hitler	N	N;MASC;SG
dijelaskan	définie	dijelaskan	définir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dijelaskan	défini	dijelaskan	définir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dijelaskan	expliqué	dijelaskan	expliquer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dijelaskan	expliquée	dijelaskan	expliquer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dijelaskan	décrit	dijelaskan	décrire	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dijelaskan	décrite	dijelaskan	décrire	V;SG;PASS	V;FEM;SG;PST;V.PTCP
kesuksesan	succes	kesuksesan	succe	N;SG	N;MASC;SG
kesuksesan	succès	kesuksesan	succès	N;SG	N;MASC;SG
kesuksesan	réussite	kesuksesan	réussite	N;SG	N;FEM;SG
penyiaran	diffusion	pensiaran	diffusion	N;SG	N;FEM;SG
penyiaran	radiodiffusion	pensiaran	radiodiffusion	N;SG	N;FEM;SG
penyiaran	radiodiffusion	pensiaran	radiodiffusion	N;SG	N;FEM;SG
penyiaran	diffusion	pensiaran	diffusion	N;SG	N;FEM;SG
station	station	station	station	N	N;FEM;SG
station	gare	station	gare	N	N;FEM;SG
gugus	cluster	gugus	cluster	N;SG	N;MASC;SG
gugus	amas	gugus	amas	N;SG	N;MASC;SG
lambat	lent	lambat	lent	ADJ;SG	ADJ;MASC;SG
lambat	lente	lambat	lent	ADJ;SG	ADJ;FEM;SG
darurat	urgence	darurat	urgence	N;SG	N;FEM;SG
habitatnya	habitat	habitat	habitat	N;SG	N;MASC;SG
seleksi	choix	seleksi	choix	N;SG	N;MASC;SG
seleksi	sélection	seleksi	sélection	N;SG	N;FEM;SG
membuktikan	prouve	menbuktikan	prouver	V;SG;ACT	V;IND;SG;3;PRS;FIN
membuktikan	prouver	menbuktikan	prouver	V;SG;ACT	V;NFIN
membuktikan	prouvant	menbuktikan	prouver	V;SG;ACT	V;PRS;V.PTCP
panitia	comité	panitia	comité	N;SG	N;MASC;SG
keahlian	expertise	keahlian	expertise	N;SG	N;FEM;SG
keahlian	compétence	keahlian	compétence	N;SG	N;FEM;SG
keahlian	habileté	keahlian	habileté	N;SG	N;FEM;SG
disunting	modifié	disunting	modifier	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disunting	édité	disunting	éditer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disunting	censuré	disunting	censurer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disunting	rédigé	disunting	rédiger	V;SG;PASS	V;MASC;SG;PST;V.PTCP
sasaran	objectif	sasaran	objectif	N;SG	N;MASC;SG
sasaran	cible	sasaran	cible	N;SG	N;FEM;SG
sasaran	objectif	sasaran	objectif	N;SG	N;MASC;SG
sasaran	but	sasaran	but	N;SG	N;MASC;SG
keberhasilan	succès	keberhasilan	succès	N;SG	N;MASC;SG
keberhasilan	succes	keberhasilan	succe	N;SG	N;MASC;SG
keberhasilan	succès	keberhasilan	succès	N;SG	N;MASC;SG
keberhasilan	réussite	keberhasilan	réussite	N;SG	N;FEM;SG
seribu	mille	seribu	mille	NUM	NUM
laksamana	amiral	laksamana	amiral	N;SG	N;MASC;SG
tahan	tenir	tahan	tenir	V;SG;ACT	V;NFIN
berjuang	luttant	berjuang	lutter	V;SG;ACT	V;PRS;V.PTCP
berjuang	combattre	berjuang	combattre	V;SG;ACT	V;NFIN
mengembalikan	restaurer	menkembalikan	restaurer	V;SG;ACT	V;NFIN
mengembalikan	restaure	menkembalikan	restaurer	V;SG;ACT	V;IND;SG;3;PRS;FIN
