und	och	und	och	CONJ	CONJ
kommandeur	befälhavaren	kommandeur	befälhavare	N;SG	N;NOM;DEF;MASC+FEM;SG
kommandeur	kommendörkapten	kommandeur	kommendörkapt	N;SG	N;NOM;DEF;MASC+FEM;SG
systeme	system	system	system	N;NOM	N;NOM;INDF;NEUT;SG
systeme	systems	system	system	N;NOM	N;NOM;INDF;NEUT;SG
prüfung	revisionen	prüfung	revision	N;SG	N;NOM;DEF;MASC+FEM;SG
prüfung	revision	prüfung	revision	N;SG	N;NOM;INDF;MASC+FEM;SG
prüfung	test	prüfung	test	N;SG	N;NOM;INDF;NEUT;SG
prüfung	provning	prüfung	provning	N;SG	N;NOM;INDF;MASC+FEM;SG
prüfung	test	prüfung	test	N;SG	N;NOM;INDF;NEUT;SG
prüfung	testning	prüfung	testning	N;SG	N;NOM;INDF;MASC+FEM;SG
prüfung	provning	prüfung	provning	N;SG	N;NOM;INDF;MASC+FEM;SG
prüfung	prövning	prüfung	prövning	N;SG	N;NOM;INDF;MASC+FEM;SG
prüfung	undersökning	prüfung	undersökning	N;SG	N;NOM;INDF;MASC+FEM;SG
prüfung	examen	prüfung	exam	N;SG	N;NOM;INDF;MASC+FEM;SG
vergessen	glömmer	vergessen	glömma	V;V.PTCP	V;IND;PRS;FIN;ACT
vergessen	glömma	vergessen	glömma	V;V.PTCP	V;IMP;FIN;ACT
vergessen	glömde	vergessen	glömma	V;V.PTCP	V;IND;PST;FIN;ACT
vergessen	glömmer	vergessen	glömma	V;V.PTCP	V;IND;PRS;FIN;ACT
vergessen	glömma	vergessen	glömma	V;V.PTCP	V;IMP;FIN;ACT
vergessen	glöm	vergessen	glöm	V;V.PTCP	V;IMP;FIN;ACT
bestanden	förelåg	bestehen	föreligga	V;V.PTCP	V;IMP;PST;FIN;ACT
bestanden	existerade	bestehen	existera	V;V.PTCP	V;IND;PST;V.PTCP;ACT
bestanden	funnits	bestehen	finnas	V;V.PTCP	V;V.CVB;PASS
bestanden	fanns	bestehen	finnas	V;V.PTCP	V;IND;PST;FIN
bestanden	gått	bestehen	gå	V;V.PTCP	V;V.CVB;ACT
bestanden	passera	bestehen	passera	V;V.PTCP	V;IMP;FIN;ACT
gedreht	filmade	drehen	filma	V;V.PTCP	V;PST;V.PTCP;ACT
gedreht	roterade	drehen	rotera	V;V.PTCP	V;PST;V.PTCP;ACT
stärker	starkare	stark	stark	ADJ	ADJ;NOM;CMPR
stärker	kraftfullare	stark	kraftfullare	ADJ	ADJ;NOM;CMPR
behauptet	påstod	behaupten	påstod	V;V.PTCP	V;IND;PST;FIN;ACT
behauptet	hävdade	behaupten	hävda	V;V.PTCP	V;IND;PST;V.PTCP;ACT
behauptet	påstår	behaupten	påstå	V;V.PTCP	V;IND;PRS;FIN;ACT
behauptet	hävdar	behaupten	hävda	V;V.PTCP	V;IND;PRS;FIN;ACT
kunden	kunden	kund	kund	N	N;NOM;DEF;MASC+FEM;SG
kunden	kund	kund	kund	N	N;NOM;INDF;MASC+FEM;SG
kunden	kunderna	kund	kund	N	N;NOM;DEF;MASC+FEM;PL
kunden	kunder	kund	kund	N	N;NOM;INDF;MASC+FEM;PL
kunden	klienterna	kund	klient	N	N;NOM;DEF;MASC+FEM;PL
kunden	klienter	kund	klient	N	N;NOM;INDF;MASC+FEM;PL
kunden	kunder	kund	kund	N	N;NOM;INDF;MASC+FEM;PL
kunden	klienten	kund	klient	N	N;NOM;DEF;MASC+FEM;SG
kunden	kunden	kund	kund	N	N;NOM;DEF;MASC+FEM;SG
kunden	klient	kund	klient	N	N;NOM;INDF;MASC+FEM;SG
kunden	kund	kund	kund	N	N;NOM;INDF;MASC+FEM;SG
hundert	hundra	hundert	hundra	NUM	NUM;NOM
adresse	url	adresse	url	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
adresse	webbadress	adresse	webbadress	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
adresse	adress	adresse	adress	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
adresse	address	adresse	address	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
eingang	inresa	eingehen	inresa	N;SG	N;NOM;INDF;MASC+FEM;SG
eingang	post	eingehen	post	N;SG	N;NOM;INDF;MASC+FEM;SG
eingang	inträde	eingehen	inträde	N;SG	N;NOM;INDF;NEUT;SG
eingang	ingång	eingehen	ingång	N;SG	N;NOM;INDF;MASC+FEM;SG
eingang	entré	eingehen	entré	N;SG	N;NOM;INDF;MASC+FEM;SG
eingang	ingång	eingehen	ingång	N;SG	N;NOM;INDF;MASC+FEM;SG
eingang	indata	eingehen	indat	N;SG	N;NOM;INDF;NEUT;SG
eingang	inmatning	eingehen	inmatning	N;SG	N;NOM;INDF;MASC+FEM;SG
eingang	tillförsel	eingehen	tillförsel	N;SG	N;NOM;INDF;MASC+FEM;SG
eingang	input	eingehen	input	N;SG	N;NOM;INDF;MASC+FEM;SG
bessere	bättre	gut	bra	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR
erheblich	avsevärd	erheblich	avsevärd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
erheblich	betydande	erheblich	betydande	ADJ	ADJ;NOM;PRS;V.PTCP
erheblich	signifikanta	erheblich	signifikant	ADJ	ADJ;NOM;PL
erheblich	betydelsefull	erheblich	betydelsefull	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
erheblich	avsevärd	erheblich	avsevärd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
erheblich	betydande	erheblich	betydande	ADJ	ADJ;NOM;PRS;V.PTCP
dänischen	danskt	dänisch	danskt	ADJ;MASC	ADJ;NOM;INDF;NEUT;SG
dänischen	dansk	dänisch	dansk	ADJ;MASC	ADJ;NOM;INDF;MASC+FEM;SG
betreibt	opererar	betreiben	operera	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
sichtbar	synlig	sichtbar	synlig	ADJ	ADJ;NOM;DEF;SG
sichtbar	synligt	sichtbar	synlig	ADJ	ADJ;NOM;INDF;NEUT;SG
sichtbar	synliga	sichtbar	synlig	ADJ	ADJ;NOM;PL
beschlossen	bestämde	beschließen	bestämde	V;V.PTCP	V;IND;PST;FIN;ACT
beschlossen	beslutade	beschließen	besluta	V;V.PTCP	V;IND;PST;FIN;ACT
beschlossen	beslöt	beschließen	besluta	V;V.PTCP	V;IND;PST;FIN;ACT
details	detaljer	details	detalj	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
wirtschaftlichen	ekonomiska	wirtschaftlich	ekonomisk	ADJ;NOM;MASC;PL	ADJ;NOM;PL
anscheinend	tydligen	anscheinend	tydligen	ADV	ADV
anscheinend	uppenbarligen	anscheinend	uppenbarligen	ADV	ADV
hängt	hänger	hängen	hänga	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
hängt	beror	hängen	bero	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
verstärkt	intensifierade	verstärkt	intensifiera	ADJ	ADJ;NOM;PL;PST;V.PTCP
verstärkt	stärkta	verstärkt	stärka	ADJ	ADJ;NOM;PL;V.PTCP
verstärkt	stärkt	verstärkt	stärka	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
verstärkt	förstärkt	verstärkt	förstärka	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
verstärkt	förstärkta	verstärkt	förstärkta	ADJ	ADJ;NOM;PL;PST;V.PTCP
verstärkt	förstärkt	verstärkt	förstärka	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
verstärkt	förstärkt	verstärkt	förstärka	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
verstärkt	förstärkta	verstärkt	förstärkta	ADJ	ADJ;NOM;PL;PST;V.PTCP
aufgehoben	upphävt	aufheben	upphävd	ADJ;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
aufgehoben	upphävd	aufheben	upphävd	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
aufgehoben	upphävd	aufheben	upphävd	ADJ;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
aufgehoben	återkallade	aufheben	återkalla	ADJ;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
zustimmung	samtycke	zustimmung	samtycke	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
zustimmung	samtycke	zustimmung	samtycke	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
zustimmung	bifall	zustimmung	bifall	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
abkürzung	förkortat	abkürzung	förkorta	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
chance	chance	chance	chance	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
chance	slumpen	chance	slump	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
chance	chans	chance	chans	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rücken	backa	rücken	backa	V;NFIN	V;IMP;FIN;ACT
nationen	nationer	nation	nation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
nationen	nationerna	nation	nation	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
übersicht	översikt	übersichen	översikt	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
übersicht	överblick	übersichen	överblick	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
übersicht	sammanfattning	übersichen	sammanfattning	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
übersicht	summering	übersichen	summering	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
übersicht	sammandrag	übersichen	sammandrag	N;FEM;SG	N;NOM;INDF;NEUT;SG
test	test	test	test	N	N;NOM;INDF;NEUT;SG
test	provning	test	provning	N	N;NOM;INDF;MASC+FEM;SG
test	test	test	test	N	N;NOM;INDF;NEUT;SG
test	testning	test	testning	N	N;NOM;INDF;MASC+FEM;SG
test	provning	test	provning	N	N;NOM;INDF;MASC+FEM;SG
unterstützen	stöder	unterstützen	stödja	V;NFIN	V;IND;PRS;FIN;ACT
unterstützen	stödja	unterstützen	stödja	V;NFIN	V;IMP;FIN;ACT
unterstützen	stötta	unterstützen	stötta	V;NFIN	V;NFIN;ACT
unterstützen	stödja	unterstützen	stödja	V;NFIN	V;IMP;FIN;ACT
anforderungen	kräver	anforderingen	kräva	V;NFIN	V;IND;PRS;FIN;ACT
schützen	skyddar	schützen	skydda	V;NFIN	V;IND;PRS;FIN;ACT
schützen	skydda	schützen	skydda	V;NFIN	V;IMP;FIN;ACT
schützen	skydda	schützen	skydda	V;NFIN	V;IMP;FIN;ACT
schützen	beskydda	schützen	beskydd	V;NFIN	V;IMP;NFIN;ACT
übernahme	övertagande	übernehmen	övertagande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
übernahme	övertagandet	übernehmen	övertagande	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
übernahme	anskaffning	übernehmen	anskaffning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
übernahme	förvärv	übernehmen	förvärv	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ohnehin	hursomhelst	ohnehin	hursomhelst	ADV	ADV;RL
versetzt	överförde	versetzen	överföra	V;V.PTCP	V;IND;PST;FIN;ACT
kader	kader	kader	kad	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kader	truppen	kader	trupp	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
kader	trupp	kader	trupp	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kader	squad	kader	squad	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ausgaben	spenderar	ausgeben	spendera	V;FIN	V;IND;PRS;FIN;ACT
ausgaben	spendera	ausgeben	spendera	V;FIN	V;IMP;FIN;ACT
guter	duktiga	gut	duktig	ADJ;NOM;MASC	ADJ;NOM;PL
guter	god	gut	god	ADJ;NOM;MASC	ADJ;NOM;INDF;MASC+FEM;SG
guter	duktig	gut	duktig	ADJ;NOM;MASC	ADJ;NOM;INDF;MASC+FEM;SG
männchen	hanarna	männchen	hane	N;NOM;PL	N;NOM;DEF;MASC+FEM;PL
männchen	män	männchen	man	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
männchen	hanar	männchen	hane	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
bewusst	medvetna	bewußt	medveten	ADJ	ADJ;NOM;PL
bewusst	medveten	bewußt	medveten	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
bewusst	medveten	bewußt	medveten	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
bewusst	medvetna	bewußt	medveten	ADJ	ADJ;NOM;PL
bewusst	medvetande	bewußt	medvetande	ADJ	ADJ;NOM;PRS;V.PTCP
begrenzt	begränsat	begrenzen	begränsad	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
begrenzt	begränsade	begrenzen	begränsad	ADJ	ADJ;NOM;PL;PST;V.PTCP
begrenzt	begränsad	begrenzen	begränsad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
begrenzt	avgränsat	begrenzen	avgränsad	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
begrenzt	avgränsad	begrenzen	avgränsad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
begrenzt	begränsad	begrenzen	begränsad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
begrenzt	begränsade	begrenzen	begränsad	ADJ	ADJ;NOM;PL;PST;V.PTCP
begrenzt	begränsat	begrenzen	begränsad	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sowieso	hursomhelst	sowieso	hursomhelst	ADV	ADV;RL
episoden	episoder	episod	episod	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
fortan	hädanefter	fortan	hädaneft	ADV	ADV
entwickeln	utvecklas	entwickeln	utveckla	V;NFIN	V;IND;FIN;PASS
entwickeln	utvecklas	entwickeln	utveckla	V;NFIN	V;IND;FIN;PASS
entwickeln	utvecklas	entwickeln	utveckla	V;NFIN	V;IND;FIN;PASS
entwickeln	utvecklar	entwickeln	utveckla	V;NFIN	V;IND;PRS;FIN;ACT
entwickeln	utveckla	entwickeln	utveckla	V;NFIN	V;IMP;FIN;ACT
entwickeln	utvecklar	entwickeln	utveckla	V;NFIN	V;IND;PRS;FIN;ACT
entwickeln	utveckla	entwickeln	utveckla	V;NFIN	V;IMP;FIN;ACT
fünften	femte	fünft	fem	ADJ	ADJ;NOM
gezogen	dragit	ziehen	dra	V;V.PTCP	V;V.CVB;ACT
gezogen	drog	ziehen	drog	V;V.PTCP	V;IMP;PST;FIN;ACT
gezogen	drogs	ziehen	dra	V;V.PTCP	V;IND;PST;FIN;PASS
gezogen	släpas	ziehen	släpa	V;V.PTCP	V;NFIN;PASS
gezogen	släpade	ziehen	släpa	V;V.PTCP	V;IND;PST;FIN;ACT
verkauf	sälj	verkaufen	sälj	N	N
verkauf	försäljning	verkaufen	försäljning	N	N;NOM;INDF;MASC+FEM;SG
verkauf	försäljning	verkaufen	försäljning	N	N;NOM;INDF;MASC+FEM;SG
verkauf	rea	verkaufen	rea	N	N;NOM;INDF;MASC+FEM;SG
verkauf	salu	verkaufen	salu	N	N;NOM;INDF;MASC+FEM;PL
positiv	positivt	positiv	positiv	ADJ	ADJ;NOM;INDF;NEUT;SG
positiv	positiv	positiv	positiv	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
positiv	positiva	positiv	positiv	ADJ	ADJ;NOM;PL
positiv	positiva	positiv	positiv	ADJ	ADJ;NOM;PL
positiv	positivt	positiv	positiv	ADJ	ADJ;NOM;INDF;NEUT;SG
positiv	jakande	positiv	jaka	ADJ	ADJ;NOM;PRS;V.PTCP
wohnung	platta	wohnung	platta	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
wohnung	lägenhet	wohnung	lägenhet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
wohnung	flat	wohnung	flat	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
wohnung	lägenhet	wohnung	lägenhet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
interessen	intressen	interesse	intresse	N;NOM;PL	N;NOM;INDF;NEUT;PL
interessen	räntor	interesse	ränta	N;NOM;PL	N;NOM;INDF;MASC+FEM;PL
grüne	gröna	grün	grön	ADJ;NOM;FEM;PL	ADJ;NOM;PL
grüne	gröna	grün	grön	ADJ;NOM;FEM;PL	ADJ;NOM;PL
anmerkungen	noterar	anmerkingen	notera	V;NFIN	V;IND;PRS;FIN;ACT
posten	publicera	posten	publicera	V;FIN	V;IMP;FIN;ACT
posten	publicerar	posten	publicera	V;FIN	V;IND;PRS;FIN;ACT
gedanken	tyckte	panken	tycka	V;NFIN	V;IND;PST;FIN;ACT
gedanken	trodde	panken	tro	V;NFIN	V;IND;PST;FIN;ACT
gedanken	tänkte	panken	tänka	V;NFIN	V;IND;PST;FIN;ACT
hinten	tillbaks	hinten	tillbaks	ADV	ADV
hinten	tillbaka	hinten	tillbaka	ADV	ADV
hinten	bakåt	hinten	bakåt	ADV	ADV
japanischer	japansk	japanisch	japansk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
japanischer	japanskt	japanisch	japansk	ADJ	ADJ;NOM;INDF;NEUT;SG
strecken	sträcka	strecken	sträcka	V;NFIN	V;IMP;FIN;ACT
strecken	sträck	strecken	sträck	V;NFIN	V;IMP;FIN;ACT
unser	vårat	unser	vira	PRO;NOM;MASC;SG	PRO;DEF;NEUT;SG
unser	vårt	unser	vi	PRO;NOM;MASC;SG	PRO;DEF;NEUT;SG
unser	vårat	unser	vira	PRO;NOM;MASC;SG	PRO;DEF;NEUT;SG
unser	vårt	unser	vi	PRO;NOM;MASC;SG	PRO;DEF;NEUT;SG
jung	unga	jung	ung	ADJ	ADJ;NOM;PL
jung	yngre	jung	ung	ADJ	ADJ;NOM;CMPR
jung	ung	jung	ung	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
sehenswürdigkeiten	museer	sehenswürdigkeiten	museer	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
sehenswürdigkeiten	attraktioner	sehenswürdigkeiten	attraktion	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
sehenswürdigkeiten	sevärdheter	sehenswürdigkeiten	sevärdhet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
sehenswürdigkeiten	sevärdheter	sehenswürdigkeiten	sevärdhet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
sehenswürdigkeiten	sevärdheter	sehenswürdigkeiten	sevärdhet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
sehenswürdigkeiten	minnesmärken	sehenswürdigkeiten	minnesmärk	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
umbau	återuppbyggnad	umbau	återuppbyggnad	N	N;NOM;INDF;MASC+FEM;SG
umbau	ombyggnad	umbau	ombyggnad	N	N;NOM;INDF;MASC+FEM;SG
umbau	återuppbyggnaden	umbau	återuppbyggnad	N	N;NOM;DEF;MASC+FEM;SG
umbau	konvertering	umbau	konvertering	N	N;NOM;INDF;MASC+FEM;SG
umbau	omställning	umbau	omställning	N	N;NOM;INDF;MASC+FEM;SG
umbau	omvandling	umbau	omvandling	N	N;NOM;INDF;MASC+FEM;SG
umbau	ombyggnad	umbau	ombyggnad	N	N;NOM;INDF;MASC+FEM;SG
umbau	återuppbyggnad	umbau	återuppbyggnad	N	N;NOM;INDF;MASC+FEM;SG
umbau	rekonstruktion	umbau	rekonstruktion	N	N;NOM;INDF;MASC+FEM;SG
bezeichnen	betecknar	bezeichnen	beteckna	V;NFIN	V;IND;PRS;FIN;ACT
getragen	burit	tragen	burit	V;V.PTCP	V;V.CVB;ACT
getragen	burit	tragen	burit	V;V.PTCP	V;V.CVB;ACT
transport	transporter	transporen	transport	N	N;NOM;INDF;MASC+FEM;PL
transport	transport	transporen	transport	N	N;NOM;INDF;MASC+FEM;SG
umsetzung	genomförande	umsetzung	genomförande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
umsetzung	implementering	umsetzung	implementering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umsetzung	genomförandet	umsetzung	genomförande	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
umsetzung	förverkligande	umsetzung	förverkligande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
umsetzung	införlivandet	umsetzung	införlivande	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
umsetzung	insikten	umsetzung	insikt	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
umsetzung	förverkligande	umsetzung	förverkligande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
umsetzung	insikt	umsetzung	insikt	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kämpfen	kämpa	kämpfen	kämpa	V;NFIN	V;IMP;FIN;ACT
kämpfen	slåss	kämpfen	slåss	V;NFIN	V;FIN;PASS
kämpfen	kämpa	kämpfen	kämpa	V;NFIN	V;IMP;FIN;ACT
kämpfen	kämpar	kämpfen	kämp	V;NFIN	V;IND;PRS;FIN;ACT
kämpfen	slåss	kämpfen	slåss	V;NFIN	V;FIN;PASS
kämpfen	strida	kämpfen	strida	V;NFIN	V;IMP;NFIN;ACT
kämpfen	kämpa	kämpfen	kämpa	V;NFIN	V;IMP;FIN;ACT
abhängig	beroende	abhängig	beroende	ADJ	ADJ;NOM;PRS;V.PTCP
abhängig	avhängiga	abhängig	avhängig	ADJ	ADJ;NOM;PL
abhängig	beroende	abhängig	beroende	ADJ	ADJ;NOM;PRS;V.PTCP
abhängig	villkorlig	abhängig	villkorlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
abhängig	villkorliga	abhängig	villkorlig	ADJ	ADJ;NOM;PL
abhängig	villkorligt	abhängig	villkorlig	ADJ	ADJ;NOM;INDF;NEUT;SG
sprecher	talesman	sprecher	talesman	N	N;NOM;INDF;MASC+FEM;SG
sprecher	talesman	sprecher	talesman	N	N;NOM;INDF;MASC+FEM;SG
sprecher	högtalarna	sprecher	högtalare	N	N;NOM;DEF;MASC+FEM;PL
sprecher	högtalare	sprecher	högtalare	N	N;NOM;INDF;MASC+FEM;PL
sprecher	talare	sprecher	talare	N	N;NOM;INDF;MASC+FEM;PL
sprecher	högtalare	sprecher	högtalare	N	N;NOM;INDF;MASC+FEM;PL
sprecher	talare	sprecher	talare	N	N;NOM;INDF;MASC+FEM;PL
sprecher	talare	sprecher	talare	N	N;NOM;INDF;MASC+FEM;PL
äußerst	mycket	äußerst	mycket	ADV	ADV
äußerst	extremt	äußerst	extrem	ADV	ADV
unabhängigkeit	oberoende	unabhängigkeit	oberoende	ADJ;SG	ADJ;NOM;PRS;V.PTCP
unabhängigkeit	självständigt	unabhängigkeit	självständig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
beeinflusst	påverkar	beeinflussen	påverka	V;V.PTCP	V;IND;PRS;FIN;ACT
vermeiden	undviker	vermeiden	undvika	V;NFIN	V;IND;PRS;FIN;ACT
vermeiden	undvika	vermeiden	undvika	V;NFIN	V;IMP;NFIN;ACT
vermeiden	undvik	vermeiden	undvik	V;NFIN	V;IMP;FIN;ACT
vermeiden	undvika	vermeiden	undvika	V;NFIN	V;IMP;NFIN;ACT
vermeiden	undviks	vermeiden	undvika	V;NFIN	V;IND;PRS;FIN;PASS
vermeiden	undvikas	vermeiden	undvika	V;NFIN	V;NFIN;PASS
vermeiden	undvikit	vermeiden	undvika	V;NFIN	V;V.CVB;ACT
vermeiden	undvek	vermeiden	undvek	V;NFIN	V;IND;PST;FIN;ACT
vermeiden	förebygga	vermeiden	förebygga	V;NFIN	V;IMP;NFIN;ACT
vermeiden	förebygger	vermeiden	förebygga	V;NFIN	V;IND;PRS;FIN;ACT
vermeiden	förhindrar	vermeiden	förhindra	V;NFIN	V;IND;PRS;FIN;ACT
vermeiden	förhindra	vermeiden	förhindra	V;NFIN	V;IMP;FIN;ACT
aktive	aktiva	aktiv	aktiv	ADJ;NOM;FEM;PL	ADJ;NOM;PL
verständnis	medkänsla	verständnis	medkänsla	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
verständnis	sympati	verständnis	sympati	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
verständnis	förståelse	verständnis	förståelse	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
abgerissen	slits	abreißen	slita	V;V.PTCP	V;IND;PRS;FIN;PASS
abgerissen	revs	abreißen	reva	V;V.PTCP	V;IND;PST;FIN;PASS
keinem	ingen	kein	ingen	PRO;ACC;INDF;MASC;SG;NEG	PRO;INDF;MASC+FEM;SG
extrem	extrem	extrem	extrem	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
extrem	extrema	extrem	extrem	ADJ	ADJ;NOM;PL
begleitet	åtföljs	begleiten	åtfölja	V;V.PTCP	V;IND;PRS;FIN;PASS
begleitet	åtföljdes	begleiten	åtfölja	V;V.PTCP	V;IND;PST;FIN;PASS
begleitet	medföljer	begleiten	medfölja	V;V.PTCP	V;IND;PRS;FIN;ACT
begleitet	medföljer	begleiten	medfölja	V;V.PTCP	V;IND;PRS;FIN;ACT
pläne	ritningar	pläne	ritning	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
pläne	planer	pläne	plan	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
politischer	politisk	politisch	politisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
politischer	politiska	politisch	politisk	ADJ	ADJ;NOM;PL
politischer	politiskt	politisch	politisk	ADJ	ADJ;NOM;INDF;NEUT;SG
unklar	tvetydiga	unklar	tvetydig	ADJ	ADJ;NOM;PL
unklar	tvetydig	unklar	tvetydig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
unklar	tvetydigt	unklar	tvetydig	ADJ	ADJ;NOM;INDF;NEUT;SG
unklar	oklara	unklar	oklar	ADJ	ADJ;NOM;PL
unklar	oklart	unklar	oklar	ADJ	ADJ;NOM;INDF;NEUT;SG
unklar	otydlig	unklar	otydlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
unklar	oklar	unklar	oklar	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
unklar	osäkert	unklar	osäker	ADJ	ADJ;NOM;INDF;NEUT;SG
unklar	osäker	unklar	osäker	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
unklar	oviss	unklar	oviss	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
erworben	förvärvade	erwerben	förvärva	V;V.PTCP	V;NOM;PL;PST;V.PTCP;ACT
erworben	förvärvats	erwerben	förvärva	V;V.PTCP	V;V.CVB;PASS
unterstützte	stödde	unterstützen	stödje	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
aufmerksam	omtänksam	aufmerksam	omtänksam	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
kommando	command	kommando	command	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kommando	kommando	kommando	kommando	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
kommando	kommandot	kommando	kommandod	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
kommando	commando	kommando	commando	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
schöne	vackra	schön	vacker	ADJ;NOM;FEM;PL	ADJ;NOM;PL
schöne	ljuvliga	schön	ljuvlig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
