年	سال	年	سال	N	N;SG
藥物	دارو	藥物	دارو	N	N;SG
藥物	طب	藥物	طب	N	N;SG
藥物	پزشکی	藥物	پزشکی	N	N;SG
藥物	داروها	藥物	دارو	N	N;PL
藥物	دارو	藥物	دارو	N	N;SG
藥物	تداوی	藥物	تداوی	N	N;SG
藥物	دارو	藥物	دارو	N	N;SG
傷害	صدمه	傷害	صدمه	N	N;SG
傷害	آزار	傷害	آزار	N	N;PL
傷害	زخمی	傷害	None	N	N;SG
死者	قربانی	死者	قربانی	N	N;SG
類別	مقوله	類別	مقوله	N	N;SG
類別	دسته	類別	دسته	N	N;SG
類別	کلاس	類別	کلاس	N	N;SG
類別	کلاسهای	類別	کلاس	N	N;PL
類別	کلاسها	類別	کلاس	N	N;PL
類別	رده	類別	رده	N	N;SG
類別	ردۀ	類別	ردۀ	N	N;SG
類別	کلاس	類別	کلاس	N	N;SG
類別	طبقاتی	類別	None	N	N;PL
類別	class	類別	class	N	N;SG
類別	کلاسی	類別	کلاسی	N	N;SG
邊緣	لبه	邊緣	لبه	N	N;SG
邊緣	اج	邊緣	اج	N	N;SG
邊緣	لبۀ	邊緣	لبۀ	N	N;SG
邊緣	فرینج	邊緣	فرینج	N	N;SG
酷	خنک	酷	خنک	N	N;SG
酷	cool	酷	cool	N	N;SG
視覺	دیداری	視覺	دیدار	N	N;SG
視覺	بصری	視覺	بصری	N	N;SG
視覺	تصویری	視覺	تصویر	N	N;SG
視覺	بصیرت	視覺	بصیرت	N	N;SG
視覺	دید	視覺	دید#بین	N	N;SG
視覺	ویژن	視覺	ویژن	N	N;SG
視覺	بینایی	視覺	بینایی	N	N;SG
精英	نخبگان	精英	نخبه	N	N;PL
精英	نخبه	精英	نخبه	N	N;SG
虛構	خیالی	虛構	خیالی	N	N;SG
虛構	تخیلی	虛構	تخیل	N	N;SG
假期	مرخصی	假期	None	N	N;SG
假期	تعطیلات	假期	تعطیل	N	N;PL
假期	تعطیلات	假期	تعطیل	N	N;PL
假期	اعیاد	假期	اعیاد	N	N;PL
軍人	سرباز	軍人	سرباز	N	N;SG
軍人	سربازی	軍人	سربازی	N	N;SG
言論	بلاغت	言論	بلاغت	N	N;SG
陰	یین	陰	یین	N	N;SG
結局	پایان	結局	پایان	N	N;SG
結局	اختتامیه	結局	اختتامیه	N	N;SG
結局	پایانی	結局	پایان	N	N;SG
額外	اضافی	額外	None	N	N;SG
美食	آشپزی	美食	آشپزی	N	N;SG
軍官	افسر	軍官	None	N	N;SG
軍官	سرکار	軍官	سرکار	N	N;SG
近期	تازگی	近期	تازگی	N	N;SG
物理	فیزیک	物理	فیزیک	N	N;SG
比率	نسبتهای	比率	نسبت	N	N;PL
作業	تکلیف	作業	تکلیف	N	N;SG
武力	زور	武力	زور	N	N;SG
武力	اجباری	武力	اجباری	N	N;SG
武力	نیرو	武力	نیرو	N	N;SG
武力	اجبار	武力	اجبار	N	N;SG
醫師	دکتری	醫師	دکتری	N	N;SG
醫師	داکتر	醫師	داکتر	N	N;SG
醫師	دکتر	醫師	دکتر	N	N;SG
器官	ارگان	器官	ارگان	N	N;SG
器官	اندامها	器官	اندام	N	N;PL
器官	اندام	器官	اندام	N	N;SG
器官	ارگ	器官	ارگ	N	N;SG
器官	ارگان	器官	ارگان	N	N;SG
器官	اندام	器官	اندام	N	N;SG
山谷	دره	山谷	دره	N	N;SG
創意	خلاقیت	創意	None	N	N;SG
創意	خلاق	創意	None	N	N;SG
創意	خلاقیت	創意	None	N	N;SG
當代	معاصر	當代	معاصر	N	N;SG
協定	توافقنامه	協定	توافقنامه	N	N;SG
協定	موافقتنامه	協定	موافقتنامه	N	N;SG
協定	قرارداد	協定	قرارداد	N	N;SG
協定	توافق	協定	توافق	N	N;SG
協定	توافقنامه	協定	توافقنامه	N	N;SG
協定	توافقات	協定	توافقه	N	N;PL
規格	مشخصات	規格	مشخصه	N	N;PL
規格	مشخصاتی	規格	مشخص	N	N;PL
規格	مشخصاتش	規格	مشخص	N	N;PL
規格	مشخصات	規格	مشخصه	N	N;PL
雕	عقاب	雕	عقاب	N	N;SG
雕	ایگل	雕	ایگل	N	N;SG
雕	هاک	雕	هاک	N	N;SG
雕	قوش	雕	قوش	N	N;SG
雕	هاوک	雕	هاوک	N	N;SG
地獄	جهنم	地獄	جهنم	N	N;SG
地獄	دوزخ	地獄	دوزخ	N	N;SG
混淆	آشفتگی	混淆	آشفتگی	N	N;SG
混淆	گیجی	混淆	گیجی	N	N;SG
混淆	اغتشاش	混淆	None	N	N;SG
混淆	سردرگمی	混淆	سردرگمی	N	N;SG
混淆	پریشان	混淆	پریش	N	N;SG
參數	پارامتر	參數	پارامتر	N	N;SG
參數	آرگومان	參數	آرگوم	N	N;SG
參數	دلایل	參數	دلیل	N	N;PL
參數	استدلال	參數	استدلال	N	N;SG
插曲	قسمت	插曲	قسمت	N	N;SG
插曲	اپیزود	插曲	اپیزود	N	N;SG
樂器	آلات	樂器	آلات	N	N;PL
樂器	ساز	樂器	ساز	N	N;SG
來賓	مهمان	來賓	مهمان	N	N;SG
來賓	میهمانان	來賓	میهمان	N	N;PL
來賓	مهمانان	來賓	مهمان	N	N;PL
雕塑	مجسمه	雕塑	مجسمه	N	N;SG
雕塑	تندیس	雕塑	None	N	N;SG
雕塑	مجسمه	雕塑	مجسمه	N	N;SG
雕塑	تندیس	雕塑	None	N	N;SG
藝術	هنرمندان	藝術	هنرمند	N	N;PL
藝術	هنرمند	藝術	هنرمند	N	N;SG
藝術	artist	藝術	None	N	N;SG
藝術	هنرمندی	藝術	هنرمند	N	N;SG
命運	سرنوشت	命運	سرنوشت	N	N;SG
命運	تقدیر	命運	تقدیر	N	N;SG
命運	سرنوشتی	命運	سرنوشتی	N	N;SG
命運	سرنوشت	命運	سرنوشت	N	N;SG
命運	تقدیر	命運	تقدیر	N	N;SG
料理	آشپزی	料理	آشپزی	N	N;SG
房子	خانه	房子	خانه	N	N;SG
指南	راهنما	指南	None	N	N;SG
指南	هدایت	指南	هدایت	N	N;SG
指南	راهبر	指南	راهبر	N	N;SG
明珠	pearl	明珠	pearl	N	N;SG
明珠	مروارید	明珠	مروارید	N	N;SG
明珠	پرل	明珠	پرل	N	N;SG
螺旋	مارپیچ	螺旋	مارپیچ	N	N;SG
螺旋	پیچه	螺旋	پیچه	N	N;SG
螺旋	مارپیچ	螺旋	مارپیچ	N	N;SG
螺旋	مارپیچی	螺旋	مارپیچی	N	N;SG
珊瑚	کورال	珊瑚	کورال	N	N;SG
珊瑚	مرجان	珊瑚	مرجان	N	N;SG
珊瑚	مرجانی	珊瑚	مرجانی	N	N;SG
準則	راهبرد	準則	راهبرد	N	N;SG
公平	عدل	公平	None	N	N;SG
公平	انصاف	公平	انصاف	N	N;SG
公平	فر	公平	فر	N	N;SG
公平	انصاف	公平	انصاف	N	N;SG
公平	منصف	公平	منصف	N	N;SG
電池	باطری	電池	باطری	N	N;SG
電池	باتری	電池	باتری	N	N;SG
電池	باطری	電池	باطری	N	N;SG
電池	باتری	電池	باتری	N	N;SG
獵人	شکارچیان	獵人	شکارچی	N	N;PL
獵人	هانتر	獵人	هانتر	N	N;SG
獵人	شکارچی	獵人	شکارچی	N	N;SG
葡萄	انگور	葡萄	انگور	N	N;SG
葡萄	انگور	葡萄	انگور	N	N;SG
葡萄	انگوری	葡萄	انگوری	N	N;SG
老闆	رییس	老闆	رییس	N	N;SG
老闆	رئیس	老闆	رئیس	N	N;SG
皇室	رویال	皇室	رویال	N	N;SG
皇室	سلطنتی	皇室	سلطنت	N	N;SG
皇室	شاهانه	皇室	شاهانه	N	N;SG
富豪	شاهانه	富豪	شاهانه	N	N;SG
富豪	میلیاردر	富豪	میلیاردر	N	N;SG
富豪	ولوو	富豪	ولوو	N	N;SG
靈魂	نفس	靈魂	نفس	N	N;SG
靈魂	سول	靈魂	سول	N	N;SG
靈魂	نفسی	靈魂	نفس	N	N;SG
靈魂	نفوس	靈魂	نفوس	N	N;PL
杏	زردآلو	杏	None	N	N;SG
殼	شل	殼	None	N	N;SG
殼	پوسته	殼	پوسته	N	N;SG
殼	صدف	殼	صدف	N	N;SG
工程	مهندسان	工程	مهندس	N	N;PL
工程	مهندسین	工程	مهندس	N	N;PL
工程	کارشناسان	工程	کارشناس	N	N;PL
工程	مهندس	工程	مهندس	N	N;SG
工程	engineer	工程	engineer	N	N;SG
祖母	مادربزرگ	祖母	مادربزرگ	N	N;SG
春天	بهار	春天	بهار	N	N;SG
春天	بهاری	春天	بهاری	N	N;SG
春天	اسپرینگ	春天	اسپرینگ	N	N;SG
用法	استعمال	用法	None	N	N;SG
用法	کاربرد	用法	کاربرد	N	N;SG
省級	استانی	省級	استانی	N	N;SG
手術	جراحی	手術	جراحی	N	N;SG
手術	عملیات	手術	عملیات	N	N;PL
手術	عمل	手術	عمل	N	N;SG
行李	چمدان	行李	چمدان	N	N;SG
行李	مسافری	行李	مسافری	N	N;SG
行李	چمدان	行李	چمدان	N	N;SG
旁白	راوی	旁白	راوی	N	N;SG
司徒	استارت	司徒	استارت	N	N;SG
司徒	استوارت	司徒	استوارت	N	N;SG
司徒	سوارت	司徒	سوارت	N	N;SG
癌症	سرطانی	癌症	سرطانی	N	N;SG
癌症	سرطان	癌症	سرطان	N	N;SG
機體	ارگانیسم	機體	ارگانیسم	N	N;SG
機體	ارگانیزم	機體	ارگانیزم	N	N;SG
氮	نیتروژن	氮	نیتروژن	N	N;SG
同性	همجنسگرایی	同性	همجنسگرایی	N	N;SG
同性	گی	同性	گفت#گیر	N	N;SG
同性	همجنسگرا	同性	همجنسرا	N	N;SG
同性	gay	同性	gay	N	N;SG
同性	همجنسگرایی	同性	همجنسگرایی	N	N;SG
同性	سرخوش	同性	None	N	N;SG
圖書	کتابها	圖書	کتاب	N	N;PL
圖書	کتاب	圖書	کتاب	N	N;SG
圖書	کتابهای	圖書	کتاب	N	N;PL
圖書	کتاب	圖書	کتاب	N	N;SG
圖書	کتابی	圖書	کتاب	N	N;SG
情感	احساسات	情感	احساس	N	N;PL
情感	عاطفه	情感	عاطفه	N	N;SG
情感	هیجانی	情感	هیجانی	N	N;SG
情感	احساسی	情感	احساس	N	N;SG
情感	هیجانی	情感	هیجانی	N	N;SG
情感	احساساتی	情感	None	N	N;SG
情感	عاطفی	情感	عاطفی	N	N;SG
情感	احساسات	情感	احساس	N	N;PL
鴨	اردک	鴨	اردک	N	N;SG
鴨	داک	鴨	داک	N	N;SG
鴨	اردک	鴨	اردک	N	N;SG
鴨	مرغابی	鴨	مرغابی	N	N;SG
妖	خبیث	妖	خبیث	N	N;SG
妖	اهریمن	妖	اهریمن	N	N;SG
臉	چهره	臉	چهره	N	N;SG
臉	رخسار	臉	رخسار	N	N;SG
臉	چهره	臉	چهره	N	N;SG
臉	صورت	臉	صورت	N	N;SG
臉	face	臉	face	N	N;SG
效應	اثر	效應	اثر	N	N;SG
效應	جلوه	效應	جلوه	N	N;SG
效應	تأثیر	效應	تأثیر	N	N;SG
效應	تأثیرات	效應	تأثیر	N	N;PL
效應	تاثیرات	效應	تاثیر	N	N;PL
效應	اثرات	效應	اثر	N	N;PL
效應	آثار	效應	اثر	N	N;PL
交叉	صلیب	交叉	صلیب	N	N;SG
交叉	کراس	交叉	کراس	N	N;SG
交叉	عبور	交叉	عبور	N	N;SG
交叉	crossover	交叉	crossover	N	N;SG
分數	کسر	分數	کسر	N	N;SG
分數	امتیازهای	分數	امتیاز	N	N;PL
分數	امتیازات	分數	امتیاز	N	N;PL
分數	نمرات	分數	نمرت	N	N;PL
分數	نمره	分數	نمره	N	N;SG
分數	نمره	分數	نمره	N	N;SG
分數	امتیاز	分數	امتیاز	N	N;SG
分數	کسر	分數	کسر	N	N;SG
分數	کسری	分數	None	N	N;SG
遊客	توریست	遊客	توریست	N	N;SG
遊客	توریستهای	遊客	توریست	N	N;PL
遊客	توریست	遊客	توریست	N	N;SG
遊客	گردشگری	遊客	گردشگری	N	N;SG
遊客	جهانگرد	遊客	جهانگرد	N	N;SG
遊客	توریستی	遊客	توریستی	N	N;SG
遊客	گردشگر	遊客	گردشگر	N	N;SG
分行	شعبه	分行	شعبه	N	N;SG
分行	شاخه	分行	شاخه	N	N;SG
分行	انشعاب	分行	انشعاب	N	N;SG
分行	برنچ	分行	برنچ	N	N;SG
分行	شاخه	分行	شاخه	N	N;SG
騎兵	سواران	騎兵	سوار	N	N;PL
騎兵	سواره	騎兵	سواره	N	N;SG
女生	دختری	女生	None	N	N;SG
女生	دختر	女生	دختر	N	N;SG
女生	دخترها	女生	دختر	N	N;PL
女生	دختران	女生	None	N	N;PL
蒸汽	بخار	蒸汽	بخار	N	N;SG
蒸汽	استیم	蒸汽	استیم	N	N;SG
鍵	کلیدها	鍵	None	N	N;PL
鍵	کلید	鍵	None	N	N;SG
鍵	کلید	鍵	None	N	N;SG
鍵	کلیدی	鍵	کلیدی	N	N;SG
鍵	باند	鍵	باند	N	N;SG
鍵	پیوند	鍵	پیوند	N	N;SG
人事	کارکنان	人事	کارکن	N	N;PL
人事	پرسنل	人事	پرسنل	N	N;PL
可汗	khan	可汗	khan	N	N;SG
可汗	خان	可汗	خان	N	N;SG
可汗	هانگ	可汗	هانگ	N	N;SG
經理	مدیر	經理	مدیر	N	N;SG
射手	تیراندازها	射手	تیرانداز	N	N;PL
假日	تعطیلات	假日	تعطیل	N	N;PL
假日	اعیاد	假日	اعیاد	N	N;PL
敵	دشمن	敵	دشمن	N	N;SG
敵	دشمنی	敵	دشمنی	N	N;SG
物業	ویژگی	物業	ویژگی	N	N;SG
物業	دارایی	物業	دارایی	N	N;SG
物業	ملک	物業	ملک	N	N;SG
物業	اموال	物業	مال	N	N;PL
物業	مالکیت	物業	مالکیت	N	N;SG
預算	بودجه	預算	بودجه	N	N;SG
閃	فلش	閃	فلش	N	N;SG
閃	flash	閃	flash	N	N;SG
閃	فلاش	閃	فلاش	N	N;SG
雕像	مجسمه	雕像	مجسمه	N	N;SG
雕像	مجسمه	雕像	مجسمه	N	N;SG
雕像	تندیس	雕像	None	N	N;SG
短期	کوتاهی	短期	کوتاه	N	N;SG
貨	محموله	貨	محموله	N	N;SG
引力	گرانشی	引力	گرانشی	N	N;SG
引力	جاذبه	引力	جاذبه	N	N;SG
引力	گرانش	引力	گرانش	N	N;SG
霧	مه	霧	مه	N	N;SG
霧	مه	霧	مه	N	N;SG
市鎮	شهرهای	市鎮	شهر	N	N;PL
市鎮	دهستانهای	市鎮	دهستان	N	N;PL
免疫	مصونیت	免疫	مصونیت	N	N;SG
免疫	مصونیت	免疫	مصونیت	N	N;SG
免疫	بیزاری	免疫	بیزاری	N	N;SG
免疫	برائت	免疫	None	N	N;SG
免疫	مصونیت	免疫	مصونیت	N	N;SG
編碼	کدبندی	編碼	کدبندی	N	N;SG
編碼	کد	編碼	کرد#کن	N	N;SG
編碼	کدگذاری	編碼	کدگذاری	N	N;SG
編碼	کدبندی	編碼	کدبندی	N	N;SG
啤酒	آبجو	啤酒	آبجو	N	N;SG
啤酒	آبجوی	啤酒	آبجوی	N	N;SG
星期	جمعه	星期	جمعه	N	N;SG
星期	آدینه	星期	آدینه	N	N;SG
星期	جمعه	星期	جمعه	N	N;SG
敏感	حساسیت	敏感	حساسیت	N	N;SG
向前	جلو	向前	جلو	N	N;SG
時裝	فشن	時裝	فشن	N	N;SG
時裝	مد	時裝	مد	N	N;SG
時裝	fashion	時裝	None	N	N;SG
時裝	مُد	時裝	مُد	N	N;SG
火炮	توپخانه	火炮	توپخانه	N	N;SG
魔女	جادوگر	魔女	None	N	N;SG
魔女	جادوگری	魔女	جادوگری	N	N;SG
甲基	متیل	甲基	متیل	N	N;SG
腦	مغز	腦	مغز	N	N;SG
腦	مغزی	腦	مغزی	N	N;SG
腦	مغزها	腦	مغز	N	N;PL
腦	مغزهای	腦	مغز	N	N;PL
進步	پیشرفت	進步	پیشرفت	N	N;SG
進步	پیشرفتی	進步	پیشرفتی	N	N;SG
進步	پیشرو	進步	None	N	N;SG
強度	شدت	強度	شدت	N	N;SG
強度	قوت	強度	قوت	N	N;SG
強度	نیرو	強度	نیرو	N	N;SG
強度	قدرت	強度	قدرت	N	N;SG
強度	استحکام	強度	استحکام	N	N;SG
白金	پلاتین	白金	None	N	N;SG
白金	پلاتینی	白金	پلاتینی	N	N;SG
走廊	دالان	走廊	دال	N	N;SG
資料	دادگان	資料	داده	N	N;SG
金額	مقدار	金額	مقدار	N	N;SG
金額	مبلغ	金額	مبلغ	N	N;SG
金額	اصل	金額	اصل	N	N;SG
表格	شکلهای	表格	شکل	N	N;PL
表格	فرم	表格	None	N	N;SG
表格	شکل	表格	شکل	N	N;SG
創新	نوآوری	創新	None	N	N;SG
創新	نوآوری	創新	None	N	N;SG
叉	انشعاب	叉	انشعاب	N	N;SG
叉	دوراهی	叉	دوراهی	N	N;SG
叉	چنگال	叉	چنگال	N	N;SG
叉	فورک	叉	فورک	N	N;SG
海灣	خلیج	海灣	None	N	N;SG
海灣	خلیج	海灣	None	N	N;SG
農民	رعیت	農民	رعیت	N	N;SG
農民	دهقان	農民	دهق	N	N;SG
農民	روستایی	農民	روستایی	N	N;SG
農民	کشاورز	農民	کشاورز	N	N;SG
農民	کشاورزان	農民	کشاورز	N	N;PL
農民	کشاورز	農民	کشاورز	N	N;SG
赤道	استوا	赤道	استوا	N	N;SG
赤道	استوایی	赤道	استوایی	N	N;SG
有趣	جالبی	有趣	جالب	N	N;SG
有趣	جالبه	有趣	جالبه	N	N;SG
雕刻	تراشید	雕刻	تراشید	V	V;SG;3;PST
金色	زرین	金色	None	N	N;SG
金色	گلدن	金色	گلدن	N	N;SG
金色	طلائی	金色	طلایی	N	N;SG
金色	طلای	金色	طلا	N	N;SG
金色	gold	金色	gold	N	N;SG
金色	طلا	金色	طلا	N	N;SG
金色	گلد	金色	گلد	N	N;SG
金色	زرین	金色	None	N	N;SG
理性	دلیلی	理性	دلیل	N	N;SG
理性	علت	理性	علت	N	N;SG
理性	دلیل	理性	دلیل	N	N;SG
理性	عقلانیت	理性	عقلانیت	N	N;SG
理性	عقلانی	理性	عقلانی	N	N;SG
外表	ظواهر	外表	ظواست#ظواه	N	N;PL
外表	ظاهر	外表	ظاهر	N	N;SG
外表	ظاهرش	外表	ظاهرش	N	N;SG
外表	ظاهر	外表	ظاهر	N	N;SG
外表	بیرونی	外表	None	N	N;SG
稅	مالیات	稅	مالیه	N	N;PL
稅	مالیاتی	稅	مالی	N	N;PL
稅	مالیات	稅	مالیه	N	N;PL
稅	مالیاتی	稅	مالی	N	N;PL
缸	استوانه	缸	استوانه	N	N;SG
缸	سیلندر	缸	سیلندر	N	N;SG
童年	کودکی	童年	None	N	N;SG
童年	بچگی	童年	بچگی	N	N;SG
百科	دانشنامه	百科	None	N	N;SG
橘	پرتقال	橘	پرتقال	N	N;SG
橘	نارنجی	橘	نارنجی	N	N;SG
橘	اورنج	橘	اورنج	N	N;SG
橘	تاچیبانا	橘	تاچیبانا	N	N;SG
總是	always	總是	always		
彩色	رنگ	彩色	رنگ	N	N;SG
彩色	رنگها	彩色	رنگ	N	N;PL
彩色	رنگ	彩色	رنگ	N	N;SG
工會	یونیون	工會	یونیون	N	N;SG
工會	اتحادیه	工會	اتحادیه	N	N;SG
工會	اتحاد	工會	اتحاد	N	N;SG
蜘蛛	عنکبوتی	蜘蛛	عنکبوتی	N	N;SG
蜘蛛	اسپایدر	蜘蛛	اسپایدر	N	N;SG
蜘蛛	عنکبوت	蜘蛛	عنکبوت	N	N;SG
鑽石	الماس	鑽石	None	N	N;SG
鑽石	دیاموند	鑽石	None	N	N;SG
鑽石	الماسی	鑽石	None	N	N;SG
鑽石	دایموند	鑽石	None	N	N;SG
鑽石	الماس	鑽石	None	N	N;SG
鑽石	الماسها	鑽石	الماس	N	N;PL
鑽石	خشت	鑽石	خشت	N	N;SG
鑽石	الماسهای	鑽石	الماس	N	N;PL
吉祥	فرخنده	吉祥	فرخنده	N	N;SG
吉祥	خجسته	吉祥	خجسته	N	N;SG
週	جمعه	週	جمعه	N	N;SG
週	آدینه	週	آدینه	N	N;SG
週	جمعه	週	جمعه	N	N;SG
肌	عضله	肌	عضله	N	N;SG
肌	ماهیچه	肌	ماهیچه	N	N;SG
肌	عضلات	肌	عضله	N	N;PL
美女	زیباست	美女	زیباست	N	N;SG
美女	خوشگل	美女	خوشگل	N	N;SG
美女	خوشگلا	美女	خوشگلا	N	N;SG
美女	زیبایی	美女	زیبایی	N	N;SG
美女	زیبایی	美女	زیبایی	N	N;SG
神經	عصب	神經	عصب	N	N;SG
神經	اعصاب	神經	اعصاب	N	N;SG
神經	عصب	神經	عصب	N	N;SG
助手	دستیاری	助手	دستیار	N	N;SG
助手	دستیار	助手	دستیار	N	N;SG
助手	آجودان	助手	آجود	N	N;SG
窩	لانه	窩	لانه	N	N;SG
窩	آشیانه	窩	آشیانه	N	N;SG
窩	لونه	窩	لونه	N	N;SG
地帶	استریپ	地帶	استریپ	N	N;SG
混亂	آشفتگی	混亂	آشفتگی	N	N;SG
混亂	گیجی	混亂	گیجی	N	N;SG
混亂	اغتشاش	混亂	None	N	N;SG
混亂	سردرگمی	混亂	سردرگمی	N	N;SG
混亂	آشفتگی	混亂	آشفتگی	N	N;SG
混亂	آشوب	混亂	آشوب	N	N;SG
大堂	لابی	大堂	لابی	N	N;SG
裸	عریان	裸	عریان	N	N;SG
裸	لختی	裸	لختی	N	N;SG
裸	لخت	裸	لخت	N	N;SG
裸	لختی	裸	لختی	N	N;SG
裸	لخت	裸	لخت	N	N;SG
裸	عریان	裸	عریان	N	N;SG
校區	پردیس	校區	پردیس	N	N;SG
廠	فروشنده	廠	فروشنده	N	N;SG
廠	سازنده	廠	سازنده	N	N;SG
光學	نوری	光學	نوری	N	N;SG
光學	اپتیک	光學	اپتیک	N	N;SG
卵	تخم	卵	تخم	N	N;SG
氟	فلوئورید	氟	فلوئورید	N	N;SG
氟	فلوئور	氟	فلوئور	N	N;SG
欄	ستون	欄	ستون	N	N;SG
欄	ستونی	欄	ستون	N	N;SG
欄	ستونها	欄	ستون	N	N;PL
欄	ستونهای	欄	ستون	N	N;PL
軍方	ارتش	軍方	ارتش	N	N;SG
軍方	نظامی	軍方	نظام	N	N;SG
軍方	ارتشی	軍方	ارتشی	N	N;SG
真理	حقیقتی	真理	None	N	N;SG
真理	واقعیت	真理	واقعیت	N	N;SG
真理	حقیقت	真理	حقیقت	N	N;SG
真理	حق	真理	حق	N	N;SG
街頭	استریت	街頭	استریت	N	N;SG
街頭	خیابانی	街頭	خیابانی	N	N;SG
街頭	خیابان	街頭	خیابان	N	N;SG
街頭	خیابون	街頭	خیابون	N	N;SG
醫藥	دارو	醫藥	دارو	N	N;SG
醫藥	طب	醫藥	طب	N	N;SG
醫藥	پزشکی	醫藥	پزشکی	N	N;SG
醫藥	داروها	醫藥	دارو	N	N;PL
醫藥	دارو	醫藥	دارو	N	N;SG
醫藥	تداوی	醫藥	تداوی	N	N;SG
推理	استنباط	推理	استنباط	N	N;SG
推理	استنتاج	推理	استنتاج	N	N;SG
推理	حجت	推理	None	N	N;SG
推理	استدلال	推理	استدلال	N	N;SG
新手	مبتدی	新手	مبتدی	N	N;SG
燒	سوخت	燒	سوخت	N	N;SG
燒	سوختگی	燒	سوختگی	N	N;SG
燒	سوختن	燒	None	N	N;SG
燒	سوزاندن	燒	None	N	N;SG
燒	سوزاندن	燒	None	N	N;SG
燒	سوختن	燒	None	N	N;SG
膠	چسب	膠	None	N	N;SG
膠	آدامس	膠	آدامس	N	N;SG
膠	ژل	膠	ژل	N	N;SG
渡邊	واتانابه	渡邊	واتانابه	N	N;SG
分歧	اختلاف	分歧	اختلاف	N	N;SG
分歧	تفاوت	分歧	تفاوت	N	N;SG
分歧	تفاوتهای	分歧	تفاوت	N	N;SG
分歧	تفاوتها	分歧	تفاوت	N	N;SG
分歧	اختلاف	分歧	اختلاف	N	N;SG
分歧	واگرایی	分歧	واگرایی	N	N;SG
分歧	اختلافات	分歧	اختلاف	N	N;PL
分歧	واگرا	分歧	واگرا	N	N;SG
怪物	هیولا	怪物	هیولا	N	N;SG
