egy	une	egy	un	DET;INDF	DET;INDF;FEM;SG
lakosok	habitants	lakos	habitant	N;NOM;PL	N;MASC;PL
lakosok	résidents	lakos	résident	N;NOM;PL	N;MASC;PL
gyerek	gamin	gyerek	gamin	N;NOM;SG	N;MASC;SG
gyerek	enfant	gyerek	enfant	N;NOM;SG	N;MASC;SG
megkezdődött	commencé	megkezdődik	commencer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ostrom	siege	ostrom	siege	N;NOM;SG	N;MASC;SG
ostrom	siège	ostrom	siège	N;NOM;SG	N;MASC;SG
megjelenés	apparence	megjelenés	apparence	N;NOM;SG	N;FEM;SG
megjelenés	apparition	megjelenés	apparition	N;NOM;SG	N;FEM;SG
megjelenés	aspect	megjelenés	aspect	N;NOM;SG	N;MASC;SG
emberiség	humanité	emberiség	humanité	N;NOM;SG	N;FEM;SG
feladatok	fonctions	feladat	fonction	N;NOM;PL	N;FEM;PL
feladatok	tâches	feladat	tâche	N;NOM;PL	N;FEM;PL
feladatok	responsabilités	feladat	responsabilité	N;NOM;PL	N;FEM;PL
feladatok	fonctions	feladat	fonction	N;NOM;PL	N;FEM;PL
feladatok	devoirs	feladat	devoir	N;NOM;PL	N;MASC;PL
nemi	sexe	nemi	sexe	N;NOM;SG	N;MASC;SG
nemi	genre	nemi	genre	N;NOM;SG	N;MASC;SG
olvasni	reading	olvas	reading	V;NFIN;ACT	V
olvasni	lire	olvas	lire	V;NFIN;ACT	V;NFIN
repülőgépek	avions	repülőgép	avion	N;NOM;PL	N;MASC;PL
repülőgépek	aéronefs	repülőgép	aéronef	N;NOM;PL	N;MASC;PL
repülőgépek	avions	repülőgép	avion	N;NOM;PL	N;MASC;PL
repülőgépek	avions	repülőgép	avion	N;NOM;PL	N;MASC;PL
szezont	saison	szezont	saison	N;ACC;SG	N;FEM;SG
oldalak	pages	oldal	page	N;NOM;PL	N;FEM;PL
oldalak	sites	oldal	site	N;NOM;PL	N;MASC;PL
követett	suivit	követ	suivre	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
követett	suivie	követ	suivre	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
nyomás	pression	nyomás	pression	N;NOM;SG	N;FEM;SG
kikötő	port	kikötő	port	N;NOM;SG	N;MASC;SG
kikötő	port	kikötő	port	N;NOM;SG	N;MASC;SG
próbálta	essayé	próbál	essayer	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
próbálta	tenté	próbál	tenter	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
megszállás	profession	megszállás	profession	N;NOM;SG	N;FEM;SG
megszállás	occupation	megszállás	occupation	N;NOM;SG	N;FEM;SG
játszani	jouer	játszik	jouer	V;NFIN;ACT	V;NFIN
játszani	jouez	játszik	jouer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
ismertek	connues	ismer	connaître	V;INDF;IND;PL;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
ismertek	connus	ismer	connaître	V;INDF;IND;PL;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
alkotás	création	alkotás	création	N;NOM;SG	N;FEM;SG
logikai	booléen	logikai	booléen	N;NOM;SG	N;MASC;SG
teljesített	accomplie	teljesít	accomplir	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
kört	cercle	kör	cercle	N;ACC;SG	N;MASC;SG
zárójelben	parenthèse	zárójel	parenthèse	N;IN+ESS;SG	N;FEM;SG
zéland	zélande	zéland	zélande	N;NOM;SG	N;FEM;SG
kiemelés	promotion	kiemelés	promotion	N;NOM;SG	N;FEM;SG
kiemelés	boost	kiemelés	boost	N;NOM;SG	N;MASC;SG
dalokat	chansons	dalok	chanson	N;ACC;PL	N;FEM;PL
szereti	aime	szeret	aimer	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
szereti	aime	szeret	aimer	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
szereti	adore	szeret	adorer	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
demokrata	démocrate	demokrata	démocrate	N;NOM;SG	N;MASC;SG
demokrata	démocrate	demokrata	démocrate	N;NOM;SG	N;MASC;SG
lőtt	abattu	lőtt	abattre	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
lőtt	virée	lőtt	virée	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
lőtt	viré	lőtt	viré	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
baráti	amicale	baráti	amical	ADJ;NOM;SG	ADJ;FEM;SG
baráti	sympathique	baráti	sympathique	ADJ;NOM;SG	ADJ;MASC;SG
baráti	convivial	baráti	convivial	ADJ;NOM;SG	ADJ;MASC;SG
baráti	amical	baráti	amical	ADJ;NOM;SG	ADJ;MASC;SG
firenze	florence	firenz	florence	N;NOM;SG	N;FEM;SG
technológia	technologie	technológia	technologie	N;NOM;SG	N;FEM;SG
okok	raisons	ok	raison	N;NOM;PL	N;FEM;PL
okok	causes	ok	cause	N;NOM;PL	N;FEM;PL
szint	niveau	szint	niveau	N;NOM;SG	N;MASC;SG
vígjáték	comédie	víg	comédie	N;NOM;SG	N;FEM;SG
vígjáték	comique	víg	comique	N;NOM;SG	N;MASC;SG
vígjáték	sitcom	víg	sitcom	N;NOM;SG	N;FEM;SG
ciprusi	chypriote	ciprusi	chypriote	ADJ;NOM;SG	ADJ;MASC;SG
ára	prix	ár	prix	N;NOM;SG	N;MASC;SG
ára	tarif	ár	tarif	N;NOM;SG	N;MASC;SG
szigorúan	rigoureuse	szigorú	rigoureux	ADJ;FRML;SG	ADJ;FEM;SG
szigorúan	strict	szigorú	strict	ADJ;FRML;SG	ADJ;MASC;SG
szigorúan	rigoureux	szigorú	rigoureux	ADJ;FRML;SG	ADJ;MASC;SG
szigorúan	stricte	szigorú	strict	ADJ;FRML;SG	ADJ;FEM;SG
történészek	historiens	történész	historien	N;NOM;PL	N;MASC;PL
történetek	histoires	történet	histoire	N;NOM;PL	N;FEM;PL
tárgy	élément	tárgy	élément	N;NOM;SG	N;MASC;SG
tárgy	objet	tárgy	objet	N;NOM;SG	N;MASC;SG
tárgy	objet	tárgy	objet	N;NOM;SG	N;MASC;SG
tárgy	sujet	tárgy	sujet	N;NOM;SG	N;MASC;SG
székhely	siège	székhely	siège	N;NOM;SG	N;MASC;SG
renault	renault	renaul	renault	N;NOM;SG	N;MASC;SG
viták	discussions	vita	discussion	N;NOM;PL	N;FEM;PL
viták	litiges	vita	litige	N;NOM;PL	N;MASC;PL
viták	conflits	vita	conflit	N;NOM;PL	N;MASC;PL
viták	différends	vita	différend	N;NOM;PL	N;MASC;PL
viták	débats	vita	débat	N;NOM;PL	N;MASC;PL
teszt	essai	tesz	essai	N;NOM;SG	N;MASC;SG
teszt	test	tesz	test	N;NOM;SG	N;MASC;SG
teszt	épreuve	tesz	épreuve	N;NOM;SG	N;FEM;SG
teszt	essai	tesz	essai	N;NOM;SG	N;MASC;SG
teszt	test	tesz	test	N;NOM;SG	N;MASC;SG
lányok	filles	lány	fille	N;NOM;PL	N;FEM;PL
beépített	installé	beépített	installer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
beépített	installée	beépített	installer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
beépített	infiltré	beépített	infiltrer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
beépített	construite	beépített	construire	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
beépített	construit	beépített	construire	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
beépített	bâti	beépített	bâtir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
csatlakozik	rejoindre	csatlakozik	rejoindre	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
rovarok	insectes	rovar	insecte	N;NOM;PL	N;MASC;PL
rovarok	insectes	rovar	insecte	N;NOM;PL	N;MASC;PL
rovarok	insectes	rovar	insecte	N;NOM;PL	N;MASC;PL
rovarok	bugs	rovar	bug	N;NOM;PL	N;MASC;PL
rovarok	bogues	rovar	bogue	N;NOM;PL	N;MASC;PL
szentély	sanctuaire	szentély	sanctuaire	N;NOM;SG	N;MASC;SG
szentély	sanctuaire	szentély	sanctuaire	N;NOM;SG	N;MASC;SG
szentély	autel	szentély	autel	N;NOM;SG	N;MASC;SG
szentély	temple	szentély	temple	N;NOM;SG	N;MASC;SG
szentély	tempe	szentély	tempe	N;NOM;SG	N;FEM;SG
napok	jours	nap	jour	N;NOM;PL	N;MASC;PL
napok	journées	nap	journée	N;NOM;PL	N;FEM;PL
diplomáciai	diplomatique	diplomáciai	diplomatique	ADJ;NOM;SG	ADJ;MASC;SG
tartózkodott	abstenu	tartózkodik	abstenir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
előadók	artistes	előadó	artiste	N;NOM;PL	N;MASC;PL
előadók	rapporteurs	előadó	rapporter	N;NOM;PL	N;MASC;PL
előadók	interprètes	előadó	interprète	N;NOM;PL	N;MASC;PL
pártok	parties	párt	partie	N;NOM;PL	N;FEM;PL
futott	couru	fut	courir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
személyzet	personnel	személyzet	personnel	N;NOM;SG	N;MASC;SG
személyzet	équipage	személyzet	équipage	N;NOM;SG	N;MASC;SG
személyzet	personnel	személyzet	personnel	N;NOM;SG	N;MASC;SG
házak	maisons	ház	maison	N;NOM;PL	N;FEM;PL
hangok	sons	hang	son	N;NOM;PL	N;MASC;PL
hangok	bruits	hang	bruit	N;NOM;PL	N;MASC;PL
hangok	bruits	hang	bruit	N;NOM;PL	N;MASC;PL
aláírt	signée	aláírt	signer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
aláírt	signé	aláírt	signer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
úszás	nage	úszás	nage	N;NOM;SG	N;FEM;SG
úszás	natation	úszás	natation	N;NOM;SG	N;FEM;SG
úszás	baignade	úszás	baignade	N;NOM;SG	N;FEM;SG
úszás	natation	úszás	natation	N;NOM;SG	N;FEM;SG
úszás	baignade	úszás	baignade	N;NOM;SG	N;FEM;SG
csoportban	groupe	csoport	groupe	N;IN+ESS;SG	N;MASC;SG
falvak	bourgs	falu	bourg	N;NOM;PL	N;MASC;PL
falvak	villages	falu	village	N;NOM;PL	N;MASC;PL
kereskedelem	commerce	kereskedelem	commerce	N;NOM;SG	N;MASC;SG
kereskedelem	commerce	kereskedelem	commerce	N;NOM;SG	N;MASC;SG
kereskedelem	échange	kereskedelem	échange	N;NOM;SG	N;MASC;SG
szülők	parents	szülő	parent	N;NOM;PL	N;MASC;PL
mecklenburg	mecklembourg	mecklenburg	mecklembourg	N;NOM;SG	N;MASC;SG
űrhajós	cosmonaute	űrhajós	cosmonaute	N;NOM;SG	N;MASC;SG
űrhajós	astronaute	űrhajós	astronaute	N;NOM;SG	N;MASC;SG
űrhajós	spaceman	űrhajós	spaceman	N;NOM;SG	N;MASC;SG
hercegség	principauté	hercegség	principauté	N;NOM;SG	N;FEM;SG
hercegség	duché	hercegség	duché	N;NOM;SG	N;MASC;SG
kir	kir	kir	kir	N;NOM;SG	N;MASC;SG
követni	suivant	követ	suivre	V;NFIN;ACT	V;PRS;V.PTCP
követni	suivre	követ	suivre	V;NFIN;ACT	V;NFIN
követni	suivez	követ	suivre	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
követni	suivi	követ	suivre	V;NFIN;ACT	V;MASC;SG;PST;V.PTCP
résztvevők	participants	résztvevő	participant	N;NOM;PL	N;MASC;PL
résztvevők	participants	résztvevő	participant	N;NOM;PL	N;MASC;PL
publikált	publiée	publikált	publier	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
publikált	publié	publikált	publier	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
megerősítette	confirmé	meg+erősít	confirmer	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
megerősítette	confirmée	meg+erősít	confirmer	V;DEF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
címek	titres	cím	titre	N;NOM;PL	N;MASC;PL
címek	adresses	cím	adresse	N;NOM;PL	N;FEM;PL
címek	allocutions	cím	allocution	N;NOM;PL	N;FEM;PL
vihar	orage	vihar	orage	N;NOM;SG	N;MASC;SG
vihar	orage	vihar	orage	N;NOM;SG	N;MASC;SG
vihar	tempête	vihar	tempête	N;NOM;SG	N;FEM;SG
vezetők	directeurs	vezető	directeur	N;NOM;PL	N;MASC;PL
vezetők	dirigeants	vezető	dirigeant	N;NOM;PL	N;MASC;PL
vezetők	meneurs	vezető	meneur	N;NOM;PL	N;MASC;PL
vezetők	leaders	vezető	leader	N;NOM;PL	N;MASC;PL
vezetők	dirigeants	vezető	dirigeant	N;NOM;PL	N;MASC;PL
vezetők	chauffeurs	vezető	chauffeur	N;NOM;PL	N;MASC;PL
vezetők	conducteurs	vezető	conducteur	N;NOM;PL	N;MASC;PL
vezetők	pilotes	vezető	pilote	N;NOM;PL	N;MASC;PL
szoftver	logiciel	szoftver	logiciel	N;NOM;SG	N;MASC;SG
meghal	meurt	meghal	mourir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
meghal	décède	meghal	décéder	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
szótár	lexique	szótár	lexique	N;NOM;SG	N;MASC;SG
szótár	glossaire	szótár	glossaire	N;NOM;SG	N;MASC;SG
szótár	vocabulaire	szótár	vocabulaire	N;NOM;SG	N;MASC;SG
szótár	dictionnaire	szótár	dictionnaire	N;NOM;SG	N;MASC;SG
írása	rédaction	írás	rédaction	N;NOM;SG	N;FEM;SG
írása	écriture	írás	écriture	N;NOM;SG	N;FEM;SG
témák	sujets	téma	sujet	N;NOM;PL	N;MASC;PL
témák	thèmes	téma	thème	N;NOM;PL	N;MASC;PL
témák	thèmes	téma	thème	N;NOM;PL	N;MASC;PL
témák	sujets	téma	sujet	N;NOM;PL	N;MASC;PL
döntetlen	cravate	döntetlen	cravate	N;NOM;SG	N;FEM;SG
döntetlen	tirage	döntetlen	tirage	N;NOM;SG	N;MASC;SG
gramm	mamy	gramm	mamy	N;NOM;SG	N;FEM;SG
gramm	gramme	gramm	gramme	N;NOM;SG	N;MASC;SG
gramm	gram	gramm	gram	N;NOM;SG	N;MASC;SG
repült	piloté	repül	piloter	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
űrhajó	vaisseau	űrhajó	vaisseau	N;NOM;SG	N;MASC;SG
űrhajó	vaisseau	űrhajó	vaisseau	N;NOM;SG	N;MASC;SG
papok	prêtres	pap	prêtre	N;NOM;PL	N;MASC;PL
terjed	répandre	terjed	répandre	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
terjed	répandre	terjed	répandre	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
ellenség	ennemi	ellenség	ennemi	N;NOM;SG	N;MASC;SG
ellenség	ennemi	ellenség	ennemi	N;NOM;SG	N;MASC;SG
ellenség	hostilité	ellenség	hostilité	N;NOM;SG	N;FEM;SG
részek	pièces	rész	pièce	N;NOM;PL	N;FEM;PL
részek	parties	rész	partie	N;NOM;PL	N;FEM;PL
kémia	chimie	kémia	chimie	N;NOM;SG	N;FEM;SG
rögzített	épinglé	rögzített	épingler	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
rögzített	corrigé	rögzített	corrigé	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
rögzített	fixé	rögzített	fixer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
rögzített	réparé	rögzített	réparer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
rögzített	enregistrée	rögzített	enregistrer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
rögzített	enregistré	rögzített	enregistrer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
pályaudvar	station	pályaudvar	station	N;NOM;SG	N;FEM;SG
pályaudvar	gare	pályaudvar	gare	N;NOM;SG	N;FEM;SG
támogatást	soutien	támogatás	soutien	N;ACC;SG	N;MASC;SG
támogatást	assistance	támogatás	assistance	N;ACC;SG	N;FEM;SG
támogatást	appui	támogatás	appui	N;ACC;SG	N;MASC;SG
örökség	héritage	örökség	héritage	N;NOM;SG	N;MASC;SG
örökség	legs	örökség	legs	N;NOM;SG	N;MASC;SG
örökség	héritage	örökség	héritage	N;NOM;SG	N;MASC;SG
örökség	héritage	örökség	héritage	N;NOM;SG	N;MASC;SG
örökség	patrimoine	örökség	patrimoine	N;NOM;SG	N;MASC;SG
érintő	tangentielle	érintő	tangentiel	ADJ;NOM;SG	ADJ;FEM;SG
apa	papa	apa	papa	N;NOM;SG	N;MASC;SG
apa	père	apa	père	N;NOM;SG	N;MASC;SG
átmérője	diamètre	átmérő	diamètre	N;NOM;SG	N;MASC;SG
kisebbségi	minoritaire	kisebbségi	minoritaire	ADJ;NOM;SG	ADJ;MASC;SG
költségvetés	budget	költségvetés	budget	N;NOM;SG	N;MASC;SG
garonne	garonne	garon	garonne	N;NOM;SG	N;FEM;SG
részvétel	fréquentation	részvétel	fréquentation	N;NOM;SG	N;FEM;SG
részvétel	présence	részvétel	présence	N;NOM;SG	N;FEM;SG
részvétel	assiduité	részvétel	assiduité	N;NOM;SG	N;FEM;SG
részvétel	participation	részvétel	participation	N;NOM;SG	N;FEM;SG
részvétel	implication	részvétel	implication	N;NOM;SG	N;FEM;SG
részvétel	participation	részvétel	participation	N;NOM;SG	N;FEM;SG
oroszlán	lion	oroszlán	lion	N;NOM;SG	N;MASC;SG
oroszlán	lionne	oroszlán	lionne	N;NOM;SG	N;FEM;SG
mezőgazdaság	agriculture	mezőgazdaság	agriculture	N;NOM;SG	N;FEM;SG
motogp	motogp	motogp	motogp	N;NOM;SG	N;MASC;SG
szeme	oeil	szem	oeil	N;NOM;SG	N;MASC;SG
szeme	œil	szem	œil	N;NOM;SG	N;MASC;SG
tánc	danse	tánc	danse	N;NOM;SG	N;FEM;SG
tánc	danse	tánc	danse	N;NOM;SG	N;FEM;SG
fantasztikus	fantastique	fantasztikus	fantastique	ADJ;NOM;SG	ADJ;MASC;SG
szállító	porteur	szállító	porteur	ADJ;NOM;SG	ADJ;MASC;SG
botanikus	botaniste	botanikus	botaniste	N;NOM;SG	N;MASC;SG
atlétikai	athlétique	atlétikai	athlétique	ADJ;NOM;SG	ADJ;MASC;SG
forgalom	trafic	forgalom	trafic	N;NOM;SG	N;MASC;SG
forgalom	circulation	forgalom	circulation	N;NOM;SG	N;FEM;SG
stabil	stable	stabil	stable	ADJ;NOM;SG	ADJ;MASC;SG
csillagász	astronome	csillagász	astronome	N;NOM;SG	N;MASC;SG
viselt	usé	visel	user	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
viselt	porté	visel	porter	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
bazilika	basilique	bazilika	basilique	N;NOM;SG	N;FEM;SG
védelme	protection	védelem	protection	N;NOM;SG	N;FEM;SG
ellenállás	résistance	ellenállás	résistance	N;NOM;SG	N;FEM;SG
ellenállás	resistance	ellenállás	resistance	N;NOM;SG	N;FEM;SG
énekelt	chanté	énekel	chanter	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
automatikus	auto	automatikus	auto	N;NOM;SG	N;MASC;SG
felkelők	rebelles	felkelő	rebelle	N;NOM;PL	N;MASC;PL
munkás	travailleur	munkás	travailleur	N;NOM;SG	N;MASC;SG
munkás	ouvrier	munkás	ouvrier	N;NOM;SG	N;MASC;SG
jelek	signaux	jelek	signal	N;NOM;PL	N;MASC;PL
jelek	symboles	jelek	symbole	N;NOM;PL	N;MASC;PL
jelek	signes	jelek	signe	N;NOM;PL	N;MASC;PL
jelek	panneaux	jelek	panneau	N;NOM;PL	N;MASC;PL
megszületett	naître	meg+szület	naître	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
megszületett	né	meg+szület	naître	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
megszületett	née	meg+szület	naître	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
szenátor	sénateur	szenátor	sénateur	N;NOM;SG	N;MASC;SG
szenátor	sénatrice	szenátor	sénatrice	N;NOM;SG	N;FEM;SG
érezte	senti	érez	sentir	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
érezte	ressenti	érez	ressentir	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
helyesírás	orthographe	helyesírás	orthographe	N;NOM;SG	N;FEM;SG
pszichológia	psychologie	pszichológia	psychologie	N;NOM;SG	N;FEM;SG
tartalmaznak	contiennent	tartalmaz	contenir	V;INDF;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
tartalmaznak	contenir	tartalmaz	contenir	V;INDF;IND;PL;3;PRS;FIN;ACT	V;NFIN
életrajz	biographie	életrajz	biographie	N;NOM;SG	N;FEM;SG
szerepei	rôles	szerep	rôle	N;NOM;PL	N;MASC;PL
fáj	blesser	fáj	blesser	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
fáj	blesse	fáj	blesser	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
nézni	regardant	néz	regarder	V;NFIN;ACT	V;PRS;V.PTCP
nézni	regarder	néz	regarder	V;NFIN;ACT	V;NFIN
pomeránia	poméranie	pomeránia	poméranie	N;NOM;SG	N;FEM;SG
hős	héro	hős	héro	N;NOM;SG	N;MASC;SG
hős	héros	hős	héros	N;NOM;SG	N;MASC;SG
hős	hero	hős	hero	N;NOM;SG	N;MASC;SG
társai	compagnons	társ	compagnon	N;NOM;PL	N;MASC;PL
legfelsőbb	supreme	felsőbb	supreme	N;IN+ESS;SG	N;MASC;SG
segítség	aide	segítség	aide	N;NOM;SG	N;FEM;SG
vonatok	trains	vonat	train	N;NOM;PL	N;MASC;PL
érinti	affecte	érint	affecter	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
felszerelt	équipée	felszerelt	équiper	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
felszerelt	équipé	felszerelt	équiper	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
felszerelt	équipée	felszerelt	équiper	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
felszerelt	équipé	felszerelt	équiper	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
fegyvert	arme	fegyver	arme	N;ACC;SG	N;FEM;SG
fegyvert	bras	fegyver	bras	N;ACC;SG	N;MASC;SG
oldalra	côté	oldal	côté	N;ON+ALL;SG	N;MASC;SG
oldalra	latéral	oldal	latéral	N;ON+ALL;SG	N;MASC;SG
védte	défendu	véd	défendre	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
védte	défendue	véd	défendre	V;DEF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
nyomda	impression	nyomda	impression	N;NOM;SG	N;FEM;SG
nyomda	imprimerie	nyomda	imprimerie	N;NOM;SG	N;FEM;SG
paraméter	paramètre	paraméter	paramètre	N;NOM;SG	N;MASC;SG
ezalatt	entretemps	ezalatt	entretemps	ADV	ADV
mózes	moïse	mózes	moïse	N;NOM;SG	N;MASC;SG
törzsek	souches	törzs	souche	N;NOM;PL	N;FEM;PL
törzsek	tribus	törzs	tribu	N;NOM;PL	N;FEM;PL
réteg	couche	réteg	couche	N;NOM;SG	N;FEM;SG
réteg	calque	réteg	calque	N;NOM;SG	N;MASC;SG
elemei	éléments	elem	élément	N;NOM;PL	N;MASC;PL
elemei	eléments	elem	elément	N;NOM;PL	N;MASC;PL
nyomtatott	imprimé	nyomtatott	imprimer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
nyomtatott	imprimée	nyomtatott	imprimer	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
jelenet	scène	jelenet	scène	N;NOM;SG	N;FEM;SG
módszerek	méthodes	módszer	méthode	N;NOM;PL	N;FEM;PL
dinamo	dinamo	dinamo	dinamo	N;NOM;SG	N;MASC;SG
bor	vin	bor	vin	N;NOM;SG	N;MASC;SG
felvonás	loi	felvonás	loi	N;NOM;SG	N;FEM;SG
felvonás	acte	felvonás	acte	N;NOM;SG	N;MASC;SG
ellenőrzés	contrôle	ellenőrzés	contrôle	N;NOM;SG	N;MASC;SG
ellenőrzés	audit	ellenőrzés	audit	N;NOM;SG	N;MASC;SG
ellenőrzés	vérification	ellenőrzés	vérification	N;NOM;SG	N;FEM;SG
ellenőrzés	surveillance	ellenőrzés	surveillance	N;NOM;SG	N;FEM;SG
ellenőrzés	vérification	ellenőrzés	vérification	N;NOM;SG	N;FEM;SG
ellenőrzés	inspection	ellenőrzés	inspection	N;NOM;SG	N;FEM;SG
ellenőrzés	chèque	ellenőrzés	chèque	N;NOM;SG	N;MASC;SG
kérésére	demande	kérés	demande	N;ON+ALL;SG	N;FEM;SG
kérésére	requête	kérés	requête	N;ON+ALL;SG	N;FEM;SG
dinoszauruszok	dinosaures	dinoszaurusz	dinosaure	N;NOM;PL	N;MASC;PL
dinoszauruszok	dinosaures	dinoszaurusz	dinosaure	N;NOM;PL	N;MASC;PL
szolgáltatások	services	szolgáltatás	service	N;NOM;PL	N;MASC;PL
kilencedik	neuvième	kilencedik	neuvième	ADJ;NOM;SG	ADJ;MASC;SG
fotó	photo	fotó	photo	N;NOM;SG	N;FEM;SG
utódja	successeur	utód	successeur	N;NOM;SG	N;MASC;SG
mitológia	mythologie	mitológia	mythologie	N;NOM;SG	N;FEM;SG
piktogram	pictogramme	piktogram	pictogramme	N;NOM;SG	N;MASC;SG
futam	course	futa	course	N;NOM;SG	N;FEM;SG
futam	race	futa	race	N;NOM;SG	N;FEM;SG
szervek	organes	szerv	organe	N;NOM;PL	N;MASC;PL
szervek	organes	szerv	organe	N;NOM;PL	N;MASC;PL
szervek	carrosseries	szerv	carrosserie	N;NOM;PL	N;FEM;PL
elődje	prédécesseur	előd	prédécesseur	N;NOM;SG	N;MASC;SG
utánpótlás	renfort	utánpótlás	renfort	N;NOM;SG	N;MASC;SG
utánpótlás	réapprovisionnement	utánpótlás	réapprovisionnement	N;NOM;SG	N;MASC;SG
utánpótlás	approvisionnement	utánpótlás	approvisionnement	N;NOM;SG	N;MASC;SG
gyere	come	gyere	come	V;DEF;IMP;SG;1;PRS;FIN;ACT	V
gyere	venir	gyere	venir	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;NFIN
tulajdonos	propriétaire	tulajdonos	propriétaire	N;NOM;SG	N;MASC;SG
