vili	villa	vila	villa	N;NOM;FEM;SG	N;FEM;SG
ovire	obstáculos	ovira	obstáculo	N;NOM;FEM;PL	N;MASC;PL
ovire	barreras	ovira	barrera	N;NOM;FEM;PL	N;FEM;PL
ovire	obstáculos	ovira	obstáculo	N;NOM;FEM;PL	N;MASC;PL
ovira	obstrucción	ovira	obstrucción	N;NOM;FEM;SG	N;FEM;SG
ovira	obstáculo	ovira	obstáculo	N;NOM;FEM;SG	N;MASC;SG
ovira	barrera	ovira	barrera	N;NOM;FEM;SG	N;FEM;SG
campo	campo	campo	campo	N;NOM;MASC;SG	N;MASC;SG
guvernerjev	gobernadores	guverner	gobernador	N;GEN;MASC;PL	N;MASC;PL
izvoljena	elegido	izvoljen	elegido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
izvoljena	elegida	izvoljen	elegido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
piva	cerveza	pivo	cerveza	N;GEN;NEUT;SG	N;FEM;SG
psihološko	psicológico	psihološki	psicológico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
psihološko	psicológica	psihološki	psicológico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
institucije	instituciones	institucija	institución	N;NOM;FEM;PL	N;FEM;PL
zaklad	tesoro	zaklad	tesoro	N;NOM;MASC;SG	N;MASC;SG
odstop	dimisión	odstop	dimisión	N;NOM;MASC;SG	N;FEM;SG
odstop	resignación	odstop	resignación	N;NOM;MASC;SG	N;FEM;SG
odstop	renuncia	odstop	renuncia	N;NOM;MASC;SG	N;FEM;SG
odstop	retiro	odstop	retiro	N;NOM;MASC;SG	N;MASC;SG
odstop	retirada	odstop	retirada	N;NOM;MASC;SG	N;FEM;SG
finančna	financiero	finančen	financiero	ADJ;NOM;FEM;SG	ADJ;MASC;SG
finančna	financial	finančen	financial	ADJ;NOM;FEM;SG	ADJ;SG
finančna	financiera	finančen	financiero	ADJ;NOM;FEM;SG	ADJ;FEM;SG
razsežnost	dimensión	razsežnost	dimensión	N;NOM;FEM;SG	N;FEM;SG
zabavo	parte	zabava	parte	N;ACC;FEM;SG	N;FEM;SG
zabavo	partido	zabava	partido	N;ACC;FEM;SG	N;MASC;SG
zabavo	fiesta	zabava	fiesta	N;ACC;FEM;SG	N;FEM;SG
zabavo	party	zabava	party	N;ACC;FEM;SG	N
zabavo	entretenimiento	zabava	entretenimiento	N;ACC;FEM;SG	N;MASC;SG
konvencije	convenciones	konvencija	convención	N;NOM;FEM;PL	N;FEM;PL
konvencije	convenios	konvencija	convenio	N;NOM;FEM;PL	N;MASC;PL
konvencije	convenciones	konvencija	convención	N;NOM;FEM;PL	N;FEM;PL
zbirajo	recoger	zbirati	recoger	V;IPFV;IND;PL;3;PRS;FIN	V;NFIN
srbi	serbios	srbeti	serbio	N;NOM;MASC;PL	N;MASC;PL
nepravilno	incorrectamente	nepravilen	incorrectamente	ADV	ADV
nagrajen	recompensado	nagrajen	recompensar	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
nagrajen	premiado	nagrajen	premiado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
stanford	stanford	stanford	stanford	N;NOM;MASC;SG	N;MASC;SG
pakistan	pakistán	pakistan	pakistán	N;NOM;MASC;SG	N;MASC;SG
srečen	feliz	srečen	feliz	ADJ;NOM;INDF;MASC;SG	ADJ;SG
srečen	contenta	srečen	contentar	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
srečen	contento	srečen	contento	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
pionir	pioneer	pionir	pioneer	N;NOM;MASC;SG	N;SG
demo	demo	demo	demo	N;NOM;MASC;SG	N;FEM;SG
demo	demostración	demo	demostración	N;NOM;MASC;SG	N;FEM;SG
württemberg	wurtemberg	württemberg	wurtemberg	N;NOM;MASC;SG	N;MASC;SG
württemberg	württemberg	württemberg	württemberg	N;NOM;MASC;SG	N;MASC;SG
natančen	preciso	natančen	preciso	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG
natančen	exacto	natančen	exacto	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG
natančen	exacta	natančen	exacto	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG
natančen	exacto	natančen	exacto	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG
natančen	exacta	natančen	exacto	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG
balet	ballet	balet	ballet	N;NOM;MASC;SG	N;MASC;SG
aparat	aparato	aparat	aparato	N;NOM;MASC;SG	N;MASC;SG
aparat	aparato	aparat	aparato	N;NOM;MASC;SG	N;MASC;SG
warwick	warwick	warwick	warwick	N;NOM;MASC;SG	N;MASC;SG
mrk	eclipse	mrk	eclipse	N;NOM;MASC;SG	N;MASC;SG
ekonomija	economía	ekonomija	economía	N;NOM;FEM;SG	N;FEM;SG
ekonomija	economia	ekonomija	economia	N;NOM;FEM;SG	N;FEM;SG
ekonomija	economía	ekonomija	economía	N;NOM;FEM;SG	N;FEM;SG
trpljenje	sufrimiento	trpljenje	sufrimiento	N;NOM;NEUT;SG	N;MASC;SG
bogastva	riqueza	bogastvo	riqueza	N;GEN;NEUT;SG	N;FEM;SG
bogastva	riqueza	bogastvo	riqueza	N;GEN;NEUT;SG	N;FEM;SG
zvest	leal	zvest	leal	ADJ;NOM;INDF;MASC;SG	ADJ;SG
zvest	fiel	zvest	fiel	ADJ;NOM;INDF;MASC;SG	ADJ;SG
predelavo	procesamiento	predelava	procesamiento	N;ACC;FEM;SG	N;MASC;SG
predelavo	tramitación	predelava	tramitación	N;ACC;FEM;SG	N;FEM;SG
predelavo	transformación	predelava	transformación	N;ACC;FEM;SG	N;FEM;SG
ano	ana	an	ana	N;ACC;FEM;SG	N;FEM;SG
povprečje	promedio	povprečje	promedio	N;NOM;NEUT;SG	N;MASC;SG
povprečje	media	povprečje	media	N;NOM;NEUT;SG	N;FEM;SG
gozdarstvo	silvicultura	gozdarstvo	silvicultura	N;NOM;NEUT;SG	N;FEM;SG
depresija	depresión	depresija	depresión	N;NOM;FEM;SG	N;FEM;SG
sosednji	adyacente	sosednji	adyacente	ADJ;NOM;DEF;MASC;SG	ADJ;SG
hud	rudo	hud	rudo	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
vpogled	perspicacia	vpogled	perspicacia	N;NOM;MASC;SG	N;FEM;SG
športnik	deportista	športnik	deportista	N;NOM;MASC;SG	N;SG
športnik	atleta	športnik	atleta	N;NOM;MASC;SG	N;SG
športnik	deportista	športnik	deportista	N;NOM;MASC;SG	N;SG
kirurg	cirujano	kirurg	cirujano	N;NOM;MASC;SG	N;MASC;SG
škrat	duende	škrat	duende	N;NOM;MASC;SG	N;MASC;SG
škrat	duende	škrat	duende	N;NOM;MASC;SG	N;MASC;SG
škrat	elf	škrat	elf	N;NOM;MASC;SG	N;SG
škrat	elfo	škrat	elfo	N;NOM;MASC;SG	N;MASC;SG
škrat	enano	škrat	enano	N;NOM;MASC;SG	N;MASC;SG
škrat	enana	škrat	enana	N;NOM;MASC;SG	N;FEM;SG
aluminijev	aluminio	aluminijev	aluminio	N;NOM;MASC;SG	N;MASC;SG
perspektive	perspectivas	perspektiva	perspectiva	N;NOM;FEM;PL	N;FEM;PL
rjava	marrón	rjav	marrón	ADJ;NOM;FEM;SG	ADJ;MASC;SG
prazno	vacía	prazen	vacío	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
prazno	blanco	prazen	blanco	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
poklicna	profesional	poklicen	profesional	ADJ;NOM;FEM;SG	ADJ;SG
poklicna	professional	poklicen	professional	ADJ;NOM;FEM;SG	ADJ;SG
poklicna	ocupacional	poklicen	ocupacional	ADJ;NOM;FEM;SG	ADJ;SG
poklicna	vocacional	poklicen	vocacional	ADJ;NOM;FEM;SG	ADJ;SG
pomočnika	asistente	pomočnik	asistente	N;ANIM;ACC;MASC;SG	N;SG
pomočnika	ayudante	pomočnik	ayudante	N;ANIM;ACC;MASC;SG	N;SG
pomočnika	ayudante	pomočnik	ayudante	N;ANIM;ACC;MASC;SG	N;SG
protein	proteína	protein	proteína	N;NOM;MASC;SG	N;FEM;SG
pričakovali	esperaban	pričakovati	esperar	V;IPFV;MASC;PL;V.PTCP	V;IND;PL;3;IPFV;FIN
pričakovali	esperando	pričakovati	esperar	V;IPFV;MASC;PL;V.PTCP	V;V.MSDR
galaksija	galaxy	galaksija	galaxy	N;NOM;FEM;SG	N;MASC;SG
galaksija	galaxia	galaksija	galaxia	N;NOM;FEM;SG	N;FEM;SG
brooklyn	brooklyn	brooklyn	brookly	N;NOM;MASC;SG	N;MASC;SG
španci	españoles	španec	español	N;NOM;MASC;PL	N;MASC;PL
tokov	arroyos	tok	arroyo	N;GEN;MASC;PL	N;MASC;PL
tokov	flujos	tok	flujo	N;GEN;MASC;PL	N;MASC;PL
tokov	corrientes	tok	corriente	N;GEN;MASC;PL	N;FEM;PL
sonda	sonda	sonda	sonda	N;NOM;FEM;SG	N;FEM;SG
maša	masha	maša	masha	N;NOM;FEM;SG	N;SG
maša	masa	maša	masa	N;NOM;FEM;SG	N;FEM;SG
kuge	peste	kuga	peste	N;GEN;FEM;SG	N;FEM;SG
kuge	plaga	kuga	plaga	N;GEN;FEM;SG	N;FEM;SG
jakost	fortaleza	jakost	fortaleza	N;NOM;FEM;SG	N;FEM;SG
jakost	fuerza	jakost	fuerza	N;NOM;FEM;SG	N;FEM;SG
jakost	potencia	jakost	potencia	N;NOM;FEM;SG	N;FEM;SG
pennetta	pennetta	pennett	pennetto	N;NOM;FEM;SG	N;FEM;SG
vaščani	paisanos	vaščan	paisano	N;NOM;MASC;PL	N;MASC;PL
vaščani	aldeanos	vaščan	aldeano	N;NOM;MASC;PL	N;MASC;PL
sončna	soleado	sončen	soleado	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
sončna	soleada	sončen	soleada	ADJ;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
nositi	llevar	nositi	llevar	V;IPFV;NFIN	V;NFIN
jezuit	jesuita	jezuit	jesuita	N;NOM;MASC;SG	N;SG
znamka	brand	znamka	brand	N;NOM;FEM;SG	N
znamka	marca	znamka	marca	N;NOM;FEM;SG	N;FEM;SG
newcombe	newcombe	newcomba	newcombe	N;NOM;MASC;SG	N;MASC;SG
moss	musgo	moss	musgo	N;NOM;MASC;SG	N;MASC;SG
moss	moss	moss	moss	N;NOM;MASC;SG	N
rodov	géneros	rod	género	N;GEN;MASC;PL	N;MASC;PL
naravnost	directamente	naravnost	directamente	ADV	ADV
informacija	información	informacija	información	N;NOM;FEM;SG	N;FEM;SG
informacija	informacion	informacija	informacion	N;NOM;FEM;SG	N;FEM;SG
tedne	semanas	teden	semana	N;ACC;MASC;PL	N;FEM;PL
sektor	sector	sektor	sector	N;NOM;MASC;SG	N;MASC;SG
izdeluje	hace	izdelovati	hacer	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
listine	documentos	listina	documento	N;NOM;FEM;PL	N;MASC;PL
dušik	nitrógeno	dušik	nitrógeno	N;NOM;MASC;SG	N;MASC;SG
sliši	oye	slišati	oír	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
poimenovanja	denominaciones	poimenovanje	denominación	N;NOM;NEUT;PL	N;FEM;PL
črpalka	bomba	črpalka	bomba	N;NOM;FEM;SG	N;FEM;SG
torpedo	torpedo	torpeda	torpedo	N;NOM;MASC;SG	N;MASC;SG
luther	luther	luther	luther	N;NOM;MASC;SG	N;MASC;SG
luther	lutero	luther	lutero	N;NOM;MASC;SG	N;MASC;SG
preliv	gradiente	preliv	gradiente	N;NOM;MASC;SG	N;MASC;SG
preliv	topping	preliv	topping	N;NOM;MASC;SG	N;MASC;SG
preliv	aderezo	preliv	aderezo	N;NOM;MASC;SG	N;MASC;SG
bolgari	búlgaros	bolgar	búlgaros	N;NOM;MASC;PL	N;MASC;PL
luke	luke	luka	luke	N;NOM;FEM;SG	N
planeti	planetas	planet	planeta	N;NOM;MASC;PL	N;MASC;PL
dušika	nitrógeno	dušik	nitrógeno	N;GEN;MASC;SG	N;MASC;SG
združi	fusionar	združiti	fusionar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
združi	combinar	združiti	combinar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
združi	combinar	združiti	combinar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
združi	unir	združiti	unir	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
patton	patton	patton	patton	N;NOM;MASC;SG	N;MASC;SG
neposredne	directos	neposreden	directo	ADJ;NOM;FEM;PL	ADJ;MASC;PL
neposredne	directas	neposreden	directo	ADJ;NOM;FEM;PL	ADJ;FEM;PL
prejemnik	beneficiario	prejemnik	beneficiario	N;NOM;MASC;SG	N;MASC;SG
prejemnik	receptor	prejemnik	receptor	N;NOM;MASC;SG	N;MASC;SG
prejemnik	destinatario	prejemnik	destinatario	N;NOM;MASC;SG	N;MASC;SG
prejemnik	receptor	prejemnik	receptor	N;NOM;MASC;SG	N;MASC;SG
obiskovalci	visitantes	obiskovalec	visitante	N;NOM;MASC;PL	N;PL
obiskovalci	visitas	obiskovalec	visita	N;NOM;MASC;PL	N;FEM;PL
pink	pink	pink	pink	N;NOM;MASC;SG	N;SG
pink	rosado	pink	rosar	N;NOM;MASC;SG	N;MASC;SG
pink	rosa	pink	rosa	N;NOM;MASC;SG	N;FEM;SG
uči	enseña	uči	enseñar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
čaščenje	adoración	čaščenje	adoración	N;NOM;NEUT;SG	N;FEM;SG
čaščenje	adoración	čaščenje	adoración	N;NOM;NEUT;SG	N;FEM;SG
čaščenje	culto	čaščenje	culto	N;NOM;NEUT;SG	N;MASC;SG
omejeni	limitados	omejen	limitado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
omejeni	limitadas	omejen	limitado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
omejeni	restringidos	omejen	restringido	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
fletcher	fletcher	fletcher	fletcher	N;NOM;MASC;SG	N;MASC;SG
peters	peters	peters	peter	N;NOM;MASC;SG	N
filippo	filippo	filippo	filippo	N;NOM;MASC;SG	N;MASC;SG
pojasnilo	explicación	pojasniti	explicación	N;NOM;NEUT;SG	N;FEM;SG
pojasnilo	clarificación	pojasniti	clarificación	N;NOM;NEUT;SG	N;FEM;SG
pojasnilo	aclaración	pojasniti	aclaración	N;NOM;NEUT;SG	N;FEM;SG
pojasnilo	esclarecimiento	pojasniti	esclarecimiento	N;NOM;NEUT;SG	N;MASC;SG
tisočletje	milenio	tisočletje	milenio	N;NOM;NEUT;SG	N;MASC;SG
plače	sueldos	plača	sueldo	N;NOM;FEM;PL	N;MASC;PL
plače	sueldos	plača	sueldo	N;NOM;FEM;PL	N;MASC;PL
plače	salarios	plača	salario	N;NOM;FEM;PL	N;MASC;PL
plače	sueldos	plača	sueldo	N;NOM;FEM;PL	N;MASC;PL
plače	salarios	plača	salario	N;NOM;FEM;PL	N;MASC;PL
ocenjevanje	valoración	ocenjevanje	valoración	N;NOM;NEUT;SG	N;FEM;SG
ocenjevanje	evaluación	ocenjevanje	evaluación	N;NOM;NEUT;SG	N;FEM;SG
ocenjevanje	evaluación	ocenjevanje	evaluación	N;NOM;NEUT;SG	N;FEM;SG
komunistov	comunistas	komunist	comunista	N;GEN;MASC;PL	N;PL
nadvojvoda	archiduque	nadvojvod	archiduque	N;NOM;MASC;SG	N;MASC;SG
astronomijo	astronomía	astronomija	astronomía	N;ACC;FEM;SG	N;FEM;SG
roza	pink	roza	pink	N;NOM;FEM;SG	N;SG
roza	rosado	roza	rosar	N;NOM;FEM;SG	N;MASC;SG
roza	rosa	roza	rosa	N;NOM;FEM;SG	N;FEM;SG
diplomo	diploma	diploma	diploma	N;ACC;FEM;SG	N;MASC;SG
češkoslovaško	checoslovaquia	češkoslovaški	checoslovaquia	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
konzul	cónsul	konzul	cónsul	N;NOM;MASC;SG	N;MASC;SG
sten	murallas	sten	muralla	N;GEN;FEM;PL	N;FEM;PL
sten	paredes	sten	pared	N;GEN;FEM;PL	N;FEM;PL
sten	muros	sten	muro	N;GEN;FEM;PL	N;MASC;PL
kapital	capital	kapital	capital	N;NOM;MASC;SG	N;FEM;SG
eksplozija	explosión	eksplozija	explosión	N;NOM;FEM;SG	N;FEM;SG
eksplozija	estallido	eksplozija	estallido	N;NOM;FEM;SG	N;MASC;SG
vrtenje	rotación	vrtenje	rotación	N;NOM;NEUT;SG	N;FEM;SG
banja	banja	banje	banja	N;NOM;NEUT;SG	N;FEM;SG
ugotovitev	conclusión	ugotovitev	conclusión	N;NOM;FEM;SG	N;FEM;SG
naročila	ordenó	naročiti	ordenar	V;PFV;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
naročila	ordenar	naročiti	ordenar	V;PFV;FEM;SG;V.PTCP	V;NFIN
objavljene	publicados	objavljen	publicado	ADJ;NOM;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
objavljene	publicadas	objavljen	publicado	ADJ;NOM;FEM;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
kleti	sótanos	klet	sótano	N;NOM;FEM;PL	N;MASC;PL
oblikovana	formulada	oblikovan	formulado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
oblikovana	formulado	oblikovan	formulado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
podružnice	sucursales	podružnica	sucursal	N;NOM;FEM;PL	N;FEM;PL
podružnice	ramas	podružnica	rama	N;NOM;FEM;PL	N;FEM;PL
karta	pasaje	karta	pasaje	N;NOM;FEM;SG	N;MASC;SG
karta	ticket	karta	ticket	N;NOM;FEM;SG	N;MASC;SG
karta	boleto	karta	boleto	N;NOM;FEM;SG	N;MASC;SG
karta	billete	karta	billete	N;NOM;FEM;SG	N;MASC;SG
karta	tarjeta	karta	tarjeta	N;NOM;FEM;SG	N;FEM;SG
karta	card	karta	card	N;NOM;FEM;SG	N
poslanstvo	mision	poslanstvo	mision	N;NOM;NEUT;SG	N;FEM;SG
poslanstvo	mission	poslanstvo	mission	N;NOM;NEUT;SG	N
poslanstvo	misión	poslanstvo	misión	N;NOM;NEUT;SG	N;FEM;SG
amon	amon	amon	amon	N;NOM;MASC;SG	N;MASC;SG
amon	amón	amon	amón	N;NOM;MASC;SG	N;MASC;SG
venera	venus	vener	venus	N;NOM;FEM;SG	N
kmetijski	agrícola	kmetijski	agrícola	ADJ;NOM;MASC;SG	ADJ;SG
kmetijski	agricola	kmetijski	agricola	ADJ;NOM;MASC;SG	ADJ;SG
kmetijski	agraria	kmetijski	agrario	ADJ;NOM;MASC;SG	ADJ;FEM;SG
budizem	budismo	budizem	budismo	N;NOM;MASC;SG	N;MASC;SG
kršitev	infracción	kršitev	infracción	N;NOM;FEM;SG	N;FEM;SG
kršitev	vulneración	kršitev	vulneración	N;NOM;FEM;SG	N;FEM;SG
kršitev	infracción	kršitev	infracción	N;NOM;FEM;SG	N;FEM;SG
kršitev	violación	kršitev	violación	N;NOM;FEM;SG	N;FEM;SG
kršitev	infracción	kršitev	infracción	N;NOM;FEM;SG	N;FEM;SG
kršitev	incumplimiento	kršitev	incumplimiento	N;NOM;FEM;SG	N;MASC;SG
kršitev	brecha	kršitev	brecha	N;NOM;FEM;SG	N;FEM;SG
poskuse	experimentos	poskus	experimento	N;ACC;MASC;PL	N;MASC;PL
ilija	ilya	ilija	ilya	N;NOM;MASC;SG	N;MASC;SG
pečat	foca	pečat	foca	N;NOM;MASC;SG	N;FEM;SG
pečat	sello	pečat	sello	N;NOM;MASC;SG	N;MASC;SG
irsko	irlandesa	irski	irlandés	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
spodbujanje	estímulo	spodbujanje	estímulo	N;NOM;NEUT;SG	N;MASC;SG
spodbujanje	aliento	spodbujanje	aliento	N;NOM;NEUT;SG	N;MASC;SG
spodbujanje	estímulo	spodbujanje	estímulo	N;NOM;NEUT;SG	N;MASC;SG
spodbujanje	estimulación	spodbujanje	estimulación	N;NOM;NEUT;SG	N;FEM;SG
spodbujanje	promocion	spodbujanje	promocion	N;NOM;NEUT;SG	N;FEM;SG
spodbujanje	promoción	spodbujanje	promoción	N;NOM;NEUT;SG	N;FEM;SG
spodbujanje	ascenso	spodbujanje	ascenso	N;NOM;NEUT;SG	N;MASC;SG
kmeta	campesino	kmet	campesino	N;ACC;MASC;SG	N;MASC;SG
kmeta	agricultor	kmet	agricultor	N;ACC;MASC;SG	N;MASC;SG
kmeta	granjero	kmet	granjero	N;ACC;MASC;SG	N;MASC;SG
pripadala	pertenecía	pripadati	pertenecer	V;IPFV;FEM;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
pripadala	perteneció	pripadati	pertenecer	V;IPFV;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
basist	bajista	basist	bajista	N;NOM;MASC;SG	N;SG
pivo	cerveza	pivo	cerveza	N;NOM;NEUT;SG	N;FEM;SG
vrtec	guardería	vrtec	guardería	N;NOM;MASC;SG	N;FEM;SG
vrtec	guardería	vrtec	guardería	N;NOM;MASC;SG	N;FEM;SG
absorbira	absorber	absorbirati	absorber	V;IND;SG;3;PRS;FIN	V;NFIN
absorbira	absorbiendo	absorbirati	absorber	V;IND;SG;3;PRS;FIN	V;V.MSDR
absorbira	absorbe	absorbirati	absorber	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
absorbira	absorber	absorbirati	absorber	V;IND;SG;3;PRS;FIN	V;NFIN
absorbira	absorbe	absorbirati	absorber	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
znamenja	marks	znamenje	marks	N;NOM;NEUT;PL	N
znamenja	marcas	znamenje	marca	N;NOM;NEUT;PL	N;FEM;PL
znamenja	topos	znamenje	topo	N;NOM;NEUT;PL	N;MASC;PL
znamenja	lunares	znamenje	lunar	N;NOM;NEUT;PL	N;MASC;PL
znamenja	presagios	znamenje	presagio	N;NOM;NEUT;PL	N;MASC;PL
znamenja	letreros	znamenje	letrero	N;NOM;NEUT;PL	N;MASC;PL
znamenja	señales	znamenje	señal	N;NOM;NEUT;PL	N;FEM;PL
znamenja	carteles	znamenje	cartel	N;NOM;NEUT;PL	N;MASC;PL
znamenja	signos	znamenje	signo	N;NOM;NEUT;PL	N;MASC;PL
bratranec	primo	bratranec	primo	N;NOM;MASC;SG	N;MASC;SG
bratranec	prima	bratranec	prima	N;NOM;MASC;SG	N;FEM;SG
organe	órganos	organ	órgano	N;ACC;MASC;PL	N;MASC;PL
lauda	lauda	laud	lauda	N;NOM;MASC;SG	N;FEM;SG
slovesno	solemnemente	slovesno	solemnemente	ADV	ADV
zakonodajo	legislación	zakonodaja	legislación	N;ACC;FEM;SG	N;FEM;SG
soares	soares	soares	soar	N;NOM;MASC;SG	N;SG
raznolikost	diversidad	raznolikost	diversidad	N;NOM;FEM;SG	N;FEM;SG
raznolikost	variedad	raznolikost	variedad	N;NOM;FEM;SG	N;FEM;SG
romantike	romances	romantika	romance	N;NOM;FEM;PL	N;MASC;PL
nogo	foot	noga	foot	N;ACC;FEM;SG	N
nogo	pie	noga	pie	N;ACC;FEM;SG	N;MASC;SG
nogo	pata	noga	pata	N;ACC;FEM;SG	N;FEM;SG
nogo	pierna	noga	pierna	N;ACC;FEM;SG	N;FEM;SG
lamborghini	lamborghini	lamborghina	lamborghini	N;NOM;MASC;SG	N;MASC;SG
sporna	cuestionado	sporen	cuestionar	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
sporna	disputado	sporen	disputado	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
sporna	discutido	sporen	discutido	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
sporna	controvertida	sporen	controvertido	ADJ;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
sporna	controversial	sporen	controversial	ADJ;NOM;FEM;SG	ADJ;SG
sporna	polémico	sporen	polémico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
sporna	controvertido	sporen	controvertido	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
skladišče	almacén	skladišče	almacén	N;NOM;NEUT;SG	N;MASC;SG
skladišče	almacen	skladišče	almacir	N;NOM;NEUT;SG	N;MASC;SG
skladišče	almacén	skladišče	almacén	N;NOM;NEUT;SG	N;MASC;SG
skladišče	almacenaje	skladišče	almacenaje	N;NOM;NEUT;SG	N;MASC;SG
skladišče	almacenamiento	skladišče	almacenamiento	N;NOM;NEUT;SG	N;MASC;SG
northrop	northrop	northrop	northrop	N;NOM;MASC;SG	N;MASC;SG
islamski	islámico	islamski	islámico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
islamski	islámica	islamski	islámico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
planete	planetas	planet	planeta	N;NOM;FEM;PL	N;MASC;PL
