and	oraz	and	oraz	CONJ	CONJ
visible	widoczne	visible	widoczny	ADJ	ADJ;NOM;NEUT;SG
substantial	znaczna	substantial	znaczny	ADJ	ADJ;NOM;FEM;SG
substantial	znaczny	substantial	znaczny	ADJ	ADJ;NOM;MASC;SG
gulf	zatoka	gulf	zatokać	N;SG	N;NOM;FEM;SG
revolutionary	rewolucyjny	revolutionary	rewolucyjny	ADJ	ADJ;NOM;MASC;SG
inner	wewnętrzny	inner	wewnętrzny	ADJ	ADJ;NOM;MASC;SG
inner	wewnętrzna	inner	wewnętrzny	ADJ	ADJ;NOM;FEM;SG
trip	podróż	trip	podróż	N;SG	N;NOM;FEM;SG
trip	wyjazd	trip	wyjazd	N;SG	N;NOM;MASC;SG
trip	wycieczka	trip	wycieczka	N;SG	N;NOM;FEM;SG
restaurant	restauracja	restaurant	restauracja	N;SG	N;NOM;FEM;SG
restaurant	restauracji	restaurant	restauracja	N;SG	N;GEN;FEM;SG
stores	sklepy	store	sklep	N;PL	N;NOM;MASC;PL
rice	ryż	rice	ryż	N;SG	N;NOM;MASC;SG
prove	udowodnić	prove	udowodnić	V;IMP;FIN	V;PFV;NFIN;ACT
prove	udowodnij	prove	udowodni	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
reasonable	uzasadnione	reasonable	uzasadniony	ADJ	ADJ;NOM;NEUT;SG
reasonable	rozsądne	reasonable	rozsądny	ADJ	ADJ;NOM;NEUT;SG
reasonable	rozsądny	reasonable	rozsądny	ADJ	ADJ;NOM;MASC;SG
reasonable	rozsądna	reasonable	rozsądny	ADJ	ADJ;NOM;FEM;SG
skin	skóry	skin	skóra	N;SG	N;GEN;FEM;SG
skin	skórę	skin	skóra	N;SG	N;ACC;FEM;SG
skin	skóra	skin	skóra	N;SG	N;NOM;FEM;SG
committed	popełnił	commit	popełnić	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
volleyball	siatkówka	volleyball	siatkówka	N;SG	N;NOM;FEM;SG
volleyball	siatkówki	volleyball	siatkówka	N;SG	N;NOM;FEM;SG
chose	wybrała	choose	wybrać	V;IND;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
chose	wybrał	choose	wybrać	V;IND;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
factors	czynniki	factor	czynnik	N;PL	N;NOM;MASC;PL
factors	współczynniki	factor	współczynnik	N;PL	N;NOM;MASC;PL
devices	urządzenia	device	urządzenie	N;PL	N;NOM;NEUT;PL
phrase	wyrażenie	phrase	wyrażenie	N;SG	N;NOM;NEUT;SG
suicide	samobójstwo	suicide	samobójstwo	N;SG	N;NOM;NEUT;SG
suicide	samobójstwa	suicide	samobójstwo	N;SG	N;GEN;NEUT;SG
advantage	przewaga	advantage	przewaga	N;SG	N;NOM;FEM;SG
advantage	korzyść	advantage	korzyść	N;SG	N;NOM;FEM;SG
advantage	przewagę	advantage	przewaga	N;SG	N;ACC;FEM;SG
automatically	automatycznie	automatically	automatycznie	ADV	ADV
goods	towarów	goods	towar	N;PL	N;GEN;MASC;PL
goods	towary	goods	towar	N;PL	N;NOM;MASC;PL
charges	ładunki	charge	ładunek	N;PL	N;NOM;MASC;PL
operator	operator	operator	operator	N;SG	N;NOM;MASC;SG
operator	operatora	operator	operator	N;SG	N;ACC;MASC;SG
identify	zidentyfikować	identify	zidentyfikować	V;IMP;FIN	V;PFV;NFIN;ACT
producers	producenci	producer	producent	N;PL	N;NOM;MASC;PL
producers	producentów	producer	producent	N;PL	N;ACC;MASC;PL
producers	producentom	producer	producent	N;PL	N;DAT;MASC;PL
victims	ofiarami	victim	ofiara	N;PL	N;INS;FEM;PL
victims	ofiary	victim	ofiara	N;PL	N;NOM;FEM;PL
explanation	wyjaśnienie	explanation	wyjaśnić	N;SG	N;NOM;NEUT;SG
explanation	wyjaśnienia	explanation	wyjaśnienie	N;SG	N;NOM;NEUT;SG
operate	operować	operate	operować	V;IMP;FIN	V;IPFV;NFIN;ACT
threat	zagrożenia	threat	zagrożenie	N;SG	N;NOM;NEUT;SG
threat	zagrożenie	threat	zagrożenie	N;SG	N;NOM;NEUT;SG
threat	groźba	threat	groźba	N;SG	N;NOM;FEM;SG
crossing	przekraczania	crossing	przekraczać	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
poets	poetów	poet	poet	N;PL	N;GEN;MASC;PL
stopped	przestał	stop	przestać	V;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
strategy	strategia	strategy	strategia	N;SG	N;NOM;FEM;SG
strategy	strategii	strategy	strategia	N;SG	N;GEN;FEM;SG
ranking	ranking	rank	ranking	N;SG	N;NOM;MASC;SG
ranking	rankingu	rank	ranking	N;SG	N;DAT;MASC;SG
residential	mieszkaniowe	residential	mieszkaniowy	ADJ	ADJ;NOM;NEUT;SG
residential	mieszkalnych	residential	mieszkalny	ADJ	ADJ;GEN;MASC;PL
associate	wspólnik	associate	wspólnik	N;SG	N;NOM;MASC;SG
associate	współpracownik	associate	współpracownik	N;SG	N;NOM;MASC;SG
significance	znaczenie	significance	znaczenie	N;SG	N;NOM;NEUT;SG
ruled	rządził	rule	rządzić	V;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
ruled	orzekł	rule	orzec	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
excellent	doskonała	excellent	doskonały	ADJ	ADJ;NOM;FEM;SG
threatened	groził	threaten	grozić	V;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
friendly	przyjacielski	friendly	przyjacielski	ADJ	ADJ;NOM;MASC;SG
friendly	przyjazny	friendly	przyjazny	ADJ	ADJ;NOM;MASC;SG
friendly	przyjazna	friendly	przyjazny	ADJ	ADJ;NOM;FEM;SG
friendly	przyjazne	friendly	przyjazny	ADJ	ADJ;NOM;NEUT;SG
temporary	tymczasowy	temporary	tymczasowy	ADJ	ADJ;NOM;MASC;SG
temporary	tymczasowa	temporary	tymczasowy	ADJ	ADJ;NOM;FEM;SG
temporary	tymczasowe	temporary	tymczasowy	ADJ	ADJ;NOM;NEUT;SG
temporary	czasowe	temporary	czasowy	ADJ	ADJ;NOM;NEUT;SG
masters	mistrzowie	master	mistrz	N;PL	N;NOM;MASC;PL
peninsula	półwysep	peninsula	półwysep	N;SG	N;NOM;MASC;SG
passengers	pasażerowie	passenger	pasażer	N;PL	N;NOM;MASC;PL
passengers	pasażerom	passenger	pasażer	N;PL	N;DAT;MASC;PL
passengers	pasażerów	passenger	pasażer	N;PL	N;ACC;MASC;PL
assumed	założono	assume	założyć	V;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
artistic	artystyczna	artistic	artystyczny	ADJ	ADJ;NOM;FEM;SG
artistic	artystyczne	artistic	artystyczny	ADJ	ADJ;NOM;NEUT;SG
artistic	artystyczny	artistic	artystyczny	ADJ	ADJ;NOM;MASC;SG
safe	bezpieczne	safe	bezpieczny	ADJ	ADJ;NOM;NEUT;SG
safe	bezpieczny	safe	bezpieczny	ADJ	ADJ;NOM;MASC;SG
safe	bezpieczna	safe	bezpieczny	ADJ	ADJ;NOM;FEM;SG
compete	konkurować	compete	konkurować	V;IMP;FIN	V;IPFV;NFIN;ACT
compete	rywalizować	compete	rywalizować	V;IMP;FIN	V;IPFV;NFIN;ACT
hunter	łowca	hunter	łowiec	N;SG	N;NOM;MASC;SG
hunter	myśliwy	hunter	myśliwy	N;SG	N;NOM;MASC;SG
partnership	partnerstwo	partnership	partnerstwo	N;SG	N;NOM;NEUT;SG
partnership	partnerstwa	partnership	partnerstwo	N;SG	N;NOM;NEUT;SG
maintenance	utrzymanie	maintenance	utrzymać	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
maintenance	utrzymania	maintenance	utrzymać	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
maintenance	konserwacja	maintenance	konserwacja	N;SG	N;NOM;FEM;SG
monitoring	monitoring	monitor	monitoring	N;SG	N;NOM;MASC;SG
monitoring	monitorowanie	monitor	monitorowanie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
relief	ulga	relief	ulga	N;SG	N;NOM;FEM;SG
poverty	bieda	poverty	bieda	N;SG	N;NOM;FEM;SG
poverty	ubóstwa	poverty	ubóstwo	N;SG	N;GEN;NEUT;SG
poverty	ubóstwo	poverty	ubóstwo	N;SG	N;NOM;NEUT;SG
encyclopedic	encyklopedyczna	encyclopedic	encyklopycyczny	ADJ	ADJ;NOM;FEM;SG
decide	zdecydować	decide	zdecydować	V;IMP;FIN	V;PFV;NFIN;ACT
breaking	łamanie	breaking	łamanie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
resigned	zrezygnował	resign	zrezygnować	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
historians	historycy	historian	historyk	N;PL	N;NOM;MASC;PL
speaker	głośnik	speaker	głośnik	N;SG	N;NOM;MASC;SG
speaker	mówca	speaker	mówca	N;SG	N;NOM;MASC;SG
permission	zezwolenie	permission	zezwolenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
permission	pozwolenie	permission	pozwolenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
wounded	ranna	wounded	ranna	ADJ	ADJ;NOM;FEM;SG
wounded	ranny	wounded	ranny	ADJ	ADJ;NOM;MASC;SG
wounded	zraniony	wounded	zranić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
wounded	ranni	wounded	ranny	ADJ	ADJ;NOM;MASC;PL
racial	rasowej	racial	rasowy	ADJ	ADJ;GEN;FEM;SG
gate	bramka	gate	bramka	N;SG	N;NOM;FEM;SG
gate	brama	gate	brama	N;SG	N;NOM;FEM;SG
gate	bramę	gate	brama	N;SG	N;ACC;FEM;SG
gate	wrota	gate	wrota	N;SG	N;NOM;NEUT;SG
springs	sprężyny	spring	sprężyna	N;PL	N;ACC;FEM;PL
photography	fotografii	photography	fotografia	N;SG	N;GEN;FEM;SG
photography	fotografia	photography	fotografia	N;SG	N;NOM;FEM;SG
helping	pomagam	help	pomagać	V;V.MSDR	V;IPFV;IND;SG;1;PRS;FIN;ACT
knights	rycerzy	knights	rycerz	N;PL	N;ACC;MASC;PL
knights	rycerze	knights	rycerz	N;PL	N;NOM;MASC;PL
progressive	stopniowe	progressive	stopniowy	ADJ	ADJ;NOM;NEUT;SG
progressive	stopniowego	progressive	stopniowy	ADJ	ADJ;ACC;MASC;SG
contrast	przeciwieństwie	contrast	przeciwieństwo	N;SG	N;DAT;NEUT;SG
contrast	kontrast	contrast	kontrast	N;SG	N;NOM;MASC;SG
continuing	kontynuacja	continue	kontynuacja	N;SG	N;NOM;FEM;SG
continuing	kontynuowanie	continue	kontynuować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
processes	procesy	process	proces	N;PL	N;NOM;MASC;PL
processes	procesów	process	proces	N;PL	N;GEN;MASC;PL
terminal	terminal	terminal	terminal	N;SG	N;NOM;MASC;SG
spouse	małżonek	spouse	małżonek	N;SG	N;NOM;MASC;SG
infrastructure	infrastruktury	infrastructure	infrastruktura	N;SG	N;GEN;FEM;SG
infrastructure	infrastrukturę	infrastructure	infrastruktura	N;SG	N;ACC;FEM;SG
infrastructure	infrastruktura	infrastructure	infrastruktura	N;SG	N;NOM;FEM;SG
principle	zasada	principle	zasada	N;SG	N;NOM;FEM;SG
painters	malarzy	painter	malarz	N;PL	N;ACC;MASC;PL
properly	prawidłowo	properly	prawidłowo	ADV	ADV
frequency	częstotliwości	frequency	częstotliwość	N;SG	N;GEN;FEM;SG
frequency	częstotliwość	frequency	częstotliwość	N;SG	N;NOM;FEM;SG
frequency	częstość	frequency	częstość	N;SG	N;NOM;FEM;SG
bridges	mosty	bridge	most	N;PL	N;NOM;MASC;PL
bridges	mostów	bridge	most	N;PL	N;GEN;MASC;PL
ceo	prezes	ceo	prezes	N;SG	N;NOM;MASC;SG
monument	pomnik	monument	pomnik	N;SG	N;ACC;MASC;SG
mental	psychiczna	mental	psychiczny	ADJ	ADJ;NOM;FEM;SG
mental	psychiczne	mental	psychiczny	ADJ	ADJ;NOM;NEUT;SG
mental	umysłowe	mental	umysłowy	ADJ	ADJ;NOM;NEUT;SG
mental	psychiczny	mental	psychiczny	ADJ	ADJ;NOM;MASC;SG
mental	psychicznego	mental	psychiczny	ADJ	ADJ;ACC;MASC;SG
portal	portalu	portal	portal	N;SG	N;GEN;MASC;SG
portal	portal	portal	portal	N;SG	N;NOM;MASC;SG
parallel	równoległego	parallel	równoległy	ADJ	ADJ;ACC;MASC;SG
parallel	równoległych	parallel	równoległy	ADJ	ADJ;GEN;MASC;PL
giant	olbrzym	giant	olbrzym	N;SG	N;NOM;MASC;SG
counter	licznik	counter	licznik	N;SG	N;NOM;MASC;SG
bears	niedźwiedzie	bear	niedźwiedź	N;PL	N;NOM;MASC;PL
expression	wyrażenia	expression	wyrażenie	N;SG	N;NOM;NEUT;SG
expression	wypowiedzi	expression	wypowiedź	N;SG	N;ACC;FEM;SG
expression	wyrażenie	expression	wyrażenie	N;SG	N;NOM;NEUT;SG
improvement	udoskonalenie	improvement	udoskonalenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
improvement	ulepszenie	improvement	ulepszyć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
improvement	poprawy	improvement	poprawa	N;SG	N;GEN;FEM;SG
improvement	doskonalenie	improvement	doskonalenie	N;SG	N;NOM;NEUT;SG
closure	zamknięcie	closure	zamknięcie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
closure	zamknięcia	closure	zamknąć	N;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
closure	zamykanie	closure	zamykać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
wheel	koło	wheel	koło	N;SG	N;NOM;NEUT;SG
wheel	koła	wheel	koło	N;SG	N;ACC;NEUT;SG
bringing	przynosząc	bring	przynosić	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
iranian	irański	iranian	irański	ADJ	ADJ;NOM;MASC;SG
reign	panowania	reign	panowanie	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
reign	panowanie	reign	panować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
uncle	wujek	uncle	wujek	N;SG	N;NOM;MASC;SG
uncle	wuju	uncle	wuj	N;SG	N;VOC;MASC;SG
severe	poważna	severe	poważny	ADJ	ADJ;NOM;FEM;SG
severe	poważne	severe	poważny	ADJ	ADJ;NOM;NEUT;SG
rain	deszcz	rain	deszcz	N;SG	N;NOM;MASC;SG
fishing	połowy	fishing	połowa	N;SG	N;ACC;FEM;SG
fishing	rybołówstwo	fishing	rybołówstwo	N;SG	N;NOM;NEUT;SG
existed	istniał	exist	istnieć	V;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
existed	istniały	exist	istnieć	V;PST;V.PTCP	V;IPFV;FEM;IND;PL;PST;FIN;ACT
existed	istniała	exist	istnieć	V;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
existed	istniało	exist	istnieć	V;PST;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
raise	podnieść	raise	podnieść	V;IMP;FIN	V;PFV;NFIN;ACT
principles	zasady	principle	zasada	N;PL	N;ACC;FEM;PL
principles	zasadami	principle	zasada	N;PL	N;INS;FEM;PL
grow	rosnąć	grow	rosnąć	V;IMP;FIN	V;IPFV;NFIN;ACT
tests	badania	test	badanie	N;PL	N;NOM;NEUT;PL
tests	testy	test	test	N;PL	N;NOM;MASC;PL
tests	egzaminy	test	egzamin	N;PL	N;NOM;MASC;PL
trouble	kłopot	trouble	kłopot	N;SG	N;NOM;MASC;SG
paragraph	akapitu	paragraph	akapit	N;SG	N;GEN;MASC;SG
paragraph	ustęp	paragraph	ustęp	N;SG	N;NOM;MASC;SG
paragraph	paragraf	paragraph	paragraf	N;SG	N;NOM;MASC;SG
paragraph	akapit	paragraph	akapit	N;SG	N;NOM;MASC;SG
bat	kij	bat	kij	N;SG	N;NOM;MASC;SG
bat	nietoperz	bat	nietoperz	N;SG	N;NOM;MASC;SG
prepared	przygotowane	prepared	przygotować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
prepared	przygotowany	prepared	przygotować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
prepared	przygotowana	prepared	przygotować	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
measures	środki	measure	środek	N;PL	N;NOM;MASC;PL
hired	wynajął	hire	wynająć	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
fear	strachu	fear	strach	N;SG	N;GEN;MASC;SG
fear	strach	fear	strach	N;SG	N;NOM;MASC;SG
fear	lęk	fear	lęk	N;SG	N;NOM;MASC;SG
merit	zasług	merit	zasługa	N;SG	N;GEN;FEM;SG
merit	zasługi	merit	zasługa	N;SG	N;ACC;FEM;SG
participation	uczestnictwa	participation	uczestnictwo	N;SG	N;GEN;NEUT;SG
participation	uczestnictwo	participation	uczestnictwo	N;SG	N;NOM;NEUT;SG
massive	ogromna	massive	ogromny	ADJ	ADJ;NOM;FEM;SG
massive	ogromne	massive	ogromny	ADJ	ADJ;NOM;NEUT;SG
massive	ogromny	massive	ogromny	ADJ	ADJ;NOM;MASC;SG
designs	wzory	design	wzór	N;PL	N;NOM;MASC;PL
designs	projekty	design	projekt	N;PL	N;NOM;MASC;PL
agencies	agencje	agency	agencja	N;PL	N;NOM;FEM;PL
technique	techniki	technique	technika	N;SG	N;ACC;FEM;SG
technique	technika	technique	technika	N;SG	N;NOM;FEM;SG
egyptian	egipski	egyptian	egipski	ADJ	ADJ;NOM;MASC;SG
clerk	urzędnik	clerk	urzędnik	N;SG	N;NOM;MASC;SG
knew	wiedział	know	wiedzieć	V;IND;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
narrow	wąski	narrow	wąsk	ADJ	ADJ;NOM;MASC;SG
narrow	wąskie	narrow	wąsk	ADJ	ADJ;NOM;NEUT;SG
commissioner	komisarz	commissioner	komisarz	N;SG	N;NOM;MASC;SG
rapid	szybkie	rapid	szybki	ADJ	ADJ;NOM;NEUT;SG
dating	randki	dating	randki	N;SG	N;ACC;FEM;SG
businesses	firmy	business	firma	N;PL	N;NOM;FEM;PL
bomb	bomby	bomb	bomba	N;SG	N;ACC;FEM;SG
capable	zdolne	capable	zdolny	ADJ	ADJ;NOM;NEUT;SG
capable	zdolna	capable	zdolny	ADJ	ADJ;NOM;FEM;SG
capable	zdolny	capable	zdolny	ADJ	ADJ;NOM;MASC;SG
poem	wiersz	poem	wiersz	N;SG	N;NOM;MASC;SG
stages	etapy	stage	etap	N;PL	N;NOM;MASC;PL
stages	etapach	stage	etap	N;PL	N;GEN;MASC;PL
honorary	honorowym	honorary	honorowy	ADJ	ADJ;INS;MASC;SG
honorary	honorowe	honorary	honorowy	ADJ	ADJ;NOM;NEUT;SG
honorary	honorowy	honorary	honorowy	ADJ	ADJ;NOM;MASC;SG
dragon	smoka	dragon	smoka	N;SG	N;ACC;MASC;SG
dragon	smok	dragon	smok	N;SG	N;NOM;MASC;SG
propose	zaproponować	propose	zaproponować	V;IMP;FIN	V;PFV;NFIN;ACT
send	wyślij	send	wysłać	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
send	wysłać	send	wysłać	V;IMP;FIN	V;PFV;NFIN;ACT
proof	dowód	proof	dowód	N;SG	N;ACC;MASC;SG
practices	praktyki	practice	praktyka	N;PL	N;ACC;FEM;PL
arabic	arabskie	arabic	arabski	ADJ	ADJ;NOM;NEUT;SG
arabic	arabski	arabic	arabski	ADJ	ADJ;NOM;MASC;SG
attractions	atrakcji	attraction	atrakcja	N;PL	N;GEN;FEM;PL
attractions	atrakcje	attraction	atrakcja	N;PL	N;ACC;FEM;PL
mouth	gęba	mouth	gęba	N;SG	N;NOM;FEM;SG
fix	naprawić	fix	naprawić	V;IMP;FIN	V;PFV;NFIN;ACT
symbol	symbol	symbol	symbol	N;SG	N;NOM;MASC;SG
symbol	symbolu	symbol	symbol	N;SG	N;GEN;MASC;SG
organ	organ	organ	organ	N;SG	N;NOM;MASC;SG
exception	wyjątku	exception	wyjątek	N;SG	N;GEN;MASC;SG
exception	wyjątkiem	exception	wyjątek	N;SG	N;INS;MASC;SG
exception	wyjątek	exception	wyjątek	N;SG	N;ACC;MASC;SG
replacement	wymiana	replacement	wymianać	N;SG	N;NOM;FEM;SG
replacement	zastąpienia	replacement	zastąpić	N;SG	N;NOM;NEUT;SG
replacement	zastępstwo	replacement	zastępstwo	N;SG	N;NOM;NEUT;SG
replacement	zastąpienie	replacement	zastąpienie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
soundtrack	soundtrack	soundtrack	soundtrack	N;SG	N;NOM;MASC;SG
legislation	prawodawstwo	legislation	prawodawstwo	N;SG	N;NOM;NEUT;SG
legislation	prawodawstwa	legislation	prawodawstwo	N;SG	N;GEN;NEUT;SG
legislation	ustawodawstwo	legislation	ustawodawstwo	N;SG	N;NOM;NEUT;SG
beauty	piękność	beauty	piękność	N;SG	N;NOM;FEM;SG
credits	kredyty	credit	kredyt	N;PL	N;NOM;MASC;PL
credits	kredytów	credit	kredyt	N;PL	N;GEN;MASC;PL
buy	kupić	buy	kupić	V;IMP;FIN	V;PFV;NFIN;ACT
buy	kup	buy	kup	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
organisations	organizacje	organisation	organizacja	N;PL	N;NOM;FEM;PL
opinions	opinie	opinion	opinia	N;PL	N;NOM;FEM;PL
cavalry	kawaleria	cavalry	kawalerium	N;SG	N;NOM;FEM;SG
cavalry	kawalerii	cavalry	kawaleria	N;SG	N;GEN;FEM;SG
tribe	plemienia	tribe	plemię	N;SG	N;GEN;NEUT;SG
tribe	szczep	tribe	szczep	N;SG	N;NOM;MASC;SG
channels	kanałów	channel	kanał	N;PL	N;GEN;MASC;PL
channels	kanały	channel	kanał	N;PL	N;NOM;MASC;PL
claiming	twierdząc	claim	twierdzić	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
exact	dokładne	exact	dokładny	ADJ	ADJ;NOM;NEUT;SG
exact	dokładny	exact	dokładny	ADJ	ADJ;NOM;MASC;SG
exact	dokładna	exact	dokładny	ADJ	ADJ;NOM;FEM;SG
involvement	zaangażowanie	involvement	zaangażowanie	N;SG	N;NOM;NEUT;SG
sisters	siostrzyczki	sister	siostrzyczka	N;PL	N;NOM;FEM;PL
sisters	siostrami	sister	siostra	N;PL	N;INS;FEM;PL
sisters	siostry	sister	siostra	N;PL	N;NOM;FEM;PL
willing	chętna	willing	chętny	ADJ	ADJ;NOM;FEM;SG
willing	chętny	willing	chętny	ADJ	ADJ;NOM;MASC;SG
requests	prośby	request	prośba	N;PL	N;ACC;FEM;PL
requests	żądania	request	żądanie	N;PL	N;NOM;NEUT;PL
requests	wnioski	request	wniosek	N;PL	N;NOM;MASC;PL
unusual	niezwykła	unusual	niezwykły	ADJ	ADJ;NOM;FEM;SG
unusual	niespotykane	unusual	spotykać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
unusual	nietypowe	unusual	nietypowy	ADJ	ADJ;NOM;NEUT;SG
unusual	niezwykłe	unusual	niezwykłe	ADJ	ADJ;NOM;NEUT;SG
impossible	niemożliwa	impossible	niemożliwy	ADJ	ADJ;NOM;FEM;SG
impossible	niemożliwe	impossible	niemożliwy	ADJ	ADJ;NOM;NEUT;SG
colors	kolory	color	kolor	N;PL	N;NOM;MASC;PL
colors	kolorów	color	kolor	N;PL	N;GEN;MASC;PL
cook	kucharza	cook	kucharz	N;SG	N;ACC;MASC;SG
cook	kucharz	cook	kucharz	N;SG	N;NOM;MASC;SG
drawing	rysunek	draw	rysunek	N;SG	N;NOM;MASC;SG
drawing	losowanie	draw	losowanie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
removal	usunięcie	removal	usunąć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
removal	usuwanie	removal	usuwać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
moves	ruchy	move	ruch	N;PL	N;NOM;MASC;PL
indicates	wskazuje	indicate	wskazywać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
admitted	przyznał	admit	przyznać	V;IND;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
ownership	własności	ownership	własność	N;SG	N;ACC;FEM;SG
ownership	własność	ownership	własność	N;SG	N;ACC;FEM;SG
regulations	regulacje	regulation	regulacja	N;PL	N;NOM;FEM;PL
regulations	rozporządzeń	regulation	rozporządzenie	N;PL	N;GEN;NEUT;PL
crash	katastrofa	crash	katastrofa	N;SG	N;NOM;FEM;SG
crash	zderzak	crash	zderzak	N;SG	N;NOM;MASC;SG
guitarist	gitarzysta	guitarist	gitarzysta	N;SG	N;NOM;MASC;SG
supports	obsługuje	support	obsługiwać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
supports	wspiera	support	wspierać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
supports	popiera	support	popierać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
abbey	opactwo	abbey	opactwo	N;SG	N;NOM;NEUT;SG
deleting	usunięcie	delete	usunąć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
deleting	usuwanie	delete	usuwać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tone	tonu	tone	ton	N;SG	N;GEN;MASC;SG
personality	osobowość	personality	osobowość	N;SG	N;NOM;FEM;SG
personality	osobowości	personality	osobowość	N;SG	N;GEN;FEM;SG
reception	recepcji	reception	recepcja	N;SG	N;GEN;FEM;SG
reception	odbiór	reception	odbiór	N;SG	N;NOM;MASC;SG
reception	recepcja	reception	recepcja	N;SG	N;NOM;FEM;SG
transit	tranzytu	transit	tranzyt	N;SG	N;GEN;MASC;SG
transit	tranzyt	transit	tranzyt	N;SG	N;NOM;MASC;SG
flowers	kwiaty	flower	kwiat	N;PL	N;NOM;MASC;PL
flowers	kwiatki	flower	kwiatek	N;PL	N;NOM;MASC;PL
adventure	przygodę	adventure	przygoda	N;SG	N;ACC;FEM;SG
adventure	przygoda	adventure	przygoda	N;SG	N;NOM;FEM;SG
definitely	zdecydowanie	definitely	zdecydowanie	ADV	ADV
guinea	gwinea	guinea	gwin	N;SG	N;NOM;FEM;SG
horror	horror	horror	horror	N;SG	N;NOM;MASC;SG
rangers	zwiadowcy	ranger	zwiadowiec	N;PL	N;NOM;MASC;PL
pointed	wskazał	point	wskazać	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
pointed	wskazała	point	wskazać	V;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
popularity	popularności	popularity	popularność	N;SG	N;GEN;FEM;SG
popularity	popularność	popularity	popularność	N;SG	N;NOM;FEM;SG
occasionally	sporadycznie	occasionally	sporadycznie	ADV	ADV
occasionally	okazjonalnie	occasionally	okazjonalnie	ADV	ADV
coalition	koalicji	coalition	koalicja	N;SG	N;GEN;FEM;SG
critic	krytyk	critic	krytyk	N;SG	N;NOM;MASC;SG
critic	krytyka	critic	krytyka	N;SG	N;NOM;FEM;SG
journals	dzienniki	journal	dziennik	N;PL	N;NOM;MASC;PL
journals	czasopism	journal	czasopism	N;PL	N;GEN;MASC;PL
percentage	procent	percentage	procent	N;SG	N;NOM;MASC;SG
