من	từ	مِن	từ	ADP	ADP
مسارات	vết	مَسَار	vết	N;NOM;INDF;PL	N
مسارات	rãnh	مَسَار	rãnh	N;NOM;INDF;PL	N
مسارات	vết	مَسَار	vết	N;NOM;INDF;PL	N
القطط	mèo	قُطَّة	mèo	N;NOM;DEF;PL	N
المرمى	tiêu	مَرمَى	tiêu	N;NOM;DEF;SG	N
مصير	phạn	مَصِير	phạn	N;NOM;INDF;SG	N
صدى	echo	صَدَى	echo	N;NOM;INDF;SG	N
الحجاب	mờ	حِجَاب	mờ	N;NOM;DEF;SG	N
عموم	pan	عُمُوم	pan	N;NOM;INDF;SG	N
القنبلة	bomb	قُنبُلَة	bomb	N;NOM;DEF;SG	N
القنبلة	bom	قُنبُلَة	bom	N;NOM;DEF;SG	N
مسبق	advance	مُسبَق	advance	N;NOM;INDF;SG	N
احتفال	lễ	اِحتِفَال	lễ	N;NOM;INDF;SG	N
العبودية	âu	عُبُودِيّ	âu	N;NOM;DEF;SG	N
العبودية	bondage	عُبُودِيّ	bondage	N;NOM;DEF;SG	N
فوج	vogue	فَوجَ	vogue	N;NOM;INDF;SG	N
السلك	dây	سِلكَة	dây	N;NOM;DEF;SG	N
وجوه	mặt	وَجه	mặt	N;NOM;INDF;PL	N
انعدام	vitamin	اِنعِدَام	vitamin	N;NOM;INDF;SG	N
الاطفال	bé	طِفل	bé	N;NOM;DEF;PL	N
الضرب	đét	ضَرب	đét	N;NOM;DEF;SG	N
ملح	muối	ملح	muối	N;NOM;INDF;SG	N
غازات	gas	غَاز	gas	N;NOM;INDF;PL	N
غازات	xăng	غَاز	xăng	N;NOM;INDF;PL	N
الدجاج	gà	دَجَاج	gà	N;NOM;DEF;SG	N
عداد	mét	عِدَاد	mét	N;NOM;INDF;SG	N
يسمع	thuộc	سَمِع	thuộc	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
يسمع	nghe	سَمِع	nghe	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
مسحوق	bột	مَسحُوق	bột	N;NOM;INDF;SG	N
مسحوق	phấn	مَسحُوق	phấn	N;NOM;INDF;SG	N
السعر	giá	سِعر	giá	N;NOM;DEF;SG	N
التذاكر	vé	تَذَاكُر	vé	N;NOM;DEF;SG	N
التذاكر	vé	تَذَاكُر	vé	N;NOM;DEF;SG	N
تكشف	lộ	كَشَف	lộ	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
الزنك	kẽm	الزنك	kẽm	N;NOM;DEF;SG	N
الزنك	zinc	الزنك	zinc	N;NOM;DEF;SG	N
سحر	thuật	سِحر	thuật	N;NOM;INDF;SG	N
سحر	magic	سِحر	magic	N;NOM;INDF;SG	N
الورقة	giấy	وَرَقَة	giấy	N;NOM;DEF;SG	N
الورقة	trát	وَرَقَة	trát	N;NOM;DEF;SG	N
الورقة	mẩu	وَرَقَة	mẩu	N;NOM;DEF;SG	N
النسر	eagle	النسر	eagle	N;NOM;DEF;SG	N
النسر	bàng	النسر	bàng	N;NOM;DEF;SG	N
السويسرية	swiss	سُوِيسرِيَّة	swiss	N;NOM;DEF;SG	N
خشب	gỗ	خشب	gỗ	N;NOM;INDF;SG	N
خشب	củi	خشب	củi	N;NOM;INDF;SG	N
ضيقة	chật	ضيقة	chật	ADJ;NOM;INDF;FEM;SG	ADJ
ياسمين	jasmine	ياسمين	jasmine	N;ACC;INDF;DU	N
المساء	tối	مَسَاء	tối	N;NOM;DEF;SG	N
الكوارث	họa	كَارِثَة	họa	N;NOM;DEF;PL	N
سمعة	đồn	سُمعَة	đồn	N;NOM;INDF;SG	N
جسيم	hạt	جَسِيم	hạt	N;NOM;INDF;SG	N
فدان	acre	فَدَّان	acre	N;NOM;INDF;SG	N
تفقد	tra	فَقَد	tra	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
بخار	lết	بخار	lết	N;NOM;INDF;SG	N
المكسيكي	mễ	مَكسِيكِيّ	mễ	N;NOM;DEF;SG	N
الكمال	hảo	كَمَال	hảo	N;NOM;DEF;SG	N
الجسور	cầu	جِسر	cầu	N;NOM;DEF;PL	N
مهن	nguyễn	مهن	nguyễn	N;NOM;INDF;PL	N
الجين	gien	جِين	gien	N;NOM;DEF;SG	N
الجين	gene	جِين	gene	N;NOM;DEF;SG	N
الجين	gen	جِين	gen	N;NOM;DEF;SG	N
وعاء	nồi	وَعَاءَ	nồi	N;NOM;INDF;SG	N
وعاء	bát	وَعَاءَ	bát	N;NOM;INDF;SG	N
المنفذ	cảng	مَنفَذ	cảng	N;NOM;DEF;SG	N
المنفذ	cổng	مَنفَذ	cổng	N;NOM;DEF;SG	N
المنفذ	port	مَنفَذ	port	N;NOM;DEF;SG	N
رفيع	mỏng	رَفِيع	mỏng	ADJ;NOM;INDF;MASC;SG	ADJ
رفيع	gầy	رَفِيع	gầy	ADJ;NOM;INDF;MASC;SG	ADJ
فضة	bạc	فَضَّة	bạc	N;NOM;INDF;SG	N
السعي	quest	سَعي	quest	N;NOM;DEF;SG	N
السعي	tr	سَعي	tr	N;NOM;DEF;SG	N
الخادم	server	خَادِم	server	N;NOM;DEF;SG	N
اعتراف	confession	اِعتِرَاف	confession	N;NOM;INDF;SG	N
الفئران	chuột	فَئِير	chuột	N;NOM;DEF;DU	N
تصدير	xuất	تَصدِير	xuất	N;NOM;INDF;SG	N
ناقل	vector	نَاقِل	vector	N;NOM;INDF;SG	N
اربعة	bốn	أَربَعَة	bốn	NUM;NOM;INDF;MASC	NUM
نصيحة	mẹo	نَصِيحَة	mẹo	N;NOM;INDF;SG	N
المواهب	tài	مَوهِب	tài	N;NOM;DEF;PL	N
الزي	costume	اَلزَذِي	costume	N;NOM;DEF;SG	N
المتمردين	phiến	مُتَمَرِّد	phiến	N;NOM;DEF;PL	N
الغبار	bụi	غُبَار	bụi	N;NOM;DEF;SG	N
الغبار	chốn	غُبَار	chốn	N;NOM;DEF;SG	N
الفخذ	đùi	فَخذ	đùi	N;NOM;DEF;SG	N
اشتباكات	clashes	اِشتِبَاك	clashes	N;NOM;INDF;PL	N
شجر	cây	شَجر	cây	N;NOM;INDF;SG	N
كوب	cup	كُوب	cup	N;NOM;INDF;SG	N
كوب	cốc	كُوب	cốc	N;NOM;INDF;SG	N
المدربين	coaches	مُدَرِّب	coaches	N;NOM;DEF;PL	N
البربر	berber	البربر	berber	N;NOM;DEF;SG	N
عريض	rộng	عَرِيض	rộng	ADJ;NOM;INDF;MASC;SG	ADJ
عريض	đậm	عَرِيض	đậm	ADJ;NOM;INDF;MASC;SG	ADJ
عريض	rộng	عَرِيض	rộng	ADJ;NOM;INDF;MASC;SG	ADJ
كهف	cave	كهف	cave	N;NOM;INDF;SG	N
النمل	kiến	نَمَل	kiến	N;NOM;DEF;SG	N
النمل	kiến	نَمَل	kiến	N;NOM;DEF;SG	N
برية	hoang	بَرِّيّ	hoang	ADJ;NOM;INDF;FEM;SG	ADJ
المصرف	ngân	مَصرِف	ngân	N;NOM;DEF;SG	N
المصرف	bank	مَصرِف	bank	N;NOM;DEF;SG	N
الحلم	mơ	حُلم	mơ	N;NOM;DEF;SG	N
الحلم	dream	حُلم	dream	N;NOM;DEF;SG	N
الحلم	mơ	حُلم	mơ	N;NOM;DEF;SG	N
شريحة	véc	شَرِيحَة	véc	N;NOM;INDF;SG	N
شريحة	đoạn	شَرِيحَة	đoạn	N;NOM;INDF;SG	N
العتيقة	antique	عِتِّيقَة	antique	N;NOM;DEF;SG	N
مشغل	player	مُشَغِّل	player	N;NOM;INDF;SG	N
نعمة	ân	نعمة	ân	N;NOM;INDF;SG	N
السقوط	falling	سُقُوط	falling	N;NOM;DEF;SG	N
السقوط	ngã	سُقُوط	ngã	N;NOM;DEF;SG	N
القرش	shark	قَرش	shark	N;NOM;DEF;SG	N
شرائح	slide	شَرِيحَة	slide	N;NOM;INDF;PL	N
الشغب	riot	شَغَب	riot	N;NOM;DEF;SG	N
مختلفين	khác	مُختَلِف	khác	ADJ;ACC;INDF;MASC;PL	ADJ
تنام	ngủ	تنام	ngủ	V;MASC;IMP;SG;FIN	V
صدمة	sốc	صَدمَة	sốc	N;NOM;INDF;SG	N
رشح	lọc	رَشَح	lọc	V;PFV;MASC;SG;3;ACT	V
اليدين	tay	يَد	tay	N;ACC;DEF;DU	N
الوردي	hồng	وَردِيّ	hồng	N;NOM;DEF;SG	N
القبر	mộ	قَبر	mộ	N;NOM;DEF;SG	N
القبر	tomb	قَبر	tomb	N;NOM;DEF;SG	N
القبر	mộ	قَبر	mộ	N;NOM;DEF;SG	N
القبر	mồ	قَبر	mồ	N;NOM;DEF;SG	N
قزوين	caspian	قَزوِين	caspian	N;NOM;INDF;SG	N
القطعة	mảnh	قُطعَة	mảnh	N;NOM;DEF;SG	N
القطعة	miếng	قُطعَة	miếng	N;NOM;DEF;SG	N
القطعة	vở	قُطعَة	vở	N;NOM;DEF;SG	N
القطعة	đoạn	قُطعَة	đoạn	N;NOM;DEF;SG	N
حليب	sữa	حليب	sữa	N;NOM;INDF;SG	N
بندقية	shotgun	بُندُقِيَّة	shotgun	N;NOM;INDF;SG	N
الاكتشاف	discovery	اِكتِشَاف	discovery	N;NOM;DEF;SG	N
العقاقير	vải	عَقَّار	vải	N;NOM;DEF;PL	N
حفرة	hố	حَفرَة	hố	N;NOM;INDF;SG	N
حفرة	hố	حَفرَة	hố	N;NOM;INDF;SG	N
قاسية	phũ	قَاسِي	phũ	ADJ;NOM;INDF;FEM;SG	ADJ
قاسية	chát	قَاسِي	chát	ADJ;NOM;INDF;FEM;SG	ADJ
البنا	banna	البنا	banna	N;NOM;DEF;SG	N
حشرات	rệp	حَشَرَة	rệp	N;NOM;INDF;PL	N
حشرات	bọ	حَشَرَة	bọ	N;NOM;INDF;PL	N
حشرات	lỗi	حَشَرَة	lỗi	N;NOM;INDF;PL	N
الدخان	khói	دَخَّان	khói	N;NOM;DEF;SG	N
الجزاء	penalty	جَزَاء	penalty	N;NOM;DEF;SG	N
الجزاء	phạt	جَزَاء	phạt	N;NOM;DEF;SG	N
الزوايا	góc	زَاوِيَة	góc	N;NOM;DEF;PL	N
الزوايا	ngách	زَاوِيَة	ngách	N;NOM;DEF;PL	N
الوفاق	concord	وِفَاق	concord	N;NOM;DEF;SG	N
دعاء	nguyện	دِعَاء	nguyện	N;NOM;INDF;SG	N
سماء	trời	سَمَاء	trời	N;NOM;INDF;SG	N
سماء	bien	سَمَاء	bien	N;NOM;INDF;SG	N
مهد	nôi	مَهَّد	nôi	N;NOM;INDF;SG	N
مهد	cũi	مَهَّد	cũi	N;NOM;INDF;SG	N
مساكن	residences	مَسكَن	residences	N;NOM;INDF;PL	N
مساكن	nhà	مَسكَن	nhà	N;NOM;INDF;PL	N
الميثاق	compact	مِيثَاق	compact	N;NOM;DEF;SG	N
خبز	mì	خَبز	mì	N;NOM;INDF;SG	N
مدفعية	pháo	مِدفَعِيَّة	pháo	N;NOM;INDF;SG	N
الصنوبر	pine	صُنُوبِر	pine	N;NOM;DEF;SG	N
العاصفة	bão	عَاصِفَة	bão	N;NOM;DEF;SG	N
مربعة	vuông	مُرَبَّع	vuông	ADJ;NOM;INDF;FEM;SG	ADJ
التمثال	tượng	تَمَثَّال	tượng	N;NOM;DEF;SG	N
الحزام	đai	حِزَام	đai	N;NOM;DEF;SG	N
القوارب	thuyền	قَارِبَة	thuyền	N;NOM;DEF;PL	N
الخنزير	lợn	خِنزِير	lợn	N;NOM;DEF;SG	N
الخنزير	heo	خِنزِير	heo	N;NOM;DEF;SG	N
القماش	vải	قِمَاش	vải	N;NOM;DEF;SG	N
القماش	vải	قِمَاش	vải	N;NOM;DEF;SG	N
بقعة	điểm	بقعة	điểm	N;NOM;INDF;SG	N
الرقبة	họng	رَقبَة	họng	N;NOM;DEF;SG	N
الرقبة	cổ	رَقبَة	cổ	N;NOM;DEF;SG	N
المزرعة	farm	مَزرَعَة	farm	N;NOM;DEF;SG	N
سمة	thái	سِمَّة	thái	N;NOM;INDF;SG	N
الملايين	triệu	مِليُون	triệu	NUM;NOM;DEF;PL	NUM
جداول	bảng	جَدوَل	bảng	N;NOM;INDF;PL	N
جداول	bàn	جَدوَل	bàn	N;NOM;INDF;PL	N
جداول	màng	جَدوَل	màng	N;NOM;INDF;PL	N
الذئب	wolf	ذِئب	wolf	N;NOM;DEF;SG	N
الذئب	sói	ذِئب	sói	N;NOM;DEF;SG	N
الفخار	gốm	فِخَار	gốm	N;NOM;DEF;SG	N
سحاب	zipper	سَحَّاب	zipper	N;NOM;INDF;SG	N
سحاب	mây	سَحَّاب	mây	N;NOM;INDF;SG	N
سحاب	mây	سَحَّاب	mây	N;NOM;INDF;SG	N
حافلة	bus	حَافِلَة	bus	N;NOM;INDF;SG	N
مبتدئ	beginner	مُبتَدَع	beginner	N;NOM;INDF;SG	N
اليوتيوب	youtube	اليوتيوب	youtube	N;NOM;DEF;SG	N
القلوب	nhép	قَلب	nhép	N;NOM;DEF;PL	N
القلوب	cơ	قَلب	cơ	N;NOM;DEF;PL	N
قلادة	chuyền	قُلَادَة	chuyền	N;NOM;INDF;SG	N
سماع	thính	سَمَاع	thính	N;NOM;INDF;SG	N
الدمار	điêu	دَمَار	điêu	N;NOM;DEF;SG	N
اواخر	trễ	آخِر	trễ	ADJ;NOM;INDF;MASC;PL	ADJ
اواخر	muộn	آخِر	muộn	ADJ;NOM;INDF;MASC;PL	ADJ
برميل	thùng	بَرمِيل	thùng	N;NOM;INDF;SG	N
برميل	nóc	بَرمِيل	nóc	N;NOM;INDF;SG	N
برميل	nòng	بَرمِيل	nòng	N;NOM;INDF;SG	N
وقائع	sự	وَقِيعَة	sự	N;NOM;INDF;PL	N
ثقيلة	nặng	ثَقِيل	nặng	ADJ;NOM;INDF;FEM;SG	ADJ
زوايا	góc	زَاءِي	góc	N;NOM;INDF;PL	N
زوايا	ngách	زَاءِي	ngách	N;NOM;INDF;PL	N
السلاسل	xích	سَلسَلَة	xích	N;NOM;DEF;PL	N
عظمة	xương	عَظمَة	xương	N;NOM;INDF;SG	N
باع	bán	بَاع	bán	V;PFV;MASC;SG;3;ACT	V
الرعد	sấm	رَعد	sấm	N;NOM;DEF;SG	N
الرعد	sét	رَعد	sét	N;NOM;DEF;SG	N
عقيد	đại	عَقِيد	đại	N;NOM;INDF;SG	N
عقيد	tá	عَقِيد	tá	N;NOM;INDF;SG	N
السقف	tèo	سَقف	tèo	N;NOM;DEF;SG	N
السقف	trần	سَقف	trần	N;NOM;DEF;SG	N
فراغ	void	فَرَاغ	void	N;NOM;INDF;SG	N
الطاولة	bảng	طَاوِلَة	bảng	N;NOM;DEF;SG	N
الطاولة	bàn	طَاوِلَة	bàn	N;NOM;DEF;SG	N
بلاط	ngói	بَلَاط	ngói	N;NOM;INDF;SG	N
المرات	lần	مَرَّة	lần	N;NOM;DEF;PL	N
تولد	sinh	تَوَلُّد	sinh	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
تولد	tạo	تَوَلُّد	tạo	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
تمرير	cuộn	تَمرِير	cuộn	N;NOM;INDF;SG	N
تمرير	đèo	تَمرِير	đèo	N;NOM;INDF;SG	N
تمرير	pass	تَمرِير	pass	N;NOM;INDF;SG	N
عجلة	wheel	عَجَلَة	wheel	N;NOM;INDF;SG	N
الطحالب	alger	طَحَالَب	alger	N;NOM;DEF;PL	N
يشترط	đòi	اِشتَرَط	đòi	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
المدمرة	destroyer	مُدَمِّر	destroyer	N;NOM;DEF;SG	N
الحائط	tường	حَائِط	tường	N;NOM;DEF;SG	N
رقيق	mỏng	رَقِيق	mỏng	ADJ;NOM;INDF;MASC;SG	ADJ
رقيق	gầy	رَقِيق	gầy	ADJ;NOM;INDF;MASC;SG	ADJ
فعلت	xong	فَعَل	xong	V;PFV;FEM;SG;3;ACT	V
الشيشان	chechnya	شِيشَان	chechnya	N;NOM;DEF;SG	N
الشيشان	chechnya	شِيشَان	chechnya	N;NOM;DEF;SG	N
يفهم	hiểu	فَهِم	hiểu	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
دمر	hỏng	دَمَّر	hỏng	V;PFV;MASC;SG;3;ACT	V
ميزان	vảy	مِيزَان	vảy	N;NOM;INDF;SG	N
العشاء	tối	عَشَاء	tối	N;NOM;DEF;SG	N
امر	huy	أَمر	huy	N;NOM;INDF;SG	N
امر	lềnh	أَمر	lềnh	N;NOM;INDF;SG	N
تصريف	tit	تَصرِيف	tit	N;NOM;INDF;SG	N
ابطال	heroes	بَطَل	heroes	N;NOM;INDF;PL	N
ابطال	champions	بَطَل	champions	N;NOM;INDF;PL	N
معسكرات	trại	مُعَسكَر	trại	N;NOM;INDF;PL	N
ديانة	đạo	دِيَانَة	đạo	N;NOM;INDF;SG	N
الديون	nợ	دَين	nợ	N;NOM;DEF;PL	N
طالبان	taliban	طَالِبَان	taliban	N;NOM;INDF;SG	N
الولد	trai	وَلَد	trai	N;NOM;DEF;SG	N
الولد	bé	وَلَد	bé	N;NOM;DEF;SG	N
الراية	banner	رَايَة	banner	N;NOM;DEF;SG	N
تحفة	antique	حَفَص	antique	N;NOM;INDF;SG	N
تحفة	phẩm	حَفَص	phẩm	N;NOM;INDF;SG	N
عقاقير	vải	عَقَّاقِير	vải	N;NOM;INDF;PL	N
اطار	framework	إِطَار	framework	N;NOM;INDF;SG	N
اطار	khung	إِطَار	khung	N;NOM;INDF;SG	N
الوجوه	mặt	وَجه	mặt	N;NOM;DEF;PL	N
مليارات	tỉ	مِليَار	tỉ	NUM;NOM;INDF;PL	NUM
القياسات	cỡ	قِيَاسَة	cỡ	N;NOM;DEF;PL	N
القياسات	thước	قِيَاسَة	thước	N;NOM;DEF;PL	N
تحد	thách	أَحَدّ	thách	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
البلاستيك	nhựa	بلَاستِيك	nhựa	N;NOM;DEF;SG	N
البلاستيك	nhựa	بلَاستِيك	nhựa	N;NOM;DEF;SG	N
البلاستيك	plastic	بلَاستِيك	plastic	N;NOM;DEF;SG	N
المزارعين	nông	مُزَارِع	nông	N;NOM;DEF;PL	N
تماثيل	tượng	تِمثَال	tượng	N;NOM;INDF;PL	N
بطلة	heroine	بَطَلَة	heroine	N;NOM;INDF;SG	N
البطلة	heroine	بَطلَة	heroine	N;NOM;DEF;SG	N
ذكي	minh	ذَكَى	minh	N;NOM;INDF;SG	N
قشرة	vỏ	قَشَرَة	vỏ	N;NOM;INDF;SG	N
الوحش	tã	وَحش	tã	N;NOM;DEF;SG	N
تلال	đồi	تَلَال	đồi	N;NOM;INDF;PL	N
الشرط	trạng	شَرط	trạng	N;NOM;DEF;SG	N
راتب	lương	رَاتِب	lương	N;NOM;INDF;SG	N
الصخرة	đá	صُخرَة	đá	N;NOM;DEF;SG	N
الصخرة	rock	صُخرَة	rock	N;NOM;DEF;SG	N
جينات	gien	جَينَة	gien	N;NOM;INDF;PL	N
صخرة	đá	صُخرَة	đá	N;NOM;INDF;SG	N
صخرة	rock	صُخرَة	rock	N;NOM;INDF;SG	N
تصاميم	designs	تَصمِيم	designs	N;NOM;INDF;PL	N
صبغة	pigment	صُبغَة	pigment	N;NOM;INDF;SG	N
الحزن	sầu	حُزن	sầu	N;NOM;DEF;SG	N
مراسم	lễ	مَرسَم	lễ	N;NOM;INDF;PL	N
القاموس	điển	قَامُوس	điển	N;NOM;DEF;SG	N
فم	miệng	فَمّ	miệng	N;NOM;INDF;SG	N
فم	mồm	فَمّ	mồm	N;NOM;INDF;SG	N
اضطهاد	persecution	اِضطِهَاد	persecution	N;NOM;INDF;SG	N
فتى	trai	فَتَى	trai	N;NOM;INDF;SG	N
فتى	bé	فَتَى	bé	N;NOM;INDF;SG	N
الجيب	giỏ	جَيب	giỏ	N;NOM;DEF;SG	N
الجيب	túi	جَيب	túi	N;NOM;DEF;SG	N
الجيب	pocket	جَيب	pocket	N;NOM;DEF;SG	N
الجيب	jeep	جَيب	jeep	N;NOM;DEF;SG	N
الكؤوس	bện	كُؤُوس	bện	N;NOM;DEF;SG	N
قارب	tàu	قَارِب	tàu	N;NOM;INDF;SG	N
قارب	thuyền	قَارِب	thuyền	N;NOM;INDF;SG	N
قارب	boat	قَارِب	boat	N;NOM;INDF;SG	N
التكيف	adaptation	تَكَيُّف	adaptation	N;NOM;DEF;SG	N
الخرسانة	tông	خَرَسَانَة	tông	N;NOM;DEF;SG	N
التقاء	confluence	اِلتِقَاء	confluence	N;NOM;INDF;SG	N
مطابقة	khớp	مُطَابَقَة	khớp	N;NOM;INDF;SG	N
مطابقة	thủ	مُطَابَقَة	thủ	N;NOM;INDF;SG	N
مطابقة	khớp	مُطَابَقَة	khớp	N;NOM;INDF;SG	N
المعسكر	camp	مُعَسكَر	camp	N;NOM;DEF;SG	N
المعسكر	trại	مُعَسكَر	trại	N;NOM;DEF;SG	N
الحلويات	kẹo	حَلوَى	kẹo	N;NOM;DEF;PL	N
مقهى	cafe	مَقهَى	cafe	N;NOM;INDF;SG	N
مقهى	café	مَقهَى	café	N;NOM;INDF;SG	N
مقهى	café	مَقهَى	café	N;NOM;INDF;SG	N
المختلط	võ	مُختَلِط	võ	N;NOM;DEF;SG	N
الفيلق	legion	فَيلَق	legion	N;NOM;DEF;SG	N
الحنجرة	họng	حُنجُرَة	họng	N;NOM;DEF;SG	N
الكروم	chrome	كُرُوم	chrome	N;NOM;DEF;SG	N
الكروم	crom	كُرُوم	crom	N;NOM;DEF;SG	N
الممر	lang	مَمر	lang	N;NOM;DEF;SG	N
الركبة	gối	رُكبَة	gối	N;NOM;DEF;SG	N
جمل	câu	جَمَل	câu	N;NOM;INDF;SG	N
تباع	bán	أَبَاع	bán	V;IPFV;FEM;IND;SG;3;FIN;PASS	V
الثعلب	cáo	ثَعلَب	cáo	N;NOM;DEF;SG	N
الزئبق	mercury	زَئبَق	mercury	N;NOM;DEF;SG	N
الريش	lông	رِيش	lông	N;NOM;DEF;SG	N
اللقاح	vaccine	لَقَاح	vaccine	N;NOM;DEF;SG	N
تؤخذ	bắt	أَخَذ	bắt	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
تؤخذ	chụp	أَخَذ	chụp	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
التعدين	mỏ	تَعدِين	mỏ	N;NOM;DEF;SG	N
انضمام	accession	اِنضِمَام	accession	N;NOM;INDF;SG	N
البركة	ao	بَرَكَة	ao	N;NOM;DEF;SG	N
ملازم	trung	مَلز	trung	N;NOM;INDF;SG	N
رطل	bảng	رَطل	bảng	N;NOM;INDF;SG	N
رطل	lb	رَطل	lb	N;NOM;INDF;SG	N
فيلق	legion	فِيلق	legion	N;NOM;INDF;SG	N
فتيات	gái	فَتَاة	gái	N;NOM;INDF;PL	N
راب	rap	رَاب	rap	N;NOM;INDF;SG	N
مصارع	gladiator	مَصرَعَة	gladiator	N;NOM;INDF;SG	N
الرئتين	phổi	رِئَة	phổi	N;ACC;DEF;DU	N
الرئتين	ớt	رِئَة	ớt	N;ACC;DEF;DU	N
تهدد	đe	هَدَّد	đe	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
يتعلم	ngộ	تَعَلَّم	ngộ	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
يتعلم	học	تَعَلَّم	học	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
الصدور	vú	صُدُور	vú	N;NOM;DEF;SG	N
الصدور	rương	صُدُور	rương	N;NOM;DEF;SG	N
الصدور	vú	صُدُور	vú	N;NOM;DEF;SG	N
قبضة	grip	قبضة	grip	N;NOM;INDF;SG	N
الثور	ngưu	ثَور	ngưu	N;NOM;DEF;SG	N
الثور	bò	ثَور	bò	N;NOM;DEF;SG	N
النجاة	survival	النجاة	survival	N;NOM;DEF;SG	N
التجميع	consolidation	تَجمِيع	consolidation	N;NOM;DEF;SG	N
النافذة	sổ	نَافِذ	sổ	N;NOM;DEF;SG	N
السائق	xế	سَائِق	xế	N;NOM;DEF;SG	N
قاذفة	launcher	قَاذِفَة	launcher	N;NOM;INDF;SG	N
فتحات	xèng	فَتحَة	xèng	N;NOM;INDF;PL	N
فتحات	slots	فَتحَة	slots	N;NOM;INDF;PL	N
العنكبوت	nhện	العنكبوت	nhện	N;NOM;DEF;SG	N
العنكبوت	spider	العنكبوت	spider	N;NOM;DEF;SG	N
تعويض	bù	تَعوِيض	bù	N;NOM;INDF;SG	N
اجزاء	phần	جُزء	phần	N;NOM;INDF;PL	N
اجزاء	bit	جُزء	bit	N;NOM;INDF;PL	N
التماثيل	tượng	تَمثِيل	tượng	N;NOM;DEF;PL	N
خسرت	mất	خَسِر	mất	V;PFV;FEM;SG;3;ACT	V
خسرت	thua	خَسِر	thua	V;PFV;FEM;SG;3;ACT	V
منتجع	spa	مُنتَجَع	spa	N;NOM;INDF;SG	N
منتجع	resort	مُنتَجَع	resort	N;NOM;INDF;SG	N
رقص	điệu	رَقص	điệu	N;NOM;INDF;SG	N
رقص	múa	رَقص	múa	N;NOM;INDF;SG	N
الصقر	falcon	صَقر	falcon	N;NOM;DEF;SG	N
الصقر	hawk	صَقر	hawk	N;NOM;DEF;SG	N
الدبابة	tank	دَبَّابَة	tank	N;NOM;DEF;SG	N
النبيذ	rượu	نَبِيذ	rượu	N;NOM;DEF;SG	N
النبيذ	vang	نَبِيذ	vang	N;NOM;DEF;SG	N
الاذاعة	đài	إِذَاعَة	đài	N;NOM;DEF;SG	N
السطر	dòng	سِطر	dòng	N;NOM;DEF;SG	N
الناجين	survivor	الناجين	survivor	N;NOM;DEF;PL	N
طفلة	con	طِفلَة	con	N;NOM;INDF;SG	N
الهواة	amateur	هَوَاة	amateur	N;NOM;DEF;SG	N
الصفوف	hạng	صَفّ	hạng	N;NOM;DEF;PL	N
الصفوف	hàng	صَفّ	hàng	N;NOM;DEF;PL	N
وعي	consciousness	وَعي	consciousness	N;NOM;INDF;SG	N
ميادين	fields	مَيَادِين	fields	N;NOM;INDF;PL	N
ميادين	trường	مَيَادِين	trường	N;NOM;INDF;PL	N
هامش	fringe	هَامِش	fringe	N;NOM;INDF;SG	N
شقة	phẳng	شَقَّة	phẳng	N;NOM;INDF;SG	N
شقة	hộ	شَقَّة	hộ	N;NOM;INDF;SG	N
خاطئ	sai	خَاطِئ	sai	ADJ;NOM;INDF;MASC;SG	ADJ
بند	tố	بَند	tố	N;NOM;INDF;SG	N
بند	clause	بَند	clause	N;NOM;INDF;SG	N
العد	lit	عَدّ	lit	N;NOM;DEF;SG	N
المؤشر	pointer	مُؤَشِّر	pointer	N;NOM;DEF;SG	N
رقصة	điệu	رَقصَة	điệu	N;NOM;INDF;SG	N
رقصة	múa	رَقصَة	múa	N;NOM;INDF;SG	N
الشجر	cây	شَجر	cây	N;NOM;DEF;SG	N
تضمين	embedding	تَضمِين	embedding	N;NOM;INDF;SG	N
اللؤلؤ	trân	اللؤلؤ	trân	N;NOM;DEF;SG	N
الضريح	miếu	ضَرِيح	miếu	N;NOM;DEF;SG	N
نوبات	ca	نَوبَة	ca	N;NOM;INDF;PL	N
عداء	runner	عَدَاء	runner	N;NOM;INDF;SG	N
العنق	họng	عَنق	họng	N;NOM;DEF;SG	N
العنق	cổ	عَنق	cổ	N;NOM;DEF;SG	N
الرضع	bé	رَضع	bé	N;NOM;DEF;SG	N
حقيبة	túi	حَقِيبَة	túi	N;NOM;INDF;SG	N
حقيبة	vali	حَقِيبَة	vali	N;NOM;INDF;SG	N
الام	mẹ	أُمّ	mẹ	N;NOM;DEF;SG	N
الادارة	sở	إِدَارَة	sở	N;NOM;DEF;SG	N
الادارة	khu	إِدَارَة	khu	N;NOM;DEF;SG	N
موجب	dương	مُوجِب	dương	N;NOM;INDF;SG	N
