befintliga	existentes	befintlig	existente	ADJ;NOM;PL	ADJ;PL
planina	planina	planin	planina	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
tittar	mirando	titta	mirar	V;IND;PRS;FIN;ACT	V;V.MSDR
tittar	buscando	titta	buscar	V;IND;PRS;FIN;ACT	V;V.MSDR
tittar	mirando	titta	mirar	V;IND;PRS;FIN;ACT	V;V.MSDR
tittar	viendo	titta	ver	V;IND;PRS;FIN;ACT	V;V.MSDR
tittar	observando	titta	observar	V;IND;PRS;FIN;ACT	V;V.MSDR
bristande	deficientes	bristande	deficiente	ADJ;NOM;PRS;V.PTCP	ADJ;PL
bristande	deficiente	bristande	deficiente	ADJ;NOM;PRS;V.PTCP	ADJ;SG
uppträda	realizar	uppträda	realizar	V;IMP;FIN;ACT	V;NFIN
uppträda	realizando	uppträda	realizar	V;IMP;FIN;ACT	V;V.MSDR
väggen	muralla	vägg	muralla	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
väggen	pared	vägg	pared	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
väggen	muro	vägg	muro	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
azt	azt	azt	azt	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
minnet	memoria	minn	memoria	N;NOM;DEF;NEUT;SG	N;FEM;SG
inställning	actitud	inställning	actitud	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
inställning	configuración	inställning	configuración	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
santana	santana	santan	santana	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mekanisk	mecánico	mekanisk	mecánico	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
mekanisk	mecánica	mekanisk	mecánico	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
efterföljare	sucesores	efterföljare	sucesor	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
efterföljare	seguidores	efterföljare	seguidor	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
efterföljare	sucesores	efterföljare	sucesor	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
upptäckten	discovery	upptäckt	discovery	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
upptäckten	descubrimiento	upptäckt	descubrimiento	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
gäst	huésped	gäsa	huésped	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mänsklig	humano	mänsklig	humano	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
mänsklig	humana	mänsklig	humano	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
clubiona	clubiona	clubion	clubionar	N;NOM;INDF;MASC+FEM;SG	N;SG
moss	musgo	moss	musgo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
moss	moss	moss	moss	N;NOM;INDF;MASC+FEM;SG	N
novell	novela	novell	novela	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
made	made	made	mader	N;NOM;INDF;MASC+FEM;SG	N
register	registro	regist	registro	N;NOM;INDF;NEUT;SG	N;MASC;SG
register	records	regist	records	N;NOM;INDF;NEUT;SG	N;MASC
register	registro	regist	registro	N;NOM;INDF;NEUT;SG	N;MASC;SG
register	secretaría	regist	secretaría	N;NOM;INDF;NEUT;SG	N;FEM;SG
kärnan	kernel	kärna	kernel	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
kärnan	núcleo	kärna	núcleo	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
kärnan	core	kärna	corer	N;NOM;DEF;MASC+FEM;SG	N
kärnan	núcleo	kärna	núcleo	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
montanus	montanus	montanus	montanus	N;NOM;INDF;MASC+FEM;SG	N
systems	systems	system	system	N;NOM;INDF;NEUT;SG	N
skapandet	creación	skapande	creación	N;NOM;DEF;NEUT;SG	N;FEM;SG
psykologi	psicologia	psykologi	psicologia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
psykologi	psicología	psykologi	psicología	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
ökande	creciente	öka	creciente	ADJ;NOM;PRS;V.PTCP	ADJ;SG
feng	feng	feng	feng	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
motte	motte	motte	motte	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mårten	marta	mårt	marta	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
mårten	marten	mårt	marten	N;NOM;DEF;MASC+FEM;SG	N
