この	इस	この	यह	DET	DET;ACC;SG;3
結晶	क्रिस्टल	結晶	क्रिस्टल	N	N;NOM;MASC;SG;3
ハンド	हाथ	ハンド	हाथ	N	N;NOM;MASC;SG;3
昆虫	कीट	昆虫	कीट	N	N;NOM;MASC;SG;3
昆虫	कीट	昆虫	कीट	N	N;NOM;MASC;SG;3
墓地	कब्रिस्तान	墓地	कब्रिस्तान	N	N;NOM;MASC;SG;3
墓地	कब्रिस्तान	墓地	कब्रिस्तान	N	N;NOM;MASC;SG;3
野菜	सब्जी	野菜	सब्जी	N	N;NOM;FEM;SG;3
野菜	सब्ज़ी	野菜	सब्ज़ी	N	N;NOM;FEM;SG;3
野菜	वेज	野菜	वेज	N	N;NOM;MASC;SG;3
野菜	सब्जियों	野菜	सब्जी	N	N;ACC;FEM;PL;3
野菜	सब्ज़ियाँ	野菜	सब्ज़ी	N	N;NOM;FEM;PL;3
野菜	सब्ज़ी	野菜	सब्ज़ी	N	N;NOM;FEM;SG;3
野菜	सब्जियां	野菜	सब्जी	N	N;NOM;FEM;PL;3
叔父	अंकल	叔父	अंकल	N	N;NOM;MASC;SG;3
叔父	मामा	叔父	मामा	N	N;NOM;MASC;SG;3
叔父	चाचा	叔父	चाचा	N	N;NOM;MASC;SG;3
叔父	ताऊ	叔父	ताऊ	N	N;NOM;MASC;SG;3
コンクリート	कंक्रीट	コンクリート	कंक्रीट	N	N;NOM;MASC;SG;3
エントリー	एन्ट्री	エントリー	एन्ट्री	N	N;NOM;MASC;SG;3
エントリー	एंट्री	エントリー	एंट्री	N	N;NOM;FEM;SG;3
エントリー	प्रविष्टि	エントリー	प्रविष्टि	N	N;NOM;FEM;SG;3
エントリー	प्रविष्टियाँ	エントリー	प्रविष्टी	N	N;NOM;FEM;PL;3
エントリー	प्रविष्टियां	エントリー	प्रविष्टी	N	N;NOM;FEM;PL;3
釣り	फ़िशिंग	釣り	फ़िशिंग	N	N;NOM;FEM;SG;3
ストア	स्टोर	ストア	स्टोर	N	N;NOM;MASC;SG;3
フロー	प्रवाह	フロー	प्रवाह	N	N;NOM;MASC;SG;3
センチメートル	सेंटीमीटर	センチメートル	सेंटीमीटर	N	N;NOM;MASC;SG;3
センチメートル	सेण्टीमीटर	センチメートル	सेण्टीमीटर	N	N;NOM;MASC;SG;3
センチメートル	सेंटीमीटर	センチメートル	सेंटीमीटर	N	N;NOM;MASC;SG;3
センチメートル	सेंटीमीटर	センチメートル	सेंटीमीटर	N	N;NOM;MASC;SG;3
スクリーン	स्क्रीन	スクリーン	स्क्रीन	N	N;NOM;MASC;SG;3
シェル	गोले	シェル	गोला	N	N;NOM;MASC;PL;3
グラス	काच	グラス	काच	N	N;NOM;MASC;SG;3
グラス	गिलास	グラス	गिलास	N	N;NOM;MASC;SG;3
グラス	ग्लास	グラス	ग्लास	N	N;NOM;MASC;SG;3
グラス	कांच	グラス	कांच	N	N;NOM;MASC;SG;3
雰囲気	माहौल	雰囲気	माहौल	N	N;NOM;MASC;SG;3
雰囲気	वातावरण	雰囲気	वातावरण	N	N;NOM;MASC;SG;3
雰囲気	वायुमण्डल	雰囲気	वायुमण्डल	N	N;NOM;MASC;SG;3
雰囲気	वायुमंडल	雰囲気	वायुमंडल	N	N;NOM;MASC;SG;3
雰囲気	माहौल	雰囲気	माहौल	N	N;NOM;MASC;SG;3
海底	समुद्रतल	海底	समुद्रतल	N	N;NOM;MASC;SG;3
恒星	तारे	恒星	तारा	N	N;NOM;MASC;SG;3
恒星	तारों	恒星	तारा	N	N;ACC;MASC;PL;3
恒星	स्टार	恒星	स्टार	N	N;NOM;MASC;SG;3
介護	केयर	介護	केयर	N	N;NOM;FEM;SG;3
介護	परवाह	介護	परवाह	N	N;NOM;FEM;SG;3
主流	मुख्यधारा	主流	मुख्यधारा	N	N;NOM;FEM;SG;3
下流	डाउनस्ट्रीम	下流	डाउनस्ट्रीम	N	N;NOM;MASC;SG;3
水平	क्षैतिज	水平	क्षैतिज	N	N;NOM;MASC;SG;3
スカウト	स्काउट	スカウト	स्काउट	N	N;NOM;MASC;SG;3
スカウト	स्काउट	スカウト	स्काउट	N	N;NOM;MASC;SG;3
職人	कारीगरों	職人	कारीगर	N	N;ACC;MASC;PL;3
職人	कारीगर	職人	कारीगर	N	N;NOM;MASC;SG;3
職人	craftsman	職人	८ुआओापी	N	N;NOM;MASC;SG;3
職人	शिल्पियों	職人	शिल्पी	N	N;ACC;FEM;PL;3
職人	कारीगरों	職人	कारीगर	N	N;ACC;MASC;PL;3
職人	शिल्पकार	職人	शिल्पकार	N	N;NOM;MASC;SG;3
週末	सप्ताहांत	週末	सप्ताहांत	N	N;NOM;MASC;SG;3
週末	सप्ताहांत	週末	सप्ताहांत	N	N;NOM;MASC;SG;3
週末	वीकेंड	週末	वीकेंड	N	N;NOM;MASC;SG;3
コーン	कॉर्न	コーン	कॉर्न	N	N;NOM;MASC;SG;3
コーン	शंकु	コーン	शंकु	N	N;NOM;MASC;SG;3
スキル	निपुणता	スキル	निपुणता	N	N;NOM;FEM;SG;3
サイクル	चक्र	サイクル	चक्र	N	N;NOM;MASC;SG;3
サイクル	चक्र	サイクル	चक्र	N	N;NOM;MASC;SG;3
サイクル	साईकिल	サイクル	साईकिल	N	N;NOM;MASC;SG;3
名作	कृति	名作	कृति	N	N;NOM;FEM;SG;3
名作	कलाकृति	名作	कलाकृति	N	N;NOM;FEM;SG;3
ツイン	जुड़वां	ツイン	जुड़वां	N	N;NOM;MASC;SG;3
フォーラム	फोरम	フォーラム	फोरम	N	N;NOM;FEM;SG;3
フォーラム	मंच	フォーラム	मंच	N	N;NOM;MASC;SG;3
書き込み	लिखे	書き込み	लिख	V	V;PFV;MASC;PL;V.PTCP;ACT
書き込み	लिखें	書き込み	लिख	V	V;SBJV;PL;FIN;ACT
書き込み	लिखकर	書き込み	लिख	V	V;V.CVB
書き込み	लिखना	書き込み	लिख	V	V;MASC;NFIN;ACT
書き込み	लिखने	書き込み	लिख	V	V;NFIN;ACT
貫通	घुस	貫通	घुस	V	V;ACT
シェア	शेयर	シェア	शेयर	N	N;NOM;MASC;SG;3
俳句	हाइकु	俳句	हाइकु	N	N;NOM;MASC;SG;3
悲劇	त्रासदी	悲劇	त्रासदी	N	N;NOM;FEM;SG;3
垂直	लम्बवत	垂直	लम्बवत	N	N;NOM;FEM;SG;3
乾燥	सूख	乾燥	सूख	V	V;ACT
乾燥	सूखी	乾燥	सूख	V	V;PFV;FEM;SG;V.PTCP;ACT
落下	गिरने	落下	गिर	V	V;NFIN;ACT
落下	गिरना	落下	गिर	V	V;MASC;SG;V.PTCP;ACT
落下	गिरा	落下	गिर	V	V;PFV;MASC;SG;V.PTCP;ACT
落下	गिरना	落下	गिर	V	V;MASC;SG;V.PTCP;ACT
落下	गिर	落下	गिर	V	V;ACT
告示	नोटिस	告示	नोटिस	N	N;NOM;MASC;SG;3
告示	सूचना	告示	सूचना	N	N;NOM;FEM;SG;3
マリン	समुद्रतट	マリン	समुद्रतट	N	N;NOM;MASC;SG;3
繊維	कपड़ा	繊維	कपडा	N	N;NOM;MASC;SG;3
繊維	वस्त्र	繊維	वस्त्र	N	N;NOM;MASC;SG;3
繊維	फाइबर	繊維	फाइबर	N	N;NOM;MASC;SG;3
繊維	रेशा	繊維	रेशा	N	N;NOM;MASC;SG;3
繊維	रेशे	繊維	रेशा	N	N;NOM;MASC;SG;3
繊維	मछली	繊維	मछली	N	N;NOM;FEM;SG;3
繊維	रेशे	繊維	रेशा	N	N;NOM;MASC;SG;3
繊維	मछली	繊維	मछली	N	N;NOM;FEM;SG;3
待ち	रुको	待つ	रुक	V	V;SBJV;SG;FIN;ACT
エンターテイメント	मनोरंजन	エンターテイメント	मनोरंजन	N	N;NOM;MASC;SG;3
演習	युद्धाभ्यास	演習	युद्धाभ्यास	N	N;NOM;FEM;SG;3
体力	ताकत	体力	ताकत	N	N;NOM;FEM;SG;3
体力	मजबूती	体力	मजबूती	N	N;NOM;FEM;SG;3
体力	शक्ति	体力	शक्ति	N	N;NOM;FEM;SG;3
コンテナ	कंटेनर	コンテナ	कंटेनर	N	N;NOM;MASC;SG;3
コンテナ	पात्र	コンテナ	पात्र	N	N;NOM;MASC;SG;3
アンテナ	एंटीना	アンテナ	एंटीना	N	N;NOM;MASC;SG;3
船体	हल	船体	हल	N	N;NOM;MASC;SG;3
チケット	टिकट	チケット	टिकट	N	N;NOM;MASC;SG;3
チケット	टिकटें	チケット	टिकट	N	N;NOM;FEM;PL;3
チケット	टिकट	チケット	टिकट	N	N;NOM;MASC;SG;3
幻想	भ्रम	幻想	भ्रम	N	N;NOM;MASC;SG;3
フォト	फोटो	フォト	फोटो	N	N;NOM;FEM;SG;3
フォト	फ़ोटो	フォト	फाोट	N	N;NOM;MASC;SG;3
石炭	कोयला	石炭	कोयला	N	N;NOM;MASC;SG;3
石炭	कोयले	石炭	कोयला	N	N;NOM;MASC;SG;3
グラム	ग्राम	グラム	ग्राम	N	N;NOM;MASC;SG;3
グラム	ग्राम	グラム	ग्राम	N	N;NOM;MASC;SG;3
キリスト	क्राइस्ट	キリスト	क्राइस्ट	N	N;NOM;MASC;SG;3
ループ	लूप	ループ	लूप	N	N;NOM;MASC;SG;3
開く	खुला	開く	खुल	V	V;PFV;MASC;SG;V.PTCP;ACT
開く	खोलें	開く	खोल	V	V;SBJV;PL;FIN;ACT
開く	खोलने	開く	खोल	V	V;NFIN;ACT
電圧	वोल्टेज	電圧	वोल्टेज	N	N;NOM;MASC;SG;3
流し	डूबना	流す	डूब	V	V;MASC;NFIN;ACT
喜劇	हास्य	喜劇	हास्य	N	N;NOM;MASC;SG;3
喜劇	कॉमेडी	喜劇	कॉमेडी	N	N;NOM;FEM;SG;3
光学	ऑप्टिकल	光学	ऑप्टिकल	N	N;NOM;MASC;SG;3
光学	प्रकाशिकी	光学	प्रकाशिकी	N	N;NOM;FEM;SG;3
ライター	रचनाकार	ライター	रचनाकार	N	N;NOM;MASC;SG;3
ライター	लेखक	ライター	लेखक	N	N;NOM;MASC;SG;3
キット	किट	キット	किट	N	N;NOM;FEM;SG;3
ビジュアル	दृष्टि	ビジュアル	दृष्टि	N	N;NOM;FEM;SG;3
ビジュアル	विज़ुअल	ビジュアル	विज़ुअल	N	N;NOM
歩行	सैर	歩行	सैर	N	N;NOM;FEM;SG;3
割引	डिस्काउंट	割引	डिस्काउंट	N	N;NOM;MASC;SG;3
割引	छूट	割引	छूट	N	N;NOM;FEM;SG;3
割引	छूट	割引	छूट	N	N;NOM;FEM;SG;3
変数	चर	変数	चर	N	N;NOM;MASC;SG;3
変数	परिवर्तनशील	変数	परिवर्तनशील	N	N;NOM;MASC;SG;3
変数	परिवर्तनीय	変数	परिवर्तनीय	N	N;NOM
変数	चर	変数	चर	N	N;NOM;MASC;SG;3
変数	परिवर्तनीय	変数	परिवर्तनीय	N	N;NOM
カテゴリー	वर्ग	カテゴリー	वर्ग	N	N;NOM;MASC;SG;3
カテゴリー	श्रेणी	カテゴリー	श्रेणी	N	N;NOM;FEM;SG;3
カテゴリー	श्रेणियाँ	カテゴリー	श्रेणी	N	N;NOM;FEM;PL;3
カテゴリー	श्रेणी	カテゴリー	श्रेणी	N	N;NOM;FEM;SG;3
牧師	पादरी	牧師	पादरी	N	N;NOM;MASC;SG;3
フロンティア	frontier	フロンティア	frontier	N	N;NOM;MASC;SG;3
役職	पद	役職	पद	N	N;NOM;MASC;SG;3
役職	स्थिति	役職	स्थिति	N	N;NOM;FEM;SG;3
役職	शीर्षक	役職	शीर्षक	N	N;NOM;MASC;SG;3
薬物	दवाएँ	薬物	दवा	N	N;NOM;FEM;PL;3
化石	जीवाश्मों	化石	जीवाश्म	N	N;ACC;MASC;PL;3
化石	खनिज	化石	खनिज	N	N;NOM;MASC;SG;3
化石	जीवाश्म	化石	जीवाश्म	N	N;NOM;MASC;SG;3
化石	चट्टान	化石	चट्टान	N	N;NOM;FEM;SG;3
天文台	वेधशाला	天文台	वेधशाला	N	N;NOM;FEM;SG;3
ドット	बिंदु	ドット	बिंदु	N	N;NOM;MASC;SG;3
ドット	बिन्दु	ドット	बिंदु	N	N;NOM;MASC;SG;3
果実	फल	果実	फल	N	N;NOM;MASC;SG;3
果実	फलों	果実	फल	N	N;ACC;MASC;PL;3
果実	फल	果実	फल	N	N;NOM;MASC;SG;3
魅力	आकर्षण	魅力	आकर्षण	N	N;NOM;MASC;SG;3
住宅地	आवासीय	住宅地	आवासीय	N	N;NOM
昼間	दिन	昼間	दिन	N	N;NOM;MASC;SG;3
大気	वातावरण	大気	वातावरण	N	N;NOM;MASC;SG;3
大気	वायुमण्डल	大気	वायुमण्डल	N	N;NOM;MASC;SG;3
大気	वायुमंडल	大気	वायुमंडल	N	N;NOM;MASC;SG;3
大気	माहौल	大気	माहौल	N	N;NOM;MASC;SG;3
エンターテインメント	मनोरंजन	エンターテインメント	मनोरंजन	N	N;NOM;MASC;SG;3
傑作	कृति	傑作	कृति	N	N;NOM;FEM;SG;3
傑作	कलाकृति	傑作	कलाकृति	N	N;NOM;FEM;SG;3
傑作	कृतियाँ	傑作	कृति	N	N;NOM;FEM;PL;3
カーブ	वक्र	カーブ	वक्र	N	N;NOM;MASC;SG;3
カーブ	वक्र	カーブ	वक्र	N	N;NOM;MASC;SG;3
荷物	सामान	荷物	सामान	N	N;NOM;MASC;SG;3
アイデア	विचारों	アイデア	विचार	N	N;ACC;MASC;PL;3
アイデア	विचार	アイデア	विचार	N	N;NOM;MASC;SG;3
アイデア	विचार	アイデア	विचार	N	N;NOM;MASC;SG;3
グレー	सलेटी	グレー	सलेटी	N	N;NOM;MASC;SG;3
角度	कोण	角度	कोण	N	N;NOM;MASC;SG;3
エレベーター	वृद्धि	エレベーター	वृद्धि	N	N;NOM;FEM;SG;3
エレベーター	लिफ्ट	エレベーター	लिफ्ट	N	N;NOM;FEM;SG;3
エレベーター	लिफ्ट	エレベーター	लिफ्ट	N	N;NOM;FEM;SG;3
批評家	आलोचक	批評家	आलोचक	N	N;NOM;MASC;SG;3
花嫁	दुल्हन	花嫁	दुल्हन	N	N;NOM;FEM;SG;3
花嫁	बहू	花嫁	बहू	N	N;NOM;FEM;SG;3
マウント	आरोह	マウント	आरोह	N	N;NOM;MASC;SG;3
動物園	चिड़ियाघर	動物園	चिड़ियाघर	N	N;NOM;MASC;SG;3
音楽家	संगीतकार	音楽家	संगीतकार	N	N;NOM;MASC;SG;3
ソックス	मोजे	ソックス	मोज	N	N;NOM;MASC;SG;3
予防	बचाव	予防	बचाव	N	N;NOM;MASC;SG;3
予防	निवारण	予防	निवारण	N	N;NOM;MASC;SG;3
予防	रोकथाम	予防	रोकथाम	N	N;NOM;FEM;SG;3
胴体	धड़	胴体	धड़	N	N;NOM;MASC;SG;3
友情	मित्रता	友情	मित्रता	N	N;NOM;FEM;SG;3
友情	दोस्ती	友情	दोस्ती	N	N;NOM;FEM;SG;3
機材	उपकरण	機材	उपकरण	N	N;NOM;MASC;PL;3
パロディ	व्यंग्य	パロディ	व्यंग्य	N	N;NOM;MASC;SG;3
反射	परावर्तन	反射	परावर्तन	N	N;NOM;MASC;SG;3
反射	प्रतिबिम्ब	反射	प्रतिबिम्ब	N	N;NOM;FEM;SG;3
反射	प्रतिबिंब	反射	प्रतिबिंब	N	N;NOM;MASC;SG;3
小売	रिटेल	小売	रिटेल	N	N;NOM;MASC;SG;3
小売	खुदरा	小売	खुदरा	N	N;NOM;MASC;SG;3
死体	लाश	死体	लाश	N	N;NOM;FEM;SG;3
アルファベット	लिपि	アルファベット	लिपि	N	N;NOM;FEM;SG;3
アルファベット	वर्णमाला	アルファベット	वर्णमाला	N	N;NOM;FEM;SG;3
フォーマット	फ़ॉर्मेट	フォーマット	फ़ॉर्मेट	N	N;NOM;MASC;SG;3
フォーマット	स्वरुप	フォーマット	स्वरुप	N	N;NOM;MASC;SG;3
フォーマット	प्रारूप	フォーマット	प्रारूप	N	N;NOM;MASC;SG;3
フォーマット	फ़ॉर्मेट	フォーマット	फ़ॉर्मेट	N	N;NOM;MASC;SG;3
フォーマット	फॉर्मेट	フォーマット	फॉर्मेट	N	N;NOM;MASC;SG;3
フォーマット	स्वरूप	フォーマット	स्वरूप	N	N;NOM;MASC;SG;3
ケア	केयर	ケア	केयर	N	N;NOM;FEM;SG;3
ケア	परवाह	ケア	परवाह	N	N;NOM;FEM;SG;3
アース	धरती	アース	धरती	N	N;NOM;FEM;SG;3
バルブ	वाल्व	バルブ	वाल्व	N	N;NOM;MASC;SG;3
鉱物	खनिज	鉱物	खनिज	N	N;NOM;MASC;SG;3
鉱物	मिनरल्स	鉱物	मिनरल	N	N;NOM;MASC;PL;3
鉱物	खनिज	鉱物	खनिज	N	N;NOM;MASC;SG;3
幸福	ख़ुशी	幸福	ख़ुशी	N	N;NOM;FEM;SG;3
幸福	खुशी	幸福	खुशी	N	N;NOM;FEM;SG;3
振動	दोलन	振動	दोलन	N	N;NOM;MASC;SG;3
振動	स्पंदन	振動	स्पंदन	N	N;NOM;MASC;SG;3
ピーク	शिखर	ピーク	शिखर	N	N;NOM;MASC;SG;3
症候	सिंड्रोम	症候	सिंड्रोम	N	N;NOM;MASC;SG;3
汚染	प्रदूषक	汚染	प्रदूषक	N	N;NOM;MASC;SG;3
汚染	प्रदूषण	汚染	प्रदूषण	N	N;NOM;MASC;SG;3
汚染	संदूषण	汚染	संदूषण	N	N;NOM;MASC;SG;3
メニュー	मेन्यू	メニュー	मेन्यू	N	N;NOM;MASC;SG;3
メニュー	मेनू	メニュー	मेनू	N	N;NOM;MASC;SG;3
メニュー	मेनू	メニュー	मेनू	N	N;NOM;MASC;SG;3
細菌	बैक्टीरियल	細菌	बैक्टीरियल	N	N;NOM;MASC;SG;3
細菌	जीवाणु	細菌	जीवाणु	N	N;NOM;MASC;SG;3
中尉	लेफ्टिनेंट	中尉	लेफ्टिनेंट	N	N;NOM;MASC;SG;3
民主主義	लोकतंत्र	民主主義	लोकतंत्र	N	N;NOM;MASC;SG;3
水路	जलमार्ग	水路	जलमार्ग	N	N;NOM;MASC;SG;3
水路	जलमार्गों	水路	जलमार्ग	N	N;ACC;MASC;PL;3
小屋	झोपड़ी	小屋	झोपड़ी	N	N;NOM;FEM;SG;3
キュー	कतार	キュー	कतार	N	N;NOM;FEM;SG;3
キュー	कतारें	キュー	कतार	N	N;NOM;FEM;PL;3
元素	तत्वों	元素	तत्व	N	N;ACC;MASC;PL;3
元素	तत्व	元素	तत्व	N	N;NOM;MASC;SG;3
