категория	kategorie	категория	kategorie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
термины	výrazy	термин	výraz	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
термины	podmínky	термин	podmínka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
династия	dynastie	династия	dynastie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
вход	přihlášení	вход	přihlášení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
вход	vchod	вход	vchod	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
вход	vstup	вход	vstup	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
инструмент	nástroj	инструмент	nástroj	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
инструмент	nástroj	инструмент	nástroj	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
инструмент	nářadí	инструмент	nářadí	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
недостатки	závady	недостаток	závada	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
недостатки	nedostatky	недостаток	nedostatek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
недостатки	nedostatky	недостаток	nedostatek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
недостатки	slabiny	недостаток	slabina	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
недостатки	nedostatky	недостаток	nedostatek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
недостатки	vady	недостаток	vada	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
недостатки	nevýhody	недостаток	nevýhoda	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
объяснить	vysvětlit	объяснить	vysvětlit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
объяснить	vysvětlete	объяснить	vysvětlet	V;PFV;NFIN;ACT	V;IMP;PL;2;POS;FIN
фрагмент	úlomek	фрагмент	úlomek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
лука	luka	лук	luka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
повышение	propagace	повышение	propagace	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
повышение	povýšení	повышение	povýšení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
центры	centra	центр	centrum	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL;POS
центры	střediska	центр	středisko	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL;POS
центры	centra	центр	centrum	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL;POS
центры	střediska	центр	středisko	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL;POS
ник	nick	ник	nick	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
усилия	snahy	усилие	snaha	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
казни	popravy	казнь	poprava	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
остаться	zůstaň	остаться	zůstaň	V;PFV;NFIN;MID	V;IMP;SG;1;POS;FIN
остаться	zůstat	остаться	zůstat	V;PFV;NFIN;MID	V;POS;NFIN
остаться	zůstaňte	остаться	zůstat	V;PFV;NFIN;MID	V;PFV;IMP;PL;2;POS;FIN
отказаться	odmítnout	отказаться	odmítnout	V;PFV;NFIN;MID	V;PFV;POS;NFIN
правка	úprava	правка	úprava	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
отрасли	pobočky	отрасль	pobočka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
отрасли	větve	отрасль	větev	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
честно	upřímně	честно	upřímně	ADV	ADV;POS
честно	čestně	честно	čestně	ADV	ADV;POS
честно	poctivě	честно	poctivě	ADV	ADV;POS
кристиан	křesťan	кристианин	křesťan	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
лодка	loď	лодка	loď	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
лодка	člun	лодка	člun	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
внутренние	domácí	внутренний	domácí	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;PL;POS
вероятность	pravděpodobnost	вероятность	pravděpodobnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
вероятность	pravděpodobnost	вероятность	pravděpodobnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
европа	europa	европа	europa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
переводы	převody	перевод	převod	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
переводы	transfery	перевод	transfer	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
переводы	překlady	перевод	překlad	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
получение	získání	получение	získání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
получение	příjem	получение	příjem	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
красное	červené	красный	červený	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
красное	červená	красный	červený	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
красное	rudá	красный	rudý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
красное	červený	красный	červený	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
физика	fyzika	физик	fyzika	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
отправил	poslal	отправить	poslat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
строки	řádky	строка	řádek	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
строки	tratě	строка	trať	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
строки	řádky	строка	řádek	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
строки	linky	строка	linka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
строки	čáry	строка	čára	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
строки	šňůry	строка	šňůra	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
строки	řetězce	строка	řetězec	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
строки	smyčce	строка	smyčec	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
строки	struny	строка	struna	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
юрист	právnička	юрист	právnička	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
юрист	právník	юрист	právník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
юрист	advokát	юрист	advokát	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
мид	mfa	мид	mfa	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;POS
маршруты	trasy	маршрут	trasa	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
пар	dvojice	пар	dvojice	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
пар	pára	пар	pára	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
пар	pára	пар	pára	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
быстрое	rychlé	быстрый	rychlý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
батареи	baterky	батарея	baterka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
физик	fyzik	физик	fyzik	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
документ	dokument	документ	dokument	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
документ	doklad	документ	doklad	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
леди	dáma	леди	dáma	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
леди	lady	леди	lady	N;ANIM;NOM;FEM;SG	N;FEM;SG;POS
леди	paní	леди	paní	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
уничтожить	zničit	уничтожить	zničit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
уничтожить	vyhladit	уничтожить	vyhladit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
финалист	finalista	финалист	finalista	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
ответственности	ručení	ответственность	ručení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
ответственности	odpovědnost	ответственность	odpovědnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
юнеско	unesco	юнеско	unésco	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG;POS
яна	honza	яна	honza	N;ANIM;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
яна	jano	яна	jano	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG;POS
серебро	stříbro	серебро	stříbro	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
участки	pozemky	участок	pozemek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
участки	balíky	участок	balík	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
иск	žaloba	иск	žaloba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
улучшить	vylepšit	улучшить	vylepšit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
улучшить	zlepšit	улучшить	zlepšit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
часы	hodiny	часы	hodina	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
часы	hodinky	часы	hodinky	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
часы	hodinky	часы	hodinky	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
часы	hodiny	часы	hodina	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
слегка	mírně	слегка	mírně	ADV	ADV;POS
слегка	lehce	слегка	lehce	ADV	ADV;POS
построить	postavit	строить	postavit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
построить	vybudovat	строить	vybudovat	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
флаги	vlajky	флаг	vlajka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
серьёзно	vážně	серьёзно	vážně	ADV	ADV;POS
наша	naše	наш	můj	DET;NOM;FEM;SG	DET;NOM;SG;1
наша	náš	наш	můj	DET;NOM;FEM;SG	DET;NOM;MASC;SG;1
наша	naše	наш	můj	DET;NOM;FEM;SG	DET;NOM;SG;1
наша	náš	наш	můj	DET;NOM;FEM;SG	DET;NOM;MASC;SG;1
ночи	večery	ночь	večer	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
запросы	žádosti	запрос	žádost	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
запросы	dotazy	запрос	dotaz	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
запросы	dotazy	запрос	dotaz	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
солнце	slunce	солнце	slunce	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
анастасия	anastasia	анастасия	anastasium	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
рисунок	kreslení	рисунок	kreslení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
рисунок	kresba	рисунок	kresba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
рисунок	losování	рисунок	losování	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
рисунок	postava	рисунок	postava	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
помещения	prostory	помещение	prostora	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
блокировка	zámek	блокировка	zámek	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
блокировка	zamykání	блокировка	zamykání	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
блокировка	uzavření	блокировка	uzavření	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
блокировка	blokování	блокировка	blokování	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
блокировка	blok	блокировка	blok	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
блокировка	blokování	блокировка	blokování	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
записки	noty	записка	nota	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
записки	poznámky	записка	poznámka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
владение	přechovávání	владение	přechovávání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
владение	držení	владение	držení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
владение	vlastnictví	владение	vlastnictví	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
фабрика	továrna	фабрика	továrna	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
расширения	prodloužení	расширение	prodloužení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
расширения	rozšíření	расширение	rozšíření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
характеристика	charakteristika	характеристика	charakteristika	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
патриарх	patriarcha	патриарх	patriarcha	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
лечение	zacházení	лечение	zacházení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
лечение	léčby	лечение	léčba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
лечение	léčba	лечение	léčba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
лечение	ošetření	лечение	ošetření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
лечение	léčení	лечение	léčení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
лечение	léčba	лечение	léčba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
лечение	ošetření	лечение	ošetření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
цитаты	citáty	цитата	citát	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
рабочие	pracovníci	рабочий	pracovník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
рабочие	dělníci	рабочий	dělník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
татарстан	tatarstán	татарстан	tatarstán	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
щит	štít	щит	štít	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
щит	shield	щит	shield	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
руку	paži	рука	paži	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
руку	ruku	рука	ruka	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
руку	ruku	рука	ruka	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG;POS
сказки	báchorky	сказка	báchorka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
сказки	povídky	сказка	povídka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
сказки	příběhy	сказка	příběh	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
сказки	pohádky	сказка	pohádka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
конструкция	stavebnictví	конструкция	stavebnictví	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
конструкция	výstavba	конструкция	výstavba	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
конструкция	stavba	конструкция	stavba	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
конструкция	konstrukce	конструкция	konstrukce	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
конструкция	návrh	конструкция	návrh	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
конструкция	design	конструкция	design	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
конструкция	projektování	конструкция	projektování	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
конструкция	konstrukce	конструкция	konstrukce	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
концепция	pojem	концепция	pojem	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
концепция	koncept	концепция	koncept	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
концепция	koncepce	концепция	koncepce	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
концепция	pojetí	концепция	pojetí	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
признать	rozpoznat	признать	rozpoznat	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
признать	přiznat	признать	přiznat	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
признать	uznat	признать	uznat	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
значительный	významná	значительный	významný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
значительный	značná	значительный	značný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
значительный	významný	значительный	významný	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
нормы	normy	норма	norma	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
нормы	normy	норма	norma	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
нормы	standardy	норма	standard	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
ключ	klíč	ключ	klíč	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
скульптуры	sochy	скульптура	socha	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
скульптуры	sochy	скульптура	socha	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
местное	lokální	местный	lokální	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
местное	místní	местный	místní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
реестре	registr	реестр	registr	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
реестре	rejstřík	реестр	rejstřík	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
офицеры	důstojníci	офицер	důstojník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
офицеры	policisté	офицер	policista	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
офицеры	strážníci	офицер	strážník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
кафе	kavárna	кафе	kavárna	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
кафе	kavárna	кафе	kavárna	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
лорд	pán	лорда	pán	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
рас	ras	раса	rasa	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL;POS
долина	údolí	долина	údolí	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
текущий	současné	текущий	současný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
текущий	aktuální	текущий	aktuální	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
текущий	současná	текущий	současný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
текущий	současný	текущий	současný	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
чистая	čisté	чистый	čistý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
чистая	čistý	чистый	čistý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
чистая	čistá	чистый	čistý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
чистая	čistá	чистый	čistý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
чистая	čistý	чистый	čistý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
чистая	čisté	чистый	čistý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
христианство	křesťanství	христианство	křesťanství	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
внук	vnuk	внук	vnuk	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
специалисты	odborníci	специалист	odborník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
специалисты	profesionálové	специалист	profesionál	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
специалисты	odborníci	специалист	odborník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
пород	plemen	порода	plemen	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL;POS
смотреть	sledovat	смотреть	sledovat	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
ядра	jádra	ядро	jádro	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
ядра	jádra	ядро	jádro	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
английская	anglické	английский	anglický	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
обсудить	projednat	обсудить	projednat	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
обсудить	probrat	обсудить	probrat	V;PFV;NFIN;ACT	V;POS;NFIN
последствия	následky	последствие	následek	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
последствия	důsledky	последствие	důsledek	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
последствия	dopady	последствие	dopad	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
последствия	efekty	последствие	efekt	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
последствия	účinky	последствие	účinek	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
последствия	vlivy	последствие	vliv	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
последствия	důsledky	последствие	důsledek	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
последствия	následky	последствие	následek	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
спортсмен	sportovec	спортсмен	sportovec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
спортсмен	atlet	спортсмен	atlet	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
спортсмен	sportovec	спортсмен	sportovec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
стоял	stál	стоять	stát	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
ответственный	zodpovědná	ответственный	zodpovědný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
ответственный	odpovědný	ответственный	odpovědný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
ответственный	odpovědná	ответственный	odpovědný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
ответственный	zodpovědný	ответственный	zodpovědný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
дополнительно	dodatečně	дополнительно	dodatečně	ADV	ADV;POS
живопись	obraz	живопись	obraz	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
живопись	malba	живопись	malba	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
живопись	malování	живопись	malování	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
мусульмане	muslimové	мусульманин	muslim	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
пришла	přišel	прийти	přijít	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
пришла	přišlo	прийти	přijít	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;NEUT;SG;POS;PST;V.PTCP;ACT
экспедиция	výprava	экспедиция	výprava	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
экспедиция	expedice	экспедиция	expedice	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
жила	žilo	жить	žít	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;NEUT;SG;POS;PST;V.PTCP;ACT
жила	žil	жить	žít	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
православие	ortodoxie	православие	ortodoxie	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
художественная	umělecké	художественный	umělecký	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
