catégorie	категория	catégorie	категория	N;FEM;SG	N;INDF;FEM;SG
appareil	устройство	appareil	устройство	N;MASC;SG	N;INDF;NEUT;SG
appareil	устройството	appareil	устройство	N;MASC;SG	N;DEF;NEUT;SG
appareil	камера	appareil	камера	N;MASC;SG	N;INDF;FEM;SG
appareil	фотоапарат	appareil	фотоапарам	N;MASC;SG	N;INDF;MASC;SG
appareil	камерата	appareil	камера	N;MASC;SG	N;DEF;FEM;SG
appareil	уред	appareil	уред	N;MASC;SG	N;INDF;MASC;SG
appareil	апарат	appareil	апарат	N;MASC;SG	N;INDF;MASC;SG
appareil	апаратура	appareil	апаратура	N;MASC;SG	N;INDF;FEM;SG
considère	счита	considérer	считам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
outils	инструменти	outil	инструмент	N;MASC;PL	N;INDF;MASC;PL
outils	инструментите	outil	инструмент	N;MASC;PL	N;DEF;MASC;PL
complet	пълна	complet	пълен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
complet	пълен	complet	пълен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
complet	пълна	complet	пълен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
complet	пълен	complet	пълен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
florence	флоренция	florence	флоренция	N;FEM;SG	N;INDF;FEM;SG
trophée	трофей	trophée	трофей	N;MASC;SG	N;INDF;MASC;SG
paroles	текстове	parole	текст	N;FEM;PL	N;INDF;MASC;PL
aspect	появата	aspect	поява	N;MASC;SG	N;DEF;FEM;SG
aspect	появяване	aspect	появяване	N;MASC;SG	N;INDF;NEUT;SG
aspect	поява	aspect	поява	N;MASC;SG	N;INDF;FEM;SG
aspect	аспект	aspect	аспект	N;MASC;SG	N;INDF;MASC;SG
envoyé	изпратена	envoyer	изпратя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
envoyé	изпратено	envoyer	изпратя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
envoyé	изпратен	envoyer	изпратя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tôt	рано	tôt	рано	ADV	ADV
comportement	поведение	comportement	поведение	N;MASC;SG	N;INDF;NEUT;SG
comportement	поведение	comportement	поведение	N;MASC;SG	N;INDF;NEUT;SG
contributeur	дарител	contributeur	дарител	N;MASC;SG	N;INDF;MASC;SG
humain	човешка	humain	човешки	ADJ;MASC;SG	ADJ;INDF;FEM;SG
humain	човешки	humain	човешки	ADJ;MASC;SG	ADJ;INDF;MASC;SG
info	информация	info	информация	N;MASC;SG	N;INDF;FEM;SG
info	инфо	info	инфо	N;MASC;SG	N;INDF;MASC;SG
signé	подписано	signer	подпиша-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
signé	подписан	signer	подпиша-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
texas	тексас	texas	тексас	N;MASC;SG	N;INDF;MASC;SG
septième	седмо	septième	седми	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
septième	седма	septième	седми	ADJ;MASC;SG	ADJ;INDF;FEM;SG
septième	седми	septième	седми	ADJ;MASC;SG	ADJ;INDF;MASC;SG
étend	разширява	étendre	разширявам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
maillot	джързи	maillot	джърза	N;MASC;SG	N;INDF;FEM;SG
dispute	свада	dispute	свадам	N;FEM;SG	N;INDF;FEM;SG
dispute	караница	dispute	караница	N;FEM;SG	N;INDF;FEM;SG
dispute	кавга	dispute	кавга	N;FEM;SG	N;INDF;FEM;SG
dispute	спор	dispute	спор	N;FEM;SG	N;INDF;MASC;SG
dispute	аргумент	dispute	аргумент	N;FEM;SG	N;INDF;MASC;SG
dispute	спор	dispute	спор	N;FEM;SG	N;INDF;MASC;SG
dispute	спорът	dispute	спор	N;FEM;SG	N;DEF;MASC;SG
lune	муун	lune	муун	N;FEM;SG	N;INDF;FEM;SG
lune	луна	lune	луна	N;FEM;SG	N;INDF;FEM;SG
lune	луната	lune	луна	N;FEM;SG	N;DEF;FEM;SG
orbite	орбита	orbite	орбита	N;FEM;SG	N;INDF;FEM;SG
orbite	орбитата	orbite	орбита	N;FEM;SG	N;DEF;FEM;SG
championne	шампион	champion	шампион	N;FEM;SG	N;INDF;MASC;SG
championne	шампион	champion	шампион	N;FEM;SG	N;INDF;MASC;SG
championne	шампиона	champion	шампион	N;FEM;SG	N;DEF;MASC;SG
championne	шампионка	champion	шампионка	N;FEM;SG	N;INDF;FEM;SG
développer	развиват	développer	развивам-(се)	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
interieur	вътрешна	interieur	вътрешен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
interieur	вътрешен	interieur	вътрешен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
extension	разрастване	extension	разрастване	N;FEM;SG	N;INDF;NEUT;SG
extension	разширяване	extension	разширяване	N;FEM;SG	N;INDF;NEUT;SG
extension	разширение	extension	разширение	N;FEM;SG	N;INDF;NEUT;SG
extension	продължение	extension	продължение	N;FEM;SG	N;INDF;NEUT;SG
extension	удължаване	extension	удължаване	N;FEM;SG	N;INDF;NEUT;SG
extension	разширение	extension	разширение	N;FEM;SG	N;INDF;NEUT;SG
scènes	сцените	scène	сцена	N;FEM;PL	N;DEF;FEM;PL
scènes	сцени	scène	сцена	N;FEM;PL	N;INDF;FEM;PL
amiral	адмиралът	amiral	адмирал	N;MASC;SG	N;DEF;MASC;SG
amiral	адмирал	amiral	адмирам	N;MASC;SG	N;INDF;MASC;SG
murs	стени	mur	стена	N;MASC;PL	N;INDF;FEM;PL
murs	стените	mur	стена	N;MASC;PL	N;DEF;FEM;PL
modifications	модификации	modification	модификация	N;FEM;PL	N;INDF;FEM;PL
modifications	изменения	modification	изменение	N;FEM;PL	N;INDF;NEUT;PL
modifications	промени	modification	промяна	N;FEM;PL	N;INDF;FEM;PL
modifications	промените	modification	промяна	N;FEM;PL	N;DEF;FEM;PL
modifications	изменения	modification	изменение	N;FEM;PL	N;INDF;NEUT;PL
modifications	редакции	modification	редакция	N;FEM;PL	N;INDF;FEM;PL
prises	взети	prendre	взема	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
initiative	инициатива	initiative	инициатива	N;FEM;SG	N;INDF;FEM;SG
autonome	автономна	autonome	автономен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
marguerite	маргарет	marguerite	маргарет	N;FEM;SG	N;INDF;FEM;SG
marguerite	маргарита	marguerite	маргарит	N;FEM;SG	N;INDF;FEM;SG
améliorer	подобри	améliorer	подобря-(се)	V;NFIN	V;PFV;IMP;SG;2;FIN
sénateur	сенатор	sénateur	сенатор	N;MASC;SG	N;INDF;MASC;SG
morte	умрял	mourir	умра	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
morte	умряла	mourir	умра	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
profondeur	дълбочина	profondeur	дълбочина	N;FEM;SG	N;INDF;FEM;SG
partage	споделяне	partage	споделяне	N;MASC;SG	N;INDF;NEUT;SG
partage	дял	partage	дял	N;MASC;SG	N;INDF;MASC;SG
partage	споделянето	partage	споделяне	N;MASC;SG	N;DEF;NEUT;SG
partage	споделяне	partage	споделяне	N;MASC;SG	N;INDF;NEUT;SG
croissance	израстване	croissance	израстване	N;FEM;SG	N;INDF;NEUT;SG
croissance	растеж	croissance	растеж	N;FEM;SG	N;INDF;MASC;SG
croissance	ръст	croissance	ръст	N;FEM;SG	N;INDF;MASC;SG
interne	вътрешна	interne	вътрешен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
interne	вътрешен	interne	вътрешен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
portugais	португалски	portugais	португалски	ADJ;MASC;SG	ADJ;INDF;MASC;SG
stations	станции	station	станция	N;FEM;PL	N;INDF;FEM;PL
profil	профил	profil	профил	N;MASC;SG	N;INDF;MASC;SG
refuse	отказва	refuser	отказвам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
maximum	максимална	maximum	максимален	ADJ;MASC;SG	ADJ;INDF;FEM;SG
maximum	максимален	maximum	максимален	ADJ;MASC;SG	ADJ;INDF;MASC;SG
cabinet	кабинет	cabinet	кабинет	N;MASC;SG	N;INDF;MASC;SG
cabinet	шкаф	cabinet	шкаф	N;MASC;SG	N;INDF;MASC;SG
cabinet	кабинетът	cabinet	кабинет	N;MASC;SG	N;DEF;MASC;SG
toi	ти	soi	аз	PRO;SG;2	PRO;NOM;SG;2
toi	ви	soi	аз	PRO;SG;2	PRO;ACC;SG;2
ère	възраст	ère	възраст	N;FEM;SG	N;INDF;FEM;SG
présidence	стол	présidence	стол	N;FEM;SG	N;INDF;MASC;SG
présidence	столче	présidence	столче	N;FEM;SG	N;INDF;NEUT;SG
présidence	столът	présidence	стол	N;FEM;SG	N;DEF;MASC;SG
présidence	председателство	présidence	председателство	N;FEM;SG	N;INDF;NEUT;SG
voyageurs	пътниците	voyageur	пътник	N;MASC;PL	N;DEF;MASC;PL
voyageurs	пътници	voyageur	пътник	N;MASC;PL	N;INDF;MASC;PL
voyageurs	пасажери	voyageur	пасажер	N;MASC;PL	N;INDF;MASC;PL
voyageurs	пътешественици	voyageur	пътешешествен	N;MASC;PL	N;INDF;MASC;PL
voyageurs	пътешественици	voyageur	пътешешествен	N;MASC;PL	N;INDF;MASC;PL
voyageurs	пътници	voyageur	пътник	N;MASC;PL	N;INDF;MASC;PL
sculpteur	скулптор	sculpteur	скулптор	N;MASC;SG	N;INDF;MASC;SG
vision	зрение	vision	зрение	N;FEM;SG	N;INDF;NEUT;SG
vision	виждане	vision	виждане	N;FEM;SG	N;INDF;NEUT;SG
vision	визия	vision	визия	N;FEM;SG	N;INDF;FEM;SG
miss	мис	miss	мис	N;FEM;SG	N;INDF;FEM;SG
forêts	гори	forêt	гора	N;FEM;PL	N;INDF;FEM;PL
forêts	горите	forêt	гора	N;FEM;PL	N;DEF;FEM;PL
étapes	стадии	étape	стадия	N;FEM;PL	N;INDF;MASC;PL
étapes	етапи	étape	етапя	N;FEM;PL	N;INDF;MASC;PL
étapes	етапи	étape	етапя	N;FEM;PL	N;INDF;MASC;PL
étapes	стъпала	étape	стъпало	N;FEM;PL	N;INDF;NEUT;PL
étapes	стъпки	étape	стъпка	N;FEM;PL	N;INDF;FEM;PL
étapes	стълби	étape	стълба	N;FEM;PL	N;INDF;FEM;PL
étapes	крачки	étape	крачка	N;FEM;PL	N;INDF;FEM;PL
céleste	селесте	céleste	селес	N;MASC;SG	N;INDF;MASC;SG
céleste	селест	céleste	селест	N;MASC;SG	N;INDF;MASC;SG
associations	сдружения	association	сдружение	N;FEM;PL	N;INDF;NEUT;PL
associations	асоциации	association	асоциация	N;FEM;PL	N;INDF;FEM;PL
grade	степен	grade	степен	N;MASC;SG	N;INDF;FEM;SG
grade	ранг	grade	ранг	N;MASC;SG	N;INDF;MASC;SG
impériale	имперски	impérial	имперски	ADJ;FEM;SG	ADJ;INDF;MASC;SG
sam	сам	sam	сам	N;MASC;SG	N;INDF;MASC;SG
poursuit	продължава	poursuivre	продължавам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dehors	отвън	dehors	отвън	ADV	ADV
dehors	навън	dehors	навън	ADV	ADV
dehors	вън	dehors	вън	ADV	ADV
dehors	навън	dehors	навън	ADV	ADV
servir	служа	servir	служа	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
servir	служи	servir	служа	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
protéger	защити	protéger	защитя	V;NFIN	V;PFV;IMP;SG;2;FIN
baisse	упадък	baisse	упадък	N;FEM;SG	N;INDF;MASC;SG
baisse	спад	baisse	спад	N;FEM;SG	N;INDF;MASC;SG
baisse	намаление	baisse	намаление	N;FEM;SG	N;INDF;NEUT;SG
baisse	намаляване	baisse	намаляване	N;FEM;SG	N;INDF;NEUT;SG
baisse	спадане	baisse	спадане	N;FEM;SG	N;INDF;NEUT;SG
pacifique	спокойна	pacifique	спокоен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
pacifique	спокоен	pacifique	спокоен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
madame	госпожо	Monsieur	госпожо	N;FEM;SG	N;INDF;FEM;SG
madame	дамата	Monsieur	дама	N;FEM;SG	N;DEF;FEM;SG
madame	лейди	Monsieur	лейд	N;FEM;SG	N;INDF;FEM;SG
madame	дама	Monsieur	дама	N;FEM;SG	N;INDF;FEM;SG
madame	мадам	Monsieur	мадам	N;FEM;SG	N;INDF;FEM;SG
grecque	гръцки	grec	гръцки	ADJ;FEM;SG	ADJ;INDF;MASC;SG
grecque	гръцка	grec	гръцки	ADJ;FEM;SG	ADJ;INDF;FEM;SG
fédérale	федерален	fédéral	федерален	ADJ;FEM;SG	ADJ;INDF;MASC;SG
fédérale	федерална	fédéral	федерален	ADJ;FEM;SG	ADJ;INDF;FEM;SG
agricole	селскостопански	agricole	селскостопански	ADJ;MASC;SG	ADJ;INDF;MASC;SG
agricole	селскостопанска	agricole	селскостопански	ADJ;MASC;SG	ADJ;INDF;FEM;SG
agricole	земеделски	agricole	земеделски	ADJ;MASC;SG	ADJ;INDF;MASC;SG
sébastien	себастиан	sébastien	себастиан	N;MASC;SG	N;INDF;MASC;SG
sébastien	себастиян	sébastien	себастиян	N;MASC;SG	N;INDF;MASC;SG
sébastien	себастиен	sébastien	себастиен	N;MASC;SG	N;INDF;MASC;SG
défenseur	защитник	défenseur	защитник	N;MASC;SG	N;INDF;MASC;SG
œil	окото	œil	око	N;MASC;SG	N;DEF;NEUT;SG
œil	око	œil	око	N;MASC;SG	N;INDF;NEUT;SG
diplôme	градус	diplôme	градус	N;MASC;SG	N;INDF;MASC;SG
diplôme	степен	diplôme	степен	N;MASC;SG	N;INDF;FEM;SG
diplôme	диплома	diplôme	диплома	N;MASC;SG	N;INDF;FEM;SG
diplôme	дипломата	diplôme	дипломат	N;MASC;SG	N;DEF;MASC;SG
lié	обвързан	lier	обвържа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
lié	обвързана	lier	обвържа-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
lié	свързан	lier	свържа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
lié	свързана	lier	свържа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
lié	свързано	lier	свържа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
récit	разказ	récit	разказ	N;MASC;SG	N;INDF;MASC;SG
récit	приказка	récit	приказка	N;MASC;SG	N;INDF;FEM;SG
récit	приказка	récit	приказка	N;MASC;SG	N;INDF;FEM;SG
récit	история	récit	история	N;MASC;SG	N;INDF;FEM;SG
récit	разказ	récit	разказ	N;MASC;SG	N;INDF;MASC;SG
réaction	реакция	réaction	реакция	N;FEM;SG	N;INDF;FEM;SG
réaction	реакция	réaction	реакция	N;FEM;SG	N;INDF;FEM;SG
réaction	отговор	réaction	отговор	N;FEM;SG	N;INDF;MASC;SG
réaction	повлияване	réaction	повлияване	N;FEM;SG	N;INDF;NEUT;SG
cyclisme	колоездене	cyclisme	колоездене	N;MASC;SG	N;INDF;NEUT;SG
fabrication	производство	fabrication	производство	N;FEM;SG	N;INDF;NEUT;SG
fabrication	изработване	fabrication	изработване	N;FEM;SG	N;INDF;NEUT;SG
fabrication	производство	fabrication	производство	N;FEM;SG	N;INDF;NEUT;SG
fabrication	измислица	fabrication	измислица	N;FEM;SG	N;INDF;FEM;SG
nucléaire	ядрен	nucléaire	ядрен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
nucléaire	ядрена	nucléaire	ядрен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
nucléaire	атомна	nucléaire	атомен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
chevaux	кончета	cheval	конче	N;MASC;PL	N;INDF;NEUT;PL
chevaux	коне	cheval	кон	N;MASC;PL	N;INDF;MASC;PL
chevaux	конете	cheval	кон	N;MASC;PL	N;DEF;MASC;PL
climat	климатът	climat	климат	N;MASC;SG	N;DEF;MASC;SG
climat	климат	climat	климат	N;MASC;SG	N;INDF;MASC;SG
climat	времето	climat	време	N;MASC;SG	N;DEF;NEUT;SG
instrument	инструмент	instrument	инструмент	N;MASC;SG	N;INDF;MASC;SG
représentants	представители	représentant	представител	N;MASC;PL	N;INDF;MASC;PL
représentants	представителите	représentant	представител	N;MASC;PL	N;DEF;MASC;PL
représentants	представители	représentant	представител	N;MASC;PL	N;INDF;MASC;PL
automne	есента	automne	есен	N;MASC;SG	N;DEF;FEM;SG
automne	есен	automne	есен	N;MASC;SG	N;INDF;FEM;SG
automne	есента	automne	есен	N;MASC;SG	N;DEF;FEM;SG
automne	падане	automne	падане	N;MASC;SG	N;INDF;NEUT;SG
automne	есен	automne	есен	N;MASC;SG	N;INDF;FEM;SG
caractères	знаци	caractère	знак	N;MASC;PL	N;INDF;MASC;PL
caractères	герои	caractère	герой	N;MASC;PL	N;INDF;MASC;PL
caractères	символи	caractère	символя	N;MASC;PL	N;INDF;MASC;PL
secondaire	вторична	secondaire	вторичен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
secondaire	вторичен	secondaire	вторичен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
trains	влакове	train	влак	N;MASC;PL	N;INDF;MASC;PL
trains	влаковете	train	влак	N;MASC;PL	N;DEF;MASC;PL
animal	pet	animal	pet	N;MASC;SG	N;INDF;MASC;SG
animal	любимец	animal	любимец	N;MASC;SG	N;INDF;MASC;SG
animal	животното	animal	животно	N;MASC;SG	N;DEF;NEUT;SG
animal	животно	animal	животно	N;MASC;SG	N;INDF;NEUT;SG
victime	произшествие	victime	произшествие	N;FEM;SG	N;INDF;NEUT;SG
victime	жертва	victime	жертва	N;FEM;SG	N;INDF;FEM;SG
victime	жертвата	victime	жертва	N;FEM;SG	N;DEF;FEM;SG
reconnu	призната	reconnaître	призная-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
reconnu	разпознат	reconnaître	разпозна-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
reconnu	признато	reconnaître	призная-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
reconnu	признат	reconnaître	призная-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
reconnu	призната	reconnaître	призная-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
reconnu	признато	reconnaître	призная-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
reconnu	признат	reconnaître	призная-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
reconnu	призната	reconnaître	призная-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
reconnu	разпознат	reconnaître	разпозна-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
reconnu	признат	reconnaître	призная-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
rues	улиците	rue	улица	N;FEM;PL	N;DEF;FEM;PL
rues	улици	rue	улица	N;FEM;PL	N;INDF;FEM;PL
véhicules	возила	véhicule	возило	N;MASC;PL	N;INDF;NEUT;PL
véhicules	автомобили	véhicule	автомобил	N;MASC;PL	N;INDF;MASC;PL
garonne	гарона	garonne	гарон	N;FEM;SG	N;INDF;FEM;SG
interprétation	тълкуване	interprétation	тълкуване	N;FEM;SG	N;INDF;NEUT;SG
interprétation	интерпретация	interprétation	интерпретация	N;FEM;SG	N;INDF;FEM;SG
interprétation	тълкуването	interprétation	тълкуване	N;FEM;SG	N;DEF;NEUT;SG
considérée	разглеждан	considérer	разглеждам	V;FEM;SG;PST;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
proposé	предложен	proposer	предложа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
proposé	предложено	proposer	предложа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
proposé	предложена	proposer	предложа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
proposé	предложен	proposer	предложа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
