sunt	हैं	fi	है	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
avansat	विस्तृत	avansa	विस्तृत	ADJ;INDF;MASC;SG	ADJ
cutremur	भूकंप	cutremur	भूकंप	N;INDF;MASC;SG	N;NOM;MASC;SG;3
marte	मंगल	marte	मंगल		
blocat	अवरोधित	bloca	अवरोधित	ADJ;INDF;MASC;SG	ADJ
intrebari	सवाल	intrebare	सवाल	N;INDF;FEM;PL	N;NOM;MASC;PL;3
intrebari	सवाल	intrebare	सवाल	N;INDF;FEM;PL	N;NOM;MASC;PL;3
intern	आंतरिक	intern	आंतरिक	ADJ;INDF;MASC;SG	ADJ;NOM
intern	आन्तरिक	intern	आन्तरिक	ADJ;INDF;MASC;SG	ADJ;NOM
intern	घरेलू	intern	घरेलू	ADJ;INDF;MASC;SG	ADJ;NOM
inchisa	बंद	inchisa	बंद	ADJ;DEF;FEM;SG	ADJ
cadru	फ्रेम	cadru	फ्रेम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cadru	ढांचा	cadru	ढांचा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cadru	गठन	cadru	गठन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cadru	फ़्रेम	cadru	फंरेरल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scria	लिखा	scrie	लिख	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;SG;V.PTCP;ACT
ford	घाट	ford	घाट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ulei	तेल	ulei	तेल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ulei	ऑयल	ulei	ऑयल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tehnici	तकनीकों	tehnic	तकनीक	N;INDF;MASC;PL	N;ACC;FEM;PL;3
juridice	कानूनी	juridic	कानूनी	ADJ;INDF;FEM;PL	ADJ;NOM
channel	चैनल	channel	चैनल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
genuri	शैलियाँ	gen	शैली	N;INDF;FEM;PL	N;NOM;FEM;PL;3
curse	जातियों	cursă	जाति	N;INDF;FEM;PL	N;ACC;FEM;PL;3
ocupata	व्यस्त	ocupata	व्यस्त	ADJ;DEF;FEM;SG	ADJ
ocupata	व्यस्त	ocupata	व्यस्त	ADJ;DEF;FEM;SG	ADJ
corespunzatoare	उपयुक्त	corespunzator	उपयुक्त	ADJ;INDF;FEM	ADJ
corespunzatoare	उचित	corespunzator	उचित	ADJ;INDF;FEM	ADJ;NOM
corespunzatoare	सम्बन्धित	corespunzator	संबन्धित	ADJ;INDF;FEM	ADJ
spectacol	शो	spectacol	शो	N;INDF;MASC;SG	N;NOM;MASC;SG;3
animal	जानवर	animal	जानवर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
animal	पशु	animal	पशु	N;INDF;MASC;SG	N;NOM;MASC;SG;3
animal	प्राणी	animal	प्राणी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
douazeci	बीस	douazeci	बीस	NUM;PL	NUM
douazeci	बीस	douazeci	बीस	NUM;PL	NUM
mandat	वारंट	mandat	वारंट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mandat	आदेश	mandat	आदेश	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mandat	जनादेश	mandat	जनादेश	N;INDF;MASC;SG	N;NOM;MASC;SG;3
preda	सिखा	preda	सिखा	V;IND;SG;3;IPFV;FIN	V;MASC;SG;V.PTCP;ACT
preda	सिखाती	preda	सिखा	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;SG;V.PTCP;ACT
preda	सिखाती	preda	सिखा	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;SG;V.PTCP;ACT
inregistrate	पंजीकृत	inregistra	पंजीकृत	ADJ;INDF;FEM;PL	ADJ
inregistrate	दर्ज	inregistra	दर्ज	ADJ;INDF;FEM;PL	ADJ
inregistrate	अंकित	inregistra	अंकित	ADJ;INDF;FEM;PL	ADJ
responsabil	उत्तरदायी	responsabil	उत्तरदायी	ADJ;INDF;MASC;SG	ADJ
responsabil	जिम्मेदार	responsabil	जिम्मेदार	ADJ;INDF;MASC;SG	ADJ
dark	अंधेरा	dark	अँधेरा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
individuale	व्यक्तिगत	individual	व्यक्तिगत	ADJ;INDF;FEM;PL	ADJ
necunoscut	अज्ञात	necunoscut	अज्ञात	ADJ;INDF;MASC;SG	ADJ
canta	गा	cantă	गा	V;IND;SG;3;IPFV;FIN	V;SG;FIN;ACT
canta	गाती	cantă	गाती	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;SG;V.PTCP;ACT
canta	गा	cantă	गा	V;IND;SG;3;IPFV;FIN	V;SG;FIN;ACT
canta	गा	cantă	गा	V;IND;SG;3;IPFV;FIN	V;SG;FIN;ACT
milenii	सहस्राब्दियों	milenie	सहस्राब्दी	N;INDF;MASC;PL	N;ACC;FEM;PL;3
prezentata	प्रस्तुत	prezenta	प्रस्तुत	ADJ;DEF;FEM;SG	ADJ
profesori	शिक्षकों	profesor	शिक्षक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
provincii	प्रांतों	provincie	प्रांत	N;INDF;FEM;PL	N;ACC;MASC;PL;3
societati	कंपनियों	societati	कंपनी	N;INDF;FEM;PL	N;ACC;FEM;PL;3
societati	कंपनियाँ	societati	कंपनी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
societati	समाजों	societati	समाज	N;INDF;FEM;PL	N;ACC;MASC;PL;3
satelit	सैटेलाइट	satelit	सैटेलाइट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
satelit	उपग्रह	satelit	उपग्रह	N;INDF;MASC;SG	N;NOM;MASC;SG;3
diferita	अलग	diferita	अलग	ADJ;DEF;FEM;SG	ADJ
diferita	अलग	diferita	अलग	ADJ;DEF;FEM;SG	ADJ
regat	हुकूमत	regat	हुकूमत	N;INDF;MASC;SG	N;NOM;FEM;SG;3
atacant	स्ट्राइकर	atacant	स्ट्राइकर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
milion	लाख	milion	लाख	NUM;INDF;MASC;SG	NUM
obisnuit	नियमित	obisnui	नियमित	ADJ;INDF;MASC;SG	ADJ;NOM
scrieri	कृतियाँ	scriere	कृति	N;INDF;FEM;PL	N;NOM;FEM;PL;3
miscari	चालें	miscar	चाल	N;INDF;FEM;PL	N;NOM;FEM;PL;3
miscari	आंदोलनों	miscar	आंदोलन	N;INDF;FEM;PL	N;ACC;MASC;PL;3
miscari	चालें	miscar	चाल	N;INDF;FEM;PL	N;NOM;FEM;PL;3
miscari	आंदोलनों	miscar	आंदोलन	N;INDF;FEM;PL	N;ACC;MASC;PL;3
tratament	इलाज	tratament	इलाज	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tratament	उपचार	tratament	उपचार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
capabil	सक्षम	capabil	सक्षम	ADJ;INDF;MASC;SG	ADJ
queen	रानी	queen	रानी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
queen	महारानी	queen	महारानी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
parea	लगा	pare	लगा	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;SG;V.PTCP;ACT
computer	संगणक	computer	संगणक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
computer	कम्प्यूटर	computer	कम्प्यूटर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
computer	कंप्यूटर	computer	कंप्यूटर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
celule	कोशिकाएं	celulă	कोशिका	N;INDF;FEM;PL	N;NOM;FEM;PL;3
legal	कानूनी	legal	कानूनी	ADJ;INDF;MASC;SG	ADJ;NOM
active	सक्रिय	activ	सक्रिय	ADJ;INDF;FEM;PL	ADJ
minerale	मिनरल्स	mineral	मिनरल	N;INDF;FEM;PL	N;NOM;MASC;PL;3
business	व्यवसाय	business	व्यवसाय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
business	बिज़नेस	business	बिज़नेस	N;INDF;MASC;SG	N;NOM;MASC;SG;3
business	दुकानदारी	business	दुकानदारी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
business	व्यापार	business	व्यापार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
business	कारोबार	business	कारोबार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
observator	वेधशाला	observator	वेधशाला	N;INDF;MASC;SG	N;NOM;FEM;SG;3
observator	सर्वर	observator	सर्वर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
observator	निरीक्षक	observator	निरीक्षक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
baieti	लड़को	baiet	लड़को		
baieti	लड़को	baiet	लड़को		
antic	प्राचीन	antic	प्राचीन	ADJ;INDF;MASC;SG	ADJ;NOM
devreme	जल्दी	devreme	जल्दी	ADV	ADV
ramuri	शाखाएं	ram	शाखा	N;INDF;FEM;PL	N;NOM;FEM;PL;3
ramuri	शाखाएँ	ram	शाखा	N;INDF;FEM;PL	N;NOM;FEM;PL;3
ramuri	शाखाओं	ram	शाखा	N;INDF;FEM;PL	N;ACC;FEM;PL;3
bot	थूथन	bot	थूथन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dezvoltate	विकसित	dezvoltat	विकसित	ADJ;INDF;FEM;PL	ADJ
domn	सज्जन	domn	सज्जन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fort	किला	fort	किला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
army	आर्मी	army	आर्मी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
army	फ़ौज	army	फ़ौज	N;INDF;MASC;SG	N;NOM;FEM;SG;3
army	सेना	army	सेना	N;INDF;MASC;SG	N;NOM;FEM;SG;3
army	फौज	army	फौज	N;INDF;MASC;SG	N;NOM;FEM;SG;3
limbaj	भाषा	limbaj	भाषा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
bank	बैंकर	bank	बैं	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bank	बैंक	bank	बैंक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bank	बैंको	bank	बैंको	N;INDF;MASC;SG	N;NOM;MASC;SG;3
asistent	सहायक	asistent	सहायक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bass	बेस	bass	बेस	N;INDF;MASC;SG	N;NOM;MASC;SG;3
start	प्रारंभ	start	प्रारंभ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
frunze	पत्ते	frunză	पत्ता	N;INDF;FEM;PL	N;NOM;MASC;PL;3
recenzii	समीक्षाएँ	recenzie	समीक्षा	N;INDF;FEM;PL	N;NOM;FEM;PL;3
oro	oro	oro	oro		
oro	ओरो	oro	ओरो		
impune	थोपने	impune	थोपने	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
nisip	रेत	nisip	रेत	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motoare	मोटर्स	motor	मोटर	N;INDF;FEM;PL	N;NOM;FEM;PL;3
stabilita	स्थापित	stabilita	स्थापित	ADJ;DEF;FEM;SG	ADJ
factor	कारक	factor	कारक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
petrol	पेट्रोल	petrol	पेट्रोल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
petrol	तेल	petrol	तेल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
petrol	ऑयल	petrol	ऑयल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
petrol	पेट्रोलियम	petrol	पेट्रोलियम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
jurnal	पत्रिका	jurnal	पत्रिका	N;INDF;MASC;SG	N;NOM;FEM;SG;3
jurnal	जर्नल	jurnal	जर्नल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
jurnal	डायरी	jurnal	डायरी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
jurnal	लॉग	jurnal	लॉग	N;INDF;MASC;SG	N;NOM;MASC;SG;3
party	दल	party	दल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
party	पार्टी	party	पार्टी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
privat	निजी	privat	निजी	ADJ;INDF;MASC;SG	ADJ;NOM
monede	सिक्के	monede	सिक्का	N;INDF;FEM;PL	N;NOM;MASC;PL;3
fantasy	काल्पनिक	fantasy	काल्पनिक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
concept	अवधारणा	concept	अवधारणा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
road	रोड	road	रोड	N;INDF;MASC;SG	N;NOM;FEM;SG;3
road	सड़क	road	सड़क	N;INDF;MASC;SG	N;NOM;FEM;SG;3
factori	कारकों	factor	कारक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
off	बन्द	off	बंद		
strans	टाइट	strans	टाइट		
strans	तंग	strans	तंग		
strans	टाइट	strans	टाइट		
strans	तंग	strans	तंग		
benzi	गलियों	bandă	गली	N;INDF;FEM;PL	N;ACC;FEM;PL;3
benzi	टेपों	bandă	टेप	N;INDF;FEM;PL	N;ACC;MASC;PL;3
posibile	संभव	posibil	संभव	ADJ;INDF;FEM;PL	ADJ
memorial	मेमोरियल	memorial	मेमोरियल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
alternative	वैकल्पिक	alternativ	वैकल्पिक	ADJ;INDF;FEM;PL	ADJ;NOM
lateral	तरफ	lateral	तरफ	ADV	ADV;NOM;FEM;SG;3
cover	आवरण	cover	आवरण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
false	गलत	fals	गलत	ADJ;INDF;FEM;PL	ADJ
frumoasa	सुंदर	frumos	सुन्दर	ADJ;DEF;FEM;SG	ADJ
frumoasa	खूबसूरत	frumos	खूबसूरत	ADJ;DEF;FEM;SG	ADJ
frumoasa	सुंदर	frumos	सुन्दर	ADJ;DEF;FEM;SG	ADJ
frumoasa	खूबसूरत	frumos	खूबसूरत	ADJ;DEF;FEM;SG	ADJ
vis	स्वप्न	vis	स्वप्न	N;INDF;MASC;SG	N;NOM;MASC;SG;3
vis	सपना	vis	सपना	N;INDF;MASC;SG	N;NOM;MASC;SG;3
limitata	सीमित	limitat	सीमित	ADJ;DEF;FEM;SG	ADJ
ghid	मार्गदर्शक	ghid	मार्गदर्शक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ghid	मार्गदर्शिका	ghid	मार्गदर्शिका	N;INDF;MASC;SG	N;NOM;FEM;SG;3
verne	वर्न	vernă	वर्न		
coordonator	समन्वयक	coordonator	समन्वयक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
activa	सक्रिय	activa	सक्रिय	ADJ;DEF;FEM;SG	ADJ
dôme	dôme	deme	dôme		
comentarii	टिप्पणियां	comentariu	टिप्पणी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
comentarii	टिप्पणियाँ	comentariu	टिप्पणी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
pasageri	यात्रियों	pasager	यात्री	N;INDF;MASC;PL	N;ACC;MASC;PL;3
pasageri	यात्री	pasager	यात्री	N;INDF;MASC;PL	N;NOM;MASC;PL;3
pasageri	यात्री	pasager	यात्री	N;INDF;MASC;PL	N;NOM;MASC;PL;3
masiv	विशाल	masiv	विशाल	ADJ;INDF;MASC;SG	ADJ;NOM
reprezentanti	प्रतिनिधियों	reprezentant	प्रतिनिधि	N;INDF;MASC;PL	N;ACC;MASC;PL;3
reprezentanti	प्रतिनिधियों	reprezentant	प्रतिनिधि	N;INDF;MASC;PL	N;ACC;MASC;PL;3
ranit	घायल	ranit	घायल	ADJ;INDF;MASC;SG	ADJ
proprietar	मालिक	proprietar	मालिक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mix	मिश्रण	mix	मिश्रण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bis	बिस	bis	बिस		
player	खिलाड़ी	player	खिलाडी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
targuri	मेलों	targ	मेला	N;INDF;FEM;PL	N;ACC;MASC;PL;3
disponibil	उपलब्ध	disponibil	उपलब्ध	ADJ;INDF;MASC;SG	ADJ
moon	चन्द्रमा	moon	चन्द्रमा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
moon	चाँद	moon	चाँद	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interioare	आंतरिक	interior	आंतरिक	ADJ;INDF;FEM;PL	ADJ;NOM
filosof	दार्शनिक	filosof	दार्शनिक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ars	जले	arde	जल	V;MASC;SG;V.PTCP	V;MASC;SG;FIN;ACT
crime	अपराधों	crimă	अपराध	N;INDF;FEM;PL	N;ACC;MASC;PL;3
crime	हत्याएं	crimă	हत्या	N;INDF;FEM;PL	N;NOM;FEM;PL;3
test	परीक्षा	test	परीक्षा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
test	जांच	test	जांच	N;INDF;MASC;SG	N;NOM;FEM;SG;3
test	जाँच	test	जाँच	N;INDF;MASC;SG	N;NOM;FEM;SG;3
test	परीक्षण	test	परीक्षण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
richter	रिक्टर	richter	रिक्टर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
grant	ग्रांट	grant	ग्रांट	N;INDF;MASC;SG	N;NOM;FEM;SG;3
portret	पोर्ट्रेट	portret	पोर्ट्रेट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
instalat	स्थापित	instala	स्थापित	ADJ;INDF;MASC;SG	ADJ
negative	नकारात्मक	negativ	नकारात्मक	ADJ;INDF;FEM;PL	ADJ
url	url	url	url	N;INDF;MASC;SG	N;NOM;MASC;SG;3
empire	साम्राज्य	empire	साम्राज्य	N;INDF;MASC;SG	N;NOM;MASC;SG;3
erou	हीरो	erou	हीरो	N;INDF;MASC;SG	N;NOM;MASC;SG;3
erou	नायिका	erou	नायिका	N;INDF;MASC;SG	N;NOM;FEM;SG;3
argument	तर्क	argument	तर्क	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cercetatori	शोधकर्ताओं	cercetator	शोधकर्ता	N;INDF;MASC;PL	N;ACC;MASC;PL;3
cercetatori	वैज्ञानिक	cercetator	वैज्ञानिक	N;INDF;MASC;PL	N;NOM;MASC;PL;3
cercetatori	वैज्ञानिकों	cercetator	वैज्ञानिक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
cercetatori	शोधकर्ताओं	cercetator	शोधकर्ता	N;INDF;MASC;PL	N;ACC;MASC;PL;3
imprumut	ऋण	imprumut	ऋण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
electorale	चुनावी	electoral	चुनावी	ADJ;INDF;FEM;PL	ADJ;NOM
viitoare	आगामी	viitor	आगामी	ADJ;INDF;FEM	ADJ
buget	बजट	buget	बजट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rom	rom	rom	rom	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lichid	तरल	lichid	तरल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lichid	द्रव	lichid	द्रव	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lichid	तरल	lichid	तरल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lichid	द्रव	lichid	द्रव	N;INDF;MASC;SG	N;NOM;MASC;SG;3
culturi	फसलें	cultură	फसल	N;INDF;FEM;PL	N;NOM;FEM;PL;3
culturi	फसलों	cultură	फसल	N;INDF;FEM;PL	N;ACC;FEM;PL;3
culturi	संस्कृतियों	cultură	संस्कृति	N;INDF;FEM;PL	N;ACC;FEM;PL;3
fan	पंखा	fan	पंखा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
marcate	चिह्नित	marca	चिह्नित	ADJ;INDF;FEM;PL	ADJ
incasari	रसीदें	incasar	रसीद	N;INDF;MASC;PL	N;NOM;FEM;PL;3
povesti	कथाएं	povesti	कथाएं	N;INDF;FEM;PL	N;NOM;FEM;PL;3
povesti	किस्से	povesti	कौन्सा	N;INDF;FEM;PL	N;NOM;MASC;PL;3
povesti	कहानियाँ	povesti	कहानी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
povesti	कहानियां	povesti	कहानी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
povesti	कथाएं	povesti	कथाएं	N;INDF;FEM;PL	N;NOM;FEM;PL;3
povesti	किस्से	povesti	कौन्सा	N;INDF;FEM;PL	N;NOM;MASC;PL;3
povesti	कहानियाँ	povesti	कहानी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
povesti	कहानियां	povesti	कहानी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
sectiuni	वर्गों	sectiune	वर्ग	N;INDF;FEM;PL	N;ACC;MASC;PL;3
natiuni	राष्ट्रों	natiune	राष्ट्र	N;INDF;FEM;PL	N;ACC;MASC;PL;3
natiuni	राष्ट्रों	natiune	राष्ट्र	N;INDF;FEM;PL	N;ACC;MASC;PL;3
cerc	सर्किल	cerc	सर्किल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cerc	घेरा	cerc	घेरा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cerc	वृत	cerc	वृत	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cerc	वृत्त	cerc	वृत्त	N;INDF;MASC;SG	N;NOM;MASC;SG;3
eseu	निबंध	eseu	निबंध	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pozitiv	सकारात्मक	pozitiv	सकारात्मक	ADJ;INDF;MASC;SG	ADJ
mail	डाक	mail	डाक	N;INDF;MASC;SG	N;NOM;FEM;SG;3
mail	मेल	mail	मेल	N;INDF;MASC;SG	N;NOM;FEM;SG;3
mormant	मज़ार	mormant	मज़ार	N;INDF;MASC;SG	N;NOM;FEM;SG;3
mormant	कब्र	mormant	कब्र	N;INDF;MASC;SG	N;NOM;FEM;SG;3
mormant	मज़ार	mormant	मज़ार	N;INDF;MASC;SG	N;NOM;FEM;SG;3
mormant	कब्र	mormant	कब्र	N;INDF;MASC;SG	N;NOM;FEM;SG;3
dezvoltata	विकसित	dezvoltata	विकसित	ADJ;DEF;FEM;SG	ADJ
aplicat	लागू	aplicat	लागू	ADJ;INDF;MASC;SG	ADJ
scaun	कुर्सी	scaun	कुर्सी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
scaun	स्टूल	scaun	स्टूल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scaun	सीट	scaun	सीट	N;INDF;MASC;SG	N;NOM;FEM;SG;3
regent	रीजेंट	regent	रीजेंट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
portal	पोर्टल	portal	पोर्टल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pietre	पत्थरों	piatră	पत्थर	N;INDF;FEM;PL	N;ACC;MASC;PL;3
pietre	चट्टानें	piatră	चट्टान	N;INDF;FEM;PL	N;NOM;FEM;PL;3
definit	परिभाषित	definit	परिभाषित	ADJ;INDF;MASC;SG	ADJ
trage	खींचे	trage	खींचा	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
beach	समुद्रतट	beach	समुद्रतट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
consiliu	मंत्रिपरिषद	consiliu	मंत्रिपरिषद	N;INDF;MASC;SG	N;NOM;MASC;SG;3
consiliu	काउंसिल	consiliu	काउंसिल	N;INDF;MASC;SG	N;NOM;FEM;SG;3
consiliu	परिषद	consiliu	परिषद	N;INDF;MASC;SG	N;NOM;FEM;SG;3
celebru	मशहूर	celebru	मशहूर	ADJ;INDF;MASC;SG	ADJ
celebru	प्रसिद्ध	celebru	प्रसिद्ध	ADJ;INDF;MASC;SG	ADJ
pozitive	सकारात्मक	pozitiv	सकारात्मक	ADJ;INDF;FEM;PL	ADJ
pictat	चित्रित	picta	चित्रित	ADJ;INDF;MASC;SG	ADJ
row	पंक्ति	row	पंक्ति	N;INDF;MASC;SG	N;NOM;FEM;SG;3
cal	हॉर्स	cal	हॉर्स	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cal	घोड़ी	cal	घोडी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
cal	घोड़ा	cal	घोड़ा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cal	कैलोरी	cal	कैलोरी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
