medaljen	medaljen	medalje	medalj	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
tempo	pace	tempo	pace	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
tempo	takt	tempo	takt	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
tempo	tempo	tempo	tempo	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
talsmand	talesman	talsmand	talesman	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
talsmand	talesman	talsmand	talesman	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
digtere	poeter	digter	poet	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
udtrykt	uttryckte	udtrykke	uttrycka	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
terminal	terminal	terminal	terminal	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
indkomst	inkomst	indkomst	inkomst	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
faldne	fallna	falden	falla	ADJ;PL	ADJ;NOM;PL
tegneserie	comic	tegneserie	comic	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tegneserie	tecknad	tegneserie	tecknad	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bedrifter	anläggningar	bedrifter	anläggning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
bedrifter	prestationer	bedrifter	prestation	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
bedrifter	bedrifter	bedrifter	bedrift	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
koalition	koalition	koalition	koalition	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
indstillede	upphörde	indstille	upphöra	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
forever	forever	foreve	forever	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
perron	plattform	perron	plattform	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
blok	blockering	blok	blockering	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
blok	block	blok	block	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
klinisk	kliniskt	klinisk	klinisk	ADV	ADV
klinisk	kliniskt	klinisk	klinisk	ADV	ADV
word	ord	word	ord	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
word	word	word	word	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
pligt	plikt	pligt	plikt	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
pligt	tull	pligt	tull	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
pligt	förpliktelse	pligt	förpliktelse	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
pligt	skyldighet	pligt	skyldighet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
onsdag	onsdag	onsdag	onsdag	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
biologi	biologi	biologi	biologi	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
gult	gul	gult	gul	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
palme	palm	palme	palm	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
palme	handflata	palme	handflata	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
frekvens	frekvens	frekve	frekvens	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
opad	uppåt	opad	uppåt	ADV	ADV
opad	uppåt	opad	uppåt	ADV	ADV
maksimalt	maximalt	maksimalt	maximal	ADV	ADV
præsidenter	talmän	præsident	talmän	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
præsidenter	presidenter	præsident	president	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
defensiv	defensiv	defensiv	defensiv	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
monumenter	minnesmärken	monument	minnesmärk	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
patienten	patientens	patient	patient	N;DEF;MASC+FEM;SG	N;GEN;DEF;MASC+FEM;SG
patienten	patienten	patient	patient	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
indvandring	invandring	indvandring	invandring	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
indvandring	immigration	indvandring	immigration	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
indvandring	invandring	indvandring	invandring	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
indvandring	migration	indvandring	migration	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
derby	derby	derby	derby	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
helte	hjältar	helt	hjälta	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
mønt	slant	mønt	slan	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
myspace	myspace	myspace	myspace	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
step	step	step	step	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
step	steg	step	steg	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
forhandle	förhandla	forhandle	förhandla	V;NFIN;ACT	V;IMP;FIN;ACT
forhandle	förhandlar	forhandle	förhandla	V;NFIN;ACT	V;IND;PRS;FIN;ACT
forhandle	förhandla	forhandle	förhandla	V;NFIN;ACT	V;IMP;FIN;ACT
seværdigheder	attraktioner	seværdighed	attraktion	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
seværdigheder	sevärdheter	seværdighed	sevärdhet	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
seværdigheder	sevärdheter	seværdighed	sevärdhet	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
parterne	parterna	part	part	N;DEF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
underkategorier	underkategorier	underkategorium	underkategorium	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
tyk	tjock	tyk	tjock	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
tyk	tjockt	tyk	tjocka	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
genoptaget	återupptagits	genoptage	återuppta	V;INDF;SG;PST;V.PTCP	V;V.CVB;PASS
genoptaget	återupptogs	genoptage	återupptog	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
genoptaget	återupptas	genoptage	återuppta	V;INDF;SG;PST;V.PTCP	V;NFIN;PASS
fejde	fejd	fejde	fejd	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bachelor	ungkarl	bachelor	ungkarl	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
grafik	grafik	grafik	grafik	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
grafik	grafisk	grafik	grafisk	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
grafik	grafik	grafik	grafik	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
grafik	konstverk	grafik	konstverk	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
grafik	grafik	grafik	grafik	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
fantasi	fantasi	fantasi	fantasi	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
fantasi	fantasi	fantasi	fantasi	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
fantasi	fantasy	fantasi	fantasy	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mos	mos	mos	mos	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
mos	mossa	mos	mossa	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mos	moss	mos	moss	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
farvel	farväl	farvel	farväl	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
farvel	farväl	farvel	farväl	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
farvel	adjö	farvel	adjö	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
isle	isle	isle	isle	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
homoseksuelle	homosexuella	homoseksuel	homosexuell	ADJ;PL	ADJ;NOM;PL
homoseksuelle	homosexuella	homoseksuel	homosexuell	ADJ;PL	ADJ;NOM;PL
gennemgået	granskat	gennemgå	granskad	V;INDF;SG;PST;V.PTCP	V;V.CVB;ACT
gennemgået	granskats	gennemgå	granska	V;INDF;SG;PST;V.PTCP	V;V.CVB;PASS
aluminium	aluminium	aluminium	aluminium	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
aluminium	aluminium	aluminium	aluminium	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
opfatter	uppfattar	opfatte	uppfatta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
rosen	rosen	rose	ros	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
kollega	kollega	kollega	kolleg	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kollega	arbetskamrat	kollega	arbetskamrat	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
udbygning	utökning	udbygning	utökning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
udbygning	utbyggnad	udbygning	utbyggnad	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
udbygning	expansion	udbygning	expansion	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
udbygning	utvidgning	udbygning	utvidgning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
lokaliteter	orter	lokalitet	ort	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
lokaliteter	platser	lokalitet	plats	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
lokaliteter	webbplatser	lokalitet	pebbplats	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
lokaliteter	platser	lokalitet	plats	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
herskede	regerade	herske	regera	V;IND;PST;FIN;ACT	V;IND;PST;V.PTCP;ACT
usikker	osäkert	usikker	osäker	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
usikker	osäker	usikker	osäker	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
usikker	osäkert	usikker	osäker	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
usikker	osäker	usikker	osäker	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
usikker	oviss	usikker	oviss	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
usikker	osäkert	usikker	osäker	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
usikker	osäker	usikker	osäker	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
usikker	osäker	usikker	osäker	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
videoer	videor	video	videa	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
videoer	videos	video	vidéa	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
