daha	više	daha	mnogo	ADV	ADV;CMPR
başlıklar	teme	başlık	tema	N;NOM;PL;3	N;NOM;FEM;PL
başlıklar	zaglavlja	başlık	zaglavljati	N;NOM;PL;3	N;NOM;NEUT;PL
başlıklar	naslovi	başlık	naslov	N;NOM;PL;3	N;NOM;MASC;PL
başlıklar	titule	başlık	titul	N;NOM;PL;3	N;NOM;FEM;PL
başlıklar	naslovi	başlık	naslov	N;NOM;PL;3	N;NOM;MASC;PL
palace	palača	palace	palač	N;NOM;SG;3	N;NOM;FEM;SG
palace	palace	palace	palaca	N;NOM;SG;3	N;NOM;MASC;SG
kırdı	slomio	kır	slomiti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
kırdı	razbio	kır	razbiti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
düşmüş	pala	düş	pasti	V;PFV;NFH;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP;ACT
düşmüş	pao	düş	pasti	V;PFV;NFH;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
denklemi	jednadžba	denklem	jednadžba	N;NOM;SG;3	N;NOM;FEM;SG
benfica	benfica	benfica	benfica	N;NOM;SG;3	N;NOM;FEM;SG
ilkeleri	načela	ilke	načelo	N;NOM;PL;3	N;NOM;NEUT;PL
ilkeleri	principi	ilke	princip	N;NOM;PL;3	N;NOM;MASC;PL
ilkeleri	police	ilke	polica	N;NOM;PL;3	N;NOM;FEM;PL
denetimi	revizija	denetim	revizija	N;NOM;SG;3	N;NOM;FEM;SG
anlaşmazlık	neslaganje	anlaşmazlık	neslaganje	N;NOM;SG;3	N;NOM;NEUT;SG
anlaşmazlık	nesuglasica	anlaşmazlık	nesuglasica	N;NOM;SG;3	N;NOM;FEM;SG
anlaşmazlık	nesuglasica	anlaşmazlık	nesuglasica	N;NOM;SG;3	N;NOM;FEM;SG
anlaşmazlık	sukob	anlaşmazlık	sukob	N;NOM;SG;3	N;NOM;MASC;SG
anlaşmazlık	konflikt	anlaşmazlık	konflikt	N;NOM;SG;3	N;NOM;MASC;SG
anlaşmazlık	spor	anlaşmazlık	spor	N;NOM;SG;3	N;NOM;MASC;SG
domates	rajčica	domates	rajčica	N;NOM;SG;3	N;NOM;FEM;SG
domates	paradajz	domates	paradajz	N;NOM;SG;3	N;NOM;MASC;SG
domates	rajčica	domates	rajčica	N;NOM;SG;3	N;NOM;FEM;SG
domates	paradajz	domates	paradajz	N;NOM;SG;3	N;NOM;MASC;SG
okullar	škole	okul	škola	N;NOM;PL;3	N;NOM;FEM;PL
okullar	skole	okul	skola	N;NOM;PL;3	N;NOM;FEM;PL
kanalları	kanale	kanal	kanal	N;ACC;PL;3	N;ACC;MASC;PL
çabaları	napori	çaba	napor	N;NOM;PL;3	N;NOM;MASC;PL
hikaye	priča	hika	priča	N;NOM;SG;3	N;NOM;FEM;SG
hikaye	prica	hika	prica	N;NOM;SG;3	N;NOM;FEM;SG
karışımı	mješavina	karışım	mješavina	N;NOM;SG;3	N;NOM;FEM;SG
cenazesi	sprovod	cenaze	sprovod	N;NOM;SG;3	N;NOM;MASC;SG
cenazesi	pokop	cenaze	pokop	N;NOM;SG;3	N;NOM;MASC;SG
cenazesi	sahrana	cenaze	sahran	N;NOM;SG;3	N;NOM;FEM;SG
cenazesi	pogreb	cenaze	pogreb	N;NOM;SG;3	N;NOM;MASC;SG
fiat	fiat	fiat	fiat	N;NOM;SG;3	N;NOM;MASC;SG
nero	nero	nero	nero		
hücreler	ćelije	hücre	ćelija	N;NOM;PL;3	N;NOM;FEM;PL
hücreler	stanice	hücre	stanica	N;NOM;PL;3	N;NOM;FEM;PL
ormanları	šume	orman	Šuma	N;NOM;PL;3	N;NOM;FEM;PL
gazeteciler	novinari	gazeteci	novinar	N;NOM;PL;3	N;NOM;MASC;PL
gazeteciler	novinari	gazeteci	novinar	N;NOM;PL;3	N;NOM;MASC;PL
gazeteciler	reporteri	gazeteci	reporter	N;NOM;PL;3	N;NOM;MASC;PL
şartlar	uvjeti	şart	uvjet	N;NOM;PL;3	N;NOM;MASC;PL
şartlar	uslovi	şart	uslov	N;NOM;PL;3	N;NOM;MASC;PL
şartlar	zahtjevi	şart	zahtjev	N;NOM;PL;3	N;NOM;MASC;PL
şartlar	uvjeti	şart	uvjet	N;NOM;PL;3	N;NOM;MASC;PL
şartlar	uslovi	şart	uslov	N;NOM;PL;3	N;NOM;MASC;PL
ferhat	ferhat	ferhat	ferhat		
duruyor	stoji	dur	stajati	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
depremi	zemljotres	deprem	zemljotres	N;NOM;SG;3	N;NOM;MASC;SG
depremi	potres	deprem	potres	N;NOM;SG;3	N;NOM;MASC;SG
seçti	odabrao	seç	odabrati	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
seçti	izabrao	seç	izabrati	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
seçti	birao	seç	birati	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
ayakkabı	cipela	ayakkabı	cipela	N;NOM;SG;3	N;NOM;FEM;SG
öğrenmek	učim	öğren	učiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;1;PRS;FIN
öğrenmek	uči	öğren	učiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
öğrenmek	naučiti	öğren	naučiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
öğrenmek	naučite	öğren	naučiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PL;2;PRS;FIN
öğrenmek	učite	öğren	učiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PL;2;PRS;FIN
öğrenmek	uči	öğren	učiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
ibadet	obožavanje	ibadet	obožavanje	N;NOM;SG;3	N;NOM;NEUT;SG
garden	garden	garden	garden	N;NOM;SG;3	N;NOM;MASC;SG
garden	vrt	garden	vrt	N;NOM;SG;3	N;NOM;MASC;SG
kendiliğinden	spontano	kendiliğinden	spontano	ADV	ADV
kendiliğinden	spontano	kendiliğinden	spontano	ADV	ADV
danışmanlık	savjetovanje	danışmanlık	savjetovanje	N;NOM;SG;3	N;NOM;NEUT;SG
danışmanlık	savjetovanje	danışmanlık	savjetovanje	N;NOM;SG;3	N;NOM;NEUT;SG
temsilciler	predstavnici	temsilci	predstavnik	N;NOM;PL;3	N;NOM;MASC;PL
soluk	blijedi	soluk	blijediti		
sesler	zvukovi	ses	zvuk	N;NOM;PL;3	N;NOM;MASC;PL
sesler	zvukovi	ses	zvuk	N;NOM;PL;3	N;NOM;MASC;PL
sesler	glasovi	ses	glas	N;NOM;PL;3	N;NOM;MASC;PL
vatandaşlık	državljanstvo	vatandaşlık	državljanstvo	N;NOM;SG;3	N;NOM;NEUT;SG
gitmiş	otišao	git	otići	V;PFV;NFH;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
yazarlık	autorstvo	yazarlık	autorstvo	N;NOM;SG;3	N;NOM;NEUT;SG
yazarlık	pisanje	yazarlık	pisanje	N;NOM;SG;3	N;NOM;NEUT;SG
arjantinli	argentinac	arjantinli	argentinac	N;NOM;SG;3	N;NOM;MASC;SG
insanlık	čovječanstvo	insanlık	čovječanstvo	N;NOM;SG;3	N;NOM;NEUT;SG
insanlık	ljudskost	insanlık	ljudskost	N;NOM;SG;3	N;NOM;FEM;SG
insanlık	humanost	insanlık	humanost	N;NOM;SG;3	N;NOM;FEM;SG
insanlık	čovječanstvo	insanlık	čovječanstvo	N;NOM;SG;3	N;NOM;NEUT;SG
element	element	element	element	N;NOM;SG;3	N;NOM;MASC;SG
havayolu	airlines	havayolu	airlines	N;NOM;SG;3	N;NOM;FEM;SG
dedesi	deda	dede	ded	N;NOM;SG;3	N;NOM;MASC;SG
dedesi	djed	dede	djed	N;NOM;SG;3	N;NOM;MASC;SG
planları	planove	plan	plan	N;ACC;PL;3	N;ACC;MASC;PL
messier	messier	messier	messier	N;NOM;SG;3	N;NOM;MASC;SG
biliyor	zna	bil	znati	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
biliyor	znati	bil	znati	V;PROG;IND;SG;3;POS;INFM;PRS	V;NFIN
peynir	sir	peynir	sir	N;NOM;SG;3	N;NOM;MASC;SG
modeller	modeli	model	model	N;NOM;PL;3	N;NOM;MASC;PL
geçiyor	prolazi	geç	prolaziti	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
geçiyor	prolazi	geç	prolaziti	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
şablonlar	predlošci	şablon	predlošac	N;NOM;PL;3	N;NOM;MASC;PL
dal	dal	dal	Dal		
haklar	prava	hak	pravo	N;NOM;PL;3	N;NOM;NEUT;PL
tasarımcısı	dizajner	tasarımcı	dizajner	N;NOM;SG;3	N;NOM;MASC;SG
tanrıça	božica	tanrıç	božica	N;NOM;SG;3	N;NOM;FEM;SG
tanrıça	boginja	tanrıç	boginjati	N;NOM;SG;3	N;NOM;FEM;SG
hafıza	memorija	hafız	memorija	N;NOM;SG;3	N;NOM;FEM;SG
hafıza	sjećanje	hafız	sjećanje	N;NOM;SG;3	N;NOM;NEUT;SG
hafıza	uspomena	hafız	uspomen	N;NOM;SG;3	N;NOM;FEM;SG
amaçlar	ciljevi	amaç	cilj	N;NOM;PL;3	N;NOM;MASC;PL
hedda	hedda	hedda	hedda		
tankı	tenk	tankı	tenk	N;NOM;SG;3	N;NOM;MASC;SG
tankı	spremnik	tankı	spremnik	N;NOM;SG;3	N;NOM;MASC;SG
tankı	tank	tankı	tank	N;NOM;SG;3	N;NOM;MASC;SG
satır	veslaj	satır	veslaj		
station	stanica	station	stanica	N;NOM;SG;3	N;NOM;FEM;SG
station	postaja	station	postaja	N;NOM;SG;3	N;NOM;FEM;SG
koşullar	uvjeti	koş	uvjet	N;NOM;PL;3	N;NOM;MASC;PL
koşullar	uslovi	koş	uslov	N;NOM;PL;3	N;NOM;MASC;PL
koşullar	uvjeti	koş	uvjet	N;NOM;PL;3	N;NOM;MASC;PL
koşullar	uslovi	koş	uslov	N;NOM;PL;3	N;NOM;MASC;PL
danimarkalı	danske	danimarkalı	danski	ADJ	ADJ;NOM;DEF;FEM;PL
danimarkalı	danski	danimarkalı	danski	ADJ	ADJ;NOM;DEF;MASC;SG
niye	zašto	niye	zašto	ADV	ADV
tower	tower	tower	tower	N;NOM;SG;3	N;NOM;MASC;SG
tower	kula	tower	kula	N;NOM;SG;3	N;NOM;FEM;SG
tower	toranj	tower	toranj	N;NOM;SG;3	N;NOM;MASC;SG
sohbet	razgovor	sohbet	razgovor	N;NOM;SG;3	N;NOM;MASC;SG
sohbet	čavrljanje	sohbet	čavrljanje	N;NOM;SG;3	N;NOM;NEUT;SG
sohbet	razgovor	sohbet	razgovor	N;NOM;SG;3	N;NOM;MASC;SG
sohbet	chat	sohbet	chat	N;NOM;SG;3	N;NOM;MASC;SG
yöneticileri	menadžeri	yönetici	menadžer	N;NOM;PL;3	N;NOM;MASC;PL
yöneticileri	administratori	yönetici	administrator	N;NOM;PL;3	N;NOM;MASC;PL
yöneticileri	direktori	yönetici	direktor	N;NOM;PL;3	N;NOM;MASC;PL
soğan	luk	soğ	luk	N;NOM;SG;3	N;NOM;MASC;SG
soğan	luk	soğ	luk	N;NOM;SG;3	N;NOM;MASC;SG
dizayn	dizajn	dizayn	dizajn	N;NOM;SG;3	N;NOM;MASC;SG
tepkiler	reakcije	tepki	reakcija	N;NOM;PL;3	N;NOM;FEM;PL
muhafazakar	konzervativna	muhafazak	konzervativan	ADJ	ADJ;NOM;DEF;FEM;SG
düşünerek	razmišljam	düşün	razmišljati	V;PFV;IND;POS;PRS;V.CVB	V;IND;SG;1;PRS;FIN
önerilen	preporučuje	öner	preporučivati	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;SG;3;PRS;FIN
adaylar	kandidati	aday	kandidat	N;NOM;PL;3	N;NOM;MASC;PL
üyelik	članstvo	üyelik	članstvo	N;NOM;SG;3	N;NOM;NEUT;SG
aniden	iznenada	aniden	iznenada	ADV	ADV
aniden	odjednom	aniden	odjednom	ADV	ADV
garanti	garancija	garanti	garancija	N;NOM;SG;3	N;NOM;FEM;SG
garanti	jamstvo	garanti	jamstvo	N;NOM;SG;3	N;NOM;NEUT;SG
garanti	garancija	garanti	garancija	N;NOM;SG;3	N;NOM;FEM;SG
garanti	jamstvo	garanti	jamstvo	N;NOM;SG;3	N;NOM;NEUT;SG
kalmak	ostajem	kal	ostajati	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;1;PRS;FIN
parçacıklar	čestice	parçacık	čestica	N;NOM;PL;3	N;NOM;FEM;PL
çalışıyor	radi	çalış	raditi	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
schalke	schalke	schalke	schalka	N;NOM;SG;3	N;NOM;MASC;SG
faaliyetler	aktivnosti	faaliyet	aktivnost	N;NOM;PL;3	N;NOM;FEM;PL
gezegenler	planete	gezegen	planet	N;NOM;PL;3	N;NOM;FEM;PL
yasaları	zakoni	yasa	zakon	N;NOM;PL;3	N;NOM;MASC;PL
basket	koš	basket	koš	N;NOM;SG;3	N;NOM;MASC;SG
basket	košara	basket	košar	N;NOM;SG;3	N;NOM;FEM;SG
basket	košarka	basket	košarka	N;NOM;SG;3	N;NOM;FEM;SG
camp	logor	camp	logor	N;NOM;SG;3	N;NOM;MASC;SG
camp	kamp	camp	kamp	N;NOM;SG;3	N;NOM;MASC;SG
kabilesi	pleme	kabile	plema	N;NOM;SG;3	N;NOM;NEUT;SG
temsilcileri	ponavljanja	temsilci	ponavljanje	N;NOM;PL;3	N;NOM;NEUT;PL
temsilcileri	predstavnici	temsilci	predstavnik	N;NOM;PL;3	N;NOM;MASC;PL
bireyler	pojedinci	birey	pojedinac	N;NOM;PL;3	N;NOM;MASC;PL
söğüt	willow	söğüt	willow		
mezarlık	groblje	mezarlık	groblje	N;NOM;SG;3	N;NOM;NEUT;SG
mezarlık	groblje	mezarlık	groblje	N;NOM;SG;3	N;NOM;NEUT;SG
detayları	detalji	detay	detalj	N;NOM;PL;3	N;NOM;MASC;PL
detayları	pojedinosti	detay	pojedinost	N;NOM;PL;3	N;NOM;FEM;PL
halı	tepih	hal	tepih	N;NOM;SG;3	N;NOM;MASC;SG
halı	tepih	hal	tepih	N;NOM;SG;3	N;NOM;MASC;SG
sıkıntısı	nestašica	sıkıntı	nestašica	N;NOM;SG;3	N;NOM;FEM;SG
nişancı	strijelac	nişancı	strijelac	N;NOM;SG;3	N;NOM;MASC;SG
nişancı	snajper	nişancı	snajper	N;NOM;SG;3	N;NOM;MASC;SG
nişancı	snajperist	nişancı	snajperist	N;NOM;SG;3	N;NOM;MASC;SG
kayıtlar	registracije	kayıt	registracija	N;NOM;PL;3	N;NOM;FEM;PL
kayıtlar	ploče	kayıt	ploča	N;NOM;PL;3	N;NOM;FEM;PL
kayıtlar	zapisi	kayıt	zapis	N;NOM;PL;3	N;NOM;MASC;PL
gösteriler	nastupi	göster	nastup	N;NOM;PL;3	N;NOM;MASC;PL
gösteriler	izvedbe	göster	izvedba	N;NOM;PL;3	N;NOM;FEM;PL
gösteriler	demonstracije	göster	demonstracija	N;NOM;PL;3	N;NOM;FEM;PL
gösteriler	prosvjedi	göster	prosvjed	N;NOM;PL;3	N;NOM;MASC;PL
nedenleri	razloge	neden	razlog	N;ACC;PL;3	N;ACC;MASC;PL
dosyaları	datoteke	dosya	datoteka	N;NOM;PL;3	N;NOM;FEM;PL
paketi	pakovanje	paket	pakovanje	N;NOM;SG;3	N;NOM;NEUT;SG
paketi	paket	paket	paket	N;NOM;SG;3	N;NOM;MASC;SG
yatak	krevet	yatak	krevet	N;NOM;SG;3	N;NOM;MASC;SG
akrabalık	srodstvo	akrabalık	srodstvo	N;NOM;SG;3	N;NOM;NEUT;SG
tesisi	ustanova	tesi	ustanova	N;NOM;SG;3	N;NOM;FEM;SG
tesisi	postrojenje	tesi	postrojenje	N;NOM;SG;3	N;NOM;NEUT;SG
temizlik	čistoća	temizlik	čistoća	N;NOM;SG;3	N;NOM;FEM;SG
temizlik	čišćenje	temizlik	čišćenje	N;NOM;SG;3	N;NOM;NEUT;SG
zirvesi	summit	zirve	summit	N;NOM;SG;3	N;NOM;MASC;SG
mountain	planina	mountain	planina	N;NOM;SG;3	N;NOM;FEM;SG
kanıtlar	dokazi	kanıt	dokaz	N;NOM;PL;3	N;NOM;MASC;PL
pete	pit	pete	pit		
tanıtımı	promicanje	tanıtım	promicanje	N;NOM;SG;3	N;NOM;NEUT;SG
tanıtımı	promaknuće	tanıtım	promaknuće	N;NOM;SG;3	N;NOM;NEUT;SG
tanıtımı	promocija	tanıtım	promocija	N;NOM;SG;3	N;NOM;FEM;SG
duvarları	zidove	duvar	zid	N;ACC;PL;3	N;ACC;MASC;PL
çekirdeği	core	çekir	cora	N;NOM;SG;3	N;NOM;MASC;SG
çekirdeği	jezgro	çekir	jezgro	N;NOM;SG;3	N;NOM;NEUT;SG
çekirdeği	jezgra	çekir	jezgra	N;NOM;SG;3	N;NOM;FEM;SG
çekirdeği	kernel	çekir	kernel	N;NOM;SG;3	N;NOM;MASC;SG
müslümanların	muslimana	müslüman	musliman	N;GEN;PL;3	N;GEN;MASC;PL
üstünlük	superiornost	üstünlük	superiornost	N;NOM;SG;3	N;NOM;FEM;SG
üstünlük	dominacija	üstünlük	dominacija	N;NOM;SG;3	N;NOM;FEM;SG
patinaj	klizanje	patinaj	klizanje	N;NOM;SG;3	N;NOM;NEUT;SG
belgeler	dokumenti	belge	dokument	N;NOM;PL;3	N;NOM;MASC;PL
belgeler	dokumentacije	belge	dokumentacija	N;NOM;PL;3	N;NOM;FEM;PL
geyik	srna	geyik	sran	N;NOM;SG;3	N;NOM;FEM;SG
geyik	jelen	geyik	jelen	N;NOM;SG;3	N;NOM;MASC;SG
noktalar	točke	nokta	točka	N;NOM;PL;3	N;NOM;FEM;PL
noktalar	točkice	nokta	točkica	N;NOM;PL;3	N;NOM;FEM;PL
noktalar	točke	nokta	točka	N;NOM;PL;3	N;NOM;FEM;PL
noktalar	bodovi	nokta	bod	N;NOM;PL;3	N;NOM;MASC;PL
noktalar	pjege	nokta	pjega	N;NOM;PL;3	N;NOM;FEM;PL
noktalar	točke	nokta	točka	N;NOM;PL;3	N;NOM;FEM;PL
koltuk	sjedište	koltuk	sjedište	N;NOM;SG;3	N;NOM;NEUT;SG
koltuk	sjedalo	koltuk	sjedati	N;NOM;SG;3	N;NOM;NEUT;SG
koltuk	stolica	koltuk	stolica	N;NOM;SG;3	N;NOM;FEM;SG
koltuk	stolac	koltuk	stolac	N;NOM;SG;3	N;NOM;MASC;SG
kayak	kajak	kayak	kajak	N;NOM;SG;3	N;NOM;MASC;SG
kayak	skijanje	kayak	skijanje	N;NOM;SG;3	N;NOM;NEUT;SG
çevreleyen	okružuje	çevrele	okruživati	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN
çevreleyen	okružuje	çevrele	okruživati	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN
çevreleyen	okružuju	çevrele	okruživati	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PL;3;PRS;FIN
fikirleri	mišljenja	fikir	mišljenje	N;NOM;PL;3	N;NOM;NEUT;PL
fikirleri	ideje	fikir	ideja	N;NOM;PL;3	N;NOM;FEM;PL
politikalar	police	politika	polica	N;NOM;PL;3	N;NOM;FEM;PL
dosyası	datoteka	dosya	datoteka	N;NOM;SG;3	N;NOM;FEM;SG
cehennem	pakao	cehenne	pakao	N;NOM;SG;3	N;NOM;MASC;SG
kompozisyon	esej	kompozisyon	esej	N;NOM;SG;3	N;NOM;MASC;SG
kompozisyon	sastav	kompozisyon	sastav	N;NOM;SG;3	N;NOM;MASC;SG
savundu	zagovarao	savun	zagovarati	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
savundu	branio	savun	braniti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
bozukluğu	poremećaj	bozukluk	poremećaj	N;NOM;SG;3	N;NOM;MASC;SG
izleri	tragove	iz	trag	N;ACC;PL;3	N;ACC;MASC;PL
denklem	jednadžba	denkle	jednadžba	N;NOM;SG;3	N;NOM;FEM;SG
fiziği	fizika	fizik	fizik	N;NOM;SG;3	N;NOM;FEM;SG
egemenlik	dominacija	egemenlik	dominacija	N;NOM;SG;3	N;NOM;FEM;SG
egemenlik	suverenitet	egemenlik	suverenitet	N;NOM;SG;3	N;NOM;MASC;SG
egemenlik	dominacija	egemenlik	dominacija	N;NOM;SG;3	N;NOM;FEM;SG
markası	brand	marka	brand	N;NOM;SG;3	N;NOM;MASC;SG
markası	marka	marka	marka	N;NOM;SG;3	N;NOM;FEM;SG
markası	brend	marka	brend	N;NOM;SG;3	N;NOM;MASC;SG
américa	américa	américa	américa	N;NOM;SG;3	N;NOM;FEM;SG
iddiaları	tvrdnje	iddia	tvrdnja	N;NOM;PL;3	N;NOM;FEM;PL
