for	για	for	για	ADP	ADP
antyder	υποδηλώνει	antyder	υποδηλώνω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
berømt	διάσημη	berømme	διάσημος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
strøk	γειτονιά	strøk	γειτονιά	N;INDF;NEUT;SG	N;NOM;FEM;SG
strøk	γειτονία	strøk	γειτονία	N;INDF;NEUT;SG	N;NOM;FEM;SG
dead	νεκρή	dead	νεκρός	N;INDF;MASC;SG	N;NOM;FEM;SG
dead	νεκρό	dead	νεκρός	N;INDF;MASC;SG	N;ACC;MASC;SG
opplæring	επιμόρφωση	opplæring	επιμόρφωση	N;INDF;FEM;SG	N;ACC;FEM;SG
opplæring	εκπαίδευση	opplæring	εκπαίδευση	N;INDF;FEM;SG	N;ACC;FEM;SG
opplæring	κατάρτισης	opplæring	κατάρτιση	N;INDF;FEM;SG	N;GEN;FEM;SG
opplæring	κατάρτιση	opplæring	κατάρτιση	N;INDF;FEM;SG	N;ACC;FEM;SG
opplæring	προπόνηση	opplæring	προπόνηση	N;INDF;FEM;SG	N;ACC;FEM;SG
kulturen	κουλτούρα	kultur	κουλτούρα	N;DEF;MASC;SG	N;NOM;FEM;SG
kulturen	πολιτισμού	kultur	πολιτισμός	N;DEF;MASC;SG	N;GEN;MASC;SG
kulturen	πολιτισμός	kultur	πολιτισμός	N;DEF;MASC;SG	N;NOM;MASC;SG
kulturen	καλλιέργεια	kultur	καλλιέργεια	N;DEF;MASC;SG	N;NOM;FEM;SG
drar	φεύγεις	dra	φεύγη	V;IND;PRS;FIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
drar	φεύγει	dra	φεύγω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
drar	αφήνοντας	dra	αφήνω	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
vurdering	βαθμολογία	vurdering	βαθμολογία	N;INDF;FEM;SG	N;ACC;FEM;SG
vurdering	εκτίμηση	vurdering	εκτίμηση	N;INDF;FEM;SG	N;ACC;FEM;SG
vurdering	αξιολόγηση	vurdering	αξιολόγηση	N;INDF;FEM;SG	N;ACC;FEM;SG
nyttig	χρήσιμο	nyttig	χρήσιμο	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
nyttig	χρήσιμη	nyttig	χρήσιμος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
nyttig	χρήσιμος	nyttig	χρήσιμος	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
nyttig	χρήσιμο	nyttig	χρήσιμο	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
nyttig	χρήσιμη	nyttig	χρήσιμος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
point	σημειο	poin	σημειο	N;INDF;MASC;SG	N;NOM;NEUT;SG
point	σημείο	poin	σημείο	N;INDF;MASC;SG	N;NOM;NEUT;SG
innsjøer	λιμνών	innsjø	λιμνό	N;INDF;FEM;PL	N;GEN;FEM;PL
innsjøer	λίμνες	innsjø	λίμνη	N;INDF;FEM;PL	N;NOM;FEM;PL
jern	σίδηρος	jern	σίδηρος	N;INDF;NEUT;SG	N;NOM;MASC;SG
jern	σίδηρο	jern	σίδηρος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
jern	σιδήρου	jern	σίδηρος	N;INDF;NEUT;SG	N;GEN;NEUT;SG
jern	σίδερο	jern	σίδερο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
situasjon	κατάσταση	situasjon	κατάσταση	N;INDF;MASC;SG	N;ACC;FEM;SG
situasjon	κατασταση	situasjon	κατασταση	N;INDF;MASC;SG	N;ACC;FEM;SG
tropp	στράτευμα	tropp	στράτευμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
tropp	διμοιρία	tropp	διμοιρία	N;INDF;MASC;SG	N;NOM;FEM;SG
dance	χορός	dance	χορός	N	N;NOM;MASC;SG
dance	χορό	dance	χορό	N	N;ACC;MASC;SG
havner	λιμένες	havne	λιμένος	N;INDF;MASC;PL	N;NOM;MASC;PL
havner	θύρες	havne	θύρα	N;INDF;MASC;PL	N;NOM;FEM;PL
havner	λιμάνια	havne	λιμάνια	N;INDF;MASC;PL	N;NOM;NEUT;PL
kapittel	κεφάλαιο	kapittel	κεφάλαιο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
tiår	δεκαετία	tiår	δεκαετία	N;INDF;NEUT;SG	N;ACC;FEM;SG
åpenbart	προφανής	åpenbar	προφανής	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
åpenbart	φανερό	åpenbar	φανερός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
åpenbart	προφανές	åpenbar	προφανός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
helhet	συνεκτικότητα	helh	συνεκτικότητα	N;INDF;SG	N;ACC;FEM;SG
helhet	συνέπεια	helh	συνέπεια	N;INDF;SG	N;ACC;FEM;SG
helhet	συνοχή	helh	συνοχή	N;INDF;SG	N;NOM;FEM;SG
krefter	εξουσίες	kraft	εξουσία	N;INDF;FEM;PL	N;NOM;FEM;PL
krefter	πάουερς	kraft	πάουηρ	N;INDF;FEM;PL	N
krefter	δυνάμεις	kraft	δύναμη	N;INDF;FEM;PL	N;NOM;FEM;PL
krefter	δυναμεις	kraft	δύναμη	N;INDF;FEM;PL	N;NOM;FEM;PL
såret	τραυματίας	sår	τραυματίας	N;DEF;NEUT;SG	N;NOM;FEM;SG
åpner	ανοίγει	åpne	ανοίγω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
fiolin	βιολιστής	fiolin	βιολιστής	N;INDF;MASC;SG	N;NOM;MASC;SG
fiolin	βιολί	fiolin	βιολί	N;INDF;MASC;SG	N;NOM;NEUT;SG
bottom	πάτος	bottom	πάτος	N;INDF;MASC;SG	N;NOM;NEUT;SG
bottom	βυθό	bottom	βυθός	N;INDF;MASC;SG	N;NOM;NEUT;SG
kriger	πολεμίστρια	kriger	πολεμίστρια	N;INDF;FEM;PL	N;NOM;NEUT;PL
rik	πλούσιος	rik	πλούσιος	ADJ;INDF;SG	ADJ;NOM;MASC;SG
rik	πλούσιο	rik	πλούσιο	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
rik	πλούσια	rik	πλούσιος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
rik	πλούσιος	rik	πλούσιος	ADJ;INDF;SG	ADJ;NOM;MASC;SG
konflikter	συγκρούσεις	konflikter	σύγκρουση	N;INDF;FEM;PL	N;NOM;FEM;PL
konflikter	διενέξεις	konflikter	διένεξη	N;INDF;FEM;PL	N;NOM;FEM;PL
konflikter	διαφορές	konflikter	διαφορά	N;INDF;FEM;PL	N;NOM;FEM;PL
konflikter	διαφωνίες	konflikter	διαφωνία	N;INDF;FEM;PL	N;NOM;FEM;PL
konflikter	αμφισβητήσεις	konflikter	αμφισβήτηση	N;INDF;FEM;PL	N;NOM;FEM;PL
konflikter	διαφορών	konflikter	διαφορά	N;INDF;FEM;PL	N;GEN;FEM;PL
roll	ρολό	roll	ρολός	N;INDF;MASC;SG	N;NOM;NEUT;SG
blod	αίμα	blod	αίμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
forklare	εξηγώντας	forklare	εξηγώ	V;NFIN	V;IPFV;V.CVB;ACT
forklare	εξηγήσω	forklare	εξηγώ	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
forklare	εξηγήστε	forklare	εξηγώ	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
forklare	εξήγησε	forklare	εξηγώ	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
fin	ωραία	fin	ωραίος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
fin	ωραίο	fin	ωραίος	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
metoden	τροπος	metode	τροπος	N;DEF;MASC;SG	N;NOM;MASC;SG
metoden	μέθοδος	metode	μέθοδος	N;DEF;MASC;SG	N;NOM;FEM;SG
øye	μάτι	øye	μάτι	N;INDF;FEM;SG	N;NOM;NEUT;SG
øye	ματι	øye	ματι	N;INDF;FEM;SG	N;NOM;NEUT;SG
øye	οφθαλμός	øye	οφθαλμός	N;INDF;FEM;SG	N;NOM;MASC;SG
kravet	αξίωση	krav	αξίωση	N;DEF;NEUT;SG	N;ACC;FEM;SG
kravet	διεκδίκηση	krav	διεκδίκηση	N;DEF;NEUT;SG	N;ACC;FEM;SG
kravet	κατοχύρωση	krav	κατοχύρωση	N;DEF;NEUT;SG	N;ACC;FEM;SG
kravet	ισχυρισμός	krav	ισχυρισμός	N;DEF;NEUT;SG	N;NOM;MASC;SG
fakta	γεγονότα	faktum	γεγονός	N;INDF;NEUT;PL	N;NOM;NEUT;PL
fakta	γεγονοτα	faktum	γεγονος	N;INDF;NEUT;PL	N;NOM;NEUT;PL
distrikter	συνοικίες	distrikt	συνοικία	N;INDF;FEM;PL	N;NOM;FEM;PL
hjelper	βοηθώντας	hjelpe	βοηθώ	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
hjelper	βοηθάει	hjelpe	βοηθώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
hjelper	βοηθά	hjelpe	βοηθός	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
sol	σουν	sol	σε	N;INDF;MASC;SG	N
sol	λιακάδα	sol	λιακάδα	N;INDF;MASC;SG	N;NOM;FEM;SG
føler	νιώθω	føle	νιώθω	V;IND;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
bønder	χωριάτες	bonde	χωριάτης	N;INDF;MASC;PL	N;NOM;MASC;PL
bønder	γεωργούς	bonde	γεωργός	N;INDF;MASC;PL	N;ACC;MASC;PL
bønder	γεωργοί	bonde	γεωργός	N;INDF;MASC;PL	N;NOM;MASC;PL
bønder	αγρότες	bonde	αγρότης	N;INDF;MASC;PL	N;NOM;MASC;PL
relevante	σχετικές	relevant	σχετικός	ADJ;PL	ADJ;NOM;FEM;PL
relevante	σχετικοί	relevant	σχετικός	ADJ;PL	ADJ;NOM;MASC;PL
baron	βαρόνος	baron	βαρόνος	N;INDF;MASC;SG	N;NOM;MASC;SG
baron	βαρώνος	baron	βαρώνος	N;INDF;MASC;SG	N;NOM;MASC;SG
eksil	εξορία	eksil	εξορία	N;INDF;MASC;SG	N;ACC;FEM;SG
reisen	ταξιδι	reis	ταξιδι	N;DEF;MASC;SG	N;NOM;FEM;SG
reisen	ταξίδι	reis	ταξίδι	N;DEF;MASC;SG	N;NOM;NEUT;SG
komedie	κωμωδία	komedie	κωμωδία	N;INDF;MASC;SG	N;NOM;FEM;SG
åge	ηλικίας	åge	ηλικία	N;INDF;MASC;SG	N;GEN;FEM;SG
åge	ηλικία	åge	ηλικία	N;INDF;MASC;SG	N;NOM;FEM;SG
åge	ηλικια	åge	ηλικια	N;INDF;MASC;SG	N;NOM;FEM;SG
indisk	ινδιάνος	indisk	ινδιάνος	N;INDF;MASC;SG	N;NOM;MASC;SG
forretningsmann	επιχειρηματίας	forretningsmann	επιχειρηματίας	N;INDF;MASC;SG	N;NOM;FEM;SG
enighet	συμφωνία	enighet	συμφωνία	N;INDF;FEM;SG	N;ACC;FEM;SG
boksing	πυγμαχία	boksing	πυγμαχία	N;INDF;FEM;SG	N;NOM;FEM;SG
snakke	μιλήστε	snakke	μιλώ	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
anker	άνκερ	anke	άνκερ	N;INDF;MASC;SG	N
anker	αγκυρα	anke	άγκυρα	N;INDF;MASC;SG	N;NOM;FEM;SG
sant	αληθινή	sann	αληθινός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
elektronisk	ηλεκτρονική	elektronisk	ηλεκτρονικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
elektronisk	ηλεκτρονικό	elektronisk	ηλεκτρονικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
alice	αλίκη	alice	αλίκη	N	N;NOM;FEM;SG
hjerte	καρδιά	hjerte	καρδιός	N;INDF;NEUT;SG	N;NOM;FEM;SG
hjerte	καρδία	hjerte	καρδία	N;INDF;NEUT;SG	N;ACC;FEM;SG
hjerte	καρδια	hjerte	καρδι	N;INDF;NEUT;SG	N;ACC;FEM;SG
edition	έκδοση	edition	έκδοση	N;INDF;MASC;SG	N;ACC;FEM;SG
edition	εκδοση	edition	εκδοση	N;INDF;MASC;SG	N;NOM;FEM;SG
belgisk	βελγική	belgisk	βελγικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
belgisk	βελγικό	belgisk	βελγικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
kapp	ακρωτήρι	kapp	ακρωτήρι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
kapp	ακρωτήριο	kapp	ακρωτήριο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
kapp	κάπα	kapp	κάπα	N;INDF;NEUT;SG	N;NOM;FEM;SG
stillinger	θέσεις	stilling	θέση	N;INDF;FEM;PL	N;NOM;FEM;PL
stillinger	θεσεις	stilling	θεση	N;INDF;FEM;PL	N;NOM;FEM;PL
poesi	ποίηση	poesi	ποίηση	N;INDF;MASC;SG	N;NOM;FEM;SG
glass	γυάλινο	glass	γυάλινος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
glass	γυάλινη	glass	γυάλινος	N;INDF;NEUT;SG	N;NOM;FEM;SG
glass	ποτήρι	glass	ποτήρι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
glass	γυαλί	glass	γυαλί	N;INDF;NEUT;SG	N;NOM;NEUT;SG
bell	κουδούνι	bell	κουδούνι	N;INDF;MASC;SG	N;NOM;NEUT;SG
bell	καμπάνα	bell	καμπάνα	N;INDF;MASC;SG	N;NOM;FEM;SG
bell	καμπανάκι	bell	καμπανάκι	N;INDF;MASC;SG	N;NOM;NEUT;SG
sykdommer	αρρώστιες	sykdom	αρρώστια	N;INDF;FEM;PL	N;NOM;FEM;PL
sykdommer	ασθένειες	sykdom	ασθένεια	N;INDF;FEM;PL	N;NOM;FEM;PL
territorium	έδαφος	territorium	έδαφος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
territorium	επικράτεια	territorium	επικράτεια	N;INDF;NEUT;SG	N;NOM;FEM;SG
senatet	γερουσία	senat	γερουσία	N;DEF;NEUT;SG	N;NOM;FEM;SG
bryting	πάλη	bryting	πάλη	N;INDF;FEM;SG	N;NOM;FEM;SG
bryting	παλαιστής	bryting	παλαιστής	N;INDF;FEM;SG	N;NOM;MASC;SG
bryting	παλαιστή	bryting	παλιστής	N;INDF;FEM;SG	N;ACC;MASC;SG
dal	κοιλάδα	dal	κοιλάδα	N;INDF;MASC;SG	N;ACC;FEM;SG
theatre	θέατρο	theatre	θέατρο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
theatre	θεατρο	theatre	θεατρο	N;INDF;NEUT;SG	N;NOM;FEM;SG
åttende	όγδοη	åttende	όγδος	N;INDF;MASC;SG	N;ACC;FEM;SG
åttende	όγδοο	åttende	όγδοο	N;INDF;MASC;SG	N;NOM;NEUT;SG
kennedy	κένεντυ	kennedy	κένεντυ	N;INDF;MASC;SG	N;NOM;MASC;SG
kristus	χριστός	kristus	χριστός	N;INDF;MASC;SG	N;NOM;MASC;SG
tråd	νήμα	tråd	νήμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
tråd	κλωστή	tråd	κλωστός	N;INDF;MASC;SG	N;NOM;FEM;SG
objekter	αντικείμενα	objekter	αντικείμενο	N;INDF;FEM;PL	N;NOM;NEUT;PL
klasser	τάξεις	klasse	τάξη	N;INDF;FEM;PL	N;NOM;FEM;PL
klasser	μαθήματα	klasse	μάθημα	N;INDF;FEM;PL	N;NOM;NEUT;PL
klasser	κλάσεις	klasse	κλάση	N;INDF;FEM;PL	N;NOM;FEM;PL
organ	όργανο	organ	όργανο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
overgangen	μετάβαση	overgang	μετάβαση	N;DEF;MASC;SG	N;ACC;FEM;SG
kommando	διοίκηση	kommando	διοίκηση	N;INDF;MASC;SG	N;ACC;FEM;SG
kommando	εντολή	kommando	εντολή	N;INDF;MASC;SG	N;ACC;FEM;SG
diplomat	διπλωμάτης	diplomat	διπλωμάτης	N;INDF;MASC;SG	N;NOM;MASC;SG
diplomat	διπλωμάτη	diplomat	διπλώματος	N;INDF;MASC;SG	N;ACC;MASC;SG
lokaler	χώροι	lokale	χώρος	N;INDF;FEM;PL	N;NOM;MASC;PL
voss	βος	voss	βος	N;INDF;NEUT;SG	N
disiplin	πειθαρχία	disiplin	πειθαρχία	N;INDF;MASC;SG	N;NOM;FEM;SG
beach	παραλία	beach	παραλία	N;INDF;NEUT;SG	N;NOM;FEM;SG
beach	παραλια	beach	παράλια	N;INDF;NEUT;SG	N;NOM;FEM;SG
köln	κολόνια	köln	κολόνια	N	N;NOM;NEUT;SG
operasjoner	πράξεις	operasjon	πράξη	N;INDF;MASC;PL	N;NOM;FEM;PL
operasjoner	χειρουργεία	operasjon	χειρουργείο	N;INDF;MASC;PL	N;NOM;NEUT;PL
operasjoner	εγχειρήσεις	operasjon	εγχείρηση	N;INDF;MASC;PL	N;NOM;FEM;PL
gass	αερίου	gass	αέριο	N;INDF;MASC;SG	N;GEN;NEUT;SG
gass	αέριο	gass	αέριο	N;INDF;MASC;SG	N;NOM;NEUT;SG
gass	βενζίνη	gass	βενζίνη	N;INDF;MASC;SG	N;NOM;FEM;SG
fritz	φριτζ	fritz	φριτζ	N;INDF;MASC;SG	N
skilte	διαζύγιο	skilje	διαζύγιο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
bære	κουβαλώντας	bære	κουβαλώ	V;IMP;NFIN	V;IPFV;V.CVB;ACT
deltakelse	συμμετοχή	deltakels	συμμετοχή	N;INDF;MASC;SG	N;NOM;FEM;SG
deltakelse	συμμετοχη	deltakels	συμμετοχή	N;INDF;MASC;SG	N;NOM;FEM;SG
rimelig	λογικός	rimelig	λογικός	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
rimelig	λογικό	rimelig	λογικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
dypt	βαθύς	dyp	βαθύς	N;INDF;NEUT;SG	N;NOM;MASC;SG
dypt	βαθύ	dyp	βαθύς	N;INDF;NEUT;SG	N;NOM;NEUT;SG
menneskene	ανθρωποι	menneske	ανθρώπος	N;DEF;FEM;PL	N;NOM;MASC;PL
menneskene	ανθρώπους	menneske	άνθρωπος	N;DEF;FEM;PL	N;ACC;MASC;PL
menneskene	άνθρωποι	menneske	άνθρωπος	N;DEF;FEM;PL	N;NOM;MASC;PL
konsensus	συναίνεση	konsensus	συναίνεση	N;INDF;MASC;SG	N;ACC;FEM;SG
trinn	βημα	trinn	βημα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
trinn	βήμα	trinn	βήμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
trinn	σκαλοπάτι	trinn	σκαλοπάτι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
maraton	μαραθώνιο	maraton	μαραθώνιο	N;INDF;MASC;SG	N;ACC;MASC;SG
beleiringen	πολιορκία	beleiring	πολιορκία	N;DEF;MASC;SG	N;NOM;FEM;SG
fame	φήμη	fame	φήμη	N;INDF;MASC;SG	N;ACC;FEM;SG
fame	δόξα	fame	δίχομαι	N;INDF;MASC;SG	N;ACC;FEM;SG
gray	γκρίζο	gray	γκρίζο	N;INDF;MASC;SG	N;NOM;NEUT;SG
gray	γκρι	gray	γκρι	N;INDF;MASC;SG	N;NOM;SG
istedet	αντ	isted	αντ	N;DEF;NEUT;SG	N
generasjon	γενεά	generasjon	γενος	N;INDF;MASC;SG	N;NOM;FEM;SG
generasjon	γενιά	generasjon	γενιά	N;INDF;MASC;SG	N;NOM;FEM;SG
arkeologi	αρχαιολογία	arkeologi	αρχαιολογία	N;INDF;MASC;SG	N;NOM;FEM;SG
arkeologi	αρχαιολογία	arkeologi	αρχαιολογία	N;INDF;MASC;SG	N;NOM;FEM;SG
invasjon	εισβολή	invasjon	εισβολή	N;INDF;MASC;SG	N;ACC;FEM;SG
jorda	γη	jord	γη	N;DEF;FEM;SG	N;NOM;FEM;SG
jorda	γή	jord	γή	N;DEF;FEM;SG	N;ACC;FEM;SG
teorier	θεωρίες	teori	θεωρία	N;INDF;FEM;PL	N;NOM;FEM;PL
dom	ετυμηγορία	dom	ετυμηγορία	N;INDF;MASC;SG	N;ACC;FEM;SG
landsbyer	χωριά	landsby	χωριό	N;INDF;FEM;PL	N;NOM;NEUT;PL
landsbyer	χωριών	landsby	χώρα	N;INDF;FEM;PL	N;GEN;FEM;PL
kvinnelig	γυναίκα	kvinnelig	γυναίκα	N;INDF;MASC;SG	N;NOM;FEM;SG
kvinnelig	θηλυκό	kvinnelig	θηλυκός	N;INDF;MASC;SG	N;NOM;NEUT;SG
vincent	βίνσεντ	vincent	βίνσεντ	N;INDF;MASC;SG	N
place	τόπος	place	τόπος	N	N;NOM;MASC;SG
place	μέρος	place	μέρος	N	N;NOM;NEUT;SG
dikter	ποιητής	dikter	ποιητής	N;INDF;MASC;SG	N;NOM;MASC;SG
dikter	ποιητή	dikter	ποιητής	N;INDF;MASC;SG	N;ACC;MASC;SG
moe	μο	moe	μο	N;INDF;MASC;SG	N
rolling	κύλισης	rolling	κύλιση	N;INDF;FEM;SG	N;GEN;FEM;SG
leach	λιτς	leach	λιτό	N;INDF;MASC;SG	N
hel	χελ	hel	χελ	N	N;NOM
sverd	σπαθί	sverd	σπαθί	N;INDF;NEUT;SG	N;NOM;NEUT;SG
sverd	ξίφος	sverd	ξίφος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
synger	τραγούδι	synger	τραγούδι	N;INDF;MASC;SG	N;NOM;NEUT;SG
opptak	εγγραφή	opptak	εγγραφή	N;INDF;NEUT;SG	N;NOM;FEM;SG
opptak	καταγραφή	opptak	καταγραφή	N;INDF;NEUT;SG	N;ACC;FEM;SG
opptak	ηχογράφηση	opptak	ηχογράφηση	N;INDF;NEUT;SG	N;ACC;FEM;SG
game	παιχνίδι	game	παιχνίδι	N	N;NOM;NEUT;SG
universiteter	πανεπιστημίων	universitet	πανεπιστήμιο	N;INDF;FEM;PL	N;GEN;NEUT;PL
universiteter	πανεπιστήμια	universitet	πανεπιστήμιο	N;INDF;FEM;PL	N;NOM;NEUT;PL
relatert	σχετική	relatere	σχετικός	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG
relatert	σχετικό	relatere	σχετικός	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG
arsenal	οπλοστάσιο	arsenal	οπλοστάσιο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
verdien	τιμή	verdi	τιμή	N;DEF;MASC;SG	N;NOM;FEM;SG
verdien	αξία	verdi	αξία	N;DEF;MASC;SG	N;ACC;FEM;SG
liberale	φιλελεύθερους	liberal	φιλελεύθερος	ADJ;PL	ADJ;NOM;MASC;PL
liberale	φιλελεύθεροι	liberal	φιλελεύθερος	ADJ;PL	ADJ;NOM;MASC;PL
blader	φύλλα	blade	φύλλο	N;INDF;MASC;PL	N;NOM;NEUT;PL
kirkegård	νεκροταφείο	kirkegård	νεκροταφείο	N;INDF;MASC;SG	N;NOM;NEUT;SG
kirkegård	κοιμητήριο	kirkegård	κοιμητήριο	N;INDF;MASC;SG	N;NOM;NEUT;SG
kirkegård	νεκροταφείο	kirkegård	νεκροταφείο	N;INDF;MASC;SG	N;NOM;NEUT;SG
sjeldne	σπάνιες	sjeldan	σπάνιος	ADJ;PL	ADJ;NOM;FEM;PL
skyld	ενοχή	skyld	ενοχή	N;INDF;FEM;SG	N;NOM;FEM;SG
vidar	βίνταρ	vid	βίνταρ	N;INDF;MASC;SG	N
action	δραση	action	δραση	N	N;NOM;FEM;SG
action	δράση	action	δράση	N	N;NOM;FEM;SG
action	δράσης	action	δράση	N	N;GEN;FEM;SG
erstatte	αντικατάσταση	erstatte	αντικατάσταση	N;INDF;FEM;SG	N;ACC;FEM;SG
isteden	αντ	isted	αντ	N;INDF;MASC;SG	N
grav	τάφος	grav	τάφος	N;INDF;MASC;SG	N;NOM;MASC;SG
grav	τάφο	grav	τάφος	N;INDF;MASC;SG	N;ACC;MASC;SG
grav	τάφος	grav	τάφος	N;INDF;MASC;SG	N;NOM;MASC;SG
grav	τάφο	grav	τάφος	N;INDF;MASC;SG	N;ACC;MASC;SG
autonome	αυτόνομες	autonom	αυτόνομος	ADJ;PL	ADJ;NOM;FEM;PL
steiner	πέτρες	stein	πέτρα	N;INDF;FEM;PL	N;NOM;FEM;PL
steiner	βράχια	stein	βράχια	N;INDF;FEM;PL	N;NOM;NEUT;PL
steiner	βράχους	stein	βράχος	N;INDF;FEM;PL	N;ACC;MASC;PL
steiner	πέτρες	stein	πέτρα	N;INDF;FEM;PL	N;NOM;FEM;PL
steiner	βράχοι	stein	βράχος	N;INDF;FEM;PL	N;NOM;MASC;PL
steiner	πετρώματα	stein	πέτρωμα	N;INDF;FEM;PL	N;NOM;NEUT;PL
hente	ανακτήσει	hente	ανακτώ	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
retningslinjer	προσανατολισμοί	retningslinje	προσανατολισμός	N;INDF;FEM;PL	N;NOM;MASC;PL
retningslinjer	προσανατολισμούς	retningslinje	προσανατολισμός	N;INDF;FEM;PL	N;ACC;MASC;PL
retningslinjer	πολιτικές	retningslinje	πολιτική	N;INDF;FEM;PL	N;NOM;FEM;PL
unionen	ένωση	union	ένωση	N;DEF;MASC;SG	N;NOM;FEM;SG
unionen	ενωση	union	ενωση	N;DEF;MASC;SG	N;NOM;FEM;SG
unionen	συνδικάτο	union	συνδικάτο	N;DEF;MASC;SG	N;NOM;NEUT;SG
unionen	σωματείο	union	σωματείο	N;DEF;MASC;SG	N;NOM;NEUT;SG
positive	θετικές	positiv	θετικός	ADJ;PL	ADJ;NOM;FEM;PL
hund	σκύλος	hund	σκύλος	N;INDF;MASC;SG	N;NOM;MASC;SG
hund	σκυλί	hund	σκυλί	N;INDF;MASC;SG	N;NOM;NEUT;SG
gods	κτήμα	gods	κτήμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
gods	περιουσία	gods	περιουσία	N;INDF;NEUT;SG	N;ACC;FEM;SG
slutter	τελειώνει	slutte	τελειώνω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
anbefalt	συνιστώμενη	anbefal	συνιστώμενος	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG
sykling	ποδηλασία	sykling	ποδηλασία	N;INDF;FEM;SG	N;NOM;FEM;SG
sykling	ποδηλασία	sykling	ποδηλασία	N;INDF;FEM;SG	N;NOM;FEM;SG
forhindre	αποτρέψει	forhindre	αποτρέπω	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
akseptert	δεκτό	akseptere	δεκτός	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG
akseptert	αποδεκτή	akseptere	αποδεκτός	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG
akseptert	δεκτή	akseptere	δεκτός	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG
akseptert	δεκτός	akseptere	δεκτός	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;SG
pund	λίρα	pund	λίρο	N;INDF;NEUT;SG	N;NOM;FEM;SG
pund	κιλά	pund	κιλώ	N;INDF;NEUT;SG	N
son	γιος	son	γιος	N;INDF;MASC;SG	N;NOM;MASC;SG
