από	از	από	از	ADP	ADP
πετρελαίου	نفت	πετρέλαιο	نفت	N;GEN;NEUT;SG	N;SG
πετρελαίου	اویل	πετρέλαιο	اویل	N;GEN;NEUT;SG	N;SG
πετρελαίου	روغن	πετρέλαιο	روغن	N;GEN;NEUT;SG	N;SG
πετρελαίου	نفت	πετρέλαιο	نفت	N;GEN;NEUT;SG	N;SG
ακρωτήριο	کیپ	ακρωτήριο	کیپ	N;NOM;NEUT;SG	N;SG
ακρωτήριο	شنل	ακρωτήριο	شنل	N;NOM;NEUT;SG	N;SG
ακρωτήριο	دماغه	ακρωτήριο	دماغه	N;NOM;NEUT;SG	N;SG
μέτρησης	پیمانه	μέτρηση	پیمانه	N;GEN;FEM;SG	N;SG
μπάλα	بال	μπάλα	بال	N;NOM;FEM;SG	N;SG
μπάλα	توپ	μπάλα	None	N;NOM;FEM;SG	N;SG
διαστήματα	فواصل	διάστημα	فاصله	N;NOM;NEUT;PL	N;PL
συνεχείς	مستمر	συνεχής	مستمر	ADJ;NOM;FEM;PL	ADJ
συνεχείς	پاینده	συνεχής	پاینده	ADJ;NOM;FEM;PL	ADJ
επισκέπτες	میهمانان	επισκέπτης	میهمان	N;NOM;MASC;PL	N;PL
επισκέπτες	مهمانان	επισκέπτης	مهمان	N;NOM;MASC;PL	N;PL
συσκευή	دستگاهی	συσκευή	دستگاه	N;NOM;FEM;SG	N;SG
συσκευή	وسیله	συσκευή	وسیله	N;NOM;FEM;SG	N;SG
συσκευή	دستگاه	συσκευή	دستگاه	N;NOM;FEM;SG	N;SG
απαιτήσεις	نیازها	απαίτηση	نیاز	N;NOM;FEM;PL	N;PL
απαιτήσεις	نیازهای	απαίτηση	نیاز	N;NOM;FEM;PL	N;PL
υδρογόνο	هیدروژن	υδρογόνο	هیدروژن	N;NOM;NEUT;SG	N;SG
υδρογόνο	هیدروژنی	υδρογόνο	هیدروژنی	N;NOM;NEUT;SG	N;SG
κατάρρευση	بهمنی	κατάρρευση	None	N;ACC;FEM;SG	N;SG
κατάρρευση	آوار	κατάρρευση	آور	N;ACC;FEM;SG	N;SG
κατάρρευση	فروپاشی	κατάρρευση	فروپاشی	N;ACC;FEM;SG	N;SG
επιχείρημα	حجت	επιχείρημα	None	N;NOM;NEUT;SG	N;SG
επιχείρημα	برهان	επιχείρημα	برهان	N;NOM;NEUT;SG	N;SG
επιχείρημα	استدلال	επιχείρημα	استدلال	N;NOM;NEUT;SG	N;SG
τομέας	بخش	τομέας	بخش	N;NOM;MASC;SG	N;SG
τομέας	سکتور	τομέας	سکتور	N;NOM;MASC;SG	N;SG
μετατροπή	تبدیل	μετατροπή	تبدیل	N;ACC;FEM;SG	N;SG
μετατροπή	تبدیل	μετατροπή	تبدیل	N;ACC;FEM;SG	N;SG
εισόδου	مدخل	είσοδος	مدخل	N;GEN;FEM;SG	N;SG
εισόδου	ورودی	είσοδος	ورودی	N;GEN;FEM;SG	N;SG
εισόδου	ورود	είσοδος	ورود	N;GEN;FEM;SG	N;SG
εισόδου	ورودی	είσοδος	ورودی	N;GEN;FEM;SG	N;SG
επιχειρήματα	دلایل	επιχείρημα	دلیل	N;NOM;NEUT;PL	N;PL
ανθολογία	گلچین	ανθολογία	گلچین	N;NOM;FEM;SG	N;SG
φρουρά	نگهبانی	φρουρά	None	N;ACC;FEM;SG	N;SG
φρουρά	گارد	φρουρά	گاشت#گار	N;ACC;FEM;SG	N;SG
άραβες	اعراب	άραβος	عرب	N;NOM;MASC;PL	N;PL
όπλο	تفنگ	όπλο	None	N;NOM;NEUT;SG	N;SG
όπλο	تفنگی	όπλο	تفنگی	N;NOM;NEUT;SG	N;SG
νεαρός	جوان	νεαρός	جوان	N;NOM;MASC;SG	N;SG
νεαρός	یانگ	νεαρός	یانگ	N;NOM;MASC;SG	N;SG
νεαρός	جوون	νεαρός	جوون	N;NOM;MASC;SG	N;SG
νεαρός	یونگ	νεαρός	یونگ	N;NOM;MASC;SG	N;SG
πέτρα	سنگ	πέτρο	سنگ	N;NOM;FEM;SG	N;SG
πέτρα	استون	πέτρο	استون	N;NOM;FEM;SG	N;SG
πέτρα	سنگی	πέτρο	سنگی	N;NOM;FEM;SG	N;SG
πέτρα	سنگسار	πέτρο	سنگسار	N;NOM;FEM;SG	N;SG
πέτρα	پترا	πέτρο	پترا	N;NOM;FEM;SG	N;SG
πέτρα	سنگی	πέτρο	سنگی	N;NOM;FEM;SG	N;SG
πέτρα	صخره	πέτρο	None	N;NOM;FEM;SG	N;SG
πέτρα	راک	πέτρο	راک	N;NOM;FEM;SG	N;SG
φτάνοντας	میرسد	φτάνω	میرسد	V;IPFV;V.CVB;ACT	V;SG;3;PRS
θείο	گوگرد	θείο	گوگرد	N;NOM;NEUT;SG	N;SG
θείο	سولفور	θείο	سولفور	N;NOM;NEUT;SG	N;SG
θείο	سولفور	θείο	سولفور	N;NOM;NEUT;SG	N;SG
ανταλλαγή	تجارت	ανταλλαγή	تجارت	N;NOM;FEM;SG	N;SG
ανταλλαγή	معاوضه	ανταλλαγή	معاوضه	N;NOM;FEM;SG	N;SG
ανταλλαγή	تبادل	ανταλλαγή	تبادل	N;NOM;FEM;SG	N;SG
ανταλλαγή	مبادله	ανταλλαγή	مبادله	N;NOM;FEM;SG	N;SG
λέων	شیر	λέος	شیر	N;NOM;MASC;SG	N;SG
λέων	لئون	λέος	لئون	N;NOM;MASC;SG	N;SG
λέων	لیون	λέος	لیون	N;NOM;MASC;SG	N;SG
λέων	لئو	λέος	لئو	N;NOM;MASC;SG	N;SG
λέων	leo	λέος	leo	N;NOM;MASC;SG	N;SG
παρατήρηση	مشاهده	παρατήρηση	مشاهده	N;ACC;FEM;SG	N;SG
παρατήρηση	رصد	παρατήρηση	رصد	N;ACC;FEM;SG	N;SG
μόνιμη	همیشگی	μόνιμος	همیشگی	ADJ;NOM;FEM;SG	ADJ
πρωταθλητή	قهرمان	πρωταθλητής	قهرمان	N;ACC;MASC;SG	N;SG
πρωταθλητή	قهرمان	πρωταθλητής	قهرمان	N;ACC;MASC;SG	N;SG
πρωταθλητή	پهلوان	πρωταθλητής	None	N;ACC;MASC;SG	N;SG
πρωταθλητή	champion	πρωταθλητής	None	N;ACC;MASC;SG	N;SG
αρχιτέκτονα	معمار	αρχιτέκτονας	معمار	N;ACC;MASC;SG	N;SG
αρχιτέκτονα	architect	αρχιτέκτονας	architect	N;ACC;MASC;SG	N;SG
ηχώ	پژواک	ηχώ	پژواک	N;NOM;FEM;SG	N;SG
ηχώ	پژواک	ηχώ	پژواک	N;NOM;FEM;SG	N;SG
ηχώ	اکو	ηχώ	None	N;NOM;FEM;SG	N;SG
αγώνισμα	رویداد	αγώνισμα	رویداد	N;NOM;NEUT;SG	N;SG
αγώνισμα	واقعه	αγώνισμα	واقعه	N;NOM;NEUT;SG	N;SG
αγώνισμα	رخداد	αγώνισμα	رخداد	N;NOM;NEUT;SG	N;SG
απόσπασμα	نقل	απόσπασμα	نقل	N;NOM;NEUT;SG	N;SG
απόσπασμα	جوخه	απόσπασμα	جوخه	N;NOM;NEUT;SG	N;SG
απόσπασμα	استخراج	απόσπασμα	استخراج	N;NOM;NEUT;SG	N;SG
κατανόηση	عقل	κατανόηση	عقل	N;ACC;FEM;SG	N;SG
ναζί	نازیها	ναζί	نازی	N;NOM;MASC;PL	N;PL
αστέρια	ستارگان	αστέριος	None	N;NOM;NEUT;PL	N;PL
λευκή	سفید	λευκός	سفید	ADJ;NOM;FEM;SG	ADJ
συγγενείς	نزدیکان	συγγένης	نزدیک	N;NOM;MASC;PL	N;PL
συγγενείς	خویشاوندان	συγγένης	None	N;NOM;MASC;PL	N;PL
διαταγή	نظم	διαταγή	نظم	N;ACC;FEM;SG	N;SG
διαταγή	فرمان	διαταγή	فرمان	N;ACC;FEM;SG	N;SG
διαταγή	دستور	διαταγή	دستور	N;ACC;FEM;SG	N;SG
διαταγή	سفارش	διαταγή	None	N;ACC;FEM;SG	N;SG
διαταγή	ترتیب	διαταγή	ترتیب	N;ACC;FEM;SG	N;SG
μετακίνηση	حرکت	μετακίνηση	حرکت	N;ACC;FEM;SG	N;SG
μετακίνηση	حرکت	μετακίνηση	حرکت	N;ACC;FEM;SG	N;SG
μετακίνηση	جنبش	μετακίνηση	جنبش	N;ACC;FEM;SG	N;SG
μετακίνηση	تحرک	μετακίνηση	تحرک	N;ACC;FEM;SG	N;SG
μετακίνηση	نهضت	μετακίνηση	نهضت	N;ACC;FEM;SG	N;SG
κύματα	امواج	κύμα	None	N;NOM;NEUT;PL	N;PL
κύματα	موجها	κύμα	موج	N;NOM;NEUT;PL	N;PL
φύλλο	برگی	φύλλο	برگی	N;NOM;NEUT;SG	N;SG
φύλλο	برگ	φύλλο	برگ	N;NOM;NEUT;SG	N;SG
φύλλο	ورقه	φύλλο	None	N;NOM;NEUT;SG	N;SG
φύλλο	برگه	φύλλο	برگه	N;NOM;NEUT;SG	N;SG
μικρότερες	کوچکتر	μικρός	کوچک	ADJ;NOM;CMPR;FEM;PL	ADJ;CMPR
οργανισμοί	سازمانها	οργανισμός	None	N;NOM;MASC;PL	N;PL
οργανισμοί	سازمانهای	οργανισμός	سازمان	N;NOM;MASC;PL	N;PL
διαπραγματεύσεις	مذاکرات	διαπραγμάτευση	مذاکره	N;NOM;FEM;PL	N;PL
διαπραγματεύσεις	مذاکرات	διαπραγμάτευση	مذاکره	N;NOM;FEM;PL	N;PL
νεκροί	مُرده	νεκρός	مُرده	ADJ;NOM;MASC;PL	ADJ
επικράτεια	قلمروی	επικράτεια	قلمروی	N;NOM;FEM;SG	N;SG
επικράτεια	قلمرو	επικράτεια	قلمرو	N;NOM;FEM;SG	N;SG
επίδοση	عملکرد	επίδοση	عملکرد	N;ACC;FEM;SG	N;SG
επίδοση	اجرا	επίδοση	اجرا	N;ACC;FEM;SG	N;SG
επίδοση	کارایی	επίδοση	کارایی	N;ACC;FEM;SG	N;SG
μύθο	افسانه	μύθος	افسانه	N;NOM;MASC;SG	N;SG
μύθο	اسطوره	μύθος	اسطوره	N;NOM;MASC;SG	N;SG
μύθο	حکایت	μύθος	حکایت	N;NOM;MASC;SG	N;SG
συστατικά	قطعات	συστατικά	قطعه	N;NOM;NEUT;PL	N;PL
συστατικά	اجزای	συστατικά	اجزا	N;NOM;NEUT;PL	N;PL
ισλάμ	اسلام	ισλάμ	اسلام	N;NOM;NEUT;SG	N;SG
πεθαίνει	میمیرد	πεθαίνω	مرمید#میمر	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
γαλαξία	کهکشان	γαλαξία	کهکشان	N;NOM;MASC;SG	N;SG
γαλαξία	گلکسی	γαλαξία	گلکسی	N;NOM;MASC;SG	N;SG
στέμμα	کرون	στέμμα	کرون	N;NOM;NEUT;SG	N;SG
στέμμα	کراون	στέμμα	کراون	N;NOM;NEUT;SG	N;SG
στέμμα	تاج	στέμμα	تاج	N;NOM;NEUT;SG	N;SG
αίτημα	درخواست	αίτημα	درخواست	N;NOM;NEUT;SG	N;SG
πόλεμοι	جنگها	πόλεμος	جنگ	N;NOM;MASC;PL	N;PL
πλήρωμα	سرنشین	πλήρωμα	سرنشین	N;NOM;NEUT;SG	N;SG
πλήρωμα	خدمه	πλήρωμα	خدمه	N;NOM;NEUT;SG	N;SG
διανομή	توزیع	διανομή	توزیع	N;NOM;FEM;SG	N;SG
χώροι	فضاهای	χώρος	فضا	N;NOM;MASC;PL	N;PL
επιστολές	حروف	επιστολή	حرف	N;NOM;FEM;PL	N;PL
σταθερό	ثابت	σταθερός	ثابت	ADJ;NOM;NEUT;SG	ADJ
σταθερό	ثابت	σταθερός	ثابت	ADJ;NOM;NEUT;SG	ADJ
έθνος	ملت	έθνος	ملت	N;NOM;NEUT;SG	N;SG
έθνος	ملتی	έθνος	ملت	N;NOM;NEUT;SG	N;SG
πολίτης	غیرنظامی	πολίτης	غیرنظامی	N;NOM;MASC;SG	N;SG
πολίτης	همشهری	πολίτης	None	N;NOM;MASC;SG	N;SG
πολίτης	شهروند	πολίτης	شهروند	N;NOM;MASC;SG	N;SG
πολίτης	شهروندی	πολίτης	شهروندی	N;NOM;MASC;SG	N;SG
παρέμβαση	پارازیت	παρέμβαση	پارازیت	N;ACC;FEM;SG	N;SG
παρέμβαση	دخالت	παρέμβαση	دخالت	N;ACC;FEM;SG	N;SG
παρέμβαση	مداخله	παρέμβαση	مداخله	N;ACC;FEM;SG	N;SG
παρέμβαση	تداخل	παρέμβαση	تداخل	N;ACC;FEM;SG	N;SG
παρέμβαση	دخالت	παρέμβαση	دخالت	N;ACC;FEM;SG	N;SG
παρέμβαση	مداخله	παρέμβαση	مداخله	N;ACC;FEM;SG	N;SG
ένοπλες	مسلح	ένοπλος	None	ADJ;NOM;FEM;PL	ADJ
λάδι	نفت	λάδι	نفت	N;NOM;NEUT;SG	N;SG
λάδι	اویل	λάδι	اویل	N;NOM;NEUT;SG	N;SG
λάδι	روغن	λάδι	روغن	N;NOM;NEUT;SG	N;SG
σιδήρου	آهن	σίδηρος	آهن	N;GEN;NEUT;SG	N;SG
πυρκαγιά	آتشسوزی	πυρκαγιά	آتشسوزی	N;NOM;FEM;SG	N;SG
πυρκαγιά	آتش	πυρκαγιά	آتش	N;NOM;FEM;SG	N;SG
πυρκαγιά	آتیش	πυρκαγιά	آتیش	N;NOM;FEM;SG	N;SG
νεότερος	جوانتر	νεότερος	جوان	ADJ;NOM;CMPR;MASC;SG	ADJ;CMPR
μέτρηση	پیمانه	μέτρηση	پیمانه	N;NOM;FEM;SG	N;SG
επιχειρηματίας	کارآفرین	επιχειρηματίας	کارآفرین	N;NOM;FEM;SG	N;SG
επιχειρηματίας	کاسب	επιχειρηματίας	کاسب	N;NOM;FEM;SG	N;SG
επιχειρηματίας	کارآفرین	επιχειρηματίας	کارآفرین	N;NOM;FEM;SG	N;SG
χαρά	مسرت	χαρά	مسرت	N;NOM;FEM;SG	N;SG
χαρά	شادی	χαρά	شادی	N;NOM;FEM;SG	N;SG
χαρά	جوی	χαρά	جو	N;NOM;FEM;SG	N;SG
χαρά	شادمانی	χαρά	شادمانی	N;NOM;FEM;SG	N;SG
χαρά	خوشی	χαρά	None	N;NOM;FEM;SG	N;SG
χαρά	رضای	χαρά	None	N;NOM;FEM;SG	N;SG
χαρά	خوشنودی	χαρά	خوشنودی	N;NOM;FEM;SG	N;SG
χαρά	لذت	χαρά	لذت	N;NOM;FEM;SG	N;SG
έγγραφο	سند	έγγραφο	سند	N;NOM;NEUT;SG	N;SG
έγγραφο	نوشتار	έγγραφο	نوشتار	N;NOM;NEUT;SG	N;SG
καταγραφή	ضبط	καταγραφή	None	N;ACC;FEM;SG	N;SG
παρόμοιες	مشابه	παρόμοιος	مشابه	ADJ;NOM;FEM;PL	ADJ
μετάδοση	انتقال	μετάδοση	انتقال	N;ACC;FEM;SG	N;SG
μετάδοση	مخابره	μετάδοση	None	N;ACC;FEM;SG	N;SG
μετάδοση	پخش	μετάδοση	پخش	N;ACC;FEM;SG	N;SG
μετάδοση	مخابره	μετάδοση	None	N;ACC;FEM;SG	N;SG
ψυχή	نفس	ψυχή	نفس	N;ACC;FEM;SG	N;SG
ψυχή	سول	ψυχή	سول	N;ACC;FEM;SG	N;SG
ψυχή	نفسی	ψυχή	نفس	N;ACC;FEM;SG	N;SG
αντιπάλους	مخالفان	αντίπαλος	مخالف	N;ACC;MASC;PL	N;PL
τείχος	دیواری	τείχος	دیواری	N;NOM;NEUT;SG	N;SG
τείχος	دیوار	τείχος	دیوار	N;NOM;NEUT;SG	N;SG
οικία	اقامتگاه	οικία	اقامتگاه	N;NOM;FEM;SG	N;SG
οικία	جایگاه	οικία	جایگاه	N;NOM;FEM;SG	N;SG
οικία	اقامت	οικία	اقامت	N;NOM;FEM;SG	N;SG
θηλυκό	نسوان	θηλυκός	نسوان	N;NOM;NEUT;SG	N;SG
θηλυκό	زن	θηλυκός	زن	N;NOM;NEUT;SG	N;SG
θηλυκό	مؤنث	θηλυκός	مؤنث	N;NOM;NEUT;SG	N;SG
θηλυκό	مونث	θηλυκός	مونث	N;NOM;NEUT;SG	N;SG
θηλυκό	ماده	θηλυκός	ماده	N;NOM;NEUT;SG	N;SG
ζημιές	آسیبهای	ζημιά	آسیب	N;NOM;FEM;PL	N;PL
ζημιές	صدمات	ζημιά	صدمه	N;NOM;FEM;PL	N;PL
ομιλία	سخنرانی	ομιλία	سخنرانی	N;ACC;FEM;SG	N;SG
ομιλία	گفتار	ομιλία	گفتار	N;ACC;FEM;SG	N;SG
ελπίδα	امیدی	ελπίδα	امیدی	N;NOM;FEM;SG	N;SG
ελπίδα	هوپ	ελπίδα	هوپ	N;NOM;FEM;SG	N;SG
ελπίδα	hope	ελπίδα	hope	N;NOM;FEM;SG	N;SG
ελπίδα	امید	ελπίδα	امید	N;NOM;FEM;SG	N;SG
σύλληψη	بازداشت	σύλληψη	بازداشت	N;ACC;FEM;SG	N;SG
σύλληψη	توقیف	σύλληψη	توقیف	N;ACC;FEM;SG	N;SG
σύλληψη	دستگیری	σύλληψη	دستگیری	N;ACC;FEM;SG	N;SG
σύλληψη	دستگیری	σύλληψη	دستگیری	N;ACC;FEM;SG	N;SG
αίτηση	کاربردی	αίτηση	کاربردی	N;NOM;FEM;SG	N;SG
αίτηση	کاربرد	αίτηση	کاربرد	N;NOM;FEM;SG	N;SG
αίτηση	درخواست	αίτηση	درخواست	N;NOM;FEM;SG	N;SG
πλούσιο	غنی	πλούσιο	غنی	ADJ;NOM;NEUT;SG	ADJ
πτυχίο	دیپلم	πτυχίο	دیپلم	N;NOM;NEUT;SG	N;SG
πτυχίο	درجه	πτυχίο	درجه	N;NOM;NEUT;SG	N;SG
γρήγορη	تند	γρήγορος	None	ADJ;NOM;FEM;SG	ADJ
εξοπλισμό	دنده	εξοπλισμός	دنده	N;ACC;MASC;SG	N;SG
εκπαιδευτικό	آموزشی	εκπαιδευτικός	آموزشی	ADJ;NOM;NEUT;SG	ADJ
σοβαρή	جدی	σοβαρός	جدی	ADJ;NOM;FEM;SG	ADJ
ιατρός	پزشک	ιατρός	پزشک	N;NOM;MASC;SG	N;SG
ουρανό	آسمان	ουρανός	آسمان	N;ACC;MASC;SG	N;SG
ουρανό	اسکای	ουρανός	اسکا	N;ACC;MASC;SG	N;SG
κόντρα	کنترا	κόντρο	کنترا	N;ACC;FEM;SG	N;SG
ταξίδια	سفرهای	ταξίδι	سفر	N;NOM;NEUT;PL	N;PL
ταξίδια	سفرها	ταξίδι	سفر	N;NOM;NEUT;PL	N;PL
ταξίδια	سفرها	ταξίδι	سفر	N;NOM;NEUT;PL	N;PL
θετικές	مثبت	θετικός	مثبت	ADJ;NOM;FEM;PL	ADJ
φάσεις	مراحل	φάση	مرحله	N;NOM;FEM;PL	N;PL
ήρωες	قهرمانان	ήρωο	قهرمان	N;NOM;MASC;PL	N;PL
προορισμό	مقصد	προορισμός	مقصد	N;ACC;MASC;SG	N;SG
πατριαρχείο	patriarchate	πατριαρχείο	patriarchate	N;NOM;NEUT;SG	N;SG
σκοτώσει	بکش	σκοτώνω	بکش	V;PFV;NFIN;ACT	V;IMP;SG;2
σκοτώσει	بکشی	σκοτώνω	None	V;PFV;NFIN;ACT	V;SBJV;SG;2;PRS
σκοτώσει	بکشم	σκοτώνω	None	V;PFV;NFIN;ACT	V;SBJV;SG;1;PRS
αντικατάσταση	جایگزینی	αντικατάσταση	جایگزینی	N;ACC;FEM;SG	N;SG
αντικατάσταση	جایگزینی	αντικατάσταση	جایگزینی	N;ACC;FEM;SG	N;SG
αντικατάσταση	جانشینی	αντικατάσταση	جانشینی	N;ACC;FEM;SG	N;SG
αντικατάσταση	جانشین	αντικατάσταση	جانشین	N;ACC;FEM;SG	N;SG
αντικατάσταση	جایگزینی	αντικατάσταση	جایگزینی	N;ACC;FEM;SG	N;SG
συνεργάτης	همکار	συνεργάτης	همکار	N;NOM;MASC;SG	N;SG
συνεργάτης	شریک	συνεργάτης	None	N;NOM;MASC;SG	N;SG
συνεργάτης	همتای	συνεργάτης	همتا	N;NOM;MASC;SG	N;SG
αλφάβητο	الفبا	αλφάβητος	الفبا	N;NOM;NEUT;SG	N;SG
αλφάβητο	الفبای	αλφάβητος	الفبای	N;NOM;NEUT;SG	N;SG
υποχρεώσεις	تعهدات	υποχρέωση	تعهد	N;NOM;FEM;PL	N;PL
υποχρεώσεις	قراردادها	υποχρέωση	قرارداد	N;NOM;FEM;PL	N;PL
σπήλαιο	غار	σπήλαιο	غار	N;NOM;NEUT;SG	N;SG
σπήλαιο	غاری	σπήλαιο	غار	N;NOM;NEUT;SG	N;SG
δέλτα	دلتا	δέλτα	None	N;NOM;MASC;SG	N;SG
δέλτα	دلتای	δέλτα	دلتا	N;NOM;MASC;SG	N;SG
δυσκολίες	مشکلات	δυσκολία	مشکل	N;NOM;FEM;PL	N;PL
τάφο	مقبره	τάφος	مقبره	N;ACC;MASC;SG	N;SG
τάφο	آرامگاه	τάφος	آرامگاه	N;ACC;MASC;SG	N;SG
τάφο	قبر	τάφος	قبر	N;ACC;MASC;SG	N;SG
νομοθεσία	قانونگذاری	νομοθεσία	قانونگذاری	N;NOM;FEM;SG	N;SG
εξετάσεις	آزمونهای	εξέταση	آزمون	N;NOM;FEM;PL	N;PL
εξετάσεις	امتحانات	εξέταση	None	N;NOM;FEM;PL	N;PL
συνδυασμός	ترکیبی	συνδυασμός	ترکیب	N;NOM;MASC;SG	N;SG
συνδυασμός	ترکیب	συνδυασμός	ترکیب	N;NOM;MASC;SG	N;SG
συνδυασμός	ترکیب	συνδυασμός	ترکیب	N;NOM;MASC;SG	N;SG
λάθη	اشتباهاتی	λάθος	اشتباه	N;NOM;NEUT;PL	N;PL
λάθη	اشتباهات	λάθος	اشتباه	N;NOM;NEUT;PL	N;PL
λάθη	خطاهای	λάθος	خطا	N;NOM;NEUT;PL	N;PL
λάθη	خطاها	λάθος	خطا	N;NOM;NEUT;PL	N;PL
αντάρτες	چریکها	αντάρτης	چریک	N;NOM;MASC;PL	N;PL
διατριβή	تز	διατριβός	تز	N;NOM;FEM;SG	N;SG
συνέπειες	عواقب	συνέπεια	None	N;NOM;FEM;PL	N;PL
συνέπειες	مفاهیم	συνέπεια	مفهوم	N;NOM;FEM;PL	N;PL
φιλοσοφική	فلسفی	φιλοσοφικός	فلسفی	ADJ;NOM;FEM;SG	ADJ
προσωπικότητα	شخصیت	προσωπικότητα	شخصیت	N;ACC;FEM;SG	N;SG
προσωπικότητα	شخصیتی	προσωπικότητα	شخصیت	N;ACC;FEM;SG	N;SG
οπαδούς	پیروان	οπαδός	پیرو	N;ACC;MASC;PL	N;PL
ιερέας	کاهن	ιερία	کاهن	N;NOM;MASC;SG	N;SG
ιερέας	کشیش	ιερία	کشیش	N;NOM;MASC;SG	N;SG
ιερέας	کشیشی	ιερία	کشیش	N;NOM;MASC;SG	N;SG
ξενοδοχείο	هتل	ξενοδοχείο	هتل	N;NOM;NEUT;SG	N;SG
διάσπαση	شکافتن	διάσπαση	شکافتن	N;NOM;FEM;SG	N;SG
στόχους	اهداف	στόχος	هدف	N;ACC;MASC;PL	N;PL
κίνδυνος	خطر	κίνδυνος	خطر	N;NOM;MASC;SG	N;SG
κίνδυνος	ریسک	κίνδυνος	None	N;NOM;MASC;SG	N;SG
κίνδυνος	مخاطره	κίνδυνος	مخاطره	N;NOM;MASC;SG	N;SG
κίνδυνος	هازارد	κίνδυνος	هازارد	N;NOM;MASC;SG	N;SG
κίνδυνος	خطری	κίνδυνος	خطر	N;NOM;MASC;SG	N;SG
κίνδυνος	خطر	κίνδυνος	خطر	N;NOM;MASC;SG	N;SG
κατανάλωση	مصرف	κατανάλωση	مصرف	N;ACC;FEM;SG	N;SG
υψηλότερο	بالاتری	ψηλός	بالا	ADJ;NOM;CMPR;NEUT;SG	ADJ;CMPR
υψηλότερο	بالاتر	ψηλός	بالا	ADJ;NOM;CMPR;NEUT;SG	ADJ;CMPR
μωάμεθ	محمد	μωάμεθ	محمد	N;NOM;NEUT;SG	N;SG
διάγνωση	تشخیصش	διάγνωση	تشخیصش	N;NOM;FEM;SG	N;SG
διάγνωση	تشخیص	διάγνωση	تشخیص	N;NOM;FEM;SG	N;SG
εταιρίες	شرکتها	εταιρία	شرکت	N;NOM;FEM;PL	N;PL
εταιρίες	شرکتهای	εταιρία	شرکت	N;NOM;FEM;PL	N;PL
εταιρίες	احزاب	εταιρία	حزب	N;NOM;FEM;PL	N;PL
φάρμακα	داروها	φάρμακο	دارو	N;NOM;NEUT;PL	N;PL
κατάλληλο	مناسب	κατάλληλος	مناسب	ADJ;NOM;NEUT;SG	ADJ
κατάλληλο	درخور	κατάλληλος	درخور	ADJ;NOM;NEUT;SG	ADJ
κατάλληλο	مناسب	κατάλληλος	مناسب	ADJ;NOM;NEUT;SG	ADJ
