amb	مع	amb	مَعَ	ADP	ADP;ACC
mecànica	ميكانيكي	mecànic	مِيكَانِيكِي	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
mecànica	ميكانيكية	mecànic	مِيكَانِيكِيَّة	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
realització	الادراك	realització	إِدرَاك	N;FEM;SG	N;NOM;DEF;SG
explotació	استغلال	explotació	اِستِغلَال	N;FEM;SG	N;NOM;INDF;SG
explotació	الاستغلال	explotació	اِستِغلَال	N;FEM;SG	N;NOM;DEF;SG
insectes	الحشرات	insecte	حَشَرَة	N;MASC;PL	N;NOM;DEF;PL
passos	الخطوات	pas	خَطوَة	N;MASC;PL	N;NOM;DEF;PL
passos	خطوات	pas	خَطوَة	N;MASC;PL	N;NOM;INDF;PL
passos	خطوات	pas	خَطوَة	N;MASC;PL	N;NOM;INDF;PL
mecanisme	الالية	mecanisme	الالية	N;MASC;SG	N;NOM;DEF;SG
mecanisme	الية	mecanisme	الية	N;MASC;SG	N;NOM;DEF;SG
empresari	مقاول	empresari	مُقَاوَل	N;MASC;SG	N;NOM;INDF;SG
regles	قواعد	regla	قَاعِدَة	N;FEM;PL	N;NOM;INDF;PL
regles	القواعد	regla	قَاعِدَة	N;FEM;PL	N;NOM;DEF;PL
regles	قوانين	regla	قَانُون	N;FEM;PL	N;NOM;INDF;PL
regles	القوانين	regla	قَانُون	N;FEM;PL	N;NOM;DEF;PL
regles	حكام	regla	حَاكِم	N;FEM;PL	N;NOM;INDF;PL
regles	الحكام	regla	حَكَم	N;FEM;PL	N;NOM;DEF;PL
xarxes	شبكات	xarxa	شَبَكَة	N;FEM;PL	N;NOM;INDF;PL
xarxes	الشبكات	xarxa	شَبَكَة	N;FEM;PL	N;NOM;DEF;PL
senyals	الاشارات	senyal	إِشَارَة	N;MASC;PL	N;NOM;DEF;PL
senyals	اشارات	senyal	إِشَارَة	N;MASC;PL	N;NOM;INDF;PL
senyals	العلامات	senyal	عَلَامَة	N;MASC;PL	N;NOM;DEF;PL
senyals	علامات	senyal	عَلَامَة	N;MASC;PL	N;NOM;INDF;PL
eina	الاداة	eina	إِدَاةَة	N;FEM;SG	N;NOM;DEF;SG
eina	اداة	eina	إِدَاةَ	N;FEM;SG	N;NOM;INDF;SG
termini	المصطلح	termini	المصطلح	N;MASC;SG	N;NOM;DEF;SG
termini	مصطلح	termini	مُصطَلَح	N;MASC;SG	N;NOM;INDF;SG
matí	الصباح	matí	صَبَاح	N;MASC;SG	N;NOM;DEF;SG
matí	صباح	matí	صَبَاح	N;MASC;SG	N;NOM;INDF;SG
distingir	يميز	distingir	أَمَاز	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
caràcters	احرف	caràcter	احرف	N;MASC;PL	N;NOM;INDF;PL
caràcters	الشخصيات	caràcter	شَخصِيَّة	N;MASC;PL	N;NOM;DEF;PL
caràcters	شخصيات	caràcter	شَخصِيَّة	N;MASC;PL	N;NOM;INDF;PL
radical	جذري	radical	جِذرِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
radical	جذرية	radical	جِذرِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
radical	متطرف	radical	مُتَطَرِّف	ADJ;SG	ADJ;NOM;INDF;MASC;SG
investigacions	التحقيقات	investigació	تَحقِيق	N;FEM;PL	N;NOM;DEF;PL
investigacions	تحقيقات	investigació	تَحقِيق	N;FEM;PL	N;NOM;INDF;PL
regla	القاعدة	regla	قَاعِدَة	N;FEM;SG	N;NOM;DEF;SG
regla	قاعدة	regla	قَاعِدَة	N;FEM;SG	N;NOM;INDF;SG
desenvolupa	يطور	desenvolupar	طَار	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
campiona	بطل	campiona	بَطَل	N;FEM;SG	N;NOM;INDF;SG
campiona	البطل	campiona	بَطَل	N;FEM;SG	N;NOM;DEF;SG
causes	الاسباب	causa	سَبَب	N;FEM;PL	N;NOM;DEF;PL
alternativa	البديل	alternativa	بَدِيل	N;FEM;SG	N;NOM;DEF;SG
alternativa	بديل	alternativa	بَدِيل	N;FEM;SG	N;NOM;INDF;SG
alternativa	بديلة	alternativa	بَدِيلَة	N;FEM;SG	N;NOM;INDF;SG
debat	مناقشة	debat	مُنَاقَشَة	N;MASC;SG	N;NOM;INDF;SG
debat	نقاش	debat	نِقَاش	N;MASC;SG	N;NOM;INDF;SG
debat	المناقشة	debat	مُنَاقَشَة	N;MASC;SG	N;NOM;DEF;SG
debat	مناقشة	debat	مُنَاقَشَة	N;MASC;SG	N;NOM;INDF;SG
debat	المناظرة	debat	مُنَاظَرَة	N;MASC;SG	N;NOM;DEF;SG
debat	نقاش	debat	نِقَاش	N;MASC;SG	N;NOM;INDF;SG
debat	المناقشة	debat	مُنَاقَشَة	N;MASC;SG	N;NOM;DEF;SG
compromís	الارتباط	compromís	اِرتِبَاط	N;MASC;SG	N;NOM;DEF;SG
compromís	خطوبة	compromís	خُطُوبَة	N;MASC;SG	N;NOM;INDF;SG
compromís	التفاعل	compromís	تَفَاعُل	N;MASC;SG	N;NOM;DEF;SG
compromís	ارتباط	compromís	اِرتِبَاط	N;MASC;SG	N;NOM;INDF;SG
compromís	الخطوبة	compromís	خُطُوبَة	N;MASC;SG	N;NOM;DEF;SG
compromís	الالتزام	compromís	اِلتِزَام	N;MASC;SG	N;NOM;DEF;SG
compromís	التزام	compromís	اِلتِزَام	N;MASC;SG	N;NOM;INDF;SG
absoluta	المطلق	absolut	مُطلَق	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
absoluta	مطلقة	absolut	مُطلَق	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
aprovat	معتمدة	aprovat	مُعتَمَد	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
aprovat	المعتمدة	aprovat	مُعتَمَد	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
contes	الحكايات	conte	حِكَايَة	N;MASC;PL	N;NOM;DEF;PL
contes	حكايات	conte	حِكَايَة	N;MASC;PL	N;NOM;INDF;PL
professió	المهنة	professió	مُهَنِّئ	N;FEM;SG	N;NOM;DEF;SG
professió	مهنة	professió	مِهنَة	N;FEM;SG	N;NOM;INDF;SG
quantitats	كميات	quantitat	كَمِّيَّة	N;FEM;PL	N;NOM;INDF;PL
quantitats	الكميات	quantitat	كَمِّيَّة	N;FEM;PL	N;NOM;DEF;PL
audiència	جمهور	audiència	جُمهُور	N;FEM;SG	N;NOM;INDF;SG
audiència	الجمهور	audiència	جُمهُور	N;FEM;SG	N;NOM;DEF;SG
quadres	الجداول	quadre	جَدوَل	N;MASC;PL	N;NOM;DEF;PL
quadres	طاولات	quadre	طَاوَل	N;MASC;PL	N;NOM;INDF;PL
quadres	الطاولات	quadre	طَاوِل	N;MASC;PL	N;NOM;DEF;PL
quadres	جداول	quadre	جَدوَل	N;MASC;PL	N;NOM;INDF;PL
editors	المحررين	editor	مُحَرِّر	N;MASC;PL	N;NOM;DEF;PL
coneixements	المعارف	coneixement	مَعرِفَة	N;MASC;PL	N;NOM;DEF;PL
òrgan	العضو	òrgan	عُضو	N;MASC;SG	N;NOM;DEF;SG
polonès	البولندية	polonès	بُولَندِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
polonès	البولندي	polonès	بُولَندِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
competicions	مسابقات	competició	مُسَابَقَة	N;FEM;PL	N;NOM;INDF;PL
competicions	المسابقات	competició	مُسَابَقَة	N;FEM;PL	N;NOM;DEF;PL
diumenge	الاحد	diumenge	أَحَد	N	N;NOM;DEF;SG
connexió	اتصال	connexió	اِتِّصَال	N;FEM;SG	N;NOM;INDF;SG
connexió	الاتصال	connexió	اِتِّصَال	N;FEM;SG	N;NOM;DEF;SG
equilibri	الرصيد	equilibri	رَصِيد	N;MASC;SG	N;NOM;DEF;SG
equilibri	التوازن	equilibri	تَوَازُن	N;MASC;SG	N;NOM;DEF;SG
equilibri	الميزان	equilibri	مِيزَان	N;MASC;SG	N;NOM;DEF;SG
equilibri	رصيد	equilibri	رَصِيد	N;MASC;SG	N;NOM;INDF;SG
equilibri	توازن	equilibri	تَوَازُن	N;MASC;SG	N;NOM;INDF;SG
jaciment	الخزان	jaciment	خَزَّان	N;MASC;SG	N;NOM;DEF;SG
jaciment	خزان	jaciment	خَزَّان	N;MASC;SG	N;NOM;INDF;SG
estada	البقاء	estada	بَقَاء	N;FEM;SG	N;NOM;DEF;SG
cognom	اللقب	cognom	لَقَب	N;MASC;SG	N;NOM;DEF;SG
companyies	الشركات	companyia	شَرِكَة	N;FEM;PL	N;NOM;DEF;PL
companyies	شركات	companyia	شَرِكَة	N;FEM;PL	N;NOM;INDF;PL
privat	الخاص	privat	خَاصّ	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
privat	الخاصة	privat	خَاصّ	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
privat	خاص	privat	خَاصّ	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
privat	خاصة	privat	خَاصّ	ADJ;MASC;SG;V.PTCP	ADJ;ACC;INDF;FEM;SG
màquines	الالات	màquina	آلَة	N;FEM;PL	N;NOM;DEF;PL
màquines	ماكينات	màquina	مَاكِينَة	N;FEM;PL	N;NOM;INDF;PL
avaluació	تقييم	avaluació	تَقيِيم	N;FEM;SG	N;NOM;INDF;SG
avaluació	التقييم	avaluació	تَقيِيم	N;FEM;SG	N;NOM;DEF;SG
taxa	المعدل	taxa	مُعَدَّل	N;FEM;SG	N;NOM;DEF;SG
taxa	معدل	taxa	مُعَدَّل	N;FEM;SG	N;NOM;INDF;SG
agents	عملاء	agent	عَمِيل	N;PL	N;NOM;INDF;PL
agents	وكلاء	agent	وَكِيل	N;PL	N;NOM;INDF;PL
agents	الوكلاء	agent	وَكِيل	N;PL	N;NOM;DEF;PL
agents	العملاء	agent	عَمِيل	N;PL	N;NOM;DEF;PL
propòsit	غرض	propòsit	غَرَض	N;MASC;SG	N;NOM;INDF;SG
propòsit	الغاية	propòsit	غَايَة	N;MASC;SG	N;NOM;DEF;SG
propòsit	الغرض	propòsit	غَرَض	N;MASC;SG	N;NOM;DEF;SG
varietats	اصناف	varietat	إِصنَاف	N;FEM;PL	N;NOM;INDF;PL
varietats	الاصناف	varietat	إِصنَاف	N;FEM;PL	N;NOM;DEF;PL
ideal	المثالي	ideal	مِثَالِي	ADJ;SG	ADJ;NOM;DEF;MASC;SG
pena	الجزاء	pena	جَزَاء	N;FEM;SG	N;NOM;DEF;SG
pena	العقوبة	pena	عُقُوبَة	N;FEM;SG	N;NOM;DEF;SG
pena	عقوبة	pena	عُقُوبَة	N;FEM;SG	N;NOM;INDF;SG
esperança	الامل	esperança	أَمَل	N;FEM;SG	N;NOM;DEF;SG
tesi	اطروحة	tesi	أُطرُوحَة	N;FEM;SG	N;NOM;INDF;SG
tesi	الفرضية	tesi	فَرضِيَّة	N;FEM;SG	N;NOM;DEF;SG
personalitat	شخصية	personalitat	شَخصِيَّة	N;FEM;SG	N;NOM;INDF;SG
comparació	مقارنة	comparació	مُقَارَنَة	N;FEM;SG	N;ACC;INDF;SG
comparació	المقارنة	comparació	مُقَارَنَة	N;FEM;SG	N;NOM;DEF;SG
errors	حشرات	error	حَشَرَة	N;MASC;PL	N;NOM;INDF;PL
errors	الحشرات	error	حَشَرَة	N;MASC;PL	N;NOM;DEF;PL
errors	الاخطاء	error	خَطَأ	N;MASC;PL	N;NOM;DEF;PL
museus	المتاحف	museu	مُتَاحَف	N;MASC;PL	N;NOM;DEF;PL
aprenentatge	التعلم	aprenentatge	تَعَلُّم	N;MASC;SG	N;NOM;DEF;SG
estadística	الاحصاء	estadística	إِحصَاء	N;FEM;SG	N;NOM;DEF;SG
cultures	الثقافات	cultura	ثَقَافَة	N;FEM;PL	N;NOM;DEF;PL
cultures	ثقافات	cultura	ثَقَافَة	N;FEM;PL	N;NOM;INDF;PL
mamífers	الثديات	mamífer	ثَدِيَّة	N;MASC;PL	N;NOM;DEF;PL
petroli	النفط	petroli	نَفط	N;MASC;SG	N;NOM;DEF;SG
petroli	البترول	petroli	بِترُول	N;MASC;SG	N;NOM;DEF;SG
petroli	نفط	petroli	نَفط	N;MASC;SG	N;NOM;INDF;SG
separat	منفصل	separat	مُنفَصِل	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
governs	حكومات	govern	حُكُومَة	N;MASC;PL	N;NOM;INDF;PL
governs	الحكومات	govern	حُكُومَة	N;MASC;PL	N;NOM;DEF;PL
pacte	عهد	pacte	عَهد	N;MASC;SG	N;NOM;INDF;SG
pacte	العهد	pacte	عَهد	N;MASC;SG	N;NOM;DEF;SG
administrador	مسؤول	administrador	مَسؤُول	N;MASC;SG	N;NOM;INDF;SG
administrador	المسؤول	administrador	مَسؤُول	N;MASC;SG	N;NOM;DEF;SG
administrador	المشرف	administrador	مُشرِف	N;MASC;SG	N;NOM;DEF;SG
pakistan	باكستان	pakistan	بَاكِستَان	N;MASC;SG	N;NOM;INDF;SG
líquid	سائلة	líquid	سَائِل	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
líquid	سائل	líquid	سَائِل	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
congregació	الجماعة	congregació	جَمَاعَة	N;FEM;SG	N;NOM;DEF;SG
congregació	التجمع	congregació	تَجَمُّع	N;FEM;SG	N;NOM;DEF;SG
reducció	التخفيض	reducció	تَخفِيض	N;FEM;SG	N;NOM;DEF;SG
dorsal	الظهرية	dorsal	ظُهرِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
carbó	الفحم	carbó	فَحم	N;MASC;SG	N;NOM;DEF;SG
carbó	فحم	carbó	فَحم	N;MASC;SG	N;NOM;INDF;SG
presentat	مقدم	presentat	مُقَدَّم	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
teatral	مسرحي	teatral	مُسرَحِي	ADJ;SG	ADJ;NOM;INDF;MASC;SG
gos	الكلب	gos	كُلب	N;MASC;SG	N;NOM;DEF;SG
gos	كلب	gos	كُلب	N;MASC;SG	N;NOM;INDF;SG
visual	بصرية	visual	بَصَرِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
visual	البصرية	visual	بَصَرِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
víctimes	الضحايا	víctima	ضَحِيَّة	N;FEM;PL	N;NOM;DEF;PL
víctimes	ضحايا	víctima	ضَحِيَّة	N;FEM;PL	N;NOM;INDF;PL
jutge	القاضي	jutge	القاضي	N;MASC;SG	N;NOM;DEF;SG
jutge	قاض	jutge	قَاضِي	N;MASC;SG	N;NOM;INDF;SG
negocis	الاعمال	negoci	عَمَل	N;MASC;PL	N;NOM;DEF;PL
variacions	الاختلافات	variació	اِختِلَاف	N;FEM;PL	N;NOM;DEF;PL
variacions	اختلافات	variació	اِختِلَاف	N;FEM;PL	N;NOM;INDF;PL
fronteres	حدود	frontera	حَدّ	N;FEM;PL	N;NOM;INDF;PL
fronteres	الحدود	frontera	حَدّ	N;FEM;PL	N;NOM;DEF;PL
fronteres	حدود	frontera	حَدّ	N;FEM;PL	N;NOM;INDF;PL
fronteres	الحدود	frontera	حَدّ	N;FEM;PL	N;NOM;DEF;PL
còpies	النسخ	còpia	نُسخَة	N;FEM;PL	N;NOM;DEF;PL
transformació	تحويل	transformació	تَحوِيل	N;FEM;SG	N;NOM;INDF;SG
transformació	التحول	transformació	تَحَوُّل	N;FEM;SG	N;NOM;DEF;SG
transformació	التحويل	transformació	تَحوِيل	N;FEM;SG	N;NOM;DEF;SG
molècules	جزيئات	molècula	جَزِيمَة	N;FEM;PL	N;NOM;INDF;PL
neu	الثلج	neu	ثَلج	N;FEM;SG	N;NOM;DEF;SG
associacions	الجمعيات	associació	جَمعِيَّة	N;FEM;PL	N;NOM;DEF;PL
associacions	جمعيات	associació	جَمعِيَّة	N;FEM;PL	N;NOM;INDF;PL
associacions	الشراكات	associació	شِرَاكَة	N;FEM;PL	N;NOM;DEF;PL
associacions	شراكات	associació	شِرَاكَة	N;FEM;PL	N;NOM;INDF;PL
electrons	الالكترونات	electró	الالكترونات	N;MASC;PL	N;NOM;DEF;PL
tensió	توتر	tensió	تُوتِر	N;FEM;SG	N;NOM;INDF;SG
tensió	التوتر	tensió	تَوَتُّر	N;FEM;SG	N;NOM;DEF;SG
tensió	الجهد	tensió	جَهد	N;FEM;SG	N;NOM;DEF;SG
tensió	جهد	tensió	جَهد	N;FEM;SG	N;NOM;INDF;SG
batalles	معارك	batalla	مَعرَكَة	N;FEM;PL	N;NOM;INDF;PL
batalles	المعارك	batalla	مَعرَكَة	N;FEM;PL	N;NOM;DEF;PL
tradicions	التقاليد	tradició	تَقلِيد	N;FEM;PL	N;NOM;DEF;PL
tradicions	تقاليد	tradició	تَقلِيد	N;FEM;PL	N;NOM;INDF;PL
porter	البواب	porter	بَابّ	N;MASC;SG	N;NOM;DEF;SG
demanda	مطلب	demanda	مَطلَب	N;FEM;SG	N;NOM;INDF;SG
demanda	الطلب	demanda	طَلَب	N;FEM;SG	N;NOM;DEF;SG
demanda	المطلب	demanda	مَطلَب	N;FEM;SG	N;NOM;DEF;SG
missa	الكتلة	missa	كُتلَة	N;FEM;SG	N;NOM;DEF;SG
missa	كتلة	missa	كُتلَة	N;FEM;SG	N;NOM;INDF;SG
missa	قداس	missa	قداس	N;FEM;SG	N;NOM;INDF;SG
missa	القداس	missa	قِدَاس	N;FEM;SG	N;NOM;DEF;SG
traduir	ترجم	traduir	تَرجَم	V;NFIN	V;PFV;MASC;SG;3;ACT
visible	مرئية	visible	مَرئِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
laboratori	المختبر	laboratori	مُختَبَر	N;MASC;SG	N;NOM;DEF;SG
laboratori	مختبر	laboratori	مُختَبِر	N;MASC;SG	N;NOM;INDF;SG
laboratori	المختبر	laboratori	مُختَبَر	N;MASC;SG	N;NOM;DEF;SG
laboratori	مختبر	laboratori	مُختَبِر	N;MASC;SG	N;NOM;INDF;SG
laboratori	المعمل	laboratori	مُعمَل	N;MASC;SG	N;NOM;DEF;SG
laboratori	معمل	laboratori	مُعمَل	N;MASC;SG	N;NOM;INDF;SG
estils	الانماط	estil	إِنمَاط	N;MASC;PL	N;NOM;DEF;PL
estils	انماط	estil	نَمَط	N;MASC;PL	N;NOM;INDF;PL
estils	الاساليب	estil	أُسلُوب	N;MASC;PL	N;NOM;DEF;PL
estils	اساليب	estil	أُسلُوب	N;MASC;PL	N;NOM;INDF;PL
blocs	كتل	bloc	كتل	N;MASC;PL	N;NOM;INDF;PL
blocs	الكتل	bloc	كَتل	N;MASC;PL	N;NOM;DEF;PL
càlcul	الحساب	càlcul	حِسَاب	N;MASC;SG	N;NOM;DEF;SG
càlcul	حساب	càlcul	حِسَاب	N;MASC;SG	N;NOM;INDF;SG
abast	النطاق	abast	نِطَاق	N;MASC;SG	N;NOM;DEF;SG
abast	نطاق	abast	نِطَاق	N;MASC;SG	N;NOM;INDF;SG
simfonia	سيمفونية	simfonia	سيمفونية	N;FEM;SG	N;NOM;INDF;SG
pràctiques	الممارسات	pràctica	مُمَارَسَة	N;FEM;PL	N;NOM;DEF;PL
pràctiques	ممارسات	pràctica	مُمَارَسَة	N;FEM;PL	N;NOM;INDF;PL
substitució	الاستبدال	substitució	اِستِبدَال	N;FEM;SG	N;NOM;DEF;SG
substitució	البديل	substitució	بَدِيل	N;FEM;SG	N;NOM;DEF;SG
substitució	استبدال	substitució	اِستِبدَال	N;FEM;SG	N;NOM;INDF;SG
substitució	بديل	substitució	بَدِيل	N;FEM;SG	N;NOM;INDF;SG
revisió	المراجعة	revisió	مُرَاجَعَة	N;FEM;SG	N;NOM;DEF;SG
revisió	استعراض	revisió	اِستِعرَاض	N;FEM;SG	N;NOM;INDF;SG
revisió	الاستعراض	revisió	اِستِعرَاض	N;FEM;SG	N;NOM;DEF;SG
revisió	مراجعة	revisió	مُرَاجَعَة	N;FEM;SG	N;NOM;INDF;SG
revisió	المراجعة	revisió	مُرَاجَعَة	N;FEM;SG	N;NOM;DEF;SG
revisió	تنقيح	revisió	تَنقِيح	N;FEM;SG	N;NOM;INDF;SG
revisió	التنقيح	revisió	تَنقِيح	N;FEM;SG	N;NOM;DEF;SG
revisió	مراجعة	revisió	مُرَاجَعَة	N;FEM;SG	N;NOM;INDF;SG
observatori	المرصد	observatori	مَرصَد	N;MASC;SG	N;NOM;DEF;SG
observatori	مرصد	observatori	مَرصَد	N;MASC;SG	N;NOM;INDF;SG
provisional	مؤقتا	provisional	مُؤَقَّت	ADJ;SG	ADJ;ACC;INDF;MASC;SG
infants	الاطفال	infant	طِفل	N;MASC;PL	N;NOM;DEF;PL
signatura	توقيع	signatura	تَوقِيع	N;FEM;SG	N;NOM;INDF;SG
signatura	التوقيع	signatura	تَوقِيع	N;FEM;SG	N;NOM;DEF;SG
llet	اللبن	llet	اللبن	N;FEM;SG	N;NOM;DEF;SG
llet	حليب	llet	حليب	N;FEM;SG	N;NOM;INDF;SG
llet	الحليب	llet	حَلِيب	N;FEM;SG	N;NOM;DEF;SG
dates	تواريخ	data	تَورِيخ	N;FEM;PL	N;NOM;INDF;PL
dates	المواعيد	data	مِيعَاد	N;FEM;PL	N;NOM;DEF;PL
dates	مواعيد	data	مَوعِد	N;FEM;PL	N;NOM;INDF;PL
dates	التواريخ	data	تَورِيخ	N;FEM;PL	N;NOM;DEF;PL
colonial	الاستعمارية	colonial	اِستِعمَارِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
esforç	مجهود	esforç	مَجهُود	N;MASC;SG	N;NOM;INDF;SG
esforç	الجهد	esforç	جَهد	N;MASC;SG	N;NOM;DEF;SG
esforç	جهد	esforç	جَهد	N;MASC;SG	N;NOM;INDF;SG
esforç	المجهود	esforç	المجهود	N;MASC;SG	N;NOM;DEF;SG
combustible	وقود	combustible	وَقُود	N;MASC;SG	N;NOM;INDF;SG
combustible	الوقود	combustible	وَقُود	N;MASC;SG	N;NOM;DEF;SG
recorda	اتذكر	recordar	اِتَّذَك	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
recorda	تتذكر	recordar	تَذَكَّر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
recorda	تذكر	recordar	ذَكَر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
desaparició	اختفاء	desaparició	اِختِفَاء	N;FEM;SG	N;NOM;INDF;SG
enorme	ضخم	enorme	ضَخم	ADJ;SG	ADJ;NOM;INDF;MASC;SG
enorme	ضخمة	enorme	ضَخم	ADJ;SG	ADJ;NOM;INDF;FEM;SG
arqueològic	الاثرية	arqueològic	أَثَرِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
estima	يحب	estimar	حَبّ	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
freqüent	متكرر	freqüent	مُتَكَرِّر	ADJ;SG	ADJ;NOM;INDF;MASC;SG
freqüent	متكررة	freqüent	مُتَكَرِّر	ADJ;SG	ADJ;NOM;INDF;FEM;SG
oportunitat	فرصة	oportunitat	فُرصَة	N;FEM;SG	N;NOM;INDF;SG
oportunitat	الفرصة	oportunitat	فُرصَة	N;FEM;SG	N;NOM;DEF;SG
trànsit	المرور	trànsit	مُرُور	N;MASC;SG	N;NOM;DEF;SG
distinció	التمييز	distinció	تَميِيز	N;FEM;SG	N;NOM;DEF;SG
distinció	التفرقة	distinció	تَفرِقَة	N;FEM;SG	N;NOM;DEF;SG
distinció	تمييز	distinció	تَميِيز	N;FEM;SG	N;NOM;INDF;SG
campions	الابطال	campió	بَطَل	N;MASC;PL	N;NOM;DEF;PL
campions	ابطال	campió	بَطَل	N;MASC;PL	N;NOM;INDF;PL
conceptes	المفاهيم	concepte	مَفهُوم	N;MASC;PL	N;NOM;DEF;PL
conceptes	مفاهيم	concepte	مَفهُوم	N;MASC;PL	N;NOM;INDF;PL
espectacle	اظهار	espectacle	اظهار	N;MASC;SG	N;NOM;INDF;SG
espectacle	عرض	espectacle	عَرض	N;MASC;SG	N;NOM;INDF;SG
espectacle	العرض	espectacle	عَرض	N;MASC;SG	N;NOM;DEF;SG
influències	التاثيرات	influència	تَاثِير	N;FEM;PL	N;NOM;DEF;PL
influències	تاثيرات	influència	تَاثِير	N;FEM;PL	N;NOM;INDF;PL
sous	مرتبات	sou	مُرَتَّب	N;MASC;PL	N;NOM;INDF;PL
sous	الرواتب	sou	الرواتب	N;MASC;PL	N;NOM;DEF;PL
sous	المرتبات	sou	مُرَتَّب	N;MASC;PL	N;NOM;DEF;PL
cinquena	خامس	cinquè	خَامِس	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
cinquena	الخامس	cinquè	خَامِس	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
cinquena	الخامسة	cinquè	خَامِس	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
virtual	الافتراضي	virtual	اِفتِرَاضِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
virtual	افتراضية	virtual	اِفتِرَاضِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
qüestions	المسائل	qüestió	مَسأَلَة	N;FEM;PL	N;NOM;DEF;PL
qüestions	قضايا	qüestió	قَضِيَّة	N;FEM;PL	N;NOM;INDF;PL
qüestions	القضايا	qüestió	قَضِيَّة	N;FEM;PL	N;NOM;DEF;PL
qüestions	مسائل	qüestió	مَسأَلَة	N;FEM;PL	N;NOM;INDF;PL
qüestions	مشكلات	qüestió	مُشكِلَة	N;FEM;PL	N;NOM;INDF;PL
estratègia	استراتيجية	estratègia	إِسترَاتِيجِيَّة	N;FEM;SG	N;NOM;INDF;SG
estratègia	الاستراتيجية	estratègia	إِسترَاتِيجِيَّة	N;FEM;SG	N;NOM;DEF;SG
sudan	السودان	sudar	سُودَان	N;MASC;SG	N;NOM;DEF;SG
desaparegut	مفقودة	desaparegut	مَفقُود	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
desaparegut	مفقود	desaparegut	مَفقُود	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
files	الرتب	fila	رُتبَة	N;FEM;PL	N;NOM;DEF;PL
files	صفوف	fila	صَفّ	N;FEM;PL	N;NOM;INDF;PL
files	الصفوف	fila	صَفّ	N;FEM;PL	N;NOM;DEF;PL
específic	محدد	específic	مُحَدَّد	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
específic	محددة	específic	مُحَدَّد	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
desig	الرغبة	desig	رَغبَة	N;MASC;SG	N;NOM;DEF;SG
desig	رغبة	desig	رَغبَة	N;MASC;SG	N;NOM;INDF;SG
hipòtesi	فرضية	hipòtesi	فَرضِيَّة	N;FEM;SG	N;NOM;INDF;SG
hipòtesi	الفرضية	hipòtesi	فَرضِيَّة	N;FEM;SG	N;NOM;DEF;SG
cafè	البن	cafè	بُنّ	N;MASC;SG	N;NOM;DEF;SG
cafè	القهوة	cafè	قُهُوَّة	N;MASC;SG	N;NOM;DEF;SG
cafè	قهوة	cafè	قَهوَة	N;MASC;SG	N;NOM;INDF;SG
dispositius	الاجهزة	dispositiu	جِهَاز	N;MASC;PL	N;NOM;DEF;PL
dispositius	اجهزة	dispositiu	جِهَاز	N;MASC;PL	N;NOM;INDF;PL
prestigi	هيبة	prestigi	هَيبَة	N;MASC;SG	N;NOM;INDF;SG
