irmandade	veljeskunta	irmandade	veljes#kunta	N	N;NOM;SG
ditadura	diktatuurin	ditadura	diktatuuri	N	N;GEN;SG
donas	naiset	dono	nainen	N	N;NOM;PL
imaxine	kuvittele	imaxine	kuvitella	V	V;IMP;SG;2;FIN;ACT
gravata	tasapeli	gravatar	tasa#peli	N	N;NOM;SG
gravata	solmio	gravatar	solmio	N	N;NOM;SG
probe	kokeile	probar	kokeilla	V	V;IMP;SG;2;FIN;ACT
probe	yritä	probar	yrittää	V	V;IMP;SG;2;FIN;ACT
cuspir	sylkee	cuspir	sylkeä	V	V;IND;SG;3;PRS;FIN;ACT
planear	suunnitella	planear	suunnitella	V	V;SG;NFIN;ACT
regresou	tuli	regresar	tulla	V	V;IND;SG;0;PST;FIN;ACT
regresou	tulis	regresar	tulis	V	V;COND;SG;2;FIN;ACT
mate	tapa	mate	tapa	N	N;NOM;SG
beiras	pankit	beira	pankki	N	N;NOM;PL
beiras	pankkien	beira	pankki	N	N;GEN;PL
aloxamento	asumista	aloxamento	asuminen	N	N;PRT;SG
aloxamento	asuminen	aloxamento	asuminen	N	N;NOM;SG
aloxamento	asunto	aloxamento	asunto	N	N;NOM;SG
mudanzas	muutokset	mudanza	muutos	N	N;NOM;PL
mudanzas	muutoksia	mudanza	muutos	N	N;PRT;PL
fartos	with	facer	with	N	N;NOM;SG
berro	itku	berro	itku	N	N;NOM;SG
berro	huuto	berro	huuto	N	N;NOM;SG
desorde	häiriö	desorde	häiriö	N	N;NOM;SG
desorde	sotku	desorde	sotku	N	N;NOM;SG
desorde	sotkua	desorde	sotku	N	N;PRT;SG
comerciante	kauppias	comerciante	kauppias	N	N;NOM;SG
comerciante	kauppiaan	comerciante	kauppi	N	N;GEN;SG
comerciante	kauppias	comerciante	kauppias	N	N;NOM;SG
comerciante	elinkeinonharjoittajan	comerciante	elin#keino#nharjoittaja	N	N;GEN;SG
comerciante	toimija	comerciante	toimija	N	N;NOM;SG
perfume	kölnin	perfumir	kölmä	N	N;GEN;SG
perfume	kölnissä	perfumir	köllä	N	N;IN+ESS;SG
saiamos	hanki	saiar	hankkia	V	V;IMP;SG;2;FIN;ACT
saiamos	saada	saiar	saada	V	V;SG;NFIN;ACT
saiamos	saa	saiar	saada	V	V;IND;SG;0;PRS;FIN;ACT
saiamos	hae	saiar	hakea	V	V;IMP;SG;2;FIN;ACT
castrón	poika	castrón	poika	N	N;NOM;SG
castrón	tykki	castrón	tykki	N	N;NOM;SG
castrón	pyssy	castrón	pyssy	N	N;NOM;SG
castrón	ase	castrón	ase	N	N;NOM;SG
fascistas	fasistit	fascista	fasisti	N	N;NOM;PL
fascistas	fasisti	fascista	fasisti	N	N;NOM;SG
protesta	mielenosoitus	protesta	mielen#osoitus	N	N;NOM;SG
bandeiras	liput	bandeira	lippu	N	N;NOM;PL
bandeiras	lippuja	bandeira	lippu	N	N;PRT;PL
prometida	luvattu	prometer	luvata	V	V;NOM;SG;V.PTCP;PASS
prometida	lupasivat	prometer	luvata	V	V;IND;PL;3;PST;FIN;ACT
prometida	luvannut	prometer	luvata	V	V;NOM;SG;V.PTCP;ACT
prometida	lupasi	prometer	luvata	V	V;IND;SG;3;PST;FIN;ACT
cómoda	mukavat	cómodar	mukava	ADJ	ADJ;NOM;PL
cartuchos	patruunat	cartuchos	patruuna	N	N;NOM;PL
cartuchos	ammuksia	cartuchos	ammus	N	N;PRT;PL
cartuchos	ammukset	cartuchos	ammus	N	N;NOM;PL
balón	pallo	balón	pallo	N	N;NOM;SG
balón	pallon	balón	pallo	N	N;GEN;SG
balón	kuula	balón	kuula	N	N;NOM;SG
balón	tanssiaiset	balón	tanssiainen	N	N;NOM;PL
delegación	valtuuskunnan	delegación	valtuus#kunta	N	N;GEN;SG
delegación	lähetystö	delegación	lähetystö	N	N;NOM;SG
delegación	valtuuskunta	delegación	valtuus#kunta	N	N;NOM;SG
delegación	valtuuskuntaa	delegación	valtuus#kunta	N	N;PRT;SG
revólver	tykki	revólver	tykki	N	N;NOM;SG
revólver	pyssy	revólver	pyssy	N	N;NOM;SG
revólver	ase	revólver	ase	N	N;NOM;SG
revólver	käsiase	revólver	käsi#ase	N	N;NOM;SG
baleiros	tyhjä	baleiro	tyhjä	ADJ	ADJ;NOM;SG
patrullas	partiot	patrulla	partio	N	N;NOM;PL
patrullas	autoja	patrulla	auto	N	N;PRT;PL
patrullas	autot	patrulla	auto	N	N;NOM;PL
patrullas	autojen	patrulla	auto	N	N;GEN;PL
insulto	loukkaus	insulto	loukkaus	N	N;NOM;SG
enxeñeiro	insinööri	enxeñeiro	insinööri	N	N;NOM;SG
subiu	mennyt	subiu	mennä	V	V;NOM;SG;V.PTCP;ACT
subiu	sai	subiu	saada	V	V;IND;SG;0;PST;FIN;ACT
subiu	sain	subiu	saada	V	V;IND;SG;1;PST;FIN;ACT
discursos	puheita	discurso	puhe	N	N;PRT;PL
discursos	puheenvuorot	discurso	puheen#vuoro	N	N;NOM;PL
discursos	puheet	discurso	puhe	N	N;NOM;PL
arrestar	pidätetty	arrestar	pidättää	V	V;NOM;SG;V.PTCP;PASS
arrestar	pidättää	arrestar	pidättää	V	V;IND;SG;3;PRS;FIN;ACT
confirmar	vahvistaa	confirmar	vahvistaa	V	V;IND;SG;PRS;FIN;ACT
confirmar	vahvista	confirmar	vahvistaa	V	V;IMP;SG;2;FIN;ACT
bañeira	kylpy	bañeira	kylpy	N	N;NOM;SG
bañeira	kylvyn	bañeira	kylvy	N	N;GEN;SG
quizá	ehkä	quizá	ehkä	ADV	ADV
quizá	ehkä	quizá	ehkä	ADV	ADV
quizá	ehkäpä	quizá	ehkäpä	ADV	ADV
coñecerte	tavata	coñecerter	tavata	V	V;SG;NFIN;ACT
pó	pölyä	pó	pöly	N	N;PRT;SG
pó	pölyn	pó	pöly	N	N;GEN;SG
pó	pöly	pó	pöly	N	N;NOM;SG
gravadora	nauha	gravador	nauha	N	N;NOM;SG
gravadora	kasetti	gravador	kasettaa	N	N;NOM;SG
gravadora	nauhuri	gravador	nauhuri	N	N;NOM;SG
medallas	mitaleja	medalla	mitali	N	N;PRT;PL
mova	siirrä	movo	siirtä	V	V;IMP;SG;2;FIN;ACT
mova	siirry	movo	siirtyä	V	V;IMP;SG;2;FIN;ACT
marabillas	ihmeet	marabilla	ihme	N	N;NOM;PL
marabillas	ihmeitä	marabilla	ihme	N	N;PRT;PL
prometeu	luvattu	prometer	luvata	V	V;NOM;SG;V.PTCP;PASS
prometeu	lupasivat	prometer	luvata	V	V;IND;PL;3;PST;FIN;ACT
prometeu	luvannut	prometer	luvata	V	V;NOM;SG;V.PTCP;ACT
prometeu	lupasi	prometer	luvata	V	V;IND;SG;3;PST;FIN;ACT
prometeu	on	prometer	olla	V	V;IND;SG;3;PRS;FIN;ACT
troco	muutos	troco	muutos	N	N;NOM;SG
guindar	heittää	guindar	heittää	V	V;SG;NFIN;ACT
guindar	heittää	guindar	heittää	V	V;SG;NFIN;ACT
explorador	explorer	explorador	explorer	N	N;NOM;SG
explorador	ranger	explorador	ranger	N	N;NOM;SG
cafés	kahviloita	cafés	kahvila	N	N;PRT;PL
lar	kotiin	lar	koti	N	N;IN+ALL;SG
lar	kodin	lar	koti	N	N;GEN;SG
lar	koti	lar	koti	N	N;NOM;SG
quixer	haluu	quixer	haluta	V	V;IMP;SG;2;FIN;ACT
mula	muuli	mulo	muuli	N	N;NOM;SG
banal	tavallinen	banal	tavallinen	ADJ	ADJ;NOM;SG
banal	tavalliset	banal	tavallinen	ADJ	ADJ;NOM;PL
banal	tavanomainen	banal	tavan#omainen	ADJ	ADJ;NOM;SG
