البني	brown	بَنِّيّ	brown	N;NOM;DEF;SG	N;MASC+FEM;SG
اضطهاد	vervolging	اِضطِهَاد	vervolging	N;NOM;INDF;SG	N;MASC+FEM;SG
اضطهاد	onderdrukking	اِضطِهَاد	onderdrukking	N;NOM;INDF;SG	N;MASC+FEM;SG
المساهمات	premies	مُسَاهَمَة	premie	N;NOM;DEF;PL	N;PL
المساهمات	bijdragen	مُسَاهَمَة	bijdrage	N;NOM;DEF;PL	N;PL
تجريبية	experimenteel	تَجرِيبِيّ	experimenteel	ADJ;NOM;INDF;FEM;SG	ADJ
النظائر	isotopen	نِظَائِر	isotopen	N;NOM;DEF;PL	N;PL
اعتراض	bezwaar	اِعتِرَاض	bezwaar	N;NOM;INDF;SG	N;NEUT;SG
اعتراض	bezwaarschrift	اِعتِرَاض	bezwaarschrift	N;NOM;INDF;SG	N;NEUT;SG
فتى	boy	فَتَى	boy	N;NOM;INDF;SG	N;MASC+FEM;SG
فتى	jongen	فَتَى	jongen	N;NOM;INDF;SG	N;MASC+FEM;SG
التشفير	encryptie	التشفير	encryptie	N;NOM;DEF;SG	N;MASC+FEM;SG
التشفير	versleuteling	التشفير	versleuteling	N;NOM;DEF;SG	N;MASC+FEM;SG
التشفير	codering	التشفير	codering	N;NOM;DEF;SG	N;MASC+FEM;SG
التشفير	crypto	التشفير	crypto	N;NOM;DEF;SG	N;MASC+FEM;SG
التشفير	cryptografie	التشفير	cryptografie	N;NOM;DEF;SG	N;MASC+FEM;SG
طنطا	tanta	طَنطَا	tanta	N;NOM;INDF;SG	N;MASC+FEM;SG
المرشد	handleiding	مُرشِد	handleiding	N;NOM;DEF;SG	N;MASC+FEM;SG
المرشد	gids	مُرشِد	gids	N;NOM;DEF;SG	N;MASC+FEM;SG
قدرت	gewaardeerd	قَدَّر	waarderen	V;PFV;FEM;SG;3;PASS	V;V.PTCP
الدروز	druzen	دَرز	drus	N;NOM;DEF;PL	N;PL
المكاتب	kantoren	مَكتَب	kantoor	N;NOM;DEF;PL	N;PL
امتلاك	bezetenheid	اِمتِلَاك	bezetenheid	N;NOM;INDF;SG	N;MASC+FEM;SG
خيارات	opties	خِيَار	optie	N;NOM;INDF;PL	N;PL
خيارات	mogelijkheden	خِيَار	mogelijkheid	N;NOM;INDF;PL	N;PL
الحاسبات	computers	الحاسبات	computer	N;NOM;DEF;PL	N;PL
الجيب	pocket	جَيب	pocket	N;NOM;DEF;SG	N;MASC+FEM;SG
الجيب	jeep	جَيب	jeep	N;NOM;DEF;SG	N;MASC+FEM;SG
طفرة	mutatie	طَفرَة	mutatie	N;NOM;INDF;SG	N;MASC+FEM;SG
مخترع	uitvinder	مُختَرَع	uitvinder	N;NOM;INDF;SG	N;MASC+FEM;SG
قارب	boot	قَارِب	boot	N;NOM;INDF;SG	N;MASC+FEM;SG
جرح	wond	جُرح	wond	N;NOM;INDF;SG	N;MASC+FEM;SG
جرح	wonde	جُرح	wonde	N;NOM;INDF;SG	N;MASC+FEM;SG
النشطة	active	نَشَاط	active	N;NOM;DEF;SG	N;MASC+FEM;SG
الاقتراح	voorstel	اِقتِرَاح	voorstel	N;NOM;DEF;SG	N;NEUT;SG
الاقتراح	suggestie	اِقتِرَاح	suggestie	N;NOM;DEF;SG	N;MASC+FEM;SG
التكيف	afstelling	تَكَيُّف	afstelling	N;NOM;DEF;SG	N;MASC+FEM;SG
التكيف	aanpassing	تَكَيُّف	aanpassing	N;NOM;DEF;SG	N;MASC+FEM;SG
التكيف	aanpassing	تَكَيُّف	aanpassing	N;NOM;DEF;SG	N;MASC+FEM;SG
ينفذ	uitvoert	نَفَّذ	uitvoeren	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;SG;PRS;FIN
الخرسانة	beton	خَرَسَانَة	beton	N;NOM;DEF;SG	N;NEUT;SG
ناقصة	incompleet	نَاقِصَة	incompleet	ADJ;NOM;INDF;FEM;SG	ADJ
ناقصة	onvolledige	نَاقِصَة	onvolledig	ADJ;NOM;INDF;FEM;SG	ADJ
ناقصة	onvolledig	نَاقِصَة	onvolledig	ADJ;NOM;INDF;FEM;SG	ADJ
التقاء	samenloop	اِلتِقَاء	samenloop	N;NOM;INDF;SG	N;MASC+FEM;SG
التقاء	samenvloeiing	اِلتِقَاء	samenvloeiing	N;NOM;INDF;SG	N;MASC+FEM;SG
قلق	angst	قَلَق	angst	N;NOM;INDF;SG	N;MASC+FEM;SG
قلق	ongerustheid	قَلَق	ongerustheid	N;NOM;INDF;SG	N;MASC+FEM;SG
الدبلوماسي	diplomaat	دِبلُومَاسِيّ	diplomaat	N;NOM;DEF;SG	N;MASC+FEM;SG
فضيحة	schandaal	فَضِيحَة	schandaal	N;NOM;INDF;SG	N;NEUT;SG
مطابقة	matching	مُطَابَقَة	matching	N;NOM;INDF;SG	N;MASC+FEM;SG
مطابقة	match	مُطَابَقَة	match	N;NOM;INDF;SG	N;MASC+FEM;SG
المعسكر	kamp	مُعَسكَر	kamp	N;NOM;DEF;SG	N;NEUT;SG
السل	tuberculose	سِلّ	tuberculose	N;NOM;DEF;SG	N;MASC+FEM;SG
المصاحبة	synchronisatie	المصاحبة	synchronisatie	N;NOM;DEF;SG	N;MASC+FEM;SG
الحلويات	snoepjes	حَلوَى	snoep	N;NOM;DEF;PL	N;PL
مقهى	cafe	مَقهَى	cafe	N;NOM;INDF;SG	N;MASC+FEM;SG
مقهى	café	مَقهَى	café	N;NOM;INDF;SG	N;NEUT;SG
مقهى	café	مَقهَى	café	N;NOM;INDF;SG	N;NEUT;SG
خيوط	discussies	خيوط	discussie	N;NOM;INDF;PL	N;PL
خيوط	draden	خيوط	draad	N;NOM;INDF;PL	N;PL
الربح	winst	رِبح	winst	N;NOM;DEF;SG	N;MASC+FEM;SG
ابتكار	innovatie	اِبتِكَار	innovatie	N;NOM;INDF;SG	N;MASC+FEM;SG
ابتكار	vernieuwing	اِبتِكَار	vernieuwing	N;NOM;INDF;SG	N;MASC+FEM;SG
عيادة	clinic	عِيَادَة	clinic	N;NOM;INDF;SG	N;MASC+FEM;SG
عيادة	kliniek	عِيَادَة	kliniek	N;NOM;INDF;SG	N;MASC+FEM;SG
دموية	bloedig	دَمَوِيَّة	bloedig	ADJ;NOM;INDF;FEM;SG	ADJ
دموية	bloederig	دَمَوِيَّة	bloederig	ADJ;NOM;INDF;FEM;SG	ADJ
دموية	bloedige	دَمَوِيَّة	bloedig	ADJ;NOM;INDF;FEM;SG	ADJ
النحت	beeld	نَحت	beeld	N;NOM;DEF;SG	N;NEUT;SG
النحت	beeldhouwwerk	نَحت	beeldhouwwerk	N;NOM;DEF;SG	N;NEUT;SG
النحت	sculptuur	نَحت	sculptuur	N;NOM;DEF;SG	N;MASC+FEM;SG
النحت	beeldhouwen	نَحت	beeldhouwen	N;NOM;DEF;SG	N;NEUT;SG
تفكك	breuk	تَفَكُّك	breuk	N;NOM;INDF;SG	N;MASC+FEM;SG
تفكك	desintegratie	تَفَكُّك	desintegratie	N;NOM;INDF;SG	N;MASC+FEM;SG
الفيلق	legioen	فَيلَق	legioen	N;NOM;DEF;SG	N;NEUT;SG
