matado	zabil	matado	zabít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
paquetes	balíky	paquete	balík	N	N;INAN;NOM;MASC;PL;POS
paquetes	balíčky	paquete	balíček	N	N;INAN;NOM;MASC;PL;POS
detívose	zastavil	detívose	zastavit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
detívose	přestalo	detívose	přestat	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
detívose	přestal	detívose	přestat	V	V;MASC;SG;POS;PST;V.PTCP;ACT
sudáfrica	jižní	sudáfricar	jižní	ADJ	ADJ;NOM;FEM;SG;POS
quererías	like	querería	like	N	N;MASC;SG;POS
teñades	mít	terade	mít	V	V;POS;NFIN
vistas	zobrazit	vista	zobrazit	V	V;PFV;POS;NFIN
instrumentos	přístroje	instrumento	přístroj	N	N;INAN;NOM;MASC;PL;POS
instrumentos	nástroje	instrumento	nástroj	N	N;INAN;NOM;MASC;PL;POS
unir	připojit	unir	připojit	V	V;PFV;POS;NFIN
vicio	vice	vicio	vice	N	N;NOM;MASC;SG;POS
esqueceu	zapomněli	esquecer	zapomenout	V	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
esqueceu	zapomněl	esquecer	zapomenout	V	V;MASC;SG;POS;PST;V.PTCP;ACT
esqueceu	zapomněl	esquecer	zapomenout	V	V;MASC;SG;POS;PST;V.PTCP;ACT
esqueceu	zapomněli	esquecer	zapomenout	V	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
gravación	nahrávání	gravación	nahrávání	N	N;NOM;NEUT;SG;POS
gravación	zaznamenávání	gravación	zaznamenávání	N	N;NOM;NEUT;SG;POS
gravación	záznam	gravación	záznam	N	N;INAN;NOM;MASC;SG;POS
carriño	vagón	carriño	vagón	N	N;INAN;NOM;MASC;SG;POS
carriño	povoz	carriño	povoz	N	N;INAN;NOM;MASC;SG;POS
carriño	vůz	carriño	vůz	N	N;INAN;NOM;MASC;SG;POS
dáche	dává	dáche	dávat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
gordos	tuk	gordo	tuk	N	N;INAN;NOM;MASC;SG;POS
gordos	tuky	gordo	tuk	N	N;INAN;NOM;MASC;PL;POS
televisor	tv	televisor	televizní	N	N;FEM;POS
televisor	televize	televisor	televize	N	N;NOM;FEM;SG;POS
seguiron	následovalo	seguir	následovat	V	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
seguiron	následovala	seguir	následovat	V	V;IPFV;POS;PST;V.PTCP;ACT
seguiron	sledoval	seguir	sledovat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
seguiron	následoval	seguir	následovat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
misterioso	tajemný	misterioso	tajemný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
misterioso	záhadné	misterioso	záhadný	ADJ	ADJ;NOM;NEUT;SG;POS
misterioso	tajemné	misterioso	tajemný	ADJ	ADJ;NOM;NEUT;SG;POS
misterioso	záhadný	misterioso	záhadný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
misterioso	tajemná	misterioso	tajemný	ADJ	ADJ;NOM;FEM;SG;POS
quendas	směny	quenda	směna	N	N;NOM;FEM;PL;POS
obradoiros	workshopy	obradoiro	workshopy	N	N;INAN;NOM;MASC;PL;POS
obradoiros	semináře	obradoiro	seminář	N	N;INAN;NOM;MASC;PL;POS
obradoiros	dílny	obradoiro	dílna	N	N;NOM;FEM;PL;POS
conseguen	získat	conseguir	získat	V	V;PFV;POS;NFIN
conseguen	dostat	conseguir	dostat	V	V;POS;NFIN
conseguen	může	conseguir	moci	V	V;IND;SG;3;POS;PRS;FIN;ACT
conseguen	mohou	conseguir	moci	V	V;IND;PL;3;POS;PRS;FIN;ACT
descobre	objeví	descobre	objevit	V	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
descobre	najde	descobre	najít	V	V;IND;SG;3;POS;PRS;FIN;ACT
levaría	vzít	levar	vzít	V	V;POS;NFIN
ulises	odysseus	ulir	odysseus	N	N;ANIM;NOM;MASC;SG;POS
órbita	orbitu	órbita	orbit	N	N;ACC;FEM;SG;POS
atractiva	přitažlivé	atractivo	přitažlivý	ADJ	ADJ;NOM;NEUT;SG;POS
atractiva	přitažlivý	atractivo	přitažlivý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
atractiva	atraktivní	atractivo	atraktivní	ADJ	ADJ;NOM;MASC;SG;POS
atractiva	přitažlivá	atractivo	přitažlivý	ADJ	ADJ;NOM;FEM;SG;POS
apuntar	zamířit	apuntar	zamířit	V	V;PFV;POS;NFIN
soviética	sovětská	soviético	sovětský	ADJ	ADJ;NOM;FEM;SG;POS
soviética	sovětské	soviético	sovětský	ADJ	ADJ;NOM;MASC;PL;POS
soviética	sovětský	soviético	sovětský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
esmagar	rozdrtil	esmagar	rozdrtit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
ofreceu	nabídl	ofrecer	nabídnout	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
dificultade	obtíže	dificultade	obtíž	N	N;NOM;FEM;PL;POS
dificultade	obtížích	dificultade	obtíž	N	N;DAT;FEM;PL;POS
dificultade	obtíž	dificultade	obtíž	N	N;NOM;FEM;SG;POS
dificultade	potíže	dificultade	potíž	N	N;NOM;FEM;PL;POS
parlamento	parlament	parlamento	parlament	N	N;INAN;NOM;MASC;SG;POS
parlamento	parlamentu	parlamento	parlament	N	N;INAN;DAT;MASC;SG;POS
espellos	zrcadla	espello	zrcadlo	N	N;NOM;NEUT;PL;POS
espellos	zrcátka	espello	zrcátka	N	N;NOM;NEUT;PL;POS
caixeiro	pokladník	caixeiro	pokladník	N	N;ANIM;NOM;MASC;SG;POS
caixeiro	pokladna	caixeiro	pokladna	N	N;NOM;FEM;SG;POS
caixeiro	přístroj	caixeiro	přístroj	N	N;INAN;NOM;MASC;SG;POS
caixeiro	stroj	caixeiro	stroj	N	N;INAN;NOM;MASC;SG;POS
títulos	názvy	título	název	N	N;INAN;NOM;MASC;PL;POS
títulos	tituly	título	titul	N	N;INAN;NOM;MASC;PL;POS
custos	nákladů	custo	náklad	N	N;INAN;GEN;MASC;PL;POS
custos	náklady	custo	náklad	N	N;INAN;NOM;MASC;PL;POS
custos	nákladů	custo	náklad	N	N;INAN;GEN;MASC;PL;POS
custos	cena	custo	cena	N	N;NOM;FEM;SG;POS
custos	náklady	custo	náklad	N	N;INAN;NOM;MASC;PL;POS
vehículos	vozidla	vehículo	vozidlo	N	N;NOM;NEUT;PL;POS
vehículos	vozidel	vehículo	vozidlo	N	N;GEN;NEUT;PL;POS
soña	snít	soña	snít	V	V;POS;NFIN
soña	sní	soña	snít	V	V;IND;SG;3;POS;PRS;FIN;ACT
soña	sním	soña	sním	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
consolo	útěcha	consolo	útěcha	N	N;NOM;FEM;SG;POS
consolo	útěchu	consolo	útěcha	N	N;ACC;FEM;SG;POS
consolo	útěchou	consolo	útěcha	N	N;INS;FEM;SG;POS
consolo	útěcha	consolo	útěcha	N	N;NOM;FEM;SG;POS
consolo	útěchy	consolo	útěcha	N	N;NOM;FEM;PL;POS
consolo	útěchu	consolo	útěcha	N	N;ACC;FEM;SG;POS
espíritos	destiláty	espírito	destilát	N	N;INAN;NOM;MASC;PL;POS
espíritos	lihoviny	espírito	lihovina	N	N;NOM;FEM;PL;POS
espíritos	duchové	espírito	duch	N	N;ANIM;NOM;MASC;PL;POS
algures	někam	algures	někam	ADV	ADV
algures	někde	algures	někde	ADV	ADV
matadoiro	jatek	matadoiro	jatky	N	N;GEN;FEM;PL;POS
matadoiro	jatka	matadoiro	jatka	N	N;NOM;NEUT;PL;POS
taberna	baru	taberno	bar	N	N;INAN;GEN;MASC;SG;POS
taberna	bar	taberno	bar	N	N;INAN;NOM;MASC;SG;POS
taberna	hospodě	taberno	hospoda	N	N;DAT;FEM;SG;POS
taberna	hospoda	taberno	hospoda	N	N;NOM;FEM;SG;POS
vapor	páry	vapor	pár	N	N;INAN;NOM;MASC;PL;POS
vapor	pára	vapor	pára	N	N;NOM;FEM;SG;POS
amarga	hořké	amargar	hořký	ADJ	ADJ;NOM;NEUT;SG;POS
afogar	utopit	afogar	utopit	V	V;PFV;POS;NFIN
localizacións	lokace	localización	lokace	N	N;NOM;FEM;PL;POS
localizacións	lokality	localización	lokalita	N	N;NOM;FEM;PL;POS
ditadura	diktatury	ditadura	diktatura	N	N;NOM;FEM;PL;POS
donas	slečny	dono	slečna	N	N;NOM;FEM;PL;POS
donas	dámy	dono	dáma	N	N;NOM;FEM;PL;POS
encanto	šarm	encanto	šarm	N	N;INAN;NOM;MASC;SG;POS
encanto	půvab	encanto	půvab	N	N;INAN;NOM;MASC;SG;POS
louco	blázen	louco	blázen	N	N;ANIM;NOM;MASC;SG;POS
gravata	kravata	gravatar	kravata	N	N;NOM;FEM;SG;POS
gravata	remíza	gravatar	remíza	N	N;NOM;FEM;SG;POS
gravata	kravatu	gravatar	kravata	N	N;ACC;FEM;SG;POS
probe	zkuste	probar	zkusit	V	V;PFV;IMP;PL;2;POS;FIN
probe	vyzkoušejte	probar	vyzkoušet	V	V;PFV;IMP;PL;2;POS;FIN
volvese	pojď	volver	pojď	V	V;IMP;SG;2;POS;FIN
planear	plánovat	planear	plánovat	V	V;IPFV;POS;NFIN
planear	naplánovat	planear	naplánovat	V	V;PFV;POS;NFIN
xogas	hra	xoga	hra	N	N;NOM;FEM;SG;POS
xogas	play	xoga	play	N	N;FEM;POS
regresou	přišel	regresar	přijít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
regresou	přišla	regresar	přijít	V	V;POS;PST;V.PTCP;ACT
regresou	přišlo	regresar	přijít	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
beiras	banky	beira	banka	N	N;NOM;FEM;PL;POS
beiras	bankám	beira	banka	N	N;DAT;FEM;PL;POS
beiras	bank	beira	banka	N	N;GEN;FEM;PL;POS
aloxamento	bydlení	aloxamento	bydlení	N	N;NOM;NEUT;SG;POS
mudanzas	změny	mudanza	změna	N	N;NOM;FEM;PL;POS
mudanzas	změn	mudanza	změna	N	N;GEN;FEM;PL;POS
berro	pláč	berro	pláč	N	N;INAN;NOM;MASC;SG;POS
desorde	porucha	desorde	porucha	N	N;NOM;FEM;SG;POS
desorde	bordel	desorde	bordel	N	N;INAN;NOM;MASC;SG;POS
desorde	nepořádek	desorde	nepořádek	N	N;INAN;NOM;MASC;SG;POS
comerciante	obchodník	comerciante	obchodník	N	N;ANIM;NOM;MASC;SG;POS
comerciante	obchodník	comerciante	obchodník	N	N;ANIM;NOM;MASC;SG;POS
perfume	parfém	perfumir	parf	N	N;INAN;NOM;MASC;SG;POS
perfume	parfémy	perfumir	parfém	N	N;INAN;NOM;MASC;PL;POS
saiamos	získat	saiar	získat	V	V;PFV;POS;NFIN
saiamos	dostat	saiar	dostat	V	V;POS;NFIN
téxtil	textilní	téxtil	textilní	ADJ	ADJ;NOM;MASC;SG;POS
téxtil	textilních	téxtil	textilní	ADJ	ADJ;GEN;MASC;PL;POS
castrón	synu	castrón	syn	N	N;ANIM;DAT;MASC;SG;POS
castrón	syn	castrón	syn	N	N;ANIM;NOM;MASC;SG;POS
castrón	zbraň	castrón	zbraň	N	N;NOM;FEM;SG;POS
castrón	pistole	castrón	pistole	N	N;NOM;FEM;SG;POS
protesta	protest	protesta	protest	N	N;INAN;NOM;MASC;SG;POS
protesta	protesty	protesta	protest	N	N;INAN;NOM;MASC;PL;POS
bandeiras	vlajky	bandeira	vlajka	N	N;NOM;FEM;PL;POS
prometida	slíbili	prometer	slíbit	V	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
prometida	slíbil	prometer	slíbit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
prometida	slíbila	prometer	slíbit	V	V;PFV;POS;PST;V.PTCP;ACT
cómoda	komfortní	cómodar	komfortní	ADJ	ADJ;NOM;FEM;SG;POS
cómoda	pohodlné	cómodar	pohodlný	ADJ	ADJ;NOM;NEUT;SG;POS
cómoda	pohodlný	cómodar	pohodlný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
cartuchos	náboje	cartuchos	náboj	N	N;INAN;NOM;MASC;PL;POS
cartuchos	střeliva	cartuchos	střelivo	N	N;NOM;NEUT;PL;POS
cartuchos	munici	cartuchos	munice	N	N;ACC;FEM;SG;POS
cartuchos	munice	cartuchos	munice	N	N;NOM;FEM;SG;POS
cartuchos	střelivo	cartuchos	střelivo	N	N;NOM;NEUT;SG;POS
balón	míč	balón	míč	N	N;INAN;NOM;MASC;SG;POS
balón	míček	balón	míček	N	N;INAN;NOM;MASC;SG;POS
balón	ples	balón	ples	N	N;INAN;NOM;MASC;SG;POS
delegación	delegace	delegación	delegace	N	N;NOM;FEM;SG;POS
delegación	delegaci	delegación	delegace	N	N;ACC;FEM;SG;POS
delegación	pověření	delegación	pověření	N	N;NOM;NEUT;SG;POS
revólver	zbraň	revólver	zbraň	N	N;NOM;FEM;SG;POS
revólver	pistole	revólver	pistole	N	N;NOM;FEM;SG;POS
baleiros	prázdné	baleiro	prázdný	ADJ	ADJ;NOM;NEUT;SG;POS
baleiros	prázdná	baleiro	prázdný	ADJ	ADJ;NOM;FEM;SG;POS
baleiros	prázdný	baleiro	prázdný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
patrullas	hlídky	patrulla	hlídka	N	N;NOM;FEM;PL;POS
patrullas	aut	patrulla	auto	N	N;GEN;NEUT;PL;POS
patrullas	automobily	patrulla	automobil	N	N;INAN;NOM;MASC;PL;POS
patrullas	auta	patrulla	auto	N	N;NOM;NEUT;PL;POS
insulto	urážka	insulto	urážka	N	N;NOM;FEM;SG;POS
enxeñeiro	inženýr	enxeñeiro	inženýr	N	N;ANIM;NOM;MASC;SG;POS
subiu	mám	subiu	mít	V	V;IND;SG;1;POS;PRS;FIN;ACT
subiu	dostal	subiu	dostat	V	V;MASC;SG;POS;PST;V.PTCP;ACT
discursos	projevy	discurso	projev	N	N;INAN;NOM;MASC;PL;POS
discursos	proslovy	discurso	proslov	N	N;INAN;NOM;MASC;PL;POS
puideses	mohl	poder	moci	V	V;MASC;SG;POS;PST;V.PTCP;ACT
puideses	mohla	poder	moci	V	V;POS;PST;V.PTCP;ACT
arrestar	zatknout	arrestar	zatknout	V	V;PFV;POS;NFIN
acusa	obviní	acusar	obvinit	V	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
acusa	obviňuje	acusar	obviňovat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
confirmar	potvrzuji	confirmar	potvrzovat	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
confirmar	potvrdit	confirmar	potvrdit	V	V;PFV;POS;NFIN
bañeira	vana	bañeira	vana	N	N;NOM;FEM;SG;POS
bañeira	vany	bañeira	vana	N	N;NOM;FEM;PL;POS
bañeira	vanu	bañeira	vana	N	N;ACC;FEM;SG;POS
bañeira	vana	bañeira	vana	N	N;NOM;FEM;SG;POS
bañeira	koupel	bañeira	koupel	N	N;NOM;FEM;SG;POS
quizá	možná	quizá	možná	ADV	ADV
quizá	možná	quizá	možná	ADV	ADV
coñecerte	potkat	coñecerter	potkat	V	V;PFV;POS;NFIN
chegarás	bude	chegar	být	V	V;IND;SG;3;POS;FUT;FIN;ACT
pó	prachu	pó	prach	N	N;INAN;GEN;MASC;SG;POS
pó	prach	pó	prach	N	N;INAN;NOM;MASC;SG;POS
gravadora	kazeta	gravador	kazeta	N	N;NOM;FEM;SG;POS
gravadora	pásku	gravador	páska	N	N;ACC;FEM;SG;POS
gravadora	páska	gravador	páska	N	N;NOM;FEM;SG;POS
gravadora	pásky	gravador	páska	N	N;NOM;FEM;PL;POS
gravadora	záznamník	gravador	záznamník	N	N;INAN;NOM;MASC;SG;POS
citas	citáty	cita	citát	N	N;INAN;NOM;MASC;PL;POS
citas	citace	cita	citace	N	N;NOM;FEM;SG;POS
remataches	hotovo	remataches	hotový	N	N;NOM;NEUT;SG;POS
