もの	şeyler	もの	şey	N	N;NOM;PL;3
マップ	harita	マップ	harit	N	N;NOM;SG;3
マップ	haritalar	マップ	harita	N	N;NOM;PL;3
マップ	haritaları	マップ	harita	N	N;NOM;PL;3
マップ	harita	マップ	harit	N	N;NOM;SG;3
マップ	haritası	マップ	harita	N	N;NOM;SG;3
ギャラリー	galerileri	ギャラリー	galeri	N	N;ACC;PL;3
ギャラリー	galerisi	ギャラリー	galeri	N	N;ACC;PL;3
繁殖	üreme	繁殖	üre	V	V;PFV;NOM;IND;NEG;PRS;V.MSDR
結論	sonuçlar	結論	sonuç	N	N;NOM;PL;3
結論	sonuçlara	結論	sonuç	N	N;DAT;PL;3
秘書	sekreterler	秘書	sekret	N	N;NOM;PL;3
秘書	sekreteri	秘書	sekreter	N	N;ACC;SG;3
属性	öznitelik	属性	öznitelik	N	N;NOM;SG;3
属性	özellikler	属性	özellik	N	N;NOM;PL;3
属性	emlak	属性	emlak	N	N;NOM;SG;3
属性	özellikleri	属性	özellik	N	N;NOM;PL;3
属性	özellikler	属性	özellik	N	N;NOM;PL;3
属性	özellikleri	属性	özellik	N	N;NOM;PL;3
変動	dalgalanmaları	変動	dalgalan	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
騎兵	süvariler	騎兵	süvari	N	N;NOM;PL;3
衝撃	etkisi	衝撃	etki	N	N;NOM;SG;3
ユニオン	birliği	ユニオン	birlik	N	N;NOM;SG;3
瞬間	an	瞬間	an	N	N;NOM;SG;3
瞬間	anında	瞬間	an	N	N;ESS;SG;3
歯科	dişçilik	歯科	dişçilik	N	N;NOM;SG;3
エクスプレス	ifade	エクスプレス	ifade	N	N;NOM;SG;3
エクスプレス	ekspresi	エクスプレス	ekspre	N	N;NOM;SG;3
スタンド	ayağa	スタンド	ayak	N	N;DAT;SG;3
怪我	yaralandı	怪我	yarala	V	V;PFV;IND;SG;3;POS;PST;PASS
怪我	yaralanma	怪我	yaralan	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
怪我	yaralanma	怪我	yaralan	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
怪我	yaralanmalar	怪我	yaralan	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
プレゼント	hediye	プレゼント	hedi	N	N;NOM;SG;3
プレゼント	sunar	プレゼント	sunar	N	N;NOM;SG;3
プレゼント	hediyeleri	プレゼント	hediye	N	N;ACC;PL;3
プレゼント	hediyeler	プレゼント	hediye	N	N;NOM;PL;3
プレゼント	hediye	プレゼント	hedi	N	N;NOM;SG;3
オーナー	sahibi	オーナー	sahip	N	N;NOM;SG;3
オーナー	sahibinden	オーナー	sahip	N	N;AT+ABL;SG;3
オーナー	sahipler	オーナー	sahip	N	N;NOM;PL;3
オーナー	sahipleri	オーナー	sahip	N	N;ACC;PL;3
グラフ	çizelgeleri	グラフ	çizelge	N	N;ACC;PL;3
グラフ	tablolar	グラフ	tablo	N	N;NOM;PL;3
回収	iyileşme	回収	iyileş	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
そば	karabuğday	そば	karabuğday	N	N;ESS;SG;3
本当に	gercekten	本当に	gercek	ADV	ADV
本当に	gerçekten	本当に	gerçekten	ADV	ADV
婦人	hanımlar	婦人	hanım	N	N;NOM;PL;3
婦人	bayanlar	婦人	bayan	N	N;NOM;PL;3
ギタリスト	gitaristler	ギタリスト	git	N	N;NOM;PL;3
メイド	hizmetçi	メイド	hizmetçi	N	N;NOM;SG;3
メイド	hizmetçi	メイド	hizmetçi	N	N;NOM;SG;3
メイド	hizmetçiler	メイド	hizmetçi	N	N;NOM;PL;3
メイド	hizmetçi	メイド	hizmetçi	N	N;NOM;SG;3
階段	merdivenler	階段	merdiven	N	N;NOM;PL;3
階段	merdivenleri	階段	merdiven	N	N;ACC;PL;3
リゾート	resort	リゾート	resort	N	N;NOM;SG;3
ヘリコプター	helikopter	ヘリコプター	helikopter	N	N;NOM;SG;3
ヘリコプター	helikopterle	ヘリコプター	helikopter	N	N;DAT;SG;3
ブリッジ	briç	ブリッジ	briç	N	N;NOM;SG;3
ブリッジ	köprüsü	ブリッジ	köprü	N	N;NOM;SG;3
ルーム	oda	ルーム	oda	N	N;NOM;SG;3
ルーム	odalar	ルーム	oda	N	N;NOM;PL;3
ルーム	odaları	ルーム	oda	N	N;ACC;PL;3
ルーム	oda	ルーム	oda	N	N;NOM;SG;3
原理	ilkesi	原理	ilke	N	N;NOM;SG;3
原理	ilkeleri	原理	ilke	N	N;NOM;PL;3
送る	gönderin	送る	gönder	V	V;PFV;IMP;PL;2;POS;PRS
送る	gönder	送る	gönder	V	V;PFV;IMP;SG;2;POS;PRS
バーン	ahır	バーン	ahır	N	N;NOM;SG;3
ホイール	tekerlek	ホイール	tekerlek	N	N;NOM;SG;3
ホイール	tekerlekler	ホイール	tekerlek	N	N;NOM;PL;3
ホイール	tekerlek	ホイール	tekerlek	N	N;NOM;SG;3
間違い	hatalar	間違い	hata	N	N;NOM;PL;3
忍者	ninjalar	忍者	ninja	N	N;NOM;PL;3
サスペンス	belirsizlik	サスペンス	belirsizlik	N	N;NOM;SG;3
ユーザ	kullanıcı	ユーザ	kullanıcı	N	N;NOM;SG;3
ユーザ	kullanıcı	ユーザ	kullanıcı	N	N;NOM;SG;3
ユーザ	kullanıcıları	ユーザ	kullanıcı	N	N;ACC;PL;3
ユーザ	kullanıcılar	ユーザ	kullanıcı	N	N;NOM;PL;3
海峡	boğazı	海峡	boğaz	N	N;ACC;SG;3
海峡	boğazı	海峡	boğaz	N	N;ACC;SG;3
海峡	kanalı	海峡	kanalı	N	N;ACC;SG;3
氏名	adınız	氏名	adınız	N	N;NOM;SG;3
氏名	isim	氏名	isim	N	N;NOM;SG;3
氏名	ad	氏名	ad	N	N;NOM;SG;3
氏名	adı	氏名	ad	N	N;NOM;SG;3
ムーン	ay	ムーン	ay	N	N;NOM;SG;3
ムーン	moon	ムーン	moon	N	N;NOM;SG;3
ラーメン	erişte	ラーメン	eriş	N	N;NOM;SG;3
スポット	yer	スポット	yer	N	N;NOM;SG;3
スポット	mekanlar	スポット	mekan	N	N;NOM;PL;3
スポット	yerleri	スポット	yer	N	N;ACC;PL;3
スポット	yerler	スポット	yer	N	N;NOM;PL;3
要件	şartlar	要件	şart	N	N;NOM;PL;3
要件	gereksinimleri	要件	gereksinim	N	N;ACC;PL;3
チャンピオンシップ	şampiyonası	チャンピオンシップ	şampiyon	N	N;NOM;SG;3
チャンピオンシップ	şampiyonluk	チャンピオンシップ	şampiyonluk	N	N;NOM;SG;3
チャンピオンシップ	şampiyona	チャンピオンシップ	şampiyon	N	N;DAT;SG;3
プロセス	süreçleri	プロセス	süreç	N	N;ACC;PL;3
友達	arkadaşlar	友達	arkadaş	N	N;NOM;PL;3
友達	arkadaslar	友達	arkadas	N	N;NOM;PL;3
友達	arkadaşım	友達	arkadaş	N	N;NOM;SG;3
ガイドライン	kurallar	ガイドライン	kural	N	N;NOM;PL;3
ガイドライン	kuralları	ガイドライン	kural	N	N;ACC;PL;3
リポーター	gazeteciler	リポーター	gazeteci	N	N;NOM;PL;3
リポーター	muhabirler	リポーター	muhabir	N	N;NOM;PL;3
飛行場	havalimanı	飛行場	havaliman	N	N;ACC;SG;3
飛行場	havaalanı	飛行場	havaalanı	N	N;NOM;SG;3
レディ	hanımefendi	レディ	hanımefendi	N	N;NOM;SG;3
ついに	sonunda	ついに	sonunda	ADV	ADV
ボート	tekneler	ボート	tekne	N	N;NOM;PL;3
ボート	gemiler	ボート	gemi	N	N;NOM;PL;3
ボート	botlar	ボート	bot	N	N;NOM;PL;3
道具	aracı	道具	araç	N	N;ACC;SG;3
道具	araçlar	道具	araç	N	N;NOM;PL;3
道具	aletler	道具	alet	N	N;NOM;PL;3
道具	enstrüman	道具	enstrüman	N	N;NOM;SG;3
粒子	parçacıklar	粒子	parçacık	N	N;NOM;PL;3
粒子	parçacıkların	粒子	parçacık	N	N;GEN;PL;3
粒子	parçacıkları	粒子	parçacık	N	N;NOM;PL;3
粒子	parçacık	粒子	parçacık	N	N;NOM;SG;3
避ける	kaçının	避ける	kaçı	V	V;PFV;IMP;PL;2;POS;PRS
比率	oranı	比率	oran	N	N;NOM;SG;3
牧場	çiftlik	牧場	çiftlik	N	N;NOM;SG;3
牧場	çiftliği	牧場	çiftlik	N	N;ACC;SG;3
ビール	biralar	ビール	bira	N	N;NOM;PL;3
美人	güzellikler	美人	güzellik	N	N;NOM;PL;3
美人	güzelleri	美人	güzel	N	N;ACC;PL;3
美人	güzeller	美人	güzel	N	N;NOM;PL;3
リレー	röle	リレー	röl	N	N;NOM;SG;3
バイク	bisiklet	バイク	bisiklet	N	N;NOM;SG;3
バイク	motosiklet	バイク	motosiklet	N	N;NOM;SG;3
バイク	bisiklet	バイク	bisiklet	N	N;NOM;SG;3
バイク	motosiklet	バイク	motosiklet	N	N;NOM;SG;3
マジ	cidden	マジ	cidden		
マジ	maji	マジ	maji		
符号	şifre	符号	şifre	N	N;NOM;SG;3
当局	makamlar	当局	makam	N	N;NOM;PL;3
コーポレーション	corporation	コーポレーション	corporation	N	N;NOM;SG;3
付与	verilmesi	付与	ver	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
麻雀	mahjong	麻雀	mahjong	N	N;NOM;SG;3
定理	teoremi	定理	teorem	N	N;ACC;SG;3
幸せ	mutlu	幸せ	mutlu	ADJ	ADJ
運河	kanalı	運河	kanalı	N	N;ACC;SG;3
運河	kanallar	運河	kanal	N	N;NOM;PL;3
パラダイス	cennet	パラダイス	cennet	N	N;NOM;SG;3
パラダイス	paradise	パラダイス	paradise	N	N;NOM;SG;3
候補	adaylar	候補	aday	N	N;NOM;PL;3
候補	adayları	候補	aday	N	N;NOM;PL;3
日光	sunshine	日光	sunsh	N	N;DAT;SG;3
日光	günışığı	日光	günışığı	N	N;ACC;SG;3
日光	günışığı	日光	günışığı	N	N;ACC;SG;3
ウエスト	batıya	ウエスト	bat	N	N;DAT;SG;3
ウエスト	batıda	ウエスト	batı	N	N;ESS;SG;3
ウエスト	belini	ウエスト	bel	N	N;ACC;SG;3
大使館	büyükelçilikleri	大使館	büyükelçilik	N	N;ACC;PL;3
大使館	büyükelçiliği	大使館	büyükelçilik	N	N;NOM;SG;3
食事	yemek	食事	yemek	N	N;NOM;SG;3
食事	yemekler	食事	yemek	N	N;NOM;PL;3
バイト	bayt	バイト	bayt	N	N;NOM;SG;3
避難	boşaltma	避難	boşal	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
装飾	süsleme	装飾	süslem	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
装飾	süsleme	装飾	süslem	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
テーブル	masalar	テーブル	masa	N	N;NOM;PL;3
テーブル	tablolar	テーブル	tablo	N	N;NOM;PL;3
テーブル	masaları	テーブル	masa	N	N;ACC;PL;3
リボン	kurdele	リボン	kurdel	N	N;NOM;SG;3
リボン	kurdele	リボン	kurdel	N	N;NOM;SG;3
シード	tohumları	シード	tohum	N	N;NOM;PL;3
シード	tohum	シード	tohum	N	N;NOM;SG;3
シード	tohumlar	シード	tohum	N	N;NOM;PL;3
シード	tohum	シード	tohum	N	N;NOM;SG;3
併合	konsolidasyon	併合	konsolidasyon	N	N;ESS;SG;3
併合	ilhak	併合	ilhak	N	N;NOM;SG;3
感覚	duyuları	感覚	duyu	N	N;ACC;PL;3
差分	farklar	差分	fark	N	N;NOM;PL;3
差分	farklılıkları	差分	farklılık	N	N;NOM;PL;3
差分	farklılıklar	差分	farklılık	N	N;NOM;PL;3
差分	fark	差分	fark	N	N;NOM;SG;3
ネコ	kediler	ネコ	kedi	N	N;NOM;PL;3
マスク	maskesi	マスク	maske	N	N;NOM;SG;3
マスク	maskeleri	マスク	maske	N	N;ACC;PL;3
マスク	maskeler	マスク	maske	N	N;NOM;PL;3
公国	prenslikleri	公国	prenslik	N	N;NOM;PL;3
公国	prenslik	公国	prenslik	N	N;NOM;SG;3
緑色	yeşillik	緑色	yeşillik	N	N;NOM;SG;3
強調	vurguladı	強調	vurgula	V	V;PFV;IND;SG;3;POS;PST
金額	miktarda	金額	miktar	N	N;ESS;SG;3
金額	miktarı	金額	miktar	N	N;NOM;SG;3
チップ	bahşiş	チップ	bahşiş	N	N;NOM;SG;3
テープ	kasetler	テープ	kaset	N	N;NOM;PL;3
テープ	kasetleri	テープ	kaset	N	N;ACC;PL;3
要因	faktörler	要因	faktör	N	N;NOM;PL;3
マネジメント	yönetimi	マネジメント	yönetim	N	N;NOM;SG;3
マネジメント	menajerlik	マネジメント	menajerlik	N	N;NOM;SG;3
サーバ	sunucuları	サーバ	sunucu	N	N;ACC;PL;3
サーバ	sunucusu	サーバ	sunucu	N	N;NOM;SG;3
化合物	bileşikler	化合物	bileşik	N	N;NOM;PL;3
所有者	sahibi	所有者	sahip	N	N;NOM;SG;3
所有者	sahibinden	所有者	sahip	N	N;AT+ABL;SG;3
所有者	sahipler	所有者	sahip	N	N;NOM;PL;3
所有者	sahipleri	所有者	sahip	N	N;ACC;PL;3
弱い	güçsüz	弱い	güçsüz	ADJ	ADJ
祝日	bayramlar	祝日	bayram	N	N;NOM;PL;3
祝日	tatiller	祝日	tatil	N	N;NOM;PL;3
祝日	tatilleri	祝日	tatil	N	N;ACC;PL;3
マーケット	pazarları	マーケット	pazar	N	N;NOM;PL;3
マーケット	pazarlar	マーケット	pazar	N	N;NOM;PL;3
マーケット	pazarı	マーケット	pazar	N	N;ACC;SG;3
商標	markalar	商標	marka	N	N;NOM;PL;3
年金	pansiyon	年金	pansiyon	N	N;NOM;SG;3
年金	emeklilik	年金	emeklilik	N	N;NOM;SG;3
年金	emeklilik	年金	emeklilik	N	N;NOM;SG;3
バランス	dengede	バランス	denge	N	N;ESS;SG;3
バランス	dengesi	バランス	denge	N	N;NOM;SG;3
不安	huzursuz	不安	huzursuz	ADJ	ADJ
食べる	yiyor	食べる	ye	V	V;PROG;IND;SG;3;POS;INFM;PRS
食べる	yiyin	食べる	yiy	V	V;PFV;IMP;PL;2;POS;PRS
理想	idealleri	理想	ideal	N	N;ACC;PL;3
遊び	oynayın	遊ぶ	oyna	V	V;PFV;IMP;PL;2;POS;PRS
フェイス	yüzün	フェイス	yüz	N	N;NOM;SG;3
フェイス	yüzünü	フェイス	yüz	N	N;ACC;SG;3
フェイス	yüzü	フェイス	yüz	N	N;ACC;SG;3
行使	alıştırma	行使	alış	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
体操	jimnastikçi	体操	jimnastikçi	N	N;NOM;SG;3
体操	jimnastikçiler	体操	jimnastikçi	N	N;NOM;PL;3
ワーク	iş	ワーク	iş	N	N;NOM;SG;3
プライバシー	gizlilik	プライバシー	gizlilik	N	N;NOM;SG;3
プライバシー	mahremiyet	プライバシー	mahremiyet	N	N;NOM;SG;3
看板	billboard	看板	billboard	N	N;NOM;SG;3
エンジェル	meleğim	エンジェル	meleğim	N	N;NOM;SG;3
単語	kelimesi	単語	kelime	N	N;NOM;SG;3
単語	kelimeler	単語	kelime	N	N;NOM;PL;3
単語	sözcükler	単語	sözcük	N	N;NOM;PL;3
単語	sözler	単語	söz	N	N;NOM;PL;3
テキスト	mesajlar	テキスト	mesaj	N	N;NOM;PL;3
品質	kalitesi	品質	kalite	N	N;NOM;SG;3
誰	biri	誰	biri	PRO	PRO;NOM;SG;3
誰	birini	誰	biri	PRO	PRO;ACC;SG;3
誰	birisi	誰	biri	PRO	PRO;NOM;SG;3
誰	birileri	誰	biri	PRO	PRO;NOM;PL;3
艦船	gemiler	艦船	gemi	N	N;NOM;PL;3
艦船	gemileri	艦船	gemi	N	N;ACC;PL;3
個別	bireysel	個別	bireysel		
個別	birey	個別	birey		
ベクトル	vektör	ベクトル	vektör	N	N;NOM;SG;3
美女	güzellikler	美女	güzellik	N	N;NOM;PL;3
美女	güzelleri	美女	güzel	N	N;ACC;PL;3
美女	güzeller	美女	güzel	N	N;NOM;PL;3
テック	tech	テック	tech	N	N;NOM;SG;3
ダンサー	dansçılar	ダンサー	dansç	N	N;NOM;PL;3
監査	denetimi	監査	denetim	N	N;NOM;SG;3
監査	denetimler	監査	denetim	N	N;NOM;PL;3
早い	erkenden	早い	erken	ADJ	ADJ;AT+ABL;SG;3
封印	sızdırmazlık	封印	sızdırmazlık	V	V;IPFV;POT;SG;3;NEG
嫌い	nefret	嫌い	nefret		
嫌い	nefret	嫌い	nefret		
サイン	işaretler	サイン	işaret	N	N;NOM;PL;3
サイン	ayetlerini	サイン	ayet	N	N;ACC;PL;3
人材	personelin	人材	personel	N	N;GEN;SG;3
スティック	çubuklar	スティック	çubuk	N	N;NOM;PL;3
スティック	çubukları	スティック	çubuk	N	N;ACC;PL;3
密度	yoğunluk	密度	yoğunluk	N	N;NOM;SG;3
密度	yoğunluğu	密度	yoğunluk	N	N;ACC;SG;3
同僚	meslektaş	同僚	meslektaş	N	N;NOM;SG;3
同僚	meslektaş	同僚	meslektaş	N	N;NOM;SG;3
建築物	binalar	建築物	bina	N	N;NOM;PL;3
建築物	binaların	建築物	bina	N	N;GEN;PL;3
方程式	eşitlik	方程式	eşitlik	N	N;NOM;SG;3
方程式	denklem	方程式	denkle	N	N;NOM;SG;3
方程式	denklemi	方程式	denklem	N	N;NOM;SG;3
方程式	denklemleri	方程式	denklem	N	N;ACC;PL;3
スイッチ	anahtarlar	スイッチ	anahtar	N	N;NOM;PL;3
スイッチ	anahtarları	スイッチ	anahtar	N	N;NOM;PL;3
スイッチ	düğmeler	スイッチ	düğ	N	N;NOM;PL;3
ボイス	sesi	ボイス	ses	N	N;NOM;SG;3
ボイス	ses	ボイス	ses	N	N;NOM;SG;3
字幕	altyazı	字幕	altyazı	N	N;NOM;SG;3
ナス	patlıcan	ナス	patlıcan	N	N;NOM;SG;3
ナス	patlıcan	ナス	patlıcan	N	N;NOM;SG;3
保証	garanti	保証	garanti	N	N;NOM;SG;3
保証	garantili	保証	garantili	N	N;NOM;SG;3
保証	garantisi	保証	garanti	N	N;NOM;SG;3
保証	garanti	保証	garanti	N	N;NOM;SG;3
保証	garantili	保証	garantili	N	N;NOM;SG;3
保証	garanti	保証	garanti	N	N;NOM;SG;3
保証	garantili	保証	garantili	N	N;NOM;SG;3
保証	garantisi	保証	garanti	N	N;NOM;SG;3
パーティ	partiler	パーティ	parti	N	N;NOM;PL;3
スーツ	takımlar	スーツ	takım	N	N;NOM;PL;3
漁業	balıkçılık	漁業	balıkçılık	N	N;NOM;SG;3
漁業	balıkçılık	漁業	balıkçılık	N	N;NOM;SG;3
彫刻	heykeller	彫刻	heykel	N	N;NOM;PL;3
砂漠	çöller	砂漠	çöl	N	N;NOM;PL;3
科目	konular	科目	konu	N	N;NOM;PL;3
曲線	eğrileri	曲線	eğri	N	N;ACC;PL;3
恐竜	dinozorlar	恐竜	dinozor	N	N;NOM;PL;3
レビュー	yorumlar	レビュー	yorum	N	N;NOM;PL;3
レビュー	gözden	レビュー	göz	N	N;AT+ABL;SG;3
セックス	cinsellik	セックス	cinsellik	N	N;NOM;SG;3
ピア	akranları	ピア	akran	N	N;ACC;PL;3
警察官	polisler	警察官	polis	N	N;NOM;PL;3
部族	kabilesi	部族	kabile	N	N;NOM;SG;3
メロディ	melodileri	メロディ	melodi	N	N;ACC;PL;3
ハンド	el	ハンド	el	N	N;NOM;SG;3
昆虫	böcekler	昆虫	böcek	N	N;NOM;PL;3
昆虫	böcekleri	昆虫	böcek	N	N;ACC;PL;3
墓地	mezarlıklar	墓地	mezarlık	N	N;NOM;PL;3
墓地	mezarlık	墓地	mezarlık	N	N;NOM;SG;3
墓地	mezarlıkta	墓地	mezarlık	N	N;ESS;SG;3
墓地	mezarlığı	墓地	mezarlık	N	N;NOM;SG;3
墓地	mezarlık	墓地	mezarlık	N	N;NOM;SG;3
墓地	mezarlığı	墓地	mezarlık	N	N;NOM;SG;3
野菜	sebzeler	野菜	sebze	N	N;NOM;PL;3
釣り	balıkçılık	釣り	balıkçılık	N	N;NOM;SG;3
ストア	mağazası	ストア	mağaza	N	N;NOM;SG;3
ストア	mağazadan	ストア	mağaza	N	N;AT+ABL;SG;3
ストア	dükkan	ストア	dükkan	N	N;NOM;SG;3
ストア	mağaza	ストア	mağaz	N	N;NOM;SG;3
フロー	akışı	フロー	akış	N	N;NOM;SG;3
ハッピー	mutluluklar	ハッピー	mutluluk	N	N;NOM;PL;3
センチメートル	santimetre	センチメートル	santi	N	N;NOM;SG;3
センチメートル	santimetre	センチメートル	santi	N	N;NOM;SG;3
センチメートル	santimetre	センチメートル	santi	N	N;NOM;SG;3
センチメートル	santimetre	センチメートル	santi	N	N;NOM;SG;3
スクリーン	ekran	スクリーン	ekran	N	N;NOM;SG;3
スクリーン	ekranı	スクリーン	ekran	N	N;NOM;SG;3
シェル	kabuğu	シェル	kabuk	N	N;NOM;SG;3
シェル	kabukları	シェル	kabuk	N	N;NOM;PL;3
グラス	bardak	グラス	bardak	N	N;NOM;SG;3
グラス	camlar	グラス	cam	N	N;NOM;PL;3
恒星	yıldızlı	恒星	yıldızlı	N	N;NOM;SG;3
介護	umurumda	介護	umur	N	N;ESS;SG;3
横綱	yokozuna	横綱	yokoz	N	N;DAT;SG;3
本	honda	本	hon	N	N;NOM;SG;3
スカウト	izciler	スカウト	izcile	N	N;NOM;PL;3
スカウト	gözcüler	スカウト	gözcü	N	N;NOM;PL;3
週末	haftasonu	週末	haftason	N	N;ACC;SG;3
週末	haftasonları	週末	haftason	N	N;ACC;PL;3
週末	haftasonu	週末	haftason	N	N;ACC;SG;3
スキル	becerileri	スキル	becer	N	N;ACC;PL;3
スキル	yetenekler	スキル	yetenek	N	N;NOM;PL;3
スキル	beceri	スキル	becer	N	N;NOM;SG;3
スキル	yetenek	スキル	yetenek	N	N;NOM;SG;3
スキル	beceri	スキル	becer	N	N;NOM;SG;3
サイクル	döngüsü	サイクル	döngü	N	N;NOM;SG;3
名作	başyapıt	名作	başyapıt	N	N;NOM;SG;3
最小	minimum	最小	minim	N	N;NOM;SG;3
フォーラム	forumlar	フォーラム	forum	N	N;NOM;PL;3
フォーラム	forumu	フォーラム	foru	N	N;NOM;SG;3
書き込み	yazmak	書き込み	yaz	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
シェア	paylaşım	シェア	paylaşım	N	N;NOM;SG;3
シェア	paylaşımı	シェア	paylaşım	N	N;ACC;SG;3
シェア	paylaşım	シェア	paylaşım	N	N;NOM;SG;3
シェア	paylaş	シェア	paylaş	N	N;INS;SG;3
シェア	hisseler	シェア	hisse	N	N;NOM;PL;3
シェア	paylaşımlar	シェア	paylaşım	N	N;NOM;PL;3
悲劇	trajediler	悲劇	traje	N	N;NOM;PL;3
落下	düşüyor	落下	düş	V	V;PROG;IND;SG;3;POS;INFM;PRS
告示	fark	告示	fark	N	N;NOM;SG;3
マリン	denizcilik	マリン	denizcilik	N	N;NOM;SG;3
繊維	iplik	繊維	iplik	N	N;NOM;SG;3
繊維	iplikler	繊維	iplik	N	N;NOM;PL;3
待ち	beklemek	待つ	bekle	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
待ち	bekliyor	待つ	bekle	V	V;PROG;IND;SG;3;POS;INFM;PRS
待ち	bekliyorum	待つ	bekle	V	V;PROG;IND;SG;1;POS;INFM;PRS
待ち	bekliyoruz	待つ	bekle	V	V;PROG;IND;PL;1;POS;INFM;PRS
待ち	bekleyen	待つ	bekle	V	V;PFV;IND;POS;PRS;V.PTCP
待ち	bekleyin	待つ	bekle	V	V;PFV;IMP;PL;2;POS;PRS
待ち	bekle	待つ	bekle	V	V;PFV;IMP;SG;2;POS;PRS
エンターテイメント	eğlence	エンターテイメント	eğlence	N	N;NOM;SG;3
演習	egzersizleri	演習	egzersiz	N	N;ACC;PL;3
演習	manevraları	演習	manevra	N	N;ACC;PL;3
配列	diziler	配列	dizi	N	N;NOM;PL;3
配列	dizi	配列	dizi	N	N;NOM;SG;3
コンテナ	konteyner	コンテナ	konteyner	N	N;NOM;SG;3
コンテナ	konteynır	コンテナ	konteynır	N	N;NOM;SG;3
コンテナ	kaplar	コンテナ	kap	N	N;NOM;PL;3
コンテナ	konteynerler	コンテナ	konteyner	N	N;NOM;PL;3
コンテナ	konteyner	コンテナ	konteyner	N	N;NOM;SG;3
拳銃	silahlar	拳銃	silah	N	N;NOM;PL;3
アンテナ	anten	アンテナ	anten	N	N;NOM;SG;3
狩り	avlanmak	狩る	avla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
狩り	avlanma	狩る	avlan	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
狩り	avlanmak	狩る	avla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
チケット	bilet	チケット	bilet	N	N;NOM;SG;3
チケット	biletleri	チケット	bilet	N	N;ACC;PL;3
チケット	biletler	チケット	bilet	N	N;NOM;PL;3
チケット	bilet	チケット	bilet	N	N;NOM;SG;3
幻想	hayaller	幻想	hayal	N	N;NOM;PL;3
グラム	anneanne	グラム	anneanne	N	N;NOM;SG;3
ループ	döngüsü	ループ	döngü	N	N;NOM;SG;3
せつ	kaynar	せつ	kaynar		
開く	açın	開く	aç	V	V;PFV;IMP;PL;2;POS;PRS
開く	açılacak	開く	aç	V	V;PFV;IND;SG;3;POS;FUT;PASS
開く	açılır	開く	aç	V	V;IPFV;IND;SG;3;POS;PASS
開く	açılıyor	開く	aç	V	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
開く	açılan	開く	aç	V	V;PFV;IND;POS;PRS;V.PTCP;PASS
開く	açılıyor	開く	aç	V	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
電圧	voltaj	電圧	voltaj	N	N;NOM;SG;3
和解	uzlaşma	和解	uzlaş	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
喜劇	komedi	喜劇	komedi	N	N;NOM;SG;3
割引	indirimi	割引	indirim	N	N;NOM;SG;3
割引	indirim	割引	indirim	N	N;NOM;SG;3
割引	indirimler	割引	indirim	N	N;NOM;PL;3
割引	indirim	割引	indirim	N	N;NOM;SG;3
変数	değişkenleri	変数	değişken	N	N;ACC;PL;3
影響	etkisi	影響	etki	N	N;NOM;SG;3
カテゴリー	kategorisi	カテゴリー	kategori	N	N;NOM;SG;3
カテゴリー	kategorileri	カテゴリー	kategori	N	N;ACC;PL;3
役職	konum	役職	konum	N	N;NOM;SG;3
役職	başlıklar	役職	başlık	N	N;NOM;PL;3
役職	unvanlar	役職	unvan	N	N;NOM;PL;3
誘拐	kaçırılma	誘拐	kaçır	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
誘拐	kaçırmak	誘拐	kaçır	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
誘拐	kaçırılmış	誘拐	kaçır	V	V;PFV;NFH;IND;SG;3;POS;PST;PASS
誘拐	kaçırıldı	誘拐	kaçır	V	V;PFV;IND;SG;3;POS;PST;PASS
誘拐	kaçırdı	誘拐	kaçır	V	V;PFV;IND;SG;3;POS;PST
誘拐	kaçırılan	誘拐	kaçır	V	V;PFV;IND;POS;PRS;V.PTCP;PASS
渓谷	gorge	渓谷	gorge	N	N;NOM;SG;3
推奨	önerilen	推奨	öner	V	V;PFV;IND;POS;PRS;V.PTCP;PASS
ドット	noktalar	ドット	nokta	N	N;NOM;PL;3
果実	meyveler	果実	meyve	N	N;NOM;PL;3
果実	meyveler	果実	meyve	N	N;NOM;PL;3
魅力	cazibesi	魅力	cazibe	N	N;NOM;SG;3
魅力	çekicilik	魅力	çekicilik	N	N;NOM;SG;3
玩具	toy	玩具	toy		
広がる	yayılıyor	広がる	yay	V	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
