daha	更	daha	更	ADV	ADV
sınav	測試	sınav	測試	N;NOM;SG;3	N
sınav	試驗	sınav	試驗	N;NOM;SG;3	N
sınav	測驗	sınav	測驗	N;NOM;SG;3	N
evcil	寵物	evcil	寵物	N;NOM;SG;3	N
favori	喜愛	favori	喜愛		
vergisi	稅務	vergi	稅務	N;NOM;SG;3	N
vergisi	稅	vergi	稅	N;NOM;SG;3	N
vergisi	稅	vergi	稅	N;NOM;SG;3	N
vergisi	稅金	vergi	稅金	N;NOM;SG;3	N
gözde	喜愛	gözde	喜愛		
lahana	白菜	lahana	白菜	N;NOM;SG;3	N
lahana	甘藍	lahana	甘藍	N;NOM;SG;3	N
çiçekler	花	çiçek	花	N;NOM;PL;3	N
çiçekler	鮮花	çiçek	鮮花	N;NOM;PL;3	N
çiçekler	花卉	çiçek	花卉	N;NOM;PL;3	N
çiçekler	花兒	çiçek	花兒	N;NOM;PL;3	N
çiçekler	花朵	çiçek	花朵	N;NOM;PL;3	N
dalları	分行	dal	分行	N;NOM;PL;3	N
dalları	樹枝	dal	樹枝	N;NOM;PL;3	N
dalları	分支	dal	分支	N;NOM;PL;3	N
kızılötesi	紅外	kızılöte	紅外	N;NOM;SG;3	N
kızılötesi	紅外	kızılöte	紅外	N;NOM;SG;3	N
momentum	勢頭	momentum	勢頭	N;NOM;SG;3	N
mürettebat	船員	mürettebat	船員	N;NOM;SG;3	N
lang	朗	lang	朗		
organları	器官	organ	器官	N;NOM;PL;3	N
izlenen	監測	izle	監測	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
notları	等級	not	等級	N;ACC;PL;3	N
notları	成績	not	成績	N;ACC;PL;3	N
kavramları	概念	kavram	概念	N;ACC;PL;3	N
kavramları	理念	kavram	理念	N;ACC;PL;3	N
çözmek	解決	çöz	解決	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
helikopter	直升	helikopter	直升	N;NOM;SG;3	N
helikopter	直升	helikopter	直升	N;NOM;SG;3	N
kılavuzu	指南	kılavuz	指南	N;ACC;SG;3	N
kılavuzu	指引	kılavuz	指引	N;ACC;SG;3	N
kılavuzu	嚮導	kılavuz	嚮導	N;ACC;SG;3	N
yetenekleri	人	yetenek	人	N;NOM;PL;3	N
dinlenme	休息	dinlen	休息	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	V
eğlenceli	好	eğlenceli	好	ADJ	ADJ
sulak	濕地	sulak	濕地	N;NOM;SG;3	N
boyutları	尺寸	boyut	尺寸	N;ACC;PL;3	N
deneyler	試驗	deney	試驗	N;NOM;PL;3	N
deneyler	實驗	deney	實驗	N;NOM;PL;3	N
kıyıları	海岸	kıyı	海岸	N;ACC;PL;3	N
taşınan	感動	taşı	感動	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
bilinçli	自覺	bilinçli	自覺		
alüminyum	鋁	alüm	鋁	N;NOM;SG;3	N
alüminyum	鋁	alüm	鋁	N;NOM;SG;3	N
tartışmaları	討論	tartış	討論	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çember	圓	çember	圓		
lehçesi	話	lehçe	話	N;NOM;SG;3	N
lehçesi	方言	lehçe	方言	N;NOM;SG;3	N
hatalar	錯誤	hata	錯誤	N;NOM;PL;3	N
hatalar	失誤	hata	失誤	N;NOM;PL;3	N
hatalar	斷層	hata	斷層	N;NOM;PL;3	N
hatalar	蟲子	hata	蟲子	N;NOM;PL;3	N
hatalar	臭蟲	hata	臭蟲	N;NOM;PL;3	N
atanmış	指派	atan	指派	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
diamond	金剛	diamond	金剛	N;NOM;SG;3	N
diamond	鑽石	diamond	鑽石	N;NOM;SG;3	N
kaçmak	逃離	kaç	逃離	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
öyküler	故事	öykü	故事	N;NOM;PL;3	N
öyküler	動態	öykü	動態	N;NOM;PL;3	N
işadamı	商人	işadam	商人	N;NOM;SG;3	N
düzene	精簡	düzen	精簡	N;DAT;SG;3	N
bitkileri	植物	bitki	植物	N;ACC;PL;3	N
eylemleri	行動	eylem	行動	N;ACC;PL;3	N
yansıtan	反映	yansı	反映	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V
azaltmak	減少	azal	減少	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
satıldı	賣	sat	賣	V;PFV;IND;SG;3;POS;PST;PASS	V
satıldı	售出	sat	售出	V;PFV;IND;SG;3;POS;PST;PASS	V
üstte	最高	üst	最高	ADJ;ESS;SG;3	ADJ
oynamak	玩	oyna	玩	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
oynamak	播放	oyna	播放	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
rolleri	作用	rol	作用	N;ACC;PL;3	N
rolleri	角色	rol	角色	N;ACC;PL;3	N
kalanlar	剩菜	kalan	剩菜	N;NOM;PL;3	N
sertifika	憑證	sertifika	憑證	N;NOM;SG;3	N
sertifika	證書	sertifika	證書	N;NOM;SG;3	N
sertifika	憑證	sertifika	憑證	N;NOM;SG;3	N
sertifika	證書	sertifika	證書	N;NOM;SG;3	N
sertifika	認證	sertifika	認證	N;NOM;SG;3	N
dağıtımı	分銷	dağıt	分銷	N;NOM;SG;3	N
illeri	省份	il	省份	N;ACC;PL;3	N
illeri	各省	il	各省	N;ACC;PL;3	N
halter	舉重	halter	舉重	N;NOM;SG;3	N
aç	開	aç	開		
sözcükler	詞語	sözcük	詞語	N;NOM;PL;3	N
sözcükler	字	sözcük	字	N;NOM;PL;3	N
sözcükler	詞	sözcük	詞	N;NOM;PL;3	N
kayıplar	虧損	kayıp	虧損	N;NOM;PL;3	N
kayıplar	損失	kayıp	損失	N;NOM;PL;3	N
kayıplar	傷亡	kayıp	傷亡	N;NOM;PL;3	N
kapıları	門	kapı	門	N;ACC;PL;3	N
mağarası	山洞	mağara	山洞	N;NOM;SG;3	N
mağarası	洞穴	mağara	洞穴	N;NOM;SG;3	N
nesneler	物體	nesne	物體	N;NOM;PL;3	N
nesneler	天體	nesne	天體	N;NOM;PL;3	N
nesneler	物件	nesne	物件	N;NOM;PL;3	N
rahatsızlık	擾動	rahatsızlık	擾動	N;NOM;SG;3	N
panorama	全景	panor	全景	N;NOM;SG;3	N
adlar	人名	ad	人名	N;NOM;PL;3	N
adlar	名稱	ad	名稱	N;NOM;PL;3	N
adlar	姓名	ad	姓名	N;NOM;PL;3	N
bmw	寶馬	bmw	寶馬	N;NOM;SG;3	N
denetleme	審計	denetle	審計	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
denetleme	視察	denetle	視察	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
ayırmak	分居	ayır	分居	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
basında	媒體	bas	媒體	N;ESS;SG;3	N
basında	媒介	bas	媒介	N;ESS;SG;3	N
çevrede	周圍	çevre	周圍	N;ESS;SG;3	N
mikro	微	mikro	微		
ayağı	腳	ayak	腳	N;NOM;SG;3	N
ayağı	英尺	ayak	英尺	N;NOM;SG;3	N
sorumluluğu	責任	sorumluluk	責任	N;ACC;SG;3	N
üretir	生成	üretir	生成	V;IPFV;IND;SG;3;POS;CAUS	V
basılmış	列	basıl	列	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V
potasyum	鉀	potasyum	鉀	N;NOM;SG;3	N
kentler	城市	kent	城市	N;NOM;PL;3	N
kendimi	自己	kendi	自己	PRO;ACC;SG;1;REFL	PRO
volkswagen	大眾	volkswagen	大眾	N;NOM;SG;3	N
maymun	猴	maymun	猴	N;NOM;SG;3	N
maymun	猴子	maymun	猴子	N;NOM;SG;3	N
maymun	猩猩	maymun	猩猩	N;NOM;SG;3	N
maymun	人猿	maymun	人猿	N;NOM;SG;3	N
maymun	猿	maymun	猿	N;NOM;SG;3	N
kabuğu	貝殼	kabuk	貝殼	N;NOM;SG;3	N
kabuğu	殼	kabuk	殼	N;NOM;SG;3	N
toplandı	收集	topla	收集	V;PFV;IND;SG;3;POS;PST;PASS	V
cesaret	敢	cesaret	敢		
endişe	關切	endiş	關切		
oyuncak	玩具	oyuncak	玩具	N;NOM;SG;3	N
oyuncak	玩具	oyuncak	玩具	N;NOM;SG;3	N
köfte	肉丸	köft	肉丸	N;NOM;SG;3	N
köfte	肉餅	köft	肉餅	N;NOM;SG;3	N
köfte	肉丸	köft	肉丸	N;NOM;SG;3	N
köfte	丸子	köft	丸子	N;NOM;SG;3	N
üstünlüğü	至高	üstünlük	至高	N;ACC;SG;3	N
elçisi	特使	elçi	特使	N;NOM;SG;3	N
ilhak	併	ilhak	併	N;NOM;SG;3	N
atın	石膏	at	石膏		
katsayısı	系數	katsayı	系數	N;NOM;SG;3	N
katsayısı	係數	katsayı	係數	N;NOM;SG;3	N
arabası	手	araba	手	N;NOM;SG;3	N
büyüklük	大小	büyüklük	大小	N;NOM;SG;3	N
büyüklük	體積	büyüklük	體積	N;NOM;SG;3	N
büyüklük	尺寸	büyüklük	尺寸	N;NOM;SG;3	N
yem	誘餌	ye	誘餌		
yem	誘餌	ye	誘餌		
kategorileri	類別	kategori	類別	N;ACC;PL;3	N
ormanlar	森林	orman	森林	N;NOM;PL;3	N
belediyeler	市	belediye	市	N;NOM;PL;3	N
belediyeler	市鎮	belediye	市鎮	N;NOM;PL;3	N
arkası	背後	arka	背後	N;NOM;SG;3	N
arkası	後面	arka	後面	N;NOM;SG;3	N
arkası	身後	arka	身後	N;NOM;SG;3	N
ayrılık	分手	ayrılık	分手	N;NOM;SG;3	N
aletleri	儀器	alet	儀器	N;ACC;PL;3	N
aletleri	樂器	alet	樂器	N;ACC;PL;3	N
aletleri	文書	alet	文書	N;ACC;PL;3	N
kabileler	部族	kabile	部族	N;NOM;PL;3	N
kabileler	部落	kabile	部落	N;NOM;PL;3	N
cümleler	片語	cümle	片語	N;NOM;PL;3	N
cümleler	句子	cümle	句子	N;NOM;PL;3	N
cümleler	刑期	cümle	刑期	N;NOM;PL;3	N
uçaklar	飛機	uçak	飛機	N;NOM;PL;3	N
odaları	客房	oda	客房	N;ACC;PL;3	N
odaları	房間	oda	房間	N;ACC;PL;3	N
bilgisayarlar	電子	bilgisayar	電子	N;NOM;PL;3	N
bilgisayarlar	電腦	bilgisayar	電腦	N;NOM;PL;3	N
sınırlar	極限	sınır	極限	N;NOM;PL;3	N
sınırlar	限額	sınır	限額	N;NOM;PL;3	N
sınırlar	邊界	sınır	邊界	N;NOM;PL;3	N
sınırlar	界	sınır	界	N;NOM;PL;3	N
sınırlar	界	sınır	界	N;NOM;PL;3	N
sınırlar	邊界	sınır	邊界	N;NOM;PL;3	N
sınırlar	邊框	sınır	邊框	N;NOM;PL;3	N
sınırlar	邊境	sınır	邊境	N;NOM;PL;3	N
yıldönümü	週年	yıldönüm	週年	N;ACC;SG;3	N
sınıflar	課室	sınıf	課室	N;NOM;PL;3	N
sınıflar	教室	sınıf	教室	N;NOM;PL;3	N
sınıflar	類別	sınıf	類別	N;NOM;PL;3	N
sınıflar	班級	sınıf	班級	N;NOM;PL;3	N
girişimleri	倡議	girişim	倡議	N;ACC;PL;3	N
buldum	找到	bul	找到	V;PFV;IND;SG;1;POS;PST	V
buldum	發現	bul	發現	V;PFV;IND;SG;1;POS;PST	V
dalgalar	波紋	dalga	波紋	N;NOM;PL;3	N
dalgalar	海浪	dalga	海浪	N;NOM;PL;3	N
dalgalar	波浪	dalga	波浪	N;NOM;PL;3	N
tohum	種子	tohum	種子	N;NOM;SG;3	N
tohum	種子	tohum	種子	N;NOM;SG;3	N
tohum	籽	tohum	籽	N;NOM;SG;3	N
mutluluk	幸福	mutluluk	幸福	N;NOM;SG;3	N
molekül	分子	molekül	分子	N;NOM;SG;3	N
molekül	分子	molekül	分子	N;NOM;SG;3	N
molekül	分子	molekül	分子	N;NOM;SG;3	N
madencilik	礦業	madencilik	礦業	N;NOM;SG;3	N
madencilik	採礦	madencilik	採礦	N;NOM;SG;3	N
madencilik	礦	madencilik	礦	N;NOM;SG;3	N
yayıldı	傳播	yay	傳播	V;PFV;IND;SG;3;POS;PST;PASS	V
yayıldı	散播	yay	散播	V;PFV;IND;SG;3;POS;PST;PASS	V
sakatlık	損傷	sakatlık	損傷	N;NOM;SG;3	N
sakatlık	殘疾	sakatlık	殘疾	N;NOM;SG;3	N
sakatlık	殘障	sakatlık	殘障	N;NOM;SG;3	N
sakatlık	傷	sakatlık	傷	N;NOM;SG;3	N
çekmiş	縮水	çek	縮水	V;PFV;NFH;IND;SG;3;POS;PST	V
yayılması	散播	yay	散播	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
yayılması	傳播	yay	傳播	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
fener	燈塔	fener	燈塔	N;NOM;SG;3	N
fener	燈籠	fener	燈籠	N;NOM;SG;3	N
dosyalar	文件	dosya	文件	N;NOM;PL;3	N
dosyalar	檔案	dosya	檔案	N;NOM;PL;3	N
patent	專利	patent	專利	N;NOM;SG;3	N
patent	專利	patent	專利	N;NOM;SG;3	N
patent	專利	patent	專利	N;NOM;SG;3	N
patent	專利	patent	專利	N;NOM;SG;3	N
mercimek	扁豆	mercimek	扁豆	N;NOM;SG;3	N
düzenle	編輯	düzen	編輯	N;INS;SG;3	N
telekomünikasyon	電訊	telekomünikasyon	電訊	N;NOM;SG;3	N
telekomünikasyon	電信	telekomünikasyon	電信	N;NOM;SG;3	N
telekomünikasyon	電訊	telekomünikasyon	電訊	N;NOM;SG;3	N
telekomünikasyon	電信	telekomünikasyon	電信	N;NOM;SG;3	N
telekomünikasyon	電訊	telekomünikasyon	電訊	N;NOM;SG;3	N
telekomünikasyon	電信	telekomünikasyon	電信	N;NOM;SG;3	N
bölünmüş	分割	böl	分割	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V
idrar	尿	idrar	尿	N;NOM;SG;3	N
idrar	尿	idrar	尿	N;NOM;SG;3	N
finaller	決賽	final	決賽	N;NOM;PL;3	N
maliyet	費用	maliyet	費用	N;NOM;SG;3	N
maliyet	成本	maliyet	成本	N;NOM;SG;3	N
maliyet	費用	maliyet	費用	N;NOM;SG;3	N
maliyet	成本	maliyet	成本	N;NOM;SG;3	N
paylaştı	共用	paylaş	共用	V;PFV;IND;SG;3;POS;PST	V
paylaştı	共享	paylaş	共享	V;PFV;IND;SG;3;POS;PST	V
paylaştı	分享	paylaş	分享	V;PFV;IND;SG;3;POS;PST	V
eleştirmeni	評論	eleştir	評論	V;PFV;ACC;IND;POS;PRS;V.MSDR	V
eleştirmeni	批評	eleştir	批評	V;PFV;ACC;IND;POS;PRS;V.MSDR	V
mektuplar	信	mektup	信	N;NOM;PL;3	N
mektuplar	字母	mektup	字母	N;NOM;PL;3	N
mektuplar	信件	mektup	信件	N;NOM;PL;3	N
motorlar	馬達	motor	馬達	N;NOM;PL;3	N
motorlar	引擎	motor	引擎	N;NOM;PL;3	N
ibp	ibp	ibp	ibp		
taşımak	攜	taşı	攜	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
taşımak	承載	taşı	承載	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
taşımak	攜	taşı	攜	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
telaffuz	讀音	telaffuz	讀音	N;NOM;SG;3	N
yazlık	山寨	yazlık	山寨	N;NOM;SG;3	N
yasalar	法律	yasa	法律	N;NOM;PL;3	N
dün	昨天	dün	昨天	N;NOM;SG;3	N
dün	昨日	dün	昨日	N;NOM;SG;3	N
memorial	紀念	memorial	紀念	N;NOM;SG;3	N
uzunlukta	長度	uzunluk	長度	N;ESS;SG;3	N
bağımsızlığı	獨立	bağımsızlık	獨立	N;ACC;SG;3	N
niçin	為何	niçin	為何		
zorluk	困難	zorluk	困難	N;NOM;SG;3	N
zorluk	難度	zorluk	難度	N;NOM;SG;3	N
zorluk	困難	zorluk	困難	N;NOM;SG;3	N
gömülü	埋	göm	埋		
simgeler	符號	simge	符號	N;NOM;PL;3	N
simgeler	聖像	simge	聖像	N;NOM;PL;3	N
düşünceler	想法	düşünce	想法	N;NOM;PL;3	N
düşünceler	思想	düşünce	思想	N;NOM;PL;3	N
saatler	小時	saat	小時	N;NOM;PL;3	N
saatler	鐘錶	saat	鐘錶	N;NOM;PL;3	N
saatler	時鐘	saat	時鐘	N;NOM;PL;3	N
saatler	手錶	saat	手錶	N;NOM;PL;3	N
birleştiren	結合	birleş	結合	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V
kabine	內閣	kabin	內閣	N;NOM;SG;3	N
gömüldü	埋葬	göm	埋葬	V;PFV;IND;SG;3;POS;PST;PASS	V
