この	這	この	這	DET	DET
開く	開啟	開く	開啟	V	V
開く	開放	開く	開放	V	V
開く	開局	開く	開局	V	V
開く	開幕	開く	開幕	V	V
電圧	電壓	電圧	電壓	N	N
和解	定居	和解	定居	V	V
和解	定居	和解	定居	V	V
喜劇	喜劇	喜劇	喜劇	N	N
光学	光學	光学	光學	N	N
光学	光學	光学	光學	N	N
ライター	作家	ライター	作家	N	N
ライター	作者	ライター	作者	N	N
ライター	編劇	ライター	編劇	N	N
ビジュアル	視覺	ビジュアル	視覺	N	N
歩行	步行	歩行	步行	N	N
歩行	步行	歩行	步行	N	N
割引	折扣	割引	折扣	N	N
割引	優惠	割引	優惠	N	N
割引	折扣	割引	折扣	N	N
変数	變數	変数	變數	N	N
変数	變數	変数	變數	N	N
カテゴリー	類別	カテゴリー	類別	N	N
カテゴリー	類別	カテゴリー	類別	N	N
フロンティア	邊疆	フロンティア	邊疆	N	N
フロンティア	前	フロンティア	前	N	N
フロンティア	邊境	フロンティア	邊境	N	N
純粋	純潔	純粋	純潔	ADJ	ADJ
役職	職位	役職	職位	N	N
役職	位置	役職	位置	N	N
役職	立場	役職	立場	N	N
役職	頭銜	役職	頭銜	N	N
役職	職銜	役職	職銜	N	N
役職	標題	役職	標題	N	N
支払	付款	支払	付款	V	V
支払	支付	支払	支付	V	V
薬物	藥品	薬物	藥品	N	N
薬物	藥物	薬物	藥物	N	N
薬物	毒品	薬物	毒品	N	N
薬物	藥物	薬物	藥物	N	N
誘拐	綁	誘拐	綁	V	V
侵略	入侵	侵略	入侵	V	V
化石	化石	化石	化石	N	N
化石	化石	化石	化石	N	N
渓谷	峽谷	渓谷	峽谷	N	N
推奨	推薦	推奨	推薦	V	V
天文台	天文	天文台	天文	N	N
北西部	西北	北西部	西北	N	N
エアロ	航空	エアロ	航空	N	N
ドット	點	ドット	點	N	N
ドット	點	ドット	點	N	N
果実	果實	果実	果實	N	N
果実	水果	果実	水果	N	N
果実	果	果実	果	N	N
果実	果實	果実	果實	N	N
果実	水果	果実	水果	N	N
魅力	魅力	魅力	魅力	N	N
広がる	散播	広がる	散播	V	V
広がる	傳播	広がる	傳播	V	V
住宅地	住宅	住宅地	住宅	N	N
住宅地	寄宿	住宅地	寄宿	N	N
昼間	正午	昼間	正午	N	N
昼間	中午	昼間	中午	N	N
昼間	日間	昼間	日間	N	N
大気	氣氛	大気	氣氛	N	N
大気	大氣	大気	大氣	N	N
大気	大氣	大気	大氣	N	N
大気	氛圍	大気	氛圍	N	N
解任	開除	解任	開除	V	V
解任	解雇	解任	解雇	V	V
解任	免職	解任	免職	V	V
解任	解聘	解任	解聘	V	V
解任	解職	解任	解職	V	V
エンターテインメント	娛樂	エンターテインメント	娛樂	N	N
傑作	傑作	傑作	傑作	N	N
傑作	傑作	傑作	傑作	N	N
返還	歸還	返還	歸還	V	V
起動	發射	起動	發射	V	V
ボルト	螺栓	ボルト	螺栓	N	N
カーブ	曲線	カーブ	曲線	N	N
カーブ	曲線	カーブ	曲線	N	N
荷物	行李	荷物	行李	N	N
荷物	包袱	荷物	包袱	N	N
荷物	行李	荷物	行李	N	N
荷物	行李	荷物	行李	N	N
アイデア	想法	アイデア	想法	N	N
弾薬	彈藥	弾薬	彈藥	N	N
グレー	灰色	グレー	灰色	N	N
グレー	灰	グレー	灰	N	N
グレー	灰色	グレー	灰色	N	N
グレー	灰	グレー	灰	N	N
角度	角度	角度	角度	N	N
角度	角	角度	角	N	N
エレベーター	電梯	エレベーター	電梯	N	N
エレベーター	電梯	エレベーター	電梯	N	N
召喚	召喚	召喚	召喚	V	V
召喚	傳喚	召喚	傳喚	V	V
拘束	裝訂	拘束	裝訂	V	V
マウント	山	マウント	山	N	N
ダート	泥土	ダート	泥土	N	N
ダート	污垢	ダート	污垢	N	N
ダート	土	ダート	土	N	N
動物園	動物	動物園	動物	N	N
動物園	動物	動物園	動物	N	N
訂正	改正	訂正	改正	V	V
訂正	糾正	訂正	糾正	V	V
ソックス	襪	ソックス	襪	N	N
ソックス	襪子	ソックス	襪子	N	N
幽霊	鬼	幽霊	鬼	N	N
幽霊	鬼	幽霊	鬼	N	N
幽霊	幽靈	幽霊	幽靈	N	N
再婚	再婚	再婚	再婚	V	V
友情	友情	友情	友情	N	N
友情	友情	友情	友情	N	N
友情	友誼	友情	友誼	N	N
機材	裝備	機材	裝備	N	N
パロディ	嘲諷	パロディ	嘲諷	N	N
反射	思考	反射	思考	N	N
反射	思考	反射	思考	N	N
小売	零售	小売	零售	N	N
後	後來	後	後來	N	N
後	稍後	後	稍後	N	N
後	以後	後	以後	N	N
死体	屍	死体	屍	N	N
刺激	刺激	刺激	刺激	V	V
アルファベット	字母	アルファベット	字母	N	N
フォーマット	格式	フォーマット	格式	N	N
フォーマット	格式	フォーマット	格式	N	N
フォーマット	格式	フォーマット	格式	N	N
フォーマット	格式	フォーマット	格式	N	N
フォーマット	形式	フォーマット	形式	N	N
フォーマット	格式	フォーマット	格式	N	N
ケア	護理	ケア	護理	N	N
ケア	關心	ケア	關心	N	N
アース	大地	アース	大地	N	N
バルブ	閥	バルブ	閥	N	N
バルブ	閥門	バルブ	閥門	N	N
バルブ	閥	バルブ	閥	N	N
バルブ	閥門	バルブ	閥門	N	N
鉱物	礦	鉱物	礦	N	N
鉱物	礦物	鉱物	礦物	N	N
鉱物	礦	鉱物	礦	N	N
鉱物	礦	鉱物	礦	N	N
鉱物	礦物	鉱物	礦物	N	N
鉱物	礦	鉱物	礦	N	N
幸福	幸福	幸福	幸福	N	N
振動	振動	振動	振動	N	N
振動	振蕩	振動	振蕩	N	N
振動	振動	振動	振動	N	N
ピーク	峰峰	ピーク	峰峰	N	N
ピーク	山頂	ピーク	山頂	N	N
山地	山	山地	山	N	N
山地	山脈	山地	山脈	N	N
山地	山區	山地	山區	N	N
山地	山地	山地	山地	N	N
症候	症候	症候	症候	N	N
汚染	污染	汚染	污染	N	N
汚染	污染	汚染	污染	N	N
メニュー	選單	メニュー	選單	N	N
メニュー	選單	メニュー	選單	N	N
細菌	細菌	細菌	細菌	N	N
中尉	中尉	中尉	中尉	N	N
民主主義	民主	民主主義	民主	N	N
水路	水道	水路	水道	N	N
水路	水路	水路	水路	N	N
水路	水道	水路	水道	N	N
水路	水路	水路	水路	N	N
キュー	佇列	キュー	佇列	N	N
元素	元素	元素	元素	N	N
元素	要件	元素	要件	N	N
元素	元素	元素	元素	N	N
元素	元件	元素	元件	N	N
元素	要件	元素	要件	N	N
薔薇	玫瑰	薔薇	玫瑰	N	N
薔薇	玫瑰	薔薇	玫瑰	N	N
薔薇	玫瑰	薔薇	玫瑰	N	N
カート	手	カート	手	N	N
技法	技術	技法	技術	N	N
技法	技巧	技法	技巧	N	N
王女	王妃	王女	王妃	N	N
王女	公主	王女	公主	N	N
狭い	狹窄	狭い	狹窄	ADJ	ADJ
母音	母音	母音	母音	N	N
シンボル	符號	シンボル	符號	N	N
シンボル	符號	シンボル	符號	N	N
情熱	熱情	情熱	熱情	N	N
情熱	激情	情熱	激情	N	N
太鼓	鼓	太鼓	鼓	N	N
太鼓	鼓聲	太鼓	鼓聲	N	N
太鼓	鼓	太鼓	鼓	N	N
左側	左側	左側	左側	N	N
左側	左	左側	左	N	N
左側	左翼	左側	左翼	N	N
左側	左邊	左側	左邊	N	N
所得	收入	所得	收入	N	N
集める	收集	集める	收集	V	V
カタログ	編目	カタログ	編目	N	N
保全	養護	保全	養護	N	N
保全	保育	保全	保育	N	N
保全	保全	保全	保全	N	N
卒業生	校友	卒業生	校友	N	N
有権	選民	有権	選民	N	N
有権	選民	有権	選民	N	N
焼き	燒錄	焼く	燒錄	V	V
焼き	燃燒	焼く	燃燒	V	V
焼き	燒死	焼く	燒死	V	V
獅子	獅	獅子	獅	N	N
獅子	獅子	獅子	獅子	N	N
旅館	客棧	旅館	客棧	N	N
退学	驅逐	退学	驅逐	V	V
退学	驅逐	退学	驅逐	V	V
サイエンス	科學	サイエンス	科學	N	N
アパート	公寓	アパート	公寓	N	N
アパート	公寓	アパート	公寓	N	N
真理	真理	真理	真理	N	N
真理	真理	真理	真理	N	N
真理	事實	真理	事實	N	N
真理	真相	真理	真相	N	N
オートバイ	摩托	オートバイ	摩托	N	N
オートバイ	摩托	オートバイ	摩托	N	N
オートバイ	摩托	オートバイ	摩托	N	N
オートバイ	機車	オートバイ	機車	N	N
オートバイ	摩托	オートバイ	摩托	N	N
マツ	松樹	マツ	松樹	N	N
明示	明示	明示	明示	V	V
加速	加	加速	加	V	V
加速	加速	加速	加速	V	V
電池	電池	電池	電池	N	N
電池	電量	電池	電量	N	N
電池	電池	電池	電池	N	N
まも	很快	まも	很快	ADV	ADV
深刻	嚴重	深刻	嚴重	ADJ	ADJ
深刻	嚴肅	深刻	嚴肅	ADJ	ADJ
クリエイティブ	創意	クリエイティブ	創意	N	N
交付	發放	交付	發放	V	V
交付	簽發	交付	簽發	V	V
交付	發行	交付	發行	V	V
交付	核發	交付	核發	V	V
法廷	法庭	法廷	法庭	N	N
法廷	法院	法廷	法院	N	N
撤回	撤消	撤回	撤消	V	V
撤回	撤銷	撤回	撤銷	V	V
スケール	比例尺	スケール	比例尺	N	N
スケール	規模	スケール	規模	N	N
スケール	天平	スケール	天平	N	N
スケール	尺度	スケール	尺度	N	N
スケール	秤	スケール	秤	N	N
天井	天花	天井	天花	N	N
天井	上限	天井	上限	N	N
天井	天花	天井	天花	N	N
人格	人格	人格	人格	N	N
人格	性格	人格	性格	N	N
人格	個性	人格	個性	N	N
系譜	血統	系譜	血統	N	N
系譜	家譜	系譜	家譜	N	N
宇宙船	太空	宇宙船	太空	N	N
債務	義務	債務	義務	N	N
債務	義務	債務	義務	N	N
債務	債務	債務	債務	N	N
教区	教區	教区	教區	N	N
教区	教區	教区	教區	N	N
マーケティング	行銷	マーケティング	行銷	N	N
赤色	紅	赤色	紅	N	N
赤色	紅色	赤色	紅色	N	N
伝記	傳記	伝記	傳記	N	N
伝記	傳記	伝記	傳記	N	N
伝記	自傳	伝記	自傳	N	N
町長	市長	町長	市長	N	N
町長	鎮長	町長	鎮長	N	N
エレクトリック	電氣	エレクトリック	電氣	N	N
エレクトリック	電	エレクトリック	電	N	N
エレクトリック	電動	エレクトリック	電動	N	N
頂点	頂點	頂点	頂點	N	N
エンジニア	工程	エンジニア	工程	N	N
ジャーナル	日誌	ジャーナル	日誌	N	N
ジャーナル	日刊	ジャーナル	日刊	N	N
ジャーナル	日記	ジャーナル	日記	N	N
ジャーナル	期刊	ジャーナル	期刊	N	N
チャージ	電荷	チャージ	電荷	N	N
チャージ	收費	チャージ	收費	N	N
チャージ	收費	チャージ	收費	N	N
ランダム	隨機	ランダム	隨機	ADJ	ADJ
ピース	和平	ピース	和平	N	N
儀式	儀式	儀式	儀式	N	N
儀式	儀式	儀式	儀式	N	N
プレーヤー	球員	プレーヤー	球員	N	N
プレーヤー	玩家	プレーヤー	玩家	N	N
ポスター	海報	ポスター	海報	N	N
ポスター	海報	ポスター	海報	N	N
ロマンス	浪漫	ロマンス	浪漫	N	N
排出	排放	排出	排放	V	V
排出	排放	排出	排放	V	V
ロープ	繩	ロープ	繩	N	N
ロープ	繩子	ロープ	繩子	N	N
ロープ	繩索	ロープ	繩索	N	N
鳥類	鳥類	鳥類	鳥類	N	N
鳥類	鳥	鳥類	鳥	N	N
鳥類	鳥兒	鳥類	鳥兒	N	N
鳥類	鳥	鳥類	鳥	N	N
外交官	外交	外交官	外交	N	N
外交官	外交	外交官	外交	N	N
カントリー	國家	カントリー	國家	N	N
ホット	燙	ホット	燙	N	N
オーディオ	音訊	オーディオ	音訊	N	N
ヘア	頭髮	ヘア	頭髮	N	N
ヘア	髮型	ヘア	髮型	N	N
ヘア	發	ヘア	發	N	N
陰謀	陰謀	陰謀	陰謀	N	N
生年月	生日	生年月	生日	N	N
発信	卸任	発信	卸任	V	V
発信	離任	発信	離任	V	V
営利	盈利	営利	盈利	N	N
営利	營利	営利	營利	N	N
飛ぶ	飛行	飛ぶ	飛行	V	V
国名	國家	国名	國家	N	N
エッセイ	作文	エッセイ	作文	N	N
エッセイ	論文	エッセイ	論文	N	N
エッセイ	作文	エッセイ	作文	N	N
神殿	神廟	神殿	神廟	N	N
神殿	寺	神殿	寺	N	N
神殿	寺廟	神殿	寺廟	N	N
神殿	廟	神殿	廟	N	N
神殿	聖殿	神殿	聖殿	N	N
マニュアル	手冊	マニュアル	手冊	N	N
マニュアル	手冊	マニュアル	手冊	N	N
シフト	輪班	シフト	輪班	N	N
シフト	輪班	シフト	輪班	N	N
性別	性別	性別	性別	N	N
性別	性別	性別	性別	N	N
性別	性	性別	性	N	N
性別	性	性別	性	N	N
性別	性	性別	性	N	N
露出	曝光	露出	曝光	V	V
露出	曝光	露出	曝光	V	V
露出	曝露	露出	曝露	V	V
ポルノ	色情	ポルノ	色情	N	N
ポルノ	色情	ポルノ	色情	N	N
ポルノ	色情	ポルノ	色情	N	N
顧客	客戶	顧客	客戶	N	N
顧客	顧客	顧客	顧客	N	N
挿絵	插圖	挿絵	插圖	N	N
スラム	貧民	スラム	貧民	N	N
スラム	貧民	スラム	貧民	N	N
スラム	灌籃	スラム	灌籃	N	N
スラム	貧民	スラム	貧民	N	N
流出	外流	流出	外流	V	V
流出	流出	流出	流出	V	V
シミュレーション	模擬	シミュレーション	模擬	N	N
シミュレーション	模擬	シミュレーション	模擬	N	N
いっぱい	飽	いっぱい	飽	N	N
いっぱい	完整	いっぱい	完整	N	N
空手	空手	空手	空手	N	N
権威	權威	権威	權威	N	N
サロン	沙龍	サロン	沙龍	N	N
小隊	排	小隊	排	N	N
報酬	補償	報酬	補償	N	N
報酬	賠償	報酬	賠償	N	N
報酬	獎勵	報酬	獎勵	N	N
報酬	獎賞	報酬	獎賞	N	N
報酬	賞金	報酬	賞金	N	N
報酬	賞	報酬	賞	N	N
報酬	報酬	報酬	報酬	N	N
整数	整數	整数	整數	N	N
フォワード	向前	フォワード	向前	N	N
骨折	斷裂	骨折	斷裂	V	V
ゴースト	鬼	ゴースト	鬼	N	N
ゴースト	鬼	ゴースト	鬼	N	N
ゴースト	幽靈	ゴースト	幽靈	N	N
支払い	給付	支払う	給付	V	V
支払い	付費	支払う	付費	V	V
支払い	付款	支払う	付款	V	V
支払い	支付	支払う	支付	V	V
支払い	付款	支払う	付款	V	V
支払い	支付	支払う	支付	V	V
支払い	付款	支払う	付款	V	V
支払い	支付	支払う	支付	V	V
フラワー	花	フラワー	花	N	N
フラワー	花兒	フラワー	花兒	N	N
フラワー	花朵	フラワー	花朵	N	N
賭け	投注	賭ける	投注	V	V
賭け	打賭	賭ける	打賭	V	V
モジュール	單元	モジュール	單元	N	N
モジュール	單元	モジュール	單元	N	N
モジュール	模組	モジュール	模組	N	N
眼鏡	眼鏡	眼鏡	眼鏡	N	N
ホスト	主機	ホスト	主機	N	N
ホスト	主機	ホスト	主機	N	N
地上	陸地	地上	陸地	N	N
タービン	渦輪	タービン	渦輪	N	N
タービン	輪機	タービン	輪機	N	N
タービン	渦輪	タービン	渦輪	N	N
礼拝	禱告	礼拝	禱告	N	N
グローブ	全球	グローブ	全球	N	N
グローブ	手套	グローブ	手套	N	N
デスク	書	デスク	書	N	N
学歴	教育	学歴	教育	N	N
学歴	學歷	学歴	學歷	N	N
電報	電報	電報	電報	N	N
電報	電報	電報	電報	N	N
内陸	內地	内陸	內地	N	N
内陸	內陸	内陸	內陸	N	N
アシスト	助攻	アシスト	助攻	N	N
識別	識別	識別	識別	V	V
幼児	嬰兒	幼児	嬰兒	N	N
生地	麵團	生地	麵團	N	N
生地	面糊	生地	面糊	N	N
生地	布料	生地	布料	N	N
生地	織物	生地	織物	N	N
生地	布料	生地	布料	N	N
生地	纖維	生地	纖維	N	N
生地	織物	生地	織物	N	N
書類	論文	書類	論文	N	N
デイリー	每日	デイリー	每日	N	N
旗艦	旗艦	旗艦	旗艦	N	N
ライフル	步槍	ライフル	步槍	N	N
辞退	拒絕	辞退	拒絕	V	V
辞退	減少	辞退	減少	V	V
辞退	下降	辞退	下降	V	V
辞退	衰落	辞退	衰落	V	V
パーセント	百分	パーセント	百分	N	N
パーセント	百分	パーセント	百分	N	N
パーセント	百分	パーセント	百分	N	N
職務	職責	職務	職責	N	N
放射線	輻射	放射線	輻射	N	N
ラフ	粗糙	ラフ	粗糙	N	N
救済	補救	救済	補救	V	V
救済	得救	救済	得救	V	V
救済	拯救	救済	拯救	V	V
救済	救贖	救済	救贖	V	V
デラックス	豪華	デラックス	豪華	N	N
評判	名譽	評判	名譽	N	N
評判	聲譽	評判	聲譽	N	N
評判	名聲	評判	名聲	N	N
評判	信譽	評判	信譽	N	N
評判	聲望	評判	聲望	N	N
フルート	笛	フルート	笛	N	N
フルート	笛子	フルート	笛子	N	N
配下	下屬	配下	下屬	N	N
カウント	數	カウント	數	N	N
カウント	伯爵	カウント	伯爵	N	N
カウント	數數	カウント	數數	N	N
カウント	計數	カウント	計數	N	N
カウント	數	カウント	數	N	N
カウント	計數	カウント	計數	N	N
割り当て	撥款	割り当てる	撥款	V	V
割り当て	分配	割り当てる	分配	V	V
割り当て	委派	割り当てる	委派	V	V
割り当て	指派	割り当てる	指派	V	V
割り当て	轉讓	割り当てる	轉讓	V	V
割り当て	指派	割り当てる	指派	V	V
割り当て	指派	割り当てる	指派	V	V
割り当て	轉讓	割り当てる	轉讓	V	V
バブル	泡泡	バブル	泡泡	N	N
バブル	泡	バブル	泡	N	N
バブル	泡沫	バブル	泡沫	N	N
バブル	氣泡	バブル	氣泡	N	N
埋葬	喪葬	埋葬	喪葬	V	V
埋葬	葬	埋葬	葬	V	V
埋葬	埋葬	埋葬	埋葬	V	V
埋葬	埋葬	埋葬	埋葬	V	V
トレイン	火車	トレイン	火車	N	N
トレイン	列車	トレイン	列車	N	N
本質	實質	本質	實質	N	N
本質	本質	本質	本質	N	N
大都市	都市	大都市	都市	N	N
芸術家	藝術	芸術家	藝術	N	N
芸術家	藝人	芸術家	藝人	N	N
芸術家	藝術	芸術家	藝術	N	N
芸術家	藝人	芸術家	藝人	N	N
セレクション	甄選	セレクション	甄選	N	N
ボランティア	義工	ボランティア	義工	N	N
熱帯	熱帶	熱帯	熱帶	N	N
熱帯	熱帶	熱帯	熱帶	N	N
半径	半徑	半径	半徑	N	N
元帥	元帥	元帥	元帥	N	N
コック	廚師	コック	廚師	N	N
コック	公雞	コック	公雞	N	N
損失	虧損	損失	虧損	N	N
損失	損失	損失	損失	N	N
損失	虧損	損失	虧損	N	N
損失	損失	損失	損失	N	N
ストック	股票	ストック	股票	N	N
ストック	存貨	ストック	存貨	N	N
ストック	庫存	ストック	庫存	N	N
貧困	貧窮	貧困	貧窮	N	N
貧困	貧困	貧困	貧困	N	N
力学	力學	力学	力學	N	N
解雇	終止	解雇	終止	V	V
解雇	開除	解雇	開除	V	V
解雇	解雇	解雇	解雇	V	V
解雇	免職	解雇	免職	V	V
解雇	解聘	解雇	解聘	V	V
解雇	解職	解雇	解職	V	V
廃棄	處置	廃棄	處置	V	V
廃棄	遺棄	廃棄	遺棄	V	V
廃棄	廢棄	廃棄	廢棄	V	V
楕円	橢	楕円	橢	N	N
楕円	橢	楕円	橢	N	N
ソリ	雪橇	ソリ	雪橇	N	N
遺伝	遺傳	遺伝	遺傳	N	N
飲料	飲料	飲料	飲料	N	N
野生	狂	野生	狂	N	N
野生	野性	野生	野性	N	N
野生	野生	野生	野生	N	N
公衆	公眾	公衆	公眾	N	N
染色	印染	染色	印染	N	N
農場	農場	農場	農場	N	N
強度	力氣	強度	力氣	N	N
強度	強度	強度	強度	N	N
強度	實力	強度	實力	N	N
強度	力量	強度	力量	N	N
強度	體力	強度	體力	N	N
勇気	勇氣	勇気	勇氣	N	N
勇気	英勇	勇気	英勇	N	N
債権	債權	債権	債權	N	N
債権	債權	債権	債權	N	N
祖母	祖母	祖母	祖母	N	N
イエロー	黃色	イエロー	黃色	N	N
フロア	下限	フロア	下限	N	N
フロア	地板	フロア	地板	N	N
位相	階段	位相	階段	N	N
受付	驗收	受付	驗收	V	V
受付	接受	受付	接受	V	V
受付	接待	受付	接待	V	V
受付	接收	受付	接收	V	V
受付	招待	受付	招待	V	V
クラフト	工藝	クラフト	工藝	N	N
クラフト	手藝	クラフト	手藝	N	N
思考	思維	思考	思維	N	N
思考	思考	思考	思考	N	N
思考	思想	思考	思想	N	N
