jako	जैसे	jako	जैसे	CONJ	CONJ
kamera	कैमरा	kamera	कैमरा	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kolega	सहकर्मी	kolega	सहकर्मी	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
velení	कमांड	velení	कमांड	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
modré	नीला	modrý	नीला	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
natáčení	फिल्मांकन	natáčení	फिल्मांकन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
úprava	संपादन	úprava	संपादन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
úprava	परिवर्धन	úprava	परिवर्धन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
úprava	सम्पादन	úprava	सम्पादन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
úprava	संपादन	úprava	संपादन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
úprava	समायोजन	úprava	समायोजन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
test	परीक्षा	test	परीक्षा	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
test	जांच	test	जांच	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
test	जाँच	test	जाँच	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
test	परीक्षण	test	परीक्षण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
pokusy	कोशिशें	pokus	कोशिश	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
kmen	जनजाति	kmen	जनजाति	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
praxe	इंटर्नशिप	praxe	इंटर्नशिप	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
praxe	प्रथा	praxe	प्रथा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
praxe	अभ्यास	praxe	अभ्यास	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kritik	आलोचक	kritik	आलोचक	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zajímavé	दिलचस्प	zajímavý	दिलचस्प	ADJ;NOM;NEUT;SG;POS	ADJ
viděl	देखा	vidět	देख	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
viděl	देखी	vidět	देख	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;FEM;SG;V.PTCP;ACT
viděl	देखा	vidět	देख	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
viděl	देखी	vidět	देख	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;FEM;SG;V.PTCP;ACT
edice	संस्करण	edice	संस्करण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
edice	संस्करण	edice	संस्करण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
chemie	रसायन	chemie	रसायन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
nezávislé	स्वतंत्र	závislý	स्वतंत्र	ADJ;NOM;NEUT;SG;NEG	ADJ;NOM
pobřežní	तटीय	pobřežní	तटीय	ADJ;NOM;MASC;SG;POS	ADJ;NOM
tajemství	रहस्य	tajemství	रहस्य	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
tajemství	गोपनीय	tajemství	गोपनीय	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
tajemství	भेद	tajemství	भेद	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
tajemství	रहस्य	tajemství	रहस्य	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
port	पोर्ट	port	पोर्ट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
port	बंदरगाह	port	बंदरगाह	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
stříbro	चाँदी	stříbro	चाँदी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
stříbro	चांदी	stříbro	चांदी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
ztratil	खोई	ztratit	खो	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;FEM;SG;V.PTCP;ACT
ztratil	खोया	ztratit	खो	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
chyby	गलतियां	chyba	गलती	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
chyby	गलतियाँ	chyba	गलती	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
chyby	गलतियाँ	chyba	गलती	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
chyby	त्रुटियां	chyba	त्रुटी	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
chyby	त्रुटियाँ	chyba	त्रुटी	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
rozsah	पैमाना	rozsah	पैमाना	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rozsah	मापक	rozsah	मापक	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rozsah	स्केल	rozsah	स्केल	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rozsah	सीमा	rozsah	सीमा	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
rozsah	दायरा	rozsah	दायरा	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rozsah	स्कोप	rozsah	स्कोप	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rozsah	गुंजाइश	rozsah	गुंजाइश	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
rozsah	कार्यक्षेत्र	rozsah	कार्यक्षेत्र	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rozsah	पैमाना	rozsah	पैमाना	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rozdělena	विभक्त	rozdělený	विभक्त	ADJ;POS;V.PTCP;PASS	ADJ
rozdělena	विभाजित	rozdělený	विभाजित	ADJ;POS;V.PTCP;PASS	ADJ
zlepšení	सुधार	zlepšení	सुधार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
zlepšení	सुधार	zlepšení	सुधार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
radio	रेडियो	rádio	रेडियो	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
formát	प्रारूप	formát	प्रारूप	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
formát	फ़ॉर्मेट	formát	फ़ॉर्मेट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
formát	फॉर्मेट	formát	फॉर्मेट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
formát	स्वरूप	formát	स्वरूप	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
veřejná	सार्वजनिक	veřejný	सार्वजनिक	ADJ;NOM;FEM;SG;POS	ADJ
plné	पूरा	plný	पूरा	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
úvodní	प्रारंभिक	úvodní	प्रारंभिक	ADJ;NOM;MASC;SG;POS	ADJ;NOM
vědomí	चेतना	vědomí	चेत	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
poznání	ज्ञान	poznání	ज्ञान	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
jednota	एकता	jednota	एकता	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
negativní	नकारात्मक	negativní	नकारात्मक	ADJ;NOM;MASC;SG;POS	ADJ
rovnice	समीकरण	rovnice	समीकरण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
auto	कार	auto	कार	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
auto	गाड़ी	auto	गाड़ी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
auto	गाडी	auto	गाडी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
auto	ऑटो	auto	ऑटो	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
restaurace	रेस्टोरेंट	restaurace	रेस्टोरेंट	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
restaurace	रेस्तरां	restaurace	रेस्तरां	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
restaurace	रेस्टोरेंट	restaurace	रेस्टोरेंट	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
restaurace	रेस्तरां	restaurace	रेस्तरां	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
zanikla	बीतने	zaniknout	बीत	V;PFV;POS;PST;V.PTCP;ACT	V;NFIN;ACT
užití	प्रयोग	užití	प्रयोग	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
užití	उपयोग	užití	उपयोग	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
užití	उपयोग	užití	उपयोग	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
statek	खेत	statek	खेत	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
statek	फ़ार्म	statek	फाार्म	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
statek	फार्म	statek	फार्म	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vládce	मापक	vládce	मापक	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vládce	शासक	vládce	शासक	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
krok	चरण	krok	चरण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
krok	स्टेप	krok	स्टेप	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
vysvětlení	व्याख्या	vysvětlení	व्याख्या	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
vysvětlení	स्पष्टीकरण	vysvětlení	स्पष्टीकरण	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
vysvětlení	स्पष्टीकरण	vysvětlení	स्पष्टीकरण	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
příkaz	वारंट	příkaz	वारंट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
příkaz	कमांड	příkaz	कमांड	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
chráněné	संरक्षित	chráněný	संरक्षित	ADJ;NOM;NEUT;SG;POS	ADJ;NOM
chráněné	सुरक्षित	chráněný	सुरक्षित	ADJ;NOM;NEUT;SG;POS	ADJ
teologie	धर्मशास्त्र	teologie	धर्मशास्त्र	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
zajištění	पुनर्बीमा	zajištění	पुनर्बीमा	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
pozitivní	सकारात्मक	pozitivní	सकारात्मक	ADJ;INAN;NOM;MASC;SG;POS	ADJ
koncepce	अवधारणा	koncepce	अवधारणा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
koncepce	धारणा	koncepce	धारणा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
bezpečnost	मिलावट	bezpečnost	मिलावट	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
bezpečnost	सुरक्षा	bezpečnost	सुरक्षा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
bezpečnost	सुरक्षा	bezpečnost	सुरक्षा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
přístav	पोर्ट	přístav	पोर्ट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přístav	बंदरगाह	přístav	बंदरगाह	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
lokalita	साइट	lokalita	साइट	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
lokalita	साईट	lokalita	साईट	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
lokalita	लोकेशन	lokalita	लोकेशन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
lokalita	अवस्थिति	lokalita	अवस्थिति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
lokalita	स्थान	lokalita	स्थान	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kandidát	प्रत्याशी	kandidát	प्रत्याशी	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
mnohdy	अक्सर	mnohdy	अक्सर	ADV	ADV
mnohdy	प्रायः	mnohdy	प्रायः	ADV	ADV
umělec	कलाकार	umělec	कलाकार	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zvlášť	विशेषकर	zvlášť	विशेषकर	ADV	ADV
soubory	फ़ाइलें	soubor	फााइल	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
soubory	फाइलें	soubor	फाइल	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
nařízení	अध्यादेश	nařízení	अध्यादेश	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
nařízení	नियमन	nařízení	नियमन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
nařízení	विनियम	nařízení	विनियम	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
nařízení	विनियमन	nařízení	विनियमन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
důraz	जोर	důraz	जोर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
uživatelé	प्रयोगकर्ता	uživatel	प्रयोगकर्ता	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
uživatelé	उपयोगकर्ता	uživatel	उपयोगकर्ता	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
mince	सिक्के	mince	सिक्का	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
vlny	लहरें	vlna	लहर	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
prohlášení	वक्तव्य	prohlášení	वक्तव्य	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prohlášení	स्टेटमेंट	prohlášení	स्टेटमेंट	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prohlášení	कथन	prohlášení	कथन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prohlášení	बयान	prohlášení	बयान	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prohlášení	डिक्लेरेशन	prohlášení	डिक्लेरेशन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prohlášení	घोषणा	prohlášení	घोषणा	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
rozdíly	भिन्नताएं	rozdíl	भिन्नता	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
rozdíly	मतभेद	rozdíl	मतभेद	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
provést	चलाएँ	provést	चला	V;POS;NFIN	V;SBJV;PL;FIN;ACT
vytvořen	निर्मित	vytvořený	निर्मित	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ
zvyšuje	उठाता	zvyšovat	उठा	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
prodej	बिक्री	prodej	बिक्री	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
prodej	विक्रय	prodej	विक्रय	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
prodej	बिक्री	prodej	बिक्री	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
otevřel	खोला	otevřít	खोल	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
otevřel	खोली	otevřít	खोल	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;FEM;SG;V.PTCP;ACT
poloha	पद	poloha	पद	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
poloha	स्थिति	poloha	स्थिति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
poloha	लोकेशन	poloha	लोकेशन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
poloha	अवस्थिति	poloha	अवस्थिति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
poloha	स्थान	poloha	स्थान	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
porušení	उल्लंघन	porušení	उल्लंघन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
porušení	उल्लंघन	porušení	उल्लंघन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
důkazy	साक्ष्य	důkaz	साक्ष्य	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
určení	नामांकन	určení	नामांकन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
kůže	चमड़ा	kůže	चमड़ा	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kůže	चमड़े	kůže	चमड़ा	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kůže	चमड़ी	kůže	चमड़ी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
kůže	त्वचा	kůže	त्वचा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
kůže	स्किन	kůže	स्किन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kritika	आलोचना	kritika	आलोचना	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
kritika	आलोचक	kritika	आलोचक	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
střely	मिसाइलें	střela	मिसाइल	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
věta	प्रमेय	věta	प्रमेय	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
věta	वाक्य	věta	वाक्य	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
poznámky	टिप्पणियां	poznámka	टिप्पणी	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
poznámky	टिप्पणियाँ	poznámka	टिप्पणी	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
lékařství	दवा	lékařství	दवा	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
lékařství	औषधि	lékařství	औषधि	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
lékařství	आयुर्विज्ञान	lékařství	आयुर्विज्ञान	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
kameny	चट्टानें	kámen	चट्टान	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
doktor	डाक्टर	doktor	डाक्टर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
doktor	डॉक्टर	doktor	डॉक्टर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
ferrari	फेरारी	ferrare	फेरारी	N;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přítel	मित्र	přítel	मित्र	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přítel	दोस्त	přítel	दोस्त	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přítel	प्रेमी	přítel	प्रेमी	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přítel	बॉयफ्रेंड	přítel	बॉयफ्रेंड	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
filozof	दार्शनिक	filozof	दार्शनिक	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
úsilí	प्रयत्न	úsilí	प्रयत्न	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
úsilí	प्रयास	úsilí	प्रयास	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
úsilí	प्रयत्न	úsilí	प्रयत्न	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
rakety	मिसाइलें	raketa	मिसाइल	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
licence	लाइसेंस	licence	लाइसेंस	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
licence	लाइसेंसिंग	licence	लाइसेंसिंग	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
licence	लाइसेंस	licence	लाइसेंस	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
licence	लाइसेंस	licence	लाइसेंस	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
recenze	समीक्षा	recenze	समीक्षा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
recenze	समीक्षा	recenze	समीक्षा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
recenze	पुनर्विलोकन	recenze	पुनर्विलोकन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
komentář	टिप्पणी	komentář	टिप्पणी	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
komentář	टिप्पणी	komentář	टिप्पणी	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
diskuze	परिचर्चा	diskuse	परिचर्चा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
diskuze	चर्चा	diskuse	चर्चा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
lokality	स्थितियाँ	lokalita	स्थिति	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
lokality	साइटें	lokalita	साइट	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
lokality	साइट्स	lokalita	साइट	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
rychlé	तेज	rychlý	तेज	ADJ;NOM;NEUT;SG;POS	ADJ
kyselina	अम्ल	kyselina	अम्ल	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kyselina	एसिड	kyselina	एसिड	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
počítač	संगणक	počítač	संगणक	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
počítač	कम्प्यूटर	počítač	कम्प्यूटर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
počítač	कंप्यूटर	počítač	कंप्यूटर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
budoucnosti	भविष्य	budoucnost	भविष्य	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
lístky	टिकटें	lístek	टिकट	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
autobusy	बसें	autobus	बस	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
letadlo	विमान	letadlo	विमान	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
letadlo	वायुयान	letadlo	वायुयान	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
letadlo	समतल	letadlo	समतल	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
letadlo	प्लेन	letadlo	प्लेन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
letadlo	विमान	letadlo	विमान	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
letadlo	वायुयान	letadlo	वायुयान	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
death	निधन	death	निधन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
death	मृत्यु	death	मृत्यु	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
death	मौत	death	मौत	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
nastavení	सेटअप	nastavení	सेटअप	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
nastavení	सेटिंग	nastavení	सेटिंग	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
nastavení	सेटिंग	nastavení	सेटिंग	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
nastavení	विन्यास	nastavení	विन्यास	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
správné	सही	správný	सही	ADJ;NOM;NEUT;SG;POS	ADJ
hlasy	आवाज़ें	hlas	आवाज़	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
enterprise	उद्यम	enterpris	उद्यम	N;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
enterprise	एंटरप्राइज	enterpris	एंटरप्राइज	N;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
enterprise	एंटरप्राइज़	enterpris	एंटरप्राइज़	N;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zisk	लाभ	zisk	लाभ	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rozhlas	रेडियो	rozhlas	रेडियो	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
páté	पाँचवा	pátý	पाँचवा	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
páté	पांचवा	pátý	पांचवा	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
páté	पांचवां	pátý	पांचवां	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
signál	संकेत	signál	संकेत	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
signál	सिग्नल	signál	सिग्नल	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
hala	हॉल	hala	हॉल	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
angličtina	अंग्रेज	angličtina	अंग्रेज	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
ram	रैम	ram	रैम	N;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
farář	पादरी	farář	पादरी	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
úspěšný	सफल	úspěšný	सफल	ADJ;INAN;NOM;MASC;SG;POS	ADJ
úspěšný	कामयाब	úspěšný	कामयाब	ADJ;INAN;NOM;MASC;SG;POS	ADJ
rozpětí	मार्जिन	rozpětí	मार्जिन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
kopce	हिल्स	kopec	हिल	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
kopce	पहाड़ियाँ	kopec	पहाड़ी	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
úvod	प्रस्तावना	úvod	प्रस्तावना	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
úvod	भूमिका	úvod	भूमिका	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
úvod	परिचय	úvod	परिचय	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
úvod	परिचय	úvod	परिचय	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
dřevo	लकड़ी	dřevo	लकडी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
záznamy	प्रविष्टियाँ	záznam	प्रविष्टी	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
