med	साथ	med	साथ	ADV	ADV;NOM;MASC;SG;3
bevægelser	आंदोलनों	bevægelse	आंदोलन	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
spilleren	खिलाड़ी	spiller	खिलाडी	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
besætning	दल	besætning	दल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
flåden	नौसेना	flåd	नौसेना	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
flåden	बेड़े	flåd	बेड़ा	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
genstande	वस्तुएँ	genstand	वस्तु	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
genstande	वस्तुएँ	genstand	वस्तु	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
genstande	वस्तुएं	genstand	वस्तु	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
hest	हॉर्स	hest	हॉर्स	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hest	घोड़ी	hest	घोडी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hest	घोड़ा	hest	घोड़ा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
erstatning	मुआवज़ा	erstatning	मुआवज़ा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
erstatning	क्षतिपूर्ति	erstatning	क्षतिपूर्ति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
erstatning	मुआवजा	erstatning	मुआवजा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
erstatning	मुआवजे	erstatning	मुआवजा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
erstatning	प्रतिस्थापन	erstatning	प्रतिस्थापन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
erstatning	क्षतिपूर्ति	erstatning	क्षतिपूर्ति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
erstatning	स्थानापन्न	erstatning	स्थानापन्न	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
erstatning	प्रतिस्थापन	erstatning	प्रतिस्थापन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
syntes	लगा	synes	लगा	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
sygdomme	बीमारियाँ	sygdom	बीमारी	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
sygdomme	रोगों	sygdom	रोग	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
sjette	छठी	sjette	छठा	ADJ	ADJ;NOM;FEM;SG
sjette	छठा	sjette	छठा	ADJ	ADJ;NOM;MASC;SG
sjette	छठे	sjette	छठा	ADJ	ADJ;ACC;MASC;SG
modstander	प्रतिद्वंद्वी	modstander	प्रतिद्वंद्वी	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
munk	भिक्षु	munk	भिक्षु	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
absolut	एकदम	absolut	एकदम	ADV	ADV
absolut	बिलकुल	absolut	बिलकुल	ADV	ADV
absolut	बिल्कुल	absolut	बिल्कुल	ADV	ADV
forklaring	व्याख्या	forklaring	व्याख्या	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
forklaring	स्पष्टीकरण	forklaring	स्पष्टीकरण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forklaring	स्पष्टीकरण	forklaring	स्पष्टीकरण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
overlevede	बच	overleve	बच	V;IND;PST;FIN;ACT	V;ACT
blod	खून	blod	खून	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
blod	रक्त	blod	रक्त	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bogstav	लेटर	bogstav	लेटर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bogstav	पत्र	bogstav	पत्र	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bogstav	अक्षर	bogstav	अक्षर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
aktivt	सक्रिय	aktiv	सक्रिय	ADJ;INDF;NEUT;SG	ADJ
akademi	अकादमी	akademi	अकादमी	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
academy	अकादमी	academy	अकादमी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
marine	नौसेना	marine	नौसेना	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
marine	समुद्रतट	marine	समुद्रतट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bund	तल	bund	तल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rester	अवशेष	rest	अवशेष	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
fanget	फंस	fange	फँस	V;INDF;SG;PST;V.PTCP	V;ACT
dannelse	गठन	dannelse	गठन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
analyse	विश्लेषण	analyse	विश्लेषण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
landskab	परिदृश्य	landskab	परिदृश्य	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
landskab	लैंडस्केप	landskab	लैंडस्केप	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
kant	किनारा	kant	किनारा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kant	किनारे	kant	किनारा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kant	सीमा	kant	सीमा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
kant	सीमांत	kant	सीमांत	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kant	बॉर्डर	kant	बॉर्डर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kant	किनारा	kant	किनारा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
trækker	खींचता	trække	खींच	V;IND;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
audi	ऑडी	audi	ऑडी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tvang	मजबूरी	tvinge	मजबूरी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tøj	पहनावा	tøj	पहनावा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tøj	पहनावा	tøj	पहनावा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tøj	वस्त्र	tøj	वस्त्र	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
motorer	मोटर्स	motor	मोटर	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
årsagen	ध्येय	årsag	ध्येय	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
årsagen	निमित्त	årsag	निमित्त	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
årsagen	कारण	årsag	कारण	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
offentligheden	जनता	offentlighed	जनता	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
offentligheden	लोक	offentlighed	लोक	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
offentligheden	पब्लिक	offentlighed	पब्लिक	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
district	जिला	district	जिला	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
district	डिस्ट्रिक्ट	district	डिस्ट्रिक्ट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
district	ज़िला	district	ज़िला	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
nation	देश	nation	देश	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
nation	राष्ट्र	nation	राष्ट्र	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
popularitet	लोकप्रियता	popularitet	लोकप्रियता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
plader	प्लेटों	plade	प्लेट	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
plader	चादरें	plade	चादर	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
hilsen	बधाई	hilse	बधाई	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
gas	गैस	gas	गैस	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
modstandere	विरोधियों	modstander	विरोधी	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
modstandere	प्रतिद्वंद्वियों	modstander	प्रतिद्वंद्वी	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
temperatur	तापमान	temperatur	तापमान	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bære	पहनें	bære	पहन	V;NFIN;ACT	V;SBJV;PL;FIN;ACT
ide	विचार	ide	विचार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
site	साइट	site	साइट	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
site	साईट	site	साईट	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
varianter	विसंगतियाँ	variant	विसंगति	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
varianter	विसंगतियाँ	variant	विसंगति	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
violin	वायलिन	violin	वायलिन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stigning	वृद्धि	stigning	वृद्धि	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
rækker	पंक्तियां	række	पंक्ति	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
rækker	पंक्तियाँ	række	पंक्ति	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
arsenal	आर्सेनल	arsenal	आर्सेनल	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
hovedrollen	अभिनीत	hovedrol	अभिनीत	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kejseren	सम्राट	kejser	सम्राट	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
horn	हॉर्न	horn	हॉर्न	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
horn	सींग	horn	सींग	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
foregående	पिछले	foregående	पिछला	ADJ	ADJ;ACC;MASC;PL
foregående	पिछला	foregående	पिछला	ADJ	ADJ;NOM;MASC;SG
motoren	इंजन	motor	इंजन	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
bevare	बचाना	bevare	बचा	V;NFIN;ACT	V;MASC;NFIN;ACT
kommentarer	टिप्पणियां	kommentar	टिप्पणी	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
kommentarer	टिप्पणियाँ	kommentar	टिप्पणी	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
vindere	विजेताओं	vinder	विजेता	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
pres	धक्का	pres	धक्का	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
pres	दाब	pres	दाब	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
pres	दबाव	pres	दबाव	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tilgængelige	उपलब्ध	tilgængelig	उपलब्ध	ADJ;PL	ADJ
deutsche	डॉयचे	deutsche	डॉयचे	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ruten	मार्ग	ruten	मार्ग	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
ruten	रूट	ruten	रूट	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
akademiet	अकादमी	akademium	अकादमी	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
erobre	जीतें	erobre	जीत	V;NFIN;ACT	V;SBJV;PL;FIN;ACT
tegning	रेखाचित्र	tegning	रेखाचित्र	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tegning	ड्राइंग	tegning	ड्राइंग	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tegning	चित्रांकन	tegning	चित्रांकन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tegning	आरेखण	tegning	आरेखण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
aviser	अखबारों	avis	अखबार	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
reklame	विज्ञापन	reklame	विज्ञापन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
reklame	विज्ञापन	reklame	विज्ञापन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
nationer	राष्ट्रों	nation	राष्ट्र	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
teorien	सिद्धांत	teori	सिद्धान्त	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
teorien	सिद्धान्त	teori	सिद्धान्त	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
fællesskab	समुदाय	fællesskab	समुदाय	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
døtre	बेटियों	døn	बेटी	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
døtre	बेटियाँ	døn	बेटी	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
døtre	बेटियां	døn	बेटी	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
krone	मुकुट	krone	मुकुट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
trin	चरण	trin	चरण	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
trin	स्टेप	trin	स्टेप	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
trin	चरण	trin	चरण	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
vers	आयते	vers	आयते	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
vers	आयत	vers	आयत	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
vers	श्लोक	vers	श्लोक	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
kredsløb	कक्षा	kredsløb	कक्षा	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
kredsløb	सर्किट	kredsløb	सर्किट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
agent	एजेंट	agent	एजेंट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fortællinger	कथाएं	fortælling	कथाएं	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
fortællinger	किस्से	fortælling	कौन्सा	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
fortællinger	कहानियाँ	fortælling	कहानी	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
fortællinger	कहानियां	fortælling	कहानी	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
bolig	आवास	bolig	आवास	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bolig	निवास	bolig	निवास	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bolig	हाउसिंग	bolig	हाउसिंग	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
bolig	आवास	bolig	आवास	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bolig	आवास	bolig	आवास	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
interessant	दिलचस्प	interessant	दिलचस्प	ADJ;INDF;SG	ADJ
politikere	राजनेता	politiker	राजनेता	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
genstand	वस्तु	genstand	वस्तु	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
genstand	ऑब्जेक्ट	genstand	ऑब्जेक्ट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
institution	संस्था	institution	संस्था	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
køn	सेक्स	køn	सेक्स	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
køn	मैथुन	køn	मैथुन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
floder	नहरें	flode	नहर	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
floder	नदियाँ	flode	नदी	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
web	वेब	web	वेब	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
svenska	svenska	svenska	svenska	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
religiøs	धार्मिक	religiøs	धार्मिक	ADJ;INDF;MASC+FEM;SG	ADJ;NOM
lejligheder	अवसरों	lejlighed	अवसर	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
overgang	संक्रमण	overgang	संक्रमण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
overgang	परिवर्तन	overgang	परिवर्तन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
passerer	गुजरता	passere	गुजरता	V;IND;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
passerer	गुजर	passere	गुजर	V;IND;PRS;FIN;ACT	V;ACT
rene	साफ	ren	साफ	ADJ;PL	ADJ
alvorlige	गंभीर	alvorlig	गंभीर	ADJ;PL	ADJ
alvorlige	कठोर	alvorlig	कठोर	ADJ;PL	ADJ
begyndelse	शुरुआत	begyndelse	शुरुआत	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
begyndelse	आरम्भ	begyndelse	आरम्भ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
begyndelse	शुरूआत	begyndelse	शुरूआत	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
begyndelse	शुरुआत	begyndelse	शुरुआत	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
action	क्रिया	action	क्रिया	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
action	एक्शन	action	एक्शन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
action	कार्रवाई	action	कार्रवाई	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
baner	गलियों	bane	गली	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
berører	छू	berøre	छू	V;IND;PRS;FIN;ACT	V;ACT
skridt	चरण	skridt	चरण	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
skridt	स्टेप	skridt	स्टेप	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
skridt	चरण	skridt	चरण	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
hammer	हथौड़ा	hammer	हथौड़ा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
plade	एलबम	plade	एलबम	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
plade	एल्बम	plade	एल्बम	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
plade	रिकॉर्ड	plade	रिकॉर्ड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
plade	रेकार्ड	plade	रेकार्ड	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
plade	रिकार्ड	plade	रिकार्ड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
plade	प्लेट	plade	प्लेट	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
plade	थाली	plade	थाला	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
skuespillere	अभिनेताओं	skuespiller	अभिनेता	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
airlines	एयरलाइन	airline	एयरलाइन	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
revet	फटे	rive	फट	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
revet	फटा	rive	फटा	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
besiddelse	कब्जे	besiddelse	कब्जा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
besiddelse	कब्ज़ा	besiddelse	कब्ज़ा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
følelser	भावनाओं	følelse	भावना	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
følelser	भावनाएं	følelse	भावना	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
følelser	भावनाएँ	følelse	भावना	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
frue	प्रेयसी	frue	प्रेयसी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
frue	महिला	frue	महिला	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
kronen	मुकुट	kron	मुकुट	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
fødselsdag	बर्थडे	fødselsdag	बर्थडे	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fødselsdag	जन्मदिन	fødselsdag	जन्मदिन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fødselsdag	जन्मदिवस	fødselsdag	जन्मदिवस	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bataljon	बटालियन	bataljon	बटालियन	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
youthclubs	youthclubs	youthclubs	youthclubs	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
adfærd	व्यवहार	adfærd	व्यवहार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
adfærd	बर्ताव	adfærd	बर्ताव	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
adfærd	आचरण	adfærd	आचरण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
adfærd	व्यवहार	adfærd	व्यवहार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
adfærd	व्यवहार	adfærd	व्यवहार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
adfærd	बर्ताव	adfærd	बर्ताव	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
brugeren	यूजर	bruger	यूजर	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
brugeren	प्रयोक्ता	bruger	प्रयोक्ता	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
brugeren	उपयोक्ता	bruger	उपयोक्ता	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
demokrati	लोकतंत्र	demokrati	लोकतंत्र	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
nemt	आसान	nemt	आसान	ADJ;INDF;NEUT;SG	ADJ
nedre	निचला	nedre	निचला	ADJ	ADJ;NOM;MASC;SG
stamme	जनजाति	stamme	जनजाति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
indbyggerne	निवासियों	indbygger	निवासी	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL;3
tilgængelig	उपलब्ध	tilgængelig	उपलब्ध	ADJ;INDF;MASC+FEM;SG	ADJ
restaurant	रेस्टोरेंट	restaurant	रेस्टोरेंट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
restaurant	रेस्तरां	restaurant	रेस्तरां	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
onkel	अंकल	onkel	अंकल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
onkel	मामा	onkel	मामा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
onkel	चाचा	onkel	चाचा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
onkel	ताऊ	onkel	ताऊ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hjerte	हृदय	hjerte	हृदय	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
hjerte	हृदय	hjerte	हृदय	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
hjerte	ह्रदय	hjerte	ह्रदय	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
hjerte	दिल	hjerte	दिल	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
atlet	खिलाड़ी	at	खिलाडी	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anmeldelser	समीक्षाएँ	anmeldelse	समीक्षा	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
anmeldelser	सूचनाएँ	anmeldelse	सूचना	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
anmeldelser	सूचनाएं	anmeldelse	सूचना	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
takt	स्ट्रोक	takt	स्ट्रोक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
budget	बजट	budget	बजट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
dokumenter	दस्तावेज	dokument	दस्तावेज	N;INDF;NEUT;PL	N;NOM;MASC;PL;3
hul	छेद	hul	छेद	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
hul	गड्ढा	hul	गड्ढा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
gentagne	दोहराए	gentage	दोहरा	V;PL;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
info	जानकारी	info	जानकारी	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
info	सूचना	info	सूचना	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
løn	वेतन	løn	वेतन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
løn	सैलरी	løn	सैलरी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
løn	मजदूरी	løn	मजदूरी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
gammelt	प्राचीन	gammel	प्राचीन	ADJ;INDF;NEUT;SG	ADJ;NOM
gammelt	पुरानी	gammel	पुराना	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
gammelt	पुराना	gammel	पुराना	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
ledelsen	प्रबंधन	ledelse	प्रबंधन	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
ledelsen	प्रबन्धन	ledelse	प्रबन्धन	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kendskab	ज्ञान	kendskab	ज्ञान	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
kendskab	जागरूकता	kendskab	जागरूकता	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
skifter	बदलना	skifte	बदल	V;IND;PRS;FIN;ACT	V;MASC;NFIN;ACT
falde	गिरा	falde	गिर	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
falde	गिरना	falde	गिर	V;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
falde	गिर	falde	गिर	V;NFIN;ACT	V;ACT
dirigent	कंडक्टर	dirigent	कंडक्टर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
positive	सकारात्मक	positiv	सकारात्मक	ADJ;PL	ADJ
