con	с	con	с	ADP	ADP
coche	вагон	coche	вагон	N;MASC;SG	N;INAN;NOM;MASC;SG
coche	машина	coche	машина	N;MASC;SG	N;INAN;NOM;FEM;SG
bernardo	бернард	bernardo	бернард	N;MASC;SG	N;ANIM;NOM;MASC;SG
bernardo	бернар	bernardo	бернар	N;MASC;SG	N;ANIM;NOM;MASC;SG
bernardo	бернардо	bernardo	бернардо	N;MASC;SG	N;ANIM;NOM;MASC;SG
terrenos	участки	terreno	участок	N;MASC;PL	N;INAN;NOM;MASC;PL
terrenos	участков	terreno	участок	N;MASC;PL	N;INAN;GEN;MASC;PL
terrenos	земли	terreno	земля	N;MASC;PL	N;INAN;NOM;FEM;PL
terrenos	местности	terreno	местность	N;MASC;PL	N;INAN;NOM;FEM;PL
ceremonia	церемония	ceremonia	церемония	N;FEM;SG	N;INAN;NOM;FEM;SG
columbia	колумбия	columbia	колумбия	N;FEM;SG	N;INAN;NOM;FEM;SG
lejos	далеко	lejos	далеко	ADV	ADV
lejos	подальше	lejos	далеко	ADV	ADV;CMPR
lejos	прочь	lejos	прочь	ADV	ADV
conflictos	конфликты	conflicto	конфликт	N;MASC;PL	N;INAN;NOM;MASC;PL
conflictos	конфликты	conflicto	конфликт	N;MASC;PL	N;INAN;NOM;MASC;PL
pregunta	вопрос	pregunta	вопрос	N;FEM;SG	N;INAN;NOM;MASC;SG
drama	драма	drama	драма	N;MASC;SG	N;INAN;NOM;FEM;SG
juez	судья	juez	судья	N;SG	N;ANIM;NOM;MASC;SG
familiares	родственники	familiar	родственник	N;MASC;PL	N;ANIM;NOM;MASC;PL
familiares	родственников	familiar	родственник	N;MASC;PL	N;ANIM;GEN;MASC;PL
familiares	семьи	familiar	семья	N;MASC;PL	N;INAN;NOM;FEM;PL
patrón	шаблон	patrón	шаблон	N;MASC;SG	N;INAN;NOM;MASC;SG
patrón	узор	patrón	узор	N;MASC;SG	N;INAN;NOM;MASC;SG
patrón	схеме	patrón	схема	N;MASC;SG	N;INAN;DAT;FEM;SG
patrón	шкипер	patrón	шкипер	N;MASC;SG	N;ANIM;NOM;MASC;SG
patrón	патрон	patrón	патрон	N;MASC;SG	N;INAN;NOM;MASC;SG
patrón	покровитель	patrón	покровитель	N;MASC;SG	N;ANIM;NOM;MASC;SG
requiere	требовать	requerir	требовать	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
requiere	требует	requerir	требовать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ala	аля	ala	аля		
continental	континентального	continental	континентальный	ADJ;SG	ADJ;GEN;MASC;SG
continental	континентальный	continental	континентальный	ADJ;SG	ADJ;NOM;MASC;SG
taylor	тэйлор	taylor	тэйлор	N;SG	N;ANIM;NOM;MASC;SG
taylor	тейлор	taylor	тейлор	N;SG	N;ANIM;NOM;MASC;SG
sexo	пол	sexo	пол	N;MASC;SG	N;INAN;NOM;MASC;SG
sexo	секс	sexo	секс	N;MASC;SG	N;INAN;NOM;MASC;SG
celebración	праздник	celebración	праздник	N;FEM;SG	N;INAN;NOM;MASC;SG
celebración	празднование	celebración	празднование	N;FEM;SG	N;INAN;NOM;NEUT;SG
celebración	торжество	celebración	торжество	N;FEM;SG	N;INAN;NOM;NEUT;SG
previamente	ранее	previamente	ранее	ADV	ADV
mínimo	минимальный	mínimo	минимальный	ADJ;MASC;SG	ADJ;NOM;MASC;SG
mínimo	минимальное	mínimo	минимальный	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
mínimo	минимальная	mínimo	минимальный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
mínimo	минимальный	mínimo	минимальный	ADJ;MASC;SG	ADJ;NOM;MASC;SG
mínimo	минимальная	mínimo	минимальный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
mínimo	минимальным	mínimo	минимальный	ADJ;MASC;SG	ADJ;INS;NEUT;SG
mínimo	минимальное	mínimo	минимальный	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
abarca	охватывает	abarcar	охватывать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
abarca	покрывает	abarcar	покрывать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
literaria	литературный	literario	литературный	ADJ;FEM;SG	ADJ;NOM;MASC;SG
milán	милан	milán	милан	N;MASC;SG	N;INAN;NOM;MASC;SG
descenso	упадок	descenso	упадок	N;MASC;SG	N;INAN;NOM;MASC;SG
descenso	уменьшение	descenso	уменьшение	N;MASC;SG	N;INAN;NOM;NEUT;SG
descenso	спуск	descenso	спуск	N;MASC;SG	N;INAN;NOM;MASC;SG
viajes	путешествия	viaje	путешествие	N;MASC;PL	N;INAN;NOM;NEUT;PL
viajes	поездки	viaje	поездка	N;MASC;PL	N;INAN;NOM;FEM;PL
viajes	путешествия	viaje	путешествие	N;MASC;PL	N;INAN;NOM;NEUT;PL
viajes	поездки	viaje	поездка	N;MASC;PL	N;INAN;NOM;FEM;PL
bloqueo	замок	bloqueo	замок	N;MASC;SG	N;INAN;NOM;MASC;SG
bloqueo	блокировка	bloqueo	блокировка	N;MASC;SG	N;INAN;NOM;FEM;SG
bloqueo	блокировка	bloqueo	блокировка	N;MASC;SG	N;INAN;NOM;FEM;SG
bloqueo	блокада	bloqueo	блокада	N;MASC;SG	N;INAN;NOM;FEM;SG
bloqueo	блокировка	bloqueo	блокировка	N;MASC;SG	N;INAN;NOM;FEM;SG
bloqueo	блокирование	bloqueo	блокирование	N;MASC;SG	N;INAN;NOM;NEUT;SG
bloqueo	блокировка	bloqueo	блокировка	N;MASC;SG	N;INAN;NOM;FEM;SG
bloqueo	блок	bloqueo	блок	N;MASC;SG	N;INAN;NOM;MASC;SG
empleados	работников	empleado	работник	N;MASC;PL	N;ANIM;GEN;MASC;PL
empleados	работники	empleado	работник	N;MASC;PL	N;ANIM;NOM;MASC;PL
empleados	служащие	empleado	служащий	N;MASC;PL	N;ANIM;NOM;MASC;PL
empleados	сотрудники	empleado	сотрудник	N;MASC;PL	N;ANIM;NOM;MASC;PL
batallas	битв	batalla	битва	N;FEM;PL	N;INAN;GEN;FEM;PL
batallas	сражения	batalla	сражение	N;FEM;PL	N;INAN;NOM;NEUT;PL
batallas	битвы	batalla	битва	N;FEM;PL	N;INAN;NOM;FEM;PL
demanda	спрос	demanda	спрос	N;FEM;SG	N;INAN;NOM;MASC;SG
demanda	спроса	demanda	спрос	N;FEM;SG	N;INAN;GEN;MASC;SG
demanda	требование	demanda	требование	N;FEM;SG	N;INAN;NOM;NEUT;SG
demanda	иск	demanda	иск	N;FEM;SG	N;INAN;NOM;MASC;SG
agrupación	группировка	agrupación	группировка	N;FEM;SG	N;INAN;NOM;FEM;SG
fenómeno	фрик	fenómeno	фрик	N;MASC;SG	N;ANIM;NOM;MASC;SG
fenómeno	феномен	fenómeno	феномен	N;MASC;SG	N;INAN;NOM;MASC;SG
fenómeno	явление	fenómeno	явление	N;MASC;SG	N;INAN;NOM;NEUT;SG
fenómeno	феномен	fenómeno	феномен	N;MASC;SG	N;INAN;NOM;MASC;SG
continuar	продолжая	continuar	продолжать	V;NFIN	V;IPFV;PRS;V.CVB;ACT
continuar	продолжить	continuar	продолжить	V;NFIN	V;PFV;NFIN;ACT
continuar	продолжаем	continuar	продолжать	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
continuar	продолжать	continuar	продолжать	V;NFIN	V;IPFV;NFIN;ACT
paredes	стены	pared	стена	N;FEM;PL	N;INAN;NOM;FEM;PL
paredes	стенки	pared	стенка	N;FEM;PL	N;INAN;NOM;FEM;PL
paredes	стен	pared	стена	N;FEM;PL	N;INAN;GEN;FEM;PL
muñoz	муньос	muñoz	муньос	N;MASC;SG	N;ANIM;NOM;MASC;SG
muñoz	муньос	muñoz	муньос	N;MASC;SG	N;ANIM;NOM;MASC;SG
empleo	работа	empleo	работа	N;MASC;SG	N;INAN;NOM;FEM;SG
empleo	трудоустройство	empleo	трудоустройство	N;MASC;SG	N;INAN;NOM;NEUT;SG
empleo	занятость	empleo	занятость	N;MASC;SG	N;INAN;NOM;FEM;SG
confederación	конфедерация	confederación	конфедерация	N;FEM;SG	N;INAN;NOM;FEM;SG
cabezas	головы	cabeza	голова	N;FEM;PL	N;INAN;NOM;FEM;PL
misuri	миссури	misuri	миссури	N;MASC;SG	N;INAN;NOM;MASC;SG
agrícola	сельскохозяйственная	agrícola	сельскохозяйственный	ADJ;SG	ADJ;NOM;FEM;SG
continúa	продолжается	continuar	продолжаться	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;MID
continúa	продолжает	continuar	продолжать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
continúa	продолжить	continuar	продолжить	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
continúa	продолжать	continuar	продолжать	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
aniversario	годовщина	aniversario	годовщина	N;MASC;SG	N;INAN;NOM;FEM;SG
aniversario	юбилей	aniversario	юбилей	N;MASC;SG	N;INAN;NOM;MASC;SG
aniversario	годовщину	aniversario	годовщина	N;MASC;SG	N;INAN;ACC;FEM;SG
niña	девочка	niña	девочка	N;FEM;SG	N;ANIM;NOM;FEM;SG
niña	девчонка	niña	девчонка	N;FEM;SG	N;ANIM;NOM;FEM;SG
niña	девушка	niña	девушка	N;FEM;SG	N;ANIM;NOM;FEM;SG
niña	дитя	niña	дитя	N;FEM;SG	N;INAN;NOM;NEUT;SG
niña	ребенок	niña	ребенок	N;FEM;SG	N;ANIM;NOM;MASC;SG
niña	ребёнок	niña	ребёнок	N;FEM;SG	N;ANIM;NOM;MASC;SG
niña	ребенка	niña	ребенок	N;FEM;SG	N;ANIM;ACC;MASC;SG
terremoto	землетрясение	terremoto	землетрясение	N;MASC;SG	N;INAN;NOM;NEUT;SG
casco	шлем	casco	шлем	N;MASC;SG	N;INAN;NOM;MASC;SG
casco	халл	casco	халл	N;MASC;SG	N;ANIM;NOM;MASC;SG
casco	корпус	casco	корпус	N;MASC;SG	N;INAN;NOM;MASC;SG
factor	коэффициент	factor	коэффициент	N;MASC;SG	N;INAN;NOM;MASC;SG
factor	фактор	factor	фактор	N;MASC;SG	N;INAN;NOM;MASC;SG
factor	фактором	factor	фактор	N;MASC;SG	N;INAN;INS;MASC;SG
hollywood	голливуд	hollywood	голливуд	N;MASC;SG	N;INAN;NOM;MASC;SG
suma	сумма	suma	сумма	N;FEM;SG	N;INAN;NOM;FEM;SG
oxford	оксфорд	oxford	оксфорд	N;MASC;SG	N;INAN;NOM;MASC;SG
ejemplares	образцы	ejemplar	образец	N;MASC;PL	N;INAN;NOM;MASC;PL
ejemplares	экземпляры	ejemplar	экземпляр	N;MASC;PL	N;INAN;NOM;MASC;PL
ejemplares	копии	ejemplar	копия	N;MASC;PL	N;INAN;NOM;FEM;PL
ejemplares	копий	ejemplar	копия	N;MASC;PL	N;INAN;GEN;FEM;PL
ejemplares	экземпляры	ejemplar	экземпляр	N;MASC;PL	N;INAN;NOM;MASC;PL
gonzalo	гонсало	gonzalo	гонсало	N;MASC;SG	N;INAN;NOM;MASC;SG
buque	судно	buque	судно	N;MASC;SG	N;INAN;NOM;NEUT;SG
buque	сосуд	buque	сосуд	N;MASC;SG	N;INAN;NOM;MASC;SG
buque	судно	buque	судно	N;MASC;SG	N;INAN;NOM;NEUT;SG
buque	корабль	buque	корабль	N;MASC;SG	N;INAN;NOM;MASC;SG
ausencia	отсутствие	ausencia	отсутствие	N;FEM;SG	N;INAN;NOM;NEUT;SG
lanza	лэнс	lanza	лэнс	N;FEM;SG	N;ANIM;NOM;MASC;SG
lanza	копье	lanza	копье	N;FEM;SG	N;INAN;NOM;NEUT;SG
wheeler	уилер	wheeler	уилер	N;SG	N;ANIM;NOM;MASC;SG
coalición	коалиция	coalición	коалиция	N;FEM;SG	N;INAN;NOM;FEM;SG
coalición	коалицию	coalición	коалиция	N;FEM;SG	N;INAN;ACC;FEM;SG
naves	суда	nave	суд	N;FEM;PL	N;INAN;NOM;MASC;PL
naves	кораблей	nave	корабль	N;FEM;PL	N;INAN;GEN;MASC;PL
naves	корабли	nave	корабль	N;FEM;PL	N;INAN;NOM;MASC;PL
naves	суда	nave	суд	N;FEM;PL	N;INAN;NOM;MASC;PL
naves	сосуды	nave	сосуд	N;FEM;PL	N;INAN;NOM;MASC;PL
naves	судов	nave	суд	N;FEM;PL	N;INAN;GEN;MASC;PL
realización	реализация	realización	реализация	N;FEM;SG	N;INAN;NOM;FEM;SG
realización	реализация	realización	реализация	N;FEM;SG	N;INAN;NOM;FEM;SG
realización	реализации	realización	реализация	N;FEM;SG	N;INAN;NOM;FEM;SG
interna	внутреннего	interno	внутренний	ADJ;FEM;SG	ADJ;GEN;MASC;SG
interna	внутренняя	interno	внутренний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
interna	внутренний	interno	внутренний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
interna	внутреннее	interno	внутренний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
personalidad	индивидуальность	personalidad	индивидуальность	N;FEM;SG	N;INAN;NOM;FEM;SG
personalidad	личность	personalidad	личность	N;FEM;SG	N;INAN;NOM;FEM;SG
flor	флор	flor	флор	N;FEM;SG	N;INAN;NOM;MASC;SG
flor	цветочек	flor	цветочек	N;FEM;SG	N;INAN;NOM;MASC;SG
flor	цветок	flor	цветок	N;FEM;SG	N;INAN;NOM;MASC;SG
jugando	играю	jugar	играть	V;V.MSDR	V;IPFV;IND;SG;1;PRS;FIN;ACT
jugando	играет	jugar	играть	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
alas	крылья	ala	крыло	N;FEM;PL	N;INAN;NOM;NEUT;PL
jardines	сады	jardín	сад	N;MASC;PL	N;INAN;NOM;MASC;PL
muro	стена	muro	стена	N;MASC;SG	N;INAN;NOM;FEM;SG
muro	стене	muro	стена	N;MASC;SG	N;INAN;DAT;FEM;SG
muro	уолл	muro	уолл	N;MASC;SG	N;INAN;NOM;MASC;SG
grados	градусов	grado	градус	N;MASC;PL	N;INAN;GEN;MASC;PL
grados	степени	grado	степень	N;MASC;PL	N;INAN;NOM;FEM;PL
santuario	святилище	santuario	святилище	N;MASC;SG	N;INAN;NOM;NEUT;SG
santuario	убежище	santuario	убежище	N;MASC;SG	N;INAN;NOM;NEUT;SG
santuario	святилище	santuario	святилище	N;MASC;SG	N;INAN;NOM;NEUT;SG
destrucción	разрушение	destrucción	разрушение	N;FEM;SG	N;INAN;NOM;NEUT;SG
destrucción	уничтожения	destrucción	уничтожение	N;FEM;SG	N;INAN;GEN;NEUT;SG
destrucción	уничтожение	destrucción	уничтожение	N;FEM;SG	N;INAN;NOM;NEUT;SG
empresario	предприниматель	empresario	предприниматель	N;MASC;SG	N;ANIM;NOM;MASC;SG
empresario	заказчик	empresario	заказчик	N;MASC;SG	N;ANIM;NOM;MASC;SG
empresario	работодателя	empresario	работодатель	N;MASC;SG	N;ANIM;ACC;MASC;SG
empresario	работодатель	empresario	работодатель	N;MASC;SG	N;ANIM;NOM;MASC;SG
empresario	бизнесмен	empresario	бизнесмен	N;MASC;SG	N;ANIM;NOM;MASC;SG
regresar	вернуть	regresar	вернуть	V;NFIN	V;PFV;NFIN;ACT
regresar	вернуться	regresar	вернуться	V;NFIN	V;PFV;NFIN;MID
regresar	возвращаю	regresar	возвращать	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
entrenamiento	подготовка	entrenamiento	подготовка	N;MASC;SG	N;INAN;NOM;FEM;SG
entrenamiento	подготовки	entrenamiento	подготовка	N;MASC;SG	N;INAN;GEN;FEM;SG
entrenamiento	обучение	entrenamiento	обучение	N;MASC;SG	N;INAN;NOM;NEUT;SG
entrenamiento	тренинг	entrenamiento	тренинг	N;MASC;SG	N;INAN;NOM;MASC;SG
entrenamiento	тренировка	entrenamiento	тренировка	N;MASC;SG	N;INAN;NOM;FEM;SG
entrenamiento	тренировку	entrenamiento	тренировка	N;MASC;SG	N;INAN;ACC;FEM;SG
izquierdo	левой	izquierdo	левый	ADJ;MASC;SG	ADJ;INS;FEM;SG
propietario	хозяин	propietario	хозяин	N;MASC;SG	N;ANIM;NOM;MASC;SG
propietario	владельца	propietario	владелец	N;MASC;SG	N;ANIM;ACC;MASC;SG
propietario	владелец	propietario	владелец	N;MASC;SG	N;ANIM;NOM;MASC;SG
propietario	домовладелец	propietario	домовладелец	N;MASC;SG	N;ANIM;NOM;MASC;SG
claramente	явно	claramente	явно	ADV	ADV
cañones	каньоны	cañón	каньон	N;MASC;PL	N;INAN;NOM;MASC;PL
cañones	пушки	cañón	пушка	N;MASC;PL	N;INAN;NOM;FEM;PL
cañones	пушки	cañón	пушка	N;MASC;PL	N;INAN;NOM;FEM;PL
cañones	пистолеты	cañón	пистолет	N;MASC;PL	N;INAN;NOM;MASC;PL
cañones	пушки	cañón	пушка	N;MASC;PL	N;INAN;NOM;FEM;PL
marie	мари	marie	мари	N;FEM;SG	N;ANIM;NOM;FEM;SG
pasos	этапы	paso	этап	N;MASC;PL	N;INAN;NOM;MASC;PL
pasos	ступеньки	paso	ступенька	N;MASC;PL	N;INAN;NOM;FEM;PL
pasos	шаги	paso	шаг	N;MASC;PL	N;INAN;NOM;MASC;PL
pasos	стопам	paso	стопы	N;MASC;PL	N;INAN;DAT;MASC;PL
pasos	шаги	paso	шаг	N;MASC;PL	N;INAN;NOM;MASC;PL
descubrimiento	открытие	descubrimiento	открытие	N;MASC;SG	N;INAN;NOM;NEUT;SG
descubrimiento	обнаружение	descubrimiento	обнаружение	N;MASC;SG	N;INAN;NOM;NEUT;SG
retirada	отставке	retirada	отставка	N;FEM;SG	N;INAN;DAT;FEM;SG
retirada	отступление	retirada	отступление	N;FEM;SG	N;INAN;NOM;NEUT;SG
retirada	вывод	retirada	вывод	N;FEM;SG	N;INAN;NOM;MASC;SG
retirada	снятие	retirada	снятие	N;FEM;SG	N;INAN;NOM;NEUT;SG
ciclista	велосипедиста	ciclista	велосипедист	N;SG	N;ANIM;ACC;MASC;SG
catálogo	каталог	catálogo	каталог	N;MASC;SG	N;INAN;NOM;MASC;SG
catálogo	каталог	catálogo	каталог	N;MASC;SG	N;INAN;NOM;MASC;SG
revisión	обзор	revisión	обзор	N;FEM;SG	N;INAN;NOM;MASC;SG
revisión	обзора	revisión	обзор	N;FEM;SG	N;INAN;GEN;MASC;SG
revisión	рассмотрение	revisión	рассмотрение	N;FEM;SG	N;INAN;NOM;NEUT;SG
revisión	пересмотр	revisión	пересмотр	N;FEM;SG	N;INAN;NOM;MASC;SG
revisión	пересмотра	revisión	пересмотр	N;FEM;SG	N;INAN;GEN;MASC;SG
tarea	задача	tarea	задача	N;FEM;SG	N;INAN;NOM;FEM;SG
tarea	задание	tarea	задание	N;FEM;SG	N;INAN;NOM;NEUT;SG
extranjero	иностранец	extranjero	иностранец	N;MASC;SG	N;ANIM;NOM;MASC;SG
extranjero	пришелец	extranjero	пришелец	N;MASC;SG	N;ANIM;NOM;MASC;SG
extranjero	иностранец	extranjero	иностранец	N;MASC;SG	N;ANIM;NOM;MASC;SG
divide	разделяет	dividir	разделять	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
divide	разделить	dividir	разделить	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
divisiones	отделы	división	отдел	N;FEM;PL	N;INAN;NOM;MASC;PL
divisiones	дивизии	división	дивизия	N;FEM;PL	N;INAN;NOM;FEM;PL
divisiones	отделов	división	отдел	N;FEM;PL	N;INAN;GEN;MASC;PL
vieja	старая	viejo	старый	ADJ;FEM;SG	ADJ;NOM;FEM;SG
vieja	старое	viejo	старый	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
vieja	старый	viejo	старый	ADJ;FEM;SG	ADJ;NOM;MASC;SG
abandonar	бросить	abandonar	бросить	V;NFIN	V;PFV;NFIN;ACT
espectáculo	спектакль	espectáculo	спектакль	N;MASC;SG	N;INAN;NOM;MASC;SG
espectáculo	зрелище	espectáculo	зрелище	N;MASC;SG	N;INAN;NOM;NEUT;SG
espectáculo	шоу	espectáculo	шоу	N;MASC;SG	N;INAN;NOM;NEUT;SG
espectáculo	показ	espectáculo	показ	N;MASC;SG	N;INAN;NOM;MASC;SG
organismos	учреждения	organismo	учреждение	N;MASC;PL	N;INAN;NOM;NEUT;PL
organismos	агентства	organismo	агентство	N;MASC;PL	N;INAN;NOM;NEUT;PL
organismos	агенства	organismo	агенство	N;MASC;PL	N;INAN;NOM;NEUT;PL
organismos	организмы	organismo	организм	N;MASC;PL	N;INAN;NOM;MASC;PL
organismos	организмов	organismo	организм	N;MASC;PL	N;INAN;GEN;MASC;PL
indios	индейцев	indio	индеец	N;MASC;PL	N;ANIM;GEN;MASC;PL
indios	индейцы	indio	индеец	N;MASC;PL	N;ANIM;NOM;MASC;PL
journal	дневник	journal	дневник	N;SG	N;INAN;NOM;MASC;SG
journal	журнал	journal	журнал	N;SG	N;INAN;NOM;MASC;SG
grave	серьезная	grave	серьезный	ADJ;SG	ADJ;NOM;FEM;SG
grave	серьезный	grave	серьезный	ADJ;SG	ADJ;NOM;MASC;SG
grave	суровое	grave	суровый	ADJ;SG	ADJ;NOM;NEUT;SG
héctor	гектор	héctor	гектор	N;MASC;SG	N;ANIM;NOM;MASC;SG
héctor	эктор	héctor	эктор	N;MASC;SG	N;ANIM;NOM;MASC;SG
habana	гаване	habanar	гавана	N;FEM;SG	N;INAN;DAT;MASC;SG
punk	панк	punk	панк	N;SG	N;INAN;NOM;MASC;SG
caracteriza	характеризует	caracterizar	характеризовать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
organismo	организм	organismo	организм	N;MASC;SG	N;INAN;NOM;MASC;SG
