une	egy	un	egy	DET;INDF;FEM;SG	DET;INDF
poème	verset	poème	vers	N;MASC;SG	N;ACC;SG
contribution	járulék	contribution	járulék	N;FEM;SG	N;NOM;SG
contribution	hozzájárulás	contribution	hozzájárulás	N;FEM;SG	N;NOM;SG
rivières	folyók	rivière	folyó	N;FEM;PL	N;NOM;PL
directe	közvetlenül	direct	közvetlen	ADJ;FEM;SG	ADJ;FRML;SG
inférieure	alacsonyabb	inférieur	alacsony	ADJ;FEM;SG	ADJ;NOM;CMPR;SG
notoriété	tudatosság	notoriété	tudatosság	N;FEM;SG	N;NOM;SG
notoriété	hírneve	notoriété	hírnev	N;FEM;SG	N;NOM;SG
notoriété	hírnév	notoriété	hírnév	N;FEM;SG	N;NOM;SG
euro	euró	euro	euró	N;MASC;SG	N;NOM;SG
euro	euró	euro	euró	N;MASC;SG	N;NOM;SG
euro	euróban	euro	euró	N;MASC;SG	N;IN+ESS;SG
danger	veszély	danger	veszély	N;MASC;SG	N;NOM;SG
danger	veszély	danger	veszély	N;MASC;SG	N;NOM;SG
désigné	kinevezett	désigner	kinevezett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
similaire	hasonló	similaire	hasonló	ADJ;MASC;SG	ADJ;NOM;SG
travaillé	bevált	travailler	bevált	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
travaillé	dolgozott	travailler	dolgozik	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
travaillé	működött	travailler	működik	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
municipalités	önkormányzatok	municipalité	önkormányzat	N;FEM;PL	N;NOM;PL
municipalités	települések	municipalité	település	N;FEM;PL	N;NOM;PL
cordes	kötelek	corde	kötel	N;FEM;PL	N;NOM;PL
détail	kiskereskedelmi	détail	kiskereskedelmi	N;MASC;SG	N;NOM;SG
détail	részlet	détail	részlet	N;MASC;SG	N;NOM;SG
accompagné	kísérte	accompagner	kísér	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
hypothèse	feltevés	hypothèse	feltevés	N;FEM;SG	N;NOM;SG
hypothèse	feltételezés	hypothèse	feltételezés	N;FEM;SG	N;NOM;SG
hypothèse	hipotézis	hypothèse	hipotézis	N;FEM;SG	N;NOM;SG
hypothèse	feltevés	hypothèse	feltevés	N;FEM;SG	N;NOM;SG
hypothèse	feltételezés	hypothèse	feltételezés	N;FEM;SG	N;NOM;SG
hypothèse	elmélet	hypothèse	elmélet	N;FEM;SG	N;NOM;SG
matériaux	anyagok	matériau	anyag	N;MASC;PL	N;NOM;PL
matériaux	alapanyagok	matériau	alapanyag	N;MASC;PL	N;NOM;PL
matériaux	anyagok	matériau	anyag	N;MASC;PL	N;NOM;PL
risques	veszélyeket	risque	veszély	N;MASC;PL	N;ACC;PL
risques	veszélyek	risque	veszély	N;MASC;PL	N;NOM;PL
risques	kockázatok	risque	kockázat	N;MASC;PL	N;NOM;PL
confluence	összefolyása	confluence	összefolyás	N;FEM;SG	N;NOM;SG
jury	esküdtszék	jury	esküdt	N;MASC;SG	N;NOM;SG
révolte	felkelés	révolte	felkelés	N;FEM;SG	N;NOM;SG
révolte	felkelés	révolte	felkelés	N;FEM;SG	N;NOM;SG
révolte	lázadás	révolte	lázadás	N;FEM;SG	N;NOM;SG
révolte	felkelés	révolte	felkelés	N;FEM;SG	N;NOM;SG
révolte	lázadás	révolte	lázadás	N;FEM;SG	N;NOM;SG
monnaie	pénz	monnaie	pénz	N;FEM;SG	N;NOM;SG
monnaie	pénzt	monnaie	pénz	N;FEM;SG	N;ACC;SG
monnaie	pénznem	monnaie	pénz	N;FEM;SG	N;NOM;SG
monnaie	valuta	monnaie	valuta	N;FEM;SG	N;NOM;SG
monnaie	fizetőeszköz	monnaie	fizetőeszköz	N;FEM;SG	N;NOM;SG
ascension	felemelkedés	ascension	felemelkedés	N;FEM;SG	N;NOM;SG
ascension	emelkedést	ascension	emelkedés	N;FEM;SG	N;ACC;SG
vendu	eladott	vendre	eladott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
vendu	elkelt	vendre	elkelt	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
dirigeants	kezelők	dirigeant	kezelő	N;MASC;PL	N;NOM;PL
dirigeants	vezetők	dirigeant	vezető	N;MASC;PL	N;NOM;PL
dirigeants	vezetői	dirigeant	vezető	N;MASC;PL	N;NOM;PL
dirigeants	vezetők	dirigeant	vezető	N;MASC;PL	N;NOM;PL
frontières	korlátok	frontière	korlát	N;FEM;PL	N;NOM;PL
frontières	határokat	frontière	határ	N;FEM;PL	N;ACC;PL
frontières	határok	frontière	határ	N;FEM;PL	N;NOM;PL
frontières	határokon	frontière	határ	N;FEM;PL	N;ON+ESS;PL
frontières	határok	frontière	határ	N;FEM;PL	N;NOM;PL
frontières	határok	frontière	határ	N;FEM;PL	N;NOM;PL
frontières	határokon	frontière	határ	N;FEM;PL	N;ON+ESS;PL
frontières	határokon	frontière	határ	N;FEM;PL	N;ON+ESS;PL
observatoire	obszervatórium	observatoire	obszervatórium	N;MASC;SG	N;NOM;SG
ailes	szárnyai	aile	szárnyai	N;FEM;PL	N;NOM;PL
ailes	szárnyakat	aile	szárny	N;FEM;PL	N;ACC;PL
ailes	szárnyak	aile	szárny	N;FEM;PL	N;NOM;PL
machines	gépek	machine	gép	N;FEM;PL	N;NOM;PL
machines	gépekkel	machine	gép	N;FEM;PL	N;INS;PL
machines	gépek	machine	gép	N;FEM;PL	N;NOM;PL
institution	intézmény	institution	intézmény	N;FEM;SG	N;NOM;SG
organisations	szervezetek	organisation	szervezet	N;FEM;PL	N;NOM;PL
organisations	szervezetek	organisation	szervezet	N;FEM;PL	N;NOM;PL
déclaré	bejelentett	déclarer	bejelent	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
présidentielle	elnöki	présidentiel	elnöki	ADJ;FEM;SG	ADJ;NOM;SG
compter	számolom	compter	számol	V;NFIN	V;DEF;IND;SG;1;PRS;FIN;ACT
compter	számol	compter	számol	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
compter	számít	compter	számít	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
normale	szokásos	normal	szokásos	ADJ;FEM;SG	ADJ;NOM;SG
résolution	állásfoglalás	résolution	állásfoglalás	N;FEM;SG	N;NOM;SG
résolution	határozat	résolution	határozat	N;FEM;SG	N;NOM;SG
résolution	felbontás	résolution	felbontás	N;FEM;SG	N;NOM;SG
pilotes	sofőrök	pilote	sofőr	N;MASC;PL	N;NOM;PL
pilotes	vezetők	pilote	vezető	N;MASC;PL	N;NOM;PL
pilotes	versenyzők	pilote	versenyző	N;MASC;PL	N;NOM;PL
pilotes	pilóták	pilote	piló	N;MASC;PL	N;NOM;PL
conquête	hódítás	conquête	hódítás	N;FEM;SG	N;NOM;SG
colonie	kolónia	colonie	kolónia	N;FEM;SG	N;NOM;SG
colonie	telep	colonie	telep	N;FEM;SG	N;NOM;SG
hélène	helen	hélène	hél	N;FEM;SG	N;NOM;SG
besoins	szükségletei	besoin	szükséglet	N;MASC;PL	N;NOM;PL
besoins	szükségletek	besoin	szükséglet	N;MASC;PL	N;NOM;PL
genres	műfajok	genre	műfaj	N;MASC;PL	N;NOM;PL
genres	nemzetségek	genre	nemzetség	N;MASC;PL	N;NOM;PL
inférieur	alacsonyabb	inférieur	alacsony	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
neige	hó	neige	hó	N;FEM;SG	N;NOM;SG
neige	hófehérke	neige	hófehérk	N;FEM;SG	N;NOM;SG
neige	havazás	neige	havazás	N;FEM;SG	N;NOM;SG
postes	bejegyzések	poste	bejegyzés	N;MASC;PL	N;NOM;PL
postes	hozzászólások	poste	hozzászólás	N;MASC;PL	N;NOM;PL
discussions	beszélgetések	discussion	beszélgetés	N;FEM;PL	N;NOM;PL
discussions	megbeszélések	discussion	megbeszélés	N;FEM;PL	N;NOM;PL
discussions	viták	discussion	vita	N;FEM;PL	N;NOM;PL
discussions	beszélgetések	discussion	beszélgetés	N;FEM;PL	N;NOM;PL
installer	telepíteni	installer	telepít	V;NFIN	V;NFIN;ACT
défaut	alapértelmezés	défaut	alapértelmezés	N;MASC;SG	N;NOM;SG
défaut	alapértelmezett	défaut	alapértelmezett	N;MASC;SG	N;ACC;SG
discipline	fegyelem	discipline	fegyelem	N;FEM;SG	N;NOM;SG
responsabilité	kötelezettség	responsabilité	kötelezettség	N;FEM;SG	N;NOM;SG
responsabilité	felelősség	responsabilité	felelősség	N;FEM;SG	N;NOM;SG
responsabilité	nyilatkozat	responsabilité	nyilatkozat	N;FEM;SG	N;NOM;SG
responsabilité	felelősséget	responsabilité	felelősség	N;FEM;SG	N;ACC;SG
responsabilité	felelősség	responsabilité	felelősség	N;FEM;SG	N;NOM;SG
paysage	díszlet	paysage	díszlet	N;MASC;SG	N;NOM;SG
paysage	táj	paysage	táj	N;MASC;SG	N;NOM;SG
paysage	táj	paysage	táj	N;MASC;SG	N;NOM;SG
poissons	halak	poisson	hal	N;MASC;PL	N;NOM;PL
poissons	halak	poisson	hal	N;MASC;PL	N;NOM;PL
couvent	kolostor	couvent	kolostor	N;MASC;SG	N;NOM;SG
couvent	zárda	couvent	zárda	N;MASC;SG	N;NOM;SG
violence	erőszak	violence	erősz	N;FEM;SG	N;NOM;SG
coût	költség	coût	költség	N;MASC;SG	N;NOM;SG
espoirs	reményeim	espoir	remény	N;MASC;PL	N;NOM;PL
comics	képregény	comics	képregény	N;MASC;SG	N;NOM;SG
bandes	bandák	bande	banda	N;FEM;PL	N;NOM;PL
bandes	szalagok	bande	szalag	N;FEM;PL	N;NOM;PL
bandes	felvételeket	bande	felvétel	N;FEM;PL	N;ACC;PL
bandes	szalagok	bande	szalag	N;FEM;PL	N;NOM;PL
cellules	sejtek	cellule	sej	N;FEM;PL	N;NOM;PL
cellules	cellák	cellule	cellák	N;FEM;PL	N;NOM;PL
fosse	árok	fosse	ár	N;FEM;SG	N;NOM;SG
fosse	gödör	fosse	gödör	N;FEM;SG	N;NOM;SG
costumes	jelmezek	costume	jelem	N;MASC;PL	N;NOM;PL
espoir	remény	espoir	remény	N;MASC;SG	N;NOM;SG
jardins	kertek	jardin	ker	N;MASC;PL	N;NOM;PL
détails	részletek	détail	részlet	N;MASC;PL	N;NOM;PL
détails	részleteket	détail	részlet	N;MASC;PL	N;ACC;PL
déclaration	nyilatkozat	déclaration	nyilatkozat	N;FEM;SG	N;NOM;SG
déclaration	nyilatkozata	déclaration	nyilatkozat	N;FEM;SG	N;NOM;SG
déclaration	kimutatás	déclaration	kimutatás	N;FEM;SG	N;NOM;SG
déclaration	állítás	déclaration	állítás	N;FEM;SG	N;NOM;SG
déclaration	kijelentés	déclaration	kijelentés	N;FEM;SG	N;NOM;SG
déclaration	nyilatkozat	déclaration	nyilatkozat	N;FEM;SG	N;NOM;SG
déclaration	nyilatkozata	déclaration	nyilatkozat	N;FEM;SG	N;NOM;SG
colonne	oszlop	colonne	oszlop	N;FEM;SG	N;NOM;SG
populaires	népszerűek	populaire	népszerű	ADJ;MASC;PL	ADJ;NOM;PL
fêtes	fesztiválok	fête	fesztivál	N;FEM;PL	N;NOM;PL
gagner	nyerni	gagner	nyer	V;NFIN	V;NFIN;ACT
gagner	nyerj	gagner	nyerj	V;NFIN	V;DEF;IND;SG;3;PRS;FIN;ACT
invité	meghívott	inviter	meghívott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
affiche	plakát	affiche	plakát	N;FEM;SG	N;NOM;SG
affiche	poszter	affiche	poszter	N;FEM;SG	N;NOM;SG
affiche	kijelző	affiche	kijelző	N;FEM;SG	N;NOM;SG
affiche	megjelenítés	affiche	megjelenítés	N;FEM;SG	N;NOM;SG
affiche	megjelenítési	affiche	megjelenítési	N;FEM;SG	N;NOM;SG
outil	szerszám	outil	szerszám	N;MASC;SG	N;NOM;SG
outil	eszköz	outil	eszköz	N;MASC;SG	N;NOM;SG
inventaire	leltár	inventaire	leltár	N;MASC;SG	N;NOM;SG
inventaire	készlet	inventaire	készlet	N;MASC;SG	N;NOM;SG
seigneurs	urak	seigneur	úr	N;MASC;PL	N;NOM;PL
violon	hegedű	violon	hegedű	N;MASC;SG	N;NOM;SG
effectué	végrehajtott	effectuer	végrehajt	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
effectué	elvégzett	effectuer	elvégzett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
élevée	emelkedett	élever	emelkedik	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
élevée	megemelkedett	élever	megemelkedik	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
élevage	tenyésztés	élevage	tenyésztés	N;MASC;SG	N;NOM;SG
traditionnelle	tradicionális	traditionnel	tradicionális	ADJ;FEM;SG	ADJ;NOM;SG
remplacement	csere	remplacement	csere	N;MASC;SG	N;NOM;SG
remplacement	cseréje	remplacement	csere	N;MASC;SG	N;NOM;SG
battu	legyőzni	battre	legyőz	V;MASC;SG;PST;V.PTCP	V;NFIN;ACT
battu	legyőzte	battre	legyőz	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
battu	legyőzött	battre	legyőz	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
envoie	küld	envoyer	küld	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
envoie	küldi	envoyer	küld	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
envoie	küld	envoyer	küld	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
envoie	küldeni	envoyer	küld	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
réduit	csökkent	réduire	csökken	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
réduit	csökkentett	réduire	csökkent	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
traces	nyomokban	trace	nyom	N;FEM;PL	N;IN+ESS;PL
war	háború	war	háború	N;SG	N;NOM;SG
égalité	egyenlőséget	égalité	egyenlőség	N;FEM;SG	N;ACC;SG
égalité	egyenlőség	égalité	egyenlőség	N;FEM;SG	N;NOM;SG
égalité	részvény	égalité	részvény	N;FEM;SG	N;NOM;SG
égalité	tőke	égalité	tőke	N;FEM;SG	N;NOM;SG
expliquer	elmagyarázni	expliquer	elmagyaráz	V;NFIN	V;NFIN;ACT
juridique	jogi	juridique	jogi	ADJ;MASC;SG	ADJ;NOM;SG
juridique	törvényes	juridique	törvényes	ADJ;MASC;SG	ADJ;NOM;SG
coalition	koalíció	coalition	koalíció	N;FEM;SG	N;NOM;SG
intérêts	kamatok	intérêt	kamat	N;MASC;PL	N;NOM;PL
municipale	önkormányzati	municipal	önkormányzati	ADJ;FEM;SG	ADJ;NOM;SG
inspecteur	nyomozó	inspecteur	nyomozó	N;MASC;SG	N;NOM;SG
inspecteur	detektív	inspecteur	detektív	N;MASC;SG	N;NOM;SG
inspecteur	felügyelő	inspecteur	felügyelő	N;MASC;SG	N;NOM;SG
inspecteur	ellenőr	inspecteur	ellenőr	N;MASC;SG	N;NOM;SG
marais	mocsár	marais	mocsár	N;MASC;SG	N;NOM;SG
marais	marais	marais	marais	N;MASC;SG	N;NOM;SG
marais	mocsár	marais	mocsár	N;MASC;SG	N;NOM;SG
moines	szerzetesek	moine	szerzetes	N;MASC;PL	N;NOM;PL
chimie	kémia	chimie	kémia	N;FEM;SG	N;NOM;SG
prenant	szed	prendre	szed	V;PRS;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
poisson	hal	poisson	hal	N;MASC;SG	N;NOM;SG
poisson	halat	poisson	hal	N;MASC;SG	N;ACC;SG
fruits	gyümölcsök	fruit	gyümölcs	N;MASC;PL	N;NOM;PL
fruits	gyümölcsök	fruit	gyümölcs	N;MASC;PL	N;NOM;PL
passion	szenvedély	passion	szenvedély	N;FEM;SG	N;NOM;SG
chercheurs	kutatói	chercheur	kutató	N;MASC;PL	N;NOM;PL
chercheurs	kutatók	chercheur	kutató	N;MASC;PL	N;NOM;PL
secours	mentés	secours	mentés	N;MASC;SG	N;NOM;SG
chat	társalgás	chat	társalgás	N;MASC;SG	N;NOM;SG
chat	beszélgetés	chat	beszélgetés	N;MASC;SG	N;NOM;SG
chat	csevegés	chat	csevegés	N;MASC;SG	N;NOM;SG
chat	cica	chat	cica	N;MASC;SG	N;NOM;SG
chat	macska	chat	macska	N;MASC;SG	N;NOM;SG
stratégie	stratégia	stratégie	stratégia	N;FEM;SG	N;NOM;SG
stratégie	stratégiát	stratégie	stratégia	N;FEM;SG	N;ACC;SG
retrait	zsugorodás	retrait	zsugorodás	N;MASC;SG	N;NOM;SG
retrait	visszavonásáról	retrait	visszavonás	N;MASC;SG	N;SG
retrait	visszavonás	retrait	visszavonás	N;MASC;SG	N;NOM;SG
retrait	visszavonása	retrait	visszavonás	N;MASC;SG	N;NOM;SG
coopération	együttműködés	coopération	együttműködés	N;FEM;SG	N;NOM;SG
archipel	szigetcsoport	archipel	szigetcsoport	N;MASC;SG	N;NOM;SG
compagnies	vállalatok	compagnie	vállalat	N;FEM;PL	N;NOM;PL
compagnies	társaságok	compagnie	társaság	N;FEM;PL	N;NOM;PL
compagnies	cégek	compagnie	cég	N;FEM;PL	N;NOM;PL
compagnies	vállalkozások	compagnie	vállalkozás	N;FEM;PL	N;NOM;PL
âme	lélek	âme	lélek	N;FEM;SG	N;NOM;SG
âme	lelkem	âme	lelk	N;FEM;SG	N;NOM;SG
bloc	blokk	bloc	blokk	N;MASC;SG	N;NOM;SG
méditerranée	méditerranée	méditerranée	méditerrane	N;FEM;SG	N;NOM;SG
visiteurs	látogatói	visiteur	látogató	N;MASC;PL	N;NOM;PL
clan	klán	clan	klán	N;MASC;SG	N;NOM;SG
répond	reagál	répondre	reagál	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
capital	főváros	capital	főváros	N;MASC;SG	N;NOM;SG
capital	tőke	capital	tőke	N;MASC;SG	N;NOM;SG
surnom	becenév	surnom	becenév	N;MASC;SG	N;NOM;SG
surnom	beceneve	surnom	becenev	N;MASC;SG	N;NOM;SG
express	expressz	express	expressz	N;MASC;SG	N;NOM;SG
veux	akarsz	vouloir	akarsz	V;IND;SG;1;PRS;FIN	V;INDF;IND;SG;1;PRS;FIN;ACT
veux	akarod	vouloir	akarod	V;IND;SG;1;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
veux	akarom	vouloir	akarom	V;IND;SG;1;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
électricité	elektromosság	électricité	elektromosság	N;FEM;SG	N;NOM;SG
électricité	villamosenergia	électricité	villamosenergia	N;FEM;SG	N;NOM;SG
différent	eltérő	différent	eltérő	ADJ;MASC;SG	ADJ;NOM;SG
découvrir	felfedezni	découvrir	felfedez	V;NFIN	V;NFIN;ACT
découvrir	felfedezni	découvrir	felfedez	V;NFIN	V;NFIN;ACT
changements	módosítások	changement	módosítás	N;MASC;PL	N;NOM;PL
changements	változtatások	changement	változtatás	N;MASC;PL	N;NOM;PL
changements	változások	changement	változás	N;MASC;PL	N;NOM;PL
changements	változások	changement	változás	N;MASC;PL	N;NOM;PL
croatie	horvátország	croatie	horvátország	N;FEM;SG	N;NOM;SG
ange	angyal	ange	angyal	N;MASC;SG	N;NOM;SG
ange	angyalka	ange	angyalk	N;MASC;SG	N;NOM;SG
chasseurs	vadászok	chasseur	vadász	N;MASC;PL	N;NOM;PL
opinion	véleményt	opinion	vélemény	N;FEM;SG	N;ACC;SG
classements	osztályozások	classement	osztályozás	N;MASC;PL	N;NOM;PL
récompenses	díjak	récompense	díj	N;FEM;PL	N;NOM;PL
conflits	konfliktusok	conflit	konfliktus	N;MASC;PL	N;NOM;PL
conflits	viták	conflit	vita	N;MASC;PL	N;NOM;PL
conflits	konfliktusok	conflit	konfliktus	N;MASC;PL	N;NOM;PL
transformation	feldolgozás	transformation	feldolgozás	N;FEM;SG	N;NOM;SG
transformation	átalakulás	transformation	átalakulás	N;FEM;SG	N;NOM;SG
transformation	átalakítás	transformation	átalakítás	N;FEM;SG	N;NOM;SG
transformation	átalakítás	transformation	átalakítás	N;FEM;SG	N;NOM;SG
remplace	helyettesíti	remplacer	helyettesít	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
remplace	helyettesíteni	remplacer	helyettesít	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
cultures	növények	culture	növény	N;FEM;PL	N;NOM;PL
cultures	kultúrák	culture	kultúra	N;FEM;PL	N;NOM;PL
étudier	tanulok	étudier	tanul	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
étudier	tanul	étudier	tanul	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
consacrée	megszentelt	consacrer	megszentelt	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
lundi	hétfőn	lundi	hétfő	N;MASC;SG	N;ON+ESS;SG
limitée	korlátolt	limiter	korlátolt	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
accessible	elérhető	accessible	elérhető	ADJ;MASC;SG	ADJ;NOM;SG
accessible	hozzáférhető	accessible	hozzáférhető	ADJ;MASC;SG	ADJ;NOM;SG
accessible	megközelíthető	accessible	megközelíthető	ADJ;MASC;SG	ADJ;NOM;SG
universités	egyetemek	université	egyetem	N;FEM;PL	N;NOM;PL
virginie	virginiában	virginie	virginia	N;FEM;SG	N;IN+ESS;SG
avantage	haszon	avantage	hasz	N;MASC;SG	N;NOM;SG
avantage	előny	avantage	előny	N;MASC;SG	N;NOM;SG
avantage	előny	avantage	előny	N;MASC;SG	N;NOM;SG
monts	hegyek	mont	hegy	N;MASC;PL	N;NOM;PL
appui	támogatás	appui	támogatás	N;MASC;SG	N;NOM;SG
appui	támogatást	appui	támogatás	N;MASC;SG	N;ACC;SG
engagé	felbérelt	engager	felbérel	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
engagé	lekötött	engager	leköt	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
engagé	elkövetett	engager	elkövetett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
engagé	elkötelezett	engager	elkötelezett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
objectifs	célkitűzések	objectif	célkitűzés	N;MASC;PL	N;NOM;PL
objectifs	célok	objectif	cél	N;MASC;PL	N;NOM;PL
objectifs	célkitűzések	objectif	célkitűzés	N;MASC;PL	N;NOM;PL
objectifs	célokat	objectif	cél	N;MASC;PL	N;ACC;PL
objectifs	célok	objectif	cél	N;MASC;PL	N;NOM;PL
métier	foglalkozása	métier	foglalkozás	N;MASC;SG	N;NOM;SG
métier	szakma	métier	szakma	N;MASC;SG	N;NOM;SG
métier	foglalkozás	métier	foglalkozás	N;MASC;SG	N;NOM;SG
soirée	buli	soirée	buli	N;FEM;SG	N;NOM;SG
soirée	estét	soirée	est	N;FEM;SG	N;ACC;SG
soirée	éjszaka	soirée	éjszaka	N;FEM;SG	N;NOM;SG
mélange	keverék	mélange	kevér	N;MASC;SG	N;NOM;SG
mélange	elegy	mélange	elegy	N;MASC;SG	N;NOM;SG
mélange	keverék	mélange	kevér	N;MASC;SG	N;NOM;SG
mélange	keverés	mélange	keverés	N;MASC;SG	N;NOM;SG
mélange	keverék	mélange	kevér	N;MASC;SG	N;NOM;SG
mine	enyém	mine	enyém	N;FEM;SG	N;NOM;SG
acquis	megszerezte	acquérir	megszerez	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
acquis	beszerzett	acquérir	beszerzett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
acquis	szerzett	acquérir	szerzett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
acquis	megszerzett	acquérir	megszerzett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
disques	lemezek	disque	lemez	N;MASC;PL	N;NOM;PL
disques	lemezek	disque	lemez	N;MASC;PL	N;NOM;PL
représentent	képviselni	représenter	képvisel	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
qualifié	szakképzett	qualifier	szakképzett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
qualifié	képzett	qualifier	képzett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
qualifié	minősített	qualifier	minősít	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
qualifié	képzett	qualifier	képzett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
qualifié	képesített	qualifier	képesít	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
introduit	bevezetett	introduire	bevezetett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
introduit	bemutatott	introduire	bemutatott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
caractéristique	jellemző	caractéristique	jellemző	ADJ;FEM;SG	ADJ;NOM;SG
nba	nba	nba	nb	N;MASC;SG	N;NOM;SG
communautaire	közösségi	communautaire	közösségi	ADJ;MASC;SG	ADJ;NOM;SG
guitariste	gitáros	guitariste	gitáros	N;MASC;SG	N;NOM;SG
évêques	püspökök	évêque	püspök	N;MASC;PL	N;NOM;PL
défendre	megvédeni	défendre	megvéd	V;NFIN	V;NFIN;ACT
conséquences	következmények	conséquence	következmény	N;FEM;PL	N;NOM;PL
conséquences	következményei	conséquence	következmény	N;FEM;PL	N;NOM;PL
recevoir	kapni	recevoir	kap	V;NFIN	V;NFIN;ACT
performances	előadások	performance	előadás	N;FEM;PL	N;NOM;PL
pianiste	zongorista	pianiste	zongorista	N;MASC;SG	N;NOM;SG
étrangère	külföldi	étranger	külföldi	ADJ;FEM;SG	ADJ;NOM;SG
musées	múzeumok	musée	múzeum	N;MASC;PL	N;NOM;PL
réussi	sikerült	réussir	sikerül	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
antiquité	ókor	antiquité	ókor	N;FEM;SG	N;NOM;SG
produite	termelt	produire	termelt	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
produite	gyártott	produire	gyárt	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
produite	előállított	produire	előállított	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
doctorat	doktori	doctorat	doktori	N;MASC;SG	N;NOM;SG
doctorat	doktori	doctorat	doktori	N;MASC;SG	N;NOM;SG
doctorat	doktori	doctorat	doktori	N;MASC;SG	N;NOM;SG
doctorat	phd	doctorat	phd	N;MASC;SG	N;NOM;SG
vestiges	ereklyéket	vestige	ereklyék	N;MASC;PL	N;ACC;PL
calcul	számítási	calcul	számítási	N;MASC;SG	N;NOM;SG
calcul	számítás	calcul	számítás	N;MASC;SG	N;NOM;SG
calcul	számítás	calcul	számítás	N;MASC;SG	N;NOM;SG
