categoría	類別	categoría	類別	N;FEM;SG	N
leche	乳	leche	乳	N;FEM;SG	N
leche	牛奶	leche	牛奶	N;FEM;SG	N
leche	奶	leche	奶	N;FEM;SG	N
sociedades	社會	sociedad	社會	N;FEM;PL	N
pagar	付費	pagar	付費	V;NFIN	V
pagar	付款	pagar	付款	V;NFIN	V
pagar	支付	pagar	支付	V;NFIN	V
teorías	理論	teoría	理論	N;FEM;PL	N
puertos	港口	puerto	港口	N;MASC;PL	N
puertos	埠	puerto	埠	N;MASC;PL	N
puertos	港口	puerto	港口	N;MASC;PL	N
salta	跳	salta	跳		
ribera	河濱	ribera	河濱	N;FEM;SG	N
ribera	河岸	ribera	河岸	N;FEM;SG	N
tormenta	暴風	tormenta	暴風	N;FEM;SG	N
tormenta	風暴	tormenta	風暴	N;FEM;SG	N
tormenta	暴風	tormenta	暴風	N;FEM;SG	N
genera	生成	generar	生成	V;IND;SG;3;PRS;FIN	V
genera	生成	generar	生成	V;IND;SG;3;PRS;FIN	V
rebeldes	叛亂	rebelde	叛亂	N;PL	N
rebeldes	叛亂	rebelde	叛亂	N;PL	N
rebeldes	叛軍	rebelde	叛軍	N;PL	N
rebeldes	叛亂	rebelde	叛亂	N;PL	N
rebeldes	叛軍	rebelde	叛軍	N;PL	N
visitantes	遊客	visitante	遊客	N;PL	N
visitantes	訪客	visitante	訪客	N;PL	N
visitantes	訪客	visitante	訪客	N;PL	N
ropa	服裝	ropa	服裝	N;FEM;SG	N
ropa	衣物	ropa	衣物	N;FEM;SG	N
ropa	衣服	ropa	衣服	N;FEM;SG	N
ropa	服裝	ropa	服裝	N;FEM;SG	N
ropa	服飾	ropa	服飾	N;FEM;SG	N
ropa	服裝	ropa	服裝	N;FEM;SG	N
ropa	衣物	ropa	衣物	N;FEM;SG	N
ropa	衣服	ropa	衣服	N;FEM;SG	N
máquinas	機械	máquina	機械	N;FEM;PL	N
máquinas	機器	máquina	機器	N;FEM;PL	N
acabar	完成	acabar	完成	V;NFIN	V
síndrome	症候	síndrome	症候	N;MASC;SG	N
soledad	寂寞	soledad	寂寞	N;FEM;SG	N
soledad	孤獨	soledad	孤獨	N;FEM;SG	N
soledad	孤單	soledad	孤單	N;FEM;SG	N
soledad	寂寞	soledad	寂寞	N;FEM;SG	N
soledad	孤獨	soledad	孤獨	N;FEM;SG	N
tiendas	購物	tienda	購物	N;FEM;PL	N
tiendas	店鋪	tienda	店鋪	N;FEM;PL	N
tiendas	商店	tienda	商店	N;FEM;PL	N
tiendas	帳篷	tienda	帳篷	N;FEM;PL	N
premier	總理	premier	總理	N;MASC;SG	N
cuello	脖子	cuello	脖子	N;MASC;SG	N
cuello	頸	cuello	頸	N;MASC;SG	N
cuello	頸部	cuello	頸部	N;MASC;SG	N
cuello	項圈	cuello	項圈	N;MASC;SG	N
compromiso	妥協	compromiso	妥協	N;MASC;SG	N
compromiso	折衷	compromiso	折衷	N;MASC;SG	N
consecuencias	後果	consecuencia	後果	N;FEM;PL	N
ranking	名次	ranking	名次	N;MASC;SG	N
abuelo	爺爺	abuelo	爺爺	N;MASC;SG	N
abuelo	祖父	abuelo	祖父	N;MASC;SG	N
quizá	或	quizá	或	ADV	ADV
quizá	或	quizá	或	ADV	ADV
quizá	也	quizá	也	ADV	ADV
novia	女友	novia	女友	N;FEM;SG	N
novia	女	novia	女	N;FEM;SG	N
utilización	用法	utilización	用法	N;FEM;SG	N
utilización	用量	utilización	用量	N;FEM;SG	N
heridos	傷	herido	傷	N;MASC;PL	N
heridos	負傷	herido	負傷	N;MASC;PL	N
activos	活躍	activo	活躍	N;MASC;PL	N
activos	資產	activo	資產	N;MASC;PL	N
activos	資產	activo	資產	N;MASC;PL	N
viva	活	viva	活	N;FEM;SG	N
quince	十五	quince	十五	NUM;PL	NUM
minerales	礦	mineral	礦	N;PL	N
minerales	礦物	mineral	礦物	N;PL	N
minerales	礦	mineral	礦	N;PL	N
minerales	礦	mineral	礦	N;PL	N
minerales	礦物	mineral	礦物	N;PL	N
minerales	礦	mineral	礦	N;PL	N
miedo	可怕	miedo	可怕	N;MASC;SG	N
miedo	恐懼	miedo	恐懼	N;MASC;SG	N
vapor	蒸氣	vapor	蒸氣	N;MASC;SG	N
vapor	蒸氣	vapor	蒸氣	N;MASC;SG	N
vapor	蒸汽	vapor	蒸汽	N;MASC;SG	N
vapor	蒸氣	vapor	蒸氣	N;MASC;SG	N
vapor	蒸汽	vapor	蒸汽	N;MASC;SG	N
servir	服務	servir	服務	V;NFIN	V
servir	發球	servir	發球	V;NFIN	V
death	死神	death	死神	N	N
alimentación	糧食	alimentación	糧食	N;FEM;SG	N
alimentación	食品	alimentación	食品	N;FEM;SG	N
alimentación	食物	alimentación	食物	N;FEM;SG	N
alimentación	動態	alimentación	動態	N;FEM;SG	N
alimentación	飼料	alimentación	飼料	N;FEM;SG	N
promover	推廣	promover	推廣	V;NFIN	V
aprobación	核	aprobación	核	N;FEM;SG	N
luchar	打	luchar	打	V;NFIN	V
navegación	航行	navegación	航行	N;FEM;SG	N
navegación	帆船	navegación	帆船	N;FEM;SG	N
navegación	航海	navegación	航海	N;FEM;SG	N
navegación	航行	navegación	航行	N;FEM;SG	N
navegación	導航	navegación	導航	N;FEM;SG	N
resolver	解決	resolver	解決	V;NFIN	V
resolver	解決	resolver	解決	V;NFIN	V
cuentas	珠	cuenta	珠	N;FEM;PL	N
cuentas	決算	cuenta	決算	N;FEM;PL	N
lluvia	雨	lluvia	雨	N;FEM;SG	N
lluvia	下雨	lluvia	下雨	N;FEM;SG	N
lluvia	雨水	lluvia	雨水	N;FEM;SG	N
tradiciones	傳統	tradición	傳統	N;FEM;PL	N
tradiciones	傳統	tradición	傳統	N;FEM;PL	N
académicos	學術	académico	學術	N;MASC;PL	N
académicos	學者	académico	學者	N;MASC;PL	N
académicos	學者	académico	學者	N;MASC;PL	N
dispositivos	裝置	dispositivo	裝置	N;MASC;PL	N
dispositivos	裝置	dispositivo	裝置	N;MASC;PL	N
marcador	書籤	marcador	書籤	N;MASC;SG	N
marcador	標記	marcador	標記	N;MASC;SG	N
crucero	巡航	crucero	巡航	N;MASC;SG	N
crucero	巡洋	crucero	巡洋	N;MASC;SG	N
crucero	巡航	crucero	巡航	N;MASC;SG	N
crucero	郵輪	crucero	郵輪	N;MASC;SG	N
apariciones	外表	aparición	外表	N;FEM;PL	N
apariciones	表象	aparición	表象	N;FEM;PL	N
pesos	重量	peso	重量	N;MASC;PL	N
ocupar	佔據	ocupar	佔據	V;NFIN	V
ocupar	佔用	ocupar	佔用	V;NFIN	V
ocupar	佔領	ocupar	佔領	V;NFIN	V
directora	主任	directora	主任	N;FEM;SG	N
directora	司長	directora	司長	N;FEM;SG	N
road	公路	road	公路	N;MASC	N
road	道路	road	道路	N;MASC	N
road	路	road	路	N;MASC	N
coste	費用	coste	費用	N;MASC;SG	N
coste	成本	coste	成本	N;MASC;SG	N
coste	費用	coste	費用	N;MASC;SG	N
coste	成本	coste	成本	N;MASC;SG	N
realizando	表演	realizar	表演	V;V.MSDR	V
polo	竿	polo	竿	N;MASC;SG	N
polo	鋼管	polo	鋼管	N;MASC;SG	N
medias	絲襪	medias	絲襪	N;FEM;PL	N
medias	絲襪	medias	絲襪	N;FEM;PL	N
medias	褲襪	medias	褲襪	N;FEM;PL	N
medias	絲襪	medias	絲襪	N;FEM;PL	N
medias	襪	medias	襪	N;FEM;PL	N
medias	襪子	medias	襪子	N;FEM;PL	N
proteínas	蛋白質	proteína	蛋白質	N;FEM;PL	N
proteínas	蛋白	proteína	蛋白	N;FEM;PL	N
proteínas	蛋白質	proteína	蛋白質	N;FEM;PL	N
proteínas	蛋白	proteína	蛋白	N;FEM;PL	N
depresión	抑鬱	depresión	抑鬱	N;FEM;SG	N
depresión	沮喪	depresión	沮喪	N;FEM;SG	N
clientes	客戶	cliente	客戶	N;PL	N
clientes	顧客	cliente	顧客	N;PL	N
clientes	客戶	cliente	客戶	N;PL	N
clientes	顧客	cliente	顧客	N;PL	N
clientes	客戶	cliente	客戶	N;PL	N
clientes	客戶	cliente	客戶	N;PL	N
barra	酒吧	barra	酒吧	N;FEM;SG	N
destruir	消滅	destruir	消滅	V;NFIN	V
destruir	摧毀	destruir	摧毀	V;NFIN	V
mente	頭腦	mente	頭腦	N;FEM;SG	N
mente	心靈	mente	心靈	N;FEM;SG	N
limitada	有限	limitado	有限	ADJ;FEM;SG;V.PTCP	ADJ
tus	你	tu	你	PRO;SG;2	PRO;2
relatos	故事	relato	故事	N;MASC;PL	N
relatos	動態	relato	動態	N;MASC;PL	N
relatos	決算	relato	決算	N;MASC;PL	N
tribus	部族	tribu	部族	N;FEM;PL	N
tribus	部落	tribu	部落	N;FEM;PL	N
cientos	成百	ciento	成百	NUM;PL	NUM
cientos	數百	ciento	數百	NUM;PL	NUM
teclados	鍵盤	teclado	鍵盤	N;MASC;PL	N
teclados	鍵盤	teclado	鍵盤	N;MASC;PL	N
union	聯盟	union	聯盟	N;SG	N
union	工會	union	工會	N;SG	N
invitados	賓	invitado	賓	N;MASC;PL	N
invitados	來賓	invitado	來賓	N;MASC;PL	N
invitados	客人	invitado	客人	N;MASC;PL	N
invitados	賓	invitado	賓	N;MASC;PL	N
invitados	來賓	invitado	來賓	N;MASC;PL	N
invitados	客人	invitado	客人	N;MASC;PL	N
carbono	碳	carbono	碳	N;MASC;SG	N
carbono	炭	carbono	炭	N;MASC;SG	N
wild	狂	wild	狂	N	N
wild	野性	wild	野性	N	N
wild	野生	wild	野生	N	N
plazas	地方	plaza	地方	N;FEM;PL	N
plazas	地點	plaza	地點	N;FEM;PL	N
plazas	方塊	plaza	方塊	N;FEM;PL	N
techo	屋頂	techo	屋頂	N;MASC;SG	N
incendio	消防	incendio	消防	N;MASC;SG	N
incendio	火	incendio	火	N;MASC;SG	N
incendio	火災	incendio	火災	N;MASC;SG	N
cuestiones	問題	cuestión	問題	N;FEM;PL	N
culturas	文化	cultura	文化	N;FEM;PL	N
costumbres	習性	costumbre	習性	N;FEM;PL	N
costumbres	習慣	costumbre	習慣	N;FEM;PL	N
costumbres	海關	costumbre	海關	N;FEM;PL	N
costumbres	關稅	costumbre	關稅	N;FEM;PL	N
riqueza	財富	riqueza	財富	N;FEM;SG	N
riqueza	財富	riqueza	財富	N;FEM;SG	N
altar	祭壇	altar	祭壇	N;MASC;SG	N
altar	壇	altar	壇	N;MASC;SG	N
triple	三	triple	三	NUM	NUM
hogares	住家	hogar	住家	N;MASC;PL	N
hogares	住戶	hogar	住戶	N;MASC;PL	N
dispositivo	裝置	dispositivo	裝置	N;MASC;SG	N
frutos	果實	fruto	果實	N;MASC;PL	N
frutos	水果	fruto	水果	N;MASC;PL	N
frutos	果	fruto	果	N;MASC;PL	N
frutos	果實	fruto	果實	N;MASC;PL	N
frutos	水果	fruto	水果	N;MASC;PL	N
silla	椅	silla	椅	N;FEM;SG	N
silla	椅子	silla	椅子	N;FEM;SG	N
informática	電腦	informática	電腦	N;FEM;SG	N
informática	電子	informática	電子	N;FEM;SG	N
informática	電腦	informática	電腦	N;FEM;SG	N
fronteras	邊界	frontera	邊界	N;FEM;PL	N
fronteras	界	frontera	界	N;FEM;PL	N
fronteras	界	frontera	界	N;FEM;PL	N
fronteras	邊界	frontera	邊界	N;FEM;PL	N
fronteras	邊框	frontera	邊框	N;FEM;PL	N
fronteras	邊境	frontera	邊境	N;FEM;PL	N
fronteras	邊界	frontera	邊界	N;FEM;PL	N
fronteras	邊框	frontera	邊框	N;FEM;PL	N
fronteras	邊境	frontera	邊境	N;FEM;PL	N
fronteras	邊疆	frontera	邊疆	N;FEM;PL	N
construcciones	施工	construcción	施工	N;FEM;PL	N
construcciones	建築	construcción	建築	N;FEM;PL	N
construcciones	建築	construcción	建築	N;FEM;PL	N
maíz	玉米	maíz	玉米	N;MASC;SG	N
system	系統	system	系統	N	N
gato	貓咪	gato	貓咪	N;MASC;SG	N
gato	貓	gato	貓	N;MASC;SG	N
azúcar	食糖	azúcar	食糖	N;MASC;SG	N
azúcar	糖業	azúcar	糖業	N;MASC;SG	N
azúcar	糖	azúcar	糖	N;MASC;SG	N
defunción	死神	defunción	死神	N;FEM;SG	N
lesión	損傷	lesión	損傷	N;FEM;SG	N
sonidos	噪音	sonido	噪音	N;MASC;PL	N
salvar	救助	salvar	救助	V;NFIN	V
salvar	搶救	salvar	搶救	V;NFIN	V
salvar	打撈	salvar	打撈	V;NFIN	V
individuo	個人	individuo	個人	N;MASC;SG	N
individuo	個別	individuo	個別	N;MASC;SG	N
individuo	個	individuo	個	N;MASC;SG	N
siente	感受	sentir	感受	V;IND;SG;3;PRS;FIN	V
giro	扭	giro	扭	N;MASC;SG	N
giro	扭曲	giro	扭曲	N;MASC;SG	N
men	男性	men	男性	N	N
men	男人	men	男人	N	N
men	男子	men	男子	N	N
crimen	犯罪	crimen	犯罪	N;MASC;SG	N
esclavos	奴隸	esclavo	奴隸	N;MASC;PL	N
comics	漫畫	comics	漫畫	N;MASC;PL	N
abrir	營業	abrir	營業	V;NFIN	V
abrir	開啟	abrir	開啟	V;NFIN	V
abrir	開放	abrir	開放	V;NFIN	V
abrir	開局	abrir	開局	V;NFIN	V
abrir	開幕	abrir	開幕	V;NFIN	V
interpreta	詮釋	interpretar	詮釋	V;IND;SG;3;PRS;FIN	V
band	樂團	band	樂團	N;SG	N
band	樂隊	band	樂隊	N;SG	N
album	相簿	album	相簿	N;MASC;SG	N
album	專輯	album	專輯	N;MASC;SG	N
automóviles	車	automóvil	車	N;MASC;PL	N
automóviles	汽車	automóvil	汽車	N;MASC;PL	N
sábado	星期	sábado	星期	N	N
sábado	週六	sábado	週六	N	N
cuartel	營房	cuartel	營房	N;MASC;SG	N
cuartel	軍營	cuartel	軍營	N;MASC;SG	N
cuartel	兵營	cuartel	兵營	N;MASC;SG	N
cuartel	總部	cuartel	總部	N;MASC;SG	N
héroes	英雄	héroe	英雄	N;MASC;PL	N
network	網路	network	網路	N;SG	N
network	網	network	網	N;SG	N
perspectiva	展望	perspectiva	展望	N;FEM;SG	N
perspectiva	透視	perspectiva	透視	N;FEM;SG	N
perspectiva	視角	perspectiva	視角	N;FEM;SG	N
perspectiva	視角	perspectiva	視角	N;FEM;SG	N
perspectiva	觀點	perspectiva	觀點	N;FEM;SG	N
cuevas	洞穴	cueva	洞穴	N;FEM;PL	N
cuevas	山洞	cueva	山洞	N;FEM;PL	N
decoración	裝飾	decoración	裝飾	N;FEM;SG	N
decoración	裝飾	decoración	裝飾	N;FEM;SG	N
decoración	裝飾	decoración	裝飾	N;FEM;SG	N
decoración	裝潢	decoración	裝潢	N;FEM;SG	N
decoración	裝飾	decoración	裝飾	N;FEM;SG	N
gama	山脈	gama	山脈	N;FEM;SG	N
gama	範圍	gama	範圍	N;FEM;SG	N
gama	射程	gama	射程	N;FEM;SG	N
foro	論壇	foro	論壇	N;MASC;SG	N
copia	拷貝	copia	拷貝	N;FEM;SG	N
muros	牆壁	muro	牆壁	N;MASC;PL	N
muros	城牆	muro	城牆	N;MASC;PL	N
muros	牆	muro	牆	N;MASC;PL	N
sands	金砂	sands	金砂	N;MASC	N
costo	費用	costo	費用	N;MASC;SG	N
costo	成本	costo	成本	N;MASC;SG	N
costo	費用	costo	費用	N;MASC;SG	N
costo	成本	costo	成本	N;MASC;SG	N
extinción	絕種	extinción	絕種	N;FEM;SG	N
nativos	原生	nativo	原生	N;MASC;PL	N
conferencias	講課	conferencia	講課	N;FEM;PL	N
conferencias	演講	conferencia	演講	N;FEM;PL	N
ajedrez	象棋	ajedrez	象棋	N;MASC;SG	N
ajedrez	西洋	ajedrez	西洋	N;MASC;SG	N
habitación	房間	habitación	房間	N;FEM;SG	N
habitación	房	habitación	房	N;FEM;SG	N
habitación	客房	habitación	客房	N;FEM;SG	N
habitación	房間	habitación	房間	N;FEM;SG	N
señales	訊號	señal	訊號	N;FEM;PL	N
señales	跡象	señal	跡象	N;FEM;PL	N
señales	標誌	señal	標誌	N;FEM;PL	N
tensión	電壓	tensión	電壓	N;FEM;SG	N
conciencia	良知	conciencia	良知	N;FEM;SG	N
conciencia	良心	conciencia	良心	N;FEM;SG	N
conciencia	知覺	conciencia	知覺	N;FEM;SG	N
conciencia	意識	conciencia	意識	N;FEM;SG	N
seminario	神學	seminario	神學	N;MASC;SG	N
técnicos	技術	técnico	技術	N;MASC;PL	N
palmas	手心	palma	手心	N;FEM;PL	N
palmas	棕櫚	palma	棕櫚	N;FEM;PL	N
palmas	手掌	palma	手掌	N;FEM;PL	N
órganos	器官	órgano	器官	N;MASC;PL	N
órganos	器官	órgano	器官	N;MASC;PL	N
órganos	風琴	órgano	風琴	N;MASC;PL	N
entradas	票	entrada	票	N;FEM;PL	N
entradas	門票	entrada	門票	N;FEM;PL	N
entradas	車票	entrada	車票	N;FEM;PL	N
entradas	票券	entrada	票券	N;FEM;PL	N
entradas	條目	entrada	條目	N;FEM;PL	N
pelo	頭髮	pelo	頭髮	N;MASC;SG	N
pelo	髮型	pelo	髮型	N;MASC;SG	N
pelo	發	pelo	發	N;MASC;SG	N
estatus	狀況	estatus	狀況	N;MASC	N
estatus	狀態	estatus	狀態	N;MASC	N
estatus	現況	estatus	現況	N;MASC	N
seco	乾燥	seco	乾燥	ADJ;MASC;SG	ADJ
residentes	居民	residente	居民	N;PL	N
conservador	保守	conservador	保守	ADJ;MASC;SG	ADJ
conservador	保守	conservador	保守	ADJ;MASC;SG	ADJ
rueda	輪	rueda	輪	N;FEM;SG	N
rueda	車輪	rueda	車輪	N;FEM;SG	N
valles	山谷	valle	山谷	N;MASC;PL	N
completar	完成	completar	完成	V;NFIN	V
pacto	協約	pacto	協約	N;MASC;SG	N
pacto	緊湊	pacto	緊湊	N;MASC;SG	N
pacto	契約	pacto	契約	N;MASC;SG	N
pacto	協約	pacto	協約	N;MASC;SG	N
llamar	致電	llamar	致電	V;NFIN	V
llamar	打電	llamar	打電	V;NFIN	V
llamar	呼叫	llamar	呼叫	V;NFIN	V
llamar	呼叫	llamar	呼叫	V;NFIN	V
opiniones	審查	opinión	審查	N;FEM;PL	N
opiniones	意見	opinión	意見	N;FEM;PL	N
brazos	軍	brazo	軍	N;MASC;PL	N
consejero	顧問	consejero	顧問	N;MASC;SG	N
cámaras	凸輪	cámara	凸輪	N;FEM;PL	N
cámaras	鏡頭	cámara	鏡頭	N;FEM;PL	N
cámaras	相機	cámara	相機	N;FEM;PL	N
cámaras	相機	cámara	相機	N;FEM;PL	N
website	網站	website	網站	N;MASC;SG	N
website	網頁	website	網頁	N;MASC;SG	N
interpretar	詮釋	interpretar	詮釋	V;NFIN	V
autopista	公路	autopista	公路	N;FEM;SG	N
arts	藝術	arts	藝術	N	N
clan	氏族	clan	氏族	N;MASC;SG	N
clan	部族	clan	部族	N;MASC;SG	N
clan	氏	clan	氏	N;MASC;SG	N
historial	歷史	historial	歷史	N;MASC;SG	N
impuestos	稅	impuesto	稅	N;MASC;PL	N
impuestos	稅務	impuesto	稅務	N;MASC;PL	N
impuestos	稅務	impuesto	稅務	N;MASC;PL	N
impuestos	稅	impuesto	稅	N;MASC;PL	N
impuestos	稅	impuesto	稅	N;MASC;PL	N
impuestos	稅金	impuesto	稅金	N;MASC;PL	N
impuestos	稅務	impuesto	稅務	N;MASC;PL	N
impuestos	稅	impuesto	稅	N;MASC;PL	N
impuestos	稅	impuesto	稅	N;MASC;PL	N
impuestos	稅款	impuesto	稅款	N;MASC;PL	N
reloj	手錶	reloj	手錶	N;MASC;SG	N
reloj	鐘	reloj	鐘	N;MASC;SG	N
reloj	時鐘	reloj	時鐘	N;MASC;SG	N
singles	單曲	single	單曲	N;MASC;PL	N
singles	單打	single	單打	N;MASC;PL	N
intensidad	強度	intensidad	強度	N;FEM;SG	N
intensidad	密度	intensidad	密度	N;FEM;SG	N
liberales	自由	liberal	自由	N;PL	N
gabinete	內閣	gabinete	內閣	N;MASC;SG	N
villas	別墅	villa	別墅	N;FEM;PL	N
equilibrio	平衡	equilibrio	平衡	N;MASC;SG	N
equilibrio	結餘	equilibrio	結餘	N;MASC;SG	N
equilibrio	均衡	equilibrio	均衡	N;MASC;SG	N
equilibrio	餘額	equilibrio	餘額	N;MASC;SG	N
equilibrio	平衡	equilibrio	平衡	N;MASC;SG	N
equilibrio	均衡	equilibrio	均衡	N;MASC;SG	N
equilibrio	平衡	equilibrio	平衡	N;MASC;SG	N
equilibrio	均衡	equilibrio	均衡	N;MASC;SG	N
esquina	角落	esquina	角落	N;FEM;SG	N
esquina	轉角	esquina	轉角	N;FEM;SG	N
esquina	角	esquina	角	N;FEM;SG	N
recuerdo	紀念	recordar	紀念	V;IND;SG;1;PRS;FIN	V
recuerdo	紀念	recordar	紀念	V;IND;SG;1;PRS;FIN	V
recuerdo	回憶	recordar	回憶	V;IND;SG;1;PRS;FIN	V
japoneses	日文	japonés	日文	N;MASC;PL	N
pared	壁	pared	壁	N;FEM;SG	N
pared	牆壁	pared	牆壁	N;FEM;SG	N
pared	圍牆	pared	圍牆	N;FEM;SG	N
pared	牆	pared	牆	N;FEM;SG	N
órbita	軌道	órbita	軌道	N;FEM;SG	N
asistió	出席	asistir	出席	V;IND;SG;3;PST;FIN	V
cima	頂	cima	頂	N;FEM;SG	N
cima	頂端	cima	頂端	N;FEM;SG	N
cima	熱門	cima	熱門	N;FEM;SG	N
airlines	航空	airlín	航空	N;MASC;PL	N
airlines	航空	airlín	航空	N;MASC;PL	N
atletismo	曲目	atletismo	曲目	N;MASC;SG	N
atletismo	軌道	atletismo	軌道	N;MASC;SG	N
atletismo	軌跡	atletismo	軌跡	N;MASC;SG	N
atletismo	田徑	atletismo	田徑	N;MASC;SG	N
heavy	重	heavy	重	N;MASC;SG	N
heavy	重型	heavy	重型	N;MASC;SG	N
silencio	寂	silencio	寂	N;MASC;SG	N
trofeo	戰利	trofeo	戰利	N;MASC;SG	N
trofeo	獎	trofeo	獎	N;MASC;SG	N
trofeo	獎杯	trofeo	獎杯	N;MASC;SG	N
ocupado	繁忙	ocupado	繁忙	ADJ;MASC;SG;V.PTCP	ADJ
óperas	歌劇	ópera	歌劇	N;FEM;PL	N
presa	壩	presa	壩	N;FEM;SG	N
presa	水電	presa	水電	N;FEM;SG	N
presa	水庫	presa	水庫	N;FEM;SG	N
presa	大壩	presa	大壩	N;FEM;SG	N
presa	水壩	presa	水壩	N;FEM;SG	N
presa	獵物	presa	獵物	N;FEM;SG	N
oportunidades	機遇	oportunidad	機遇	N;FEM;PL	N
oportunidades	機會	oportunidad	機會	N;FEM;PL	N
oportunidades	機遇	oportunidad	機遇	N;FEM;PL	N
oportunidades	機會	oportunidad	機會	N;FEM;PL	N
monarquía	君主	monarquía	君主	N;FEM;SG	N
monarquía	君主	monarquía	君主	N;FEM;SG	N
monarquía	君主	monarquía	君主	N;FEM;SG	N
lobo	狼	lobo	狼	N;MASC;SG	N
biología	生物	biología	生物	N;FEM;SG	N
biología	生物	biología	生物	N;FEM;SG	N
víctima	死者	víctima	死者	N;FEM;SG	N
incremento	增量	incremento	增量	N;MASC;SG	N
teología	神學	teología	神學	N;FEM;SG	N
nobleza	高尚	nobleza	高尚	N;FEM;SG	N
nobleza	貴族	nobleza	貴族	N;FEM;SG	N
cultivos	農作	cultivo	農作	N;MASC;PL	N
cultivos	作物	cultivo	作物	N;MASC;PL	N
cultivos	文化	cultivo	文化	N;MASC;PL	N
cultivos	農作	cultivo	農作	N;MASC;PL	N
cultivos	作物	cultivo	作物	N;MASC;PL	N
gusto	味道	gusto	味道	N;MASC;SG	N
gusto	味覺	gusto	味覺	N;MASC;SG	N
gusto	品味	gusto	品味	N;MASC;SG	N
gimnasia	健身	gimnasia	健身	N;FEM;SG	N
gimnasia	體育	gimnasia	體育	N;FEM;SG	N
gimnasia	體操	gimnasia	體操	N;FEM;SG	N
automóvil	車	automóvil	車	N;MASC;SG	N
automóvil	汽車	automóvil	汽車	N;MASC;SG	N
filósofo	哲學	filósofo	哲學	N;MASC;SG	N
rasgos	功能	rasgo	功能	N;MASC;PL	N
rasgos	特色	rasgo	特色	N;MASC;PL	N
rasgos	特徵	rasgo	特徵	N;MASC;PL	N
rasgos	特點	rasgo	特點	N;MASC;PL	N
end	終	end	終	N	N
end	結尾	end	結尾	N	N
pino	松樹	pino	松樹	N;MASC;SG	N
usualmente	通常	usualmente	通常	ADV	ADV
absoluto	絕對	absoluto	絕對	ADJ;MASC;SG	ADJ
herramienta	工具	herramienta	工具	N;FEM;SG	N
águila	老鷹	águila	老鷹	N;FEM;SG	N
águila	雕	águila	雕	N;FEM;SG	N
águila	鵰	águila	鵰	N;FEM;SG	N
camiseta	衫	camiseta	衫	N;FEM;SG	N
camiseta	襯衫	camiseta	襯衫	N;FEM;SG	N
cabello	頭髮	cabello	頭髮	N;MASC;SG	N
cabello	髮型	cabello	髮型	N;MASC;SG	N
cabello	發	cabello	發	N;MASC;SG	N
reinos	王國	reino	王國	N;MASC;PL	N
mix	組合	mix	組合	N	N
sudeste	東南	sudeste	東南	N;MASC;SG	N
sudeste	東南	sudeste	東南	N;MASC;SG	N
cortos	簡短	corto	簡短	ADJ;MASC;PL	ADJ
drogas	藥品	droga	藥品	N;FEM;PL	N
drogas	藥物	droga	藥物	N;FEM;PL	N
drogas	毒品	droga	毒品	N;FEM;PL	N
fans	粉絲	fan	粉絲	N;PL	N
cantidades	金額	cantidad	金額	N;FEM;PL	N
cantidades	款額	cantidad	款額	N;FEM;PL	N
cantidades	數額	cantidad	數額	N;FEM;PL	N
cantidades	數量	cantidad	數量	N;FEM;PL	N
persecución	迫害	persecución	迫害	N;FEM;SG	N
centenario	百年	centenario	百年	N;MASC;SG	N
cuerdas	弦	cuerda	弦	N;FEM;PL	N
muestras	樣品	muestra	樣品	N;FEM;PL	N
muestras	抽樣	muestra	抽樣	N;FEM;PL	N
muestras	樣本	muestra	樣本	N;FEM;PL	N
muestras	樣品	muestra	樣品	N;FEM;PL	N
muestras	樣本	muestra	樣本	N;FEM;PL	N
muestras	抽樣	muestra	抽樣	N;FEM;PL	N
pertenecía	屬	pertenecer	屬	V;IND;SG;3;IPFV;FIN	V
obrero	工人	obrero	工人	N;MASC;SG	N
cerebro	腦子	cerebro	腦子	N;MASC;SG	N
cerebro	大腦	cerebro	大腦	N;MASC;SG	N
cerebro	腦	cerebro	腦	N;MASC;SG	N
cerebro	腦	cerebro	腦	N;MASC;SG	N
cerebro	腦子	cerebro	腦子	N;MASC;SG	N
cerebro	頭腦	cerebro	頭腦	N;MASC;SG	N
cerebro	腦	cerebro	腦	N;MASC;SG	N
cerebro	大腦	cerebro	大腦	N;MASC;SG	N
cerebro	腦	cerebro	腦	N;MASC;SG	N
sombra	影	sombra	影	N;FEM;SG	N
sombra	影子	sombra	影子	N;FEM;SG	N
sombra	陰影	sombra	陰影	N;FEM;SG	N
sombra	影	sombra	影	N;FEM;SG	N
sombra	影子	sombra	影子	N;FEM;SG	N
sombra	陰影	sombra	陰影	N;FEM;SG	N
sombra	暗影	sombra	暗影	N;FEM;SG	N
sombra	陰影	sombra	陰影	N;FEM;SG	N
mercados	市場	mercado	市場	N;MASC;PL	N
toneladas	噸	tonelada	噸	N;FEM;PL	N
toneladas	公噸	tonelada	公噸	N;FEM;PL	N
toneladas	噸	tonelada	噸	N;FEM;PL	N
toneladas	噸	tonelada	噸	N;FEM;PL	N
ganadería	牲畜	ganadería	牲畜	N;FEM;SG	N
ganadería	畜牧	ganadería	畜牧	N;FEM;SG	N
deuda	債務	deuda	債務	N;FEM;SG	N
dark	黑	dark	黑	N	N
dark	暗	dark	暗	N	N
dark	黑暗	dark	黑暗	N	N
bell	鐘	bell	鐘	N;SG	N
bell	鈴	bell	鈴	N;SG	N
