ve	и	ve	и	CONJ	CONJ
komuta	командование	komut	командование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
komuta	конн	komut	конень	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kuşlar	птички	kuş	птичка	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
kuşlar	птицы	kuş	птица	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
yaralandı	ранен	yarala	ранить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
yaralandı	ранена	yarala	ранить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
yaralandı	ранен	yarala	ранить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
tl	usd	tl	usd		
fikret	фикрет	fikret	фикрет		
önlemek	предотвратить	önle	предотвратить	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
notlar	записки	not	записка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
notlar	примечания	not	примечание	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
notlar	ноты	not	нота	N;NOM;PL;3	N;INAN;NOM;FEM;PL
notlar	заметки	not	заметка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
heyeti	делегирование	heyet	делегирование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
heyeti	делегация	heyet	делегация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kişiliği	индивидуальность	kişilik	индивидуальность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kişiliği	личность	kişilik	личность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ruslar	русские	rus	русский	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
tapınağı	храм	tapınak	храм	N;NOM;SG;3	N;INAN;NOM;MASC;SG
çıkarıldı	удален	çıkar	удалный	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
çıkarıldı	удалена	çıkar	удалить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
çıkarıldı	удалено	çıkar	удалить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
töreni	церемония	tören	церемония	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yaban	wild	yaban	wild		
doğrusal	линейной	doğrusal	линейный	ADJ	ADJ;INS;FEM;SG
türler	виды	tür	вид	N;NOM;PL;3	N;INAN;NOM;MASC;PL
türler	типы	tür	тип	N;NOM;PL;3	N;INAN;NOM;MASC;PL
türler	виды	tür	вид	N;NOM;PL;3	N;INAN;NOM;MASC;PL
başarılar	достижения	başarı	достижение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
başarılar	успехи	başarı	успех	N;NOM;PL;3	N;INAN;NOM;MASC;PL
başarılar	достижения	başarı	достижение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
uyumlu	совместим	uyumlu	совместимый	ADJ	ADJ;MASC;SG
uyumlu	совместимы	uyumlu	совместимый	ADJ	ADJ;PL
uyumlu	совместимо	uyumlu	совместимый	ADJ	ADJ;NEUT;SG
uyumlu	совместима	uyumlu	совместимый	ADJ	ADJ;FEM;SG
başlıklı	гуд	başlıklı	гуд		
lakers	лейкерс	lakers	лейкерс	N;NOM;SG;3	N;INAN;NOM;MASC;SG
lakers	лейкерс	lakers	лейкерс	N;NOM;SG;3	N;INAN;NOM;MASC;SG
corporation	корпорация	corporation	корпорация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
araçlar	автомобили	araç	автомобиль	N;NOM;PL;3	N;INAN;NOM;MASC;PL
araçlar	инструменты	araç	инструмент	N;NOM;PL;3	N;INAN;NOM;MASC;PL
otel	мотель	otel	мотель	N;NOM;SG;3	N;INAN;NOM;MASC;SG
otel	отель	otel	отель	N;NOM;SG;3	N;INAN;NOM;MASC;SG
otel	гостиница	otel	гостиница	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tanımı	определение	tanım	определение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
philip	филипп	phil	филипп	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
philip	филип	phil	филип	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
philip	филлип	phil	филлип	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
bilge	бильге	bilge	бильга		
dağlar	горы	dağ	гора	N;NOM;PL;3	N;INAN;NOM;FEM;PL
dağlar	холмы	dağ	холм	N;NOM;PL;3	N;INAN;NOM;MASC;PL
örümcek	паук	örü	паук	N;NOM;SG;3	N;INAN;NOM;MASC;SG
davranış	поведение	davranış	поведение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
davranış	позиция	davranış	позиция	N;NOM;SG;3	N;INAN;NOM;FEM;SG
davranış	отношение	davranış	отношение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
davranış	настрой	davranış	настрой	N;NOM;SG;3	N;INAN;NOM;MASC;SG
davranış	поведение	davranış	поведение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
akımı	ручей	akım	ручей	N;NOM;SG;3	N;INAN;NOM;MASC;SG
akımı	поток	akım	поток	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kütüphane	библиотека	kütüphane	библиотека	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hastalıkları	заболевания	hastalık	заболевание	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
hastalıkları	болезни	hastalık	болезнь	N;NOM;PL;3	N;INAN;NOM;FEM;PL
karakterleri	символы	karakter	символ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
karakterleri	персонажи	karakter	персонаж	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
sürüldü	изгнан	sür	изгнанный	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
juventus	ювентус	juventus	ювентус	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hazırlanmış	разработан	hazırla	разработать	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
hazırlanmış	подготовленный	hazırla	подготовить	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
hazırlanmış	подготовлена	hazırla	подготовить	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
hazırlanmış	подготовленные	hazırla	подготовить	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
hazırlanmış	подготовлено	hazırla	подготовить	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
hazırlanmış	подготовлен	hazırla	подготовить	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
tutuklandı	арестован	tutukla	арестовывать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
tutuklandı	арестована	tutukla	арестовывать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
tutuklandı	задержан	tutukla	задержать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
romalılar	римляне	romalı	римлянин	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
organizasyon	организация	organizasyon	организация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
organizasyon	организация	organizasyon	организация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yükseklik	высота	yükseklik	высота	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yükseklik	хайтс	yükseklik	хайтс	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yükseklik	высота	yükseklik	высота	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yükseklik	рост	yükseklik	рост	N;NOM;SG;3	N;INAN;NOM;MASC;SG
okula	школе	okul	школа	N;DAT;SG;3	N;INAN;DAT;FEM;SG
geçirmek	провести	geçir	провести	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
geçirmek	потратить	geçir	тратить	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
gary	гари	gary	гарь		
etkinlik	активность	etkinlik	активность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
etkinlik	деятельность	etkinlik	деятельность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
etkinlik	мероприятие	etkinlik	мероприятие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
etkinlik	событие	etkinlik	событие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
merak	любопытство	merak	любопытство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
merak	любопытство	merak	любопытство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
merak	чудо	merak	чудо	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
sayfayı	страницу	sayfa	страница	N;ACC;SG;3	N;INAN;ACC;FEM;SG
devriye	патрулирование	devri	патрулирование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
devriye	патруль	devri	патруль	N;NOM;SG;3	N;INAN;NOM;MASC;SG
devriye	патрулирование	devri	патрулирование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
açısı	угол	açı	угол	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ross	росс	ross	росс		
yalan	вру	yalan	врать		
sunucusu	ведущий	sunucu	ведущий	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sunucusu	сервер	sunucu	сервер	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sunucusu	сервера	sunucu	сервер	N;NOM;SG;3	N;INAN;NOM;MASC;SG
alışveriş	магазин	alışveriş	магазин	N;NOM;SG;3	N;INAN;NOM;MASC;SG
alışveriş	покупка	alışveriş	покупка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
alışveriş	закупка	alışveriş	закупка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
uygulamalar	приложения	uygulama	приложение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
uygulamalar	заявки	uygulama	заявка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
uygulamalar	приложения	uygulama	приложение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
sistemler	системы	sistem	система	N;NOM;PL;3	N;INAN;NOM;FEM;PL
güvenliği	безопасность	güvenlik	безопасность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tapınak	храм	tapınak	храм	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tapınak	скиния	tapınak	скиние	N;NOM;SG;3	N;INAN;NOM;FEM;SG
topraklar	земли	toprak	земля	N;NOM;PL;3	N;INAN;NOM;FEM;PL
topraklar	почвы	toprak	почва	N;NOM;PL;3	N;INAN;NOM;FEM;PL
romantik	романтика	romantik	романтика	N;NOM;SG;3	N;INAN;NOM;FEM;SG
romantik	романтик	romantik	романтик	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
romantik	романтика	romantik	романтика	N;NOM;SG;3	N;INAN;NOM;FEM;SG
bahçesi	гарден	bahçe	гарден	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bahçesi	сад	bahçe	сад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
fuat	фуат	fuat	фуат		
bakanlar	министры	bakan	министр	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
otobüs	автобус	otobüs	автобус	N;NOM;SG;3	N;INAN;NOM;MASC;SG
oluşturulmuş	сформирован	oluş	сформировать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
oluşturulmuş	сформирована	oluş	сформировать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
yeteneği	умение	yetenek	умение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yeteneği	способность	yetenek	способность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yatırım	инвестирование	yatırım	инвестирование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yatırım	инвестирование	yatırım	инвестирование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
hamdi	хамди	hamdi	хамди		
wild	wild	wild	wild		
kurallar	правила	kural	правило	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
tekniği	технику	teknik	техника	N;ACC;SG;3	N;INAN;ACC;FEM;SG
duygusal	эмоциональные	duygusal	эмоциональный	ADJ	ADJ;NOM;PL
duygusal	эмоциональная	duygusal	эмоциональный	ADJ	ADJ;NOM;FEM;SG
duygusal	эмоциональной	duygusal	эмоциональный	ADJ	ADJ;INS;FEM;SG
duygusal	эмоциональный	duygusal	эмоциональный	ADJ	ADJ;NOM;MASC;SG
haberleri	новости	haber	новость	N;NOM;PL;3	N;INAN;NOM;FEM;PL
girişimi	покушение	girişim	покушение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
girişimi	попытка	girişim	попытка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
girişimi	инициатива	girişim	инициатива	N;NOM;SG;3	N;INAN;NOM;FEM;SG
dostluk	дружба	dostluk	дружба	N;NOM;SG;3	N;INAN;NOM;FEM;SG
moon	луна	moon	луна	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ian	лан	ian	лан		
teori	теория	teori	теория	N;NOM;SG;3	N;INAN;NOM;FEM;SG
direniş	сопротивления	direniş	сопротивление	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
direniş	сопротивление	direniş	сопротивление	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
filosu	флот	filo	флот	N;NOM;SG;3	N;INAN;NOM;MASC;SG
fotoğrafları	фотографии	fotoğraf	фотография	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sahnesi	сцена	sahne	сцена	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sabri	сабри	sabir	сабри		
bahçe	садоводство	bahçe	садоводство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
bahçe	гарден	bahçe	гарден	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bahçe	сад	bahçe	сад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
oluşturuldu	созданный	oluş	создать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
oluşturuldu	создано	oluş	создать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
oluşturuldu	создана	oluş	создать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
oluşturuldu	создан	oluş	создать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
sözler	цитаты	söz	цитата	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sözler	обещания	söz	обещание	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
sözler	слова	söz	слово	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
finansal	финансовых	finansal	финансовый	ADJ	ADJ;GEN;PL
finansal	финансовая	finansal	финансовый	ADJ	ADJ;NOM;FEM;SG
finansal	финансовые	finansal	финансовый	ADJ	ADJ;NOM;PL
filipinler	филиппины	filip	филиппины	N;NOM;PL;3	N;INAN;NOM;FEM;PL
çocukluk	детство	çocukluk	детство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
çocukluk	детства	çocukluk	детство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yaylası	плато	yayla	плато	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
veriler	данные	veri	данные	N;NOM;PL;3	N;INAN;NOM;PL
aileler	родители	aile	родитель	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
aileler	семьи	aile	семья	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yöntemleri	методы	yöntem	метод	N;NOM;PL;3	N;INAN;NOM;MASC;PL
salon	салон	salon	салон	N;NOM;SG;3	N;INAN;NOM;MASC;SG
salon	зал	salon	зал	N;NOM;SG;3	N;INAN;NOM;MASC;SG
salon	холл	salon	холл	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ejderha	дракон	ejderha	дракон	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
bellek	память	bellek	память	N;NOM;SG;3	N;INAN;NOM;FEM;SG
bellek	воспоминание	bellek	воспоминание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
torunu	внучка	torun	внучка	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
torunu	внук	torun	внук	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
fin	фин	fin	фина		
#şablon	#шаблон	#şablon	#шаблон		
sas	сас	sas	сас		
olasılık	вероятность	olasılık	вероятность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
olasılık	возможность	olasılık	возможность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
bağlantıları	связи	bağlantı	связь	N;NOM;PL;3	N;INAN;NOM;FEM;PL
bağlantıları	ссылки	bağlantı	ссылка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
bağlantıları	соединения	bağlantı	соединение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
tehlike	опасность	tehlike	опасность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
dersler	уроки	ders	урок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
dersler	лекции	ders	лекция	N;NOM;PL;3	N;INAN;NOM;FEM;PL
dersler	курсы	ders	курс	N;NOM;PL;3	N;INAN;NOM;MASC;PL
dersler	занятия	ders	занятие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
dersler	классы	ders	класс	N;NOM;PL;3	N;INAN;NOM;MASC;PL
vahşi	wild	vahşi	wild		
düzensiz	незаконных	düzensiz	незаконный	ADJ	ADJ;GEN;PL
tedavisi	лечение	tedavi	лечение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
tedavisi	обращение	tedavi	обращение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
bateri	барабан	bateri	барабан	N;NOM;SG;3	N;INAN;NOM;MASC;SG
meryem	мадонна	meryem	мадонный	N;NOM;SG;3	N;INAN;NOM;FEM;SG
meryem	мариам	meryem	мариам	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
meryem	маша	meryem	маша	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
meryem	мэри	meryem	мэр	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
meryem	мария	meryem	мария	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
meryem	мери	meryem	мера	N;NOM;SG;3	N;INAN;NOM;FEM;SG
savaşlar	войны	savaş	война	N;NOM;PL;3	N;INAN;NOM;FEM;PL
savaşlar	сражения	savaş	сражение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
savaşlar	битвы	savaş	битва	N;NOM;PL;3	N;INAN;NOM;FEM;PL
matematikçi	математик	matematikçi	математик	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
tolga	толга	tolga	толг		
adalar	острова	ada	остров	N;NOM;PL;3	N;INAN;NOM;MASC;PL
misafir	гость	misafir	гость	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
genişliği	ширина	genişlik	ширина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
turistik	туристических	turistik	туристический	ADJ	ADJ;GEN;PL
turistik	туристический	turistik	туристический	ADJ	ADJ;NOM;MASC;SG
turistik	туристический	turistik	туристический	ADJ	ADJ;NOM;MASC;SG
aksaray	аксарай	aksaray	аксарай		
meşe	оукс	meşe	оукс		
hediye	подарок	hedi	подарок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hediye	розыгрыш	hedi	розыгрыш	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hediye	подарок	hedi	подарок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hediye	дар	hedi	дар	N;NOM;SG;3	N;INAN;NOM;MASC;SG
doğmuş	родилась	doğ	рождаться	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;MID
doğmuş	родился	doğ	рождаться	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;MID
şiirler	стихи	şiir	стихи	N;NOM;PL;3	N;INAN;NOM;MASC;PL
şiirler	стихи	şiir	стихи	N;NOM;PL;3	N;INAN;NOM;MASC;PL
renkleri	цвета	renk	цвет	N;NOM;PL;3	N;INAN;NOM;MASC;PL
renkleri	цвета	renk	цвет	N;NOM;PL;3	N;INAN;NOM;MASC;PL
frekans	частотность	frekans	частотность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
frekans	периодичность	frekans	периодичность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
frekans	частота	frekans	частота	N;NOM;SG;3	N;INAN;NOM;FEM;SG
modelleri	модели	model	модель	N;NOM;PL;3	N;INAN;NOM;FEM;PL
tüfek	дробовик	tüfek	дробовик	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tüfek	ружье	tüfek	ружье	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
tüfek	винтовка	tüfek	винтовка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tüfek	ружье	tüfek	ружье	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
birlikler	подразделения	birlik	подразделение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
birlikler	единицы	birlik	единица	N;NOM;PL;3	N;INAN;NOM;FEM;PL
birlikler	войска	birlik	войска	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
sözlüğü	словарь	sözlük	словарь	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tasarlanmış	разработан	tasarla	разработать	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
tasarlanmış	разработано	tasarla	разработать	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
tasarlanmış	предназначенные	tasarla	предназначить	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
danny	дэни	danny	дэнь		
kazım	казим	kazım	казим		
sıcaklığı	температуру	sıcaklık	температура	N;ACC;SG;3	N;INAN;ACC;FEM;SG
point	точка	point	точка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
point	очко	point	очко	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
bitti	завершена	bit	завершить	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;PST;V.PTCP;PASS
bitti	закончил	bit	закончить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
bitti	завершено	bit	завершить	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;PST;V.PTCP;PASS
bitti	сделано	bit	делать	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;PST;V.PTCP;PASS
yemekler	блюда	yemek	блюдо	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
yemekler	блюда	yemek	блюдо	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
durumlar	ситуации	durum	ситуация	N;NOM;PL;3	N;INAN;NOM;FEM;PL
durumlar	статусы	durum	статус	N;NOM;PL;3	N;INAN;NOM;MASC;PL
atlet	спортсмен	atlet	спортсмен	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
elverişli	удобный	elverişli	удобный	ADJ	ADJ;NOM;MASC;SG
elverişli	удобно	elverişli	удобный	ADJ	ADJ;NEUT;SG
elverişli	удобная	elverişli	удобный	ADJ	ADJ;NOM;FEM;SG
elverişli	удобное	elverişli	удобный	ADJ	ADJ;NOM;NEUT;SG
elverişli	благоприятные	elverişli	благоприятный	ADJ	ADJ;NOM;PL
