the	το	the	ο	DET;DEF	DET;NOM;DEF;NEUT;SG
demand	απαίτηση	demand	απαίτηση	N;SG	N;ACC;FEM;SG
demand	ζήτηση	demand	ζήτηση	N;SG	N;ACC;FEM;SG
vertical	κάθετη	vertical	κάθετος	ADJ	ADJ;NOM;FEM;SG
updated	ενημερώθηκε	update	ενημερώνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
updated	ενημερώθηκαν	update	ενημερώνω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
updated	ενημερωμένος	update	ενημερωμένος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
marketing	μάρκετινγκ	marketing	μάρκετινγκ	N;SG	N;NOM;NEUT;SG
marketing	εμπορία	marketing	εμπορία	N;SG	N;NOM;FEM;SG
consisted	συνίστατο	consist	συνίστατα	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
consisted	αποτελούνταν	consist	αποτελώ	V;PST;V.PTCP	V;IPFV;IND;PL;3;PST;FIN;PASS
appeal	έκκληση	appeal	έκκληση	N;SG	N;ACC;FEM;SG
appeal	έφεση	appeal	έφεση	N;SG	N;ACC;FEM;SG
appeal	αναίρεση	appeal	αναίρεση	N;SG	N;ACC;FEM;SG
plane	αεροπλάνο	plane	αεροπλάνο	N;SG	N;NOM;NEUT;SG
quick	γρήγορη	quick	γρήγορος	ADJ	ADJ;NOM;FEM;SG
ages	ηλικίες	age	ηλικία	N;PL	N;NOM;FEM;PL
neighborhood	γειτονιά	neighborhood	γειτονιά	N;SG	N;NOM;FEM;SG
wings	φτερούγες	wing	φτερούγα	N;PL	N;NOM;FEM;PL
wings	φτερά	wing	φτερά	N;PL	N;NOM;NEUT;PL
wings	πτέρυγες	wing	πτέρυγας	N;PL	N;NOM;FEM;PL
scheme	καθεστώς	scheme	καθεστώς	N;SG	N;ACC;NEUT;SG
additionally	επιπρόσθετα	additionally	επιπρόσθετα	ADV	ADV
additionally	επιπροσθέτως	additionally	επιπροσθέτως	ADV	ADV
admins	διαχειριστές	admin	διαχειριστής	N;PL	N;NOM;MASC;PL
ceremony	τελετή	ceremony	τελετός	N;SG	N;ACC;FEM;SG
composers	συνθέτες	composer	συνθέτης	N;PL	N;NOM;MASC;PL
scholar	λόγιος	scholar	λόγιος	N;SG	N;NOM;MASC;SG
hero	ήρωας	hero	ήρωο	N;SG	N;NOM;MASC;SG
hero	ήρωα	hero	ήρωα	N;SG	N;ACC;MASC;SG
designer	σχεδιαστής	designer	σχεδιαστής	N;SG	N;NOM;MASC;SG
designer	σχεδιαστή	designer	σχεδιαστής	N;SG	N;ACC;MASC;SG
learned	έμαθε	learn	μαθαίνω	V;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
learned	μάθει	learn	μαθαίνω	V;PST;V.PTCP	V;PFV;NFIN;ACT
instruments	όργανα	instrument	όργανο	N;PL	N;NOM;NEUT;PL
instruments	μέσων	instrument	μέσο	N;PL	N;GEN;NEUT;PL
hair	τρίχα	hair	τρίχος	N;SG	N;NOM;FEM;SG
consecutive	συνεχόμενες	consecutive	συνεχόμενος	ADJ	ADJ;NOM;FEM;PL
movies	ταινίες	movie	ταινία	N;PL	N;NOM;FEM;PL
pool	πισίνα	pool	πισίνα	N;SG	N;NOM;FEM;SG
collections	συλλογές	collection	συλλογή	N;PL	N;NOM;FEM;PL
corporate	εταιρική	corporate	εταιρικός	ADJ	ADJ;NOM;FEM;SG
driving	οδήγησης	driving	οδήγηση	N;SG	N;GEN;FEM;SG
driving	οδήγηση	driving	οδήγηση	N;SG	N;NOM;FEM;SG
phone	τηλέφωνο	phone	τηλέφωνος	N;SG	N;NOM;NEUT;SG
fly	πετάξει	fly	πετώ	V;IMP;FIN	V;PFV;NFIN;ACT
window	παράθυρο	window	παράθυρος	N;SG	N;NOM;NEUT;SG
document	έγγραφο	document	έγγραφο	N;SG	N;NOM;NEUT;SG
leg	πόδι	leg	πόδι	N;SG	N;NOM;NEUT;SG
videos	βιντεο	video	βιντεο	N;PL	N
serbian	σερβικό	serbian	σερβικός	ADJ	ADJ;NOM;NEUT;SG
serbian	σερβική	serbian	σερβικός	ADJ	ADJ;NOM;FEM;SG
instrument	μέσο	instrument	μέσος	N;SG	N;ACC;NEUT;SG
instrument	όργανο	instrument	όργανο	N;SG	N;NOM;NEUT;SG
covering	καλύπτει	cover	καλύπτω	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
random	τυχαίος	random	τυχαίος	ADJ	ADJ;NOM;MASC;SG
random	τυχαίο	random	τυχαίος	ADJ	ADJ;NOM;NEUT;SG
represents	εκπροσωπεί	represent	εκπροσωπώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
represents	αντιπροσωπεύει	represent	αντιπροσωπεύω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
represents	αναπαριστά	represent	αναπαριστώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
thorough	διεξοδική	thorough	διεξοδικός	ADJ	ADJ;NOM;FEM;SG
portrait	πορτραίτο	portrait	πορτρέχω	N;SG	N;NOM;NEUT;SG
portrait	πορτρέτο	portrait	πορτρέτω	N;SG	N;NOM;NEUT;SG
drivers	οδηγούς	driver	οδηγός	N;PL	N;ACC;MASC;PL
drivers	οδηγοί	driver	οδηγός	N;PL	N;NOM;MASC;PL
airlines	αερογραμμές	airlines	αερογραμμή	N;PL	N;NOM;FEM;PL
viewers	θεατές	viewer	θεατός	N;PL	N;NOM;MASC;PL
viewers	τηλεθεατές	viewer	τηλεθεατής	N;PL	N;NOM;MASC;PL
finnish	φινλανδική	finnish	φινλανδικός	ADJ	ADJ;NOM;FEM;SG
differences	διαφορές	difference	διαφορά	N;PL	N;NOM;FEM;PL
vocal	φωνητικές	vocal	φωνητικός	ADJ	ADJ;NOM;FEM;PL
vocal	φωνητική	vocal	φωνητικός	ADJ	ADJ;NOM;FEM;SG
element	στοιχείο	element	στοιχείο	N;SG	N;NOM;NEUT;SG
regularly	τακτικά	regularly	τακτικός	ADV	ADV
rejected	απορρίφθηκε	reject	απορρίπτω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
rejected	απέρριψε	reject	απορρίπτω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
rejected	απορρίφθηκαν	reject	απορρίπτω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
relative	σχετικός	relative	σχετικός	ADJ	ADJ;NOM;MASC;SG
relative	σχετική	relative	σχετικός	ADJ	ADJ;NOM;FEM;SG
relative	σχετικό	relative	σχετικός	ADJ	ADJ;NOM;NEUT;SG
illegal	παράνομοι	illegal	παράνομος	ADJ	ADJ;NOM;MASC;PL
illegal	παράνομος	illegal	παράνομος	ADJ	ADJ;NOM;MASC;SG
illegal	παράνομη	illegal	παράνομος	ADJ	ADJ;NOM;FEM;SG
illegal	παράνομο	illegal	παράνομος	ADJ	ADJ;NOM;NEUT;SG
roof	σκεπή	roof	σκεπή	N;SG	N;NOM;FEM;SG
roof	στέγη	roof	στέγος	N;SG	N;NOM;FEM;SG
roof	οροφή	roof	οροφή	N;SG	N;ACC;FEM;SG
roof	ταράτσα	roof	ταράτσα	N;SG	N;ACC;FEM;SG
leagues	λεύγες	league	λεύγος	N;PL	N;NOM;FEM;PL
colour	χρώμα	colour	χρώμα	N;SG	N;NOM;NEUT;SG
colour	χρωμα	colour	χρωμα	N;SG	N;NOM;NEUT;SG
prisoners	κρατούμενοι	prisoner	κρατούμενος	N;PL	N;NOM;MASC;PL
survived	επέζησαν	survive	επιζώ	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;ACT
survived	επιβίωσε	survive	επιβιώνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
survived	επέζησε	survive	επιζώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
insurance	ασφάλιση	insurance	ασφάλιση	N;SG	N;ACC;FEM;SG
insurance	ασφάλεια	insurance	ασφάλεια	N;SG	N;NOM;FEM;SG
expert	εμπειρογνώμονας	expert	εμπειρογνώμονας	N;SG	N;NOM;MASC;SG
steam	ατμός	steam	ατμός	N;SG	N;NOM;MASC;SG
steam	ατμό	steam	ατμός	N;SG	N;NOM;NEUT;SG
steam	ατμού	steam	ατμού	N;SG	N;NOM;NEUT;SG
cards	κάρτες	card	κάρτες	N;PL	N;NOM;FEM;PL
cards	φύλλα	card	φύλλο	N;PL	N;NOM;NEUT;PL
manufacturing	μεταποίηση	manufacturing	μεταποίηση	N;SG	N;NOM;FEM;SG
testing	δοκιμή	testing	δοκιμή	N;SG	N;NOM;FEM;SG
coastal	παράκτιες	coastal	παράκτιος	ADJ	ADJ;NOM;FEM;PL
coastal	παράκτια	coastal	παράκτιος	ADJ	ADJ;NOM;NEUT;PL
rescue	διάσωση	rescue	διάσωση	N;SG	N;ACC;FEM;SG
rescue	διάσωσης	rescue	διάσωση	N;SG	N;GEN;FEM;SG
territories	εδάφη	territory	εδάφη	N;PL	N;NOM;NEUT;PL
journey	ταξιδι	journey	ταξιδι	N;SG	N;NOM;FEM;SG
journey	ταξίδι	journey	ταξίδι	N;SG	N;NOM;NEUT;SG
storage	αποθήκευση	storage	αποθήκευση	N;SG	N;NOM;FEM;SG
storage	αποθήκη	storage	αποθήκη	N;SG	N;NOM;FEM;SG
storage	αποθήκευσης	storage	αποθήκευση	N;SG	N;GEN;FEM;SG
costs	έξοδα	cost	έξοδο	N;PL	N;NOM;NEUT;PL
soldier	στρατιώτης	soldier	στρατιώτης	N;SG	N;NOM;MASC;SG
soldier	στρατιώτη	soldier	στρατιώτης	N;SG	N;ACC;MASC;SG
colony	αποικία	colony	αποικία	N;SG	N;NOM;FEM;SG
evolution	εξέλιξη	evolution	εξέλιξη	N;SG	N;ACC;FEM;SG
evolution	εξελιξη	evolution	εξελιξη	N;SG	N;NOM;FEM;SG
judges	δικαστές	judge	δικαστής	N;PL	N;NOM;MASC;PL
gardens	κήποι	garden	κήποι	N;PL	N;NOM;MASC;PL
gardens	κήπους	garden	κήπος	N;PL	N;ACC;MASC;PL
poems	ποιήματα	poem	ποίημα	N;PL	N;NOM;NEUT;PL
responsibility	ευθύνη	responsibility	ευθύνη	N;SG	N;ACC;FEM;SG
responsibility	υπευθυνότητα	responsibility	υπευθυνότητα	N;SG	N;ACC;FEM;SG
sentences	ποινές	sentence	ποινή	N;PL	N;NOM;FEM;PL
visible	ορατά	visible	ορατός	ADJ	ADJ;NOM;NEUT;PL
visible	ορατή	visible	ορατός	ADJ	ADJ;NOM;FEM;SG
visible	ορατός	visible	ορατός	ADJ	ADJ;NOM;MASC;SG
visible	ορατές	visible	ορατός	ADJ	ADJ;NOM;FEM;PL
gulf	κόλπος	gulf	κόλπος	N;SG	N;NOM;MASC;SG
installed	εγκαταστάθηκε	install	εγκαθιστώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
installed	εγκατασταθεί	install	εγκαθιστώ	V;PST;V.PTCP	V;PFV;NFIN;PASS
installed	εγκατεστημένο	install	εγκατεστημένος	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
installed	εγκατεστημένη	install	εγκατεστώ	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
installed	εγκατεστημένα	install	εγκατεστώ	V;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
revolutionary	επαναστατική	revolutionary	επαναστατικός	ADJ	ADJ;NOM;FEM;SG
revolutionary	επαναστατικό	revolutionary	επαναστατικό	ADJ	ADJ;NOM;NEUT;SG
trip	ταξιδι	trip	ταξιδι	N;SG	N;NOM;FEM;SG
trip	εκδρομή	trip	εκδρομή	N;SG	N;NOM;FEM;SG
trip	ταξίδι	trip	ταξίδι	N;SG	N;NOM;NEUT;SG
restaurant	εστιατόριο	restaurant	εστιατόριο	N;SG	N;NOM;NEUT;SG
stores	καταστήματα	store	κατάστημα	N;PL	N;NOM;NEUT;PL
stores	μαγαζιά	store	μαγαζιά	N;PL	N;NOM;NEUT;PL
rice	ρύζι	rice	ρύζι	N;SG	N;NOM;NEUT;SG
reasonable	λογικός	reasonable	λογικός	ADJ	ADJ;NOM;MASC;SG
reasonable	λογικό	reasonable	λογικός	ADJ	ADJ;NOM;NEUT;SG
reasonable	λογικές	reasonable	λογικός	ADJ	ADJ;NOM;FEM;PL
skin	δέρμα	skin	δέρμα	N;SG	N;NOM;NEUT;SG
skin	πετσί	skin	πετσί	N;SG	N;NOM;NEUT;SG
skin	δερμα	skin	δερμα	N;SG	N;NOM;NEUT;SG
committed	δεσμεύτηκε	commit	δεσμεύω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
committed	διαπράξει	commit	διαπράττω	V;PST;V.PTCP	V;PFV;NFIN;ACT
chose	επέλεξε	choose	επιλέγω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
factors	συντελεστές	factor	συντελεστής	N;PL	N;NOM;MASC;PL
factors	παράγοντες	factor	παράγοντας	N;PL	N;NOM;MASC;PL
injured	τραυματισμένος	injure	τραυματισμένος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
injured	τραυματίστηκε	injure	τραυματίζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
injured	πληγωμένος	injure	πληγωμένος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
devices	συσκευές	device	συσκευά	N;PL	N;NOM;FEM;PL
phrase	φράση	phrase	φράση	N;SG	N;ACC;FEM;SG
suicide	αυτοκτονία	suicide	αυτοκτονία	N;SG	N;ACC;FEM;SG
advantage	πλεονέκτημα	advantage	πλεονέκτημα	N;SG	N;NOM;NEUT;SG
automatically	αυτομάτως	automatically	αυτομάτως	ADV	ADV
automatically	αυτόματα	automatically	αυτόματα	ADV	ADV
goods	εμπορεύματα	goods	εμπόρευμα	N;PL	N;NOM;NEUT;PL
goods	αγαθά	goods	αγαθό	N;PL	N;NOM;NEUT;PL
goods	εμπορευμάτων	goods	εμπόρευμα	N;PL	N;GEN;NEUT;PL
charges	κατηγορίες	charge	κατηγορία	N;PL	N;NOM;FEM;PL
charges	κατηγοριες	charge	κατηγορία	N;PL	N;NOM;FEM;PL
charges	επιβαρύνσεις	charge	επιβάρυνση	N;PL	N;NOM;FEM;PL
operator	φορέα	operator	φορέας	N;SG	N;ACC;MASC;SG
operator	χειριστή	operator	χειριστής	N;SG	N;GEN;MASC;SG
operator	χειριστής	operator	χειριστής	N;SG	N;NOM;MASC;SG
finishing	τελείωμα	finish	τελείωμα	N;SG	N;NOM;NEUT;SG
finishing	φινίρισμα	finish	φινίρισμα	N;SG	N;NOM;NEUT;SG
identify	αναγνωρίσει	identify	αναγνωρίζω	V;IMP;FIN	V;PFV;NFIN;ACT
producers	παραγωγών	producer	παραγωγός	N;PL	N;GEN;MASC;PL
producers	παραγωγοί	producer	παραγωγός	N;PL	N;NOM;MASC;PL
victims	θύματα	victim	θύμα	N;PL	N;NOM;NEUT;PL
explanation	επεξήγηση	explanation	επεξήγηση	N;SG	N;NOM;FEM;SG
explanation	εξήγηση	explanation	εξήγηση	N;SG	N;NOM;FEM;SG
threat	απειλή	threat	απειλή	N;SG	N;ACC;FEM;SG
crossing	διέλευση	crossing	διέλευση	N;SG	N;ACC;FEM;SG
crossing	διάβαση	crossing	διάβαση	N;SG	N;ACC;FEM;SG
slow	αργή	slow	αργή	ADJ	ADJ;NOM;FEM;SG
poets	ποιητές	poet	ποιητής	N;PL	N;NOM;MASC;PL
stopped	σταμάτησε	stop	σταματώ	V;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
stopped	σταμάτησα	stop	σταμάτησα	V;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
strategy	στρατηγική	strategy	στρατηγική	N;SG	N;NOM;FEM;SG
ranking	ιεράρχηση	rank	ιεράρχηση	N;SG	N;ACC;FEM;SG
ranking	κατάταξη	rank	κατάταξη	N;SG	N;ACC;FEM;SG
associate	συνεργάτης	associate	συνεργάτης	N;SG	N;NOM;MASC;SG
significance	σημασία	significance	σημασία	N;SG	N;NOM;FEM;SG
ruled	αποφάνθηκε	rule	αποφαίνομαι	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
excellent	εξαιρετικό	excellent	εξαιρετικός	ADJ	ADJ;NOM;NEUT;SG
excellent	εξαιρετική	excellent	εξαιρετικός	ADJ	ADJ;NOM;FEM;SG
observed	παρατηρήθηκαν	observe	παρατηρώ	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
observed	παρατηρήθηκε	observe	παρατηρώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
observed	παρατηρηθεί	observe	παρατηρώ	V;PST;V.PTCP	V;PFV;NFIN;PASS
threatened	απείλησε	threaten	απειλώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
friendly	φιλικοί	friendly	φιλικός	ADJ	ADJ;NOM;MASC;PL
friendly	φιλική	friendly	φιλικός	ADJ	ADJ;NOM;FEM;SG
friendly	φιλικός	friendly	φιλικός	ADJ	ADJ;NOM;MASC;SG
friendly	φιλικό	friendly	φιλικός	ADJ	ADJ;NOM;NEUT;SG
temporary	προσωρινό	temporary	προσωρινός	ADJ	ADJ;NOM;NEUT;SG
temporary	προσωρινή	temporary	προσωρινός	ADJ	ADJ;NOM;FEM;SG
temporary	προσωρινός	temporary	προσωρινός	ADJ	ADJ;NOM;MASC;SG
temporary	προσωρινές	temporary	προσωρινός	ADJ	ADJ;NOM;FEM;PL
masters	αφέντες	master	αφήντης	N;PL	N;NOM;MASC;PL
peninsula	χερσόνησο	peninsula	χερσόνησος	N;SG	N;ACC;FEM;SG
networks	δίκτυα	network	δίκτυο	N;PL	N;NOM;NEUT;PL
passengers	επιβατών	passenger	επιβάτης	N;PL	N;GEN;MASC;PL
passengers	επιβάτες	passenger	επιβάτης	N;PL	N;NOM;MASC;PL
artistic	καλλιτεχνική	artistic	καλλιτεχνικός	ADJ	ADJ;NOM;FEM;SG
artistic	καλλιτεχνικό	artistic	καλλιτεχνικός	ADJ	ADJ;NOM;NEUT;SG
artistic	καλλιτεχνικές	artistic	καλλιτεχνικός	ADJ	ADJ;NOM;FEM;PL
safe	ασφαλείς	safe	ασφάλης	ADJ	ADJ;NOM;MASC;PL
safe	ασφαλές	safe	ασφαλής	ADJ	ADJ;NOM;NEUT;SG
safe	ασφαλής	safe	ασφαλής	ADJ	ADJ;NOM;MASC;SG
safe	ασφαλή	safe	ασφαλής	ADJ	ADJ;NOM;FEM;SG
hunter	κυνηγός	hunter	κυνηγός	N;SG	N;NOM;MASC;SG
partnership	συνεταιρισμός	partnership	συνεταιρισμός	N;SG	N;NOM;MASC;SG
partnership	σύμπραξη	partnership	σύμπραξη	N;SG	N;ACC;FEM;SG
maintenance	συντήρησης	maintenance	συντήρηση	N;SG	N;GEN;FEM;SG
maintenance	συντήρηση	maintenance	συντήρηση	N;SG	N;NOM;FEM;SG
maintenance	διατήρηση	maintenance	διατήρηση	N;SG	N;ACC;FEM;SG
monitoring	παρακολούθησης	monitor	παρακολούθηση	N;SG	N;GEN;FEM;SG
monitoring	παρακολούθηση	monitor	παρακολούθηση	N;SG	N;ACC;FEM;SG
relief	ανακούφιση	relief	ανακούφιση	N;SG	N;ACC;FEM;SG
poverty	φτώχειας	poverty	φτώχεια	N;SG	N;GEN;FEM;SG
poverty	φτώχεια	poverty	φτώχεια	N;SG	N;NOM;FEM;SG
poverty	φτώχια	poverty	φτώχιο	N;SG	N;NOM;FEM;SG
encyclopedic	εγκυκλοπαιδική	encyclopedic	εγκυκλοπαιδικός	ADJ	ADJ;NOM;FEM;SG
decide	αποφασίστε	decide	αποφασίζω	V;IMP;FIN	V;PFV;IMP;PL;2;FIN;ACT
decide	αποφασίσει	decide	αποφασίζω	V;IMP;FIN	V;PFV;NFIN;ACT
breaking	σπάσιμο	breaking	σπάσιμο	N;SG	N;NOM;NEUT;SG
argentine	αργεντινής	argentine	αργεντινός	ADJ	ADJ;GEN;FEM;SG
resigned	παραιτήθηκε	resign	παραιτούμαι	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
speaker	ομιλητής	speaker	ομιλητής	N;SG	N;NOM;MASC;SG
speaker	ομιλήτρια	speaker	ομιλήτρια	N;SG	N;NOM;FEM;SG
permission	άδεια	permission	άδεια	N;SG	N;NOM;FEM;SG
permission	αδεια	permission	αδεια	N;SG	N;NOM;FEM;SG
racial	φυλετικές	racial	φυλετικός	ADJ	ADJ;NOM;FEM;PL
racial	φυλετική	racial	φυλετικός	ADJ	ADJ;NOM;FEM;SG
gate	θύρα	gate	θύρα	N;SG	N;NOM;FEM;SG
gate	πύλη	gate	πύλη	N;SG	N;NOM;FEM;SG
springs	ελατήρια	spring	ελατήριος	N;PL	N;NOM;NEUT;PL
photography	φωτογραφια	photography	φωτογραφια	N;SG	N;NOM;FEM;SG
photography	φωτογραφίας	photography	φωτογραφία	N;SG	N;GEN;FEM;SG
photography	φωτογραφία	photography	φωτογραφία	N;SG	N;ACC;FEM;SG
helping	βοηθώντας	help	βοηθώ	V;V.MSDR	V;IPFV;V.CVB;ACT
knights	ιππότες	knights	ιππότης	N;PL	N;NOM;MASC;PL
roll	ρολό	roll	ρολός	N;SG	N;NOM;NEUT;SG
progressive	προοδευτική	progressive	προοδευτικός	ADJ	ADJ;NOM;FEM;SG
progressive	προοδευτικό	progressive	προοδευτικός	ADJ	ADJ;NOM;NEUT;SG
contrast	αντίθεση	contrast	αντίθεση	N;SG	N;ACC;FEM;SG
continuing	συνέχιση	continue	συνέχιση	N;SG	N;ACC;FEM;SG
processes	διεργασίες	process	διεργασία	N;PL	N;NOM;FEM;PL
terminal	τερματικό	terminal	τερματικός	N;SG	N;NOM;NEUT;SG
executed	εκτελέστηκαν	execute	εκτελώ	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
executed	εκτελέστηκε	execute	εκτελώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
executed	εκτελεστεί	execute	εκτελώ	V;PST;V.PTCP	V;PFV;NFIN;PASS
spouse	σύζυγος	spouse	σύζυγος	N;SG	N;NOM;MASC;SG
spouse	σύζυγο	spouse	σύζυγος	N;SG	N;ACC;FEM;SG
infrastructure	υποδομής	infrastructure	υποδομή	N;SG	N;GEN;FEM;SG
infrastructure	υποδομή	infrastructure	υποδομή	N;SG	N;ACC;FEM;SG
principle	αρχη	principle	αρχη	N;SG	N;ACC;FEM;SG
principle	αρχή	principle	αρχή	N;SG	N;NOM;FEM;SG
painters	ζωγράφοι	painter	ζωγράφος	N;PL	N;NOM;MASC;PL
painted	βαμμένα	paint	βαμμένα	V;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
painted	βαμμένη	paint	βάμμενος	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
painted	ζωγράφισε	paint	ζωγραφίζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
frequency	συχνότητα	frequency	συχνότητα	N;SG	N;ACC;FEM;SG
waters	ύδατα	water	ύδωρ	N;PL	N;NOM;NEUT;PL
waters	νερά	water	νερό	N;PL	N;NOM;NEUT;PL
bridges	γεφυρών	bridge	γεφυρός	N;PL	N;GEN;FEM;PL
bridges	γέφυρες	bridge	γέφυρα	N;PL	N;NOM;FEM;PL
monument	μνημείο	monument	μνημείο	N;SG	N;NOM;NEUT;SG
mental	ψυχική	mental	ψυχικός	ADJ	ADJ;NOM;FEM;SG
mental	νοητική	mental	νοητικός	ADJ	ADJ;NOM;FEM;SG
portal	πύλη	portal	πύλη	N;SG	N;NOM;FEM;SG
parallel	παράλληλη	parallel	παράλληλος	ADJ	ADJ;NOM;FEM;SG
parallel	παράλληλο	parallel	παράλληλος	ADJ	ADJ;NOM;NEUT;SG
parallel	παράλληλες	parallel	παράλληλος	ADJ	ADJ;NOM;FEM;PL
regardless	ασχέτως	regardless	ασχέτως	ADV	ADV
giant	γίγαντας	giant	γίγα	N;SG	N;NOM;MASC;SG
giant	γίγαντα	giant	γίγαντα	N;SG	N;ACC;MASC;SG
assessment	εκτίμηση	assessment	εκτίμηση	N;SG	N;ACC;FEM;SG
assessment	αξιολόγηση	assessment	αξιολόγηση	N;SG	N;ACC;FEM;SG
counter	μετρητής	counter	μετρητής	N;SG	N;NOM;MASC;SG
counter	πάγκο	counter	πάγκο	N;SG	N;ACC;MASC;SG
bears	αρκούδες	bear	αρκούδα	N;PL	N;NOM;FEM;PL
expression	έκφραση	expression	έκφραση	N;SG	N;ACC;FEM;SG
improvement	βελτίωση	improvement	βελτίωση	N;SG	N;ACC;FEM;SG
closure	κλείσιμο	closure	κλείσιμο	N;SG	N;NOM;NEUT;SG
wheel	τιμόνι	wheel	τιμόνι	N;SG	N;NOM;NEUT;SG
