kas	誰	kas	誰	PRO;NOM	PRO
šķidruma	液	šķidrums	液	N;GEN;MASC;SG	N
šķidruma	液態	šķidrums	液態	N;GEN;MASC;SG	N
arēnā	舞台	arēna	舞台	N;ESS;MASC;SG	N
arēnā	體育	arēna	體育	N;ESS;MASC;SG	N
baseina	盆地	baseins	盆地	N;GEN;MASC;SG	N
baseina	海盆	baseins	海盆	N;GEN;MASC;SG	N
baseina	流域	baseins	流域	N;GEN;MASC;SG	N
baseina	盆	baseins	盆	N;GEN;MASC;SG	N
pieņemta	接受	pieņemt	接受	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
paraugs	樣品	paraugs	樣品	N;NOM;MASC;SG	N
paraugs	抽樣	paraugs	抽樣	N;NOM;MASC;SG	N
paraugs	樣本	paraugs	樣本	N;NOM;MASC;SG	N
paraugs	標本	paraugs	標本	N;NOM;MASC;SG	N
paraugs	樣本	paraugs	樣本	N;NOM;MASC;SG	N
paraugs	模範	paraugs	模範	N;NOM;MASC;SG	N
paraugs	模型	paraugs	模型	N;NOM;MASC;SG	N
paraugs	型號	paraugs	型號	N;NOM;MASC;SG	N
paraugs	模特	paraugs	模特	N;NOM;MASC;SG	N
paraugs	樣板	paraugs	樣板	N;NOM;MASC;SG	N
paraugs	模板	paraugs	模板	N;NOM;MASC;SG	N
biezs	厚厚	biezs	厚厚	ADJ;NOM;MASC;SG	ADJ
zvejnieku	漁民	zvejnieks	漁民	N;ACC;MASC;SG	N
tūristu	遊客	tūrists	遊客	N;ACC;MASC;SG	N
tūristu	旅遊	tūrists	旅遊	N;ACC;MASC;SG	N
sievieti	女人	sieviete	女人	N;ACC;FEM;SG	N
sievieti	女	sieviete	女	N;ACC;FEM;SG	N
sievieti	女子	sieviete	女子	N;ACC;FEM;SG	N
uzņemt	吸收	uzņemt	吸收	V;POS;NFIN	V
balsi	語音	balss	語音	N;ACC;FEM;SG	N
balsi	嗓子	balss	嗓子	N;ACC;FEM;SG	N
balsi	聲音	balss	聲音	N;ACC;FEM;SG	N
būvēta	建	būvēt	建	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
kodolu	核心	kodols	核心	N;ACC;MASC;SG	N
adreses	地址	adrese	地址	N;NOM;FEM;PL	N
dzimumu	性別	dzimums	性別	N;ACC;MASC;SG	N
tirdzniecība	行銷	tirdzniecība	行銷	N;NOM;FEM;SG	N
tirdzniecība	貿易	tirdzniecība	貿易	N;NOM;FEM;SG	N
tirdzniecība	貿易	tirdzniecība	貿易	N;NOM;FEM;SG	N
zemnieki	農民	zemnieks	農民	N;NOM;MASC;PL	N
zemnieki	農民	zemnieks	農民	N;NOM;MASC;PL	N
zemnieki	農夫	zemnieks	農夫	N;NOM;MASC;PL	N
zemnieki	農民	zemnieks	農民	N;NOM;MASC;PL	N
zemnieki	農夫	zemnieks	農夫	N;NOM;MASC;PL	N
stundām	小時	stunda	小時	N;DAT;FEM;PL	N
likvidēts	清償	likvidēt	清償	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
upuri	死者	upuris	死者	N;NOM;MASC;PL	N
šķidrums	液體	šķidrums	液體	N;NOM;MASC;SG	N
šķidrums	液	šķidrums	液	N;NOM;MASC;SG	N
šķidrums	流體	šķidrums	流體	N;NOM;MASC;SG	N
šķidrums	液體	šķidrums	液體	N;NOM;MASC;SG	N
šķidrums	液	šķidrums	液	N;NOM;MASC;SG	N
šķidrums	液態	šķidrums	液態	N;NOM;MASC;SG	N
mītne	總部	mītne	總部	N;NOM;FEM;SG	N
mītne	總部	mītne	總部	N;NOM;FEM;SG	N
brīvība	自由	brīvība	自由	N;NOM;FEM;SG	N
brīvība	自由	brīvība	自由	N;NOM;FEM;SG	N
planēta	行星	planēta	行星	N;NOM;FEM;SG	N
planēta	星球	planēta	星球	N;NOM;FEM;SG	N
diska	碟片	disks	碟片	N;GEN;MASC;SG	N
diska	碟	disks	碟	N;GEN;MASC;SG	N
diska	磁碟	disks	磁碟	N;GEN;MASC;SG	N
diska	碟片	disks	碟片	N;GEN;MASC;SG	N
diska	碟	disks	碟	N;GEN;MASC;SG	N
diska	磁碟	disks	磁碟	N;GEN;MASC;SG	N
jums	你	jūs	你	PRO;DAT;PL;2	PRO;2
kvantu	量子	kvants	量子	N;ACC;FEM;SG	N
maizes	麵	maize	麵	N;NOM;FEM;PL	N
tradīcijām	傳統	tradīcija	傳統	N;DAT;FEM;PL	N
simboli	符號	simbols	符號	N;NOM;MASC;PL	N
planētu	行星	planēta	行星	N;ACC;FEM;SG	N
planētu	星球	planēta	星球	N;ACC;FEM;SG	N
uzvedība	行為	uzvedība	行為	N;NOM;FEM;SG	N
uzvedība	行為	uzvedība	行為	N;NOM;FEM;SG	N
fāzes	階段	fāze	階段	N;NOM;FEM;PL	N
piemēri	例子	piemērs	例子	N;NOM;MASC;PL	N
piemēri	範例	piemērs	範例	N;NOM;MASC;PL	N
kaķis	貓咪	kaķis	貓咪	N;NOM;MASC;SG	N
kaķis	貓	kaķis	貓	N;NOM;MASC;SG	N
režīms	模式	režīms	模式	N;NOM;MASC;SG	N
režīms	政權	režīms	政權	N;NOM;MASC;SG	N
režīms	制度	režīms	制度	N;NOM;MASC;SG	N
pārcelts	感動	pārcelt	感動	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
frekvences	頻率	frekvence	頻率	N;NOM;FEM;PL	N
iniciatīvas	倡議	iniciatīva	倡議	N;NOM;FEM;PL	N
alumīnija	鋁	alumīnija	鋁	N;NOM;FEM;SG	N
alumīnija	鋁	alumīnija	鋁	N;NOM;FEM;SG	N
palīdzēt	幫助	palīdzēt	幫助	V;POS;NFIN	V
palīdzēt	幫忙	palīdzēt	幫忙	V;POS;NFIN	V
tipi	類型	tips	類型	N;NOM;MASC;PL	N
negaiss	暴風	negaiss	暴風	N;NOM;MASC;SG	N
negaiss	風暴	negaiss	風暴	N;NOM;MASC;SG	N
negaiss	暴風	negaiss	暴風	N;NOM;MASC;SG	N
mūziķi	樂手	mūziķis	樂手	N;NOM;MASC;PL	N
izpildītājs	藝術	izpildītājs	藝術	N;NOM;MASC;SG	N
izpildītājs	藝人	izpildītājs	藝人	N;NOM;MASC;SG	N
vajadzības	需求	vajadzība	需求	N;NOM;FEM;PL	N
audi	組織	auds	組織	N	N
audi	紙巾	auds	紙巾	N	N
jonu	離子	jons	離子	N;ACC;MASC;SG	N
trūkst	缺少	trūkt	缺少	V;FH;IND;3;POS;PRS;FIN;ACT	V
trūkst	失蹤	trūkt	失蹤	V;FH;IND;3;POS;PRS;FIN;ACT	V
trūkst	遺失	trūkt	遺失	V;FH;IND;3;POS;PRS;FIN;ACT	V
svaru	重量	svars	重量	N;ACC;MASC;SG	N
nākotnes	今後	nākotne	今後	N;NOM;FEM;PL	N
nākotnes	將來	nākotne	將來	N;NOM;FEM;PL	N
nākotnes	未來	nākotne	未來	N;NOM;FEM;PL	N
ala	山洞	ala	山洞	N;NOM;FEM;SG	N
ala	洞穴	ala	洞穴	N;NOM;FEM;SG	N
nometne	難民	nometne	難民	N;NOM;FEM;SG	N
nometne	營	nometne	營	N;NOM;FEM;SG	N
nometne	營地	nometne	營地	N;NOM;FEM;SG	N
sadursmes	衝突	sadursme	衝突	N;NOM;FEM;PL	N
posmi	階段	posme	階段	N;NOM;MASC;PL	N
posmi	階段	posme	階段	N;NOM;MASC;PL	N
posmi	步驟	posme	步驟	N;NOM;MASC;PL	N
nogalināt	殺	nogalināt	殺	V;POS;NFIN	V
maiņa	輪班	maiņa	輪班	N;NOM;FEM;SG	N
princese	王妃	princese	王妃	N;NOM;FEM;SG	N
princese	公主	princese	公主	N;NOM;FEM;SG	N
zīmējums	繪圖	zīmējums	繪圖	N;NOM;MASC;SG	N
zīmējums	圖畫	zīmējums	圖畫	N;NOM;MASC;SG	N
zīmējums	繪畫	zīmējums	繪畫	N;NOM;MASC;SG	N
termiņš	成熟	termiņš	成熟	N;NOM;MASC;SG	N
termiņš	限期	termiņš	限期	N;NOM;MASC;SG	N
termiņš	期限	termiņš	期限	N;NOM;MASC;SG	N
kungs	先生	kungs	先生	N;NOM;MASC;SG	N
uzbrukumā	襲擊	uzbrukums	襲擊	N;ESS;MASC;SG	N
uzbrukumā	攻勢	uzbrukums	攻勢	N;ESS;MASC;SG	N
trases	曲目	trase	曲目	N;NOM;FEM;PL	N
trases	軌道	trase	軌道	N;NOM;FEM;PL	N
trases	軌跡	trase	軌跡	N;NOM;FEM;PL	N
vairogs	盾牌	vairogs	盾牌	N;NOM;MASC;SG	N
divpadsmit	十二	divpadsmit	十二	NUM;PL	NUM
rādītājs	索引	rādītājs	索引	N;NOM;MASC;SG	N
rādītājs	指數	rādītājs	指數	N;NOM;MASC;SG	N
rādītājs	指標	rādītājs	指標	N;NOM;MASC;SG	N
šūnām	細胞	šūna	細胞	N;DAT;FEM;PL	N
īpatņi	標本	īpatne	標本	N;NOM;MASC;PL	N
pasniedzējs	家教	pasniedzējs	家教	N;NOM;MASC;SG	N
pasniedzējs	導師	pasniedzējs	導師	N;NOM;MASC;SG	N
gadījumi	案例	gadījums	案例	N;NOM;MASC;PL	N
ainavas	景觀	ainava	景觀	N;NOM;FEM;PL	N
ainavas	風景	ainava	風景	N;NOM;FEM;PL	N
ainavas	景觀	ainava	景觀	N;NOM;FEM;PL	N
rajoni	各區	rajons	各區	N;NOM;MASC;PL	N
rajoni	師團	rajons	師團	N;NOM;MASC;PL	N
dibens	屁股	dibens	屁股	N;NOM;MASC;SG	N
dibens	下方	dibens	下方	N;NOM;MASC;SG	N
dibens	底	dibens	底	N;NOM;MASC;SG	N
dibens	底部	dibens	底部	N;NOM;MASC;SG	N
dibens	底下	dibens	底下	N;NOM;MASC;SG	N
alfabēts	字母	alfabēt	字母	N;NOM;MASC;SG	N
cukura	食糖	cukurs	食糖	N;NOM;MASC	N
cukura	糖業	cukurs	糖業	N;NOM;MASC	N
cukura	糖	cukurs	糖	N;NOM;MASC	N
māksliniece	藝術	māksliniece	藝術	N;NOM;FEM;SG	N
māksliniece	藝人	māksliniece	藝人	N;NOM;FEM;SG	N
koledžā	學院	koledžs	學院	N;ESS;FEM;SG	N
koledžā	書院	koledžs	書院	N;ESS;FEM;SG	N
koledžā	大學	koledžs	大學	N;ESS;FEM;SG	N
veidošanos	編隊	veidošanās	編隊	N;ACC;FEM;SG	N
ievainoti	受傷	ievainot	受傷	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
purvu	沼澤	purvs	沼澤	N;ACC;MASC;SG	N
raksturs	字元	raksturs	字元	N;NOM;MASC;SG	N
raksturs	人物	raksturs	人物	N;NOM;MASC;SG	N
raksturs	角色	raksturs	角色	N;NOM;MASC;SG	N
raksturs	性格	raksturs	性格	N;NOM;MASC;SG	N
raksturs	品格	raksturs	品格	N;NOM;MASC;SG	N
raksturs	自然	raksturs	自然	N;NOM;MASC;SG	N
raksturs	性質	raksturs	性質	N;NOM;MASC;SG	N
ils	省	ils	省	N;ESS;MASC;SG	N
ils	省省	ils	省省	N;ESS;MASC;SG	N
ils	省份	ils	省份	N;ESS;MASC;SG	N
šķirne	品種	šķirne	品種	N;NOM;FEM;SG	N
advokāts	律師	advokāts	律師	N;NOM;MASC;SG	N
avīze	報紙	avīze	報紙	N;NOM;FEM;SG	N
avīze	報	avīze	報	N;NOM;FEM;SG	N
avīze	報章	avīze	報章	N;NOM;FEM;SG	N
senie	古老	sens	古老	ADJ;NOM;MASC;PL	ADJ
klavieres	鋼琴	klaviere	鋼琴	N;NOM;FEM;PL	N
tauku	肥	tauki	肥	N;ACC;MASC	N
tauku	脂	tauki	脂	N;ACC;MASC	N
tauku	胖	tauki	胖	N;ACC;MASC	N
klints	懸崖	klints	懸崖	N;NOM;FEM;SG	N
klints	崖	klints	崖	N;NOM;FEM;SG	N
tikšanās	會議	tikšanās	會議	N;NOM;FEM;SG	N
tikšanās	會議	tikšanās	會議	N;NOM;FEM;SG	N
plaušu	肺	plaušas	肺	N;ACC;FEM;SG	N
plaušu	龍	plaušas	龍	N;ACC;FEM;SG	N
lūgšanu	禱告	lūgšana	禱告	N;ACC;FEM;SG	N
personības	人格	personība	人格	N;NOM;FEM;PL	N
personības	人格	personība	人格	N;NOM;FEM;PL	N
personības	性格	personība	性格	N;NOM;FEM;PL	N
personības	個性	personība	個性	N;NOM;FEM;PL	N
puslodē	半球	puslodēt	半球	N;ESS;FEM;SG	N
detaļas	部件	detaļa	部件	N;NOM;FEM;PL	N
detaļas	細節	detaļa	細節	N;NOM;FEM;PL	N
detaļas	詳情	detaļa	詳情	N;NOM;FEM;PL	N
fragments	片段	fragments	片段	N;NOM;MASC;SG	N
fragments	片段	fragments	片段	N;NOM;MASC;SG	N
fragments	節錄	fragments	節錄	N;NOM;MASC;SG	N
rags	牛角	rags	牛角	N;NOM;MASC;SG	N
rags	喇叭	rags	喇叭	N;NOM;MASC;SG	N
rags	號角	rags	號角	N;NOM;MASC;SG	N
īpašnieki	業	īpašnieks	業	N;NOM;MASC;PL	N
dabu	自然	daba	自然	N;ACC;FEM;SG	N
dabu	性質	daba	性質	N;ACC;FEM;SG	N
kauls	骨	kauls	骨	N;NOM;MASC;SG	N
kauls	骨骼	kauls	骨骼	N;NOM;MASC;SG	N
kauls	骨頭	kauls	骨頭	N;NOM;MASC;SG	N
baložu	鴿	baložs	鴿	N;GEN;FEM;PL	N
baložu	鴿子	baložs	鴿子	N;GEN;FEM;PL	N
dators	主機	dators	主機	N;NOM;MASC;SG	N
dators	電腦	dators	電腦	N;NOM;MASC;SG	N
jomās	網域	joma	網域	N;ESS;FEM;PL	N
jomās	域	joma	域	N;ESS;FEM;PL	N
sāpes	痛	sāpes	痛	N;NOM;FEM	N
sāpes	傷痛	sāpes	傷痛	N;NOM;FEM	N
sāpes	疼痛	sāpes	疼痛	N;NOM;FEM	N
sāpes	痛苦	sāpes	痛苦	N;NOM;FEM	N
pieaugums	增量	pieaugums	增量	N;NOM;MASC;SG	N
speciālists	專家	speciālists	專家	N;NOM;MASC;SG	N
speciālists	專業	speciālists	專業	N;NOM;MASC;SG	N
īslaicīgi	暫時	īslaicīgi	暫時	ADV	ADV
mēģina	嘗試	mēģināt	嘗試	V;FH;IND;3;POS;PRS;FIN;ACT	V
zobi	牙	zobs	牙	N;NOM;MASC;PL	N
zobi	牙齒	zobs	牙齒	N;NOM;MASC;PL	N
kamera	鏡頭	kamers	鏡頭	N;NOM;FEM;SG	N
kamera	相機	kamers	相機	N;NOM;FEM;SG	N
budžets	預算	budžets	預算	N;NOM;MASC;SG	N
slāpekļa	氮	slāpeklis	氮	N;GEN;MASC;SG	N
rūpniecība	工業	rūpniecība	工業	N;NOM;FEM;SG	N
rūpniecība	產業	rūpniecība	產業	N;NOM;FEM;SG	N
rūpniecība	行業	rūpniecība	行業	N;NOM;FEM;SG	N
rūpniecība	業界	rūpniecība	業界	N;NOM;FEM;SG	N
kalcija	鈣	kalcijs	鈣	N;GEN;MASC;SG	N
portāla	門戶	portāls	門戶	N;GEN;MASC;SG	N
atslēgas	按鍵	atslēga	按鍵	N;NOM;FEM;PL	N
atslēgas	鍵	atslēga	鍵	N;NOM;FEM;PL	N
ranga	名次	ranga	名次	N;NOM;MASC;SG	N
konflikts	衝突	konflikts	衝突	N;NOM;MASC;SG	N
vakara	晚間	vakars	晚間	N;GEN;MASC;SG	N
vakara	晚上	vakars	晚上	N;GEN;MASC;SG	N
vakara	傍晚	vakars	傍晚	N;GEN;MASC;SG	N
vide	環境	vide	環境	N;NOM;FEM;SG	N
veicināt	推廣	veicināt	推廣	V;POS;NFIN	V
izlaista	錯過	izlaist	錯過	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
tevi	你	tu	你	PRO;ACC;SG;2	PRO;2
direktora	主任	direktors	主任	N;GEN;MASC;SG	N
direktora	司長	direktors	司長	N;GEN;MASC;SG	N
mācīties	學習	mācīties	學習	V;POS;REFL;NFIN	V
veikali	店鋪	veikals	店鋪	N;NOM;MASC;PL	N
veikali	商店	veikals	商店	N;NOM;MASC;PL	N
airlines	航空	airline	航空	N;NOM;FEM;PL	N
airlines	航空	airline	航空	N;NOM;FEM;PL	N
iekšzemes	內地	iekšzeme	內地	N;NOM;FEM;PL	N
iekšzemes	內陸	iekšzeme	內陸	N;NOM;FEM;PL	N
iekšzemes	家用	iekšzeme	家用	N;NOM;FEM;PL	N
iekšzemes	國內	iekšzeme	國內	N;NOM;FEM;PL	N
disku	碟片	disks	碟片	N;ACC;MASC;SG	N
disku	碟	disks	碟	N;ACC;MASC;SG	N
disku	磁碟	disks	磁碟	N;ACC;MASC;SG	N
roze	玫瑰	roze	玫瑰	N;NOM;FEM;SG	N
pārvietoties	移動	pārvietoties	移動	V;POS;REFL;NFIN	V
ticību	信仰	ticība	信仰	N;ACC;FEM;SG	N
ticību	信心	ticība	信心	N;ACC;FEM;SG	N
ticību	信念	ticība	信念	N;ACC;FEM;SG	N
atklāšana	檢測	atklāšana	檢測	N;NOM;FEM;SG	N
vasara	夏日	vasara	夏日	N;NOM;FEM;SG	N
vasara	夏季	vasara	夏季	N;NOM;FEM;SG	N
vasara	暑假	vasara	暑假	N;NOM;FEM;SG	N
vasara	夏天	vasara	夏天	N;NOM;FEM;SG	N
baktērijas	細菌	baktērija	細菌	N;NOM;FEM;PL	N
baktērijas	病菌	baktērija	病菌	N;NOM;FEM;PL	N
baktērijas	細菌	baktērija	細菌	N;NOM;FEM;PL	N
festivāls	節慶	festivāls	節慶	N;NOM;MASC;SG	N
festivāls	節日	festivāls	節日	N;NOM;MASC;SG	N
lieta	案例	lieta	案例	N;NOM;FEM;SG	N
lieta	個案	lieta	個案	N;NOM;FEM;SG	N
lieta	案件	lieta	案件	N;NOM;FEM;SG	N
poļi	極地	polis	極地	N;NOM;MASC;PL	N
likumus	法律	likums	法律	N;ACC;MASC;PL	N
mēles	舌頭	mēle	舌頭	N;NOM;FEM;PL	N
mēles	舌	mēle	舌	N;NOM;FEM;PL	N
maksas	收費	maksa	收費	N;NOM;FEM;PL	N
maksas	費用	maksa	費用	N;NOM;FEM;PL	N
maksas	收費	maksa	收費	N;NOM;FEM;PL	N
kategoriju	類別	kategorija	類別	N;ACC;FEM;SG	N
rīkoja	主辦	rīkot	主辦	V;FH;IND;3;POS;PST;FIN;ACT	V
zinātniekiem	科學	zinātnieks	科學	N;DAT;MASC;PL	N
sakrīt	匹配	sakrist	匹配	V;FH;IND;3;POS;PRS;FIN;ACT	V
sakrīt	比對	sakrist	比對	V;FH;IND;3;POS;PRS;FIN;ACT	V
bieza	厚厚	bieza	厚厚	ADJ;NOM;FEM;SG	ADJ
ieleja	河谷	ieleja	河谷	N;NOM;FEM;SG	N
ieleja	谷	ieleja	谷	N;NOM;FEM;SG	N
ieleja	山谷	ieleja	山谷	N;NOM;FEM;SG	N
ieleja	谷地	ieleja	谷地	N;NOM;FEM;SG	N
asaru	眼淚	asara	眼淚	N;ACC;FEM;SG	N
asaru	淚水	asara	淚水	N;ACC;FEM;SG	N
asaru	淚	asara	淚	N;ACC;FEM;SG	N
asaru	催淚	asara	催淚	N;ACC;FEM;SG	N
burti	信	burte	信	N;NOM;MASC;PL	N
burti	字母	burte	字母	N;NOM;MASC;PL	N
burti	信件	burte	信件	N;NOM;MASC;PL	N
ienākumi	收入	ienākums	收入	N;NOM;MASC;PL	N
ienākumi	收益	ienākums	收益	N;NOM;MASC;PL	N
ienākumi	稅	ienākums	稅	N;NOM;MASC;PL	N
ienākumi	收入	ienākums	收入	N;NOM;MASC;PL	N
ienākumi	收入	ienākums	收入	N;NOM;MASC;PL	N
ostā	埠	osta	埠	N;ESS;FEM;SG	N
ostā	港口	osta	港口	N;ESS;FEM;SG	N
džeza	爵士	džezs	爵士	N;NOM;MASC;SG	N
džeza	爵士	džezs	爵士	N;NOM;MASC;SG	N
kļūdu	臭蟲	kļūda	臭蟲	N;ACC;FEM;SG	N
penguins	企鵝	penguins	企鵝	N;NOM;MASC;SG	N
policija	警方	policija	警方	N;NOM;FEM;SG	N
policija	警務	policija	警務	N;NOM;FEM;SG	N
policija	警察	policija	警察	N;NOM;FEM;SG	N
bērnus	兒童	bērns	兒童	N;ACC;MASC;PL	N
mūziķe	藝人	mūziķe	藝人	N;NOM;FEM;SG	N
palaist	跑步	palaist	跑步	V;POS;NFIN	V
palaist	運行	palaist	運行	V;POS;NFIN	V
palaist	發射	palaist	發射	V;POS;NFIN	V
parakstīts	署名	parakstīt	署名	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
parakstīts	簽署	parakstīt	簽署	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
zibens	閃電	zibens	閃電	N;NOM;MASC;SG	N
zibens	電光	zibens	電光	N;NOM;MASC;SG	N
fanu	粉絲	fans	粉絲	N;ACC;MASC;SG	N
fanu	範	fans	範	N;ACC;MASC;SG	N
izvēle	甄選	izvēle	甄選	N;NOM;FEM;SG	N
skolēnu	瞳孔	skolēns	瞳孔	N;ACC;MASC;SG	N
spalvu	羽	spalva	羽	N;ACC;FEM;SG	N
spalvu	羽毛	spalva	羽毛	N;ACC;FEM;SG	N
dambis	壩	dambis	壩	N;NOM;MASC;SG	N
dambis	水電	dambis	水電	N;NOM;MASC;SG	N
dambis	水庫	dambis	水庫	N;NOM;MASC;SG	N
dambis	大壩	dambis	大壩	N;NOM;MASC;SG	N
dambis	水壩	dambis	水壩	N;NOM;MASC;SG	N
pārtraukt	中止	pārtraukt	中止	V;POS;NFIN	V
pārtraukt	中斷	pārtraukt	中斷	V;POS;NFIN	V
apkārtne	鄰里	apkārtne	鄰里	N;NOM;FEM;SG	N
sešus	六	seši	六	NUM;ACC;MASC;PL	NUM
sešus	六	seši	六	NUM;ACC;MASC;PL	NUM
tonnas	噸	tonna	噸	N;NOM;FEM;PL	N
tonnas	公噸	tonna	公噸	N;NOM;FEM;PL	N
tonnas	噸	tonna	噸	N;NOM;FEM;PL	N
tonnas	噸	tonna	噸	N;NOM;FEM;PL	N
tonnas	公噸	tonna	公噸	N;NOM;FEM;PL	N
orgāni	器官	orgāns	器官	N;NOM;MASC;PL	N
būve	施工	būve	施工	N;NOM;FEM;SG	N
būve	建築	būve	建築	N;NOM;FEM;SG	N
vēlētāju	選民	vēlētājs	選民	N;ACC;MASC;SG	N
agrākais	最早	agrs	最早	ADJ;NOM;CMPR;MASC;SG	ADJ
gadījums	案例	gadījums	案例	N;NOM;MASC;SG	N
gadījums	個案	gadījums	個案	N;NOM;MASC;SG	N
gadījums	案件	gadījums	案件	N;NOM;MASC;SG	N
palielināt	增加	palielināt	增加	V;POS;NFIN	V
palielināt	提高	palielināt	提高	V;POS;NFIN	V
bloka	區塊	bloks	區塊	N;NOM;MASC;SG	N
skaņa	聲音	skaņa	聲音	N;NOM;FEM;SG	N
skaņa	音效	skaņa	音效	N;NOM;FEM;SG	N
mirst	垂死	mirst	垂死	V;FH;IND;3;POS;PRS;FIN;ACT	V
dzēst	刪除	dzēst	刪除	V;POS;NFIN	V
dzēst	刪去	dzēst	刪去	V;POS;NFIN	V
mehānisms	機制	mehānisms	機制	N;NOM;MASC;SG	N
flote	艦隊	flote	艦隊	N;NOM;FEM;SG	N
flote	船隊	flote	船隊	N;NOM;FEM;SG	N
flote	車隊	flote	車隊	N;NOM;FEM;SG	N
slimībām	疾病	slimība	疾病	N;DAT;FEM;PL	N
mēnesis	月	mēnesis	月	N;NOM;MASC;SG	N
mēnesis	個	mēnesis	個	N;NOM;MASC;SG	N
mēnesis	月份	mēnesis	月份	N;NOM;MASC;SG	N
pludmales	沙灘	pludmale	沙灘	N;NOM;FEM;PL	N
pludmales	海灘	pludmale	海灘	N;NOM;FEM;PL	N
pludmales	沙灘	pludmale	沙灘	N;NOM;FEM;PL	N
pludmales	海灘	pludmale	海灘	N;NOM;FEM;PL	N
sapulce	會議	sapulce	會議	N;NOM;FEM;SG	N
parādības	現象	parādība	現象	N;NOM;FEM;PL	N
palaišanas	創業	palaišana	創業	N;NOM;FEM;SG	N
draudzības	友情	draudzība	友情	N;NOM;FEM;PL	N
koalīcijas	聯盟	koalīcija	聯盟	N;NOM;FEM;PL	N
koalīcijas	聯軍	koalīcija	聯軍	N;NOM;FEM;PL	N
skaitļi	數字	skaitļi	數字	N;NOM;MASC;PL	N
skaitļi	數字	skaitļi	數字	N;NOM;MASC;PL	N
ieleju	山溝	ieleja	山溝	N;ACC;FEM;SG	N
filozofija	哲學	filozofija	哲學	N;NOM;FEM;SG	N
filozofija	理念	filozofija	理念	N;NOM;FEM;SG	N
padomnieks	顧問	padomnieks	顧問	N;NOM;MASC;SG	N
leģenda	傳奇	leģenda	傳奇	N;NOM;FEM;SG	N
starojuma	輻射	starojums	輻射	N;GEN;MASC;SG	N
ieviest	引入	ieviest	引入	V;POS;NFIN	V
ieviest	介紹	ieviest	介紹	V;POS;NFIN	V
ieviest	引入	ieviest	引入	V;POS;NFIN	V
fizioloģija	生理	fizioloģija	生理	N;NOM;FEM;SG	N
teikt	說	teikt	說	V;POS;NFIN	V
klientu	客戶	klients	客戶	N;ACC;MASC;SG	N
klientu	顧客	klients	顧客	N;ACC;MASC;SG	N
klientu	客戶	klients	客戶	N;ACC;MASC;SG	N
novērstu	防止	novērst	防止	V;COND;POS;FIN;ACT	V
kūdras	泥炭	kūdra	泥炭	N;NOM;FEM;PL	N
sacelšanos	叛亂	sacelšanās	叛亂	N;ACC;FEM;SG	N
sacelšanos	起義	sacelšanās	起義	N;ACC;FEM;SG	N
orķestra	管弦	orķestris	管弦	N;GEN;MASC;SG	N
orķestra	樂團	orķestris	樂團	N;GEN;MASC;SG	N
jauda	容量	jauda	容量	N;NOM;FEM;SG	N
jauda	能力	jauda	能力	N;NOM;FEM;SG	N
jauda	電力	jauda	電力	N;NOM;FEM;SG	N
jauda	電源	jauda	電源	N;NOM;FEM;SG	N
jauda	動力	jauda	動力	N;NOM;FEM;SG	N
jauda	權力	jauda	權力	N;NOM;FEM;SG	N
kodola	核心	kodols	核心	N;GEN;MASC;SG	N
kodola	核	kodols	核	N;GEN;MASC;SG	N
kodola	核心	kodols	核心	N;GEN;MASC;SG	N
kodola	核心	kodols	核心	N;GEN;MASC;SG	N
kategorijās	類別	kategorija	類別	N;ESS;FEM;PL	N
uzdevumi	任務	uzdevums	任務	N;NOM;MASC;PL	N
dziedzeri	腺	dziedzeris	腺	N;NOM;MASC;SG	N
aizjūras	海外	aizjūra	海外	N;NOM;FEM;PL	N
aizjūras	國外	aizjūra	國外	N;NOM;FEM;PL	N
kakls	脖子	kakls	脖子	N;NOM;MASC;SG	N
kakls	頸	kakls	頸	N;NOM;MASC;SG	N
kakls	頸部	kakls	頸部	N;NOM;MASC;SG	N
izpēte	勘探	izpēte	勘探	N;NOM;FEM;SG	N
svētdienā	星期	svētdiena	星期	N;ESS;FEM;SG	N
svētdienā	週日	svētdiena	週日	N;ESS;FEM;SG	N
svētdienā	星期	svētdiena	星期	N;ESS;FEM;SG	N
svētdienā	周日	svētdiena	周日	N;ESS;FEM;SG	N
rāda	顯示	rādīt	顯示	V;FH;IND;3;POS;PRS;FIN;ACT	V
izcelsmi	原產	izcelsme	原產	N;ACC;FEM;SG	N
izcelsmi	起源	izcelsme	起源	N;ACC;FEM;SG	N
izcelsmi	起源	izcelsme	起源	N;ACC;FEM;SG	N
filiāle	分行	filiāle	分行	N;NOM;FEM;SG	N
filiāle	分支	filiāle	分支	N;NOM;FEM;SG	N
vecs	舊	vecs	舊	ADJ;NOM;MASC;SG	ADJ
demokrātu	民主	demokrāts	民主	N;ACC;MASC;SG	N
šova	肖	šovs	肖	N;NOM;MASC;SG	N
hronika	紀事	hronika	紀事	N;NOM;FEM;SG	N
